id,name,en_name,code,introduce,dialogue,extra,en_introduce,character,type,rank,develop_duration,baseammo,basemre,ammo_add_withnumber,mre_add_withnumber,retiremp,retireammo,retiremre,retirepart,ratio_life,ratio_pow,ratio_rate,ratio_speed,ratio_hit,ratio_dodge,ratio_armor,armor_piercing,crit,special,eat_ratio,ratio_range,skill1,skill2,normal_attack,passive_skill,dynamic_passive_skill,effect_grid_center,effect_guntype,effect_grid_pos,effect_grid_effect,max_equip,type_equip1,type_equip2,type_equip3,type_equip4,ai,is_additional,launch_time,obtain_ids,rank_display,prize_id,mindupdate_consume,explore_tag,gun_detail_bg,org_id,related_story_id,show_damage_skin,gun_tag_ids,atk_speed_max,ratio_rec,recommended_team_ids,item_id
80,gun-10000080,M1919A4,M1919A4,"类型            中型机枪
总重            14公斤
全长            964毫米
操作人数         2至3名
弹药            .30-06 Springfield（U.S.）
                7.62×51mm NATO（U.S.）
                .303 British
枪机种类        后坐作用
发射速率        400–600发／分钟
枪口初速        850米／秒
有效射程        1|400米
供弹方式        M9弹链供弹
瞄准具型式      可调机械照门",M1919A4|加入啦！战斗的盛宴|快开始吧！,gun-40000080,gun-50000080,gun-60000080,5,3,20400,40,30,25,15,5,5,2,5,110,125,95,100,110,95,0,15,5,9,110,110,105202,0,300105,300201|300202|999999|756183|759272,,19,6,25,3|25;8|10,0,2;5|17,1;1|2|3|16|18,3;14|21|20,,80,0,2016-05-20 00:00:00,1|3|2,3,0,10:15|45:200;10:30|45:800;10:45|45:1600,8|11|60,nation_US,10704,100080,|0|7|,108,1000,110,3|5,
81,gun-10000081,LWMMG,LWMMG,"类型            通用机枪
总重            10.89公斤
全长            1|244.6毫米
枪管长度        609.6毫米
弹药            .338 Norma Magnum（8.59×63.5毫米）
枪机种类        长行程活塞导气式
                滚转式枪机
                开放式枪机
                枪管短后座制退作用
                枪管短后座冲击平均化
发射速率        500 发/分钟
枪口初速        807.72 米／秒
有效射程        1|700.78 米
供弹方式        可散式弹链
瞄准具型式      机械瞄具：金属觇孔式或Ｕ型缺口式照门和柱状连护翼准星
                照门装置在MIL-STD-1913战术导轨上，可拆卸
                机匣盖顶部的MIL-STD-1913战术导轨上安装光学瞄准镜、红点镜／反射式瞄准镜、全息瞄准镜、夜视镜、热成像仪和／或照门（可拆卸）",初次见面，指挥官。不……其他人就不必介绍了，我一个人也没问题的。,gun-40000081,gun-50000081,gun-60000081,5,2,18600,40,30,25,15,5,5,2,5,105,135,90,100,115,105,0,15,5,9,95,100,105201,0,802202,300201|300202|802204|802206|999999|1000104,,18,6,23,1|10;2|10,0,2;5|17,1;1|2|3|16|18,3;14|21,,81,0,2016-05-20 00:00:00,1|3,2,0,10:10|45:200;10:20|45:600;10:30|45:1200,10|38|78,nation_US,10302,100081,|0|6909|4007|1808|8611|30022|6406|,108,1000,105,3|5,
82,gun-10000082,DP28,DP28,"类型            轻机枪
总重            9.2公斤
全长            1|275毫米
枪管长度        605毫米
弹药            7.62×54毫米R
枪机种类        导气式
发射速率        600发/分钟
枪口初速        840 米／秒
有效射程        800米
供弹方式        47发弹盘（盘型弹匣）
瞄准具型式      金属机械照门",您好啊|指挥官|遇到麻烦了吗|尽管交给我。,gun-40000082,gun-50000082,gun-60000082,5,2,18000,40,30,25,15,5,5,2,5,85,105,105,100,105,120,0,15,5,9,125,100,105102,0,300105,300201|300202|999999,,19,6,23|25,2|15,0,2;5|17,1;1|2|3|16|18,3;14|21,,82,0,2016-05-20 00:00:00,1|3,2,0,,30|54,nation_Russia,10302,0,|0|8008|,108,1000,85,3|5,
84,gun-10000084,RPD,RPD,"类型            轻机枪
总重            空枪：7.5公斤
全长            1037毫米
枪管长度        521毫米
弹药            7.62×39毫米
枪机种类        气动式
发射速率        650 发/分钟
枪口初速        735 米／秒
有效射程        800 米
供弹方式        100发弹鼓（弹链）
瞄准具型式      缺口式照门",指挥官，RPD就任，能够与您并肩作战，完成光辉的使命，我很荣幸！,gun-40000084,gun-50000084,gun-60000084,5,3,19800,40,30,25,15,5,5,2,5,100,95,110,100,125,125,0,15,5,8,130,100,100110,0,300105,300201|300202|999999|756183,,18,6,22|24,2|16,0,2;5|17,1;1|2|3|16,3;14|20|21,,84,0,2016-06-21 00:00:00,102,3,0,,,nation_Russia,10704,100084,|0|,108,1000,100,3|5,
85,gun-10000085,PK,PK,"类型            通用机枪
总重            8.99公斤（两脚架）、
                16.48公斤（三脚架）
全长            1|173毫米
枪管长度        658毫米
弹药            7.62×54毫米R
枪机种类        气动式、开放式枪机
发射速率        650发/分钟
枪口初速        825米/秒
有效射程        1|000米
供弹方式        弹链
瞄准具型式      开放式照门",指挥官|我会为您消灭敌手|作为交换|请您和我保持距离。,gun-40000085,gun-50000085,gun-60000085,5,4,23400,40,30,25,15,5,5,2,5,115,125,80,100,90,100,0,15,5,11,110,120,750196,0,300107,750194|300202|756177|750195|1008304,750197|1008305,18,6,23|24,1|18,0,2;5|17|19,1;1|2|3|16|18,3;14|21,,85,0,2016-05-20 00:00:00,1|3|2,4,0,,9|10|14|69,nation_Russia,10402,100085,|0|30025|,117,1000,115,3|5,
86,gun-10000086,MG42,MG42,"类型            通用机枪
总重            11.57公斤
全长            1220毫米
枪管长度        533毫米
操作人数        3名
                射手、装填手、弹药兼脚架携行员
弹药            7.92×57mm毛瑟子弹
枪机种类        反冲后座操作/滚轮式枪机
发射速率        平均1200发／分钟
枪口初速        755 米／秒
有效射程        1000米
最大射程        5000米
供弹方式        50或250发弹链
瞄准具型式      铁制照门与准星",是指挥官吗|说起来……您喜欢木锯的声音嘛？,gun-40000086,gun-50000086,gun-60000086,5,3,21000,40,30,25,15,5,5,2,5,100,115,125,100,95,105,0,15,5,10,115,135,100110,0,300105,300201|300202|999999,,17,6,21,1|22,0,2;5|17,1;1|2|3|16|18,3;14|21,,86,0,2016-05-20 00:00:00,1|3|2,3,0,,39|43|55|57,nation_German,10702,0,|0|7606|597|,108,1000,100,3|5,
87,gun-10000087,MG34,MG34,"类型            通用机枪
总重            12.1公斤
全长            1219毫米
枪管长度        627毫米
弹药            7.92×57毫米毛瑟子弹（8毫米毛瑟）
枪机种类        气动式
发射速率        800-900发／分钟
枪口初速        755米／秒
供弹方式        50/200发弹链
                75发MG15鞍状弹鼓，250发五节弹链",您就是指挥官吗？我是MG42的姐姐|MG34|今后请好好相处。,gun-40000087,gun-50000087,gun-60000087,5,2,18000,40,30,25,15,5,5,2,5,100,110,115,100,95,105,0,15,5,10,110,100,100109,0,300105,300201|300202|999999,,19,6,25,1|20,0,2;5|17,1;1|2|3|16|18,3;14|21,,87,0,2016-05-20 00:00:00,1|3,2,0,,27|43|55|67,nation_German,10702,100087,|4210|,108,1000,100,3|5,
88,gun-10000088,MG3,MG3,"类型            通用机枪
总重            11.5公斤
全长            1225毫米
枪管长度        565毫米
弹药            7.62×51毫米北约弹
枪机种类        后座作用、滚轴式闭锁
发射速率        约1|150发/分钟
枪口初速        820米/秒
有效射程        1200米
供弹方式        50发DM1不可散式弹链
               （可装入弹鼓内）、
                100发DM6/M13可散式弹链
瞄准具型式      开放式机械瞄具",MG3|入列！就让敌人见识一下|我那暴雨般的火力！,gun-40000088,gun-50000088,gun-60000088,5,4,23400,40,30,25,15,5,5,2,5,120,110,125,100,110,90,0,15,5,10,110,100,105104,0,300105,300201|300202|740029|759290,,18,6,22|24,1|10;3|15,0,2;5|17,1;1|2|3|16|18,3;14|20|21,,88,0,2016-05-20 00:00:00,1|3|2,4,0,10:20|45:200;10:40|45:1000;10:60|45:2000,11|43|67,nation_German,10302,100088,|0|7205|1304|4105|,108,1000,120,3|5,
89,gun-10000089,Bren MK I,BrenMK,"类型            轻机枪
总重            10.35公斤
全长            1156毫米
枪管长度        635毫米
弹药            .303 British、
                7.62×51毫米NATO（L4）
                7.92×57毫米尖头弹(为适应中国战场所改膛的)
枪机种类        长行程导气式活塞、倾栓式闭锁
发射速率        500-520发/分钟
枪口初速        743.7米/秒
有效射程        550米
供弹方式        30发弹匣|100发弹盘",布伦轻机枪|请将您最艰巨的任务交给我吧。,gun-40000089,gun-50000089,gun-60000089,5,3,19200,40,30,25,15,5,5,2,5,105,110,95,100,125,110,0,15,5,8,120,85,105103,0,1001105,300201|300202|999999|1001104|1001106,,17,6,21|23,2|10;3|12,0,2;5|17,1;1|2|3|16|18,3;14|21,,89,0,2016-05-20 00:00:00,1|3|2,3,0,10:15|45:200;10:30|45:800;10:45|45:1600,17|20|25|27|47,,10302,100089,|0|2605|,108,1000,105,3|5,
90,gun-10000090,FNP-9,FNP9,"类型            半自动手枪
总重            空枪：700 克
全长            187.96 毫米
枪管长度        101.6 毫
弹药            9×19毫米鲁格弹
枪机种类        枪管短行程后座作用
有效射程        50 米
供弹方式        10、16 发可拆卸式弹匣
瞄准具型式      机械瞄具：缺口式照门及刀片式准星（三点白色准星，可改为氚夜间瞄具）",FNP-9|华丽登场啦！指挥官|让我加入您吧！,gun-40000090,gun-50000090,gun-60000090,1,2,1500,10,10,5,5,2,2,2,0,90,105,115,100,115,120,0,15,20,0,110,100,101401,0,300101,999999,,13,0,12|14|17|18|19,2|10;3|20,0,1;4|13|16,2;6,3;10,,90,0,2016-05-20 00:00:00,1|3,2,0,,12,nation_Belgium,10704,0,|0|,10101,120,90,2|3|4|6|8,
91,gun-10000091,MP-446,MP446,"类型            半自动手枪
总重            空枪：830 克
全长            196 毫米
枪管长度        112.8 毫米
弹药            9×19毫米鲁格弹
枪机种类        枪管短行程后座作用
                自由枪机
                双动
供弹方式        10、18 发可拆卸式双排弹匣
瞄准具型式      机械瞄具：固定缺口式照门及刀片式准星",终于被您找到啦|长官！MP-446哦|叫我海盗就可以啦！,gun-40000091,gun-50000091,gun-60000091,1,2,1500,10,10,5,5,2,2,2,0,100,105,110,100,105,100,0,15,20,0,120,100,101601,0,300101,710805|999999,,13,0,7|8|9|12|14,1|14,0,1;4|13|16|18,2;6,3;10,,91,0,2016-05-20 00:00:00,1|3,2,0,10:10|45:200;10:20|45:600;10:30|45:1200,8|11,nation_Russia,10302,100091,|0|103|402|,10102,120,100,2|3|4|8,
92,gun-10000092,Spectre M4,SpectreM4,"类型            冲锋枪
总重            2.9 公斤
全长            350 毫米（枪托折叠）
                580 毫米（打开枪托）
枪管长度        130 毫米
弹药            9毫米鲁格弹
                9×21毫米IMI弹
                .40 S&W
                .45 ACP
枪机种类        闭锁式枪机、反冲作用
发射速率        850发/分钟
有效射程        150 米
供弹方式        30发、50发弹匣
瞄准具型式      金属机械瞄具",高速作战武器|幽灵M4|正式加入！指挥官|作为欢迎会……是不是简单了点？,gun-40000092,gun-50000092,gun-60000092,2,2,4800,25,20,15,10,5,5,2,0,100,100,115,100,105,115,0,15,5,0,100,100,100201,0,300102,999999,,13,4,8,1|20,0,3;9|10,2;6,1;1|2|3|4|13|18,,92,0,2016-05-20 00:00:00,1|3,2,0,,8|12,nation_Italy,10704,100092,,108,120,100,1|2|3|6|7,
93,gun-10000093,IDW,IDW,"类型            冲锋枪
总重            空枪：1.87公斤
全长            300毫米
枪管长度        163毫米
弹药            9×19毫米
枪机种类        反冲作用、闭锁式枪机
发射速率        1400 发/分钟
枪口初速        716 米／秒
有效射程        50 米
供弹方式        20 发",IDW哦！您就是那位肯收留人家的长官吗？我会努力的！,gun-40000093,gun-50000093,gun-60000093,2,2,4200,25,20,15,10,5,5,2,0,85,90,90,100,110,120,0,15,5,0,130,100,100201,0,300102,710806|999999|1003904,,13,4,7|8|9,4|20,0,3;9|10|20,2;6,1;1|2|3|4|13,,93,0,2016-05-20 00:00:00,1|3,2,0,10:10|45:200;10:20|45:600;10:30|45:1200,8|11|47,,10302,100093,|0|2108|4908|3205|10707|,108,120,85,1|2|3|6|7,
94,gun-10000094,Type 64,64type,"类型            微声冲锋枪
总重            3.4公斤
全长            枪托缩折：635毫米
                枪托伸展：843毫米
枪管长度        244毫米
弹药            7.62×25毫米托卡列夫
                64式7.62毫米微声弹（主要）
                51式7.62毫米普通弹
枪机种类        反冲作用/闭锁式枪机
发射速率        1|000—1|300发／分钟
枪口初速        290米／秒
有效射程        150—200米
供弹方式        20、30发可拆卸式弹匣
瞄准具型式      机械瞄具：消声器上的照门及准星",64式|报到。长官|很荣幸向您学习。,gun-40000094,gun-50000094,gun-60000094,2,2,5100,25,20,15,10,5,5,2,0,100,105,120,100,90,110,0,15,5,0,105,100,902390,0,300102,900156|999999|759144|759145,,13,4,8,2|20,0,3;9|10|20,2;6,1;1|2|3|4|13|18,,94,0,2016-05-20 00:00:00,1|3,2,0,10:10|45:200;10:20|45:600;10:30|45:1200,53,nation_China,10705,100094,|0|7108|8507|5608|104|11|,110|105,120,100,1|2|3|6|7,
95,gun-10000095,Type 88,88type,"类型            手动步枪
总重            空枪：4.06公斤
全长            1250毫米
枪管长度        740毫米
弹药            7.92×57毫米
枪机种类        旋转后拉式枪机
枪口初速        600米/秒
最大射程        2000米
供弹方式        5发弹匣，内置弹仓
瞄准具型式      直立式表尺",欢迎光临！汉阳造88式|为您服务！,gun-40000095,gun-50000095,gun-60000095,3,3,13800,15,30,10,15,5,2,5,0,115,100,90,100,90,110,0,15,40,0,120,100,100114,0,300104,803010|999999|759277,,13,1,18,6|12,0,2;5|19,1;1|2|3|13|18,3;15,,95,0,2016-05-20 00:00:00,1|2,3,0,10:15|45:200;10:30|45:800;10:45|45:1600,53,nation_China,10701,100095,|50001|11406|,108|106,120,115,2|4,
96,gun-10000096,Grizzly,Grizzly,"类型            半自动手枪
总重            空枪：1.36公斤
全长            260.35毫米
枪管长度        137.16毫米
                165.1毫米
                203.2毫米
                254毫米
弹药            .357 S&W马格努姆
                9毫米温彻斯特马格努姆
                .357-.45 GWM
                10毫米Auto
                .44马格努姆
                .45 ACP
                .45温彻斯特马格努姆（11.43×30）
                .50 AE
枪机种类        枪管短行程后座作用
                自由枪机
枪口初速        5.4英寸枪管、.45温彻斯特马格努姆：426米／秒
有效射程        1|000米
供弹方式        7发可拆卸式弹匣
瞄准具型式      可调节或拆卸的缺口式照门
                固定的片状准星",你好啊，长官。L.A.R灰熊.50，今后就跟着您一起啦。,gun-40000096,gun-50000096,gun-60000096,1,5,4200,10,10,5,5,2,2,2,0,130,135,100,100,100,85,0,15,20,0,125,100,100504,0,300101,1006104|1006105|1006106,100506,13,0,7|9|12|14|18,1|15;4|10,0,1;4|13|16,2;6|19,3;10|20,,96,0,2016-05-20 00:00:00,1,5,0,,11|60|81,nation_US,10401,100096,|0|903|2102|8603|4303|,10101|134,120,145,2|3|4|6|8,
97,gun-10000097,M950A,M950A,"类型            冲锋手枪
总重            空枪：1.02公斤
全长            355毫米
枪管长度        152.4毫米
弹药            9×19毫米鲁格弹
枪机种类        滚轮延迟反冲式
枪口初速        393.18 米／秒
有效射程        大约60 米
供弹方式        50、100发可拆卸式弹筒
瞄准具型式      机械瞄具：开放式照门（可调节）
                特制接口导轨以安装光学瞄准镜或夜视镜（可拆卸）",M950A。指挥官，现在答应你，今后就要永远服从你了，是吗？,gun-40000097,gun-50000097,gun-60000097,1,5,3900,10,10,5,5,2,2,2,0,115,110,135,100,115,95,0,15,20,0,115,100,100804,0,300101,1000204,,13,0,7|9|17|19,2|15;3|25,0,1;4|13|16|18,2;6,3;10,,97,0,2016-05-20 00:00:00,1,5,0,10:25|45:200|51:2;10:50|45:1200|51:3;10:75|45:2400|51:5,65|77,nation_US,10202,100097,|0|702|808|2303|30014|11302|,10101,130,110,2|3|4|6|8,
98,gun-10000098,SPP-1,SPP1,"类型            水下手枪
总重            空枪：950 克
全长            244 毫米
弹药             4.5×40毫米
枪机种类        双动式
枪口初速        240~250 米／秒
有效射程        空气中|15-20 m
                水中| 水深5m时|17 m
                      水深20m时|11 m
                      水深40m时|6 m
供弹方式        4发弹匣",特种水下手枪，简称SPP-1。指挥官，请让我留在这里，努力改进技艺吧。,gun-40000098,gun-50000098,gun-60000098,1,4,3300,10,10,5,5,2,2,2,0,115,115,85,100,110,90,0,15,20,0,135,100,101403,0,300115,,,13,0,7|9|12|14,1|6;3|45,0,1;4|13|16,2;6,3;10,,98,0,2016-08-11 00:00:00,0,4,0,,,nation_Russia,10802,100098,|0|1703|,10101,120,115,2|3|4|6|8,
99,gun-10000099,Mk23,Mk23,"类型            半自动手枪
总重            空枪：1.21公斤
全长            没有装上消声器：245 毫米
                装上消声器：421 毫米
枪管长度        149 毫米
弹药            .45 ACP（可发射AA18或A475比赛等级高膛压子弹）
枪机种类        枪管短行程后座作用
                自由枪机
                双动
发射速率        半自动：170 发／分钟
枪口初速        260 米／秒
有效射程        25 米
供弹方式        Mk 23 Mod 0：12 发可拆卸式双排弹匣
                Mark 23：12、10 发可拆卸式双排弹匣
瞄准具型式      机械瞄具：派垂吉式准星、三点式准星
                LAM（AN/PEQ-6）",Hello！你就是我的指挥官嘛？今后的我，要一直缠着你了哦。,gun-40000099,gun-50000099,gun-60000099,1,4,3000,10,10,5,5,2,2,2,0,120,110,120,100,115,95,0,15,20,0,110,100,100511,0,300101,,,13,0,7|8|9|18,1|18,0,1;4|13|16|18,2;6,3;10,,99,0,2016-05-20 00:00:00,1|3,4,0,,3|51,nation_German,10302,100099,|0|9005|1805|10607|3705|,10101|106,120,120,2|3|4|6|7|8,
100,gun-10000100,P7,P7,"类型            半自动手枪
总重            785克
全长            166毫米
枪管长度        105毫米
弹药            9毫米鲁格弹
枪机种类        气体延迟反冲
枪口初速        351 米／秒
供弹方式        8发弹匣
瞄准具型式      机械式瞄准具，片状准星，缺口式照门
                准线长度148 毫米",万众期待的P7，正式加入啦！看着我充满诚意的笑容，诸位，我们好好相处吧！,gun-40000100,gun-50000100,gun-60000100,1,4,3300,10,10,5,5,2,2,2,0,95,115,115,100,130,115,0,15,20,0,115,100,750361,0,300101,,750362,13,0,7|9|12|14|17|19,2|10;4|12,0,1;4|13|16|18,2;6,3;10,,100,0,2016-05-20 00:00:00,1|3,4,0,,8|30,nation_German,10303,100100,|0|10705|,10102,120,95,2|3|4|8,
101,gun-10000101,UMP9,UMP9,"类型            冲锋枪
总重            空枪：2.35公斤
全长            枪托伸展：695毫米
                枪托缩折：455毫米
枪管长度        200毫米
弹药            9×19毫米
枪机种类        闭锁式枪机/反冲作用
发射速率        600发／分钟
枪口初速        320 米／秒
有效射程        100 米
供弹方式        30发可拆卸式弹匣
瞄准具型式      机械瞄具：柱型准星和觇孔式照门
                战术导轨上装上瞄准镜",UMP9，正式就任啦！指挥官，今后我们就是一家人了，别和我客气哦！,gun-40000101,gun-50000101,gun-60000101,2,4,8100,25,20,15,10,5,5,2,0,100,95,110,100,120,125,0,15,5,0,110,100,102203,0,300102,200431|200407|900156|200415|202003|756233|759076|759079,,13,4,7|8|9,2|12;3|30,0,3;9|10|20,2;6,1;1|2|3|4|13|18,,101,0,2016-05-20 00:00:00,1|3|2,4,0,10:20|45:200;10:40|45:1000;10:60|45:2000,83,team_404,10104,100101,|0|409|556|2106|3404|536|583|6704|,110|105,120,100,1|2|3|6|7,
102,gun-10000102,UMP40,UMP40,"类型            冲锋枪
总重            空枪：2.38公斤
全长            枪托伸展：695毫米
                枪托缩折：455毫米
枪管长度        200毫米
弹药            .40 S&W
枪机种类        闭锁式枪机/反冲作用
发射速率        600发／分钟
枪口初速        320 米／秒
有效射程        100 米
供弹方式        30发可拆卸式弹匣
瞄准具型式      机械瞄具：柱型准星和觇孔式照门
                战术导轨上装上瞄准镜",UMP40，登场了！指挥官，那些过时的家伙，就让我为您一一取代掉吧！,gun-40000102,gun-50000102,gun-60000102,2,4,8100,25,20,15,10,5,5,2,0,102,102,108,100,115,122,0,15,5,0,110,100,106501,0,300102,106502|106503|106504|106505|106506|106507|106508|106509|106510|106511|106512|106513,,13,2,12|14|17|19,5|500,0,3;9|10|20,2;6,1;1|2|3|4|13,,102,0,2017-07-27 00:00:00,0,4,0,,31,nation_German,0,100102,|0|559|539|585|,108|124,120,102,1|2|3|6|7,
103,gun-10000103,UMP45,UMP45,"类型            冲锋枪
总重            空枪：2.47 公斤
全长            枪托伸展：695毫米
                枪托缩折：455毫米
枪管长度        200毫米
弹药            .45 ACP
枪机种类        闭锁式枪机/反冲作用
发射速率        700发／分钟
枪口初速        320 米／秒
有效射程        100 米
供弹方式        25发可拆卸式弹匣
瞄准具型式      机械瞄具：柱型准星和觇孔式照门
                战术导轨上装上瞄准镜",UMP45，来了哦。指挥官，你是想和我好好相处的，对吗♪,gun-40000103,gun-50000103,gun-60000103,2,4,8100,25,20,15,10,5,5,2,0,105,105,105,100,110,120,0,15,5,0,110,100,102403,0,300102,200431|200407|900156|200420|202002|702019|702024|756001|756233|759075|759078,,13,4,7|8|9,1|18;5|30,0,3;9|10|20,2;6,1;1|2|3|4|13|18,,103,0,2016-07-07 00:00:00,1|3|2,4,0,10:20|45:200;10:40|45:1000;10:60|45:2000,35|37|83,team_404,10104,100103,|0|410|521|555|2107|3403|5405|535|584|,10102|105,120,105,1|2|3|6|7,
104,gun-10000104,G36C,G36C,"类型            短突击步枪
总重            空枪：2.82 公斤
全长            枪托折叠：500 毫米
                枪托伸展：720 毫米
枪管长度        228 毫米
弹药            5.56×45毫米NATO
枪机种类        短行程导气式活塞，转拴式枪机
发射速率        750发／分钟
枪口初速        590米／每秒
有效射程        600米
供弹方式        30发弹匣、C-Mag弹鼓
瞄准具型式      3倍光学瞄准镜、红点瞄准镜",您好，我是G36C，很高兴与您见面。请问……G36姐也在您这里吗？,gun-40000104,gun-50000104,gun-60000104,2,5,9000,25,20,15,10,5,5,2,0,115,135,110,100,120,120,0,15,5,0,95,100,900225,0,300102,,,13,4,7|8|9,1|10;2|8,0,3;9|10|20,2;6,1;1|2|3|4|13,,104,0,2016-09-14 00:00:00,1|2,5,0,10:25|45:200|51:2;10:50|45:1200|51:3;10:75|45:2400|51:5,44,nation_German,10703,100104,|0|0|1202|,120,135,125,1|2|3|6|7,
105,gun-10000105,OTs-12,OTs12,"类型            突击步枪
总重            空枪：2.5公斤
全长            缩起枪托：490毫米
                展开枪托：730毫米
枪管长度        206.5毫米
弹药            9×39毫米苏联口径
枪机种类        长行程活塞气动式/转拴式枪机
发射速率        800 发/分钟
枪口初速        270 米／秒
有效射程        200 米
供弹方式        20发可拆卸式弹匣
                可能已开发的25发可拆卸式弹匣
瞄准具型式      机械瞄具：金属缺口式照门及柱状准星（照门可翻转及前后滑动式调节，准星装有两侧半包式护翼）
                机匣左侧装上的瞄准镜导轨装上快拆式瞄准镜
                PSO-1系列光学瞄准镜",秘密武器“紫杉树”，正式报到，指挥官，需要更详细的介绍吗？,gun-40000105,gun-50000105,gun-60000105,4,3,11400,20,20,10,10,2,5,5,0,95,90,105,100,125,125,0,15,20,0,125,100,100406,0,300103,999999,,13,2,18|19,1|15;2|20,0,1;1|2|3|4|13,2;8|19,3;9|10,,105,0,2016-05-20 00:00:00,1|3|2,3,0,,,nation_Russia,10704,0,,108,120,95,1,
106,gun-10000106,FAL,FNFAL,"类型            自动步枪
总重            4.0-4.45公斤
全长            1090毫米
枪管长度         533毫米
弹药            7.62×51毫米
枪机种类        短行程导气活塞，偏移式闭锁
发射速率        650发/分钟
枪口初速        823 米/秒
有效射程        600米
供弹方式        20、30发弹匣
瞄准具型式      机械瞄具",那么，你就是我的指挥官喽……好吧，打起精神来，别让我失望哦。,gun-40000106,gun-50000106,gun-60000106,4,5,13500,20,20,10,10,2,5,5,0,120,130,108,100,105,95,0,15,20,0,115,100,102117,0,300103,900156|756162,102118,13,2,17|18|19,4|20,0,1;1|2|3|4|13,2;8,3;9|10|20,,106,0,2016-05-20 00:00:00,1|2,5,0,,16|24|36|41|49|51,nation_Belgium,10202,100106,|607|,121|153,135,120,6,
107,gun-10000107,F2000,F2000,"类型            突击步枪
总重            空枪：3.6公斤
全长            688 毫米
枪管长度        400 毫米
弹药            5.56×45毫米NATO
枪机种类        短行程导气式活塞、转拴式枪机
发射速率        850 发／分钟
枪口初速        910 米／秒
有效射程        500 米
供弹方式        30发STANAG弹匣
瞄准具型式      1.6倍光学瞄具、专用火控系统、后备机械照门",全新的突击武器，F2000。指挥官，不用客气，让我们好好相处吧！,gun-40000107,gun-50000107,gun-60000107,4,2,9900,20,20,10,10,2,5,5,0,95,100,125,100,120,105,0,15,20,0,105,100,100101,0,300116,999999,,13,2,18,1|20;4|10,0,1;1|2|3|4|13|18,2;8,3;9|10,,107,0,2016-05-20 00:00:00,1|3,2,0,,5|15|49,nation_Belgium,10202,100107,|0|,108,120,95,1,
108,gun-10000108,CZ-805,CZ805,"类型            突击步枪
总重            3.6公斤
全长            855 - 910毫米（枪托伸展时）
                670毫米（枪托收缩时）
枪管长度        360毫米
弹药            5.56×45毫米北约
                7.62×39毫米
                6.8×43毫米雷明登SPC
枪机种类        短行程导气式活塞、滚转式枪机
发射速率        760发/分钟
有效射程        500米
供弹方式        30发半透明弹匣
瞄准具型式      机械瞄具
                可从Mil-Std-1913导轨上装上瞄准镜",呦吼！崭新出众的CZ805A1，今天起为您效劳，指挥官，要期待我的表现哦。,gun-40000108,gun-50000108,gun-60000108,4,3,11400,20,20,10,10,2,5,5,0,105,100,115,100,125,105,0,15,20,0,110,100,102116,0,300103,900156|999999,,13,2,17|19,2|25;3|50,0,1;1|2|3|4|13,2;8,3;9|10,,108,0,2016-05-20 00:00:00,3,3,0,,,,10704,0,|0|5807|,121|153,120,105,6,
109,gun-10000109,MG5,MG5,"类型            通用机枪
总重            空枪：11.2 公斤
全长            枪托折叠：960 毫米
                枪托伸展：1|160 毫米
枪管长度        550 毫米
弹药            7.62×51毫米NATO
枪机种类        气动式/转拴式枪机/开放式枪机
发射速率        640 发／分钟
枪口初速        810 米／秒
有效射程        1|500 米
供弹方式        50 发鼓状弹链|120 发M13可散式弹链
瞄准具型式      机械瞄具：高度与风偏可调节式照门及折叠式准星（可折叠）",（冷笑）感到意外吗，我的长官？MG5，今后听命于你的安排，以上。,gun-40000109,gun-50000109,gun-60000109,5,5,24300,40,30,25,15,5,5,2,5,120,110,115,100,115,115,0,15,5,11,110,100,1000302,0,300107,756219|300202|1006704|1006705,1000303,18,6,22|24,1|10;8|10,0,2;5|17,1;1|2|3|16|18,3;14|21|20,,109,0,2016-05-20 00:00:00,1|3|2,5,0,,19|35|41,nation_German,10402,100109,|309|1504|2501|4902|0|11403|,117,1000,120,3|5,
110,gun-10000110,FG42,FG42,"类型            自动步枪
总重            4.5 公斤
全长            937 毫米
枪管长度        502 毫米
弹药            7.92×57毫米
枪机种类        短行程导气式活塞、转拴式枪机
发射速率        900 发／每分钟
枪口初速        761 米／秒
有效射程        550 米
供弹方式        10或20发弹匣
瞄准具型式      机械照门，ZFG42瞄准镜",FG42，报到！指挥官，希望能在您这里获得更多的磨练！,gun-40000110,gun-50000110,gun-60000110,5,2,17400,40,30,25,15,5,5,2,5,90,110,115,100,115,135,0,15,5,8,115,100,105201,0,300105,300201|300202|999999,,18,6,22|24,3|30,0,2;5|17,1;1|2|3|16|18,3;14|21,,110,0,2016-05-20 00:00:00,1|3,2,0,,27,nation_German,10303,0,,108,1000,90,3|5,
