id,type,motion_name,touch_area,hold_time,probability,voice,text,expression,face_motion,name,camera,is_hurt,level,is_interrupt,delay,next_motions,voice_code
160119,402,motions/broken_5.mtn,leg,0,1.0,GUN|RFB|MOOD2,,,,live2d_motions-10160119,1,1,0,0,0,,MOOD2
160120,301,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10160120,1,1,0,0,0,,
160201,101,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10160201,0,0,0,0,0,,
160202,200,,body,0,1.0,GUN|G11|DIALOGUE1,GUN|G11|DIALOGUE1,,,live2d_motions-10160202,0,0,0,0,0,,DIALOGUE1
160203,200,,body,0,1.0,GUN|G11|DIALOGUE2,GUN|G11|DIALOGUE2,,,live2d_motions-10160203,0,0,0,0,0,,DIALOGUE2
160204,200,,body,0,1.0,GUN|G11|DIALOGUE3,GUN|G11|DIALOGUE3,,,live2d_motions-10160204,0,0,0,0,0,,DIALOGUE3
160205,200,,body,0,1.0,GUN|G11|DIALOGUEWEDDING,GUN|G11|DIALOGUEWEDDING,,,live2d_motions-10160205,0,0,0,0,0,,DIALOGUEWEDDING
160206,401,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10160206,0,1,0,0,0,,
160207,402,,body,0,1.0,GUN|G11|DIALOGUE1,GUN|G11|DIALOGUE1,,,live2d_motions-10160207,0,0,0,0,0,,DIALOGUE1
160208,402,,body,0,1.0,GUN|G11|DIALOGUE2,GUN|G11|DIALOGUE2,,,live2d_motions-10160208,0,0,0,0,0,,DIALOGUE2
160209,402,,body,0,1.0,GUN|G11|DIALOGUE3,GUN|G11|DIALOGUE3,,,live2d_motions-10160209,0,0,0,0,0,,DIALOGUE3
160210,402,,body,0,1.0,GUN|G11|DIALOGUEWEDDING,GUN|G11|DIALOGUEWEDDING,,,live2d_motions-10160210,0,0,0,0,0,,DIALOGUEWEDDING
160211,1000,,0,0,1.0,GUN|G11|HELLO,GUN|G11|HELLO,,,live2d_motions-10160211,0,0,0,0,0,,HELLO
160212,1001,,0,0,1.0,GUN|G11|HELLO,GUN|G11|HELLO,,,live2d_motions-10160212,0,0,0,0,0,,HELLO
160213,200,,body,0,1.0,GUN|G11|CHRISTMAS,GUN|G11|CHRISTMAS,,,live2d_motions-10160213,0,0,0,0,0,,CHRISTMAS
160214,402,,body,0,1.0,GUN|G11|CHRISTMAS,GUN|G11|CHRISTMAS,,,live2d_motions-10160214,0,0,0,0,0,,CHRISTMAS
180101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10180101,0,0,0,0,0,,
180102,102,motions/wait_1.mtn,0,8|12,0.5,,,,,live2d_motions-10180102,1,0,0,0,0,,
180103,102,motions/wait_2.mtn,0,10|13,0.5,,,,,live2d_motions-10180103,1,0,0,0,0,,
180104,200,motions/touch_1.mtn,leg,0,1.0,GUN|DSR50|OPERATIONOVER,GUN|DSR50|OPERATIONOVER,,,live2d_motions-10180104,1,0,0,0,0,,OPERATIONOVER
180105,200,motions/touch_4.mtn,leg,0,1.0,GUN|DSR50|DIALOGUE1,GUN|DSR50|DIALOGUE1,,,live2d_motions-10180105,1,0,0,0,0,,DIALOGUE1
180106,200,motions/touch_3.mtn,body,0,1.0,GUN|DSR50|DIALOGUE2,GUN|DSR50|DIALOGUE2,,,live2d_motions-10180106,1,0,0,0,0,,DIALOGUE2
180107,200,motions/touch_2.mtn,body,0,1.0,GUN|DSR50|DIALOGUE3,GUN|DSR50|DIALOGUE3,,,live2d_motions-10180107,1,0,0,0,0,,DIALOGUE3
180108,200,motions/touch_5.mtn,head,0,1.0,GUN|DSR50|MOOD1,GUN|DSR50|MOOD1,,,live2d_motions-10180108,1,0,0,0,0,,MOOD1
180109,200,motions/touch_6.mtn,leg,0,1.0,,,,,live2d_motions-10180109,1,0,0,0,0,,
180110,200,motions/wedding_touch.mtn,body,0,1.0,GUN|DSR50|DIALOGUEWEDDING,GUN|DSR50|DIALOGUEWEDDING,,,live2d_motions-10180110,1,0,0,0,0,,DIALOGUEWEDDING
180111,500,motions/wedding.mtn,0,0,1.0,GUN|DSR50|SOULCONTRACT,GUN|DSR50|SOULCONTRACT,,,live2d_motions-10180111,1,0,0,0,0,,SOULCONTRACT
180112,300,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10180112,1,0,0,0,0,,
180113,1000,motions/login.mtn,0,0,1.0,GUN|DSR50|HELLO,GUN|DSR50|HELLO,,,live2d_motions-10180113,1,0,0,0,0,,HELLO
180114,200,motions/newyear.mtn,leg,0,1.0,GUN|DSR50|NEWYEAR,GUN|DSR50|NEWYEAR,,,live2d_motions-10180114,1,0,0,0,0,,NEWYEAR
180115,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10180115,0,1,0,0,0,,
180116,402,motions/broken_1.mtn,head,0,1.0,GUN|DSR50|MOOD2,,,,live2d_motions-10180116,1,1,0,0,0,,MOOD2
180117,402,motions/broken_2.mtn,body,0,1.0,GUN|DSR50|COMBINE,GUN|DSR50|COMBINE,,,live2d_motions-10180117,1,1,0,0,0,,COMBINE
180118,402,motions/broken_3.mtn,body,0,1.0,GUN|DSR50|RETREAT,GUN|DSR50|RETREAT,,,live2d_motions-10180118,1,1,0,0,0,,RETREAT
180119,402,motions/broken_4.mtn,leg,0,1.0,GUN|DSR50|DEFENSE,GUN|DSR50|DEFENSE,,,live2d_motions-10180119,1,1,0,0,0,,DEFENSE
180120,402,motions/broken_5.mtn,leg,0,1.0,GUN|DSR50|GOATTACK,GUN|DSR50|GOATTACK,,,live2d_motions-10180120,1,1,0,0,0,,GOATTACK
180121,301,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10180121,1,1,0,0,0,,
180601,101,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10180601,0,0,0,0,0,,
180602,200,,body,0,1.0,GUN|M590|DIALOGUE1,GUN|M590|DIALOGUE1,,,live2d_motions-10180602,0,0,0,0,0,,DIALOGUE1
180603,200,,body,0,1.0,GUN|M590|DIALOGUE2,GUN|M590|DIALOGUE2,,,live2d_motions-10180603,0,0,0,0,0,,DIALOGUE2
180604,200,,body,0,1.0,GUN|M590|DIALOGUE3,GUN|M590|DIALOGUE3,,,live2d_motions-10180604,0,0,0,0,0,,DIALOGUE3
180605,200,,body,0,1.0,GUN|M590|DIALOGUEWEDDING,GUN|M590|DIALOGUEWEDDING,,,live2d_motions-10180605,0,0,0,0,0,,DIALOGUEWEDDING
180606,401,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10180606,0,1,0,0,0,,
180607,402,,body,0,1.0,GUN|M590|DIALOGUE1,GUN|M590|DIALOGUE1,,,live2d_motions-10180607,0,0,0,0,0,,DIALOGUE1
180608,402,,body,0,1.0,GUN|M590|DIALOGUE2,GUN|M590|DIALOGUE2,,,live2d_motions-10180608,0,0,0,0,0,,DIALOGUE2
180609,402,,body,0,1.0,GUN|M590|DIALOGUE3,GUN|M590|DIALOGUE3,,,live2d_motions-10180609,0,0,0,0,0,,DIALOGUE3
180610,402,,body,0,1.0,GUN|M590|DIALOGUEWEDDING,GUN|M590|DIALOGUEWEDDING,,,live2d_motions-10180610,0,0,0,0,0,,DIALOGUEWEDDING
180611,1000,,0,0,1.0,GUN|M590|HELLO,GUN|M590|HELLO,,,live2d_motions-10180611,0,0,0,0,0,,HELLO
180612,1001,,0,0,1.0,GUN|M590|HELLO,GUN|M590|HELLO,,,live2d_motions-10180612,0,0,0,0,0,,HELLO
180613,200,,body,0,1.0,GUN|M590|NEWYEAR,GUN|M590|NEWYEAR,,,live2d_motions-10180613,0,0,0,0,0,,NEWYEAR
180614,402,,body,0,1.0,GUN|M590|NEWYEAR,GUN|M590|NEWYEAR,,,live2d_motions-10180614,0,0,0,0,0,,NEWYEAR
180901,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10180901,0,0,0,0,0,,
180902,102,motions/wait_1.mtn,0,8|12,0.5,,,,,live2d_motions-10180902,1,0,0,0,0,,
180903,200,motions/motou_01.mtn,head,0,1.0,GUN|88type|DIALOGUE1,GUN|88type|DIALOGUE1,,,live2d_motions-10180903,1,0,0,0,0,,DIALOGUE1
180904,200,motions/motou_02.mtn,head,0,1.0,GUN|88type|GOATTACK,GUN|88type|GOATTACK,,,live2d_motions-10180904,1,0,0,0,0,,GOATTACK
180905,200,motions/shuohua_01.mtn,head,0,1.0,GUN|88type|BLACKACTION,GUN|88type|BLACKACTION,,,live2d_motions-10180905,1,0,0,0,0,,BLACKACTION
180906,200,motions/shuohua_03.mtn,leg,0,1.0,GUN|88type|DIALOGUE3,GUN|88type|DIALOGUE3,,,live2d_motions-10180906,1,0,0,0,0,,DIALOGUE3
180907,200,motions/moxiong_01.mtn,leg,0,1.0,GUN|88type|SKILL2,GUN|88type|SKILL2,,,live2d_motions-10180907,1,0,0,0,0,,SKILL2
180908,200,motions/moxiong_02.mtn,body,0,1.0,GUN|88type|SKILL3,GUN|88type|SKILL3,,,live2d_motions-10180908,1,0,0,0,0,,SKILL3
180909,200,motions/moxiong_03.mtn,body,0,1.0,GUN|88type|BREAK,GUN|88type|BREAK,,,live2d_motions-10180909,1,0,0,0,0,,BREAK
180910,200,motions/shuohua_02.mtn,body,0,1.0,GUN|88type|DIALOGUEWEDDING,GUN|88type|DIALOGUEWEDDING,,,live2d_motions-10180910,1,0,0,0,0,,DIALOGUEWEDDING
180911,500,motions/motou_03.mtn,0,0,1.0,GUN|88type|SOULCONTRACT,GUN|88type|SOULCONTRACT,,,live2d_motions-10180911,1,0,0,0,0,,SOULCONTRACT
180912,1000,motions/login.mtn,0,0,1.0,GUN|88type|HELLO,GUN|88type|HELLO,,,live2d_motions-10180912,1,0,0,0,0,,HELLO
180913,300,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10180913,1,0,0,0,0,,
180914,200,motions/newyear.mtn,head,0,1.0,GUN|88type|NEWYEAR,GUN|88type|NEWYEAR,,,live2d_motions-10180914,1,0,0,0,0,,NEWYEAR
180915,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10180915,0,1,0,0,0,,
180916,403,motions/wait_1.mtn,0,6|11,0.5,,,,,live2d_motions-10180916,1,1,0,0,0,,
180917,403,motions/wait_2.mtn,0,8|15,0.5,,,,,live2d_motions-10180917,1,1,0,0,0,,
180918,402,motions/touch_1.mtn,body,0,1.0,GUN|88type|BREAK,GUN|88type|BREAK,,,live2d_motions-10180918,1,1,0,0,0,,BREAK
180919,402,motions/touch_2.mtn,head,0,1.0,GUN|88type|RETREAT,GUN|88type|RETREAT,,,live2d_motions-10180919,1,1,0,0,0,,RETREAT
180920,402,motions/touch_3.mtn,head,0,1.0,GUN|88type|FIX,GUN|88type|FIX,,,live2d_motions-10180920,1,1,0,0,0,,FIX
180921,402,motions/touch_4.mtn,body,0,1.0,GUN|88type|LOWMOOD,GUN|88type|LOWMOOD,,,live2d_motions-10180921,1,1,0,0,0,,LOWMOOD
180922,402,motions/touch_5.mtn,leg,0,1.0,GUN|88type|MOOD2,GUN|88type|MOOD2,,,live2d_motions-10180922,1,1,0,0,0,,MOOD2
180923,301,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10180923,1,1,0,0,0,,
190101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10190101,0,0,0,0,0,,
190102,102,motions/wait_1.mtn,0,12|15,0.5,,,,,live2d_motions-10190102,1,0,0,0,0,,
190103,102,motions/wait_2.mtn,0,20|30,0.5,,,,,live2d_motions-10190103,1,0,0,0,0,,
190104,200,motions/touch_1.mtn,body,0,1.0,GUN|Vector|DIALOGUE1,GUN|Vector|DIALOGUE1,,,live2d_motions-10190104,1,0,0,0,0,,DIALOGUE1
190105,200,motions/touch_2.mtn,body,0,1.0,GUN|Vector|DIALOGUE2,GUN|Vector|DIALOGUE2,,,live2d_motions-10190105,1,0,0,0,0,,DIALOGUE2
190106,200,motions/touch_3.mtn,body,0,1.0,GUN|Vector|DIALOGUE3,GUN|Vector|DIALOGUE3,,,live2d_motions-10190106,1,0,0,0,0,,DIALOGUE3
190107,200,motions/touch_4.mtn,head,0,1.0,GUN|Vector|PHRASE,GUN|Vector|PHRASE,,,live2d_motions-10190107,1,0,0,0,0,,PHRASE
190108,200,motions/touch_5.mtn,head,0,1.0,GUN|Vector|AGREE,,,,live2d_motions-10190108,1,0,0,0,0,,AGREE
190109,200,motions/wedding_touch.mtn,body,0,1.0,GUN|Vector|DIALOGUEWEDDING,GUN|Vector|DIALOGUEWEDDING,,,live2d_motions-10190109,1,0,0,0,0,,DIALOGUEWEDDING
190110,500,motions/wedding.mtn,body,0,1.0,GUN|Vector|SOULCONTRACT,GUN|Vector|SOULCONTRACT,,,live2d_motions-10190110,1,0,0,0,0,,SOULCONTRACT
190111,300,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10190111,1,0,0,0,0,,
190112,1000,motions/login.mtn,0,0,1.0,GUN|Vector|HELLO,GUN|Vector|HELLO,,,live2d_motions-10190112,1,0,0,0,0,,HELLO
190113,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10190113,0,1,0,0,0,,
190114,402,motions/broken_1.mtn,head,0,1.0,GUN|Vector|BREAK,GUN|Vector|BREAK,,,live2d_motions-10190114,1,1,0,0,0,,BREAK
190115,402,motions/broken_2.mtn,body,0,1.0,GUN|Vector|FIX,GUN|Vector|FIX,,,live2d_motions-10190115,1,1,0,0,0,,FIX
190116,402,motions/broken_3.mtn,body,0,1.0,GUN|Vector|RETREAT,GUN|Vector|RETREAT,,,live2d_motions-10190116,1,1,0,0,0,,RETREAT
190117,402,motions/broken_4.mtn,head,0,1.0,GUN|Vector|MOOD2,,,,live2d_motions-10190117,1,1,0,0,0,,MOOD2
190118,301,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10190118,1,1,0,0,0,,
190401,101,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10190401,0,0,0,0,0,,
190402,200,,body,0,1.0,GUN|G36|DIALOGUE1,GUN|G36|DIALOGUE1,,,live2d_motions-10190402,0,0,0,0,0,,DIALOGUE1
190403,200,,body,0,1.0,GUN|G36|DIALOGUE2,GUN|G36|DIALOGUE2,,,live2d_motions-10190403,0,0,0,0,0,,DIALOGUE2
190404,200,,body,0,1.0,GUN|G36|DIALOGUE3,GUN|G36|DIALOGUE3,,,live2d_motions-10190404,0,0,0,0,0,,DIALOGUE3
190405,200,,body,0,1.0,GUN|G36|DIALOGUEWEDDING,GUN|G36|DIALOGUEWEDDING,,,live2d_motions-10190405,0,0,0,0,0,,DIALOGUEWEDDING
190406,401,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10190406,0,1,0,0,0,,
190407,402,,body,0,1.0,GUN|G36|DIALOGUE1,GUN|G36|DIALOGUE1,,,live2d_motions-10190407,0,0,0,0,0,,DIALOGUE1
190408,402,,body,0,1.0,GUN|G36|DIALOGUE2,GUN|G36|DIALOGUE2,,,live2d_motions-10190408,0,0,0,0,0,,DIALOGUE2
190409,402,,body,0,1.0,GUN|G36|DIALOGUE3,GUN|G36|DIALOGUE3,,,live2d_motions-10190409,0,0,0,0,0,,DIALOGUE3
190410,402,,body,0,1.0,GUN|G36|DIALOGUEWEDDING,GUN|G36|DIALOGUEWEDDING,,,live2d_motions-10190410,0,0,0,0,0,,DIALOGUEWEDDING
190411,1000,,0,0,1.0,GUN|G36|HELLO,GUN|G36|HELLO,,,live2d_motions-10190411,0,0,0,0,0,,HELLO
190412,1001,,0,0,1.0,GUN|G36|HELLO,GUN|G36|HELLO,,,live2d_motions-10190412,0,0,0,0,0,,HELLO
190413,200,,body,0,1.0,GUN|G36|VALENTINE,GUN|G36|VALENTINE,,,live2d_motions-10190413,0,0,0,0,0,,VALENTINE
190414,402,,body,0,1.0,GUN|G36|VALENTINE,GUN|G36|VALENTINE,,,live2d_motions-10190414,0,0,0,0,0,,VALENTINE
210101,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10210101,0,0,0,0,0,,
210102,102,motions/wait_1.mtn,0,8|12,0.5,,,,,live2d_motions-10210102,1,0,0,0,0,,
210103,102,motions/wait_2.mtn,0,10|13,0.5,,,,,live2d_motions-10210103,1,0,0,0,0,,
210104,200,motions/touch_1.mtn,leg,0,1.0,GUN|DSR50|OPERATIONOVER,GUN|DSR50|OPERATIONOVER,,,live2d_motions-10210104,1,0,0,0,0,,OPERATIONOVER
210105,200,motions/touch_4.mtn,leg,0,1.0,GUN|DSR50|DIALOGUE1,GUN|DSR50|DIALOGUE1,,,live2d_motions-10210105,1,0,0,0,0,,DIALOGUE1
210106,200,motions/touch_3.mtn,body,0,1.0,GUN|DSR50|DIALOGUE2,GUN|DSR50|DIALOGUE2,,,live2d_motions-10210106,1,0,0,0,0,,DIALOGUE2
210107,200,motions/touch_2.mtn,body,0,1.0,GUN|DSR50|DIALOGUE3,GUN|DSR50|DIALOGUE3,,,live2d_motions-10210107,1,0,0,0,0,,DIALOGUE3
210108,200,motions/touch_5.mtn,head,0,1.0,GUN|DSR50|MOOD1,GUN|DSR50|MOOD1,,,live2d_motions-10210108,1,0,0,0,0,,MOOD1
210109,200,motions/wedding_touch.mtn,body,0,1.0,GUN|DSR50|DIALOGUEWEDDING,GUN|DSR50|DIALOGUEWEDDING,,,live2d_motions-10210109,1,0,0,0,0,,DIALOGUEWEDDING
210110,500,motions/wedding.mtn,0,0,1.0,GUN|DSR50|SOULCONTRACT,GUN|DSR50|SOULCONTRACT,,,live2d_motions-10210110,1,0,0,0,0,,SOULCONTRACT
210111,300,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10210111,1,0,0,0,0,,
210112,1000,motions/login.mtn,0,0,1.0,GUN|DSR50|HELLO,GUN|DSR50|HELLO,,,live2d_motions-10210112,1,0,0,0,0,,HELLO
210113,200,motions/newyear.mtn,leg,0,1.0,GUN|DSR50|NEWYEAR,GUN|DSR50|NEWYEAR,,,live2d_motions-10210113,1,0,0,0,0,,NEWYEAR
210114,401,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10210114,0,1,0,0,0,,
210115,402,motions/broken_1.mtn,head,0,1.0,GUN|DSR50|MOOD2,,,,live2d_motions-10210115,1,1,0,0,0,,MOOD2
210116,402,motions/broken_2.mtn,body,0,1.0,GUN|DSR50|COMBINE,GUN|DSR50|COMBINE,,,live2d_motions-10210116,1,1,0,0,0,,COMBINE
210117,402,motions/broken_3.mtn,body,0,1.0,GUN|DSR50|RETREAT,GUN|DSR50|RETREAT,,,live2d_motions-10210117,1,1,0,0,0,,RETREAT
210118,402,motions/broken_4.mtn,leg,0,1.0,GUN|DSR50|DEFENSE,GUN|DSR50|DEFENSE,,,live2d_motions-10210118,1,1,0,0,0,,DEFENSE
210119,402,motions/broken_5.mtn,leg,0,1.0,GUN|DSR50|GOATTACK,GUN|DSR50|GOATTACK,,,live2d_motions-10210119,1,1,0,0,0,,GOATTACK
210120,301,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10210120,1,1,0,0,0,,
210121,1001,motions/login.mtn,0,0,1.0,GUN|DSR50|HELLO,GUN|DSR50|HELLO,,,live2d_motions-10210121,1,1,0,0,0,,HELLO
210201,101,motions/daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10210201,0,0,0,0,0,,
210202,102,motions/wait_1.mtn,0,8|12,0.5,,,,,live2d_motions-10210202,1,0,0,0,0,,
210203,102,motions/wait_2.mtn,0,10|13,0.5,,,,,live2d_motions-10210203,1,0,0,0,0,,
210204,200,motions/touch_1.mtn,body,0,1.0,GUN|Grizzly|DIALOGUE3,GUN|Grizzly|DIALOGUE3,,,live2d_motions-10210204,1,0,0,0,0,,DIALOGUE3
210205,200,motions/touch_2.mtn,body,0,1.0,GUN|Grizzly|OPERATIONBEGIN,GUN|Grizzly|OPERATIONBEGIN,,,live2d_motions-10210205,1,0,0,0,0,,OPERATIONBEGIN
210206,200,motions/touch_3.mtn,leg,0,1.0,GUN|Grizzly|DIALOGUE1,GUN|Grizzly|DIALOGUE1,,,live2d_motions-10210206,1,0,0,0,0,,DIALOGUE1
210207,200,motions/touch_4.mtn,head,0,1.0,GUN|Grizzly|DIALOGUE2,GUN|Grizzly|DIALOGUE2,,,live2d_motions-10210207,1,0,0,0,0,,DIALOGUE2
210208,200,motions/touch_5.mtn,head,0,1.0,GUN|Grizzly|MOOD1,,,,live2d_motions-10210208,1,0,0,0,0,,MOOD1
210209,200,motions/wedding_touch.mtn,leg,0,1.0,GUN|Grizzly|DIALOGUEWEDDING,GUN|Grizzly|DIALOGUEWEDDING,,,live2d_motions-10210209,1,0,0,0,0,,DIALOGUEWEDDING
210210,500,motions/wedding.mtn,0,0,1.0,GUN|Grizzly|SOULCONTRACT,GUN|Grizzly|SOULCONTRACT,,,live2d_motions-10210210,1,0,0,0,0,,SOULCONTRACT
210211,300,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10210211,1,0,0,0,0,,
210212,1000,motions/login.mtn,0,0,1.0,GUN|Grizzly|HELLO,GUN|Grizzly|HELLO,,,live2d_motions-10210212,1,0,0,0,0,,HELLO
210213,401,motions/daiji.mtn,0,0,1.0,,,,,live2d_motions-10210213,0,1,0,0,0,,
210214,403,motions/wait_1.mtn,0,6|11,0.5,,,,,live2d_motions-10210214,1,1,0,0,0,,
210215,402,motions/broken_1.mtn,body,0,1.0,GUN|Grizzly|BREAK,GUN|Grizzly|BREAK,,,live2d_motions-10210215,1,1,0,0,0,,BREAK
210216,402,motions/broken_2.mtn,body,0,1.0,GUN|Grizzly|RETREAT,GUN|Grizzly|RETREAT,,,live2d_motions-10210216,1,1,0,0,0,,RETREAT
210217,402,motions/broken_3.mtn,leg,0,1.0,GUN|Grizzly|FIX,GUN|Grizzly|FIX,,,live2d_motions-10210217,1,1,0,0,0,,FIX
210218,402,motions/broken_4.mtn,leg,0,1.0,GUN|Grizzly|MOOD2,,,,live2d_motions-10210218,1,1,0,0,0,,MOOD2
210219,402,motions/broken_5.mtn,head,0,1.0,GUN|Grizzly|DEFENSE,GUN|Grizzly|DEFENSE,,,live2d_motions-10210219,1,1,0,0,0,,DEFENSE
210220,301,motions/shake.mtn,0,0,1.0,,,,,live2d_motions-10210220,1,1,0,0,0,,
210221,1001,motions/login.mtn,0,0,1.0,GUN|Grizzly|HELLO,GUN|Grizzly|HELLO,,,live2d_motions-10210221,1,1,0,0,0,,HELLO
210301,101,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10210301,0,0,0,0,0,,
210302,200,,body,0,1.0,GUN|Welrod|DIALOGUE1,GUN|Welrod|DIALOGUE1,,,live2d_motions-10210302,0,0,0,0,0,,DIALOGUE1
210303,200,,body,0,1.0,GUN|Welrod|DIALOGUE2,GUN|Welrod|DIALOGUE2,,,live2d_motions-10210303,0,0,0,0,0,,DIALOGUE2
210304,200,,body,0,1.0,GUN|Welrod|DIALOGUE3,GUN|Welrod|DIALOGUE3,,,live2d_motions-10210304,0,0,0,0,0,,DIALOGUE3
210305,200,,body,0,1.0,GUN|Welrod|DIALOGUEWEDDING,GUN|Welrod|DIALOGUEWEDDING,,,live2d_motions-10210305,0,0,0,0,0,,DIALOGUEWEDDING
210306,401,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10210306,0,1,0,0,0,,
210307,402,,body,0,1.0,GUN|Welrod|DIALOGUE1,GUN|Welrod|DIALOGUE1,,,live2d_motions-10210307,0,0,0,0,0,,DIALOGUE1
210308,402,,body,0,1.0,GUN|Welrod|DIALOGUE2,GUN|Welrod|DIALOGUE2,,,live2d_motions-10210308,0,0,0,0,0,,DIALOGUE2
210309,402,,body,0,1.0,GUN|Welrod|DIALOGUE3,GUN|Welrod|DIALOGUE3,,,live2d_motions-10210309,0,0,0,0,0,,DIALOGUE3
210310,402,,body,0,1.0,GUN|Welrod|DIALOGUEWEDDING,GUN|Welrod|DIALOGUEWEDDING,,,live2d_motions-10210310,0,0,0,0,0,,DIALOGUEWEDDING
210311,1000,login.mtn,0,0,1.0,GUN|Welrod|HELLO,GUN|Welrod|HELLO,,,live2d_motions-10210311,1,0,0,0,0,,HELLO
210312,1001,,0,0,1.0,GUN|Welrod|HELLO,GUN|Welrod|HELLO,,,live2d_motions-10210312,0,0,0,0,0,,HELLO
210401,101,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10210401,0,0,0,0,0,,
210402,200,,body,0,1.0,GUN|ZastavaM21|DIALOGUE1,GUN|ZastavaM21|DIALOGUE1,,,live2d_motions-10210402,0,0,0,0,0,,DIALOGUE1
210403,200,,body,0,1.0,GUN|ZastavaM21|DIALOGUE2,GUN|ZastavaM21|DIALOGUE2,,,live2d_motions-10210403,0,0,0,0,0,,DIALOGUE2
210404,200,,body,0,1.0,GUN|ZastavaM21|DIALOGUE3,GUN|ZastavaM21|DIALOGUE3,,,live2d_motions-10210404,0,0,0,0,0,,DIALOGUE3
210405,200,,body,0,1.0,GUN|ZastavaM21|DIALOGUEWEDDING,GUN|ZastavaM21|DIALOGUEWEDDING,,,live2d_motions-10210405,0,0,0,0,0,,DIALOGUEWEDDING
210406,401,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10210406,0,1,0,0,0,,
210407,402,,body,0,1.0,GUN|ZastavaM21|DIALOGUE1,GUN|ZastavaM21|DIALOGUE1,,,live2d_motions-10210407,0,0,0,0,0,,DIALOGUE1
210408,402,,body,0,1.0,GUN|ZastavaM21|DIALOGUE2,GUN|ZastavaM21|DIALOGUE2,,,live2d_motions-10210408,0,0,0,0,0,,DIALOGUE2
210409,402,,body,0,1.0,GUN|ZastavaM21|DIALOGUE3,GUN|ZastavaM21|DIALOGUE3,,,live2d_motions-10210409,0,0,0,0,0,,DIALOGUE3
210410,402,,body,0,1.0,GUN|ZastavaM21|DIALOGUEWEDDING,GUN|ZastavaM21|DIALOGUEWEDDING,,,live2d_motions-10210410,0,0,0,0,0,,DIALOGUEWEDDING
210411,102,motions/wait_1.mtn,0,8|12,0.5,,,,,live2d_motions-10210411,1,0,1,0,0,,
210412,1000,,0,0,1.0,GUN|ZastavaM21|HELLO,GUN|ZastavaM21|HELLO,,,live2d_motions-10210412,0,0,0,0,0,,HELLO
210413,1001,,0,0,1.0,GUN|ZastavaM21|HELLO,GUN|ZastavaM21|HELLO,,,live2d_motions-10210413,0,0,0,0,0,,HELLO
210601,101,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10210601,0,0,0,0,0,,
210602,200,,body,0,1.0,GUN|UMP9|DIALOGUE1,GUN|UMP9|DIALOGUE1,,,live2d_motions-10210602,0,0,0,0,0,,DIALOGUE1
210603,200,,body,0,1.0,GUN|UMP9|DIALOGUE2,GUN|UMP9|DIALOGUE2,,,live2d_motions-10210603,0,0,0,0,0,,DIALOGUE2
210604,200,,body,0,1.0,GUN|UMP9|DIALOGUE3,GUN|UMP9|DIALOGUE3,,,live2d_motions-10210604,0,0,0,0,0,,DIALOGUE3
210605,200,,body,0,1.0,GUN|UMP9|DIALOGUEWEDDING,GUN|UMP9|DIALOGUEWEDDING,,,live2d_motions-10210605,0,0,0,0,0,,DIALOGUEWEDDING
210606,401,daiji_idle_01.mtn,0,0,1.0,,,,,live2d_motions-10210606,0,1,0,0,0,,
210607,402,,body,0,1.0,GUN|UMP9|DIALOGUE1,GUN|UMP9|DIALOGUE1,,,live2d_motions-10210607,0,0,0,0,0,,DIALOGUE1
210608,402,,body,0,1.0,GUN|UMP9|DIALOGUE2,GUN|UMP9|DIALOGUE2,,,live2d_motions-10210608,0,0,0,0,0,,DIALOGUE2
