id,name,code,description,lvup_description,skill_group_id,level,train_coin_type,train_coin_number,skill_up_time,spot_type,spot_belong,spot_echelon,cd_time,cd_time_type,consumption,start_range,is_night,data_pool,is_airborne,airborne_mission_buff_config_id,effect_cast,effect_self,effect_target,trigger_id,target_id,special_spot_add,special_spot_minus,mission_buff_add,mission_buff_minus,subsidiary_mission_skill,is_manual,allyteam_summoner,ap_cost,consumption_item,drop_item,fun_game_type,fun_game_name,fun_game_result_sub,resources_cost,resources_change,use_arbitrary
410351,mission_skill_config-10410351,,mission_skill_config-20410351,mission_skill_config-30410351,410351,1,0,0,0,-1,-1,-1,99,1,0,99,0,0,0,0,0,0,0,41030000,41035201,410351:1,,,,410300,410351,,0,,,0,,,,,0
410352,mission_skill_config-10410352,,mission_skill_config-20410352,mission_skill_config-30410352,410352,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,410352:1,,,,,0,,0,,,0,,,,,0
410353,mission_skill_config-10410353,,mission_skill_config-20410353,mission_skill_config-30410353,410353,1,0,0,0,-1,-1,0,0,1,0,100,0,0,2,0,1009,0,1010,,41035101,,,,,,410353,,0,,,0,,,,,0
410361,mission_skill_config-10410361,,mission_skill_config-20410361,mission_skill_config-30410361,410361,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,410361:1,,,,,0,,0,,,0,,,,,0
410362,mission_skill_config-10410362,,mission_skill_config-20410362,mission_skill_config-30410362,410362,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,410362:1,,,,,0,,0,,,0,,,,,0
410363,mission_skill_config-10410363,,mission_skill_config-20410363,mission_skill_config-30410363,410363,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,41036101,1,,410361:1,410363:1,,,410363,,0,,,0,,,,,0
410364,mission_skill_config-10410364,,mission_skill_config-20410364,mission_skill_config-30410364,410364,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,41036201,1,,410362:1,410364:1,,,410364,,0,,,0,,,,,0
410365,mission_skill_config-10410365,,mission_skill_config-20410365,mission_skill_config-30410365,410365,1,0,0,0,-1,-1,4|5|6,0,1,0,1,0,65,0,0,0,0,0,,,410363:1,,,,410367,410365,,0,,,0,,,,,0
410366,mission_skill_config-10410366,,mission_skill_config-20410366,mission_skill_config-30410366,410366,1,0,0,0,-1,-1,4|5|6,0,1,0,1,0,0,0,0,0,0,0,,,410364:1,,1000001:1,,410368,410366,,0,,,0,,,,,0
410367,mission_skill_config-10410367,,mission_skill_config-20410367,mission_skill_config-30410367,410367,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,410363:1,,0,,0,,,0,,,,,0
410368,mission_skill_config-10410368,,mission_skill_config-20410368,mission_skill_config-30410368,410368,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,410364:1,,0,,0,,,0,,,,,0
410501,mission_skill_config-10410501,,mission_skill_config-20410501,mission_skill_config-30410501,410501,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,410501:1|410502:1,,,,,0,,0,,,0,,,,,0
411800,mission_skill_config-10411800,,mission_skill_config-20411800,mission_skill_config-30411800,411800,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,102010091,100010091,1020200:1,1020100:1,,,411804,411800,,0,,,0,,,,,0
411801,mission_skill_config-10411801,,mission_skill_config-20411801,mission_skill_config-30411801,411801,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,102020091,100010091,1020300:1,1020200:1,,,411805,411800,,0,,,0,,,,,0
411802,mission_skill_config-10411802,,mission_skill_config-20411802,mission_skill_config-30411802,411802,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,(941100045&&102030091)||941100001||941100002||941100003,100010091,1020400:1,1020300:1,,,411806,411800,,0,,,0,,,,,0
411803,mission_skill_config-10411803,,mission_skill_config-20411803,mission_skill_config-30411803,411803,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,(941100045&&102040091)||941100004||941100005||941100006||941100007||941100008,100010091,1020100:1,1020400:1,,,411807,411800,,0,,,0,,,,,0
411804,mission_skill_config-10411804,,mission_skill_config-20411804,mission_skill_config-30411804,411804,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1020200:1,1020100:1,,,,0,,0,,,0,,,,,0
411805,mission_skill_config-10411805,,mission_skill_config-20411805,mission_skill_config-30411805,411805,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1020300:1,1020200:1,,,,0,,0,,,0,,,,,0
411806,mission_skill_config-10411806,,mission_skill_config-20411806,mission_skill_config-30411806,411806,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1020400:1,1020300:1,,,,0,,0,,,0,,,,,0
411807,mission_skill_config-10411807,,mission_skill_config-20411807,mission_skill_config-30411807,411807,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1020100:1,1020400:1,,,,0,,0,,,0,,,,,0
411808,mission_skill_config-10411808,,mission_skill_config-20411808,mission_skill_config-30411808,411808,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,(941100045&&103010091)||941100015||941100016||941100017,100020091,1030200:1,1030100:1,,,411812,411808,,0,,,0,,,,,0
411809,mission_skill_config-10411809,,mission_skill_config-20411809,mission_skill_config-30411809,411809,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,103020091,100020091,1030300:1,1030200:1,,,411813,411808,,0,,,0,,,,,0
411810,mission_skill_config-10411810,,mission_skill_config-20411810,mission_skill_config-30411810,411810,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,(941100045&&103030091)||941100009||941100010||941100011,100020091,1030400:1,1030300:1,,,411814,411808,,0,,,0,,,,,0
411811,mission_skill_config-10411811,,mission_skill_config-20411811,mission_skill_config-30411811,411811,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,(941100045&&103040091)||941100012||941100013||941100014,100020091,1030100:1,1030400:1,,,411815,411808,,0,,,0,,,,,0
411812,mission_skill_config-10411812,,mission_skill_config-20411812,mission_skill_config-30411812,411812,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1030200:1,1030100:1,,,,0,,0,,,0,,,,,0
411813,mission_skill_config-10411813,,mission_skill_config-20411813,mission_skill_config-30411813,411813,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1030300:1,1030200:1,,,,0,,0,,,0,,,,,0
411814,mission_skill_config-10411814,,mission_skill_config-20411814,mission_skill_config-30411814,411814,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1030400:1,1030300:1,,,,0,,0,,,0,,,,,0
411815,mission_skill_config-10411815,,mission_skill_config-20411815,mission_skill_config-30411815,411815,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1030100:1,1030400:1,,,,0,,0,,,0,,,,,0
411816,mission_skill_config-10411816,,mission_skill_config-20411816,mission_skill_config-30411816,411816,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,(941100045&&104010091)||941100021||941100022||941100023,100030091,1040200:1,1040100:1,,,411820,411816,,0,,,0,,,,,0
411817,mission_skill_config-10411817,,mission_skill_config-20411817,mission_skill_config-30411817,411817,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,104020091,100030091,1040300:1,1040200:1,,,411821,411816,,0,,,0,,,,,0
411818,mission_skill_config-10411818,,mission_skill_config-20411818,mission_skill_config-30411818,411818,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,104030091,100030091,1040400:1,1040300:1,,,411822,411816,,0,,,0,,,,,0
411819,mission_skill_config-10411819,,mission_skill_config-20411819,mission_skill_config-30411819,411819,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,(941100045&&104040091)||941100018||941100019||941100020,100030091,1040100:1,1040400:1,,,411823,411816,,0,,,0,,,,,0
411820,mission_skill_config-10411820,,mission_skill_config-20411820,mission_skill_config-30411820,411820,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1040200:1,1040100:1,,,,0,,0,,,0,,,,,0
411821,mission_skill_config-10411821,,mission_skill_config-20411821,mission_skill_config-30411821,411821,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1040300:1,1040200:1,,,,0,,0,,,0,,,,,0
411822,mission_skill_config-10411822,,mission_skill_config-20411822,mission_skill_config-30411822,411822,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1040400:1,1040300:1,,,,0,,0,,,0,,,,,0
411823,mission_skill_config-10411823,,mission_skill_config-20411823,mission_skill_config-30411823,411823,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1040100:1,1040400:1,,,,0,,0,,,0,,,,,0
411824,mission_skill_config-10411824,,mission_skill_config-20411824,mission_skill_config-30411824,411824,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,105010091,100040091,1050200:1,1050100:1,,,411828,411824,,0,,,0,,,,,0
411825,mission_skill_config-10411825,,mission_skill_config-20411825,mission_skill_config-30411825,411825,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,(941100045&&105020091)||941100029||941100030||941100031,100040091,1050300:1,1050200:1,,,411829,411824,,0,,,0,,,,,0
411826,mission_skill_config-10411826,,mission_skill_config-20411826,mission_skill_config-30411826,411826,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,105030091,100040091,1050400:1,1050300:1,,,411830,411824,,0,,,0,,,,,0
411827,mission_skill_config-10411827,,mission_skill_config-20411827,mission_skill_config-30411827,411827,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,(941100045&&105040091)||941100024||941100025||941100026||941100027||941100028,100040091,1050100:1,1050400:1,,,411831,411824,,0,,,0,,,,,0
411828,mission_skill_config-10411828,,mission_skill_config-20411828,mission_skill_config-30411828,411828,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1050200:1,1050100:1,,,,0,,0,,,0,,,,,0
411829,mission_skill_config-10411829,,mission_skill_config-20411829,mission_skill_config-30411829,411829,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1050300:1,1050200:1,,,,0,,0,,,0,,,,,0
411830,mission_skill_config-10411830,,mission_skill_config-20411830,mission_skill_config-30411830,411830,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1050400:1,1050300:1,,,,0,,0,,,0,,,,,0
411831,mission_skill_config-10411831,,mission_skill_config-20411831,mission_skill_config-30411831,411831,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1050100:1,1050400:1,,,,0,,0,,,0,,,,,0
411832,mission_skill_config-10411832,,mission_skill_config-20411832,mission_skill_config-30411832,411832,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100032||941100033||941100034||941100035||941100036||941100037||941100038||941100039||941100040||941100041,100050091,1060200:1,1060100:1,,,411834,411832,,0,,,0,,,,,0
411833,mission_skill_config-10411833,,mission_skill_config-20411833,mission_skill_config-30411833,411833,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,106020091,100050091,1060100:1,1060200:1,,,411835,411833,,0,,,0,,,,,0
411834,mission_skill_config-10411834,,mission_skill_config-20411834,mission_skill_config-30411834,411834,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1060200:1,1060100:1,,,,0,,0,,,0,,,,,0
411835,mission_skill_config-10411835,,mission_skill_config-20411835,mission_skill_config-30411835,411835,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1060100:1,1060200:1,,,,0,,0,,,0,,,,,0
411836,mission_skill_config-10411836,,mission_skill_config-20411836,mission_skill_config-30411836,411836,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,107010091,100060091,1070200:1,1070100:1,,,411838,411836,,0,,,0,,,,,0
411837,mission_skill_config-10411837,,mission_skill_config-20411837,mission_skill_config-30411837,411837,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,(941100045&&107020091)||941100042||941100043||941100044,100060091,1070100:1,1070200:1,,,411839,411837,,0,,,0,,,,,0
411838,mission_skill_config-10411838,,mission_skill_config-20411838,mission_skill_config-30411838,411838,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1070200:1,1070100:1,,,,0,,0,,,0,,,,,0
411839,mission_skill_config-10411839,,mission_skill_config-20411839,mission_skill_config-30411839,411839,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,1070100:1,1070200:1,,,,0,,0,,,0,,,,,0
411840,mission_skill_config-10411840,,mission_skill_config-20411840,mission_skill_config-30411840,411840,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100046,100010091,,,,,411806|9411859,411800,,0,,,0,,,,,0
411841,mission_skill_config-10411841,,mission_skill_config-20411841,mission_skill_config-30411841,411841,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100047,100010091,,,,,411807|9411859,411800,,0,,,0,,,,,0
411842,mission_skill_config-10411842,,mission_skill_config-20411842,mission_skill_config-30411842,411842,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100048,100020091,,,,,411814|9411859,411808,,0,,,0,,,,,0
411843,mission_skill_config-10411843,,mission_skill_config-20411843,mission_skill_config-30411843,411843,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100049,100020091,,,,,411815|9411859,411808,,0,,,0,,,,,0
411844,mission_skill_config-10411844,,mission_skill_config-20411844,mission_skill_config-30411844,411844,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100050,100020091,,,,,411812|9411859,411808,,0,,,0,,,,,0
411845,mission_skill_config-10411845,,mission_skill_config-20411845,mission_skill_config-30411845,411845,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100051,100030091,,,,,411823|9411859,411816,,0,,,0,,,,,0
411846,mission_skill_config-10411846,,mission_skill_config-20411846,mission_skill_config-30411846,411846,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100052,100030091,,,,,411820|9411859,411816,,0,,,0,,,,,0
411847,mission_skill_config-10411847,,mission_skill_config-20411847,mission_skill_config-30411847,411847,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100053,100040091,,,,,411831|9411859,411847,,0,,,0,,,,,0
411848,mission_skill_config-10411848,,mission_skill_config-20411848,mission_skill_config-30411848,411848,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100054,100040091,,,,,411829|9411859,411848,,0,,,0,,,,,0
411849,mission_skill_config-10411849,,mission_skill_config-20411849,mission_skill_config-30411849,411849,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100055||941100057||941100058,100050091,,,,,411834|9411859,411832,,0,,,0,,,,,0
411850,mission_skill_config-10411850,,mission_skill_config-20411850,mission_skill_config-30411850,411850,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,941100056,100060091,,,,,411839|9411859,411837,,0,,,0,,,,,0
420100,mission_skill_config-10420100,,mission_skill_config-20420100,mission_skill_config-30420100,420100,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420111:1,,,,,0,,0,,,0,,,,,0
420101,mission_skill_config-10420101,,mission_skill_config-20420101,mission_skill_config-30420101,420101,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,100007201,42011101,,420111:1,,,1000073,420101,,0,,,0,,,,,0
420200,mission_skill_config-10420200,,mission_skill_config-20420200,mission_skill_config-30420200,420200,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420202:1,,,,,0,,0,,,0,,,,,0
420201,mission_skill_config-10420201,,mission_skill_config-20420201,mission_skill_config-30420201,420201,1,0,0,0,-1,-1,-1,0,1,0,100,0,0,2,0,0,0,0,42021101,42020201,,,,,420205,420102,,0,,,0,,,,,0
420202,mission_skill_config-10420202,,mission_skill_config-20420202,mission_skill_config-30420202,420202,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42021300,1,420213:1,,,,,420103,,0,,,0,,,,,0
420203,mission_skill_config-10420203,,mission_skill_config-20420203,mission_skill_config-30420203,420203,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42021301,1,,420213:1,,,,420103,,0,,,0,,,,,0
420204,mission_skill_config-10420204,,mission_skill_config-20420204,mission_skill_config-30420204,420204,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420211:1,,,,,0,,0,,,0,,,,,0
420205,mission_skill_config-10420205,,mission_skill_config-20420205,mission_skill_config-30420205,420205,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,420211:1,,,,0,,0,,,0,,,,,0
420300,mission_skill_config-10420300,,mission_skill_config-20420300,mission_skill_config-30420300,420300,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420301:1,,,,,0,,0,,,0,,,,,0
420301,mission_skill_config-10420301,,mission_skill_config-20420301,mission_skill_config-30420301,420301,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42030101&&42031100&&42031200&&42031300&&42031400&&42031500&&42031600,1,420321:1,,,,420311,420104,,0,,,0,,,,,0
420302,mission_skill_config-10420302,,mission_skill_config-20420302,mission_skill_config-30420302,420302,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42030101&&42031101,1,420322:1,,,,420312,420104,,0,,,0,,,,,0
420303,mission_skill_config-10420303,,mission_skill_config-20420303,mission_skill_config-30420303,420303,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42030101&&42031201,1,420323:1,,,,420313,420104,,0,,,0,,,,,0
420304,mission_skill_config-10420304,,mission_skill_config-20420304,mission_skill_config-30420304,420304,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42030101&&42031301,1,420324:1,,,,420314,420104,,0,,,0,,,,,0
420305,mission_skill_config-10420305,,mission_skill_config-20420305,mission_skill_config-30420305,420305,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42030101&&42031401,1,420325:1,,,,420315,420104,,0,,,0,,,,,0
420306,mission_skill_config-10420306,,mission_skill_config-20420306,mission_skill_config-30420306,420306,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42030101&&42031501,1,420326:1,,,,420316,420104,,0,,,0,,,,,0
420311,mission_skill_config-10420311,,mission_skill_config-20420311,mission_skill_config-30420311,420311,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,42030101,420311:1,,,,420399,0,,0,,,0,,,,,0
420312,mission_skill_config-10420312,,mission_skill_config-20420312,mission_skill_config-30420312,420312,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,42030101,420312:1,420311:1,,,420399,0,,0,,,0,,,,,0
420313,mission_skill_config-10420313,,mission_skill_config-20420313,mission_skill_config-30420313,420313,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,42030101,420313:1,420312:1,,,420399,0,,0,,,0,,,,,0
420314,mission_skill_config-10420314,,mission_skill_config-20420314,mission_skill_config-30420314,420314,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,42030101,420314:1,420313:1,,,420399,0,,0,,,0,,,,,0
420315,mission_skill_config-10420315,,mission_skill_config-20420315,mission_skill_config-30420315,420315,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,42030101,420315:1,420314:1,,,420399,0,,0,,,0,,,,,0
420316,mission_skill_config-10420316,,mission_skill_config-20420316,mission_skill_config-30420316,420316,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,42030101,420316:1,420315:1,,,420399,0,,0,,,0,,,,,0
420399,mission_skill_config-10420399,,mission_skill_config-20420399,mission_skill_config-30420399,420399,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,,420301:1,,,,0,,0,,,0,,,,,0
420401,mission_skill_config-10420401,,mission_skill_config-20420401,mission_skill_config-30420401,420401,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,100007201,1,,,,,1000073,420105,,0,,,0,,,,,0
420500,mission_skill_config-10420500,,mission_skill_config-20420500,mission_skill_config-30420500,420500,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420501:1,,,,,0,,0,,,0,,,,,0
420501,mission_skill_config-10420501,,mission_skill_config-20420501,mission_skill_config-30420501,420501,1,0,0,0,-1,-1,0,0,1,0,100,0,0,2,0,1009,0,1010,,42050101,,,,,,420106,,0,,,0,,,,,0
420502,mission_skill_config-10420502,,mission_skill_config-20420502,mission_skill_config-30420502,420502,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420502:1,,,,,0,,0,,,0,,,,,0
420503,mission_skill_config-10420503,,mission_skill_config-20420503,mission_skill_config-30420503,420503,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420503:1,,,,,0,,0,,,0,,,,,0
420504,mission_skill_config-10420504,,mission_skill_config-20420504,mission_skill_config-30420504,420504,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42051201&&42051301,42050201||42050301,,420502:1|420503:1|420512:1|420513:1,,,,420103,,0,,,0,,,,,0
420505,mission_skill_config-10420505,,mission_skill_config-20420505,mission_skill_config-30420505,420505,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420504:1,,,,,0,,0,,,0,,,,,0
420512,mission_skill_config-10420512,,mission_skill_config-20420512,mission_skill_config-30420512,420512,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42050201&&42051200,1,420512:1,,,,420522,420107,,0,,,0,,,,,0
420513,mission_skill_config-10420513,,mission_skill_config-20420513,mission_skill_config-30420513,420513,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42050301&&42051300,1,420513:1,,,,420523,420107,,0,,,0,,,,,0
420514,mission_skill_config-10420514,,mission_skill_config-20420514,mission_skill_config-30420514,420514,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,42051400,42050401,420514:1,,,,,420103,,0,,,0,,,,,0
420515,mission_skill_config-10420515,,mission_skill_config-20420515,mission_skill_config-30420515,420515,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,42051401,42050401,,420514:1,,,,420103,,0,,,0,,,,,0
420522,mission_skill_config-10420522,,mission_skill_config-20420522,mission_skill_config-30420522,420522,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,42050301,420512:1,,,,,0,,0,,,0,,,,,0
420523,mission_skill_config-10420523,,mission_skill_config-20420523,mission_skill_config-30420523,420523,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,42050201,420513:1,,,,,0,,0,,,0,,,,,0
420600,mission_skill_config-10420600,,mission_skill_config-20420600,mission_skill_config-30420600,420600,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420600:1,,,,,0,,0,,,0,,,,,0
420601,mission_skill_config-10420601,,mission_skill_config-20420601,mission_skill_config-30420601,420601,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420601:1,,,,,0,,0,,,0,,,,,0
420602,mission_skill_config-10420602,,mission_skill_config-20420602,mission_skill_config-30420602,420602,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420602:1,,,,,0,,0,,,0,,,,,0
420603,mission_skill_config-10420603,,mission_skill_config-20420603,mission_skill_config-30420603,420603,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420603:1,,,,,0,,0,,,0,,,,,0
420604,mission_skill_config-10420604,,mission_skill_config-20420604,mission_skill_config-30420604,420604,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420604:1,,,,,0,,0,,,0,,,,,0
420605,mission_skill_config-10420605,,mission_skill_config-20420605,mission_skill_config-30420605,420605,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420605:1,,,,,0,,0,,,0,,,,,0
420606,mission_skill_config-10420606,,mission_skill_config-20420606,mission_skill_config-30420606,420606,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420606:1,,,,,0,,0,,,0,,,,,0
420607,mission_skill_config-10420607,,mission_skill_config-20420607,mission_skill_config-30420607,420607,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,,1,420607:1,,,,,0,,0,,,0,,,,,0
420611,mission_skill_config-10420611,,mission_skill_config-20420611,mission_skill_config-30420611,420611,1,0,0,0,-1,-1,0,0,1,0,100,0,0,2,0,1009,0,1010,,42060101,,,,,,420106,,0,,,0,,,,,0
420613,mission_skill_config-10420613,,mission_skill_config-20420613,mission_skill_config-30420613,420613,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42061300,1,420613:1,,,,420633,420108,,0,,,0,,,,,0
420614,mission_skill_config-10420614,,mission_skill_config-20420614,mission_skill_config-30420614,420614,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42061400,1,420614:1,,,,420634,420108,,0,,,0,,,,,0
420615,mission_skill_config-10420615,,mission_skill_config-20420615,mission_skill_config-30420615,420615,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42061500,1,420615:1,,,,420635,420108,,0,,,0,,,,,0
420623,mission_skill_config-10420623,,mission_skill_config-20420623,mission_skill_config-30420623,420623,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42061301,1,,420613:1,,,420643,420109,,0,,,0,,,,,0
420624,mission_skill_config-10420624,,mission_skill_config-20420624,mission_skill_config-30420624,420624,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42061401,1,,420614:1,,,420644,420109,,0,,,0,,,,,0
420625,mission_skill_config-10420625,,mission_skill_config-20420625,mission_skill_config-30420625,420625,1,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,42061501,1,,420615:1,,,420645,420109,,0,,,0,,,,,0
420633,mission_skill_config-10420633,,mission_skill_config-20420633,mission_skill_config-30420633,420633,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,42060101,420613:1,,,,,0,,0,,,0,,,,,0
420634,mission_skill_config-10420634,,mission_skill_config-20420634,mission_skill_config-30420634,420634,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,42060101,420614:1,,,,,0,,0,,,0,,,,,0
420635,mission_skill_config-10420635,,mission_skill_config-20420635,mission_skill_config-30420635,420635,1,0,0,0,-1,-1,-1,0,0,0,99,0,0,0,0,0,0,0,,42060101,420615:1,,,,,0,,0,,,0,,,,,0
