"id","map_id","spot_id","spot_type","sub_type","difficulty_group","model_code","model_height"
"2757","40","55","5","0","0","Block03","2.01"
"2758","40","59","5","0","0","Block01","2.37"
"2759","40","66","5","0","0","Block01","2.34"
"2760","40","68","5","0","0","Block02","2.35"
"2761","40","56","1","0","1","Fighthouse_01","2.22"
"2762","40","63","1","1","1","Fighthouse_01","1.79"
"2763","40","64","1","0","1","Fighthouse_01","2.91"
"2764","40","57","1","0","1","Fighthouse_02","2.24"
"2765","40","65","3","0","1","HeavyEquipment_01","2.27"
"2766","40","58","1","0","1","Fighthouse_02","3.07"
"2767","40","50","1","0","1","Fighthouse_01","2.77"
"2768","40","42","1","0","1","Fighthouse_02","3.1"
"2769","40","51","1","0","2","Fighthouse_02","3.4"
"2770","40","34","3","0","2","HeavyEquipment_01","3.06"
"2771","40","35","1","0","2","Fighthouse_03","2.71"
"2772","40","41","1","0","2","Fighthouse_01","2.81"
"2773","40","44","2","0","2","SpriteHouse_01","2.78"
"2774","40","60","3","0","2","HeavyEquipment_01","2.04"
"2775","40","26","3","0","2","HeavyEquipment_01","2.43"
"2776","40","27","1","0","2","Fighthouse_01","1.81"
"2777","40","28","1","0","3","Fighthouse_03","2.92"
"2778","40","36","1","0","3","Fighthouse_01","2.56"
"2779","40","37","1","0","3","Fighthouse_03","2.68"
"2780","40","53","2","0","3","SpriteHouse_01","2.22"
"2781","40","61","1","0","3","Fighthouse_03","2.0"
"2782","40","67","2","0","3","SpriteHouse_01","2.64"
"2783","40","20","1","0","3","Fighthouse_01","2.95"
"2784","40","21","2","0","3","SpriteHouse_01","2.17"
"2785","40","30","1","0","4","Fighthouse_01","2.96"
"2786","40","62","1","0","4","Fighthouse_04","2.66"
"2787","40","69","1","0","4","Fighthouse_01","2.43"
"2788","40","13","1","0","4","Fighthouse_01","2.61"
"2789","40","70","1","0","4","Fighthouse_04","2.51"
"2790","40","3","1","0","4","Fighthouse_03","2.94"
"2791","40","4","2","0","4","SpriteHouse_01","3.95"
"2792","40","5","3","0","4","Othercastle_01","3.77"
"2793","40","11","1","2","6","Bosstower_01","3.9"
"2794","40","15","1","0","5","Fighthouse_01","3.82"
"2795","40","2","1","0","5","Fighthouse_01","4.69"
"2796","40","7","1","0","5","Fighthouse_03","3.64"
"2797","40","10","1","0","5","Fighthouse_03","3.68"
"2798","40","16","1","0","5","Fighthouse_01","3.6"
"2799","40","1","1","0","5","Fighthouse_04","3.82"
"2800","40","8","1","0","5","Fighthouse_02","3.88"
"2801","41","6","5","0","0","Block02","2.35"
"2802","41","9","5","0","0","Block02","2.15"
"2803","41","12","4","0","0","Dialoguetower_01","3.43"
"2804","41","14","5","0","0","Block03","2.06"
"2805","41","17","5","0","0","Block01","2.07"
"2806","41","18","5","0","0","Block02","2.42"
"2807","41","19","5","0","0","Block02","2.33"
"2808","41","22","4","0","0","Dialoguetower_02","3.35"
"2809","41","23","5","0","0","Block02","2.0"
"2810","41","24","5","0","0","Block03","2.04"
"2811","41","25","5","0","0","Block03","2.46"
"2812","41","29","5","0","0","Block03","2.2"
"2813","41","31","5","0","0","Block02","2.18"
"2814","41","32","5","0","0","Block03","2.49"
"2815","41","33","5","0","0","Block01","2.19"
"2816","41","38","5","0","0","Block01","2.23"
"2817","41","39","5","0","0","Block03","2.2"
"2818","41","40","5","0","0","Block03","2.27"
"2819","41","43","5","0","0","Block03","2.09"
"2820","41","45","5","0","0","Block03","2.05"
"2821","41","46","5","0","0","Block02","2.24"
"2822","41","47","5","0","0","Block01","2.24"
"2823","41","48","5","0","0","Block01","2.5"
"2824","41","49","5","0","0","Block01","2.17"
"2825","41","54","5","0","0","Block02","2.14"
"2826","41","55","5","0","0","Block01","2.33"
"2827","41","58","4","0","0","Dialoguetower_01","3.48"
"2828","41","59","5","0","0","Block03","2.17"
"2829","41","66","5","0","0","Block01","2.37"
"2830","41","68","5","0","0","Block03","2.38"
"2831","41","56","1","0","1","Fighthouse_02","3.16"
"2832","41","63","1","1","1","Fighthouse_01","1.66"
"2833","41","64","1","0","1","Fighthouse_01","1.77"
"2834","41","57","1","0","1","Fighthouse_02","2.97"
"2835","41","65","2","0","1","SpriteHouse_01","2.05"
"2836","41","50","1","0","1","Fighthouse_01","1.54"
"2837","41","42","1","0","1","Fighthouse_02","2.35"
"2838","41","51","1","0","1","Fighthouse_01","2.25"
"2839","41","34","2","0","2","SpriteHouse_01","2.79"
"2840","41","35","1","0","2","Fighthouse_02","2.29"
"2841","41","41","1","0","2","Fighthouse_01","2.61"
"2842","41","44","3","0","2","HeavyEquipment_01","2.52"
"2843","41","52","1","0","2","Fighthouse_03","3.43"
"2844","41","60","2","0","2","SpriteHouse_01","3.0"
"2845","41","26","2","0","2","SpriteHouse_01","2.99"
"2846","41","27","1","0","2","Fighthouse_01","2.71"
"2847","41","28","1","0","3","Fighthouse_01","2.06"
"2848","41","36","1","0","3","Fighthouse_01","2.5"
"2849","41","37","1","0","3","Fighthouse_01","2.49"
"2850","41","53","3","0","3","HeavyEquipment_01","2.87"
"2851","41","61","1","0","3","Fighthouse_01","2.59"
"2852","41","67","2","0","3","SpriteHouse_01","2.87"
"2853","41","20","1","0","3","Fighthouse_01","2.91"
"2854","41","21","3","0","3","HeavyEquipment_01","2.1"
"2855","41","30","1","0","4","Fighthouse_02","2.85"
"2856","41","62","1","0","4","Fighthouse_01","2.62"
"2857","41","69","1","0","4","Fighthouse_01","2.88"
"2858","41","13","1","0","4","Fighthouse_01","2.94"
"2859","41","70","1","0","4","Fighthouse_03","3.0"
"2860","41","3","1","0","4","Fighthouse_02","2.57"
"2861","41","4","1","2","6","Bosstower_01","3.94"
"2862","41","5","3","0","4","Othercastle_01","3.54"
"2863","41","11","1","0","4","Fighthouse_03","2.71"
"2864","41","15","1","0","5","Fighthouse_03","3.63"
"2865","41","2","1","0","5","Fighthouse_02","3.96"
"2866","41","7","1","0","5","Fighthouse_03","3.84"
"2867","41","10","1","0","5","Fighthouse_02","3.99"
"2868","41","16","1","0","5","Fighthouse_04","3.57"
"2869","41","1","1","0","5","Fighthouse_03","3.74"
"2870","41","8","1","0","5","Fighthouse_02","3.97"
"2871","42","6","5","0","0","Block02","2.5"
"2872","42","9","5","0","0","Block02","2.14"
"2873","42","12","4","0","0","Dialoguetower_02","3.18"
"2874","42","14","5","0","0","Block03","2.37"
"2875","42","17","5","0","0","Block01","2.19"
"2876","42","18","5","0","0","Block02","2.16"
"2877","42","19","5","0","0","Block02","2.44"
"2878","42","22","4","0","0","Dialoguetower_03","3.17"
"2879","42","23","5","0","0","Block02","2.22"
"2880","42","24","5","0","0","Block02","2.37"
"2881","42","25","5","0","0","Block03","2.08"
"2882","42","29","5","0","0","Block03","2.22"
"2883","42","31","5","0","0","Block03","2.29"
"2884","42","32","5","0","0","Block03","2.11"
"2885","42","33","5","0","0","Block01","2.29"
"2886","42","38","5","0","0","Block03","2.34"
"2887","42","39","5","0","0","Block01","2.33"
"2888","42","40","5","0","0","Block03","2.38"
"2889","42","43","5","0","0","Block03","2.44"
"2890","42","45","5","0","0","Block01","2.22"
"2891","42","46","5","0","0","Block02","2.12"
"2892","42","47","5","0","0","Block03","2.02"
"2893","42","48","5","0","0","Block02","2.05"
"2894","42","49","5","0","0","Block02","2.25"
"2895","42","52","4","0","0","Dialoguetower_02","3.25"
"2896","42","54","5","0","0","Block03","2.13"
"2897","42","55","5","0","0","Block03","2.41"
"2898","42","59","5","0","0","Block03","2.23"
"2899","42","66","5","0","0","Block01","2.17"
"2900","42","68","5","0","0","Block02","2.21"
"2901","42","62","1","0","1","Fighthouse_02","1.58"
"2902","42","69","1","0","1","Fighthouse_02","2.4"
"2903","42","70","1","1","1","Fighthouse_01","2.16"
"2904","42","53","2","0","1","SpriteHouse_01","2.08"
"2905","42","61","1","0","1","Fighthouse_01","2.11"
"2906","42","60","2","0","1","SpriteHouse_01","2.57"
"2907","42","44","2","0","1","SpriteHouse_01","2.34"
"2908","42","51","1","0","1","Fighthouse_02","3.14"
"2909","42","67","3","0","2","HeavyEquipment_01","2.17"
"2910","42","36","1","0","2","Fighthouse_01","2.29"
"2911","42","37","1","0","2","Fighthouse_02","2.5"
"2912","42","50","1","0","2","Fighthouse_02","3.19"
"2913","42","28","1","0","2","Fighthouse_02","1.82"
"2914","42","30","1","0","2","Fighthouse_02","1.85"
"2915","42","42","1","0","2","Fighthouse_02","2.19"
"2916","42","58","1","0","2","Fighthouse_03","2.58"
"2917","42","20","1","0","3","Fighthouse_01","1.76"
"2918","42","21","3","0","3","HeavyEquipment_01","2.08"
"2919","42","34","3","0","3","HeavyEquipment_01","2.44"
"2920","42","35","1","0","3","Fighthouse_03","1.56"
"2921","42","41","1","0","3","Fighthouse_03","2.87"
"2922","42","57","1","0","3","Fighthouse_01","1.55"
"2923","42","65","2","0","3","SpriteHouse_01","2.05"
"2924","42","13","1","0","3","Fighthouse_03","3.0"
"2925","42","15","1","0","4","Fighthouse_01","1.61"
"2926","42","26","2","0","4","SpriteHouse_01","3.88"
"2927","42","27","1","0","4","Fighthouse_03","2.6"
"2928","42","64","1","0","4","Fighthouse_04","3.0"
"2929","42","3","1","0","4","Fighthouse_04","2.84"
"2930","42","4","3","0","4","HeavyEquipment_01","3.63"
"2931","42","5","3","0","4","HeavyEquipment_01","3.88"
"2932","42","11","1","0","4","Fighthouse_01","2.72"
"2933","42","16","1","0","5","Fighthouse_03","3.92"
"2934","42","56","1","0","5","Fighthouse_04","3.8"
"2935","42","63","1","0","5","Fighthouse_04","3.96"
"2936","42","2","1","0","5","Fighthouse_04","3.93"
"2937","42","7","1","2","6","Bosstower_01","3.97"
"2938","42","8","1","0","5","Fighthouse_02","3.65"
"2939","42","10","1","0","5","Fighthouse_04","3.65"
"2940","42","1","1","0","5","Fighthouse_03","3.74"
"2941","43","6","5","0","0","Block03","2.37"
"2942","43","9","5","0","0","Block01","2.15"
"2943","43","14","5","0","0","Block01","2.22"
"2944","43","17","5","0","0","Block01","2.08"
"2945","43","18","5","0","0","Block02","2.41"
"2946","43","19","5","0","0","Block02","2.32"
"2947","43","22","4","0","0","Dialoguetower_02","3.27"
"2948","43","23","5","0","0","Block03","2.46"
"2949","43","24","5","0","0","Block03","2.45"
"2950","43","25","5","0","0","Block01","2.38"
"2951","43","29","5","0","0","Block02","2.31"
"2952","43","31","5","0","0","Block02","2.16"
"2953","43","32","5","0","0","Block03","2.48"
"2954","43","33","5","0","0","Block02","2.07"
"2955","43","38","5","0","0","Block02","2.34"
"2956","43","39","5","0","0","Block03","2.35"
"2957","43","40","5","0","0","Block01","2.14"
"2958","43","43","5","0","0","Block03","2.02"
"2959","43","45","5","0","0","Block03","2.16"
"2960","43","46","5","0","0","Block01","2.07"
"2961","43","47","5","0","0","Block03","2.3"
"2962","43","48","5","0","0","Block02","2.04"
"2963","43","49","5","0","0","Block02","2.42"
"2964","43","52","4","0","0","Dialoguetower_01","3.06"
"2965","43","54","5","0","0","Block01","2.0"
"2966","43","55","5","0","0","Block01","2.35"
"2967","43","58","4","0","0","Dialoguetower_03","3.1"
"2968","43","59","5","0","0","Block02","2.0"
"2969","43","66","5","0","0","Block02","2.08"
"2970","43","68","5","0","0","Block02","2.42"
"2971","43","62","1","0","1","Fighthouse_02","1.97"
"2972","43","69","1","0","1","Fighthouse_02","2.95"
"2973","43","70","1","1","1","Fighthouse_01","1.86"
"2974","43","53","3","0","1","HeavyEquipment_01","2.63"
"2975","43","61","1","0","1","Fighthouse_01","2.32"
"2976","43","60","3","0","1","HeavyEquipment_01","2.21"
"2977","43","44","3","0","1","HeavyEquipment_01","2.11"
"2978","43","51","1","0","1","Fighthouse_01","1.75"
"2979","43","67","2","0","2","SpriteHouse_01","2.69"
"2980","43","36","1","0","2","Fighthouse_01","2.85"
"2981","43","37","1","0","2","Fighthouse_01","1.84"
"2982","43","50","1","0","2","Fighthouse_01","2.38"
"2983","43","28","1","0","2","Fighthouse_01","1.76"
"2984","43","30","1","0","2","Fighthouse_03","2.79"
"2985","43","42","1","0","2","Fighthouse_03","3.39"
"2986","43","20","1","0","2","Fighthouse_02","1.79"
"2987","43","21","2","0","3","SpriteHouse_01","2.58"
"2988","43","34","3","0","3","HeavyEquipment_01","3.15"
"2989","43","35","1","0","3","Fighthouse_03","2.16"
"2990","43","41","1","0","3","Fighthouse_01","2.28"
"2991","43","57","1","0","3","Fighthouse_03","2.59"
"2992","43","65","2","0","3","SpriteHouse_01","2.37"
"2993","43","12","1","0","3","Fighthouse_01","2.06"
"2994","43","13","1","0","3","Fighthouse_03","1.92"
"2995","43","15","1","0","4","Fighthouse_02","2.95"
"2996","43","26","2","0","4","SpriteHouse_01","3.88"
"2997","43","27","1","0","4","Fighthouse_01","2.5"
"2998","43","64","1","0","4","Fighthouse_02","2.56"
"2999","43","3","1","0","4","Fighthouse_01","2.53"
"3000","43","4","3","0","4","Othercastle_01","3.54"
"3001","43","5","2","0","4","SpriteHouse_01","3.57"
"3002","43","7","1","0","4","Fighthouse_02","2.56"
"3003","43","11","1","0","5","Fighthouse_01","3.84"
"3004","43","16","1","0","5","Fighthouse_01","4.13"
"3005","43","56","1","0","5","Fighthouse_04","3.89"
"3006","43","63","1","0","5","Fighthouse_01","4.42"
"3007","43","2","1","2","6","Bosstower_01","3.61"
"3008","43","8","1","0","5","Fighthouse_04","3.69"
"3009","43","10","1","0","5","Fighthouse_03","3.53"
"3010","43","1","1","0","5","Fighthouse_02","3.51"
"3011","44","6","5","0","0","Block02","2.43"
"3012","44","9","5","0","0","Block01","2.02"
"3013","44","14","5","0","0","Block01","2.42"
"3014","44","17","5","0","0","Block02","2.32"
"3015","44","18","5","0","0","Block02","2.26"
"3016","44","19","5","0","0","Block01","2.17"
"3017","44","22","4","0","0","Dialoguetower_02","3.03"
"3018","44","23","5","0","0","Block03","2.19"
"3019","44","24","5","0","0","Block01","2.22"
"3020","44","25","5","0","0","Block03","2.14"
"3021","44","29","5","0","0","Block03","2.13"
"3022","44","31","5","0","0","Block03","2.16"
"3023","44","32","5","0","0","Block02","2.15"
"3024","44","33","5","0","0","Block01","2.43"
"3025","44","38","5","0","0","Block01","2.15"
"3026","44","39","5","0","0","Block02","2.0"
"3027","44","40","5","0","0","Block03","2.15"
"3028","44","43","5","0","0","Block01","2.29"
"3029","44","45","5","0","0","Block03","2.24"
"3030","44","46","5","0","0","Block03","2.06"
"3031","44","47","5","0","0","Block03","2.22"
"3032","44","48","5","0","0","Block03","2.14"
"3033","44","49","5","0","0","Block02","2.44"
"3034","44","52","4","0","0","Dialoguetower_02","3.17"
"3035","44","54","5","0","0","Block01","2.44"
"3036","44","55","5","0","0","Block02","2.48"
"3037","44","58","4","0","0","Dialoguetower_02","3.25"
"3038","44","59","5","0","0","Block03","2.07"
"3039","44","66","5","0","0","Block02","2.05"
"3040","44","68","5","0","0","Block03","2.25"
"3041","44","1","1","1","1","Fighthouse_01","2.66"
"3042","44","2","1","0","1","Fighthouse_02","2.71"
"3043","44","10","1","0","1","Fighthouse_01","2.27"
"3044","44","3","1","0","1","Fighthouse_01","2.43"
"3045","44","11","1","0","1","Fighthouse_02","3.0"
"3046","44","4","3","0","1","HeavyEquipment_01","2.29"
"3047","44","12","1","0","1","Fighthouse_02","2.37"
"3048","44","5","2","0","1","SpriteHouse_01","2.58"
"3049","44","13","1","0","2","Fighthouse_03","2.38"
"3050","44","20","1","0","2","Fighthouse_03","2.98"
"3051","44","21","3","0","2","HeavyEquipment_01","2.81"
"3052","44","27","1","0","2","Fighthouse_01","1.55"
"3053","44","28","1","0","2","Fighthouse_02","1.79"
"3054","44","26","2","0","2","SpriteHouse_01","2.93"
"3055","44","34","2","0","2","SpriteHouse_01","2.51"
"3056","44","35","1","0","2","Fighthouse_01","2.75"
"3057","44","36","1","0","3","Fighthouse_01","2.65"
"3058","44","15","1","0","3","Fighthouse_03","2.33"
"3059","44","30","1","0","3","Fighthouse_03","2.55"
"3060","44","37","1","0","3","Fighthouse_01","2.77"
"3061","44","41","1","0","3","Fighthouse_01","1.64"
"3062","44","42","1","0","3","Fighthouse_01","2.27"
"3063","44","44","3","0","3","HeavyEquipment_01","2.53"
"3064","44","7","1","0","3","Fighthouse_03","3.03"
"3065","44","16","1","0","4","Fighthouse_01","1.7"
"3066","44","50","1","0","4","Fighthouse_03","2.5"
"3067","44","8","1","0","4","Fighthouse_02","2.76"
"3068","44","51","1","0","4","Fighthouse_02","2.97"
"3069","44","53","2","0","4","SpriteHouse_01","3.72"
"3070","44","61","1","0","4","Fighthouse_01","3.0"
"3071","44","57","1","0","4","Fighthouse_01","2.58"
"3072","44","60","3","0","4","Othercastle_01","3.56"
"3073","44","62","1","0","5","Fighthouse_03","3.69"
"3074","44","65","3","0","5","Othercastle_01","3.82"
"3075","44","67","1","2","6","Bosstower_01","3.95"
"3076","44","69","1","0","5","Fighthouse_04","3.69"
"3077","44","56","1","0","5","Fighthouse_01","4.28"
"3078","44","64","1","0","5","Fighthouse_04","3.53"
"3079","44","70","1","0","5","Fighthouse_02","3.9"
"3080","44","63","1","0","5","Fighthouse_02","3.93"
"3081","45","6","5","0","0","Block02","2.0"
"3082","45","9","5","0","0","Block01","2.07"
"3083","45","12","4","0","0","Dialoguetower_01","3.47"
"3084","45","14","5","0","0","Block01","2.4"
"3085","45","17","5","0","0","Block02","2.3"
"3086","45","18","5","0","0","Block01","2.04"
"3087","45","19","5","0","0","Block02","2.42"
"3088","45","22","4","0","0","Dialoguetower_01","3.48"
"3089","45","23","5","0","0","Block03","2.03"
"3090","45","24","5","0","0","Block02","2.16"
"3091","45","25","5","0","0","Block01","2.39"
"3092","45","29","5","0","0","Block03","2.13"
"3093","45","31","5","0","0","Block03","2.39"
"3094","45","32","5","0","0","Block02","2.14"
"3095","45","33","5","0","0","Block01","2.11"
"3096","45","38","5","0","0","Block03","2.17"
"3097","45","39","5","0","0","Block02","2.14"
"3098","45","40","5","0","0","Block02","2.04"
"3099","45","43","5","0","0","Block02","2.26"
"3100","45","45","5","0","0","Block01","2.42"
"3101","45","46","5","0","0","Block01","2.06"
"3102","45","47","5","0","0","Block03","2.36"
"3103","45","48","5","0","0","Block01","2.33"
"3104","45","49","5","0","0","Block02","2.32"
"3105","45","52","4","0","0","Dialoguetower_02","3.35"
"3106","45","54","5","0","0","Block03","2.18"
"3107","45","55","5","0","0","Block02","2.04"
"3108","45","59","5","0","0","Block01","2.16"
"3109","45","66","5","0","0","Block02","2.0"
"3110","45","68","5","0","0","Block01","2.38"
"3111","45","7","1","0","1","Fighthouse_02","2.71"
"3112","45","8","1","1","1","Fighthouse_01","2.06"
"3113","45","16","1","0","1","Fighthouse_01","2.31"
"3114","45","15","1","0","1","Fighthouse_02","2.42"
"3115","45","21","3","0","1","HeavyEquipment_01","2.08"
"3116","45","30","1","0","1","Fighthouse_01","2.27"
"3117","45","13","1","0","1","Fighthouse_01","1.52"
"3118","45","20","1","0","1","Fighthouse_02","1.91"
"3119","45","28","1","0","2","Fighthouse_02","2.07"
"3120","45","37","1","0","2","Fighthouse_01","1.55"
"3121","45","4","2","0","2","SpriteHouse_01","2.26"
"3122","45","5","2","0","2","SpriteHouse_01","2.19"
"3123","45","27","1","0","2","Fighthouse_03","3.07"
"3124","45","35","1","0","2","Fighthouse_01","1.68"
"3125","45","36","1","0","2","Fighthouse_02","3.45"
"3126","45","44","2","0","2","SpriteHouse_01","2.38"
"3127","45","3","1","0","3","Fighthouse_01","2.45"
"3128","45","11","1","0","3","Fighthouse_01","1.67"
"3129","45","26","2","0","3","SpriteHouse_01","2.55"
"3130","45","34","3","0","3","HeavyEquipment_01","3.1"
"3131","45","42","1","0","3","Fighthouse_03","2.04"
"3132","45","51","1","0","3","Fighthouse_03","3.25"
"3133","45","2","1","0","3","Fighthouse_01","2.86"
"3134","45","10","1","0","3","Fighthouse_03","1.57"
"3135","45","41","1","0","4","Fighthouse_01","1.95"
"3136","45","50","1","0","4","Fighthouse_01","1.58"
"3137","45","53","3","0","4","HeavyEquipment_01","3.64"
"3138","45","60","3","0","4","HeavyEquipment_01","3.58"
"3139","45","61","1","0","4","Fighthouse_01","1.95"
"3140","45","1","1","0","4","Fighthouse_01","2.17"
"3141","45","58","1","0","4","Fighthouse_01","2.53"
"3142","45","62","1","0","4","Fighthouse_01","2.71"
"3143","45","67","2","0","5","SpriteHouse_01","3.83"
"3144","45","69","1","0","5","Fighthouse_04","3.63"
"3145","45","57","1","0","5","Fighthouse_01","4.37"
"3146","45","65","1","2","6","Bosstower_01","3.68"
"3147","45","70","1","0","5","Fighthouse_03","3.67"
"3148","45","56","1","0","5","Fighthouse_04","3.74"
"3149","45","64","1","0","5","Fighthouse_02","3.97"
"3150","45","63","1","0","5","Fighthouse_01","3.81"
"3151","46","6","5","0","0","Block02","2.17"
"3152","46","9","5","0","0","Block01","2.13"
"3153","46","12","4","0","0","Dialoguetower_02","3.03"
"3154","46","14","5","0","0","Block02","2.22"
"3155","46","17","5","0","0","Block01","2.14"
"3156","46","18","5","0","0","Block01","2.34"
"3157","46","19","5","0","0","Block01","2.29"
"3158","46","22","4","0","0","Dialoguetower_03","3.38"
"3159","46","23","5","0","0","Block03","2.13"
"3160","46","24","5","0","0","Block01","2.05"
"3161","46","25","5","0","0","Block02","2.12"
"3162","46","29","5","0","0","Block01","2.32"
"3163","46","31","5","0","0","Block03","2.2"
"3164","46","32","5","0","0","Block01","2.25"
"3165","46","33","5","0","0","Block01","2.15"
"3166","46","38","5","0","0","Block01","2.13"
"3167","46","39","5","0","0","Block02","2.32"
"3168","46","40","5","0","0","Block03","2.07"
"3169","46","43","5","0","0","Block03","2.37"
"3170","46","45","5","0","0","Block03","2.36"
"3171","46","46","5","0","0","Block01","2.02"
"3172","46","47","5","0","0","Block01","2.22"
"3173","46","48","5","0","0","Block03","2.27"
"3174","46","49","5","0","0","Block02","2.46"
"3175","46","54","5","0","0","Block03","2.06"
"3176","46","55","5","0","0","Block01","2.39"
"3177","46","58","4","0","0","Dialoguetower_01","3.02"
"3178","46","59","5","0","0","Block02","2.19"
"3179","46","66","5","0","0","Block01","2.07"
"3180","46","68","5","0","0","Block01","2.12"
"3181","46","1","1","1","1","Fighthouse_02","2.0"
"3182","46","2","1","0","1","Fighthouse_02","1.57"
"3183","46","10","1","0","1","Fighthouse_01","2.08"
"3184","46","3","1","0","1","Fighthouse_02","2.6"
"3185","46","11","1","0","1","Fighthouse_02","1.7"
"3186","46","4","3","0","1","HeavyEquipment_01","2.09"
"3187","46","5","2","0","1","SpriteHouse_01","2.55"
"3188","46","13","1","0","1","Fighthouse_01","2.7"
"3189","46","20","1","0","2","Fighthouse_01","2.76"
"3190","46","21","3","0","2","HeavyEquipment_01","2.9"
"3191","46","27","1","0","2","Fighthouse_02","1.5"
"3192","46","28","1","0","2","Fighthouse_02","2.06"
"3193","46","26","2","0","2","SpriteHouse_01","2.29"
"3194","46","34","3","0","2","HeavyEquipment_01","3.27"
"3195","46","35","1","0","2","Fighthouse_01","1.65"
"3196","46","36","1","0","2","Fighthouse_01","1.95"
"3197","46","15","1","0","3","Fighthouse_01","1.79"
"3198","46","30","1","0","3","Fighthouse_03","2.82"
"3199","46","37","1","0","3","Fighthouse_03","2.58"
"3200","46","41","1","0","3","Fighthouse_01","2.99"
"3201","46","42","1","0","3","Fighthouse_03","2.49"
"3202","46","44","2","0","3","SpriteHouse_01","2.97"
"3203","46","7","1","0","3","Fighthouse_03","2.72"
"3204","46","16","1","0","3","Fighthouse_03","1.73"
"3205","46","50","1","0","4","Fighthouse_01","2.84"
"3206","46","52","1","0","4","Fighthouse_03","2.71"
"3207","46","8","1","0","4","Fighthouse_01","2.31"
"3208","46","51","1","0","4","Fighthouse_01","2.96"
"3209","46","53","3","0","4","Othercastle_01","3.53"
"3210","46","61","1","0","4","Fighthouse_04","2.83"
"3211","46","57","1","2","6","Bosstower_01","3.92"
"3212","46","60","2","0","4","SpriteHouse_01","3.92"
"3213","46","62","1","0","4","Fighthouse_01","1.67"
"3214","46","65","2","0","5","SpriteHouse_01","3.6"
"3215","46","69","1","0","5","Fighthouse_03","3.76"
"3216","46","56","1","0","5","Fighthouse_04","3.74"
"3217","46","64","1","0","5","Fighthouse_03","3.9"
"3218","46","67","3","0","5","Othercastle_01","3.68"
"3219","46","70","1","0","5","Fighthouse_02","3.76"
"3220","46","63","1","0","5","Fighthouse_01","3.94"
"3221","47","6","5","0","0","Block01","2.34"
"3222","47","9","5","0","0","Block01","2.48"
"3223","47","12","4","0","0","Dialoguetower_02","3.03"
"3224","47","14","5","0","0","Block03","2.05"
"3225","47","17","5","0","0","Block01","2.06"
"3226","47","18","5","0","0","Block01","2.06"
"3227","47","19","5","0","0","Block03","2.43"
"3228","47","23","5","0","0","Block03","2.04"
"3229","47","24","5","0","0","Block02","2.18"
"3230","47","25","5","0","0","Block01","2.07"
"3231","47","29","5","0","0","Block03","2.14"
"3232","47","31","5","0","0","Block03","2.25"
"3233","47","32","5","0","0","Block02","2.16"
"3234","47","33","5","0","0","Block02","2.43"
"3235","47","38","5","0","0","Block01","2.38"
"3236","47","39","5","0","0","Block02","2.02"
"3237","47","40","5","0","0","Block03","2.16"
"3238","47","43","5","0","0","Block02","2.12"
"3239","47","45","5","0","0","Block01","2.43"
"3240","47","46","5","0","0","Block02","2.07"
"3241","47","47","5","0","0","Block01","2.11"
"3242","47","48","5","0","0","Block03","2.48"
"3243","47","49","5","0","0","Block02","2.18"
"3244","47","52","4","0","0","Dialoguetower_02","3.15"
"3245","47","54","5","0","0","Block02","2.18"
"3246","47","55","5","0","0","Block03","2.44"
"3247","47","58","4","0","0","Dialoguetower_02","3.24"
"3248","47","59","5","0","0","Block02","2.47"
"3249","47","66","5","0","0","Block01","2.34"
"3250","47","68","5","0","0","Block03","2.35"
"3251","47","7","1","0","1","Fighthouse_02","2.91"
"3252","47","8","1","1","1","Fighthouse_01","2.49"
"3253","47","16","1","0","1","Fighthouse_01","2.69"
"3254","47","15","1","0","1","Fighthouse_01","2.22"
"3255","47","22","1","0","1","Fighthouse_02","1.51"
"3256","47","21","2","0","1","SpriteHouse_01","2.08"
"3257","47","30","1","0","1","Fighthouse_01","1.58"
"3258","47","13","1","0","1","Fighthouse_02","1.93"
"3259","47","20","1","0","2","Fighthouse_01","2.82"
"3260","47","28","1","0","2","Fighthouse_02","1.96"
"3261","47","37","1","0","2","Fighthouse_01","2.4"
"3262","47","4","3","0","2","HeavyEquipment_01","2.48"
"3263","47","5","2","0","2","SpriteHouse_01","2.35"
"3264","47","27","1","0","2","Fighthouse_02","1.84"
"3265","47","35","1","0","2","Fighthouse_01","2.09"
"3266","47","36","1","0","2","Fighthouse_01","2.22"
"3267","47","44","3","0","3","HeavyEquipment_01","2.14"
"3268","47","3","1","0","3","Fighthouse_03","2.57"
"3269","47","11","1","0","3","Fighthouse_01","2.0"
"3270","47","26","2","0","3","SpriteHouse_01","2.68"
"3271","47","34","2","0","3","SpriteHouse_01","2.53"
"3272","47","42","1","0","3","Fighthouse_03","1.73"
"3273","47","51","1","0","3","Fighthouse_03","2.06"
"3274","47","2","1","0","3","Fighthouse_01","1.95"
"3275","47","10","1","0","4","Fighthouse_04","2.86"
"3276","47","41","1","0","4","Fighthouse_01","2.11"
"3277","47","50","1","0","4","Fighthouse_01","1.71"
"3278","47","53","3","0","4","HeavyEquipment_01","3.7"
"3279","47","60","3","0","4","HeavyEquipment_01","3.82"
"3280","47","61","1","0","4","Fighthouse_02","2.58"
"3281","47","1","1","0","4","Fighthouse_04","2.96"
"3282","47","62","1","0","4","Fighthouse_02","2.66"
"3283","47","67","3","0","5","HeavyEquipment_01","3.54"
"3284","47","69","1","0","5","Fighthouse_04","3.5"
"3285","47","57","1","0","5","Fighthouse_03","3.88"
