id,code,ui_image_icon,name,guns,fairy,enemy_team_id,initial_type,ai,ai_content,betray_condition,betray_number,betray_result,transform_condition,transform_number,transform_result,icon,betray_result_enemy,squad,building,enemy_panel_type,is_special_ai,no_battle_damage,duration,sangvis,betray_result_guns,betray_result_sangvis,betray_result_ai,betray_result_ai_content,mapping_guns,mapping_sangvis,mapping_fairy,mapping_squad,mapping_allyguns,mapping_allysangvis,mapping_allyfairy,mapping_allysquad,is_beyond_start,vehicle,betray_result_vehicle,mapping_vehicle,mapping_allyvehicle
93017,,,ally_team-10093017,"100061,100062,100063",9,99080,0,101;1;103,"8697,8698,8699,8700,8701,8702,8690,8689,8688,7984,7981,7974,7976,8579,7990,7977;0;0",2,7983,2,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
93018,,,ally_team-10093018,"100061,100062,100063",9,99078,0,101;1;103,"8695,8696;0;0",2,7983,2,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
105601,,,ally_team-10105601,"1,2,3,4,5",0,570505,2,0;0;103,0;0;0,0,0,0,4,570501,1:9106-1,,570505,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
105602,,,ally_team-10105602,"1,2,3,4,5",0,570504,0,0;0;0,0;0;0,1,2,2,4,"570502,570501","1:9106-1,1:9106-1",,570504,0,0,1,0,-1,0,,,,,,引导用,,,,,,,,0,0,,,
316001,,,ally_team-10316001,100791,0,316095,0,102;1;102,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316007,,,ally_team-10316007,100791,0,316095,0,102;1;102,1;0;1,1,"2,3,4,5,6,7,8","0,0,0,0,0,0,0",0,0,0,Army,"316001,316002,316003,316004,316005,316006,316007",0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316008,,,ally_team-10316008,100791,0,316008,0,101;1;101,"12457,12463,12470,12471,12465,12458,12457;0;12457,12463,12470,12471,12465,12458,12457",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316009,,,ally_team-10316009,100791,0,316009,0,102;1;102,2;0;2,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316010,,,ally_team-10316010,100791,0,316010,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316011,,,ally_team-10316011,100791,0,316011,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316012,,,ally_team-10316012,100791,0,316012,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316013,,,ally_team-10316013,100791,0,316013,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316014,,,ally_team-10316014,100791,0,316014,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316015,,,ally_team-10316015,100791,0,316015,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316016,,,ally_team-10316016,100791,0,316016,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316017,,,ally_team-10316017,100791,0,316017,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316018,,,ally_team-10316018,100791,0,316018,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316019,,,ally_team-10316019,100791,0,316019,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316020,,,ally_team-10316020,100791,0,316020,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316021,,,ally_team-10316021,100791,0,316021,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316022,,,ally_team-10316022,100791,0,316022,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316023,,,ally_team-10316023,100791,0,316023,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316024,,,ally_team-10316024,100791,0,316024,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316025,,,ally_team-10316025,100791,0,316025,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316026,,,ally_team-10316026,100791,0,316026,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316027,,,ally_team-10316027,100791,0,316027,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316028,,,ally_team-10316028,100791,0,316028,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316029,,,ally_team-10316029,100791,0,316029,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316030,,,ally_team-10316030,100791,0,316030,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316031,,,ally_team-10316031,100791,0,316031,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316032,,,ally_team-10316032,100791,0,316032,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316033,,,ally_team-10316033,100791,0,316033,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316034,,,ally_team-10316034,100791,0,316034,0,101;1;101,"12493,12485;0;12493,12485",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316035,,,ally_team-10316035,100791,0,316035,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316036,,,ally_team-10316036,100791,0,316036,0,101;1;101,"12495,12496;0;12495,12496",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316037,,,ally_team-10316037,100791,0,316037,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316038,,,ally_team-10316038,100791,0,316038,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316039,,,ally_team-10316039,100791,0,316039,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316040,,,ally_team-10316040,100791,0,316040,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316041,,,ally_team-10316041,100791,0,316041,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316042,,,ally_team-10316042,100791,0,316042,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316043,,,ally_team-10316043,100791,0,316043,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316044,,,ally_team-10316044,100791,0,316044,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316045,,,ally_team-10316045,100791,0,316045,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316046,,,ally_team-10316046,100791,0,316046,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316047,,,ally_team-10316047,100791,0,316047,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316048,,,ally_team-10316048,100791,0,316048,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316096,,,ally_team-10316096,"740,741",0,317948,1,103;1;103,0;0;0,0,0,0,1,3,1:143-4,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316097,,,ally_team-10316097,"742,743",0,317948,1,103;1;103,0;0;0,0,0,0,1,5,1:20055-3,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
316098,,,ally_team-10316098,"744,745",0,317948,1,103;1;103,0;0;0,0,0,0,1,7,1:20057-2,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317901,,,ally_team-10317901,100791,0,317995,0,102;1;102,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317907,,,ally_team-10317907,100791,0,317995,0,102;1;102,1;0;1,1,"2,3,4,5,6,7,8","0,0,0,0,0,0,0",0,0,0,Army,"317901,317902,317903,317904,317905,317906,317907",0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317908,,,ally_team-10317908,100791,0,317908,0,101;1;101,"12247,12253,12260,12261,12255,12248,12247;0;12247,12253,12260,12261,12255,12248,12247",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317909,,,ally_team-10317909,100791,0,317909,0,102;1;102,2;0;2,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317910,,,ally_team-10317910,100791,0,317910,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317911,,,ally_team-10317911,100791,0,317911,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317912,,,ally_team-10317912,100791,0,317912,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317913,,,ally_team-10317913,100791,0,317913,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317914,,,ally_team-10317914,100791,0,317914,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317915,,,ally_team-10317915,100791,0,317915,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317916,,,ally_team-10317916,100791,0,317916,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317917,,,ally_team-10317917,100791,0,317917,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317918,,,ally_team-10317918,100791,0,317918,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317919,,,ally_team-10317919,100791,0,317919,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317920,,,ally_team-10317920,100791,0,317920,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317921,,,ally_team-10317921,100791,0,317921,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317922,,,ally_team-10317922,100791,0,317922,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317923,,,ally_team-10317923,100791,0,317923,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317924,,,ally_team-10317924,100791,0,317924,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317925,,,ally_team-10317925,100791,0,317925,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317926,,,ally_team-10317926,100791,0,317926,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317927,,,ally_team-10317927,100791,0,317927,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317928,,,ally_team-10317928,100791,0,317928,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317929,,,ally_team-10317929,100791,0,317929,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317930,,,ally_team-10317930,100791,0,317930,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317931,,,ally_team-10317931,100791,0,317931,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317932,,,ally_team-10317932,100791,0,317932,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317933,,,ally_team-10317933,100791,0,317933,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317934,,,ally_team-10317934,100791,0,317934,0,101;1;101,"12283,12275;0;12283,12275",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317935,,,ally_team-10317935,100791,0,317935,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317936,,,ally_team-10317936,100791,0,317936,0,101;1;101,"12285,12286;0;12285,12286",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317937,,,ally_team-10317937,100791,0,317937,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317938,,,ally_team-10317938,100791,0,317938,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317939,,,ally_team-10317939,100791,0,317939,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317940,,,ally_team-10317940,100791,0,317940,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317941,,,ally_team-10317941,100791,0,317941,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317942,,,ally_team-10317942,100791,0,317942,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317943,,,ally_team-10317943,100791,0,317943,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317944,,,ally_team-10317944,100791,0,317944,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317945,,,ally_team-10317945,100791,0,317945,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317946,,,ally_team-10317946,100791,0,317946,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317947,,,ally_team-10317947,100791,0,317947,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317948,,,ally_team-10317948,100791,0,317948,0,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317996,,,ally_team-10317996,"746,747",0,317948,1,103;1;103,0;0;0,0,0,0,1,3,1:143-4,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317997,,,ally_team-10317997,"748,749",0,317948,1,103;1;103,0;0;0,0,0,0,1,5,1:20055-3,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
317998,,,ally_team-10317998,"750,751",0,317948,1,103;1;103,0;0;0,0,0,0,1,7,1:20057-2,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
318201,,,ally_team-10318201,100791,0,318201,0,101;1;101,"12506,12504;0;12506,12504",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
318202,profilePic_AI,ally0,ally_team-10318202,"738,736,737,735",0,318302,2,102;1;101,"1;0;12503,12504",3,12504-2,1,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
318301,,,ally_team-10318301,100791,0,318301,0,101;1;101,"12511,12509;0;12511,12509",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
318302,profilePic_AI,ally0,ally_team-10318302,"731,732,733,734",0,318202,2,102;1;101,"1;0;12508,12509",3,12509-2,1,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
320305,profilePic_AI,ally0,ally_team-10320305,"775,771,772,773,774",25,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
320306,profilePic_AI,ally0,ally_team-10320306,"755,756,757,758,759",25,1486,1,103;1;103,0;0;0,0,0,0,0,0,0,,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
320606,,,ally_team-10320606,1,0,320606,2,101;1;101,"12759,12762,12763,12758,12759;0;12759,12762,12763,12758,12759",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
320804,,,ally_team-10320804,1,0,320804,2,101;1;101,"12830,12829,12828,12827,12830;0;12830,12829,12828,12827,12830",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
320805,,,ally_team-10320805,1,0,320805,2,103;1;103,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321001,,,ally_team-10321001,1,0,321001,2,102;1;102,1;0;1,3,12875-1,2,0,0,0,Army,321007,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321002,,,ally_team-10321002,1,0,321002,2,102;1;102,1;0;1,0,0,0,1;2;3,9;12873;12875-1,0;0;0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321003,,,ally_team-10321003,1,0,321003,2,101;1;101,"12875,12873,12883,12874,12875;0;12875,12873,12883,12874,12875",1,7,2,0,0,0,Army,321008,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321004,,,ally_team-10321004,1,0,321002,2,102;1;102,1;0;1,0,0,0,1;2;3,9;12874;12875-1,0;0;0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321102,,,ally_team-10321102,1,0,321102,2,102;1;102,5;0;5,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321301,,,ally_team-10321301,1,0,321301,2,101;1;101,"12950,12955,12952,12951,12950;0;12950,12955,12952,12951,12950",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321302,,,ally_team-10321302,1,0,321302,2,101;1;101,"12965,12968,12967,12966,12965;0;12965,12968,12967,12966,12965",1,2,2,2,12947,1:1-1,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321303,,,ally_team-10321303,1,0,321303,2,101;1;101,"12960,12963,12964,12958,12959,12961,12962,12960;0;12960,12963,12964,12958,12959,12961,12962,12960",0,0,0,2,12954,1:1-1,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321602,,,ally_team-10321602,"536,537,538,539,540",0,321608,0,103;1;103,1;0;1,2,13052,1,1,3,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321603,,,ally_team-10321603,"775,771,772,773,774",0,321608,0,103;1;103,1;0;1,2,13060,1,1,5,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321604,,,ally_team-10321604,"775,771,772,773,774",0,321608,0,103;1;103,1;0;1,2,13058,1,1,5,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321605,,,ally_team-10321605,"536,537,538,539,540",0,321608,0,103;1;103,1;0;1,2,13065,1,1,6,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321606,,,ally_team-10321606,"536,537,538,539,540",0,321608,0,103;1;103,1;0;1,2,13064,1,1,6,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321607,,,ally_team-10321607,"755,756,757,758,759",0,321608,1,103;1;103,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321608,,,ally_team-10321608,"536,537,538,539,540",0,321608,0,103;1;103,1;0;1,2,13052,1,1,3,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321701,,,ally_team-10321701,1,0,321701,0,102;1;102,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321801,,,ally_team-10321801,"9322601,9322602,9322603,9322604",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
321802,,,ally_team-10321802,748,0,321802,0,101;1;101,"94518,94517,94516,94513;0;94518,94517,94516,94513",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321803,,,ally_team-10321803,748,0,321805,0,101;1;101,"94618,94517,94516,94513;0;94518,94517,94516,94513",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321901,,,ally_team-10321901,"9321901,9321902",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
321903,,,ally_team-10321903,748,0,321902,0,101;1;101,"94527,94524,94528,94529,94527;0;94527,94524,94528,94529,94527",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
321904,,,ally_team-10321904,748,0,321902,0,101;1;101,"94531,94526,94527,94530,94531;0;94531,94526,94527,94530,94531",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
322001,,,ally_team-10322001,9322001,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
322101,,,ally_team-10322101,9322101,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
322102,,,ally_team-10322102,,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,322102-8,,,,,,,,,,,,,0,0,,,
322201,,,ally_team-10322201,9322201,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
322202,,,ally_team-10322202,9322202,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
322301,,,ally_team-10322301,"9322301,9322302,9322303",0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
322302,,,ally_team-10322302,9322304,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
322304,,,ally_team-10322304,748,0,322304,2,101;1;101,"94294,94295,94296,94297,94298,94299,94294;0;94294,94295,94296,94297,94298,94299,94294",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
322305,,,ally_team-10322305,748,0,322304,2,101;1;101,"94294,94295,94296,94297,94298,94299,94294;0;94294,94295,94296,94297,94298,94299,94294",0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
322306,,,ally_team-10322306,748,0,322305,2,102;1;102,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
322307,,,ally_team-10322307,748,0,322305,2,102;1;102,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
322308,,,ally_team-10322308,748,0,322305,2,102;1;102,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
322309,,,ally_team-10322309,748,0,322305,2,102;1;102,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
322310,,,ally_team-10322310,748,0,322305,2,102;1;102,1;0;1,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
322311,,,ally_team-10322311,748,0,322304,2,103;1;103,0;0;0,0,0,0,0,0,0,Army,,0,0,1,0,-1,0,,,,,,,,,,,,,,0,0,,,
322401,,,ally_team-10322401,9322401,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
322402,,,ally_team-10322402,9322402,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
322403,,,ally_team-10322403,9322403,0,1,1,0;20100;0,0;0;0,0,0,0,0,0,0,,,0,0,0,0,-1,0,,,,,,,,,,,,,,0,0,,,
