id	type	difficulty	difficulty_group	state_type	mission_group	daily_pt
42	1	4	3	2	500818,500828,500838,500848,500858,500868,500878,500888,500898,500908,500918,500928,500938,500948,500958,500968,500978,500988,500998,501008,500818,500828,500838,500848,500858,500868,500878,500888,500898,500908,500918,500928,500938,500948,500958,500968,500978,500988,500998,501008,500818,500828,500838,500848,500858,500868,500878,500888,500898,500908,500918,500928,500938,500948,500958,500968,500978,500988,500998,501008,500818,500828,500838,500848,500858,500868,500878,500888,500898,500908,500918,500928,500938,500948,500958,500968,500978,500988,500998,501008,500818,500828,500838,500848,500858,500868,500878,500888,500898,500908,500918,500928,500938,500948,500958,500968,500978,500988,500998,501008,500818,500828,500838,500848,500858,500868,500878,500888,500898,500908,500918,500928,500938,500948,500958,500968,500978,500988,500998,501008,580001,580002,580003,580004,580005,580006	120
43	1	4	4	1	500814,500824,500834,500844,500854,500864,500874,500884,500894,500904,500914,500924,500934,500944,500954,500964,500974,500984,500994,501004,500814,500824,500834,500844,500854,500864,500874,500884,500894,500904,500914,500924,500934,500944,500954,500964,500974,500984,500994,501004,500814,500824,500834,500844,500854,500864,500874,500884,500894,500904,500914,500924,500934,500944,500954,500964,500974,500984,500994,501004,500814,500824,500834,500844,500854,500864,500874,500884,500894,500904,500914,500924,500934,500944,500954,500964,500974,500984,500994,501004,500814,500824,500834,500844,500854,500864,500874,500884,500894,500904,500914,500924,500934,500944,500954,500964,500974,500984,500994,501004,500814,500824,500834,500844,500854,500864,500874,500884,500894,500904,500914,500924,500934,500944,500954,500964,500974,500984,500994,501004,580001,580002,580003,580004,580005,580006	150
44	1	4	4	2	500819,500829,500839,500849,500859,500869,500879,500889,500899,500909,500919,500929,500939,500949,500959,500969,500979,500989,500999,501009,500819,500829,500839,500849,500859,500869,500879,500889,500899,500909,500919,500929,500939,500949,500959,500969,500979,500989,500999,501009,500819,500829,500839,500849,500859,500869,500879,500889,500899,500909,500919,500929,500939,500949,500959,500969,500979,500989,500999,501009,500819,500829,500839,500849,500859,500869,500879,500889,500899,500909,500919,500929,500939,500949,500959,500969,500979,500989,500999,501009,500819,500829,500839,500849,500859,500869,500879,500889,500899,500909,500919,500929,500939,500949,500959,500969,500979,500989,500999,501009,500819,500829,500839,500849,500859,500869,500879,500889,500899,500909,500919,500929,500939,500949,500959,500969,500979,500989,500999,501009,580001,580002,580003,580004,580005,580006	150
45	1	4	5	1	500815,500825,500835,500845,500855,500865,500875,500885,500895,500905,500915,500925,500935,500945,500955,500965,500975,500985,500995,501005,500815,500825,500835,500845,500855,500865,500875,500885,500895,500905,500915,500925,500935,500945,500955,500965,500975,500985,500995,501005,500815,500825,500835,500845,500855,500865,500875,500885,500895,500905,500915,500925,500935,500945,500955,500965,500975,500985,500995,501005,500815,500825,500835,500845,500855,500865,500875,500885,500895,500905,500915,500925,500935,500945,500955,500965,500975,500985,500995,501005,500815,500825,500835,500845,500855,500865,500875,500885,500895,500905,500915,500925,500935,500945,500955,500965,500975,500985,500995,501005,500815,500825,500835,500845,500855,500865,500875,500885,500895,500905,500915,500925,500935,500945,500955,500965,500975,500985,500995,501005,580001,580002,580003,580004,580005,580006	180
46	1	4	5	2	500820,500830,500840,500850,500860,500870,500880,500890,500900,500910,500920,500930,500940,500950,500960,500970,500980,500990,501000,501010,500820,500830,500840,500850,500860,500870,500880,500890,500900,500910,500920,500930,500940,500950,500960,500970,500980,500990,501000,501010,500820,500830,500840,500850,500860,500870,500880,500890,500900,500910,500920,500930,500940,500950,500960,500970,500980,500990,501000,501010,500820,500830,500840,500850,500860,500870,500880,500890,500900,500910,500920,500930,500940,500950,500960,500970,500980,500990,501000,501010,500820,500830,500840,500850,500860,500870,500880,500890,500900,500910,500920,500930,500940,500950,500960,500970,500980,500990,501000,501010,500820,500830,500840,500850,500860,500870,500880,500890,500900,500910,500920,500930,500940,500950,500960,500970,500980,500990,501000,501010,580001,580002,580003,580004,580005,580006	180
47	1	4	6	1	530011,530061,530111,530161,530211	360
48	1	4	6	2	530012,530062,530112,530162,530212	360
49	2	1	1	1	500001,500031,500061,500091,500121,500151,500181,500211,500241,500271,500301,500331,500361,500391,500421,500451,500481,500511,500541,500571	30
50	2	1	1	2	500016,500046,500076,500106,500136,500166,500196,500226,500256,500286,500316,500346,500376,500406,500436,500466,500496,500526,500556,500586	30
51	2	1	2	1	500002,500032,500062,500092,500122,500152,500182,500212,500242,500272,500302,500332,500362,500392,500422,500452,500482,500512,500542,500572	45
52	2	1	2	2	500017,500047,500077,500107,500137,500167,500197,500227,500257,500287,500317,500347,500377,500407,500437,500467,500497,500527,500557,500587	45
53	2	1	3	1	500003,500033,500063,500093,500123,500153,500183,500213,500243,500273,500303,500333,500363,500393,500423,500453,500483,500513,500543,500573	60
54	2	1	3	2	500018,500048,500078,500108,500138,500168,500198,500228,500258,500288,500318,500348,500378,500408,500438,500468,500498,500528,500558,500588	60
55	2	1	4	1	510001,510025,510501,510525,511001,511025,511501,511525,512001,512025,512501,512525,513001,513025,513525,514001,514025,514501,514525,515001,515025,515501,515525,516001,516501	75
56	2	1	4	2	510013,510037,510513,510537,511013,511037,511513,511537,512013,512037,512513,512537,513013,513037,513537,514013,514037,514513,514537,515013,515037,515513,515537,516013,516513	75
57	2	1	5	1	510002,510026,510502,510526,511002,511026,511502,511526,512002,512026,512502,512526,513002,513026,513526,514002,514026,514502,514526,515002,515026,515502,515526,516002,516502	90
58	2	1	5	2	510014,510038,510514,510538,511014,511038,511514,511538,512014,512038,512514,512538,513014,513038,513538,514014,514038,514514,514538,515014,515038,515514,515538,516014,516514	90
59	2	2	1	1	510003,510027,510503,510527,511003,511027,511503,511527,512003,512027,512503,512527,513003,513027,513527,514003,514027,514503,514527,515003,515027,515503,515527,516003,516503	45
60	2	2	1	2	510015,510039,510515,510539,511015,511039,511515,511539,512015,512039,512515,512539,513015,513039,513539,514015,514039,514515,514539,515015,515039,515515,515539,516015,516515	45
61	2	2	2	1	510004,510028,510504,510528,511004,511028,511504,511528,512004,512028,512504,512528,513004,513028,513528,514004,514028,514504,514528,515004,515028,515504,515528,516004,516504	68
62	2	2	2	2	510016,510040,510516,510540,511016,511040,511516,511540,512016,512040,512516,512540,513016,513040,513540,514016,514040,514516,514540,515016,515040,515516,515540,516016,516516	68
63	2	2	3	1	510005,510029,510505,510529,511005,511029,511505,511529,512005,512029,512505,512529,513005,513029,513529,514005,514029,514505,514529,515005,515029,515505,515529,516005,516505	90
64	2	2	3	2	510017,510041,510517,510541,511017,511041,511517,511541,512017,512041,512517,512541,513017,513041,513541,514017,514041,514517,514541,515017,515041,515517,515541,516017,516517	90
65	2	2	4	1	510006,510030,510506,510530,511006,511030,511506,511530,512006,512030,512506,512530,513006,513030,513530,514006,514030,514506,514530,515006,515030,515506,515530,516006,516506	112
66	2	2	4	2	510018,510042,510518,510542,511018,511042,511518,511542,512018,512042,512518,512542,513018,513042,513542,514018,514042,514518,514542,515018,515042,515518,515542,516018,516518	112
67	2	2	5	1	510007,510031,510507,510531,511007,511031,511507,511531,512007,512031,512507,512531,513007,513031,513531,514007,514031,514507,514531,515007,515031,515507,515531,516007,516507	135
68	2	2	5	2	510019,510043,510519,510543,511019,511043,511519,511543,512019,512043,512519,512543,513019,513043,513543,514019,514043,514519,514543,515019,515043,515519,515543,516019,516519	135
69	2	3	1	1	510008,510032,510508,510532,511008,511032,511508,511532,512008,512032,512508,512532,513008,513032,513532,514008,514032,514508,514532,515008,515032,515508,515532,516008,516508	60
70	2	3	1	2	510020,510044,510520,510544,511020,511044,511520,511544,512020,512044,512520,512544,513020,513044,513544,514020,514044,514520,514544,515020,515044,515520,515544,516020,516520	60
71	2	3	2	1	510009,510033,510509,510533,511009,511033,511509,511533,512009,512033,512509,512533,513009,513033,513533,514009,514033,514509,514533,515009,515033,515509,515533,516009,516509	90
72	2	3	2	2	510021,510045,510521,510545,511021,511045,511521,511545,512021,512045,512521,512545,513021,513045,513545,514021,514045,514521,514545,515021,515045,515521,515545,516021,516521	90
73	2	3	3	1	510010,510034,510510,510534,511010,511034,511510,511534,512010,512034,512510,512534,513010,513034,513534,514010,514034,514510,514534,515010,515034,515510,515534,516010,516510	120
74	2	3	3	2	510022,510046,510522,510546,511022,511046,511522,511546,512022,512046,512522,512546,513022,513046,513546,514022,514046,514522,514546,515022,515046,515522,515546,516022,516522	120
75	2	3	4	1	510011,510035,510511,510535,511011,511035,511511,511535,512011,512035,512511,512535,513011,513035,513535,514011,514035,514511,514535,515011,515035,515511,515535,516011,516511	150
76	2	3	4	2	510023,510047,510523,510547,511023,511047,511523,511547,512023,512047,512523,512547,513023,513047,513547,514023,514047,514523,514547,515023,515047,515523,515547,516023,516523	150
77	2	3	5	1	510012,510036,510512,510536,511012,511036,511512,511536,512012,512036,512512,512536,513012,513036,513536,514012,514036,514512,514536,515012,515036,515512,515536,516012,516512	180
78	2	3	5	2	510024,510048,510524,510548,511024,511048,511524,511548,512024,512048,512524,512548,513024,513048,513548,514024,514048,514524,514548,515024,515048,515524,515548,516024,516524	180
79	2	4	1	1	540001,540025,540501,540525,541001,541025,541501,541525,542001,542025,542501,542525,543001,543025,543501,543525,544001,544025,544501,544525,545001,545025,545501,545525,546001,546501	60
80	2	4	1	2	540006,540030,540506,540530,541006,541030,541506,541530,542006,542030,542506,542530,543006,543030,543506,543530,544006,544030,544506,544530,545006,545030,545506,545530,546006,546506	60
81	2	4	2	1	540002,540026,540502,540526,541002,541026,541502,541526,542002,542026,542502,542526,543002,543026,543502,543526,544002,544026,544502,544526,545002,545026,545502,545526,546002,546502	90
82	2	4	2	2	540007,540031,540507,540531,541007,541031,541507,541531,542007,542031,542507,542531,543007,543031,543507,543531,544007,544031,544507,544531,545007,545031,545507,545531,546007,546507	90
83	2	4	3	1	540003,540027,540503,540527,541003,541027,541503,541527,542003,542027,542503,542527,543003,543027,543503,543527,544003,544027,544503,544527,545003,545027,545503,545527,546003,546503	120
84	2	4	3	2	540008,540032,540508,540532,541008,541032,541508,541532,542008,542032,542508,542532,543008,543032,543508,543532,544008,544032,544508,544532,545008,545032,545508,545532,546008,546508	120
85	2	4	4	1	540004,540028,540504,540528,541004,541028,541504,541528,542004,542028,542504,542528,543004,543028,543504,543528,544004,544028,544504,544528,545004,545028,545504,545528,546004,546504	150
86	2	4	4	2	540009,540033,540509,540533,541009,541033,541509,541533,542009,542033,542509,542533,543009,543033,543509,543533,544009,544033,544509,544533,545009,545033,545509,545533,546009,546509	150
87	2	4	5	1	540005,540029,540505,540529,541005,541029,541505,541529,542005,542029,542505,542529,543005,543029,543505,543529,544005,544029,544505,544529,545005,545029,545505,545529,546005,546505	180
88	2	4	5	2	540010,540034,540510,540534,541010,541034,541510,541534,542010,542034,542510,542534,543010,543034,543510,543534,544010,544034,544510,544534,545010,545034,545510,545534,546010,546510	180
89	3	1	1	1	500001,500031,500061,500091,500121,500151,500181,500211,500241,500271,500301,500331,500361,500391,500421,500451,500481,500511,500541,500571	30
90	3	1	1	2	500016,500046,500076,500106,500136,500166,500196,500226,500256,500286,500316,500346,500376,500406,500436,500466,500496,500526,500556,500586	30
91	3	1	2	1	500002,500032,500062,500092,500122,500152,500182,500212,500242,500272,500302,500332,500362,500392,500422,500452,500482,500512,500542,500572	45
92	3	1	2	2	500017,500047,500077,500107,500137,500167,500197,500227,500257,500287,500317,500347,500377,500407,500437,500467,500497,500527,500557,500587	45
93	3	1	3	1	500003,500033,500063,500093,500123,500153,500183,500213,500243,500273,500303,500333,500363,500393,500423,500453,500483,500513,500543,500573	60
94	3	1	3	2	500018,500048,500078,500108,500138,500168,500198,500228,500258,500288,500318,500348,500378,500408,500438,500468,500498,500528,500558,500588	60
95	3	1	4	1	500004,500034,500064,500094,500124,500154,500184,500214,500244,500274,500304,500334,500364,500394,500424,500454,500484,500514,500544,500574	75
96	3	1	4	2	500019,500049,500079,500109,500139,500169,500199,500229,500259,500289,500319,500349,500379,500409,500439,500469,500499,500529,500559,500589	75
97	3	1	5	1	500005,500035,500065,500095,500125,500155,500185,500215,500245,500275,500305,500335,500365,500395,500425,500455,500485,500515,500545,500575	90
98	3	1	5	2	500020,500050,500080,500110,500140,500170,500200,500230,500260,500290,500320,500350,500380,500410,500440,500470,500500,500530,500560,500590	90
99	3	2	1	1	500006,500036,500066,500096,500126,500156,500186,500216,500246,500276,500306,500336,500366,500396,500426,500456,500486,500516,500546,500576	45
100	3	2	1	2	500021,500051,500081,500111,500141,500171,500201,500231,500261,500291,500321,500351,500381,500411,500441,500471,500501,500531,500561,500591	45
101	3	2	2	1	500007,500037,500067,500097,500127,500157,500187,500217,500247,500277,500307,500337,500367,500397,500427,500457,500487,500517,500547,500577	68
102	3	2	2	2	500022,500052,500082,500112,500142,500172,500202,500232,500262,500292,500322,500352,500382,500412,500442,500472,500502,500532,500562,500592	68
103	3	2	3	1	500008,500038,500068,500098,500128,500158,500188,500218,500248,500278,500308,500338,500368,500398,500428,500458,500488,500518,500548,500578	90
104	3	2	3	2	500023,500053,500083,500113,500143,500173,500203,500233,500263,500293,500323,500353,500383,500413,500443,500473,500503,500533,500563,500593	90
105	3	2	4	1	500009,500039,500069,500099,500129,500159,500189,500219,500249,500279,500309,500339,500369,500399,500429,500459,500489,500519,500549,500579	112
106	3	2	4	2	500024,500054,500084,500114,500144,500174,500204,500234,500264,500294,500324,500354,500384,500414,500444,500474,500504,500534,500564,500594	112
107	3	2	5	1	520001,520013,520501,520513,521001	135
108	3	2	5	2	520007,520019,520507,520519,521007	135
109	3	3	1	1	520002,520014,520502,520514,521002	60
110	3	3	1	2	520008,520020,520508,520520,521008	60
111	3	3	2	1	520003,520015,520503,520515,521003	90
112	3	3	2	2	520009,520021,520509,520521,521009	90
113	3	3	3	1	520004,520016,520504,520516,521004	120
114	3	3	3	2	520010,520022,520510,520522,521010	120
115	3	3	4	1	520005,520017,520505,520517,521005	150
116	3	3	4	2	520011,520023,520511,520523,521011	150
117	3	3	5	1	520006,520018,520506,520518,521006	180
118	3	3	5	2	520012,520024,520512,520524,521012	180
119	3	4	1	1	521018,520030,520040,520530,520540	60
120	3	4	1	2	521013,520025,520035,520525,520535	60
121	3	4	2	1	521019,520031,520041,520531,520541	90
122	3	4	2	2	521014,520026,520036,520526,520536	90
123	3	4	3	1	521020,520032,520042,520532,520542	120
124	3	4	3	2	521015,520027,520037,520527,520537	120
125	3	4	4	1	521021,520033,520043,520533,520543	150
126	3	4	4	2	521016,520028,520038,520528,520538	150
127	3	4	5	1	521022,520034,520044,520534,520544	180
128	3	4	5	2	521017,520029,520039,520529,520539	180
129	6	4	1	1	500811,500821,500831,500841,500851,500861,500871,500881,500891,500901,500911,500921,500931,500941,500951,500961,500971,500981,500991,501001	60
130	6	4	1	2	500816,500826,500836,500846,500856,500866,500876,500886,500896,500906,500916,500926,500936,500946,500956,500966,500976,500986,500996,501006	60
131	6	4	2	1	550001,550501	90
132	6	4	2	2	550005,550505	90
133	6	4	3	1	550002,550502	120
134	6	4	3	2	550006,550506	120
135	6	4	4	1	550003,550503	150
136	6	4	4	2	550007,550507	150
137	6	4	5	1	550004,550504	180
138	6	4	5	2	550008,550508	180
