id,name,description,conflict_type,max_tier,type,duration_type,duration,delay,probability,boss_available,armor_reduce_number,pow_number,dodge_number,hit_number,rate_number,critical_number,critical_damage_number,damage_reduce_number,damage_return_number,move_number,shield_number,arp_number,trigger_creation_id,trigger_creation_delay,is_form_play,buff_animation,buff_description,available_gun_type,available_gun_type2,def_number,defbreak_number,maxdef_number,cdr_number,forced_skill,fix_damage,night_view_percent,range_number,watch_id,orb_effect,hurt_id,hurt_cd,forced_debuff,parameter_value,buff_sp_attributes,match_hurt_type
3022,Dorothy闪避下降,闪避下降,214,1,202,1,*101,0,0,1,0,0,*202,0,0,0,0,0,0,0,0,0,202,0,1,YellowFlash,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3023,Stella计数,,214,20,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3024,Stella技能触发,,215,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3025,Stella暴击伤害,暴击伤害提升,216,1,112,1,9999,0,0,1,0,0,0,0,0,0,*201,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3026,Alma触发,Alma触发,217,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3027,Stella-Sei,Stella在场,218,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3028,Sei标记,,219,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3029,Sei护盾,,220,1,109,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,*102,0,0,0,0,,,1|2|6,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3030,Sei-Moonblast召唤物,,221,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,188501,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3031,BleedingJane召唤物,,222,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1886,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3032,Sei触发,,223,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3033,醉酒值,醉酒值,224,2,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3034,Dorothy嘲讽,效果时间内强制攻击嘲讽的发起者,223,1,301,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BlueFlash,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3035,Beer火力上升,Beer火力上升,222,1,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3036,Beer命中上升,Beer命中上升,221,1,103,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3037,Beer护甲上升,Beer护甲上升,220,1,108,1,*101,0,0,1,*202,0,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3038,Brantini火力上升,Brantini火力上升,221,1,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3039,Brantini命中上升,Brantini命中上升,222,1,103,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3040,Sei召唤物,,221,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1888,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3041,Sei-Stella触发,,225,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3042,Stella目标标记,,226,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3043,Sei冷却缩减,,226,1,128,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,90,0,0,0,0,0,0,0,0,0,,,
3044,Stella索敌标记,让sei能找到stella,227,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3045,alma召唤物,,228,1,400,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1889,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3046,alma召唤物,,229,1,400,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1890,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3047,PianoWoman召唤物,,101,1,500,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1899,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3048,PianoWoman闪避上升,闪避上升,230,1,102,1,*101,0,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,202,0,1,YellowFlash,DodgeBuffText,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3049,Boss技能期间换弹,,102,1,500,1,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3050,Boss火力下降,火力下降,205,1,201,1,*101,0,0,1,0,*203,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3051,瓦尔哈拉emoji,,103,1,500,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3052,瓦尔哈拉emoji,,104,1,500,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3053,瓦尔哈拉emoji,,105,1,500,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3054,瓦尔哈拉emoji,,106,1,500,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3055,瓦尔哈拉emoji,,107,1,500,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3056,瓦尔哈拉emoji,,108,1,500,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3057,瓦尔哈拉emoji,,109,1,500,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3058,瓦尔哈拉emoji,,110,1,500,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3059,瓦尔哈拉emoji,,111,1,500,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3060,FringeWeaver火力下降,火力下降,202,1,201,1,180,90,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3061,FringeWeaver火力下降,火力下降,202,1,201,1,186,96,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3062,FringeWeaver火力下降,火力下降,202,1,201,1,192,102,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3063,FringeWeaver火力下降,火力下降,202,1,201,1,201,111,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3064,FringeWeaver火力下降,火力下降,202,1,201,1,207,117,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3065,FringeWeaver火力下降,火力下降,202,1,201,1,213,122,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3066,FringeWeaver火力下降,火力下降,202,1,201,1,219,129,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3067,FringeWeaver火力下降,火力下降,202,1,201,1,228,138,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3068,FringeWeaver火力下降,火力下降,202,1,201,1,234,144,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3069,FringeWeaver火力下降,火力下降,202,1,201,1,240,150,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3070,FringeWeaver命中下降,命中下降,204,1,203,1,180,90,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3071,FringeWeaver命中下降,命中下降,204,1,203,1,186,96,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3072,FringeWeaver命中下降,命中下降,204,1,203,1,192,102,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3073,FringeWeaver命中下降,命中下降,204,1,203,1,201,111,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3074,FringeWeaver命中下降,命中下降,204,1,203,1,207,117,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3075,FringeWeaver命中下降,命中下降,204,1,203,1,213,122,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3076,FringeWeaver命中下降,命中下降,204,1,203,1,219,129,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3077,FringeWeaver命中下降,命中下降,204,1,203,1,228,138,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3078,FringeWeaver命中下降,命中下降,204,1,203,1,234,144,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3079,FringeWeaver命中下降,命中下降,204,1,203,1,240,150,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3080,Dana换弹时长,,112,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3081,DorothyBOSS切状态,,113,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3082,Anna闪避下降,闪避下降,202,5,202,1,*101,0,0,1,0,0,*202,0,0,0,0,0,0,0,0,0,206,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3083,Dorothy命中上升,命中上升,205,1,103,1,*101,0,0,1,0,0,0,*203,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3084,Dorothy闪避上升,闪避上升,222,1,102,1,*101,0,0,1,0,0,*203,0,0,0,0,0,0,0,0,0,202,0,1,YellowFlash,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3085,DanaBoss触发胜利,,113,20,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3086,Jill冷却缩减,,226,1,128,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,*201,0,0,0,0,0,0,0,0,0,,,
3087,Jill火力上升,火力上升,227,1,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3088,Jill射速上升,射速上升,228,1,104,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3089,Beer个位数显示1,,611,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1972,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3090,Beer个位数显示2,,612,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1971,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3091,Beer个位数显示3,,613,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1970,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3092,Beer个位数显示4,,614,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1969,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3093,Beer个位数显示5,,615,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3094,Beer个位数显示6,,616,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1967,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3095,Beer个位数显示7,,617,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1966,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3096,Beer个位数显示8,,618,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1965,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3097,Beer个位数显示9,,619,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1964,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3098,Beer个位数显示0,,620,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1973,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3099,Beer十位数显示1,,621,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1962,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3100,Beer十位数显示2,,622,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1977,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3101,Beer十位数显示3,,623,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1976,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3102,Beer十位数显示4,,624,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1975,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3103,Beer十位数显示5,,625,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1974,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3104,Beer十位数显示6,,626,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3105,Beer十位数显示7,,627,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3106,Beer十位数显示8,,628,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3107,Beer十位数显示9,,629,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3108,Anna火力下降,火力下降,629,5,201,1,*101,0,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3109,Anna特效,,114,1,500,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1981,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3110,Piano Woman2,Piano Woman,523,1,500,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3111,FringeWeaver2,FringeWeaver,527,1,500,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3112,Beer2,Beer,521,1,500,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3113,Brantini2,Brantini,522,1,500,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3114,Moonblast2,Moonblast,524,1,500,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3115,BleedingJane2,BleedingJane,526,1,500,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3116,Beer十位数显示0,,630,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1963,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3117,Beer背景,,631,1,400,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1961,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3121,4式计数,,527,10,500,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3122,ADS射速下降,射速下降,528,5,204,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3123,ADS移速下降,移速下降,529,5,205,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,*201,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3124,ADS触发,,530,1,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3125,ADS敌方标记,,531,5,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3126,ADS自毁触发,,532,1,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3127,ADS随机触发,,533,1,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3128,P30在场标识,,534,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3129,ADS在场标识,,535,1,500,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3130,ADS火力刷新,火力上升,536,1,101,1,*101,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,PowBuffText,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3131,kord技能开启,,537,2,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3132,M1895弹链,M1895重机枪用特殊弹链,538,30,300,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3133,M1895技能开关,,539,2,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3134,M1895命中下降,,540,10,203,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,207,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3135,ADS特效,,541,1,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2329,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3136,测试机触发,,542,1,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3137,测试机触发2,,543,1,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3138,ACR触发,,544,1,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3139,UMP9改造触发,,545,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3140,白色重前排嘲讽,效果时间内强制攻击嘲讽的发起者,546,1,301,1,*101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BlueFlash,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3141,白色重前排防护值1,,547,99,122,1,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,*102,0,0,0,0,0,0,0,0,0,0,0,0,,,
3142,白色重前排防护值触发,触发用,548,5,500,1,152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,*102,0,0,0,0,0,0,0,0,0,0,0,0,,,
3143,白色重前排防护值3,,549,99,122,1,99999,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,*102,0,0,0,0,0,0,0,0,0,0,0,0,,,
3144,白色重前排防护值4,,550,99,122,1,99999,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,*102,0,0,0,0,0,0,0,0,0,0,0,0,,,
3145,白色重前排防护值5,,551,99,122,1,99999,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,*102,0,0,0,0,0,0,0,0,0,0,0,0,,,
3146,白色重前排射速下降,射速下降,552,5,204,1,*102,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3147,白色重前排移速下降,移速下降,553,5,205,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,*202,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3148,装甲狗fixdamage,,554,1,402,1,*101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1000001203,0,0,0,0,0,0,0,,,
3149,P30攻速,攻速上升2,555,1,104,1,*101,1,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,201,0,1,YellowFlash,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3150,白色中排闪避下降,闪避下降,556,3,202,1,*101,0,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,206,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3151,白色中排命中下降,命中下降,557,3,203,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,207,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3152,移速下降,移速下降,558,1,221,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3153,兵工厂减速标记,,559,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3154,兵工厂触发,,560,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3157,沙鹰标记,,563,1,110,1,*102,0,0,1,0,0,0,0,0,0,0,*202,0,0,0,0,203701,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3158,沙鹰标记2,攻击附加标识,564,2,500,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3159,点燃,点燃状态,565,1,403,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3160,HK416主目标,hk416榴弹标记,566,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3161,HK416二技能,,567,10,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3162,判定成功,,594,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3163,判定失败,,595,1,400,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3164,HK416增伤,,596,1,110,1,*102,0,0,1,0,0,0,0,0,0,0,*202,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3165,沙鹰自身触发,,597,1,500,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3166,汉阳造触发,,598,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3167,汉阳造普攻计时,,599,1,500,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
