id,name,description,rank,code,type,group,unlock_lv,basic_effect,search_range,normal_attack,skill,inherent_mission_skill,turn_mission_skill,skill_group,h_weapon_ratio,l_weapon_ratio,reload_ratio,atk_speed_ratio,precision_ratio,hit_ratio,heavy_damage,light_damage,reload,atk_speed,precision,hit,armor,dodge,speed,critical_harm_rate,critical_percent,H_armor_piercing,L_armor_piercing,def_break,energy,energy_bak,night_view_percent,is_addition,is_show,obtain_ids,sp_description,att_roll,bonus_type,interact_point,interact_point_offset,exp_provide,introduction,attack_type,effect_range,custom_type,unable_buff_id,unable_buff_type
2112,vehicle_component-10002112,vehicle_component-20002112,4,Pulse_Cannon,1,112,"1,3,10","4500,4000,4000,4000",20,900107,1:220126,,,"220127,220128,220171",60,0,80,0,90,0,25,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002112,1002,"heavy_damage:1000,precision:1000",,,500,vehicle_component-50002112,1,,1001,,
2113,vehicle_component-10002113,vehicle_component-20002113,4,Armor_Cannon,1,113,"1,3,10","4500,4000,4000,4000",20,900107,1:220129,,,220171,60,0,40,0,50,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002113,1003,"heavy_damage:1000,armor:1000",,,500,vehicle_component-50002113,1,,1001,,
2114,vehicle_component-10002114,vehicle_component-20002114,4,Interference_Gun,3,114,"1,3,10","4500,4000,4000,4000",0,900107,1:770065,,,,0,0,0,0,0,0,0,0,0,0,14,5,0,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002114,4003,"precision:1000,hit:1000,dodge:1000",,,500,vehicle_component-50002114,0,,1003,,
2115,vehicle_component-10002115,vehicle_component-20002115,4,Jammer,3,115,"1,3,10","4500,4000,4000,4000",0,900107,1:770074,,,,0,0,0,0,0,0,0,0,0,0,14,5,0,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002115,4003,"precision:1000,hit:1000,dodge:1000",,,500,vehicle_component-50002115,0,,1003,,
2116,vehicle_component-10002116,vehicle_component-20002116,4,Signal_Tower,3,116,"1,3,10","4500,4000,4000,4000",0,900107,1:770076,,,"770077,770078,770079,770080",0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002116,4002,"precision:1000,hit:1000",,,500,vehicle_component-50002116,0,,1003,,
2117,vehicle_component-10002117,vehicle_component-20002117,4,Smoke_Emitter,3,117,"1,3,10","4500,4000,4000,4000",0,900107,1:770075,,,,0,0,0,0,0,0,0,0,0,0,14,5,0,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002117,4003,"precision:1000,hit:1000,dodge:1000",,,500,vehicle_component-50002117,0,,1003,,
2118,vehicle_component-10002118,vehicle_component-20002118,4,Small_Missile_Launcher,1,118,"1,3,10","4500,4000,4000,4000",20,900107,1:220132,,,220171,65,0,60,0,100,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002118,1001,"heavy_damage:1000,reload:1000",,,500,vehicle_component-50002118,3,1.5,1001,,
2119,vehicle_component-10002119,vehicle_component-20002119,4,Medium_Missile_Launcher,1,119,"1,3,10","4500,4000,4000,4000",20,900107,1:220157,,,220171,80,0,20,0,100,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002119,1001,"heavy_damage:1000,reload:1000",,,500,vehicle_component-50002119,3,6,1001,,
2120,vehicle_component-10002120,vehicle_component-20002120,4,Electromagnetic_Artillery,1,120,"1,3,10","4500,4000,4000,4000",20,900107,1:220161,,,"220162,220163,220164,220165,220171,220226",70,0,40,0,80,0,20,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002120,1004,"heavy_damage:1000,precision:1000",,,500,vehicle_component-50002120,1,,1001,,
2121,vehicle_component-10002121,vehicle_component-20002121,4,ERA,4,121,"1,3,10","4500,4000,4000,4000",0,900107,1:770119,,,770123,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002121,3001,"armor:1000,dodge:1000",,,500,vehicle_component-50002121,0,,1003,,
2122,vehicle_component-10002122,vehicle_component-20002122,4,Rotating_Turret,2,122,"1,3,10","4500,4000,4000,4000",8,770060,1:770057,,,"770058,770059,770061",0,60,0,100,0,100,0,18,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002122,2003,"light_damage:1000,atk_speed:1000,hit:1000",,,500,vehicle_component-50002122,0,,1002,,
2123,vehicle_component-10002123,vehicle_component-20002123,4,UAV_Compartment,3,123,"1,3,10","4500,4000,4000,4000",0,900107,1:770071,,,,0,0,0,0,0,0,0,0,4,3,14,5,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002123,4002,"reload:1000,atk_speed:1000,precision:1000,hit:1000",,,500,vehicle_component-50002123,0,,1003,,
2124,vehicle_component-10002124,vehicle_component-20002124,4,AutoDef,4,124,"1,3,10","4500,4000,4000,4000",0,900107,1:770067,,,"770066,770068,770069,770070",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002124,3002,"armor:1000,dodge:1000",,,500,vehicle_component-50002124,0,,1003,,
2125,vehicle_component-10002125,vehicle_component-20002125,4,PAR,3,125,"1,3,10","4500,4000,4000,4000",0,900107,2:9981,,,770064,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002125,4001,"precision:1000,hit:1000",,,500,vehicle_component-50002125,0,,1003,,
2126,vehicle_component-10002126,vehicle_component-20002126,4,LMGCom,2,140,"1,3,10","4500,4000,4000,4000",8,220210,1:220209,,,,0,60,0,80,0,100,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002126,2001,"atk_speed:1000,hit:1000",,,500,vehicle_component-50002126,0,,1002,,
2127,vehicle_component-10002127,vehicle_component-20002127,4,Protective_Generator,4,141,"1,3,10","4500,4000,4000,4000",0,900107,1:770116,,,770122,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002127,3001,"armor:1000,dodge:1000",,,500,vehicle_component-50002127,0,,1003,,
2128,vehicle_component-10002128,vehicle_component-20002128,4,ElecGun,2,142,"1,3,10","4500,4000,4000,4000",8,220212,1:220211,,,220213,0,120,0,60,0,100,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002128,2004,"light_damage:1000,atk_speed:1000",,,500,vehicle_component-50002128,0,,1002,,
2129,vehicle_component-10002129,vehicle_component-20002129,4,LaserSup,3,143,"1,3,10","4500,4000,4000,4000",0,900107,1:770117,,,770118,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002129,4001,"hit:1000,dodge:1000",,,500,vehicle_component-50002129,0,,1003,,
2130,vehicle_component-10002130,vehicle_component-20002130,4,ShotgunVehicle,2,144,"1,3,10","4500,5000,5000,5000",8,770128,1:770129,,,,0,70,0,90,0,90,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002130,2001,"light_damage:1000,atk_speed:1000",,,1000,vehicle_component-50002130,0,,1002,,
2131,vehicle_component-10002131,vehicle_component-20002131,4,MortarVehicle,1,145,"1,3,10","4500,5000,5000,5000",20,900107,1:770133,,,"220171,770137",80,0,50,0,50,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002131,1003,"heavy_damage:1000,reload:1000",,,1000,vehicle_component-50002131,2,4,1001,,
2132,vehicle_component-10002132,vehicle_component-20002132,4,LaserRangefinder,3,146,"1,3,10","4500,5000,5000,5000",0,900107,1:770134,,,,0,0,0,0,0,0,20,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002132,4003,"heavy_damage:1000,reload:1000,precision:1000",,,1000,vehicle_component-50002132,0,,1003,,
2133,vehicle_component-10002133,vehicle_component-20002133,4,CamouflageNet,4,147,"1,3,10","4500,5000,5000,5000",0,900107,2:9982,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002133,3001,"armor:1000,dodge:1000",,,1000,vehicle_component-50002133,0,,1003,,
2134,vehicle_component-10002134,vehicle_component-20002134,4,GrilleArmor,4,148,"1,3,10","4500,5000,5000,5000",0,900107,1:770131,,,"770130,770132,770136,770135",0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40002134,3001,"armor:1000,dodge:1000",,,1000,vehicle_component-50002134,0,,1003,,
3001,vehicle_component-10003001,vehicle_component-20003001,3,装填芯片,0,129,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003001,5001,reload:1000,,,200,vehicle_component-50003001,0,,1000,,
3002,vehicle_component-10003002,vehicle_component-20003002,3,射速芯片,0,130,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003002,5002,atk_speed:1000,,,200,vehicle_component-50003002,0,,1000,,
3003,vehicle_component-10003003,vehicle_component-20003003,3,精准芯片,0,131,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003003,5001,precision:1000,,,200,vehicle_component-50003003,0,,1000,,
3004,vehicle_component-10003004,vehicle_component-20003004,3,命中芯片,0,132,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003004,5002,hit:1000,,,200,vehicle_component-50003004,0,,1000,,
3005,vehicle_component-10003005,vehicle_component-20003005,3,护甲芯片,0,133,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003005,5004,armor:1000,,,200,vehicle_component-50003005,0,,1000,,
3006,vehicle_component-10003006,vehicle_component-20003006,3,闪避芯片,0,134,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003006,5004,dodge:1000,,,200,vehicle_component-50003006,0,,1000,,
3007,vehicle_component-10003007,vehicle_component-20003007,3,火力芯片,0,135,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003007,5003,"heavy_damage:1000,light_damage:1000",,,200,vehicle_component-50003007,0,,1000,,
3008,vehicle_component-10003008,vehicle_component-20003008,3,全速芯片,0,136,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003008,5003,"reload:1000,atk_speed:1000",,,200,vehicle_component-50003008,0,,1000,,
3009,vehicle_component-10003009,vehicle_component-20003009,3,鹰眼芯片,0,137,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003009,5003,"precision:1000,hit:1000",,,200,vehicle_component-50003009,0,,1000,,
3010,vehicle_component-10003010,vehicle_component-20003010,3,暴击芯片,0,138,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,,vehicle_component-40003010,5002,"critical_harm_rate:1000,critical_percent:1000",,,200,vehicle_component-50003010,0,,1000,,
3011,vehicle_component-10003011,vehicle_component-20003011,3,防御芯片,0,139,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003011,5004,"armor:1000,dodge:1000",,,200,vehicle_component-50003011,0,,1000,,
3012,vehicle_component-10003012,vehicle_component-20003012,3,重武芯片,0,127,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003012,5001,heavy_damage:1000,,,200,vehicle_component-50003012,0,,1000,,
3013,vehicle_component-10003013,vehicle_component-20003013,3,轻武芯片,0,128,"3,10","3000,3000,3000",0,0,,,,,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003013,5002,light_damage:1000,,,200,vehicle_component-50003013,0,,1000,,
3101,vehicle_component-10003101,vehicle_component-20003101,3,MG_Single,2,101,"1,3,10","4500,3000,3000,3000",8,770001,1:770002,,,,0,60,0,100,0,90,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003101,2001,"light_damage:1000,atk_speed:1000",,,200,vehicle_component-50003101,0,,1002,,
3102,vehicle_component-10003102,vehicle_component-20003102,3,RF_AntiTank,2,102,"1,3,10","4500,3000,3000,3000",8,770003,1:770004,,,,0,160,0,35,0,200,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003102,2002,light_damage:1000,,,200,vehicle_component-50003102,0,,1002,,
3103,vehicle_component-10003103,vehicle_component-20003103,3,MG_Multi_Barrel,2,103,"1,3,10","4500,3000,3000,3000",8,770008,1:770009,,,"770010,770009",0,70,0,90,0,90,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003103,2003,"light_damage:1000,atk_speed:1000",,,200,vehicle_component-50003103,0,,1002,,
3104,vehicle_component-10003104,vehicle_component-20003104,3,HMGCom,2,104,"1,3,10","4500,3000,3000,3000",8,220206,1:220205,,,"220207,220208,220219",0,150,0,120,0,60,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003104,2004,"light_damage:1000,hit:1000",,,200,vehicle_component-50003104,0,,1002,,
3105,vehicle_component-10003105,vehicle_component-20003105,3,Searchlight,3,105,"1,3,10","4500,3000,3000,3000",0,900107,1:770006,,,"770005,770007",0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003105,4001,"precision:1000,hit:1000",,,200,vehicle_component-50003105,0,,1003,,
3106,vehicle_component-10003106,vehicle_component-20003106,3,Flame_Ejector,2,106,"1,3,10","4500,3000,3000,3000",8,770053,1:770054,,,,0,60,0,100,0,100,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003106,2002,"light_damage:1000,atk_speed:1000",,,200,vehicle_component-50003106,0,,1002,,
3107,vehicle_component-10003107,vehicle_component-20003107,3,MG_Cannon,2,107,"1,3,10","4500,3000,3000,3000",8,770055,1:770056,,,,0,110,0,60,0,80,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003107,2001,"light_damage:1000,atk_speed:1000",,,200,vehicle_component-50003107,0,,1002,,
3108,vehicle_component-10003108,vehicle_component-20003108,3,GrenadeComponent,1,108,"1,3,10","4500,3000,3000,3000",20,900107,1:220110,,,"220116,220171",50,0,130,0,80,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003108,1001,"heavy_damage:1000,reload:1000",,,200,vehicle_component-50003108,2,1.5,1001,,
3109,vehicle_component-10003109,vehicle_component-20003109,3,Laser_Weapon,1,109,"1,3,10","4500,3000,3000,3000",20,900107,1:220119,,,220171,75,0,80,0,50,0,15,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003109,1002,"heavy_damage:1000,precision:1000",,,200,vehicle_component-50003109,1,,1001,,
3110,vehicle_component-10003110,vehicle_component-20003110,3,Cannon,1,110,"1,3,10","4500,3000,3000,3000",20,900107,1:220111,,,"220159,220171",60,0,50,0,45,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003110,1003,"heavy_damage:1000,reload:1000",,,200,vehicle_component-50003110,1,,1001,,
3111,vehicle_component-10003111,vehicle_component-20003111,3,Flak_Cannon,1,111,"1,3,10","4500,3000,3000,3000",20,900107,1:220125,,,220171,60,0,45,0,50,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003111,1004,"heavy_damage:1000,reload:1000",,,200,vehicle_component-50003111,2,4,1001,,
3112,vehicle_component-10003112,vehicle_component-20003112,3,Pulse_Cannon,1,112,"1,3,10","4500,3000,3000,3000",20,900107,1:220126,,,"220127,220128,220171",60,0,80,0,90,0,20,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003112,1002,"heavy_damage:1000,precision:1000",,,200,vehicle_component-50003112,1,,1001,,
3113,vehicle_component-10003113,vehicle_component-20003113,3,Armor_Cannon,1,113,"1,3,10","4500,3000,3000,3000",20,900107,1:220129,,,220171,60,0,40,0,50,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003113,1003,"heavy_damage:1000,armor:1000",,,200,vehicle_component-50003113,1,,1001,,
3114,vehicle_component-10003114,vehicle_component-20003114,3,Interference_Gun,3,114,"1,3,10","4500,3000,3000,3000",0,900107,1:770065,,,,0,0,0,0,0,0,0,0,0,0,12,4,0,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003114,4003,"precision:1000,hit:1000,dodge:1000",,,200,vehicle_component-50003114,0,,1003,,
3115,vehicle_component-10003115,vehicle_component-20003115,3,Jammer,3,115,"1,3,10","4500,3000,3000,3000",0,900107,1:770074,,,,0,0,0,0,0,0,0,0,0,0,12,4,0,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003115,4003,"precision:1000,hit:1000,dodge:1000",,,200,vehicle_component-50003115,0,,1003,,
3116,vehicle_component-10003116,vehicle_component-20003116,3,Signal_Tower,3,116,"1,3,10","4500,3000,3000,3000",0,900107,1:770076,,,"770077,770078,770079,770080",0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003116,4002,"precision:1000,hit:1000",,,200,vehicle_component-50003116,0,,1003,,
3117,vehicle_component-10003117,vehicle_component-20003117,3,Smoke_Emitter,3,117,"1,3,10","4500,3000,3000,3000",0,900107,1:770075,,,,0,0,0,0,0,0,0,0,0,0,12,4,0,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003117,4003,"precision:1000,hit:1000,dodge:1000",,,200,vehicle_component-50003117,0,,1003,,
3118,vehicle_component-10003118,vehicle_component-20003118,3,Small_Missile_Launcher,1,118,"1,3,10","4500,3000,3000,3000",20,900107,1:220132,,,220171,65,0,60,0,100,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003118,1001,"heavy_damage:1000,reload:1000",,,200,vehicle_component-50003118,3,1.5,1001,,
3119,vehicle_component-10003119,vehicle_component-20003119,3,Medium_Missile_Launcher,1,119,"1,3,10","4500,3000,3000,3000",20,900107,1:220157,,,220171,80,0,20,0,100,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003119,1001,"heavy_damage:1000,reload:1000",,,200,vehicle_component-50003119,3,6,1001,,
3120,vehicle_component-10003120,vehicle_component-20003120,3,Electromagnetic_Artillery,1,120,"1,3,10","4500,3000,3000,3000",20,900107,1:220161,,,"220162,220163,220164,220165,220171,220226",70,0,40,0,80,0,18,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003120,1004,"heavy_damage:1000,precision:1000",,,200,vehicle_component-50003120,1,,1001,,
3121,vehicle_component-10003121,vehicle_component-20003121,3,ERA,4,121,"1,3,10","4500,3000,3000,3000",0,900107,1:770119,,,770123,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003121,3001,"armor:1000,dodge:1000",,,200,vehicle_component-50003121,0,,1003,,
3122,vehicle_component-10003122,vehicle_component-20003122,3,Rotating_Turret,2,122,"1,3,10","4500,3000,3000,3000",8,770060,1:770057,,,"770058,770059,770061",0,60,0,100,0,100,0,15,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003122,2003,"light_damage:1000,atk_speed:1000,hit:1000",,,200,vehicle_component-50003122,0,,1002,,
3123,vehicle_component-10003123,vehicle_component-20003123,3,UAV_Compartment,3,123,"1,3,10","4500,3000,3000,3000",0,900107,1:770071,,,,0,0,0,0,0,0,0,0,3,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003123,4002,"reload:1000,atk_speed:1000,precision:1000,hit:1000",,,200,vehicle_component-50003123,0,,1003,,
3124,vehicle_component-10003124,vehicle_component-20003124,3,AutoDef,4,124,"1,3,10","4500,3000,3000,3000",0,900107,1:770067,,,"770066,770068,770069,770070",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003124,3002,"armor:1000,dodge:1000",,,200,vehicle_component-50003124,0,,1003,,
3125,vehicle_component-10003125,vehicle_component-20003125,3,PAR,3,125,"1,3,10","4500,3000,3000,3000",0,900107,2:9981,,,770064,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003125,4001,"precision:1000,hit:1000",,,200,vehicle_component-50003125,0,,1003,,
3126,vehicle_component-10003126,vehicle_component-20003126,3,LMGCom,2,140,"1,3,10","4500,3000,3000,3000",8,220210,1:220209,,,,0,60,0,80,0,100,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003126,2001,"atk_speed:1000,hit:1000",,,200,vehicle_component-50003126,0,,1002,,
3127,vehicle_component-10003127,vehicle_component-20003127,3,Protective_Generator,4,141,"1,3,10","4500,3000,3000,3000",0,900107,1:770116,,,770122,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003127,3001,"armor:1000,dodge:1000",,,200,vehicle_component-50003127,0,,1003,,
3128,vehicle_component-10003128,vehicle_component-20003128,3,ElecGun,2,142,"1,3,10","4500,3000,3000,3000",8,220212,1:220211,,,220213,0,120,0,60,0,100,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003128,2004,"light_damage:1000,atk_speed:1000",,,200,vehicle_component-50003128,0,,1002,,
3129,vehicle_component-10003129,vehicle_component-20003129,3,LaserSup,3,143,"1,3,10","4500,3000,3000,3000",0,900107,1:770117,,,770118,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003129,4001,"hit:1000,dodge:1000",,,200,vehicle_component-50003129,0,,1003,,
3130,vehicle_component-10003130,vehicle_component-20003130,3,ShotgunVehicle,2,144,"1,3,10","4500,5000,5000,5000",8,770128,1:770129,,,,0,70,0,90,0,90,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003130,2001,"light_damage:1000,atk_speed:1000",,,1000,vehicle_component-50003130,0,,1002,,
3131,vehicle_component-10003131,vehicle_component-20003131,3,MortarVehicle,1,145,"1,3,10","4500,5000,5000,5000",20,900107,1:770133,,,"220171,770137",80,0,50,0,50,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003131,1003,"heavy_damage:1000,reload:1000",,,1000,vehicle_component-50003131,2,4,1001,,
3132,vehicle_component-10003132,vehicle_component-20003132,3,LaserRangefinder,3,146,"1,3,10","4500,5000,5000,5000",0,900107,1:770134,,,,0,0,0,0,0,0,18,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003132,4003,"heavy_damage:1000,reload:1000,precision:1000",,,1000,vehicle_component-50003132,0,,1003,,
3133,vehicle_component-10003133,vehicle_component-20003133,3,CamouflageNet,4,147,"1,3,10","4500,5000,5000,5000",0,900107,2:9982,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003133,3001,"armor:1000,dodge:1000",,,1000,vehicle_component-50003133,0,,1003,,
3134,vehicle_component-10003134,vehicle_component-20003134,3,GrilleArmor,4,148,"1,3,10","4500,5000,5000,5000",0,900107,1:770131,,,"770130,770132,770136,770135",0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,,vehicle_component-40003134,3001,"armor:1000,dodge:1000",,,1000,vehicle_component-50003134,0,,1003,,
