id,type,arg,code,item_name,introduction,rank,sort,initial_num,daily_limit,upper_limit,consume_type,item_access,detail_introduction,is_hide_info
1455,5,1,profilePic_3znq19_K5,item-10001455,item-20001455,1,0,,,0,0,,item-30001455,0
1456,5,1,profilePic_3znq19_Thunder50,item-10001456,item-20001456,1,0,,,0,0,,item-30001456,0
1457,5,1,card_3znq19,item-10001457,item-20001457,1,0,,,0,0,,item-30001457,0
1458,5,1,profilePic_3zncoffee_K2,item-10001458,item-20001458,1,0,,,0,0,,item-30001458,0
1459,5,1,profilePic_sbld19_G28,item-10001459,item-20001459,1,0,,,0,0,,item-30001459,0
1460,5,1,profilePic_sbld19_Dana,item-10001460,item-20001460,1,0,,,0,0,,item-30001460,0
1461,5,1,profilePic_sbld19_IDW,item-10001461,item-20001461,1,0,,,0,0,,item-30001461,0
1462,5,1,profilePic_sbld19_Jill,item-10001462,item-20001462,1,0,,,0,0,,item-30001462,0
1463,5,1,profilePic_sbld19_Dorothy,item-10001463,item-20001463,1,0,,,0,0,,item-30001463,0
1464,5,1,profilePic_sbld19_M870P,item-10001464,item-20001464,1,0,,,0,0,,item-30001464,0
1465,5,1,card_sbld19,item-10001465,item-20001465,1,0,,,0,0,,item-30001465,0
1466,5,1,profilePic_sbld19_Stella_524,item-10001466,item-20001466,1,0,,,0,0,,item-30001466,0
1467,5,1,profilePic_sbld19_Dorothy_525,item-10001467,item-20001467,1,0,,,0,0,,item-30001467,0
1468,5,1,profilePic_sbld19_Dana_526,item-10001468,item-20001468,1,0,,,0,0,,item-30001468,0
1469,5,1,profilePic_sbld19_SEI_527,item-10001469,item-20001469,1,0,,,0,0,,item-30001469,0
1470,5,1,profilePic_sbld19_Alma_528,item-10001470,item-20001470,1,0,,,0,0,,item-30001470,0
1471,5,1,profilePic_sbld19_Jill_529,item-10001471,item-20001471,1,0,,,0,0,,item-30001471,0
1472,5,1,profilePic_etj19_HK416,item-10001472,item-20001472,1,0,,,0,0,,item-30001472,0
1473,5,1,profilePic_etj19_K11,item-10001473,item-20001473,1,0,,,0,0,,item-30001473,0
1474,5,1,profilePic_etj19_UMP45,item-10001474,item-20001474,1,0,,,0,0,,item-30001474,0
1475,5,1,profilePic_etj19_UMP9,item-10001475,item-20001475,1,0,,,0,0,,item-30001475,0
1476,5,1,profilePic_etj19_KSVK,item-10001476,item-20001476,1,0,,,0,0,,item-30001476,0
1477,5,1,profilePic_etj19_OC44,item-10001477,item-20001477,1,0,,,0,0,,item-30001477,0
1478,5,1,profilePic_divedog_2019,item-10001478,item-20001478,1,0,,,0,0,,item-30001478,0
1479,5,1,card_summer19_melon,item-10001479,item-20001479,1,0,,,0,0,,item-30001479,0
1480,5,1,profilePic_summer19_R93,item-10001480,item-20001480,1,0,,,0,0,,item-30001480,0
1481,5,1,profilePic_summer19_Lewis,item-10001481,item-20001481,1,0,,,0,0,,item-30001481,0
1482,5,1,profilePic_summer19_CBJMS,item-10001482,item-20001482,1,0,,,0,0,,item-30001482,0
1483,5,1,profilePic_summer19_Type88,item-10001483,item-20001483,1,0,,,0,0,,item-30001483,0
1484,5,1,profilePic_summer19_4type,item-10001484,item-20001484,1,0,,,0,0,,item-30001484,0
1485,5,1,profilePic_summer19_SPS,item-10001485,item-20001485,1,0,,,0,0,,item-30001485,0
1486,5,1,profilePic_summer19_Z62,item-10001486,item-20001486,1,0,,,0,0,,item-30001486,0
1487,5,1,profilePic_keyboard_G803000,item-10001487,item-20001487,1,0,,,0,0,,item-30001487,0
1488,5,1,profilePic_keyboard_MX8.0,item-10001488,item-20001488,1,0,,,0,0,,item-30001488,0
1489,5,1,profilePic_1zn_JP,item-10001489,item-20001489,1,0,,,0,0,,item-30001489,0
1490,5,1,profilePic_mask_2019summer,item-10001490,item-20001490,0,0,,,0,0,,item-30001490,0
1491,5,1,profilePic_2019summer,item-10001491,item-20001491,1,0,,,0,0,,item-30001491,0
1492,5,1,card_2019summer,item-10001492,item-20001492,1,0,,,0,0,,item-30001492,0
1493,5,1,profilePic_rank5_MP5Mod,item-10001493,item-20001493,1,0,,,0,0,,item-30001493,0
1494,5,1,profilePic_rank6_HK416Mod,item-10001494,item-20001494,1,0,,,0,0,,item-30001494,0
1495,5,1,profilePic_rank4_88typeMod,item-10001495,item-20001495,1,0,,,0,0,,item-30001495,0
1496,5,1,profilePic_rank5_UMP9Mod,item-10001496,item-20001496,1,0,,,0,0,,item-30001496,0
1497,5,1,profilePic_yukata19_ADS,item-10001497,item-20001497,1,0,,,0,0,,item-30001497,0
1498,5,1,profilePic_yukata19_SAT8,item-10001498,item-20001498,1,0,,,0,0,,item-30001498,0
1499,5,1,profilePic_yukata19_G36,item-10001499,item-20001499,1,0,,,0,0,,item-30001499,0
1500,5,1,profilePic_yukata19_M249SAW,item-10001500,item-20001500,1,0,,,0,0,,item-30001500,0
1501,5,1,profilePic_yukata19_OTs12,item-10001501,item-20001501,1,0,,,0,0,,item-30001501,0
1502,5,1,cg_2019summer,item-10001502,item-20001502,1,0,,,0,0,,item-30001502,0
1503,5,1,profilePic_dwxy19_PA15,item-10001503,item-20001503,1,0,,,0,0,,item-30001503,0
1504,5,1,profilePic_dwxy19_95type,item-10001504,item-20001504,1,0,,,0,0,,item-30001504,0
1505,5,1,profilePic_dwxy19_97type,item-10001505,item-20001505,1,0,,,0,0,,item-30001505,0
1506,5,1,profilePic_dwxy19_SR3MP,item-10001506,item-20001506,1,0,,,0,0,,item-30001506,0
1507,5,1,profilePic_dwxy19_Mk23,item-10001507,item-20001507,1,0,,,0,0,,item-30001507,0
1508,5,1,profilePic_dwxy19_M590,item-10001508,item-20001508,1,0,,,0,0,,item-30001508,0
1509,5,1,profilePic_dwxy19_M500,item-10001509,item-20001509,1,0,,,0,0,,item-30001509,0
1510,5,1,profilePic_dwxy19_TMP,item-10001510,item-20001510,1,0,,,0,0,,item-30001510,0
1511,5,1,profilePic_yzcoffee19_r93,item-10001511,item-20001511,1,0,,,0,0,,item-30001511,0
1512,5,1,card_yzcoffee19,item-10001512,item-20001512,1,0,,,0,0,,item-30001512,0
1513,5,1,profilePic_Halloween2019_dog,item-10001513,item-20001513,1,0,,,0,0,,item-30001513,0
1514,5,1,profilePic_Halloween2019_battle,item-10001514,item-20001514,1,0,,,0,0,,item-30001514,0
1515,5,1,card_Halloween2019,item-10001515,item-20001515,1,0,,,0,0,,item-30001515,0
1516,5,1,card_Hallo2019_JP,item-10001516,item-20001516,1,0,,,0,0,,item-30001516,0
1517,5,1,profilePic_Hallo19_QBU88,item-10001517,item-20001517,1,0,,,0,0,,item-30001517,0
1518,5,1,profilePic_Hallo19_G36C,item-10001518,item-20001518,1,0,,,0,0,,item-30001518,0
1519,5,1,profilePic_Hallo19_M870P,item-10001519,item-20001519,1,0,,,0,0,,item-30001519,0
1520,5,1,profilePic_Hallo19_MG3,item-10001520,item-20001520,1,0,,,0,0,,item-30001520,0
1521,5,1,profilePic_Hallo19_KSVK,item-10001521,item-20001521,1,0,,,0,0,,item-30001521,0
1522,5,1,profilePic_Hallo19_97typeS,item-10001522,item-20001522,1,0,,,0,0,,item-30001522,0
1523,5,1,profilePic_Hallo19_PSG1,item-10001523,item-20001523,1,0,,,0,0,,item-30001523,0
1524,5,1,profilePic_Hallo19_CETME556,item-10001524,item-20001524,1,0,,,0,0,,item-30001524,0
1525,5,1,profilePic_Hallo19_UN_SPAS12,item-10001525,item-20001525,1,0,,,0,0,,item-30001525,0
1526,5,1,profilePic_ntr_hk416,item-10001526,item-20001526,1,0,,,0,0,,item-30001526,0
1527,5,1,profilePic_jnb_ak12,item-10001527,item-20001527,1,0,,,0,0,,item-30001527,0
1528,5,1,profilePic_jnb_an94,item-10001528,item-20001528,1,0,,,0,0,,item-30001528,0
1529,5,1,profilePic_jnb_ar15,item-10001529,item-20001529,1,0,,,0,0,,item-30001529,0
1530,5,1,profilePic_jnb_m4a1,item-10001530,item-20001530,1,0,,,0,0,,item-30001530,0
1531,5,1,profilePic_cdb_ro635,item-10001531,item-20001531,1,0,,,0,0,,item-30001531,0
1532,5,1,profilePic_cdb_bingyi,item-10001532,item-20001532,1,0,,,0,0,,item-30001532,0
1533,5,1,profilePic_qbu88_hallocoffee,item-10001533,item-20001533,1,0,,,0,0,,item-30001533,0
1534,5,1,card_hallo2019_coffee,item-10001534,item-20001534,1,0,,,0,0,,item-30001534,0
1535,5,1,profilePic_racing19_Saiga12,item-10001535,item-20001535,1,0,,,0,0,,item-30001535,0
1536,5,1,profilePic_racing19_P22,item-10001536,item-20001536,1,0,,,0,0,,item-30001536,0
1537,5,1,profilePic_racing19_UKM2000,item-10001537,item-20001537,1,0,,,0,0,,item-30001537,0
1538,5,1,profilePic_racing19_M2HB,item-10001538,item-20001538,1,0,,,0,0,,item-30001538,0
1539,5,1,profilePic_racing19_PPK,item-10001539,item-20001539,1,0,,,0,0,,item-30001539,0
1540,5,1,profilePic_Xms19_petdog,item-10001540,item-20001540,1,0,,,0,0,,item-30001540,0
1541,5,1,profilePic_Xms19_bingyi,item-10001541,item-20001541,1,0,,,0,0,,item-30001541,0
1542,5,1,card_Xms19_bingyi,item-10001542,item-20001542,1,0,,,0,0,,item-30001542,0
1543,5,1,profilePic_Xms19_Lewis,item-10001543,item-20001543,1,0,,,0,0,,item-30001543,0
1544,5,1,profilePic_Xms19_HK21,item-10001544,item-20001544,1,0,,,0,0,,item-30001544,0
1545,5,1,profilePic_Xms19_HKCAWS,item-10001545,item-20001545,1,0,,,0,0,,item-30001545,0
1546,5,1,profilePic_Xms19_Type100,item-10001546,item-20001546,1,0,,,0,0,,item-30001546,0
1547,5,1,profilePic_Xms19_PDW,item-10001547,item-20001547,1,0,,,0,0,,item-30001547,0
1548,5,1,profilePic_Xms19_GepardM1,item-10001548,item-20001548,1,0,,,0,0,,item-30001548,0
1549,5,1,profilePic_Xms19_LWMMG,item-10001549,item-20001549,1,0,,,0,0,,item-30001549,0
1550,5,1,profilePic_rank5_APSMod,item-10001550,item-20001550,1,0,,,0,0,,item-30001550,0
1551,5,1,profilePic_rank4_C96Mod,item-10001551,item-20001551,1,0,,,0,0,,item-30001551,0
1552,5,1,profilePic_rank4_MAB38Mod,item-10001552,item-20001552,1,0,,,0,0,,item-30001552,0
1553,5,1,profilePic_rank6_NTW20Mod,item-10001553,item-20001553,1,0,,,0,0,,item-30001553,0
1554,5,1,profilePic_zy2020,item-10001554,item-20001554,1,0,,,0,0,,item-30001554,0
1555,5,1,cg_2020zy,item-10001555,item-20001555,1,0,,,0,0,,item-30001555,0
1556,5,1,profilePic_zy2020_SR3MP,item-10001556,item-20001556,1,0,,,0,0,,item-30001556,0
1557,5,1,profilePic_zy2020_G11,item-10001557,item-20001557,1,0,,,0,0,,item-30001557,0
1558,5,1,profilePic_zy2020_4type,item-10001558,item-20001558,1,0,,,0,0,,item-30001558,0
1559,5,1,profilePic_zy2020_9A91,item-10001559,item-20001559,1,0,,,0,0,,item-30001559,0
1560,5,1,profilePic_zy2020_MG3,item-10001560,item-20001560,1,0,,,0,0,,item-30001560,0
1561,5,1,profilePic_zy2020_M1A1,item-10001561,item-20001561,1,0,,,0,0,,item-30001561,0
1562,5,1,profilePic_zy2020_Falcon,item-10001562,item-20001562,1,0,,,0,0,,item-30001562,0
1563,5,1,card_SopMODII_jr_EN,item-10001563,item-20001563,1,0,,,0,0,,item-30001563,0
1564,5,1,profilePic_3zn_tw,item-10001564,item-20001564,1,0,,,0,0,,item-30001564,0
1565,5,1,profilePic_mask_2020winter,item-10001565,item-20001565,1,0,,,0,0,,item-30001565,0
1566,5,1,profilePic_2020winter,item-10001566,item-20001566,1,0,,,0,0,,item-30001566,0
1567,5,1,card_2020winter,item-10001567,item-20001567,1,0,,,0,0,,item-30001567,0
1568,5,1,profilePic_spring2020_DP12,item-10001568,item-20001568,1,0,,,0,0,,item-30001568,0
1569,5,1,profilePic_spring2020_PA15,item-10001569,item-20001569,1,0,,,0,0,,item-30001569,0
1570,5,1,profilePic_spring2020_PKP,item-10001570,item-20001570,1,0,,,0,0,,item-30001570,0
1571,5,1,profilePic_spring2020_JS9mm,item-10001571,item-20001571,1,0,,,0,0,,item-30001571,0
1572,5,1,profilePic_spring2020_MG36,item-10001572,item-20001572,1,0,,,0,0,,item-30001572,0
1573,5,1,profilePic_spring2020_T91,item-10001573,item-20001573,1,0,,,0,0,,item-30001573,0
1574,5,1,profilePic_spring2020_SPP1,item-10001574,item-20001574,1,0,,,0,0,,item-30001574,0
1575,5,1,profilePic_spring2020_M1895MG,item-10001575,item-20001575,1,0,,,0,0,,item-30001575,0
1576,5,1,profilePic_spring2020_EM2,item-10001576,item-20001576,1,0,,,0,0,,item-30001576,0
1577,5,1,profilePic_spring2020_MG34,item-10001577,item-20001577,1,0,,,0,0,,item-30001577,0
1578,5,1,profilePic_sangvis_Scarecrow,item-10001578,item-20001578,1,0,,,0,0,,item-30001578,0
1579,5,1,profilePic_sangvis_Excutioner,item-10001579,item-20001579,1,0,,,0,0,,item-30001579,0
1580,5,1,profilePic_sangvis_Hunter,item-10001580,item-20001580,1,0,,,0,0,,item-30001580,0
1581,5,1,profilePic_sangvis_Intruder,item-10001581,item-20001581,1,0,,,0,0,,item-30001581,0
1582,5,1,profilePic_sangvis_Destroyer,item-10001582,item-20001582,1,0,,,0,0,,item-30001582,0
1583,5,1,profilePic_sangvis_BossArchitect,item-10001583,item-20001583,1,0,,,0,0,,item-30001583,0
1584,5,1,profilePic_sangvis_Brute,item-10001584,item-20001584,1,0,,,0,0,,item-30001584,0
1585,5,1,profilePic_sangvis_Dragoon,item-10001585,item-20001585,1,0,,,0,0,,item-30001585,0
1586,5,1,profilePic_sangvis_Aegis,item-10001586,item-20001586,1,0,,,0,0,,item-30001586,0
1587,5,1,profilePic_sangvis_Nemeum,item-10001587,item-20001587,1,0,,,0,0,,item-30001587,0
1588,5,1,profilePic_sangvis_Tarantula,item-10001588,item-20001588,1,0,,,0,0,,item-30001588,0
1589,5,1,profilePic_sangvis_Manticore,item-10001589,item-20001589,1,0,,,0,0,,item-30001589,0
1591,5,1,profilePic_sangvis_Ripper,item-10001591,item-20001591,1,0,,,0,0,,item-30001591,0
1592,5,1,profilePic_sangvis_Vespid,item-10001592,item-20001592,1,0,,,0,0,,item-30001592,0
1593,5,1,profilePic_sangvis_Guard,item-10001593,item-20001593,1,0,,,0,0,,item-30001593,0
1594,5,1,profilePic_sangvis_Jaeger,item-10001594,item-20001594,1,0,,,0,0,,item-30001594,0
1595,5,1,profilePic_sangvis_Striker,item-10001595,item-20001595,1,0,,,0,0,,item-30001595,0
1596,5,1,profilePic_sangvis_Dinergate,item-10001596,item-20001596,1,0,,,0,0,,item-30001596,0
1597,5,1,profilePic_sangvis_Scouts,item-10001597,item-20001597,1,0,,,0,0,,item-30001597,0
1598,5,1,profilePic_sangvis_Prowler,item-10001598,item-20001598,1,0,,,0,0,,item-30001598,0
1600,5,1,profilePic_Xmas2019_coffee,item-10001600,item-20001600,1,0,,,0,0,,item-30001600,0
1601,5,1,card_Xmas2019_coffee,item-10001601,item-20001601,1,0,,,0,0,,item-30001601,0
1602,5,1,profilePic_WhiteV2020_98K,item-10001602,item-20001602,1,0,,,0,0,,item-30001602,0
1603,5,1,profilePic_WhiteV2020_M950A,item-10001603,item-20001603,1,0,,,0,0,,item-30001603,0
1604,5,1,profilePic_WhiteV2020_Grizzly,item-10001604,item-20001604,1,0,,,0,0,,item-30001604,0
1605,5,1,profilePic_WhiteV2020_ZastavaM21,item-10001605,item-20001605,1,0,,,0,0,,item-30001605,0
1606,5,1,profilePic_WhiteV2020_M1014,item-10001606,item-20001606,1,0,,,0,0,,item-30001606,0
1607,5,1,profilePic_WhiteV2020_APS,item-10001607,item-20001607,1,0,,,0,0,,item-30001607,0
1608,5,1,profilePic_WhiteV2020_FNFNC,item-10001608,item-20001608,1,0,,,0,0,,item-30001608,0
1609,5,1,profilePic_WhiteV2020_RMB93,item-10001609,item-20001609,1,0,,,0,0,,item-30001609,0
1610,5,1,profilePic_WhiteV2020_PM,item-10001610,item-20001610,1,0,,,0,0,,item-30001610,0
1611,5,1,profilePic_M950A_2020WhiteV,item-10001611,item-20001611,1,0,,,0,0,,item-30001611,0
1612,5,1,profilePic_LOGO_2020WhiteV,item-10001612,item-20001612,1,0,,,0,0,,item-30001612,0
1613,5,1,card_2020WhiteV,item-10001613,item-20001613,1,0,,,0,0,,item-30001613,0
1614,5,1,cg_2020WhiteV,item-10001614,item-20001614,1,0,,,0,0,,item-30001614,0
1615,5,1,card_1million_EN,item-10001615,item-20001615,1,0,,,0,0,,item-30001615,0
1616,5,1,profilePic_rank6_M950AMod,item-10001616,item-20001616,1,0,,,0,0,,item-30001616,0
1617,5,1,profilePic_rank4_M500Mod,item-10001617,item-20001617,1,0,,,0,0,,item-30001617,0
1618,5,1,profilePic_rank4_GSH18Mod,item-10001618,item-20001618,1,0,,,0,0,,item-30001618,0
1619,5,1,profilePic_rank5_KSVKMod,item-10001619,item-20001619,1,0,,,0,0,,item-30001619,0
1620,5,1,profilePic_Pajamas2020_AA12,item-10001620,item-20001620,1,0,,,0,0,,item-30001620,0
1621,5,1,profilePic_Pajamas2020_PA15,item-10001621,item-20001621,1,0,,,0,0,,item-30001621,0
1622,5,1,profilePic_Pajamas2020_A91,item-10001622,item-20001622,1,0,,,0,0,,item-30001622,0
1623,5,1,profilePic_Pajamas2020_P30,item-10001623,item-20001623,1,0,,,0,0,,item-30001623,0
1624,5,1,profilePic_Pajamas2020_PP1901,item-10001624,item-20001624,1,0,,,0,0,,item-30001624,0
1625,5,1,profilePic_Pajamas2020_NS2000,item-10001625,item-20001625,1,0,,,0,0,,item-30001625,0
1626,5,1,profilePic_MF2_M200,item-10001626,item-20001626,1,0,,,0,0,,item-30001626,0
1627,5,1,profilePic_mask_2years_us,item-10001627,item-20001627,1,0,,,0,0,,item-30001627,0
1628,5,1,profilePic_mask_4years,item-10001628,item-20001628,1,0,,,0,0,,item-30001628,0
1629,5,1,profilePic_Anniversary2020_OTs14,item-10001629,item-20001629,1,0,,,0,0,,item-30001629,0
1630,5,1,profilePic_Anniversary2020_M200,item-10001630,item-20001630,1,0,,,0,0,,item-30001630,0
1631,5,1,profilePic_Anniversary2020_QBU88,item-10001631,item-20001631,1,0,,,0,0,,item-30001631,0
1632,5,1,profilePic_Anniversary2020_RO635,item-10001632,item-20001632,1,0,,,0,0,,item-30001632,0
1633,5,1,profilePic_Anniversary2020_M4A1,item-10001633,item-20001633,1,0,,,0,0,,item-30001633,0
1634,5,1,profilePic_Anniversary2020_M16A1,item-10001634,item-20001634,1,0,,,0,0,,item-30001634,0
1635,5,1,profilePic_Anniversary2020_M4 SOPMOD II,item-10001635,item-20001635,1,0,,,0,0,,item-30001635,0
1636,5,1,profilePic_Anniversary2020_AR15,item-10001636,item-20001636,1,0,,,0,0,,item-30001636,0
1637,5,1,profilePic_Anniversary2020_KSVK,item-10001637,item-20001637,1,0,,,0,0,,item-30001637,0
1638,5,1,profilePic_Anniversary2020_Saiga12,item-10001638,item-20001638,1,0,,,0,0,,item-30001638,0
1639,5,1,profilePic_Anniversary2020_ZasM76,item-10001639,item-20001639,1,0,,,0,0,,item-30001639,0
1640,5,1,profilePic_Anniversary2020_M1911,item-10001640,item-20001640,1,0,,,0,0,,item-30001640,0
1641,5,1,profilePic_Carnival2020_M4A1,item-10001641,item-20001641,1,0,,,0,0,,item-30001641,0
1642,5,1,profilePic_Carnival2020_M4 SOPMOD II,item-10001642,item-20001642,1,0,,,0,0,,item-30001642,0
1643,5,1,profilePic_Carnival2020_AR15,item-10001643,item-20001643,1,0,,,0,0,,item-30001643,0
1644,5,1,profilePic_Carnival2020_M16A1,item-10001644,item-20001644,1,0,,,0,0,,item-30001644,0
1645,5,1,profilePic_Carnival2020_RO635,item-10001645,item-20001645,1,0,,,0,0,,item-30001645,0
1646,5,1,profilePic_Carnival2020_UMP45,item-10001646,item-20001646,1,0,,,0,0,,item-30001646,0
1647,5,1,profilePic_Carnival2020_UMP9,item-10001647,item-20001647,1,0,,,0,0,,item-30001647,0
1648,5,1,profilePic_Carnival2020_HK416,item-10001648,item-20001648,1,0,,,0,0,,item-30001648,0
1649,5,1,profilePic_Carnival2020_G11,item-10001649,item-20001649,1,0,,,0,0,,item-30001649,0
1650,5,1,profilePic_Carnival2020_UMP40,item-10001650,item-20001650,1,0,,,0,0,,item-30001650,0
1651,5,1,profilePic_mask_4years_A,item-10001651,item-20001651,1,0,,,0,0,,item-30001651,0
1652,5,1,profilePic_mask_4years_B,item-10001652,item-20001652,1,0,,,0,0,,item-30001652,0
1653,5,1,profilePic_mask_4years_C,item-10001653,item-20001653,1,0,,,0,0,,item-30001653,0
1654,5,1,card_4znq20,item-10001654,item-20001654,1,0,,,0,0,,item-30001654,0
1655,5,1,card_4znq20_B,item-10001655,item-20001655,1,0,,,0,0,,item-30001655,0
1656,5,1,profilePic_NewYear2020,item-10001656,item-20001656,1,0,,,0,0,,item-30001656,0
1657,5,1,card_NewYear2020,item-10001657,item-20001657,1,0,,,0,0,,item-30001657,0
1658,5,1,profilePic_Zas_SP,item-10001658,item-20001658,1,0,,,0,0,,item-30001658,0
1659,5,1,profilePic_G36_GiftSP2020,item-10001659,item-20001659,1,0,,,0,0,,item-30001659,0
1660,5,1,profilePic_Children2020_AKAlfa,item-10001660,item-20001660,1,0,,,0,0,,item-30001660,0
1661,5,1,profilePic_Children2020_BrowningHP,item-10001661,item-20001661,1,0,,,0,0,,item-30001661,0
1662,5,1,profilePic_Children2020_X95,item-10001662,item-20001662,1,0,,,0,0,,item-30001662,0
1663,5,1,profilePic_Children2020_FAMAS,item-10001663,item-20001663,1,0,,,0,0,,item-30001663,0
1664,5,1,profilePic_Children2020_T5000,item-10001664,item-20001664,1,0,,,0,0,,item-30001664,0
1665,5,1,profilePic_Children2020_TMP,item-10001665,item-20001665,1,0,,,0,0,,item-30001665,0
1666,5,1,profilePic_Children2020_EVO3,item-10001666,item-20001666,1,0,,,0,0,,item-30001666,0
1667,5,1,profilePic_chy2020SP_AK12,item-10001667,item-20001667,1,0,,,0,0,,item-30001667,0
1668,5,1,profilePic_YZ2020_357,item-10001668,item-20001668,1,0,,,0,0,,item-30001668,0
1669,5,1,card_YZ2020,item-10001669,item-20001669,1,0,,,0,0,,item-30001669,0
1670,5,1,profilePic_YZ2020_A,item-10001670,item-20001670,1,0,,,0,0,,item-30001670,0
1671,5,1,profilePic_YZ2020_B,item-10001671,item-20001671,1,0,,,0,0,,item-30001671,0
1672,5,1,profilePic_bonus3_Korea3year,item-10001672,item-20001672,1,0,,,0,0,,item-30001672,0
1673,5,1,profilePic_Gunslinger_ClaesCg,item-10001673,item-20001673,1,0,,,0,0,,item-30001673,0
1674,5,1,profilePic_Gunslinger_TrielaCg,item-10001674,item-20001674,1,0,,,0,0,,item-30001674,0
1675,5,1,profilePic_Gunslinger_RicoCg,item-10001675,item-20001675,1,0,,,0,0,,item-30001675,0
1676,5,1,profilePic_Gunslinger_AngelicaCg,item-10001676,item-20001676,1,0,,,0,0,,item-30001676,0
1677,5,1,profilePic_Gunslinger_HenriettaCg,item-10001677,item-20001677,1,0,,,0,0,,item-30001677,0
1678,5,1,card_Gunslinger_Rico,item-10001678,item-20001678,1,0,,,0,0,,item-30001678,0
1679,5,1,card_Gunslinger_Triela,item-10001679,item-20001679,1,0,,,0,0,,item-30001679,0
1680,5,1,profilePic_Gunslinger_Triela,item-10001680,item-20001680,1,0,,,0,0,,item-30001680,0
1681,5,1,profilePic_Gunslinger_Rico,item-10001681,item-20001681,1,0,,,0,0,,item-30001681,0
1682,5,1,profilePic_Gunslinger_Angelica,item-10001682,item-20001682,1,0,,,0,0,,item-30001682,0
1683,5,1,profilePic_Gunslinger_Henrietta,item-10001683,item-20001683,1,0,,,0,0,,item-30001683,0
1684,5,1,profilePic_Gunslinger_Claes,item-10001684,item-20001684,1,0,,,0,0,,item-30001684,0
1685,5,1,profilePic_bonus_2yearsJP,item-10001685,item-20001685,1,0,,,0,0,,item-30001685,0
1686,5,1,profilePic_mask_2years_jp,item-10001686,item-20001686,1,0,,,0,0,,item-30001686,0
1687,5,1,profilePic_YZ2020_JS9mm,item-10001687,item-20001687,1,0,,,0,0,,item-30001687,0
1688,5,1,profilePic_YZ2020_ZB26,item-10001688,item-20001688,1,0,,,0,0,,item-30001688,0
1689,5,1,profilePic_YZ2020_SL8,item-10001689,item-20001689,1,0,,,0,0,,item-30001689,0
1690,5,1,profilePic_YZ2020_PP19,item-10001690,item-20001690,1,0,,,0,0,,item-30001690,0
1691,5,1,profilePic_YZ2020_KAC,item-10001691,item-20001691,1,0,,,0,0,,item-30001691,0
1692,5,1,profilePic_YZ2020_Ak5,item-10001692,item-20001692,1,0,,,0,0,,item-30001692,0
1693,5,1,profilePic_YZ2020_FN49,item-10001693,item-20001693,1,0,,,0,0,,item-30001693,0
1694,5,1,cg_Gunslinger_A,item-10001694,item-20001694,1,0,,,0,0,,item-30001694,0
1695,5,1,cg_Gunslinger_B,item-10001695,item-20001695,1,0,,,0,0,,item-30001695,0
1696,5,1,cg_Gunslinger_C,item-10001696,item-20001696,1,0,,,0,0,,item-30001696,0
1697,5,1,profilePic_Fetter_ticket,item-10001697,item-20001697,1,0,,,0,0,,item-30001697,0
1698,5,1,card_Fetter_GoldenCard,item-10001698,item-20001698,1,0,,,0,0,,item-30001698,0
1699,5,1,card_Fetter_Straightflush,item-10001699,item-20001699,1,0,,,0,0,,item-30001699,0
1700,5,1,profilePic_Fetter_cardKing,item-10001700,item-20001700,1,0,,,0,0,,item-30001700,0
1701,5,1,card_Fetter_memoryShadows,item-10001701,item-20001701,1,0,,,0,0,,item-30001701,0
1702,5,1,profilePic_Summer2020_coremask,item-10001702,item-20001702,1,0,,,0,0,,item-30001702,0
1703,5,1,profilePic_Summer2020_Architect,item-10001703,item-20001703,1,0,,,0,0,,item-30001703,0
1704,5,1,profilePic_Summer2020_Gager,item-10001704,item-20001704,1,0,,,0,0,,item-30001704,0
1705,5,1,card_Summer2020,item-10001705,item-20001705,1,0,,,0,0,,item-30001705,0
1706,5,1,cg_Summer2020,item-10001706,item-20001706,1,0,,,0,0,,item-30001706,0
1707,5,1,profilePic_rank6_G11Mod,item-10001707,item-20001707,1,0,,,0,0,,item-30001707,0
1708,5,1,profilePic_rank4_SuperSASSMod,item-10001708,item-20001708,1,0,,,0,0,,item-30001708,0
1709,5,1,profilePic_rank6_RO635Mod,item-10001709,item-20001709,1,0,,,0,0,,item-30001709,0
1710,5,1,profilePic_rank5_97typeSMod,item-10001710,item-20001710,1,0,,,0,0,,item-30001710,0
1711,5,1,profilePic_Armor2020_NTW20,item-10001711,item-20001711,1,0,,,0,0,,item-30001711,0
1712,5,1,profilePic_Armor2020_AUG,item-10001712,item-20001712,1,0,,,0,0,,item-30001712,0
1713,5,1,profilePic_Armor2020_M1891,item-10001713,item-20001713,1,0,,,0,0,,item-30001713,0
1714,5,1,profilePic_Armor2020_Mk48,item-10001714,item-20001714,1,0,,,0,0,,item-30001714,0
1715,5,1,profilePic_Armor2020_M1897,item-10001715,item-20001715,1,0,,,0,0,,item-30001715,0
1716,5,1,profilePic_sangvis_Weaver,item-10001716,item-20001716,1,0,,,0,0,,item-30001716,0
1717,5,1,profilePic_sangvis_Ripper_SWAP,item-10001717,item-20001717,1,0,,,0,0,,item-30001717,0
1718,5,1,profilePic_Edo2020_DP12,item-10001718,item-20001718,1,0,,,0,0,,item-30001718,0
1719,5,1,profilePic_Edo2020_MG5,item-10001719,item-20001719,1,0,,,0,0,,item-30001719,0
1720,5,1,profilePic_Edo2020_MG36,item-10001720,item-20001720,1,0,,,0,0,,item-30001720,0
