id,type,gem_pay,gem,double_gem_pay,double_gem,mp,ammo,mre,part,icon,month_card_type,quota_num,prize_id,classification_id,description,clear_type,clear_parameter
10249,6,640,640,640,640,0,0,0,0,,,1,8530,0,,0,
10250,6,1000,1000,1000,1000,0,0,0,0,,,1,8531,0,,0,
10251,6,315,315,315,315,0,0,0,0,,,1,8532,0,,0,
10252,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10253,6,640,640,640,640,0,0,0,0,,,1,8533,0,,0,
10254,6,1000,1000,1000,1000,0,0,0,0,,,1,8534,0,,0,
10255,6,315,315,315,315,0,0,0,0,,,1,8535,0,,0,
10256,6,640,640,640,640,0,0,0,0,,,1,8536,0,,0,
10257,6,1000,1000,1000,1000,0,0,0,0,,,1,8537,0,,0,
10258,6,315,315,315,315,0,0,0,0,,,1,8538,0,,0,
10259,10,640,640,640,640,0,0,0,0,,,1,8539,3005,,0,
10260,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10261,6,640,640,640,640,0,0,0,0,,,1,8540,0,,0,
10262,6,1000,1000,1000,1000,0,0,0,0,,,1,8541,0,,0,
10263,6,315,315,315,315,0,0,0,0,,,1,8542,0,,0,
10264,10,640,640,640,640,0,0,0,0,,,1,8543,3005,,0,
10265,21,450,450,450,450,0,0,0,0,,,3,1976,6003,,0,
10267,21,1000,1000,1000,1000,0,0,0,0,,,2,1977,6003,,0,
10268,21,1630,1630,1630,1630,0,0,0,0,,,1,1978,6003,,0,
10269,6,640,640,640,640,0,0,0,0,,,1,8544,0,,0,
10270,6,1000,1000,1000,1000,0,0,0,0,,,1,8545,0,,0,
10271,6,315,315,315,315,0,0,0,0,,,1,8546,0,,0,
10272,10,640,640,640,640,0,0,0,0,,,1,8547,3005,,0,
10273,21,315,315,315,315,0,0,0,0,,,1,1995,6003,,0,
10274,21,765,765,765,765,0,0,0,0,,,1,1996,6003,,0,
10275,21,2070,2070,2070,2070,0,0,0,0,,,1,1990,6003,,0,
10276,21,515,515,515,515,0,0,0,0,,,5,1991,6003,,0,
10277,21,450,450,450,450,0,0,0,0,,,3,1992,6003,,0,
10278,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10279,6,640,640,640,640,0,0,0,0,,,1,8548,0,,0,
10280,6,1000,1000,1000,1000,0,0,0,0,,,1,8549,0,,0,
10281,6,315,315,315,315,0,0,0,0,,,1,8550,0,,0,
10282,10,640,640,640,640,0,0,0,0,,,1,8551,3005,,0,
10283,6,640,640,640,640,0,0,0,0,,,1,8552,0,,0,
10284,6,1000,1000,1000,1000,0,0,0,0,,,1,8553,0,,0,
10285,6,315,315,315,315,0,0,0,0,,,1,8554,0,,0,
10286,10,640,640,640,640,0,0,0,0,,,1,8555,3005,,0,
10287,21,390,390,390,390,0,0,0,0,,,5,2233,6003,,0,
10288,21,835,835,835,835,0,0,0,0,,,2,2234,6003,,0,
10289,21,1750,1750,1750,1750,0,0,0,0,,,1,2235,6003,,0,
10290,21,1980,1980,1980,1980,0,0,0,0,,,1,2236,6003,,0,
10291,21,1000,1000,1000,1000,0,0,0,0,,,2,2237,6003,,0,
10292,21,515,515,515,515,0,0,0,0,,,3,2238,6003,,0,
10293,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10294,6,640,640,640,640,0,0,0,0,,,1,8556,0,,0,
10295,6,1000,1000,1000,1000,0,0,0,0,,,1,8557,0,,0,
10296,6,315,315,315,315,0,0,0,0,,,1,8558,0,,0,
10297,10,640,640,640,640,0,0,0,0,,,1,8559,3005,,0,
10298,6,640,640,640,640,0,0,0,0,,,1,8560,0,,0,
10299,6,1000,1000,1000,1000,0,0,0,0,,,1,8561,0,,0,
10319,24,315,315,315,315,0,0,0,0,,,1,30037,0,,0,
10320,25,300,300,300,300,0,0,0,0,,,1,30051,0,,0,
10321,25,350,350,350,350,0,0,0,0,,,1,30052,0,,0,
10322,25,300,300,300,300,0,0,0,0,,,1,30053,0,,0,
10323,25,300,300,300,300,0,0,0,0,,,1,30054,0,,0,
10324,25,450,450,450,450,0,0,0,0,,,1,30055,0,,0,
10325,25,300,300,300,300,0,0,0,0,,,1,30056,0,,0,
10326,25,1000,1000,1000,1000,0,0,0,0,,,1,30057,0,,0,
10327,6,640,640,640,640,0,0,0,0,,,1,8524,0,,0,
10328,6,1000,1000,1000,1000,0,0,0,0,,,1,8525,0,,0,
10329,6,315,315,315,315,0,0,0,0,,,1,8526,0,,0,
10330,21,515,515,515,515,0,0,0,0,,,5,7545,6003,,0,
10331,21,515,515,515,515,0,0,0,0,,,5,7546,6003,,0,
10332,21,315,315,315,315,0,0,0,0,,,10,7547,6003,,0,
10333,21,2070,2070,2070,2070,0,0,0,0,,,1,7579,6003,,0,
10334,21,1000,1000,1000,1000,0,0,0,0,,,1,7580,6003,,0,
10335,21,515,515,515,515,0,0,0,0,,,5,7581,6003,,0,
10336,21,515,515,515,515,0,0,0,0,,,5,7582,6003,,0,
10337,21,1000,1000,1000,1000,0,0,0,0,,,2,7583,6003,,0,
10338,21,450,450,450,450,0,0,0,0,,,3,7584,6003,,0,
10339,21,1630,1630,1630,1630,0,0,0,0,,,1,7570,6003,,0,
10340,21,1630,1630,1630,1630,0,0,0,0,,,1,7571,6003,,0,
10341,21,1630,1630,1630,1630,0,0,0,0,,,1,7572,6003,,0,
10342,21,1630,1630,1630,1630,0,0,0,0,,,1,7573,6003,,0,
10343,21,1630,1630,1630,1630,0,0,0,0,,,1,7574,6003,,0,
10344,21,1630,1630,1630,1630,0,0,0,0,,,1,7575,6003,,0,
10345,6,640,640,640,640,0,0,0,0,,,1,8527,0,,0,
10346,6,1000,1000,1000,1000,0,0,0,0,,,1,8528,0,,0,
10347,6,315,315,315,315,0,0,0,0,,,1,8529,0,,0,
10348,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10349,6,640,640,640,640,0,0,0,0,,,1,8530,0,,0,
10350,6,1000,1000,1000,1000,0,0,0,0,,,1,8531,0,,0,
10351,6,315,315,315,315,0,0,0,0,,,1,8532,0,,0,
10352,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10353,6,640,640,640,640,0,0,0,0,,,1,8533,0,,0,
10354,6,1000,1000,1000,1000,0,0,0,0,,,1,8534,0,,0,
10355,6,315,315,315,315,0,0,0,0,,,1,8535,0,,0,
10356,6,640,640,640,640,0,0,0,0,,,1,8536,0,,0,
10357,6,1000,1000,1000,1000,0,0,0,0,,,1,8537,0,,0,
10358,6,315,315,315,315,0,0,0,0,,,1,8538,0,,0,
10359,10,640,640,640,640,0,0,0,0,,,1,8539,3005,,0,
10360,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10361,6,640,640,640,640,0,0,0,0,,,1,8540,0,,0,
10362,6,1000,1000,1000,1000,0,0,0,0,,,1,8541,0,,0,
10363,6,315,315,315,315,0,0,0,0,,,1,8542,0,,0,
10364,10,640,640,640,640,0,0,0,0,,,1,8543,3005,,0,
10365,21,450,450,450,450,0,0,0,0,,,3,1976,6003,,0,
10367,21,1000,1000,1000,1000,0,0,0,0,,,2,1977,6003,,0,
10368,21,1630,1630,1630,1630,0,0,0,0,,,1,1978,6003,,0,
10369,6,640,640,640,640,0,0,0,0,,,1,8544,0,,0,
10370,6,1000,1000,1000,1000,0,0,0,0,,,1,8545,0,,0,
10371,6,315,315,315,315,0,0,0,0,,,1,8546,0,,0,
10372,10,640,640,640,640,0,0,0,0,,,1,8547,3005,,0,
10373,21,315,315,315,315,0,0,0,0,,,1,1995,6003,,0,
10374,21,765,765,765,765,0,0,0,0,,,1,1996,6003,,0,
10375,21,2070,2070,2070,2070,0,0,0,0,,,1,1990,6003,,0,
10376,21,515,515,515,515,0,0,0,0,,,5,1991,6003,,0,
10377,21,450,450,450,450,0,0,0,0,,,3,1992,6003,,0,
10378,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10379,6,640,640,640,640,0,0,0,0,,,1,8548,0,,0,
10380,6,1000,1000,1000,1000,0,0,0,0,,,1,8549,0,,0,
10381,6,315,315,315,315,0,0,0,0,,,1,8550,0,,0,
10382,10,640,640,640,640,0,0,0,0,,,1,8551,3005,,0,
10383,6,640,640,640,640,0,0,0,0,,,1,8552,0,,0,
10384,6,1000,1000,1000,1000,0,0,0,0,,,1,8553,0,,0,
10385,6,315,315,315,315,0,0,0,0,,,1,8554,0,,0,
10386,10,640,640,640,640,0,0,0,0,,,1,8555,3005,,0,
10387,21,390,390,390,390,0,0,0,0,,,5,2233,6003,,0,
10388,21,835,835,835,835,0,0,0,0,,,2,2234,6003,,0,
10389,21,1750,1750,1750,1750,0,0,0,0,,,1,2235,6003,,0,
10390,21,1980,1980,1980,1980,0,0,0,0,,,1,2236,6003,,0,
10391,21,1000,1000,1000,1000,0,0,0,0,,,2,2237,6003,,0,
10392,21,515,515,515,515,0,0,0,0,,,3,2238,6003,,0,
10393,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10394,6,640,640,640,640,0,0,0,0,,,1,8556,0,,0,
10395,6,1000,1000,1000,1000,0,0,0,0,,,1,8557,0,,0,
10396,6,315,315,315,315,0,0,0,0,,,1,8558,0,,0,
10397,10,640,640,640,640,0,0,0,0,,,1,8559,3005,,0,
10398,6,640,640,640,640,0,0,0,0,,,1,8560,0,,0,
10399,6,1000,1000,1000,1000,0,0,0,0,,,1,8561,0,,0,
10400,6,315,315,315,315,0,0,0,0,,,1,8562,0,,0,
10430,10,640,640,640,640,0,0,0,0,,,1,8563,3005,,0,
10431,21,350,350,350,350,0,0,0,0,,,2,2361,6003,,0,
10432,21,740,740,740,740,0,0,0,0,,,2,2362,6003,,0,
10433,21,1610,1610,1610,1610,0,0,0,0,,,1,2363,6003,,0,
10434,6,640,640,640,640,0,0,0,0,,,1,8564,0,,0,
10435,6,1000,1000,1000,1000,0,0,0,0,,,1,8565,0,,0,
10436,6,315,315,315,315,0,0,0,0,,,1,8566,0,,0,
10437,10,640,640,640,640,0,0,0,0,,,1,8567,3005,,0,
10438,21,2020,2020,2020,2020,0,0,0,0,,,1,2383,6003,,0,
10439,21,2020,2020,2020,2020,0,0,0,0,,,1,2384,6003,,0,
10440,21,350,350,350,350,0,0,0,0,,,5,2440,6003,,0,
10441,21,740,740,740,740,0,0,0,0,,,2,2441,6003,,0,
10442,21,1610,1610,1610,1610,0,0,0,0,,,1,2442,6003,,0,
10443,6,640,640,640,640,0,0,0,0,,,1,8568,0,,0,
10444,6,1000,1000,1000,1000,0,0,0,0,,,1,8569,0,,0,
10445,6,315,315,315,315,0,0,0,0,,,1,8570,0,,0,
10446,10,640,640,640,640,0,0,0,0,,,1,8571,3005,,0,
10447,21,350,350,350,350,0,0,0,0,,,5,2501,6003,,0,
10448,21,740,740,740,740,0,0,0,0,,,2,2502,6003,,0,
10449,21,740,740,740,740,0,0,0,0,,,2,2503,6003,,0,
10450,6,640,640,640,640,0,0,0,0,,,1,8572,0,,0,
10451,6,1000,1000,1000,1000,0,0,0,0,,,1,8573,0,,0,
10452,6,315,315,315,315,0,0,0,0,,,1,8574,0,,0,
10453,10,640,640,640,640,0,0,0,0,,,1,8575,3005,,0,
10454,21,350,350,350,350,0,0,0,0,,,2,2575,6003,,0,
10455,21,740,740,740,740,0,0,0,0,,,2,2576,6003,,0,
10456,21,1610,1610,1610,1610,0,0,0,0,,,1,2577,6003,,0,
10457,6,640,640,640,640,0,0,0,0,,,1,8576,0,,0,
10458,6,1000,1000,1000,1000,0,0,0,0,,,1,8577,0,,0,
10459,6,315,315,315,315,0,0,0,0,,,1,8578,0,,0,
10460,10,640,640,640,640,0,0,0,0,,,1,8579,3005,,0,
10461,6,640,640,640,640,0,0,0,0,,,1,8580,0,,0,
10462,6,1000,1000,1000,1000,0,0,0,0,,,1,8581,0,,0,
10463,6,315,315,315,315,0,0,0,0,,,1,8582,0,,0,
10464,10,640,640,640,640,0,0,0,0,,,1,8583,3005,,0,
10465,10,640,640,640,640,0,0,0,0,,,1,8584,3005,,0,
10466,21,350,350,350,350,0,0,0,0,,,2,2636,6003,,0,
10467,21,740,740,740,740,0,0,0,0,,,2,2637,6003,,0,
10468,21,740,740,740,740,0,0,0,0,,,2,2638,6003,,0,
10469,21,1610,1610,1610,1610,0,0,0,0,,,2,2639,6003,,0,
10470,21,1370,1370,1370,1370,0,0,0,0,,,1,2695,6003,,0,
10471,21,1370,1370,1370,1370,0,0,0,0,,,1,2696,6003,,0,
10472,21,1370,1370,1370,1370,0,0,0,0,,,1,2697,6003,,0,
10473,21,1370,1370,1370,1370,0,0,0,0,,,1,2698,6003,,0,
10474,6,640,640,640,640,0,0,0,0,,,1,8585,0,,0,
10475,6,1000,1000,1000,1000,0,0,0,0,,,1,8586,0,,0,
10476,6,315,315,315,315,0,0,0,0,,,1,8587,0,,0,
10477,10,640,640,640,640,0,0,0,0,,,1,8588,3005,,0,
10478,10,640,640,640,640,0,0,0,0,,,1,8589,3005,,0,
10479,6,640,640,640,640,0,0,0,0,,,1,8590,0,,0,
10480,6,1000,1000,1000,1000,0,0,0,0,,,1,8591,0,,0,
10481,6,315,315,315,315,0,0,0,0,,,1,8592,0,,0,
10482,10,640,640,640,640,0,0,0,0,,,1,8593,3005,,0,
10483,10,640,640,640,640,0,0,0,0,,,1,8594,3005,,0,
10484,21,400,400,400,400,0,0,0,0,,,5,2738,6003,,0,
10485,21,780,780,780,780,0,0,0,0,,,2,2739,6003,,0,
10486,21,1650,1650,1650,1650,0,0,0,0,,,1,2740,6003,,0,
10487,21,400,400,400,400,0,0,0,0,,,5,2741,6003,,0,
10488,21,780,780,780,780,0,0,0,0,,,2,2742,6003,,0,
10489,21,1650,1650,1650,1650,0,0,0,0,,,1,2743,6003,,0,
10490,21,1650,1650,1650,1650,0,0,0,0,,,1,2744,6003,,0,
10491,21,1050,1050,1050,1050,0,0,0,0,,,2,2745,6003,,0,
10492,21,515,515,515,515,0,0,0,0,,,3,2746,6003,,0,
10493,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10494,6,640,640,640,640,0,0,0,0,,,1,8595,0,,0,
10495,6,1000,1000,1000,1000,0,0,0,0,,,1,8596,0,,0,
10496,6,315,315,315,315,0,0,0,0,,,1,8597,0,,0,
10497,10,640,640,640,640,0,0,0,0,,,1,8598,3005,,0,
10498,10,640,640,640,640,0,0,0,0,,,1,8599,3005,,0,
10499,21,350,350,350,350,0,0,0,0,,,5,2840,6003,,0,
10500,6,315,315,315,315,0,0,0,0,,,1,8562,0,,0,
10501,4,60,63,60,120,0,0,0,0,,,0,0,2000,,0,0
10502,4,300,315,300,600,0,0,0,0,,,0,0,2000,,0,0
10503,4,480,515,480,960,0,0,0,0,,,0,0,2000,,0,0
10504,4,980,1082,980,1960,0,0,0,0,,,0,0,2000,,0,0
10505,4,1980,2288,1980,3960,0,0,0,0,,,0,0,2000,,0,0
10506,4,3180,3812,3180,6360,0,0,0,0,,,0,0,2000,,0,0
10507,4,5980,7224,5980,11960,0,0,0,0,,,0,0,2000,,0,0
10508,4,600,600,600,1200,0,0,0,0,,monthlycard1,0,0,2000,,0,0
10511,4,594,594,594,594,0,0,0,0,,,0,0,2000,,0,0
10512,4,1298,1298,1298,1298,0,0,0,0,,,0,0,2000,,0,0
10513,4,2047,2047,2047,2047,0,0,0,0,,,0,0,2000,,0,0
10520,4,1298,1298,1298,1298,0,0,0,0,,,0,0,2000,,0,0
10521,4,594,594,594,594,0,0,0,0,,,0,0,2000,,0,0
10522,4,1298,1298,1298,1298,0,0,0,0,,,0,0,2000,,0,0
10523,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10524,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10525,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10526,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10527,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10528,4,2407,2407,2407,2407,0,0,0,0,,,0,0,2000,,0,0
10529,5,0,0,0,0,0,0,0,0,,monthlycard3,0,0,2002,,0,0
10530,10,640,640,640,640,0,0,0,0,,,1,8563,3005,,0,
10531,21,350,350,350,350,0,0,0,0,,,2,2361,6003,,0,
10532,21,740,740,740,740,0,0,0,0,,,2,2362,6003,,0,
10533,21,1610,1610,1610,1610,0,0,0,0,,,1,2363,6003,,0,
10534,6,640,640,640,640,0,0,0,0,,,1,8564,0,,0,
10535,6,1000,1000,1000,1000,0,0,0,0,,,1,8565,0,,0,
10536,6,315,315,315,315,0,0,0,0,,,1,8566,0,,0,
10537,10,640,640,640,640,0,0,0,0,,,1,8567,3005,,0,
10538,21,2020,2020,2020,2020,0,0,0,0,,,1,2383,6003,,0,
10539,21,2020,2020,2020,2020,0,0,0,0,,,1,2384,6003,,0,
10540,21,350,350,350,350,0,0,0,0,,,5,2440,6003,,0,
10541,21,740,740,740,740,0,0,0,0,,,2,2441,6003,,0,
10542,21,1610,1610,1610,1610,0,0,0,0,,,1,2442,6003,,0,
10543,6,640,640,640,640,0,0,0,0,,,1,8568,0,,0,
10544,6,1000,1000,1000,1000,0,0,0,0,,,1,8569,0,,0,
10545,6,315,315,315,315,0,0,0,0,,,1,8570,0,,0,
10546,10,640,640,640,640,0,0,0,0,,,1,8571,3005,,0,
10547,21,350,350,350,350,0,0,0,0,,,5,2501,6003,,0,
10548,21,740,740,740,740,0,0,0,0,,,2,2502,6003,,0,
10549,21,740,740,740,740,0,0,0,0,,,2,2503,6003,,0,
10550,6,640,640,640,640,0,0,0,0,,,1,8572,0,,0,
10551,6,1000,1000,1000,1000,0,0,0,0,,,1,8573,0,,0,
10552,6,315,315,315,315,0,0,0,0,,,1,8574,0,,0,
10553,10,640,640,640,640,0,0,0,0,,,1,8575,3005,,0,
10554,21,350,350,350,350,0,0,0,0,,,2,2575,6003,,0,
10555,21,740,740,740,740,0,0,0,0,,,2,2576,6003,,0,
10556,21,1610,1610,1610,1610,0,0,0,0,,,1,2577,6003,,0,
10557,6,640,640,640,640,0,0,0,0,,,1,8576,0,,0,
10558,6,1000,1000,1000,1000,0,0,0,0,,,1,8577,0,,0,
10559,6,315,315,315,315,0,0,0,0,,,1,8578,0,,0,
10560,10,640,640,640,640,0,0,0,0,,,1,8579,3005,,0,
10561,6,640,640,640,640,0,0,0,0,,,1,8580,0,,0,
10562,6,1000,1000,1000,1000,0,0,0,0,,,1,8581,0,,0,
10563,6,315,315,315,315,0,0,0,0,,,1,8582,0,,0,
10564,10,640,640,640,640,0,0,0,0,,,1,8583,3005,,0,
10565,10,640,640,640,640,0,0,0,0,,,1,8584,3005,,0,
10566,21,350,350,350,350,0,0,0,0,,,2,2636,6003,,0,
10567,21,740,740,740,740,0,0,0,0,,,2,2637,6003,,0,
10568,21,740,740,740,740,0,0,0,0,,,2,2638,6003,,0,
10569,21,1610,1610,1610,1610,0,0,0,0,,,2,2639,6003,,0,
10570,21,1370,1370,1370,1370,0,0,0,0,,,1,2695,6003,,0,
10571,21,1370,1370,1370,1370,0,0,0,0,,,1,2696,6003,,0,
10572,21,1370,1370,1370,1370,0,0,0,0,,,1,2697,6003,,0,
10573,21,1370,1370,1370,1370,0,0,0,0,,,1,2698,6003,,0,
10574,6,640,640,640,640,0,0,0,0,,,1,8585,0,,0,
10575,6,1000,1000,1000,1000,0,0,0,0,,,1,8586,0,,0,
10576,6,315,315,315,315,0,0,0,0,,,1,8587,0,,0,
10577,10,640,640,640,640,0,0,0,0,,,1,8588,3005,,0,
10578,10,640,640,640,640,0,0,0,0,,,1,8589,3005,,0,
10579,6,640,640,640,640,0,0,0,0,,,1,8590,0,,0,
10580,6,1000,1000,1000,1000,0,0,0,0,,,1,8591,0,,0,
10581,6,315,315,315,315,0,0,0,0,,,1,8592,0,,0,
10582,10,640,640,640,640,0,0,0,0,,,1,8593,3005,,0,
10583,10,640,640,640,640,0,0,0,0,,,1,8594,3005,,0,
10584,21,400,400,400,400,0,0,0,0,,,5,2738,6003,,0,
10585,21,780,780,780,780,0,0,0,0,,,2,2739,6003,,0,
10586,21,1650,1650,1650,1650,0,0,0,0,,,1,2740,6003,,0,
10587,21,400,400,400,400,0,0,0,0,,,5,2741,6003,,0,
10588,21,780,780,780,780,0,0,0,0,,,2,2742,6003,,0,
10589,21,1650,1650,1650,1650,0,0,0,0,,,1,2743,6003,,0,
10590,21,1650,1650,1650,1650,0,0,0,0,,,1,2744,6003,,0,
10591,21,1050,1050,1050,1050,0,0,0,0,,,2,2745,6003,,0,
10592,21,515,515,515,515,0,0,0,0,,,3,2746,6003,,0,
10593,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10594,6,640,640,640,640,0,0,0,0,,,1,8595,0,,0,
10595,6,1000,1000,1000,1000,0,0,0,0,,,1,8596,0,,0,
10596,6,315,315,315,315,0,0,0,0,,,1,8597,0,,0,
10597,10,640,640,640,640,0,0,0,0,,,1,8598,3005,,0,
10598,10,640,640,640,640,0,0,0,0,,,1,8599,3005,,0,
10599,21,350,350,350,350,0,0,0,0,,,5,2840,6003,,0,
10600,21,740,740,740,740,0,0,0,0,,,2,2841,6003,,0,
10601,21,1770,1770,1770,1770,0,0,0,0,,,1,2842,6003,,0,
10602,6,640,640,640,640,0,0,0,0,,,1,8600,0,,0,
10603,6,1000,1000,1000,1000,0,0,0,0,,,1,8601,0,,0,
10604,6,315,315,315,315,0,0,0,0,,,1,8602,0,,0,
10605,10,640,640,640,640,0,0,0,0,,,1,8603,3005,,0,
10606,10,640,640,640,640,0,0,0,0,,,1,8604,3005,,0,
10607,21,350,350,350,350,0,0,0,0,,,5,2440,6003,,0,
10608,21,740,740,740,740,0,0,0,0,,,2,2441,6003,,0,
10609,21,1610,1610,1610,1610,0,0,0,0,,,1,2442,6003,,0,
10610,21,425,425,425,425,0,0,0,0,,,3,2844,6003,,0,
10611,21,1610,1610,1610,1610,0,0,0,0,,,1,2845,6003,,0,
10612,21,350,350,350,350,0,0,0,0,,,5,2501,6003,,0,
10613,21,740,740,740,740,0,0,0,0,,,2,2502,6003,,0,
10614,21,740,740,740,740,0,0,0,0,,,2,2503,6003,,0,
10615,21,350,350,350,350,0,0,0,0,,,5,2847,6003,,0,
10616,21,740,740,740,740,0,0,0,0,,,2,2848,6003,,0,
10617,21,1770,1770,1770,1770,0,0,0,0,,,1,2849,6003,,0,
10618,6,630,630,630,630,0,0,0,0,,,1,8605,0,,0,
10619,6,935,935,935,935,0,0,0,0,,,1,8606,0,,0,
10620,6,315,315,315,315,0,0,0,0,,,1,8607,0,,0,
10621,10,630,630,630,630,0,0,0,0,,,1,8608,3005,,0,
10622,10,630,630,630,630,0,0,0,0,,,1,8609,3005,,0,
10623,21,350,350,350,350,0,0,0,0,,,2,2575,6003,,0,
10624,21,740,740,740,740,0,0,0,0,,,2,2576,6003,,0,
10625,21,1610,1610,1610,1610,0,0,0,0,,,1,2577,6003,,0,
10626,6,630,630,630,630,0,0,0,0,,,1,8610,0,,0,
10627,6,935,935,935,935,0,0,0,0,,,1,8611,0,,0,
10628,6,315,315,315,315,0,0,0,0,,,1,8612,0,,0,
10629,10,630,630,630,630,0,0,0,0,,,1,8613,3005,,0,
10630,10,630,630,630,630,0,0,0,0,,,1,8614,3005,,0,
10631,21,2020,2020,2020,2020,0,0,0,0,,,1,2384,6003,,0,
10632,21,2020,2020,2020,2020,0,0,0,0,,,1,2881,6003,,0,
10633,21,2020,2020,2020,2020,0,0,0,0,,,1,2972,6003,,0,
10634,21,970,970,970,970,0,0,0,0,,,1,2973,6003,,0,
10635,21,425,425,425,425,0,0,0,0,,,1,2974,6003,,0,
10636,21,350,350,350,350,0,0,0,0,,,2,2636,6003,,0,
10637,21,740,740,740,740,0,0,0,0,,,2,2637,6003,,0,
10638,21,740,740,740,740,0,0,0,0,,,2,2638,6003,,0,
10639,21,1610,1610,1610,1610,0,0,0,0,,,2,2639,6003,,0,
10640,21,350,350,350,350,0,0,0,0,,,5,2992,6003,,0,
10641,21,740,740,740,740,0,0,0,0,,,2,2993,6003,,0,
10642,21,1770,1770,1770,1770,0,0,0,0,,,1,3000,6003,,0,
10643,6,630,630,630,630,0,0,0,0,,,1,8615,0,,0,
10644,6,935,935,935,935,0,0,0,0,,,1,8616,0,,0,
10645,6,315,315,315,315,0,0,0,0,,,1,8617,0,,0,
10646,10,630,630,630,630,0,0,0,0,,,1,8618,3005,,0,
10647,10,630,630,630,630,0,0,0,0,,,1,8619,3005,,0,
10648,21,350,350,350,350,0,0,0,0,,,5,13002,6003,,0,
10649,21,740,740,740,740,0,0,0,0,,,5,13003,6003,,0,
10650,21,1770,1770,1770,1770,0,0,0,0,,,2,13004,6003,,0,
10651,6,630,630,630,630,0,0,0,0,,,1,8620,0,,0,
10652,6,935,935,935,935,0,0,0,0,,,1,8621,0,,0,
10653,6,315,315,315,315,0,0,0,0,,,1,8622,0,,0,
10654,10,630,630,630,630,0,0,0,0,,,1,8623,3005,,0,
10655,10,630,630,630,630,0,0,0,0,,,1,8624,3005,,0,
10656,21,350,350,350,350,0,0,0,0,,,5,13007,6003,,0,
10657,21,740,740,740,740,0,0,0,0,,,5,13008,6003,,0,
10658,21,1770,1770,1770,1770,0,0,0,0,,,2,13009,6003,,0,
10659,21,350,350,350,350,0,0,0,0,,,5,13037,6003,,0,
10660,21,740,740,740,740,0,0,0,0,,,5,13038,6003,,0,
10661,21,1770,1770,1770,1770,0,0,0,0,,,2,13039,6003,,0,
10662,6,630,630,630,630,0,0,0,0,,,1,8625,0,,0,
10663,6,935,935,935,935,0,0,0,0,,,1,8626,0,,0,
10664,6,315,315,315,315,0,0,0,0,,,1,8627,0,,0,
10665,10,630,630,630,630,0,0,0,0,,,1,8628,3005,,0,
10666,10,630,630,630,630,0,0,0,0,,,1,8629,3005,,0,
10667,21,1370,1370,1370,1370,0,0,0,0,,,1,2695,6003,,0,
10668,21,1370,1370,1370,1370,0,0,0,0,,,1,2696,6003,,0,
10669,21,1370,1370,1370,1370,0,0,0,0,,,1,2697,6003,,0,
10670,21,1370,1370,1370,1370,0,0,0,0,,,1,2698,6003,,0,
10671,6,630,630,630,630,0,0,0,0,,,1,8630,0,,0,
10672,6,935,935,935,935,0,0,0,0,,,1,8631,0,,0,
10673,6,315,315,315,315,0,0,0,0,,,1,8632,0,,0,
10674,10,630,630,630,630,0,0,0,0,,,1,8633,3005,,0,
10675,10,630,630,630,630,0,0,0,0,,,1,8634,3005,,0,
10676,21,350,350,350,350,0,0,0,0,,,5,13074,6003,,0,
10677,21,740,740,740,740,0,0,0,0,,,5,13075,6003,,0,
10678,21,1770,1770,1770,1770,0,0,0,0,,,2,13076,6003,,0,
10679,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10680,21,425,425,425,425,0,0,0,0,,,5,13078,6003,,0,
10681,21,2020,2020,2020,2020,0,0,0,0,,,1,13079,6003,,0,
10682,21,970,970,970,970,0,0,0,0,,,1,13080,6003,,0,
10683,21,315,315,315,315,0,0,0,0,,,10,13081,6003,,0,
10684,21,130,130,130,130,0,0,0,0,,,10,13082,6003,,0,
10685,21,130,130,130,130,0,0,0,0,,,10,13083,6003,,0,
10686,21,130,130,130,130,0,0,0,0,,,10,13084,6003,,0,
10687,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10688,21,350,350,350,350,0,0,0,0,,,5,13160,6003,,0,
10689,21,740,740,740,740,0,0,0,0,,,5,13161,6003,,0,
10690,21,1770,1770,1770,1770,0,0,0,0,,,2,13162,6003,,0,
10691,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10692,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
10693,21,315,315,315,315,0,0,0,0,,,10,1894,6003,,0,
