id,mission_id,description,scripts,campaign,bgm,title,is_util,start,round,point,first,mid,end,fail,step_start_story,step_end_story,story_playback_sub_id,background_code
164,90027,story_util-10000164,7-3-1N|7-3-2N,7,BGM_Frontline,story_util-20000164,1,7-3-1N,,,7-3-2N,,7-3-2N,,,,3,Metro
165,90028,story_util-10000165,7-4-1N|7-4-2N,7,BGM_Frontline,story_util-20000165,1,7-4-1N,,,7-4-2N,,7-4-2N,,,,3,17xh-ButterflyFactory
166,90029,story_util-10000166,8-1-1N|8-1-2N,8,BGM_Frontline,story_util-20000166,1,8-1-1N,,,8-1-2N,,8-1-2N,,,,3,SFBase
167,90030,story_util-10000167,8-2-1N|8-2-2N,8,BGM_Frontline,story_util-20000167,1,8-2-1N,,7123:8-2-4N-Point7123,8-2-2N,,8-2-2N,,,,3,BG7-4
168,90031,story_util-10000168,8-3-1N|8-3-2N,8,BGM_Frontline,story_util-20000168,1,8-3-1N,,,8-3-2N,,8-3-2N,,,,3,树林
169,90032,story_util-10000169,8-4-1N|8-4-2N,8,BGM_Frontline,story_util-20000169,1,8-4-1N,,,8-4-2N,,8-4-2N,,,,3,SFBase
170,105,story_util-10000170,11-1-1|11-1-2,11,BGM_Frontline,story_util-20000170,1,11-1-1,,9245:11-1-4-Point9245,11-1-2,,11-1-2,,,,1,CG11-1
171,106,story_util-10000171,11-2-1|11-2-2,11,BGM_Frontline,story_util-20000171,1,11-2-1,,,11-2-2,,11-2-2,,,,1,BG-Cybercity
172,107,story_util-10000172,11-3-1|11-3-2,11,BGM_Frontline,story_util-20000172,1,11-3-1,,,11-3-2,,11-3-2,,,,1,BG_City
173,108,story_util-10000173,11-4-1|11-4-2,11,BGM_Frontline,story_util-20000173,1,11-4-1,,,11-4-2,,11-4-2,,,,1,BG-Slum
174,109,story_util-10000174,11-5-1|11-5-2,11,BGM_Frontline,story_util-20000174,1,11-5-1,,9015:11-5-4-Point9015,11-5-2,,11-5-2,,,,1,BG-ContaminatedZone
175,110,story_util-10000175,11-6-1|11-6-2,11,BGM_Frontline,story_util-20000175,1,11-6-1,,,11-6-2,,11-6-2,,,,1,BG_Inner
176,111,story_util-10000176,11-1-1E|11-1-2E,11,BGM_Frontline,story_util-20000176,1,11-1-1E,,9102:11-1-4E-Point9102,11-1-2E,,11-1-2E,,,,2,2018SummerCG1-1
177,112,story_util-10000177,11-2-1E|11-2-2E,11,BGM_Frontline,story_util-20000177,1,11-2-1E,,,11-2-2E,,11-2-2E,,,,2,BG-Sewer
178,113,story_util-10000178,11-3-1E|11-3-2E,11,BGM_Frontline,story_util-20000178,1,11-3-1E,,,11-3-2E,,11-3-2E,,,,2,BG-Sewer
179,114,story_util-10000179,11-4-1E|11-4-2E,11,BGM_Frontline,story_util-20000179,1,11-4-1E,,9292:11-4-4E-Point9292,11-4-2E,,11-4-2E,,,,2,CG11-1
192,10017|10105,story_util-10000192,-5-1-1|-5-1-3Round10,-5,BGM_Frontline,story_util-20000192,1,-5-1-1,5:-5-1-3Round10,,,,,,,,4,CG-Cannon
193,10026,story_util-10000193,,-8,BGM_Frontline,story_util-20000193,0,-8-2-1,,,-8-2-2First,,-8-2-2End,,,,0,
194,10027,story_util-10000194,,-8,BGM_Frontline,story_util-20000194,0,-8-1-1,,,-8-1-2First,,-8-1-2First,,,,0,
195,10028,story_util-10000195,,-8,BGM_Frontline,story_util-20000195,0,-8-3-1,,,-8-3-2First,,-8-3-2First,,,,0,
196,10029,story_util-10000196,,-8,BGM_Frontline,story_util-20000196,0,-8-4-1,,,-8-4-2First,,-8-4-2End,,,,0,
197,10036,story_util-10000197,-13-1-1,-13,BGM_Frontline,story_util-20000197,1,-13-1-1,,,,,,,,,0,
198,10043,story_util-10000198,,-14,BGM_Frontline,story_util-20000198,0,-14-1-1,,4968:-14-1-4-Point4968,-14-1-2First,,-14-1-2First,,,,0,
199,10044,story_util-10000199,,-14,BGM_Frontline,story_util-20000199,0,-14-2-1,,,-14-2-2First,,-14-2-2First,,,,0,
200,10045,story_util-10000200,,-14,BGM_Frontline,story_util-20000200,0,-14-3-1,,,-14-3-2First,,-14-3-2First,,,,0,
201,10046,story_util-10000201,,-14,BGM_Frontline,story_util-20000201,0,-14-4-1,,,-14-4-2First,,-14-4-2End,,,,0,
202,10047,story_util-10000202,,-15,BGM_Frontline,story_util-20000202,0,-15-1-1,,,-15-1-2First,,-15-1-2First,,,,0,
203,10048,story_util-10000203,,-15,BGM_Frontline,story_util-20000203,0,-15-2-1,,,-15-2-2First,,-15-2-2End,,,,0,
204,10049,story_util-10000204,,-15,BGM_Frontline,story_util-20000204,0,-15-3-1,,,-15-3-2First,,-15-3-2First,,,,0,
205,10050,story_util-10000205,,-15,BGM_Frontline,story_util-20000205,0,-15-4-1,,,-15-4-2First,,-15-4-2End,,,,0,
206,10051,story_util-10000206,-16-2-1,-16,BGM_Frontline,story_util-20000206,1,-16-2-1,,,,,,,,,1,CG10-5-2
207,10052,story_util-10000207,-16-3-1,-16,BGM_Frontline,story_util-20000207,1,-16-3-1,,,,,,,,,1,2018Winter1-1
208,10053,story_util-10000208,-16-4-1|-16-4-4-Point5546|-16-4-2First,-16,BGM_Frontline,story_util-20000208,1,-16-4-1,,5546:-16-4-4-Point5546,-16-4-2First,,-16-4-2First,,,,1,BG-WildBattle
209,10054,story_util-10000209,-16-5-2First,-16,BGM_Frontline,story_util-20000209,1,,,,-16-5-2First,,-16-5-2First,,,,1,17xhCG1-1
210,10055,story_util-10000210,-16-6-2First,-16,BGM_Frontline,story_util-20000210,1,,,,-16-6-2First,,-16-6-2First,,,,1,sp2.2.4
211,10056,story_util-10000211,-16-7-2First,-16,BGM_Frontline,story_util-20000211,1,,,,-16-7-2First,,-16-7-2First,,,,1,BG-WildBattle
212,10057,story_util-10000212,-16-8-4-Point5627|-16-8-2First,-16,BGM_Frontline,story_util-20000212,1,,,5627:-16-8-4-Point5627,-16-8-2First,,-16-8-2First,,,,1,2018Winter1-2
213,10058,story_util-10000213,-16-9-2First,-16,BGM_Frontline,story_util-20000213,1,,,,-16-9-2First,,-16-9-2First,,,,1,BG-WarehouseOFF
214,10059,story_util-10000214,-16-10-1,-16,BGM_Frontline,story_util-20000214,1,-16-10-1,,,,,,,,,1,BG-WildBattle
215,10060,story_util-10000215,-16-11-2First,-16,BGM_Frontline,story_util-20000215,1,,,,-16-11-2First,,-16-11-2First,,,,1,BG-WildBattle
216,10061,story_util-10000216,-16-12-2First,-16,BGM_Frontline,story_util-20000216,1,,,,-16-12-2First,,-16-12-2First,,,,1,BG-WildBattle
217,10062,story_util-10000217,-16-13-2First,-16,BGM_Frontline,story_util-20000217,1,,,,-16-13-2First,,-16-13-2First,,,,1,作战室avg
218,10063,story_util-10000218,-16-14-2First,-16,BGM_Frontline,story_util-20000218,1,,,,-16-14-2First,,-16-14-2First,,,,1,2018Winter2-1
219,10064,story_util-10000219,-16-15-2First,-16,BGM_Frontline,story_util-20000219,1,,,,-16-15-2First,,-16-15-2First,,,,1,2018Winter2-3
220,10065,story_util-10000220,-17-1-1|-17-1-2First,-17,BGM_Frontline,story_util-20000220,1,-17-1-1,,,-17-1-2First,,-17-1-2First,,,,2,BG_Inner
221,10066,story_util-10000221,-17-2-1|-17-2-2First,-17,BGM_Frontline,story_util-20000221,1,-17-2-1,,,-17-2-2First,,-17-2-2First,,,,2,工厂背景avg
222,10067,story_util-10000222,-17-3-1|-17-3-2First,-17,BGM_Frontline,story_util-20000222,1,-17-3-1,,,-17-3-2First,,-17-3-2First,,,,2,工厂背景avg
223,10068,story_util-10000223,-17-4-1|-17-4-2First,-17,BGM_Frontline,story_util-20000223,1,-17-4-1,,,-17-4-2First,,-17-4-2First,,,,2,工厂背景avg
224,10069,story_util-10000224,-17-5-2First,-17,BGM_Frontline,story_util-20000224,1,,,,-17-5-2First,,-17-5-2First,,,,2,工厂背景avg
225,10070,story_util-10000225,-17-6-2First,-17,BGM_Frontline,story_util-20000225,1,,,,-17-6-2First,,-17-6-2First,,,,2,6CG-M4
226,10071,story_util-10000226,-17-7-2First,-17,BGM_Frontline,story_util-20000226,1,,,,-17-7-2First,,-17-7-2First,,,,2,雪地
227,10072,story_util-10000227,-17-8-2First,-17,BGM_Frontline,story_util-20000227,1,,,,-17-8-2First,,-17-8-2First,,,,2,雪地
228,10073,story_util-10000228,-17-9-2First,-17,BGM_Frontline,story_util-20000228,1,,,,-17-9-2First,,-17-9-2First,,,,2,雪地
229,10074,story_util-10000229,-17-10-1,-17,BGM_Frontline,story_util-20000229,1,-17-10-1,,,,,,,,,2,雪地
230,10075,story_util-10000230,-17-11-1|-17-11-2First,-17,BGM_Frontline,story_util-20000230,1,-17-11-1,,,-17-11-2First,,-17-11-2First,,,,2,sp2.2.4
231,10076,story_util-10000231,-17-12-2First,-17,BGM_Frontline,story_util-20000231,1,,,,-17-12-2First,,-17-12-2First,,,,2,sp2.2.4
232,10077,story_util-10000232,-17-13-1|-17-13-2First,-17,BGM_Frontline,story_util-20000232,1,-17-13-1,,,-17-13-2First,,-17-13-2First,,,,2,sp2.2.4
233,10078,story_util-10000233,-17-14-1|-17-14-2First,-17,BGM_Frontline,story_util-20000233,1,-17-14-1,,,-17-14-2First,,-17-14-2First,,,,2,BG-WildBattle
234,10079,story_util-10000234,-17-15-1|-17-15-2First,-17,BGM_Frontline,story_util-20000234,1,-17-15-1,,,-17-15-2First,,-17-15-2First,,,,2,BG_Inner
235,10080,story_util-10000235,-17-16-1|-17-16-2First,-17,BGM_Frontline,story_util-20000235,1,-17-16-1,,,-17-16-2First,,-17-16-2First,,,,2,BG-BurnCity
236,10081,story_util-10000236,-17-17-1|-17-17-2First,-17,BGM_Frontline,story_util-20000236,1,-17-17-1,,,-17-17-2First,,-17-17-2First,,,,2,2018Winter3-2
237,10082,story_util-10000237,-18-1-1|-18-1-2First,-18,BGM_Frontline,story_util-20000237,1,-18-1-1,,,-18-1-2First,,-18-1-2First,,,,3,BG-WildBattle
238,10083,story_util-10000238,-18-2-1|-18-2-4-Point6188|-18-2-2First,-18,BGM_Frontline,story_util-20000238,1,-18-2-1,,6188:-18-2-4-Point6188,-18-2-2First,,-18-2-2First,,,,3,BG-WildBattle
239,10084,story_util-10000239,-18-3-1|-18-3-2First,-18,BGM_Frontline,story_util-20000239,1,-18-3-1,,,-18-3-2First,,-18-3-2First,,,,3,2018Winter7-1
240,10085,story_util-10000240,-18-4-1|-18-4-2First,-18,BGM_Frontline,story_util-20000240,1,-18-4-1,,,-18-4-2First,,-18-4-2First,,,,3,2018Winter6-1
241,10086,story_util-10000241,-18-5-1|-18-5-4-Point6303|-18-5-2First,-18,BGM_Frontline,story_util-20000241,1,-18-5-1,,6303:-18-5-4-Point6303,-18-5-2First,,-18-5-2First,,,,3,2018Winter8-1
242,10087,story_util-10000242,-18-6-1|-18-6-2First,-18,BGM_Frontline,story_util-20000242,1,-18-6-1,,,-18-6-2First,,-18-6-2First,,,,3,2018Winter5-1
243,10088,story_util-10000243,-16-16-1,-16,BGM_Frontline,story_util-20000243,1,-16-16-1,,,,,,,,,1,主界面背景
244,10089,story_util-10000244,-17-18-1,-17,BGM_Frontline,story_util-20000244,1,-17-18-1,,,,,,,,,2,主界面背景
245,10090,story_util-10000245,-18-7-1,-18,BGM_Frontline,story_util-20000245,1,-18-7-1,,,,,,,,,3,BG-WildBattle
246,10091,story_util-10000246,-18-8-1,-18,BGM_Frontline,story_util-20000246,1,-18-8-1,,,,,,,,,3,BG-WildBattle
247,10092,story_util-10000247,BattleAvg/-18-Day3-6B|BattleAvg/-18-Day3-6C,-16,BGM_Frontline,story_util-20000247,1,,,,,,,,,,1,BG-WildBattle
248,10093,story_util-10000248,,-19,BGM_Frontline,story_util-20000248,0,-19-1-1,,,-19-1-2,,-19-1-2First,,,,0,
249,10094,story_util-10000249,,-19,BGM_Frontline,story_util-20000249,0,-19-2-1,,6737:-19-2-4-Point6737|6738:-19-2-4-Point6738,-19-2-2,,-19-2-2First,,,,0,
250,10095,story_util-10000250,,-19,BGM_Frontline,story_util-20000250,0,-19-3-1,,6750:-19-3-4-Point6750|7023:-19-3-4-Point7023,-19-3-2,,-19-3-2First,,,,0,
251,10096,story_util-10000251,,-20,BGM_Frontline,story_util-20000251,0,-20-1-1,,6780:-20-1-4-Point6780|7026:-20-1-4-Point7026,-20-1-2First,,-20-1-2First,,,,0,
252,10097,story_util-10000252,,-20,BGM_Frontline,story_util-20000252,0,-20-2-1,,6819:-20-2-4-Point6819|7029:-20-2-4-Point7029,-20-2-2First,,-20-2-2First,,,,0,
253,10098,story_util-10000253,,-20,BGM_Frontline,story_util-20000253,0,-20-3-1,,6845:-20-3-4-Point6845|6846:-20-3-4-Point6846,-20-3-2First,,-20-3-2End,,,,0,
254,10099,story_util-10000254,,-22,BGM_Frontline,story_util-20000254,0,,,,,,,,,,0,
255,10100,story_util-10000255,,-22,BGM_Frontline,story_util-20000255,0,,,,,,,,,,0,
256,10101,story_util-10000256,,-22,BGM_Frontline,story_util-20000256,0,,,,,,,,,,0,
257,10102,story_util-10000257,,-22,BGM_Frontline,story_util-20000257,0,,,,,,,,,,0,
258,10103,story_util-10000258,,-22,BGM_Frontline,story_util-20000258,0,,,,,,,,,,0,
259,10104,story_util-10000259,,-22,BGM_Frontline,story_util-20000259,0,,,,,,,,,,0,
261,10106,story_util-10000261,-24-2-1,-24,BGM_Frontline,story_util-20000261,1,-24-2-1,,,,,,,,,1,BG-WildBattle
262,10107,story_util-10000262,-24-3-2First,-24,BGM_Frontline,story_util-20000262,1,,,,-24-3-2First,,-24-3-2First,,,,1,BG-InterrogationRoom
263,10108,story_util-10000263,-24-4-1|-24-4-2First,-24,BGM_Frontline,story_util-20000263,1,-24-4-1,,,-24-4-2First,,-24-4-2First,,,,1,2018SummerCG2-1
264,10109,story_util-10000264,-24-5-1|-24-5-2First,-24,BGM_Frontline,story_util-20000264,1,-24-5-1,,,-24-5-2First,,-24-5-2First,,,,1,BG-WarehouseOFF
265,10110,story_util-10000265,-24-6-1,-24,BGM_Frontline,story_util-20000265,1,-24-6-1,,,,,,,,,1,BG-WildBattle
266,10111,story_util-10000266,-24-7-1|-24-7-2First,-24,BGM_Frontline,story_util-20000266,1,-24-7-1,,,-24-7-2First,,-24-7-2First,,,,1,BG7-4
267,10113,story_util-10000267,-24-8-1|-24-8-2First,-24,BGM_Frontline,story_util-20000267,1,-24-8-1,,,-24-8-2First,,-24-8-2First,,,,1,BG-WildBattle
268,10112,story_util-10000268,-24-9-2First,-24,BGM_Frontline,story_util-20000268,1,,,,-24-9-2First,,-24-9-2First,,,,1,BG-InterrogationRoom
269,10114,story_util-10000269,-24-10-1|-24-10-2First,-24,BGM_Frontline,story_util-20000269,1,-24-10-1,,,-24-10-2First,,-24-10-2First,,,,1,BG-WildBattle
270,10115,story_util-10000270,-24-11-1|-24-11-2First,-24,BGM_Frontline,story_util-20000270,1,-24-11-1,,,-24-11-2First,,-24-11-2First,,,,1,BG-WildBattle
271,10116,story_util-10000271,-24-12-1|-24-12-2First,-24,BGM_Frontline,story_util-20000271,1,-24-12-1,,,-24-12-2First,,-24-12-2First,,,,1,BG-RuinedCity
272,10117,story_util-10000272,-24-13-1|-24-13-2First,-24,BGM_Frontline,story_util-20000272,1,-24-13-1,,,-24-13-2First,,-24-13-2First,,,,1,CG9-1.2
273,10118,story_util-10000273,-24-14-1|-24-14-2First,-24,BGM_Frontline,story_util-20000273,1,-24-14-1,,,-24-14-2First,,-24-14-2First,,,,1,BG-WildBattle
274,10120,story_util-10000274,-25-1-1|-25-1-2First,-25,BGM_Frontline,story_util-20000274,1,-25-1-1,,,-25-1-2First,,-25-1-2First,,,,2,BG-TemporaryBase
275,10121,story_util-10000275,-25-2-1,-25,BGM_Frontline,story_util-20000275,1,-25-2-1,,,,,,,,,2,17xh-404Room
276,10122,story_util-10000276,-25-3-1|-25-3-2First,-25,BGM_Frontline,story_util-20000276,1,-25-3-1,,,-25-3-2First,,-25-3-2First,,,,2,BG-RuinedCity
277,10123,story_util-10000277,-25-4-1,-25,BGM_Frontline,story_util-20000277,1,-25-4-1,,,,,,,,,2,BG_Inner
278,10124,story_util-10000278,-25-5-1,-25,BGM_Frontline,story_util-20000278,1,-25-5-1,,,,,,,,,2,BG-TemporaryBase
279,10125,story_util-10000279,-25-6-1,-25,BGM_Frontline,story_util-20000279,1,-25-6-1,,,,,,,,,2,BG-RuinedCity
280,10126,story_util-10000280,-25-7-1,-25,BGM_Frontline,story_util-20000280,1,-25-7-1,,,,,,,,,2,BG_Inner
281,10127,story_util-10000281,-25-8-1|-25-8-2First,-25,BGM_Frontline,story_util-20000281,1,-25-8-1,,,-25-8-2First,,-25-8-2First,,,,2,BG-WarehouseOFF
282,10128,story_util-10000282,-25-9-1|-25-9-2First,-25,BGM_Frontline,story_util-20000282,1,-25-9-1,,,-25-9-2First,,-25-9-2First,,,,2,BG-RuinedCity
283,10129,story_util-10000283,-25-10-1|-25-10-2First,-25,BGM_Frontline,story_util-20000283,1,-25-10-1,,,-25-10-2First,,-25-10-2First,,,,2,BG-RuinedCity
284,10130,story_util-10000284,-25-11-1,-25,BGM_Frontline,story_util-20000284,1,-25-11-1,,,,,,,,,2,BG-RuinedCity
285,10131,story_util-10000285,-26-1-1|-26-1-2First,-26,BGM_Frontline,story_util-20000285,1,-26-1-1,,,-26-1-2First,,-26-1-2First,,,,3,BG-ContaminatedZone
286,10132,story_util-10000286,-26-2-1,-26,BGM_Frontline,story_util-20000286,1,-26-2-1,,,,,,,,,3,BG-ContaminatedZone
287,10133,story_util-10000287,-26-3-1,-26,BGM_Frontline,story_util-20000287,1,-26-3-1,,,,,,,,,3,BG-ContaminatedZone
288,10134,story_util-10000288,-26-4-1,-26,BGM_Frontline,story_util-20000288,1,-26-4-1,,,,,,,,,3,BG-ContaminatedZone
289,10135,story_util-10000289,-26-5-1|-26-5-2First,-26,BGM_Frontline,story_util-20000289,1,-26-5-1,,,-26-5-2First,,-26-5-2First,,,,3,BG-ContaminatedZone
290,10136,story_util-10000290,-26-6-1|-26-6-2First,-26,BGM_Frontline,story_util-20000290,1,-26-6-1,,,-26-6-2First,,-26-6-2First,,,,3,BG-ContaminatedZone
291,10137,story_util-10000291,-26-7-1,-26,BGM_Frontline,story_util-20000291,1,-26-7-1,,,,,,,,,3,Metro
292,10142,story_util-10000292,-26-8-2First,-26,BGM_Frontline,story_util-20000292,1,,,,-26-8-2First,,-26-8-2First,,,,3,BG-InterrogationRoom
293,10138,story_util-10000293,-26-9-1,-26,BGM_Frontline,story_util-20000293,1,-26-9-1,,,,,,,,,3,BG-ContaminatedZone
294,10143,story_util-10000294,-26-10-2First,-26,BGM_Frontline,story_util-20000294,1,,,,-26-10-2First,,-26-10-2First,,,,3,BG-InterrogationRoom
295,10139,story_util-10000295,-26-11-1|-26-11-2First,-26,BGM_Frontline,story_util-20000295,1,-26-11-1,,,-26-11-2First,,-26-11-2First,,,,3,BG-Sanatorium
296,10140,story_util-10000296,-26-12-1,-26,BGM_Frontline,story_util-20000296,1,-26-12-1,,,,,,,,,3,BG7-3
297,10141,story_util-10000297,-26-13-1|-26-13-2First,-26,BGM_Frontline,story_util-20000297,1,-26-13-1,,,-26-13-2First,,-26-13-2First,,,,3,2018SummerCG7
298,10144,story_util-10000298,-26-14-1|-26-14-2First|-26-14-2End,-26,BGM_Frontline,story_util-20000298,1,-26-14-1,,,-26-14-2First,,-26-14-2End,,,,3,BG-InterrogationRoom
299,10146,story_util-10000299,-25-12-2First,-25,BGM_Frontline,story_util-20000299,1,,,,-25-12-2First,,-25-12-2First,,,,2,BG-TemporaryBase
300,10147,story_util-10000300,-25-13-2First,-25,BGM_Frontline,story_util-20000300,1,,,,-25-13-2First,,-25-13-2First,,,,2,BG-TemporaryBase
301,10148,story_util-10000301,-25-14-2First,-25,BGM_Frontline,story_util-20000301,1,,,,-25-14-2First,,-25-14-2First,,,,2,2018SummerCG4
302,10149,story_util-10000302,-25-15-2First,-25,BGM_Frontline,story_util-20000302,1,,,,-25-15-2First,,-25-15-2First,,,,2,2018SummerCG3
303,10150,story_util-10000303,-25-16-2First,-25,BGM_Frontline,story_util-20000303,1,,,,-25-16-2First,,-25-16-2First,,,,2,2018SummerCG5
304,10155,story_util-10000304,-27-1-1|-27-1-3Round6,-27,BGM_Frontline,story_util-20000304,1,-27-1-1,6:-27-1-3Round6,,,,,,,,5,BG-Corridor
305,10145,story_util-10000305,-24-15-1,-24,BGM_Frontline,story_util-20000305,1,-24-15-1,,,,,,,,,1,BG-RuinedCity
306,10151,story_util-10000306,-26-15-2First,-26,BGM_Frontline,story_util-20000306,1,,,,-26-15-2First,,-26-15-2First,,,,3,BG-InterrogationRoom
307,10154,story_util-10000307,-26-18-2First,-26,BGM_Frontline,story_util-20000307,1,,,,-26-18-2First,,-26-18-2First,,,,3,BG7-3
308,10156,story_util-10000308,-24-1-1|-24-1-2First,-24,BGM_Frontline,story_util-20000308,1,-24-1-1,,,-24-1-2First,,-24-1-2First,,,,1,2018SummerCG1-1
309,10157,story_util-10000309,-28-1-1,-28,BGM_Frontline,story_util-20000309,1,-28-1-1,,,,,,,,,4,2018SummerCG8
310,10158,story_util-10000310,,-29,BGM_Frontline,story_util-20000310,0,,,,,,,,,,0,
311,10194,story_util-10000311,-31-0-1,-31,BGM_Frontline,story_util-20000311,1,-31-0-1,,,,,,,,,1,19WinterCG1
312,10195,story_util-10000312,-31-1A1-1,-31,BGM_Frontline,story_util-20000312,1,-31-1A1-1,,,,,,,,,1,BG-Cybercity
313,10197,story_util-10000313,-31-1A2-1,-31,BGM_Frontline,story_util-20000313,1,-31-1A2-1,,,,,,,,,1,作战室avg
314,10198,story_util-10000314,-31-1A21-1,-31,BGM_Frontline,story_util-20000314,1,-31-1A21-1,,,,,,,,,1,BG-Dorm
315,10200,story_util-10000315,-31-1A3-1,-31,BGM_Frontline,story_util-20000315,1,-31-1A3-1,,,,,,,,,1,作战室avg
316,10201,story_util-10000316,-31-1A11-1,-31,BGM_Frontline,story_util-20000316,1,-31-1A11-1,,,,,,,,,1,BG_Inner
317,10202,story_util-10000317,-31-1A4-1,-31,BGM_Frontline,story_util-20000317,1,-31-1A4-1,,,,,,,,,1,BG-Guildhall
318,10274,story_util-10000318,-31-1A5-1,-31,BGM_Frontline,story_util-20000318,1,-31-1A5-1,,,,,,,,,1,BG-Corridor
319,10203,story_util-10000319,-31-1B1-1,-31,BGM_Frontline,story_util-20000319,1,-31-1B1-1,,,,,,,,,1,BG-Slum
320,10204,story_util-10000320,-31-1B2-1,-31,BGM_Frontline,story_util-20000320,1,-31-1B2-1,,,,,,,,,1,BG-Sewer
321,10205,story_util-10000321,-31-1B3-1,-31,BGM_Frontline,story_util-20000321,1,-31-1B3-1,,,,,,,,,1,BG-Fortress
322,10207,story_util-10000322,-31-1B31-1,-31,BGM_Frontline,story_util-20000322,1,-31-1B31-1,,,,,,,,,1,BG-Sewer
323,10208|10257,story_util-10000323,-31-1B4-1,-31,BGM_Frontline,story_util-20000323,1,-31-1B4-1,,,,,,,,,1,sp2.2.4
324,10209,story_util-10000324,-31-1C1-1,-31,BGM_Frontline,story_util-20000324,1,-31-1C1-1,,,,,,,,,1,BG-Wall
325,10210|10258,story_util-10000325,-31-1C2-1,-31,BGM_Frontline,story_util-20000325,1,-31-1C2-1,,,,,,,,,1,BG-Monument
326,10211|10259,story_util-10000326,-31-1C3-1,-31,BGM_Frontline,story_util-20000326,1,-31-1C3-1,,,,,,,,,1,BG-Wall
327,10212,story_util-10000327,-31-1C4-1,-31,BGM_Frontline,story_util-20000327,1,-31-1C4-1,,,,,,,,,1,BG_Inner
328,10213,story_util-10000328,-31-2A1-1,-31,BGM_Frontline,story_util-20000328,1,-31-2A1-1,,,,,,,,,1,BG_Street
329,10215,story_util-10000329,-31-2A11-1,-31,BGM_Frontline,story_util-20000329,1,-31-2A11-1,,,,,,,,,1,BG-RuinedCity
330,10216,story_util-10000330,-31-2A12-1,-31,BGM_Frontline,story_util-20000330,1,-31-2A12-1,,,,,,,,,1,BG-Monument
331,10217|10261,story_util-10000331,-31-2A2-1,-31,BGM_Frontline,story_util-20000331,1,-31-2A2-1,,,,,,,,,1,BG-Wedding
332,10218,story_util-10000332,-31-2A21-1,-31,BGM_Frontline,story_util-20000332,1,-31-2A21-1,,,,,,,,,1,BG-Wall
333,10219,story_util-10000333,-31-2A3-1,-31,BGM_Frontline,story_util-20000333,1,-31-2A3-1,,,,,,,,,1,BG-Wedding
334,10220,story_util-10000334,-31-2B1-1,-31,BGM_Frontline,story_util-20000334,1,-31-2B1-1,,,,,,,,,1,CG4N
335,10222,story_util-10000335,-31-2B11-1,-31,BGM_Frontline,story_util-20000335,1,-31-2B11-1,,,,,,,,,1,CG4N
336,10224,story_util-10000336,-31-2B2-1,-31,BGM_Frontline,story_util-20000336,1,-31-2B2-1,,,,,,,,,1,BG-Theatre
337,10225|10264,story_util-10000337,-31-2B3-1,-31,BGM_Frontline,story_util-20000337,1,-31-2B3-1,,,,,,,,,1,19WinterCG2
338,10226,story_util-10000338,-31-2B4-1,-31,BGM_Frontline,story_util-20000338,1,-31-2B4-1,,,,,,,,,1,19WinterCG3
339,10227,story_util-10000339,-31-2C1-1,-31,BGM_Frontline,story_util-20000339,1,-31-2C1-1,,,,,,,,,1,BG-Wall
340,10229,story_util-10000340,-31-2C2-1,-31,BGM_Frontline,story_util-20000340,1,-31-2C2-1,,,,,,,,,1,19WinterCG7-1
341,10230,story_util-10000341,-31-3A1-1,-31,BGM_Frontline,story_util-20000341,1,-31-3A1-1,,,,,,,,,1,BG_Street
342,10232,story_util-10000342,-31-3A2-1,-31,BGM_Frontline,story_util-20000342,1,-31-3A2-1,,,,,,,,,1,BG_Street
343,10234,story_util-10000343,-31-3A3-1,-31,BGM_Frontline,story_util-20000343,1,-31-3A3-1,,,,,,,,,1,BG-Cybercity
344,10235,story_util-10000344,-31-3B1-1,-31,BGM_Frontline,story_util-20000344,1,-31-3B1-1,,,,,,,,,1,BG-Slum
345,10237,story_util-10000345,-31-3B2-1,-31,BGM_Frontline,story_util-20000345,1,-31-3B2-1,,,,,,,,,1,BG-Sewer
346,10238|10269,story_util-10000346,-31-3B3-1,-31,BGM_Frontline,story_util-20000346,1,-31-3B3-1,,,,,,,,,1,BG-Theatre
347,10240,story_util-10000347,-31-3B4-1,-31,BGM_Frontline,story_util-20000347,1,-31-3B4-1,,,,,,,,,1,BG-Sewer
348,10241,story_util-10000348,-31-3B5-1,-31,BGM_Frontline,story_util-20000348,1,-31-3B5-1,,,,,,,,,1,19WinterCG7
349,10242,story_util-10000349,-31-3B6-1,-31,BGM_Frontline,story_util-20000349,1,-31-3B6-1,,,,,,,,,1,19WinterCG4
350,10243,story_util-10000350,-31-3B7-1,-31,BGM_Frontline,story_util-20000350,1,-31-3B7-1,,,,,,,,,1,19WinterCG5-1
351,10244,story_util-10000351,-31-3C1-1,-31,BGM_Frontline,story_util-20000351,1,-31-3C1-1,,,,,,,,,1,BG-Sewer
352,10245|10271,story_util-10000352,-31-3C2-1,-31,BGM_Frontline,story_util-20000352,1,-31-3C2-1,,,,,,,,,1,街道
353,10246,story_util-10000353,-31-3C21-1,-31,BGM_Frontline,story_util-20000353,1,-31-3C21-1,,,,,,,,,1,BG_Inner
354,10247|10275,story_util-10000354,-31-3C3-1,-31,BGM_Frontline,story_util-20000354,1,-31-3C3-1,,,,,,,,,1,19WinterCG6
355,10248|10276,story_util-10000355,-31-3C4-1,-31,BGM_Frontline,story_util-20000355,1,-31-3C4-1,,,,,,,,,1,19WinterCG6
