id,name,description,code,priority,duration_type,duration_time,special_spot_config_id,mission_hurt_config_id,mission_buff_config_id,detect_target_type,detect_range,effect_target_type,effect_spotbelong_type,effect_range_type,effect_range,side_type,conflict_type,conditions_type,conditions_time,conditions_count,skill_config_id_on_birth,skill_config_id_on_death,death_effect_target_type,death_clear_spot,effect_birth,effect_death,effect_duration,effect_process_star,effect_process_end,effect_process_duration,effect_conditions,effect_conditions_type,spot_buff_config_id,pref_code,is_still_alive
596004,special_spot_config-10596004,special_spot_config-20596004,,1,1,99,0,0,590000,-1,99,-1,0|1|2|3,1,0,0,596004,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
596010,special_spot_config-10596010,special_spot_config-20596010,,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,596010,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
596011,special_spot_config-10596011,special_spot_config-20596011,,1,1,99,0,0,590000,-1,0,-1,0|1|2|3,1,0,0,596011,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
596012,special_spot_config-10596012,special_spot_config-20596012,,1,1,99,0,0,590000,-1,0,-1,0|1|2|3,1,0,0,596012,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
596013,special_spot_config-10596013,special_spot_config-20596013,,1,1,99,0,0,590000,-1,0,-1,0|1|2|3,1,0,0,596013,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
596014,special_spot_config-10596014,special_spot_config-20596014,,1,1,99,0,0,590000,-1,0,-1,0|1|2|3,1,0,0,596014,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
596020,special_spot_config-10596020,special_spot_config-20596020,,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,596020,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
596021,special_spot_config-10596021,special_spot_config-20596021,,1,1,99,0,0,590000,-1,0,-1,0|1|2|3,1,0,0,596021,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
596022,special_spot_config-10596022,special_spot_config-20596022,,1,1,99,0,0,590000,-1,0,-1,0|1|2|3,1,0,0,596022,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
596023,special_spot_config-10596023,special_spot_config-20596023,,1,1,99,0,0,590000,-1,0,-1,0|1|2|3,1,0,0,596023,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
596024,special_spot_config-10596024,special_spot_config-20596024,,1,1,99,0,0,590000,-1,0,-1,0|1|2|3,1,0,0,596024,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597001,special_spot_config-10597001,special_spot_config-20597001,,1,1,99,0,0,597001,-1,0,1|301|10|305|304,0|1|2|3,1,0,0,597001,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597002,special_spot_config-10597002,special_spot_config-20597002,,1,1,99,0,0,597002,-1,0,1|301|10|305|304,0|1|2|3,1,0,0,597002,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597003,special_spot_config-10597003,special_spot_config-20597003,,1,1,99,0,0,597003,-1,0,1|301|10|305|304,0|1|2|3,1,0,0,597003,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597004,special_spot_config-10597004,special_spot_config-20597004,,1,1,99,0,0,597004,-1,0,1|301|10|305|304,0|1|2|3,1,0,0,597004,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597005,special_spot_config-10597005,special_spot_config-20597005,,1,1,99,0,0,597005,-1,0,1|301|10|305|304,0|1|2|3,1,0,0,597005,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597006,special_spot_config-10597006,special_spot_config-20597006,,1,1,99,0,0,597006,-1,0,1|301|10|305|304,0|1|2|3,1,0,0,597006,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597007,special_spot_config-10597007,special_spot_config-20597007,,1,1,99,0,0,597007,-1,0,1|301|10|305|304,0|1|2|3,1,0,0,597007,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597008,special_spot_config-10597008,special_spot_config-20597008,,1,1,99,0,0,597008,-1,0,1|301|10|305|304,0|1|2|3,1,0,0,597008,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597011,special_spot_config-10597011,special_spot_config-20597011,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,597011,0;0,0-0;0-0,0,597011|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597012,special_spot_config-10597012,special_spot_config-20597012,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,597012,0;0,0-0;0-0,0,597012|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597013,special_spot_config-10597013,special_spot_config-20597013,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,597013,0;0,0-0;0-0,0,597013|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597014,special_spot_config-10597014,special_spot_config-20597014,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,597014,0;0,0-0;0-0,0,597014|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597015,special_spot_config-10597015,special_spot_config-20597015,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,597015,0;0,0-0;0-0,0,597015|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597016,special_spot_config-10597016,special_spot_config-20597016,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,597016,0;0,0-0;0-0,0,597016|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597017,special_spot_config-10597017,special_spot_config-20597017,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,597017,0;0,0-0;0-0,0,597017|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
597018,special_spot_config-10597018,special_spot_config-20597018,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,597018,0;0,0-0;0-0,0,597018|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
598001,special_spot_config-10598001,special_spot_config-20598001,,1,1,99,0,0,598001,-1,0,-1,0|1|2|3,1,0,0,598001,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599001,special_spot_config-10599001,special_spot_config-20599001,,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599001,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599002,special_spot_config-10599002,special_spot_config-20599002,,1,1,99,0,0,599002,-1,0,-1,0|1|2|3,1,0,0,599002,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599010,special_spot_config-10599010,special_spot_config-20599010,,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599010,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599101,special_spot_config-10599101,special_spot_config-20599101,,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599101,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599102,special_spot_config-10599102,special_spot_config-20599102,,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599102,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599901,special_spot_config-10599901,special_spot_config-20599901,,1,2,1,0,0,599901,-1,10,1|301|10|305|304,0|1|2|3,2,10,0,599901,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599902,special_spot_config-10599902,special_spot_config-20599902,,1,2,1,0,0,599902,-1,10,1|301|10|305|304,0|1|2|3,2,10,0,599902,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599903,special_spot_config-10599903,special_spot_config-20599903,,1,2,1,0,0,599903,-1,10,1|301|10|305|304,0|1|2|3,2,10,0,599903,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599904,special_spot_config-10599904,special_spot_config-20599904,,1,2,1,0,0,599904,-1,10,1|301|10|305|304,0|1|2|3,2,10,0,599904,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599905,special_spot_config-10599905,special_spot_config-20599905,,1,2,1,0,0,599905,-1,10,1|301|10|305|304,0|1|2|3,2,10,0,599905,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599906,special_spot_config-10599906,special_spot_config-20599906,,1,2,1,0,0,599906,-1,10,1|301|10|305|304,0|1|2|3,2,10,0,599906,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599907,special_spot_config-10599907,special_spot_config-20599907,,1,2,1,0,0,599907,-1,10,1|301|10|305|304,0|1|2|3,2,10,0,599907,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599908,special_spot_config-10599908,special_spot_config-20599908,,1,2,1,0,0,599908,-1,10,1|301|10|305|304,0|1|2|3,2,10,0,599908,2;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599909,special_spot_config-10599909,special_spot_config-20599909,,1,3,1,599919,0,0,-1,10,-1,0|1|2|3,1,0,0,599909,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599911,special_spot_config-10599911,special_spot_config-20599911,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599911,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599912,special_spot_config-10599912,special_spot_config-20599912,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599912,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599913,special_spot_config-10599913,special_spot_config-20599913,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599913,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599914,special_spot_config-10599914,special_spot_config-20599914,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599914,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599915,special_spot_config-10599915,special_spot_config-20599915,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599915,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599916,special_spot_config-10599916,special_spot_config-20599916,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599916,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599917,special_spot_config-10599917,special_spot_config-20599917,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599917,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599918,special_spot_config-10599918,special_spot_config-20599918,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599918,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599919,special_spot_config-10599919,special_spot_config-20599919,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599919,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
599920,special_spot_config-10599920,special_spot_config-20599920,Scarecrow,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,599920,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610000,special_spot_config-10610000,special_spot_config-20610000,,1,1,999,610009,0,0,1|7|8,0,1|7|8,0|1|2|3,1,0,0,610000,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610001,special_spot_config-10610001,special_spot_config-20610001,2023RougeSummer_Mixer,-1,1,999,0,0,0,-1,0,-1,0|1|2|3,1,0,0,610001,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610002,special_spot_config-10610002,special_spot_config-20610002,2307RGM1,1,1,999,0,0,0,-1,0,-1,0|1|2|3,1,0,0,610002,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610003,special_spot_config-10610003,special_spot_config-20610003,2307RGM2,1,1,999,0,0,0,-1,0,-1,0|1|2|3,1,0,0,610003,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610009,special_spot_config-10610009,special_spot_config-20610009,,1,1,999,610000,0,0,1|7|8,1,0,0|1|2|3,1,0,0,610000,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610022,special_spot_config-10610022,special_spot_config-20610022,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,610022,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610024,special_spot_config-10610024,special_spot_config-20610024,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,610024,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610025,special_spot_config-10610025,special_spot_config-20610025,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,610025,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610201,special_spot_config-10610201,special_spot_config-20610201,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,610201,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610301,special_spot_config-10610301,special_spot_config-20610301,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,610301,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610401,special_spot_config-10610401,special_spot_config-20610401,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,610401,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610601,special_spot_config-10610601,special_spot_config-20610601,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,610601,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
610701,special_spot_config-10610701,special_spot_config-20610701,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,610701,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
611001,special_spot_config-10611001,special_spot_config-20611001,,1,1,999,0,0,0,-1,0,-1,0|1|2|3,1,0,0,611001,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
611002,special_spot_config-10611002,special_spot_config-20611002,,1,1,999,0,0,0,-1,0,-1,0|1|2|3,1,0,0,611002,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
611003,special_spot_config-10611003,special_spot_config-20611003,,-1,1,999,0,0,0,-1,0,-1,0|1|2|3,1,0,0,611003,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
611004,special_spot_config-10611004,special_spot_config-20611004,,-1,1,999,0,0,0,-1,0,-1,0|1|2|3,1,0,0,611004,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
611005,special_spot_config-10611005,special_spot_config-20611005,2023RougeSummer_Mixer,1,1,999,0,0,0,-1,0,-1,0|1|2|3,1,0,0,611005,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
611701,special_spot_config-10611701,special_spot_config-20611701,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,611701,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
611901,special_spot_config-10611901,special_spot_config-20611901,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,611901,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
640000,special_spot_config-10640000,special_spot_config-20640000,,1,1,99,0,0,6400001,1|2|7|8|9|10|301|303|305,0,1|2|7|8|9|10|301|303|305,0|1|2|3,1,0,0,640000,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
640001,special_spot_config-10640001,special_spot_config-20640001,,1,1|3,1|1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,640001,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
640002,special_spot_config-10640002,special_spot_config-20640002,,1,1|3,1|1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,640002,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
640100,special_spot_config-10640100,special_spot_config-20640100,EzakiBoss,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,640100,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
640101,special_spot_config-10640101,special_spot_config-20640101,,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,-1,0;0,0-0;0-0,1,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
640102,special_spot_config-10640102,special_spot_config-20640102,,1,1,99,0,0,640102,4|5|6,1,4|5|6,0|1|2|3,1,0,0,640102,3;0,0-1;0-0,0,640102|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
640103,special_spot_config-10640103,special_spot_config-20640103,,1,1,1,0,0,0,-1,1,-1,0|1|2|3,1,1,0,640103,0;0,0-1;0-0,0,0|0|640104,0|0|0,-1,0,0,0,0,0,0,0,0|1,0,0,,0
640104,special_spot_config-10640104,special_spot_config-20640104,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,640104,0;0,1-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0|1,0,0,,0
670101,special_spot_config-10670101,special_spot_config-20670101,,-1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,670101,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
670104,special_spot_config-10670104,special_spot_config-20670104,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,670104,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
670105,special_spot_config-10670105,special_spot_config-20670105,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,670105,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
670120,special_spot_config-10670120,special_spot_config-20670120,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,670120,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
670121,special_spot_config-10670121,special_spot_config-20670121,,1,1,3,0,0,0,-1,0,-1,0|1|2|3,1,0,0,670121,0;0,0-0;0-0,0,0|0|0,0|0|670120,-1,0,0,0,0,0,0,0,1,0,0,,0
670122,special_spot_config-10670122,special_spot_config-20670122,,1,1,4,0,0,0,-1,0,-1,0|1|2|3,1,0,0,670122,0;0,0-0;0-0,0,0|0|0,0|0|670120,-1,0,0,0,0,0,0,0,1,0,0,,0
670123,special_spot_config-10670123,special_spot_config-20670123,,1,1,5,0,0,0,-1,0,-1,0|1|2|3,1,0,0,670123,0;0,0-0;0-0,0,0|0|0,0|0|670120,-1,0,0,0,0,0,0,0,1,0,0,,0
670124,special_spot_config-10670124,special_spot_config-20670124,,1,1,6,0,0,0,-1,0,-1,0|1|2|3,1,0,0,670124,0;0,0-0;0-0,0,0|0|0,0|0|670120,-1,0,0,0,0,0,0,0,1,0,0,,0
680001,special_spot_config-10680001,special_spot_config-20680001,,1,1,99,680011,0,0,1|2|7|8|10,0,-1,0|1|2|3,1,1,0,680001,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680002,special_spot_config-10680002,special_spot_config-20680002,,1,1,99,680012,0,0,1|2|7|8|10,0,-1,0|1|2|3,1,1,0,680002,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680003,special_spot_config-10680003,special_spot_config-20680003,,1,1,99,680013,0,0,1|2|7|8|10,0,-1,0|1|2|3,1,1,0,680003,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680006,special_spot_config-10680006,special_spot_config-20680006,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,680006,0;0,0-0;0-0,0,0|0|0,0|0|680016,-1,0,0,0,1011,0,0,0,1,0,0,,0
680011,special_spot_config-10680011,special_spot_config-20680011,,1,3,2,680021,0,0,1|2|7|8|10,99,-1,0|1|2|3,1,0,0,680011,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680012,special_spot_config-10680012,special_spot_config-20680012,,1,3,2,680022,0,0,1|2|7|8|10,99,-1,0|1|2|3,1,0,0,680012,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680013,special_spot_config-10680013,special_spot_config-20680013,,1,3,2,680023,0,0,1|2|7|8|10,99,-1,0|1|2|3,1,0,0,680013,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680016,special_spot_config-10680016,special_spot_config-20680016,,1,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,680016,0;0,0-0;0-0,0,0|0|0,0|0|680006,-1,0,0,0,1008,0,0,0,1,0,0,,0
680021,special_spot_config-10680021,special_spot_config-20680021,,1,3,1,0,0,0,1|2|7|8|10,0,-1,0|1|2|3,1,0,0,680011,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680022,special_spot_config-10680022,special_spot_config-20680022,,1,3,1,0,0,0,1|2|7|8|10,0,-1,0|1|2|3,1,0,0,680012,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680023,special_spot_config-10680023,special_spot_config-20680023,,1,3,1,0,0,0,1|2|7|8|10,0,-1,0|1|2|3,1,0,0,680013,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680100,special_spot_config-10680100,special_spot_config-20680100,Erma_NPC,-1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,680100,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680200,special_spot_config-10680200,special_spot_config-20680200,,1,1,99,680210,0,0,301,0,301,0|1|2|3,1,0,0,680200,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680201,special_spot_config-10680201,special_spot_config-20680201,Erma_NPC,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,680201,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680210,special_spot_config-10680210,special_spot_config-20680210,Erma_NPC,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,680210,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680300,special_spot_config-10680300,special_spot_config-20680300,,1,3,1,0,0,0,1|2|7|8|9|10|301|303|305,0,-1,0|1|2|3,1,0,0,680300,0;0,0-0;0-0,0,0|0|0,0|0|680310,-1,0,0,0,0,0,0,0,1,0,0,,0
680301,special_spot_config-10680301,special_spot_config-20680301,,1,3,1,0,0,0,1|2|7|8|9|10|301|303|305,0,-1,0|1|2|3,1,0,0,680301,0;0,0-0;0-0,0,0|0|0,0|0|680311,-1,0,0,0,0,0,0,0,1,0,0,,0
680302,special_spot_config-10680302,special_spot_config-20680302,,1,3,1,0,0,0,1|2|7|8|9|10|301|303|305,0,-1,0|1|2|3,1,0,0,680302,0;0,0-0;0-0,0,0|0|0,0|0|680312,-1,0,0,0,0,0,0,0,1,0,0,,0
680303,special_spot_config-10680303,special_spot_config-20680303,,1,3,1,0,0,0,1|2|7|8|9|10|301|303|305,0,-1,0|1|2|3,1,0,0,680303,0;0,0-0;0-0,0,0|0|0,0|0|680313,-1,0,0,0,0,0,0,0,1,0,0,,0
680304,special_spot_config-10680304,special_spot_config-20680304,,1,3,1,0,0,0,1|2|7|8|9|10|301|303|305,0,-1,0|1|2|3,1,0,0,680304,0;0,0-0;0-0,0,0|0|0,0|0|680314,-1,0,0,0,0,0,0,0,1,0,0,,0
680305,special_spot_config-10680305,special_spot_config-20680305,,1,3,1,0,0,0,1|2|7|8|9|10|301|303|305,0,-1,0|1|2|3,1,0,0,680305,0;0,0-0;0-0,0,0|0|0,0|0|680315,-1,0,0,0,0,0,0,0,1,0,0,,0
680306,special_spot_config-10680306,special_spot_config-20680306,,1,3,1,0,0,0,1|2|7|8|9|10|301|303|305,0,-1,0|1|2|3,1,0,0,680306,0;0,0-0;0-0,0,0|0|0,0|0|680316,-1,0,0,0,0,0,0,0,1,0,0,,0
680310,special_spot_config-10680310,special_spot_config-20680310,202404book,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,680310,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680311,special_spot_config-10680311,special_spot_config-20680311,,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,680311,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680312,special_spot_config-10680312,special_spot_config-20680312,,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,680312,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680313,special_spot_config-10680313,special_spot_config-20680313,,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,680313,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
680314,special_spot_config-10680314,special_spot_config-20680314,,1,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,680314,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,1,0,0,,0
