"id","area_id","weight","tag_weight","content","necessary_num","background","script_type"
"420","3,2,4,1","0","2:20","explore_affair_client-10000420","1,0","","2"
"421","3,2,4,1","0","12:20","explore_affair_client-10000421","1,0","","2"
"422","2","10","","explore_affair_client-10000422","3,0","","2"
"423","2","10","","explore_affair_client-10000423","3,0","","2"
"424","2","10","","explore_affair_client-10000424","3,0","","2"
"425","2","0","50:20","explore_affair_client-10000425","1,0","","2"
"426","2","0","50:20","explore_affair_client-10000426","1,1","","2"
"427","2","0","50:20","explore_affair_client-10000427","1,0","","2"
"428","2","0","50:20","explore_affair_client-10000428","3,0","","2"
"429","2","0","40:20","explore_affair_client-10000429","3,0","","2"
"430","2","-20","79:20,81:20","explore_affair_client-10000430","2,0","","2"
"431","2","0","69:20","explore_affair_client-10000431","3,0","","2"
"432","2","0","10:20","explore_affair_client-10000432","1,0","","2"
"433","2","10","","explore_affair_client-10000433","1,0","","2"
"434","2","0","51:20","explore_affair_client-10000434","3,0","","2"
"435","2","10","","explore_affair_client-10000435","3,0","","2"
"436","2","10","","explore_affair_client-10000436","3,0","","2"
"437","2","0","50:20","explore_affair_client-10000437","1,0","","2,801"
"438","2","0","50:20","explore_affair_client-10000438","1,0","","2"
"439","2","-20","67:20,67:20","explore_affair_client-10000439","2,0","","2"
"440","2","0","57:20","explore_affair_client-10000440","1,0","","2"
"441","2","0","5:20","explore_affair_client-10000441","1,0","","2,801"
"442","4","0","39:20","explore_affair_client-10000442","3,0","","2"
"443","4","0","68:20","explore_affair_client-10000443","1,0","","2"
"444","4","10","","explore_affair_client-10000444","3,0","","2"
"445","4","0","31:20","explore_affair_client-10000445","3,0","","2"
"446","4","0","14:20","explore_affair_client-10000446","1,0","","2"
"447","4","10","","explore_affair_client-10000447","1,0","","2"
"448","1,4","0","82:20","explore_affair_client-10000448","1,0","","2"
"449","1,4","0","40:20","explore_affair_client-10000449","1,0","","2"
"450","1,4","0","32:20","explore_affair_client-10000450","1,0","","2"
"451","4","-20","79:20.81:20","explore_affair_client-10000451","2,0","","2"
"452","4","0","10:20","explore_affair_client-10000452","1,0","","2"
"453","4","0","19:20","explore_affair_client-10000453","1,0","","2"
"454","4","-20","19:20,10:20","explore_affair_client-10000454","2,0","","2"
"455","4","0","9:20","explore_affair_client-10000455","1,0","","2"
"456","4","10","","explore_affair_client-10000456","1,0","","2"
"457","1","10","","explore_affair_client-10000457","1,0","","2"
"458","1","10","","explore_affair_client-10000458","1,0","","2"
"459","1","0","41:20","explore_affair_client-10000459","1,0","","2"
"460","1","0","34:20","explore_affair_client-10000460","1,0","","2"
"461","1","0","8:20","explore_affair_client-10000461","1,0","","2"
"462","1","-20","29:20,39:20","explore_affair_client-10000462","2,0","","2"
"463","1","0","28:20","explore_affair_client-10000463","1,0","","2"
"464","1","0","15:20","explore_affair_client-10000464","1,0","","2"
"465","1","0","15:20","explore_affair_client-10000465","1,0","","2"
"466","1","0","55:20,27:20","explore_affair_client-10000466","1,0","","2"
"467","1","0","82:20","explore_affair_client-10000467","1,0","","2"
"468","1","0","82:20","explore_affair_client-10000468","1,0","","2"
"469","1","0","67:20","explore_affair_client-10000469","1,0","","2"
"470","1","0","61:20","explore_affair_client-10000470","1,0","","2"
"471","1","0","65:20","explore_affair_client-10000471","2,0","","2"
"472","1","0","22:20","explore_affair_client-10000472","2,0","","2"
"473","1","0","16:20","explore_affair_client-10000473","1,0","","2"
"474","1","10","","explore_affair_client-10000474","1,0","","2"
"475","1","10","","explore_affair_client-10000475","1,0","","2"
"476","1","10","","explore_affair_client-10000476","1,0","","2"
"477","1","0","14:20","explore_affair_client-10000477","1,0","","2"
"478","1","0","14:20","explore_affair_client-10000478","1,0","","2"
"479","1","10","","explore_affair_client-10000479","1,0","","2"
"480","1","0","40:20","explore_affair_client-10000480","1,0","","2"
"481","1","0","5:20","explore_affair_client-10000481","1,0","","2"
"482","1","0","73:20","explore_affair_client-10000482","1,0","","2"
"483","3","-20","30:20,31:20","explore_affair_client-10000483","2,0","","2"
