id,name,classes,type,position,space,deco_rate,decompose_gift,description,code,texture_type,sorting,offset,rotate,interact_point,interact_point_offset,furniture_bgm,touch_area,bonus_id,ai
2045,furniture-10002045,19,301,0,"1,1,1,1,1,0",1000,100003,furniture-20002045,xyjy2019summer_wall,1,0,"0,0,0",3,0,0,0,0,0,0
2046,furniture-10002046,19,101,0,"1,1,1,1,1,0",1000,100003,furniture-20002046,hydt2019summer_floor,1,0,"0,0,0",1,0,0,0,0,0,0
2047,furniture-10002047,19,201,0,"2,2,1,1,1,0",1000,100003,furniture-20002047,irradiated_2019summer,1,0,"0,0,0",2,82047,"*-2.188,0.000,1.850",0,0,0,0
2048,furniture-10002048,19,201,0,"6,3,1,1,1,0",1000,100003,furniture-20002048,railwaygun_2019summer,1,0,"0,0,0",2,0,0,0,0,0,0
2049,furniture-10002049,81,203,"2,2","6,3,0,0,0,0",1000,100003,furniture-20002049,Halloween19_bed,1,0,"0,-0.083,0",2,"104,25","*-0.204,4.354,2.077|*-0.321,1.650,0.000",0,0,0,0
2050,furniture-10002050,81,201,"2,2","4,2,1,1,0,0",1000,100003,furniture-20002050,Halloween19_tv,1,0,"0,-0.083,0",2,104,"*0.321,2.504,0.000",0,0,0,0
2051,furniture-10002051,299,299,"2,2","3,3,0,0,0,0",1000,100003,furniture-20002051,"Halloween19_dog,SP_DogHouseBase","1,1","2,0","0.16,0.58,0|0,0,0","2,2",4,"*-0.050,0.953,-0.285",0,"3,2,0",3058,0
2052,furniture-10002052,81,201,"2,2","8,4,0,0,0,0",1000,100003,furniture-20002052,Dinergate_chm3,2,15,"0,0.104,0",2,14,"*2.479,1.878,-0.523",0,"6,4,0",0,0
2053,furniture-10002053,81,201,"2,2","5,4,1,1,0,0",1000,100003,furniture-20002053,Xms19_tree,1,0,"0,-0.06,0",2,0,0,0,0,0,0
2054,furniture-10002054,299,299,"2,2","3,3,0,0,0,0",1000,100003,furniture-20002054,"Xms19_dog,SP_DogHouseBase","1,1","2,0","0.16,0.58,0|0,0,0","2,2",0,0,0,"3,2,0",3062,0
2055,furniture-10002055,81,201,"2,2","2,2,0,0,0,0",1000,100003,furniture-20002055,WhiteV2020_A,1,0,"0,-0.031,0",2,0,0,0,0,0,0
2056,furniture-10002056,81,201,"2,2","5,2,1,1,0,0",1000,100003,furniture-20002056,WhiteV2020_B,1,0,"0,0,0",2,0,0,0,0,0,0
2057,furniture-10002057,299,299,0,"3,2,0,0,0,0",1000,100003,furniture-20002057,pet_bird_WhiteV2020,1,0,"0,0,0",2,104,"*-0.117,1.750,0.000",0,0,3067,0
2058,furniture-10002058,20,302,0,"11,11,0,0,0,0",1000,100003,furniture-20002058,pv_2019summer,1,5,"0,0.05,0",3,0,0,0,0,0,0
2059,furniture-10002059,20,302,0,"5,7,0,0,0,0",1000,100003,furniture-20002059,pv_2019Halloween,1,5,"0,0.05,0",3,0,0,0,0,0,0
2060,furniture-10002060,20,302,0,"5,7,0,0,0,0",1000,100003,furniture-20002060,pv_2019Christmas,1,5,"0,0.05,0",3,0,0,0,0,0,0
2061,furniture-10002061,20,302,0,"11,11,0,0,0,0",1000,100003,furniture-20002061,pv_2020winter,1,5,"0,0.05,0",3,0,0,0,0,0,0
2062,furniture-10002062,20,302,0,"5,7,0,0,0,0",1000,100003,furniture-20002062,pv_2020W-Valentine,1,5,"0,0.05,0",3,0,0,0,0,0,0
2063,furniture-10002063,31,201,0,"4,2,1,1,1,0",1000,100003,furniture-20002063,"4zn_Camera_deco,May2020_deco_04","1,2","0,20","0,0,0|0.3524326,0.0771598,0.0187686","2,2",45,"*-0.525,1.081,0.427",0,0,0,0
2064,furniture-10002064,81,302,0,"11,11,1,1,1,0",1000,100003,furniture-20002064,Carnival2020_wall_deco,1,5,"0,0,0",3,0,0,0,0,0,0
2065,furniture-10002065,81,201,0,"2,1,1,1,1,0",1000,100003,furniture-20002065,g41_antdog_deco,1,5,"0,0,0",2,104,"*-0.283,2.257,0.674",0,0,0,0
2066,furniture-10002066,81,201,"0,0","6,3,0,0,0,0",1000,100003,furniture-20002066,GunslingerGirl_deco_Bear,1,0,"0,0,0",2,104,"*0.700,2.257,0.000",0,"0,0,0",0,0
2067,furniture-10002067,81,202,"0,0","6,4,0,0,0,0",1000,100003,furniture-20002067,GunslingerGirl_deco_Book,2,0,"0,0.052135,0.510923",2,82067,"*-0.525,1.525,1.679",0,"6,4,0",0,0
2068,furniture-10002068,81,201,"0,0","4,3,0,0,0,0",1000,100003,furniture-20002068,GunslingerGirl_deco_Violin,2,0,"0,0.020854,0.802879",2,82068,"*-1.779,0.000,1.593",0,"4,3,0",0,0
2069,furniture-10002069,81,201,"0,0","9,5,1,1,1,0",1000,100003,furniture-20002069,yz2020_SP_SandVolleyball,2,0,"-0.552631,0.145978,0",2,82069,"0,0,0",0,"9,5,0",0,0
2070,furniture-10002070,81,201,"0,0","8,5,1,1,1,0",1000,100003,furniture-20002070,"yz2020_SP_BeachRoom_decoA,yz2020_SP_BeachRoom_decoB","1,1","0,20","0,0,0|0,0,0","2,2","43,104","*0.554,1.650,0.228|*-0.058,5.890,10.898",0,0,0,0
2071,furniture-10002071,299,299,0,"3,2,0,0,0,0",1000,100003,furniture-20002071,yz2020_dog,1,0,"0,0,0",2,4,"*-0.050,0.953,-0.285",0,"3,3,3",3071,0
2072,furniture-10002072,19,202,"0,0","6,4,0,0,0,0",1000,100003,furniture-20002072,"SummerActivity2020_sofa,SummerActivity2020_doll","1,1","0,10","0,0,0|0,0,0","2,2",12,"*-0.175,1.650,0.313",0,0,0,0
2073,furniture-10002073,19,201,"0,0","3,3,0,0,0,0",1000,100003,furniture-20002073,Summer2020_Flower,2,0,"0,0,0",2,0,"0,0,0",0,"2,2,0",0,0
2074,furniture-10002074,19,302,"0,0","5,11,0,0,0,0",1000,100003,furniture-20002074,SummerActivity2020_poster,1,0,"0,0,0",3,0,"0,0,0",0,0,0,0
2075,furniture-10002075,19,201,"0,0","3,4,0,0,0,0",1000,100003,furniture-20002075,"SummerActivity2020_sharkCloth_A,SummerActivity2020_sharkCloth_B","1,1","10,0","0,0,0|0,0,0","2,2",27,"*-0.729,1.451,0.285",0,0,0,0
2076,furniture-10002076,19,201,"0,0","10,4,0,0,0,0",1000,100003,furniture-20002076,"SummerActivity2020_bonfire_A,SummerActivity2020_bonfire_B,Summer2020_bonfire","1,1,2","0,0,0","-0.52135,0,0|1.7776867176,0,0|0.12717645068,1.3336133,0","2,2,2","104,18,19","*-0.653,5.967,0.646|*3.267,2.333,0.142|*-3.617,1.764,0.427",0,0,0,0
2077,furniture-10002077,19,201,"0,0","4,3,0,0,0,0",1000,100003,furniture-20002077,SummerActivity2020_suit,1,0,"0,0,0",2,104,"*0.744,6.098,-0.285",0,0,0,0
2078,furniture-10002078,81,203,0,"7,2,1,1,1,0",1000,100003,furniture-20002078,"midAutumn2020_deco,midAutumn2020_lantern","1,2","0,20","0,0,0|0,0,0","2,2",4,"*-0.283,2.222,0.262",0,0,0,0
2079,furniture-10002079,20,302,0,"5,7,0,0,0,0",1000,100003,furniture-20002079,pv_2020beach,1,5,"0,0.05,0",3,0,0,0,0,0,0
2080,furniture-10002080,20,302,0,"11,11,0,0,0,0",1000,100003,furniture-20002080,pv_2020summer,1,5,"0,0.05,0",3,0,0,0,0,0,0
2081,furniture-10002081,81,201,0,"8,5,0,0,0,0",1000,100003,furniture-20002081,"Halloween2020_carA,Halloween2020_carB,Halloween2020_carWait","1,1,2","0,20,10","0,0,0|0,0,0|2.304367,0.677755,0.427507","2,2,2",49,"0,0,0",0,0,0,0
2082,furniture-10002082,81,203,0,"4,4,0,0,0,0",1000,100003,furniture-20002082,"Halloween2020_strollerA,Halloween2020_strollerB,halloween2020_stroller","1,1,2","20,10,0","0,0,0|0,0,0|0,0,0","2,2,2",42,"*0.467,2.732,-0.370",0,0,0,0
2083,furniture-10002083,299,299,0,"3,2,0,0,0,0",1000,100003,furniture-20002083,halloween2020_dog,1,0,"0,0,0",2,4,"*-0.050,0.953,-0.285",0,"3,3,3",3075,0
2084,furniture-10002084,81,201,0,"3,3,1,1,1,0",1000,100003,furniture-20002084,Stuffeddoll_Deco,1,0,"0,0,0",2,0,0,0,0,0,0
2085,furniture-10002085,81,201,"0,0","8,3,0,0,0,0",1000,100003,furniture-20002085,Division_deco_Board,1,0,"0,0,0",2,12,"*-1.633,0.967,0.427",0,0,0,0
2086,furniture-10002086,81,201,"0,0","8,5,0,0,0,0",1000,100003,furniture-20002086,"Division_deco_GarbageA,Division_deco_GarbageB,Division_deco_GarbageC,Division_deco_GarbageD","1,1,1,1","20,20,0,0","-0.218967,0,0|2.0843573,0,0|-0.21896689573,0,0|2.08477438,0,0","2,2,2,2",13,"*1.108,0.768,-0.285",0,0,0,0
2087,furniture-10002087,81,201,"0,0","4,3,0,0,0,0",1000,100003,furniture-20002087,"Division_deco_materialboxA,Division_deco_materialbox","1,2","0,0","0,0,0|-0.2544188,0,0","2,2",82087,"*2.100,0.000,-0.285",0,0,0,0
2088,furniture-10002088,81,201,"0,0","10,4,0,0,0,0",1000,100003,furniture-20002088,"Division_deco_ContainerA,Division_deco_ContainerB,Division_deco_ContainerC,Division_deco_ContainerD","1,1,1,1","20,20,0,0","-0.5609726,0,0|1.730882,0,0|-0.5609726,0,0|1.7402663,0,0","2,2,2,2",43,"*-0.572,3.087,0.125",0,0,0,0
2089,furniture-10002089,81,201,"0,0","10,4,0,0,0,0",1000,100003,furniture-20002089,Division_deco_Barrier,1,0,"0,0,0",2,19,"*3.792,3.728,0.390",0,0,0,0
2090,furniture-10002090,81,201,"0,0","10,4,0,0,0,0",1000,100003,furniture-20002090,4zn_tw_stage,1,0,"0,0,0",2,17,"*2.800,1.650,-0.285",0,0,0,0
2091,furniture-10002091,81,201,"0,0","12,5,0,0,0,0",1000,100003,furniture-20002091,"4zn_tw_vanA,4zn_tw_vanB","1,1","20,0","0,0,0|0,0,0","2,2",17,"*1.275,1.983,-0.285",0,0,0,0
2092,furniture-10002092,81,201,"0,0","10,4,0,0,0,0",1000,100003,furniture-20002092,"4zn_tw_ballPoolA,4zn_tw_ballPoolB","1,1","0,20","0,0,0|0,0,0","2,2","43,43","*-2.071,3.215,0.569|*1.458,3.215,0.569",0,0,0,0
2093,furniture-10002093,19,302,"0,0","9,8,0,0,0,0",1000,100003,furniture-20002093,"2021Winter_LivingBoardA,2021Winter_LivingBoardB,2021Winter_LivingBoardC,2021Winter_LivingBoardD","1,1,1,1","0,0,20,20","-0.427507,0.354518,0|1.866433,0.354518,0|-0.427507,0.354518,0|1.866433,0.354518,0","3,3,3,3",0,"0,0,0",0,0,0,0
2094,furniture-10002094,19,201,"0,0","2,2,0,0,0,0",1000,100003,furniture-20002094,2021Winter_gkemblem,2,0,"0,0,0",2,48,"0,0,0",0,"3,5,0",0,0
2095,furniture-10002095,19,302,"0,0","11,10,0,0,0,0",1000,100003,furniture-20002095,"2021Winter_WallDecoA,2021Winter_WallDecoB","1,1","0,0","-0.771598,0,0|1.5013722603,0,0","3,3",0,"0,0,0",0,0,0,0
2096,furniture-10002096,19,201,"0,0","3,3,0,0,0,0",1000,100003,furniture-20002096,2021Winter_Rolypoly,2,0,"0,0,0",2,54,"0,0,0",0,"3,3,0",0,0
2097,furniture-10002097,19,201,"0,0","2,2,0,0,0,0",1000,100003,furniture-20002097,"2021Winter_TableDeco,2021Winter_GoldenCoin","1,2","0,0","0,0,0|0,0.7788969,0","2,2",0,"0,0,0",0,0,0,0
2098,furniture-10002098,19,201,"0,0","8,3,0,0,0,0",1000,100003,furniture-20002098,"2021Winter_ScannerA,2021Winter_ScannerB,2021Winter_ScannerC,2021Winter_ScannerD","1,1,1,1","0,0,20,20","-0.34710273468,0,0|1.9467209,0,0|-0.34710273468,0,0|1.9467209,0,0","2,2,2,2",13,"*-1.269,2.954,-0.285",0,0,0,0
2099,furniture-10002099,19,201,"0,0","6,4,0,0,0,0",1000,100003,furniture-20002099,"2021Winter_CatalyticA,2021Winter_CatalyticB","1,1","0,0","0,0,0|2.29394,0,0","2,2",0,"0,0,0",0,0,0,0
2100,furniture-10002100,81,201,"0,0","3,3,1,1,1,0",1000,100003,furniture-20002100,K2Cake_deco,1,0,"0,0,0",2,0,0,0,0,0,0
2101,furniture-10002101,21,203,"3,7","6,4,1,1,1,0",1150,100003,furniture-20002101,qrj2017_bed,1,0,"0,0,0",2,"5,5,104","0.60,0.36,0|0.60,0.26,0|*-0.705,6,0.000",0,0,0,0
2102,furniture-10002102,21,201,"17,10","6,4,1,1,1,0",1150,100003,furniture-20002102,qrj2017_table,1,0,"0,0,0",2,104,"*-1.7,4.3,0.000",0,0,0,0
2103,furniture-10002103,21,102,"15,4","4,6,1,1,1,0",1050,100003,furniture-20002103,qrj2017_carpet,1,0,"0,0,0",1,0,0,0,0,0,0
2104,furniture-10002104,21,202,"15,10","2,3,1,1,1,0",950,100003,furniture-20002104,qrj2017_chair_a,1,0,"0,0,0",2,3,"0.58,0.33,1",0,0,0,0
2105,furniture-10002105,21,202,"23,8","2,3,1,1,1,0",950,100003,furniture-20002105,qrj2017_chair_b,1,0,"0,0,0",2,2,"0.46,0.33,0",0,0,0,0
2106,furniture-10002106,21,202,"25,2","7,7,1,1,1,0",1200,100003,furniture-20002106,qrj2017_deco_01,1,0,"0,0,0",2,"3,104","0.23,0.19,1|0.5,0.94,0",0,0,0,0
2107,furniture-10002107,21,201,"8,3","5,3,1,1,1,0",1100,100003,furniture-20002107,qrj2017_deco_02,1,0,"0,0,0",2,104,"*-0.3,3.3,0.000",0,0,0,0
2108,furniture-10002108,21,201,"3,11","2,3,1,1,1,0",1100,100003,furniture-20002108,qrj2017_deco_03,1,0,"0,0,0",2,0,0,0,0,0,0
2109,furniture-10002109,21,101,0,"1,1,1,1,1,0",1000,100003,furniture-20002109,qrj2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
2110,furniture-10002110,21,202,"14,3","6,4,1,1,1,0",1100,100003,furniture-20002110,qrj2017_sofa,1,0,"0,0,0",2,"3,2","0.34,0.22,1|0.64,0.22,0",0,0,0,0
2111,furniture-10002111,21,301,0,"1,1,1,1,1,0",1000,100003,furniture-20002111,qrj2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
2112,furniture-10002112,21,201,"12,2","10,1,1,1,1,0",1200,100003,furniture-20002112,qrj2017_walldeco_01,1,0,"0,-0.05,0",2,104,"*2.4,6.4,0.000",0,0,0,0
2113,furniture-10002113,21,302,"24,6","3,6,1,1,1,0",1050,100003,furniture-20002113,qrj2017_walldeco_02,1,0,"0,0,0",3,0,0,0,0,0,0
2201,furniture-10002201,22,203,"14,10","5,4,1,1,1,0",650,100002,furniture-20002201,js2017_bed,1,0,"0,0,0",2,6,"0.46,0.35,1",0,0,0,0
2202,furniture-10002202,22,102,"27,7","4,4,1,1,1,0",550,100002,furniture-20002202,js2017_carpet,1,0,"0,0,0",1,0,0,0,0,0,0
2203,furniture-10002203,22,202,"9,11","3,3,1,1,1,0",400,100002,furniture-20002203,js2017_chair_a,1,0,"0,0,0",2,3,"0.58,0.44,1",0,0,0,0
2204,furniture-10002204,22,202,"16,6","2,3,1,1,1,0",400,100002,furniture-20002204,js2017_chair_b,1,0,"0,0,0",2,3,"0.58,0.44,1",0,0,0,0
2205,furniture-10002205,22,201,"3,2","5,3,1,1,1,0",600,100002,furniture-20002205,js2017_deco_01,1,0,"0,0,0",2,104,"*0,5.6,0.000",0,0,0,0
2206,furniture-10002206,22,201,"25,4","7,2,1,1,1,0",600,100002,furniture-20002206,js2017_deco_02,1,0,"0,0,0",2,104,"*0.201,4.4,0.000",0,0,0,0
2207,furniture-10002207,22,202,"18,5","3,4,1,1,1,0",500,100002,furniture-20002207,js2017_desk_a,1,0,"0,0,0",2,2,"0.37,0.64,0",0,0,0,0
2208,furniture-10002208,22,201,"11,5","3,4,1,1,1,0",550,100002,furniture-20002208,js2017_desk_b,1,0,"0,0,0",2,104,"*0.705,3.542,0.000",0,0,0,0
2209,furniture-10002209,22,201,"26,7","3,4,1,1,1,0",550,100002,furniture-20002209,js2017_desk_c,1,0,"0,0,0",2,104,"*-0.856,2.728,0.000",0,0,0,0
2210,furniture-10002210,22,101,0,"1,1,1,1,1,0",500,100002,furniture-20002210,js2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
2211,furniture-10002211,22,301,0,"1,1,1,1,1,0",500,100002,furniture-20002211,js2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
2212,furniture-10002212,22,302,"9,11","4,8,1,1,1,0",550,100002,furniture-20002212,js2017_walldeco_01,1,0,"0,0,0",3,0,0,0,0,0,0
2213,furniture-10002213,22,302,"26,13","3,3,1,1,1,0",500,100002,furniture-20002213,js2017_walldeco_02,1,0,"0,0,0",3,104,"*0.052,1.319,0.000",0,0,0,0
2214,furniture-10002214,22,302,"28,4","3,3,1,1,1,0",500,100002,furniture-20002214,js2017_walldeco_03,1,0,"0,0,0",3,104,"*0.052,1.143,0.000",0,0,0,0
2215,furniture-10002215,22,302,"14,7","12,12,1,1,1,0",650,100002,furniture-20002215,js2017_window,1,0,"0,0,0",3,104,"*-1.2,-5.2,0.000",0,0,0,0
2301,furniture-10002301,23,302,"28,6","1,2,1,1,1,0",700,100002,furniture-20002301,lm2017_walldeco_01,1,0,"0,0,0",3,0,0,0,0,0,0
2302,furniture-10002302,23,302,"16,9","7,9,1,1,1,0",700,100002,furniture-20002302,lm2017_walldeco_02,1,0,"0,0,0",3,0,0,0,0,0,0
2303,furniture-10002303,23,203,"10,2","6,3,1,1,1,0",700,100002,furniture-20002303,lm2017_bed,1,0,"0,0,0",2,"6,104","0.46,0.18,1|*-1.5,2.6,0.000",0,0,0,0
2304,furniture-10002304,23,202,"20,11","2,3,1,1,1,0",500,100002,furniture-20002304,lm2017_chair_a,1,0,"0,0,0",2,3,"0.53,0.40,1",0,0,0,0
2305,furniture-10002305,23,202,"26,11","2,3,1,1,1,0",500,100002,furniture-20002305,lm2017_chair_b,1,0,"0,0,0",2,2,"0.54,0.40,0",0,0,0,0
2306,furniture-10002306,23,201,"27,4","3,3,1,1,1,0",650,100002,furniture-20002306,lm2017_deco_01,1,0,"0,0,0",2,104,"*-0.101,5.839,0.000",0,0,0,0
2307,furniture-10002307,23,201,"16,2","1,2,1,1,1,0",650,100002,furniture-20002307,lm2017_deco_02,1,0,"0,0,0",2,104,"*0.101,6.030,0.000",0,0,0,0
2308,furniture-10002308,23,201,"3,9","5,3,1,1,1,0",600,100002,furniture-20002308,lm2017_deco_03,1,0,"0,0,0",2,104,"*-1,2.3,0.000",0,0,0,0
2309,furniture-10002309,23,201,"2,2","8,6,1,1,1,0",750,100002,furniture-20002309,lm2017_deco_04,1,0,"0,0,0",2,104,"*0.201,8,0.000",0,0,0,0
2310,furniture-10002310,23,201,"30,2","2,3,1,1,1,0",500,100002,furniture-20002310,lm2017_deco_05,1,0,"0,0,0",2,104,"*-0.050,3.015,0.000",0,0,0,0
2311,furniture-10002311,23,101,0,"1,1,1,1,1,0",550,100002,furniture-20002311,lm2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
2312,furniture-10002312,23,201,"22,11","4,3,1,1,1,0",650,100002,furniture-20002312,lm2017_table,1,0,"0,0,0",2,104,"*-0.8,2.2,0.000",0,0,0,0
2313,furniture-10002313,23,301,0,"1,1,1,1,1,0",550,100002,furniture-20002313,lm2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
2401,furniture-10002401,24,203,"12,3","6,3,1,1,1,0",1150,100003,furniture-20002401,bwg2017_bed,1,0,"0,0,0",2,"6,104","0.50,0.24,1|*-2,1.6,0.000",0,0,0,0
2402,furniture-10002402,24,102,"25,7","6,2,1,1,1,0",1050,100003,furniture-20002402,bwg2017_carpet,1,0,"0,0,0",1,0,0,0,0,0,0
2403,furniture-10002403,24,201,"14,9","6,3,1,1,1,0",950,100003,furniture-20002403,bwg2017_deco_01,1,0,"0,0,0",2,104,"*0.101,3.6,0.000",0,0,0,0
2404,furniture-10002404,24,201,"5,9","6,3,1,1,1,0",950,100003,furniture-20002404,bwg2017_deco_02,1,0,"0,0,0",2,104,"*0.101,3.6,0.000",0,0,0,0
2405,furniture-10002405,24,201,"23,9","6,3,1,1,1,0",950,100003,furniture-20002405,bwg2017_deco_03,1,0,"0,0,0",2,104,"*0.101,3.6,0.000",0,0,0,0
2406,furniture-10002406,24,201,"15,7","2,1,1,1,1,0",900,100003,furniture-20002406,bwg2017_deco_04,1,0,"0,0,0",2,104,"*-1,5.4,0.000",0,0,0,0
2407,furniture-10002407,24,201,"25,4","6,1,1,1,1,0",1000,100003,furniture-20002407,bwg2017_deco_05,1,0,"0,0,0",2,104,"*-0,1.3,0.000",0,0,0,0
2408,furniture-10002408,24,201,"9,12","2,1,1,1,1,0",1100,100003,furniture-20002408,bwg2017_deco_06,1,0,"0,0,0",2,104,"*-0.4,9,0.000",0,0,0,0
2409,furniture-10002409,24,201,"14,2","1,1,1,1,1,0",1000,100003,furniture-20002409,bwg2017_deco_07,1,0,"0,0,0",2,104,"*2.8,8.5,0.000",0,0,0,0
2410,furniture-10002410,24,201,"22,2","7,2,1,1,1,0",1150,100003,furniture-20002410,bwg2017_deco_08,1,0,"0,0,0",2,104,"*0,6.700,0.000",0,0,0,0
2411,furniture-10002411,24,101,0,"2,2,1,1,1,0",1000,100003,furniture-20002411,bwg2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
2412,furniture-10002412,24,202,"3,2","6,3,1,1,1,0",1050,100003,furniture-20002412,bwg2017_sofa,1,0,"0,0,0",2,"2,104","0.40,0.20,0|*0.906,5.839,0.000",0,0,0,0
2413,furniture-10002413,24,301,0,"1,1,1,1,1,0",1000,100003,furniture-20002413,bwg2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
2414,furniture-10002414,24,302,"2,6","2,2,1,1,1,0",900,100003,furniture-20002414,bwg2017_walldeco_01,1,0,"0,0.1,0",3,0,0,0,0,0,0
2501,furniture-10002501,25,202,"3,2","5,3,1,1,1,0",1100,100003,furniture-20002501,dtz2017_chair,1,0,"0,0,0",2,"2,3","0.31,0.16,1|0.72,0.16,0",0,0,0,0
2502,furniture-10002502,25,302,"3,3","10,6,1,1,1,0",1000,100003,furniture-20002502,dtz2017_deco_01,1,0,"0,-0.2,0",3,0,0,0,0,0,0
2503,furniture-10002503,25,201,"4,11","7,3,1,1,1,0",1100,100003,furniture-20002503,dtz2017_deco_02,1,0,"0,0,0",2,104,"*0.101,3.2,0.000",0,0,0,0
2504,furniture-10002504,25,201,"11,12","5,2,1,1,1,0",1100,100003,furniture-20002504,dtz2017_deco_03,1,0,"0,0,0",2,104,"*0.101,5.8,0.000",0,0,0,0
2505,furniture-10002505,25,201,"16,12","3,2,1,1,1,0",1050,100003,furniture-20002505,dtz2017_deco_04,1,0,"0,0,0",2,104,"*0.101,6.2,0.000",0,0,0,0
2506,furniture-10002506,25,201,"19,11","6,3,1,1,1,0",1150,100003,furniture-20002506,dtz2017_deco_05,1,0,"0,0,0",2,104,"*0.101,4.690,0.000",0,0,0,0
2507,furniture-10002507,25,201,"23,2","5,3,1,1,1,0",1200,100003,furniture-20002507,dtz2017_deco_06,1,0,"0,0,0",2,104,"*1.309,4.116,0.000",0,0,0,0
2508,furniture-10002508,25,201,"25,13","6,1,1,1,1,0",950,100003,furniture-20002508,dtz2017_deco_07,1,0,"0,0,0",2,104,"*0.101,2.2,0.000",0,0,0,0
2509,furniture-10002509,25,101,0,"6,2,1,1,1,0",1000,100003,furniture-20002509,dtz2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
2510,furniture-10002510,25,301,0,"1,1,1,1,1,0",1000,100003,furniture-20002510,dtz2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
2511,furniture-10002511,25,302,"6,11","13,10,1,1,1,0",1200,100003,furniture-20002511,dtz2017_walldeco_01,1,0,"0,0,0",3,104,"*0.207,5.979,0.000",0,0,0,0
2512,furniture-10002512,25,302,"19,11","13,10,1,1,1,0",1200,100003,furniture-20002512,dtz2017_walldeco_02,1,0,"0,0,0",3,104,"*0.207,4.572,0.000",0,0,0,0
2513,furniture-10002513,25,302,"23,3","6,3,1,1,1,0",950,100003,furniture-20002513,dtz2017_walldeco_03,1,0,"0,0,0",3,104,"*0.104,1.583,0.000",0,0,0,0
2601,furniture-10002601,26,203,"5,10","6,4,1,1,1,0",650,100002,furniture-20002601,xsh2017_bed,1,0,"0,0,0",2,"5,6","0.48,0.25,0|0.60,0.15,1",0,0,0,0
2602,furniture-10002602,26,202,"27,4","3,3,1,1,1,0",500,100002,furniture-20002602,xsh2017_chair_a,1,0,"0,0,0",2,2,"0.50,0.43,0",0,0,0,0
2603,furniture-10002603,26,202,"15,11","3,3,1,1,1,0",500,100002,furniture-20002603,xsh2017_chair_b,1,0,"0,0,0",2,3,"0.55,0.43,1",0,0,0,0
2604,furniture-10002604,26,201,"2,6","6,4,1,1,1,0",700,100002,furniture-20002604,xsh2017_deco_01,1,0,"0,0,0",2,104,"*-1.8,3.7,0.000",0,0,0,0
2605,furniture-10002605,26,201,"12,2","6,2,1,1,1,0",600,100002,furniture-20002605,xsh2017_deco_02,1,0,"0,0,0",2,104,"*0.101,5.3,0.000",0,0,0,0
2606,furniture-10002606,26,201,"7,2","5,4,1,1,1,0",550,100002,furniture-20002606,xsh2017_deco_03,1,0,"0,0,0",2,104,"*0.101,2.8,0.000",0,0,0,0
2607,furniture-10002607,26,201,"22,2","10,2,1,1,1,0",750,100002,furniture-20002607,xsh2017_deco_04,1,0,"0,0,0",2,104,"*1.8,6.3,0.000",0,0,0,0
2608,furniture-10002608,26,101,0,"1,1,1,1,1,0",550,100002,furniture-20002608,xsh2017_floor,1,0,"0,0,0",1,0,0,0,0,0,0
2609,furniture-10002609,26,201,"24,7","6,3,1,1,1,0",600,100002,furniture-20002609,xsh2017_table_01,1,0,"0,0,0",2,104,"*2.2,4,0.000",0,0,0,0
2610,furniture-10002610,26,201,"13,6","10,4,1,1,1,0",700,100002,furniture-20002610,xsh2017_table_02,1,0,"0,0,0",2,104,"*0.8,4.3,0.000",0,0,0,0
2611,furniture-10002611,26,301,0,"3,6,1,1,1,0",550,100002,furniture-20002611,xsh2017_wall,1,0,"0,0,0",3,0,0,0,0,0,0
2612,furniture-10002612,26,302,"18,10","3,7,1,1,1,0",600,100002,furniture-20002612,xsh2017_walldeco_01,1,0,"0,0,0",3,0,0,0,0,0,0
2613,furniture-10002613,26,302,"5,5","12,12,1,1,1,0",750,100002,furniture-20002613,xsh2017_window,1,0,"0,0,0",3,"104,104","*-3.523,5.4,0.000|0.5,-0.23,0",0,0,0,0
2701,furniture-10002701,27,203,"2,2","6,3,1,1,1,0",700,100002,furniture-20002701,"syp2017_bed,syp2017_bed_a,syp2017_bed_b","1,1,1","0,5,5","0,-0.05,0|0,-0.05,0|0,-0.05,0","2,2,2","11,104","0.5,0.15,0|*0.101,5.894,0.000",0,0,0,0
2702,furniture-10002702,27,202,"28,12","2,2,1,1,1,0",550,100002,furniture-20002702,syp2017_chair,1,0,"0,-0.07,0",2,1,"0.5,0.37,0",0,"3,3,3",0,0
2703,furniture-10002703,27,302,"8,14","4,4,1,1,1,0",600,100002,furniture-20002703,syp2017_deco_01,1,0,"0,0.7,0",2,0,0,0,"3,3,3",0,0
2704,furniture-10002704,27,201,"22,3","7,7,3,3,1,6",650,100002,furniture-20002704,syp2017_deco_02,1,0,"0,-0.9,0",2,104,"*0.201,5.1,0.000",0,0,0,0
2705,furniture-10002705,27,201,"29,4","3,5,1,1,1,0",600,100002,furniture-20002705,syp2017_deco_03,1,0,"-0.09,-0.08,0",2,104,"*-0.352,5.6,0.000",0,0,0,0
