id,name,user_exp,mp,ammo,mre,part,core,gem,gem_pay,gun_id,sangvis,item_ids,furniture,gift,equip_ids,coins,skin,content,send_limit,icon,bp_pay,fairy_ids,chip,commander_uniform,vehicle_component
1267,prize-10001267,0,0,0,0,0,0,0,0,,,100101-10|100102-2,,,,,0,prize-20001267,0,,0,,,,
1268,prize-10001268,0,0,0,0,0,0,0,0,,,100101-10|100103-2,,,,,0,prize-20001268,0,,0,,,,
1269,prize-10001269,0,0,0,0,0,0,0,0,,,100101-12|100102-2,,,,,0,prize-20001269,0,,0,,,,
1270,prize-10001270,0,0,0,0,0,0,0,0,,,100101-12|100103-2,,,,,0,prize-20001270,0,,0,,,,
1271,prize-10001271,0,0,0,0,0,0,0,0,,,100101-15|100102-2,,,,,0,prize-20001271,0,,0,,,,
1272,prize-10001272,0,0,0,0,0,0,0,0,,,100101-15|100103-2,,,,,0,prize-20001272,0,,0,,,,
1273,prize-10001273,0,0,0,0,0,0,0,0,,,100101-6,,,,,0,prize-20001273,0,,0,,,,
1274,prize-10001274,0,0,0,0,0,0,0,0,,,100101-8,,,,,0,prize-20001274,0,,0,,,,
1275,prize-10001275,0,0,0,0,0,0,0,0,,,100101-10,,,,,0,prize-20001275,0,,0,,,,
1276,prize-10001276,0,0,0,0,0,0,0,0,,,100101-12,,,,,0,prize-20001276,0,,0,,,,
1277,prize-10001277,0,0,0,0,0,0,0,0,,,100101-15,,,,,0,prize-20001277,0,,0,,,,
1278,prize-10001278,0,0,0,0,0,0,0,0,,,100102-1,,,,,0,prize-20001278,0,,0,,,,
1279,prize-10001279,0,0,0,0,0,0,0,0,,,100103-1,,,,,0,prize-20001279,0,,0,,,,
1280,prize-10001280,0,0,0,0,0,0,0,0,,,100102-2,,,,,0,prize-20001280,0,,0,,,,
1281,prize-10001281,0,0,0,0,0,0,0,0,,,100103-2,,,,,0,prize-20001281,0,,0,,,,
1282,prize-10001282,0,0,0,0,0,0,0,0,,,,20019,,,,0,prize-20001282,0,,0,,,,
1283,prize-10001283,0,0,0,0,0,0,0,0,,,,20021,,,,0,prize-20001283,0,,0,,,,
1284,prize-10001284,0,0,0,0,0,0,0,0,,,,20020,,,,0,prize-20001284,0,,0,,,,
1285,prize-10001285,0,0,0,0,0,0,0,0,,,,20016,,,,0,prize-20001285,0,,0,,,,
1286,prize-10001286,0,0,0,0,0,0,0,0,341,,,,,,,0,prize-20001286,0,,0,,,,
1287,prize-10001287,0,0,0,0,0,0,0,0,342,,,,,,,0,prize-20001287,0,,0,,,,
1288,prize-10001288,0,0,0,0,0,0,0,0,344,,,,,,,0,prize-20001288,0,,0,,,,
1289,prize-10001289,0,0,0,0,0,0,0,0,319,,,,,,,0,prize-20001289,0,,0,,,,
1290,prize-10001290,0,0,0,0,0,0,0,0,318,,,,,,,0,prize-20001290,0,,0,,,,
1291,prize-10001291,0,0,0,0,0,0,90,0,0,,,,,250,,0,prize-20001291,0,,0,,,,
1292,prize-10001292,0,0,0,0,0,0,0,0,0,,41-500|44-500|506-1000,,100003-5,,,0,prize-20001292,0,Bumdle_package,0,,,,
1293,prize-10001293,0,0,0,0,0,0,0,0,273,,100105-1,,,,,0,prize-20001293,0,,0,,,,
1294,prize-10001294,0,0,0,0,0,0,0,0,317,,100105-1,,,,,0,prize-20001294,0,,0,,,,
1295,prize-10001295,0,0,0,0,0,0,0,0,275,,100105-1,,,,,0,prize-20001295,0,,0,,,,
1296,prize-10001296,0,0,0,0,0,0,0,0,224,,100106-1,,,,,0,prize-20001296,0,,0,,,,
1297,prize-10001297,0,0,0,0,0,0,0,0,296,,100106-1,,,,,0,prize-20001297,0,,0,,,,
1298,prize-10001298,0,0,0,0,0,0,0,0,315,,100106-1,,,,,0,prize-20001298,0,,0,,,,
1299,prize-10001299,0,0,0,0,0,0,0,0,0,,100105-1,,,,,0,prize-20001299,0,,0,,,,
1300,prize-10001300,0,0,0,0,0,0,0,0,0,,100106-1,,,,,0,prize-20001300,0,,0,,,,
1301,prize-10001301,0,0,0,0,0,0,90,0,0,,,,,259,,0,prize-20001301,0,,0,,,,
1302,prize-10001302,0,0,0,0,0,0,0,0,0,,100107-20,,,,,0,prize-20001302,0,,0,,,4120,
1303,prize-10001303,0,0,0,0,0,0,0,0,0,,,20023,,,,0,prize-20001303,0,,0,,,,
1304,prize-10001304,0,0,0,0,0,0,0,0,0,,100108-20,,,,,0,prize-20001304,0,,0,,,,
1305,prize-10001305,0,0,0,0,0,0,0,0,0,,100108-20|100109-1,,,,,0,prize-20001305,0,,0,,,,
1306,prize-10001306,0,0,0,0,0,0,0,0,0,,100108-20|100110-1,,,,,0,prize-20001306,0,,0,,,,
1307,prize-10001307,0,0,0,0,0,0,0,0,0,,100109-1,,,,,0,prize-20001307,0,,0,,,,
1308,prize-10001308,0,0,0,0,0,0,0,0,0,,100110-1,,,,,0,prize-20001308,0,,0,,,,
1309,prize-10001309,0,0,0,0,0,0,600,0,0,,41-500,,100003-5,,,0,prize-20001309,0,Bumdle_halloween2017,0,,,,
1310,prize-10001310,0,0,0,0,0,0,0,0,0,,100111-20|100112-1,,,,,0,prize-20001310,0,,0,,,,
1311,prize-10001311,0,0,0,0,0,0,0,0,0,,100111-20|100113-1,,,,,0,prize-20001311,0,,0,,,,
1312,prize-10001312,0,0,0,0,0,0,0,0,0,,100111-20,,,,,0,prize-20001312,0,,0,,,,
1313,prize-10001313,0,0,0,0,0,0,0,0,0,,100111-30|100112-2,,,,,0,prize-20001313,0,,0,,,,
1314,prize-10001314,0,0,0,0,0,0,0,0,0,,100111-30|100113-2,,,,,0,prize-20001314,0,,0,,,,
1315,prize-10001315,0,0,0,0,0,0,0,0,0,,100111-30,,,,,0,prize-20001315,0,,0,,,,
1316,prize-10001316,0,0,0,0,0,0,0,0,0,,100112-1,,,,,0,prize-20001316,0,,0,,,,
1317,prize-10001317,0,0,0,0,0,0,0,0,0,,100113-1,,,,,0,prize-20001317,0,,0,,,,
1318,prize-10001318,0,0,0,0,0,0,0,0,0,,100112-2,,,,,0,prize-20001318,0,,0,,,,
1319,prize-10001319,0,0,0,0,0,0,0,0,0,,100113-2,,,,,0,prize-20001319,0,,0,,,,
1320,prize-10001320,0,0,0,0,0,0,90,0,0,,,,,264,,0,prize-20001320,0,,0,,,,
1321,prize-10001321,0,0,0,0,0,0,0,0,0,,,20027,,,,0,prize-20001321,0,,0,,,,
1322,prize-10001322,0,0,0,0,0,0,600,0,0,,41-500,,100003-5,,,0,prize-20001322,0,Bumdle_double112017,0,,,,
1323,prize-10001323,0,0,0,0,0,0,0,0,0,,41-150|44-200,,100003-5,,,0,prize-20001323,0,Bumdle_double1120212,0,,,,
1324,prize-10001324,0,0,0,0,0,0,0,0,0,,605-20|516-1000|506-1000,,100003-5,,,0,prize-20001324,0,Bumdle_double112021,0,,,,
1325,prize-10001325,0,0,0,0,0,0,0,0,1018,,,,,,,0,prize-20001325,0,,0,,,,
1326,prize-10001326,0,0,0,0,0,0,0,0,1020,,,,,,,0,prize-20001326,0,,0,,,,
1327,prize-10001327,0,0,0,0,0,0,0,0,4,,,,,,,0,prize-20001327,0,,0,,,,
1328,prize-10001328,0,0,0,0,0,0,0,0,226,,,,,,,0,prize-20001328,0,,0,,,,
1329,prize-10001329,0,0,0,0,0,0,0,0,0,,100114-8|100115-1,,,,,0,prize-20001329,0,,0,,,,
1330,prize-10001330,0,0,0,0,0,0,0,0,0,,100114-8,,,,,0,prize-20001330,0,,0,,,,
1331,prize-10001331,0,0,0,0,0,0,0,0,0,,100114-10|100115-1,,,,,0,prize-20001331,0,,0,,,,
1332,prize-10001332,0,0,0,0,0,0,0,0,0,,100114-10|100116-1,,,,,0,prize-20001332,0,,0,,,,
1333,prize-10001333,0,0,0,0,0,0,0,0,0,,100114-10,,,,,0,prize-20001333,0,,0,,,,
1334,prize-10001334,0,0,0,0,0,0,0,0,0,,100114-15|100116-1,,,,,0,prize-20001334,0,,0,,,,
1335,prize-10001335,0,0,0,0,0,0,0,0,0,,100114-15|100115-2,,,,,0,prize-20001335,0,,0,,,,
1336,prize-10001336,0,0,0,0,0,0,0,0,0,,100114-15,,,,,0,prize-20001336,0,,0,,,,
1337,prize-10001337,0,0,0,0,0,0,0,0,0,,100114-18|100115-2,,,,,0,prize-20001337,0,,0,,,,
1338,prize-10001338,0,0,0,0,0,0,0,0,0,,100114-18|100116-2,,,,,0,prize-20001338,0,,0,,,,
1339,prize-10001339,0,0,0,0,0,0,0,0,0,,100114-18,,,,,0,prize-20001339,0,,0,,,,
1340,prize-10001340,0,0,0,0,0,0,0,0,0,,100114-20|100116-2,,,,,0,prize-20001340,0,,0,,,,
1341,prize-10001341,0,0,0,0,0,0,0,0,0,,100114-20,,,,,0,prize-20001341,0,,0,,,,
1342,prize-10001342,0,0,0,0,0,0,0,0,0,,100115-1,,,,,0,prize-20001342,0,,0,,,,
1343,prize-10001343,0,0,0,0,0,0,0,0,0,,100116-1,,,,,0,prize-20001343,0,,0,,,,
1344,prize-10001344,0,0,0,0,0,0,0,0,0,,100115-2,,,,,0,prize-20001344,0,,0,,,,
1345,prize-10001345,0,0,0,0,0,0,0,0,0,,100116-2,,,,,0,prize-20001345,0,,0,,,,
1346,prize-10001346,0,0,0,0,0,88,0,0,0,,44-500,,100003-5,,2-1000|3-500,0,prize-20001346,0,Bumdle_newskin0722,0,,,,
1347,prize-10001347,0,0,0,0,0,0,90,0,0,,,,,265,,0,prize-20001347,0,,0,,,,
1348,prize-10001348,0,0,0,0,0,0,0,0,0,,,,572-1,,,0,prize-20001348,0,,0,,,,
1349,prize-10001349,0,0,0,0,0,0,0,0,,,100117-20,,,,,0,prize-20001349,0,,0,,,,
1350,prize-10001350,0,0,0,0,0,0,0,0,,,100117-30,,,,,0,prize-20001350,0,,0,,,,
1351,prize-10001351,0,0,0,0,0,0,0,0,,,100117-20|100118-1,,,,,0,prize-20001351,0,,0,,,,
1352,prize-10001352,0,0,0,0,0,0,0,0,,,100117-20|100119-1,,,,,0,prize-20001352,0,,0,,,,
1353,prize-10001353,0,0,0,0,0,0,0,0,,,100117-30|100119-1,,,,,0,prize-20001353,0,,0,,,,
1354,prize-10001354,0,0,0,0,0,0,0,0,,,100118-1,,,,,0,prize-20001354,0,,0,,,,
1355,prize-10001355,0,0,0,0,0,0,0,0,,,100119-1,,,,,0,prize-20001355,0,,0,,,,
1356,prize-10001356,0,0,0,0,0,0,0,0,,,100123-15,,,,,0,prize-20001356,0,,0,,,,
1357,prize-10001357,0,0,0,0,0,0,0,0,,,100123-20,,,,,0,prize-20001357,0,,0,,,,
1358,prize-10001358,0,0,0,0,0,0,0,0,,,100123-15|100124-1,,,,,0,prize-20001358,0,,0,,,,
1359,prize-10001359,0,0,0,0,0,0,0,0,,,100123-20|100125-1,,,,,0,prize-20001359,0,,0,,,,
1360,prize-10001360,0,0,0,0,0,0,0,0,,,100124-1,,,,,0,prize-20001360,0,,0,,,,
1361,prize-10001361,0,0,0,0,0,0,0,0,,,100125-1,,,,,0,prize-20001361,0,,0,,,,
1362,prize-10001362,0,0,0,0,0,0,0,0,,,100124-2,,,,,0,prize-20001362,0,,0,,,,
1363,prize-10001363,0,0,0,0,0,0,0,0,,,100125-2,,,,,0,prize-20001363,0,,0,,,,
1364,prize-10001364,0,0,0,0,0,0,0,0,335,,,,,,,0,prize-20001364,0,,0,,,,
1365,prize-10001365,0,0,0,0,0,0,0,0,,,509-100|506-1000,,100003-5,,,0,prize-20001365,0,Bumdle_cashblue,0,26-0-100-5|26-0-100-5,,,
1366,prize-10001366,0,0,0,0,0,0,0,0,,,,,,266,,0,prize-20001366,0,,0,,,,
1367,prize-10001367,0,0,0,0,0,0,0,0,,,,20029,,,,0,prize-20001367,0,,0,,,,
1368,prize-10001368,0,0,0,0,0,0,0,0,,,605-30|516-2000|506-2000|13-1,,100003-5,,,0,prize-20001368,0,Bumdle_Christmas2017,0,,,,
1369,prize-10001369,0,0,0,0,0,0,600,0,,,41-500|506-1000,,100003-5,,,0,prize-20001369,0,Bumdle_Christmas2017,0,,,,
1370,prize-10001370,0,0,0,0,0,0,0,0,,,41-500|516-1000,,100003-5,,,0,prize-20001370,0,Bumdle_2022_3,0,26-0-100-5|26-0-100-5,,,
1371,prize-10001371,0,0,0,0,0,0,90,0,0,,,,,270,,0,prize-20001371,0,,0,,,,
1372,prize-10001372,0,0,0,0,0,0,0,0,,,100126-6|100127-1,,,,,0,prize-20001372,0,,0,,,,
1373,prize-10001373,0,0,0,0,0,0,0,0,,,100126-8|100127-1,,,,,0,prize-20001373,0,,0,,,,
1374,prize-10001374,0,0,0,0,0,0,0,0,,,100126-8|100128-1,,,,,0,prize-20001374,0,,0,,,,
1375,prize-10001375,0,0,0,0,0,0,0,0,,,100126-8|100127-2,,,,,0,prize-20001375,0,,0,,,,
1376,prize-10001376,0,0,0,0,0,0,0,0,,,100126-10|100127-1,,,,,0,prize-20001376,0,,0,,,,
1377,prize-10001377,0,0,0,0,0,0,0,0,,,100126-10|100128-1,,,,,0,prize-20001377,0,,0,,,,
1378,prize-10001378,0,0,0,0,0,0,0,0,,,100126-10|100127-2,,,,,0,prize-20001378,0,,0,,,,
1379,prize-10001379,0,0,0,0,0,0,0,0,,,100126-10|100128-2,,,,,0,prize-20001379,0,,0,,,,
1380,prize-10001380,0,0,0,0,0,0,0,0,,,100126-12|100127-2,,,,,0,prize-20001380,0,,0,,,,
1381,prize-10001381,0,0,0,0,0,0,0,0,,,100126-12|100128-2,,,,,0,prize-20001381,0,,0,,,,
1382,prize-10001382,0,0,0,0,0,0,0,0,,,100126-15|100127-2,,,,,0,prize-20001382,0,,0,,,,
1383,prize-10001383,0,0,0,0,0,0,0,0,,,100126-15|100128-2,,,,,0,prize-20001383,0,,0,,,,
1384,prize-10001384,0,0,0,0,0,0,0,0,,,100126-6,,,,,0,prize-20001384,0,,0,,,,
1385,prize-10001385,0,0,0,0,0,0,0,0,,,100126-8,,,,,0,prize-20001385,0,,0,,,,
1386,prize-10001386,0,0,0,0,0,0,0,0,,,100126-10,,,,,0,prize-20001386,0,,0,,,,
1387,prize-10001387,0,0,0,0,0,0,0,0,,,100126-12,,,,,0,prize-20001387,0,,0,,,,
1388,prize-10001388,0,0,0,0,0,0,0,0,,,100126-15,,,,,0,prize-20001388,0,,0,,,,
1389,prize-10001389,0,0,0,0,0,0,0,0,,,100127-1,,,,,0,prize-20001389,0,,0,,,,
1390,prize-10001390,0,0,0,0,0,0,0,0,,,100128-1,,,,,0,prize-20001390,0,,0,,,,
1391,prize-10001391,0,0,0,0,0,0,0,0,,,100127-2,,,,,0,prize-20001391,0,,0,,,,
1392,prize-10001392,0,0,0,0,0,0,0,0,,,100128-2,,,,,0,prize-20001392,0,,0,,,,
1393,prize-10001393,0,0,0,0,0,0,0,0,,,,20041,,,,0,prize-20001393,0,,0,,,,
1394,prize-10001394,0,0,0,0,0,0,0,0,,,,20042,,,,0,prize-20001394,0,,0,,,,
1395,prize-10001395,0,0,0,0,0,0,0,0,,,,20045,,,,0,prize-20001395,0,,0,,,,
1396,prize-10001396,0,0,0,0,0,0,0,0,,,,20044,,,,0,prize-20001396,0,,0,,,,
1397,prize-10001397,0,0,0,0,0,0,0,0,357,,,,,,,0,prize-20001397,0,,0,,,,
1398,prize-10001398,0,0,0,0,0,0,0,0,359,,,,,,,0,prize-20001398,0,,0,,,,
1399,prize-10001399,0,0,0,0,0,0,0,0,358,,,,,,,0,prize-20001399,0,,0,,,,
1400,prize-10001400,0,0,0,0,0,0,0,0,362,,,,,,,0,prize-20001400,0,,0,,,,
1401,prize-10001401,0,0,0,0,0,0,0,0,331,,,,,,,0,prize-20001401,0,,0,,,,
1402,prize-10001402,0,0,0,0,0,0,0,0,340,,,,,,,0,prize-20001402,0,,0,,,,
1403,prize-10001403,0,0,0,0,0,0,0,0,351,,,,,,,0,prize-20001403,0,,0,,,,
1404,prize-10001404,0,0,0,0,0,0,0,0,350,,,,,,,0,prize-20001404,0,,0,,,,
1405,prize-10001405,0,0,0,0,0,0,0,0,356,,,,,,,0,prize-20001405,0,,0,,,,
1406,prize-10001406,0,0,0,0,0,0,0,0,348,,,,,,,0,prize-20001406,0,,0,,,,
1407,prize-10001407,0,0,0,0,0,0,0,0,347,,,,,,,0,prize-20001407,0,,0,,,,
1408,prize-10001408,0,0,0,0,0,0,0,0,,,105-5,,,,,0,prize-20001408,0,,0,,,,
1409,prize-10001409,0,0,0,0,0,0,0,0,,,,,,,,0,prize-20001409,0,,30,,,,
1410,prize-10001410,0,0,0,0,0,0,0,0,,,41-300|45-1000,,100003-5,,,0,prize-20001410,0,Bumdle_2022hu5,0,,,,
1411,prize-10001411,0,0,0,0,0,0,0,0,,,605-20|516-1000|506-1000,,100003-5,,,0,prize-20001411,0,Bumdle_2022hu4,0,,,,
1412,prize-10001412,0,0,0,0,0,0,0,0,,,41-588|506-888,,100003-5,,,0,prize-20001412,0,Bumdle_2022hu2,0,,,,
1413,prize-10001413,0,0,0,0,0,88,0,0,,,515-3000|516-3000|9-100,,100003-5,,2-2000|3-1000,0,prize-20001413,0,Bumdle_Division,0,,,,
1414,prize-10001414,0,0,0,0,0,0,90,0,0,,,,,276,,0,prize-20001414,0,,0,,,,
1415,prize-10001415,0,0,0,0,0,0,0,0,0,,41-500|45-1000,,100003-5,,3-1000,0,prize-20001415,0,,0,,,,
1416,prize-10001416,0,0,0,0,0,0,0,0,0,,100131-1|100133-20,,,,,0,prize-20001416,0,,0,,,,
1417,prize-10001417,0,0,0,0,0,0,0,0,0,,100132-1|100133-30,,,,,0,prize-20001417,0,,0,,,,
1418,prize-10001418,0,0,0,0,0,0,0,0,0,,100131-1,,,,,0,prize-20001418,0,,0,,,,
1419,prize-10001419,0,0,0,0,0,0,0,0,0,,100132-1,,,,,0,prize-20001419,0,,0,,,,
1420,prize-10001420,0,0,0,0,0,0,0,0,0,,100133-20,,,,,0,prize-20001420,0,,0,,,,
1421,prize-10001421,0,0,0,0,0,0,0,0,0,,100133-30,,,,,0,prize-20001421,0,,0,,,,
1422,prize-10001422,0,0,0,0,0,0,90,0,0,,,,,277,,0,prize-20001422,0,,0,,,,
1423,prize-10001423,0,0,0,0,0,0,0,160,0,,,,100003-2,,,0,prize-20001423,0,Bumdle_cash1,0,,,,
1424,prize-10001424,0,0,0,0,0,0,0,0,0,,100134-1|100136-10,,,,,0,prize-20001424,0,,0,,,,
1425,prize-10001425,0,0,0,0,0,0,0,0,0,,100135-1|100136-15,,,,,0,prize-20001425,0,,0,,,,
1426,prize-10001426,0,0,0,0,0,0,0,0,0,,100134-1|100135-1|100136-15,,,,,0,prize-20001426,0,,0,,,,
1427,prize-10001427,0,0,0,0,0,0,0,0,0,,100134-1,,,,,0,prize-20001427,0,,0,,,,
1428,prize-10001428,0,0,0,0,0,0,0,0,0,,100135-1,,,,,0,prize-20001428,0,,0,,,,
1429,prize-10001429,0,0,0,0,0,0,0,0,0,,100136-10,,,,,0,prize-20001429,0,,0,,,,
1430,prize-10001430,0,0,0,0,0,0,0,0,0,,100136-15,,,,,0,prize-20001430,0,,0,,,,
1431,prize-10001431,0,0,0,0,0,0,0,0,0,,,,,278,,0,prize-20001431,0,,0,,,,
1432,prize-10001432,0,0,0,0,0,0,0,6100,0,,7-1,,,,,0,prize-20001432,0,Bumdle_cashblue,0,,,,
1433,prize-10001433,0,0,0,0,0,0,0,0,0,,100134-1|100135-1,,,,,0,prize-20001433,0,,0,,,,
1434,prize-10001434,0,0,0,0,0,0,0,0,0,,41-500|45-1000,,100003-5,,3-1000,0,prize-20001434,0,Bumdle_package,0,,,,
1435,prize-10001435,0,0,0,0,0,0,0,0,0,,605-5|506-200,,100003-5,,,0,prize-20001435,0,Bumdle_package,0,,,,
1436,prize-10001436,0,0,0,0,0,0,90,0,0,,,,,282,,0,prize-20001436,0,,0,,,,
1437,prize-10001437,0,0,0,0,0,0,0,0,0,,41-100|516-200,,100003-5,,,0,prize-20001437,0,Bumdle_package,0,,,,
1438,prize-10001438,0,0,0,0,0,0,0,0,0,,41-660|44-500|506-1000,,100003-10,,,0,prize-20001438,0,Bumdle_package,0,,,,
1439,prize-10001439,0,0,0,0,0,0,90,0,0,,,,,283,,0,prize-20001439,0,,0,,,,
1440,prize-10001440,0,0,0,0,0,0,0,0,179,,100137-1,,,,,0,prize-20001440,0,,0,,,,
1441,prize-10001441,0,0,0,0,0,0,0,0,231,,100137-1,,,,,0,prize-20001441,0,,0,,,,
1442,prize-10001442,0,0,0,0,0,0,0,0,222,,100137-1,,,,,0,prize-20001442,0,,0,,,,
1443,prize-10001443,0,0,0,0,0,0,0,0,259,,100137-1,,,,,0,prize-20001443,0,,0,,,,
1444,prize-10001444,0,0,0,0,0,0,0,0,316,,100137-1,,,,,0,prize-20001444,0,,0,,,,
1445,prize-10001445,0,0,0,0,0,0,0,0,357,,100137-1,,,,,0,prize-20001445,0,,0,,,,
1446,prize-10001446,0,0,0,0,0,0,0,0,0,,100137-1,,,,,0,prize-20001446,0,,0,,,,
1447,prize-10001447,0,0,0,0,0,0,0,0,0,,605-20|13-1|506-1000,,,,,0,prize-20001447,0,Bumdle_usa4yearpackage,0,,,,
1448,prize-10001448,0,20000,20000,20000,20000,0,0,0,0,,1-40|3-40,,,,,0,prize-20001448,0,Bumdle_usa4yearpackage,0,,,,
1449,prize-10001449,0,0,0,0,0,100,0,0,0,,45-2000|9-100,,,,2-2000|3-1000,0,prize-20001449,0,Bumdle_usa4yearpackage,0,,,,
1450,prize-10001450,0,0,0,0,0,0,0,0,0,,515-3000|516-3000|514-600,,400001-1000,,,0,prize-20001450,0,Bumdle_usa4yearpackage,0,,,,
1451,prize-10001451,0,0,0,0,0,0,0,0,0,,44-500,,200001-500,,,0,prize-20001451,0,Bumdle_usa4yearpackage,0,26-0-100-5|26-0-100-5,,,
1452,prize-10001452,0,0,0,0,0,0,520,0,0,,44-1000|7-1|41-100|100041-1,,,,,0,prize-20001452,0,Bumdle_package,0,26-0-100-5,,,
1453,prize-10001453,0,0,0,0,0,0,520,0,0,,44-1000|7-1|41-100|100041-1,,,,,0,prize-20001453,0,Bumdle_package,0,26-0-100-5,,,
1454,prize-10001454,0,0,0,0,0,0,520,0,0,,44-1000|7-1|41-100|100041-1,,,,,0,prize-20001454,0,Bumdle_3yearpackage,0,26-0-100-5,,,
1455,prize-10001455,0,0,0,0,0,0,520,0,0,,44-1000|7-1|41-100|100041-1,,,,,0,prize-20001455,0,Bumdle_4yearpackage,0,26-0-100-5,,,
1456,prize-10001456,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20001456,0,,0,,,4640,
1457,prize-10001457,0,0,0,0,0,0,0,0,0,,41-500|605-10,,100003-5,,3-1000,0,prize-20001457,0,Bumdle_4yearpackage,0,,,,
1458,prize-10001458,0,0,0,0,0,0,0,0,0,,7-5|45-500,,100003-5,,,0,prize-20001458,0,Bumdle_Valentine,0,,,,
1459,prize-10001459,0,0,0,0,0,0,0,0,365,,,,,,,0,prize-20001459,0,,0,,,,
1460,prize-10001460,0,0,0,0,0,0,0,0,0,,,,553-1,,,0,prize-20001460,0,,0,,,,
1461,prize-10001461,0,0,0,0,0,0,0,0,0,,,,6204-1,,,0,prize-20001461,0,,0,,,,
1462,prize-10001462,0,0,0,0,0,0,0,0,0,,,,6707-1,,,0,prize-20001462,0,,0,,,,
1463,prize-10001463,0,0,0,0,0,0,0,0,0,,,,6809-1,,,0,prize-20001463,0,,0,,,,
1464,prize-10001464,0,0,0,0,0,0,0,0,0,,605-20|13-1|506-1000,,,,,0,prize-20001464,0,Bumdle_6yearcake_4,0,,,,
1465,prize-10001465,0,20000,20000,20000,20000,0,0,0,0,,1-40|3-40,,,,,0,prize-20001465,0,Bumdle_6yearcake_5,0,,,,
1466,prize-10001466,0,0,0,0,0,100,0,0,0,,45-2000|9-100,,,,2-2000|3-1000,0,prize-20001466,0,Bumdle_6yearcake_3,0,,,,
1467,prize-10001467,0,0,0,0,0,0,0,0,0,,515-3000|516-3000|514-600,,400001-1000,,,0,prize-20001467,0,Bumdle_6yearcake_1,0,,,,
1468,prize-10001468,0,0,0,0,0,0,0,0,0,,44-500,,200001-500,,,0,prize-20001468,0,Bumdle_6yearcake_2,0,26-0-100-5|26-0-100-5,,,
1469,prize-10001469,0,0,0,0,0,0,520,0,0,,7-1|41-100|44-1000|100140-1,,,,,0,prize-20001469,0,Bumdle_6yearpackage,0,26-0-100-5,,,
1470,prize-10001470,0,0,0,0,0,0,0,0,0,,605-20|44-1000,,100003-5,,3-1000,0,prize-20001470,0,Bumdle_package,0,,,,
1471,prize-10001471,0,0,0,0,0,0,555,0,0,,7-1|41-100|44-1000|100140-1,,,,,0,prize-20001471,0,Bumdle_6yearpackage,0,26-0-100-5,,,
1472,prize-10001472,0,0,0,0,0,0,90,0,0,,,,,288,,0,prize-20001472,0,,0,,,,
1473,prize-10001473,0,0,0,0,0,0,0,0,,,509-100|506-100,,,,,0,prize-20001473,0,Bumdle_Division,0,26-0-100-5|26-0-100-5,,,
1474,prize-10001474,0,0,0,0,0,0,0,0,,,,20058,,,,0,prize-20001474,0,,0,,,,
1475,prize-10001475,0,0,0,0,0,0,0,0,0,,41-500|45-1000,,100003-5,,3-1000,0,prize-20001475,0,Bumdle_natsu,0,,,,
1476,prize-10001476,0,0,0,0,0,0,0,0,0,,44-500,,200001-500,,,0,prize-20001476,0,Bumdle_natsu,0,26-0-100-5|26-0-100-5,,,
1477,prize-10001477,0,0,0,0,0,0,0,0,0,,100141-1|100143-20,,,,,0,prize-20001477,0,,0,,,,
1478,prize-10001478,0,0,0,0,0,0,0,0,0,,100142-1|100143-20,,,,,0,prize-20001478,0,,0,,,,
1479,prize-10001479,0,0,0,0,0,0,0,0,0,,100142-1|100143-30,,,,,0,prize-20001479,0,,0,,,,
1480,prize-10001480,0,0,0,0,0,0,0,0,0,,100141-1,,,,,0,prize-20001480,0,,0,,,,
1481,prize-10001481,0,0,0,0,0,0,0,0,0,,100142-1,,,,,0,prize-20001481,0,,0,,,,
1482,prize-10001482,0,0,0,0,0,0,0,0,0,,100143-20,,,,,0,prize-20001482,0,,0,,,,
1483,prize-10001483,0,0,0,0,0,0,0,0,0,,100143-30,,,,,0,prize-20001483,0,,0,,,,
1484,prize-10001484,0,0,0,0,0,5,0,0,0,,,,,,2-300|3-200,0,prize-20001484,0,,0,,,,
1485,prize-10001485,0,0,0,0,0,0,90,0,0,,,,,292,,0,prize-20001485,0,,0,,,,
1486,prize-10001486,0,0,0,0,0,0,0,0,0,,100144-1|100146-20,,,,,0,prize-20001486,0,,0,,,,
1487,prize-10001487,0,0,0,0,0,0,0,0,0,,100145-1|100146-30,,,,,0,prize-20001487,0,,0,,,,
1488,prize-10001488,0,0,0,0,0,0,0,0,0,,100144-1,,,,,0,prize-20001488,0,,0,,,,
1489,prize-10001489,0,0,0,0,0,0,0,0,0,,100145-1,,,,,0,prize-20001489,0,,0,,,,
1490,prize-10001490,0,0,0,0,0,0,0,0,0,,100146-20,,,,,0,prize-20001490,0,,0,,,,
1491,prize-10001491,0,0,0,0,0,0,0,0,0,,100146-30,,,,,0,prize-20001491,0,,0,,,,
1492,prize-10001492,0,0,0,0,0,0,0,0,0,,100147-1|100148-10|9013-25|9014-25,,,,,0,prize-20001492,0,,0,,,,
1493,prize-10001493,0,0,0,0,0,0,0,0,0,,100147-2|100148-15|9013-50|9014-50,,,,,0,prize-20001493,0,,0,,,,
1494,prize-10001494,0,0,0,0,0,0,0,0,0,,100147-1|100148-10,,,,,0,prize-20001494,0,,0,,,,
1495,prize-10001495,0,0,0,0,0,0,0,0,0,,100147-2|100148-15,,,,,0,prize-20001495,0,,0,,,,
