id,enemy_team_id,enemy_character_type_id,coordinator_x,coordinator_y,level,number,is_advance,def_percent,batch
3823,568,10002,12,9,50,1,1,0,0
3824,568,10006,16,0,50,2,1,0,0
3825,568,10006,16,3,50,2,1,0,0
3826,568,10006,16,6,50,2,1,0,0
3827,568,10006,16,9,50,2,1,0,0
3828,569,10007,10,0,55,1,1,0,0
3829,569,10007,10,3,55,1,1,0,0
3830,569,10007,10,6,55,1,1,0,0
3831,569,10006,14,0,55,2,1,0,0
3832,569,10006,14,3,55,2,1,0,0
3833,569,10006,14,6,55,2,1,0,0
3834,570,10004,12,0,55,2,1,0,0
3835,570,10004,12,3,55,2,1,0,0
3836,570,10004,12,6,55,2,1,0,0
3837,570,10004,12,9,55,2,1,0,0
3838,571,10002,12,0,55,1,1,0,0
3839,571,10002,12,3,55,1,1,0,0
3840,571,10002,12,6,55,1,1,0,0
3841,571,10002,12,9,55,1,1,0,0
3842,571,10006,16,2,55,2,1,0,0
3843,571,10006,16,4,55,2,1,0,0
3844,571,10006,16,6,55,2,1,0,0
3845,572,10015,12,2,55,1,1,0,0
3846,572,10015,12,4,55,1,1,0,0
3847,572,10015,12,6,55,1,1,0,0
3848,572,10016,16,0,55,2,1,0,0
3849,572,10016,16,3,55,2,1,0,0
3850,572,10016,16,6,55,2,1,0,0
3851,573,10015,12,0,55,1,1,0,0
3852,573,10015,12,3,55,1,1,0,0
3853,573,10015,12,6,55,1,1,0,0
3854,573,10015,12,9,55,1,1,0,0
3855,573,10016,16,0,55,2,1,0,0
3856,573,10016,16,3,55,2,1,0,0
3857,573,10016,16,6,55,2,1,0,0
3858,573,10016,16,9,55,2,1,0,0
3859,574,10015,12,2,60,1,1,0,0
3860,574,10015,12,4,60,1,1,0,0
3861,574,10015,12,6,60,1,1,0,0
3862,574,10016,16,0,60,2,1,0,0
3863,574,10016,16,3,60,2,1,0,0
3864,574,10016,16,6,60,2,1,0,0
3865,575,10003,12,0,55,3,1,0,0
3866,575,10003,13,1,55,3,1,0,0
3867,575,10003,12,2,55,3,1,0,0
3868,575,10003,11,3,55,3,1,0,0
3869,575,10003,13,4,55,3,1,0,0
3870,575,10003,12,5,55,3,1,0,0
3871,575,10003,13,6,55,3,1,0,0
3872,575,10003,11,7,55,3,1,0,0
3873,575,10003,12,8,55,3,1,0,0
3874,576,10015,10,2,60,2,1,0,0
3875,576,10015,10,4,60,2,1,0,0
3876,576,10015,10,6,60,2,1,0,0
3877,576,10016,14,0,60,2,1,0,0
3878,576,10016,14,3,60,2,1,0,0
3879,576,10016,14,6,60,2,1,0,0
3880,576,10016,14,9,60,2,1,0,0
3881,577,10011,12,0,60,1,1,0,0
3882,577,10011,12,3,60,1,1,0,0
3883,577,10011,12,6,60,1,1,0,0
3884,577,10011,12,9,60,1,1,0,0
3885,577,10016,16,0,60,2,1,0,0
3886,577,10016,16,3,60,2,1,0,0
3887,577,10016,16,6,60,2,1,0,0
3888,577,10016,16,9,60,2,1,0,0
3889,578,10015,11,2,60,2,1,0,0
3890,578,10015,11,4,60,2,1,0,0
3891,578,10015,11,6,60,2,1,0,0
3892,578,10016,16,0,60,2,1,0,0
3893,578,10016,16,3,60,2,1,0,0
3894,578,10016,16,6,60,2,1,0,0
3895,578,10016,16,9,60,2,1,0,0
3896,579,10002,12,0,60,2,1,0,0
3897,579,10002,12,3,60,2,1,0,0
3898,579,10002,12,6,60,2,1,0,0
3899,0,0,0,0,0,0,0,0,0
3900,579,10006,16,0,60,3,1,0,0
3901,579,10006,16,3,60,3,1,0,0
3902,579,10006,16,6,60,3,1,0,0
3903,0,0,0,0,0,0,0,0,0
3904,580,10001,14,0,65,4,1,0,0
3905,580,10001,12,2,65,4,1,0,0
3906,580,10001,12,4,65,4,1,0,0
3907,580,10001,12,6,65,4,1,0,0
3908,580,10001,14,8,65,4,1,0,0
3909,581,10004,14,0,65,3,1,0,0
3910,581,10004,12,2,65,3,1,0,0
3911,581,10004,10,4,65,3,1,0,0
3912,581,10004,12,6,65,3,1,0,0
3913,581,10004,14,8,65,3,1,0,0
3914,582,10005,12,0,62,2,1,0,0
3915,582,10005,12,3,62,2,1,0,0
3916,582,10005,12,6,62,2,1,0,0
3917,582,10005,12,9,62,2,1,0,0
3918,582,10006,16,0,62,3,1,0,0
3919,582,10006,16,3,62,3,1,0,0
3920,582,10006,16,6,62,3,1,0,0
3921,582,10006,16,9,62,3,1,0,0
3922,583,10007,10,0,65,2,1,0,0
3923,583,10007,10,3,65,2,1,0,0
3924,583,10007,10,6,65,2,1,0,0
3925,583,10005,16,0,65,3,1,0,0
3926,583,10005,16,2,65,3,1,0,0
3927,583,10005,16,4,65,3,1,0,0
3928,583,10005,16,6,65,3,1,0,0
3929,583,10005,16,8,65,3,1,0,0
3930,584,10015,12,2,65,2,1,0,0
3931,584,10015,12,4,65,2,1,0,0
3932,584,10015,12,6,65,2,1,0,0
3933,584,10016,16,0,65,2,1,0,0
3934,584,10016,16,3,65,2,1,0,0
3935,584,10016,16,6,65,2,1,0,0
3936,584,10016,16,9,65,2,1,0,0
3937,585,10008,12,0,50,2,1,0,0
3938,585,10008,14,3,50,2,1,0,0
3939,585,10008,15,6,50,2,1,0,0
3940,585,10008,14,9,50,2,1,0,0
3941,586,10015,12,0,65,2,1,0,0
3942,586,10015,12,3,65,2,1,0,0
3943,586,10015,12,6,65,2,1,0,0
3944,586,10015,12,9,65,2,1,0,0
3945,586,10016,18,0,65,3,1,0,0
3946,586,10016,18,3,65,3,1,0,0
3947,586,10016,18,6,65,3,1,0,0
3948,586,10016,18,9,65,3,1,0,0
3949,587,10015,12,0,62,2,1,0,0
3950,587,10015,12,3,62,2,1,0,0
3951,587,10015,12,6,62,2,1,0,0
3952,587,10016,16,0,62,2,1,0,0
3953,587,10016,16,3,62,2,1,0,0
3954,587,10016,16,6,62,2,1,0,0
3955,588,10015,12,0,65,2,1,0,0
3956,588,10015,12,3,65,2,1,0,0
3957,588,10015,12,6,65,2,1,0,0
3958,588,10015,12,9,65,2,1,0,0
3959,588,10016,16,0,65,2,1,0,0
3960,588,10016,16,3,65,2,1,0,0
3961,588,10016,16,6,65,2,1,0,0
3962,588,10016,16,9,65,2,1,0,0
3963,589,10007,12,0,65,2,1,0,0
3964,589,10007,12,3,65,2,1,0,0
3965,589,10007,12,6,65,2,1,0,0
3966,589,10007,12,9,65,2,1,0,0
3967,589,10006,16,0,65,2,1,0,0
3968,589,10006,16,3,65,2,1,0,0
3969,589,10006,16,6,65,2,1,0,0
3970,589,10006,16,9,65,2,1,0,0
3971,590,10015,16,0,65,2,1,0,0
3972,590,10015,14,2,65,2,1,0,0
3973,590,10015,14,4,65,2,1,0,0
3974,590,10015,14,6,65,2,1,0,0
3975,590,10015,16,8,65,2,1,0,0
3976,590,10016,22,0,65,2,1,0,0
3977,590,10016,20,2,65,2,1,0,0
3978,590,10016,20,4,65,2,1,0,0
3979,590,10016,20,6,65,2,1,0,0
3980,590,10016,22,8,65,2,1,0,0
3981,591,10015,12,2,68,2,1,0,0
3982,591,10015,12,4,68,2,1,0,0
3983,591,10015,12,6,68,2,1,0,0
3984,591,10016,18,0,68,2,1,0,0
3985,591,10016,18,3,68,2,1,0,0
3986,591,10016,18,6,68,2,1,0,0
3987,592,10004,14,0,68,4,1,0,0
3988,592,10004,14,3,68,4,1,0,0
3989,592,10004,14,6,68,4,1,0,0
3990,592,10004,14,9,68,4,1,0,0
3991,593,10005,16,0,68,3,1,0,0
3992,593,10005,14,3,68,3,1,0,0
3993,593,10005,12,6,68,3,1,0,0
3994,593,10005,14,9,68,3,1,0,0
3995,0,0,0,0,0,0,0,0,0
3996,594,10015,12,0,72,3,1,0,0
3997,594,10015,12,3,72,3,1,0,0
3998,594,10015,12,6,72,3,1,0,0
3999,594,10015,12,9,72,3,1,0,0
4000,594,10016,16,0,72,3,1,0,0
4001,594,10016,16,3,72,3,1,0,0
4002,594,10016,16,6,72,3,1,0,0
4003,594,10016,16,9,72,3,1,0,0
4004,595,10002,14,0,55,2,1,0,0
4005,595,10002,14,3,55,2,1,0,0
4006,595,10002,14,6,55,2,1,0,0
4007,595,10002,14,9,55,2,1,0,0
4008,595,10006,16,0,72,3,1,0,0
4009,595,10006,16,3,72,3,1,0,0
4010,595,10006,16,6,72,3,1,0,0
4011,595,10006,16,9,72,3,1,0,0
4012,596,10015,12,0,72,3,1,0,0
4013,596,10015,12,3,72,3,1,0,0
4014,596,10015,12,6,72,3,1,0,0
4015,596,10015,12,9,72,3,1,0,0
4016,596,10016,18,0,75,3,1,0,0
4017,596,10016,16,2,75,3,1,0,0
4018,596,10016,16,4,75,3,1,0,0
4019,596,10016,16,6,75,3,1,0,0
4020,596,10016,18,8,75,3,1,0,0
4021,597,10004,12,0,72,4,1,0,0
4022,597,10004,14,2,72,4,1,0,0
4023,597,10004,16,4,72,4,1,0,0
4024,597,10004,14,6,72,4,1,0,0
4025,597,10004,12,8,72,4,1,0,0
4026,598,10015,12,0,75,3,1,0,0
4027,598,10015,12,3,75,3,1,0,0
4028,598,10015,12,6,75,3,1,0,0
4029,598,10016,16,0,75,3,1,0,0
4030,598,10016,16,3,75,3,1,0,0
4031,598,10016,16,6,75,3,1,0,0
4032,599,10005,14,0,72,3,1,0,0
4033,599,10005,14,3,72,3,1,0,0
4034,599,10005,14,6,72,3,1,0,0
4035,599,10005,14,9,72,3,1,0,0
4036,600,10015,12,0,76,3,1,0,0
4037,600,10015,12,3,76,3,1,0,0
4038,600,10015,12,6,76,3,1,0,0
4039,600,10015,12,9,76,3,1,0,0
4040,600,10016,16,0,76,3,1,0,0
4041,600,10016,16,3,76,3,1,0,0
4042,600,10016,16,6,76,3,1,0,0
4043,600,10016,16,9,76,3,1,0,0
4044,601,10005,12,0,72,3,1,0,0
4045,601,10005,12,3,72,3,1,0,0
4046,601,10005,12,6,72,3,1,0,0
4047,601,10005,12,9,72,3,1,0,0
4048,601,10006,16,0,70,3,1,0,0
4049,601,10006,16,3,70,3,1,0,0
4050,601,10006,16,6,70,3,1,0,0
4051,601,10006,16,9,70,3,1,0,0
4052,602,10015,12,0,72,3,1,0,0
4053,602,10015,14,3,72,3,1,0,0
4054,602,10015,14,6,72,3,1,0,0
4055,602,10015,14,9,72,3,1,0,0
4056,0,0,0,0,0,0,0,0,0
4057,602,10016,18,0,72,3,1,0,0
4058,602,10016,20,2,72,3,1,0,0
4059,602,10016,20,4,72,3,1,0,0
4060,602,10016,20,6,72,3,1,0,0
4061,602,10016,18,8,72,3,1,0,0
4062,603,10004,14,0,75,4,1,0,0
4063,603,10004,12,3,75,4,1,0,0
4064,603,10004,12,6,75,4,1,0,0
4065,603,10004,12,9,75,4,1,0,0
4066,0,0,0,0,0,0,0,0,0
4067,604,10005,13,0,75,4,1,0,0
4068,604,10005,13,3,75,4,1,0,0
4069,604,10005,13,6,75,4,1,0,0
4070,604,10005,13,9,75,4,1,0,0
4071,605,10007,12,2,78,3,1,0,0
4072,605,10007,12,4,78,3,1,0,0
4073,605,10007,12,6,78,3,1,0,0
4074,605,10006,16,0,78,3,1,0,0
4075,605,10006,16,3,78,3,1,0,0
4076,605,10006,16,6,78,3,1,0,0
4077,0,0,0,0,0,0,0,0,0
4078,606,10005,16,0,78,4,1,0,0
4079,606,10005,14,2,78,4,1,0,0
4080,606,10005,12,4,78,4,1,0,0
4081,606,10005,14,6,78,4,1,0,0
4082,606,10005,16,8,78,4,1,0,0
4083,607,10015,12,0,80,3,1,0,0
4084,607,10015,12,3,80,3,1,0,0
4085,607,10015,12,6,80,3,1,0,0
4086,607,10015,12,9,80,3,1,0,0
4087,607,10016,16,0,80,4,1,0,0
4088,607,10016,16,3,80,4,1,0,0
4089,607,10016,16,6,80,4,1,0,0
4090,607,10016,16,9,80,4,1,0,0
4091,608,10002,14,0,65,2,1,0,0
4092,608,10002,14,3,65,2,1,0,0
4093,608,10002,14,6,65,2,1,0,0
4094,608,10002,14,9,65,2,1,0,0
4095,608,10006,16,0,70,3,1,0,0
4096,608,10006,16,3,70,3,1,0,0
4097,608,10006,16,6,70,3,1,0,0
4098,608,10006,16,9,70,3,1,0,0
4099,609,900032,15,5,100,1,0,0,0
4100,609,10007,12,2,80,2,0,0,0
4101,609,10007,12,6,80,2,0,0,0
4102,609,10006,16,2,80,3,0,0,0
4103,609,10006,16,6,80,3,0,0,0
4104,609,10006,16,4,80,1,0,0,0
4105,610,10004,12,0,70,4,1,0,0
4106,610,10004,14,3,70,4,1,0,0
4107,610,10004,14,6,70,4,1,0,0
4108,610,10004,12,9,70,4,1,0,0
4109,611,10005,14,0,70,3,1,0,0
4110,611,10005,14,3,70,3,1,0,0
4111,611,10005,14,6,70,3,1,0,0
4112,611,10005,14,9,70,3,1,0,0
4113,612,10007,12,0,70,2,1,0,0
4114,612,10007,12,3,70,2,1,0,0
4115,612,10007,12,6,70,2,1,0,0
4116,612,10007,12,9,70,2,1,0,0
4117,612,10006,16,0,70,3,1,0,0
4118,612,10006,16,3,70,3,1,0,0
4119,612,10006,16,6,70,3,1,0,0
4120,612,10006,16,9,70,3,1,0,0
4121,613,10008,15,0,60,2,1,0,0
4122,613,10008,15,3,60,2,1,0,0
4123,613,10008,15,6,60,2,1,0,0
4124,613,10008,15,9,60,2,1,0,0
4125,0,0,0,0,0,0,0,0,0
4126,614,10007,12,0,70,2,1,0,0
4127,614,10007,12,3,70,2,1,0,0
4128,614,10007,12,6,70,2,1,0,0
4129,614,10007,12,9,70,2,1,0,0
4130,614,10006,16,0,72,3,1,0,0
4131,614,10006,16,3,72,3,1,0,0
4132,614,10006,18,6,72,3,1,0,0
4133,614,10006,18,9,72,3,1,0,0
4134,615,10001,12,0,72,3,1,0,0
4135,615,10001,12,3,72,3,1,0,0
4136,615,10001,12,6,72,3,1,0,0
4137,615,10001,12,9,72,3,1,0,0
4138,615,10004,16,0,72,3,1,0,0
4139,615,10004,16,3,72,3,1,0,0
4140,615,10004,16,6,72,3,1,0,0
4141,615,10004,16,9,72,3,1,0,0
4142,616,10005,14,0,72,3,1,0,0
4143,616,10005,12,2,72,3,1,0,0
4144,616,10005,12,4,72,3,1,0,0
4145,616,10005,12,6,72,3,1,0,0
4146,616,10005,14,8,72,3,1,0,0
4147,617,10007,12,0,72,2,1,0,0
4148,617,10007,12,3,72,2,1,0,0
4149,617,10007,12,6,72,2,1,0,0
4150,0,0,0,0,0,0,0,0,0
4151,617,10006,16,0,72,3,1,0,0
4152,617,10006,16,3,72,3,1,0,0
4153,617,10006,16,6,72,3,1,0,0
4154,617,10006,16,9,72,3,1,0,0
4155,618,10007,12,0,72,2,1,0,0
4156,618,10007,12,3,72,2,1,0,0
4157,618,10007,12,6,72,2,1,0,0
4158,0,0,0,0,0,0,0,0,0
4159,618,10005,16,0,72,3,1,0,0
4160,618,10005,16,3,72,3,1,0,0
4161,618,10005,16,6,72,3,1,0,0
4162,618,10005,16,9,72,3,1,0,0
4163,619,10008,16,0,68,2,1,0,0
4164,619,10008,16,3,68,2,1,0,0
4165,619,10008,16,6,68,2,1,0,0
4166,619,10008,16,9,68,2,1,0,0
4167,0,0,0,0,0,0,0,0,0
4168,620,10001,12,0,74,3,1,0,0
4169,620,10001,12,2,74,3,1,0,0
4170,620,10001,12,4,74,3,1,0,0
4171,620,10001,12,6,74,3,1,0,0
4172,620,10001,12,8,74,3,1,0,0
4173,620,10004,16,0,74,3,1,0,0
4174,620,10004,16,3,74,3,1,0,0
4175,620,10004,16,6,74,3,1,0,0
4176,620,10004,16,9,74,3,1,0,0
4177,621,10003,12,0,74,5,1,0,0
4178,621,10003,13,1,74,5,1,0,0
4179,621,10003,11,2,74,5,1,0,0
4180,621,10003,12,3,74,5,1,0,0
4181,621,10003,12,4,74,5,1,0,0
4182,621,10003,11,5,74,5,1,0,0
4183,621,10003,13,6,74,5,1,0,0
4184,621,10003,12,7,74,5,1,0,0
4185,621,10003,11,8,74,5,1,0,0
4186,621,10003,12,9,74,5,1,0,0
4187,621,10003,16,0,74,5,1,0,0
4188,621,10003,17,1,74,5,1,0,0
4189,621,10003,18,2,74,5,1,0,0
4190,621,10003,17,3,74,5,1,0,0
4191,621,10003,16,4,74,5,1,0,0
4192,621,10003,17,5,74,5,1,0,0
4193,621,10003,18,6,74,5,1,0,0
4194,621,10003,16,7,74,5,1,0,0
4195,621,10003,15,8,74,5,1,0,0
4196,621,10003,16,9,74,5,1,0,0
4197,622,10007,12,2,74,2,1,0,0
4198,622,10007,12,4,74,2,1,0,0
4199,622,10007,12,6,74,2,1,0,0
4200,622,10006,16,0,74,3,1,0,0
4201,622,10006,16,3,74,3,1,0,0
4202,622,10006,16,6,74,3,1,0,0
4203,622,10006,16,9,74,3,1,0,0
4204,0,0,0,0,0,0,0,0,0
4205,623,10007,12,0,74,2,1,0,0
4206,623,10007,12,3,74,2,1,0,0
4207,623,10007,12,6,74,2,1,0,0
4208,623,10007,12,9,74,2,1,0,0
4209,623,10005,16,0,74,3,1,0,0
4210,623,10005,16,3,74,3,1,0,0
4211,623,10005,16,6,74,3,1,0,0
4212,623,10005,16,9,74,3,1,0,0
4213,624,10007,12,0,74,2,1,0,0
4214,624,10007,12,3,74,2,1,0,0
4215,624,10007,12,6,74,2,1,0,0
4216,624,10007,12,9,74,2,1,0,0
4217,624,10006,16,0,74,3,1,0,0
4218,624,10006,16,3,74,3,1,0,0
4219,624,10006,16,6,74,3,1,0,0
4220,624,10006,16,9,74,3,1,0,0
4221,0,0,0,0,0,0,0,0,0
4222,0,0,0,0,0,0,0,0,0
4223,625,10002,12,0,78,2,1,0,0
4224,625,10002,12,2,78,2,1,0,0
4225,625,10002,12,4,78,2,1,0,0
4226,625,10002,12,6,78,2,1,0,0
4227,625,10002,12,8,78,2,1,0,0
4228,625,10004,16,0,76,3,1,0,0
4229,625,10004,16,3,76,3,1,0,0
4230,625,10004,16,6,76,3,1,0,0
4231,625,10004,16,9,76,3,1,0,0
4232,626,10001,12,0,76,4,1,0,0
4233,626,10001,12,2,76,4,1,0,0
4234,626,10001,12,4,76,4,1,0,0
4235,626,10001,12,6,76,4,1,0,0
4236,626,10001,12,8,76,4,1,0,0
4237,626,10004,16,0,76,3,1,0,0
4238,626,10004,16,3,76,3,1,0,0
4239,626,10004,16,6,76,3,1,0,0
4240,626,10004,16,9,76,3,1,0,0
4241,627,10007,12,0,74,2,1,0,0
4242,627,10007,12,3,74,2,1,0,0
4243,627,10007,12,6,74,2,1,0,0
4244,627,10007,12,9,74,2,1,0,0
4245,627,10006,16,0,76,3,1,0,0
4246,627,10006,16,3,76,3,1,0,0
4247,627,10006,16,6,76,3,1,0,0
4248,627,10006,16,9,76,3,1,0,0
4249,628,10007,12,0,74,2,1,0,0
4250,628,10007,12,3,74,2,1,0,0
4251,628,10007,12,6,74,2,1,0,0
4252,628,10007,12,9,74,2,1,0,0
4253,628,10004,16,0,76,3,1,0,0
4254,628,10004,16,3,76,3,1,0,0
4255,628,10004,16,6,76,3,1,0,0
4256,628,10004,16,9,76,3,1,0,0
4257,629,10004,12,0,76,4,1,0,0
4258,629,10004,10,3,76,4,1,0,0
4259,629,10004,10,6,76,4,1,0,0
4260,629,10004,12,9,76,4,1,0,0
4261,629,10005,16,0,76,3,1,0,0
4262,629,10005,16,3,76,3,1,0,0
4263,629,10005,16,6,76,3,1,0,0
4264,629,10005,16,9,76,3,1,0,0
4265,630,10001,12,0,78,4,1,0,0
4266,630,10001,12,3,78,4,1,0,0
4267,630,10001,13,6,78,4,1,0,0
4268,630,10001,13,9,78,4,1,0,0
4269,630,10004,16,0,78,4,1,0,0
4270,630,10004,16,3,78,4,1,0,0
4271,630,10004,17,6,78,4,1,0,0
4272,630,10004,17,9,78,4,1,0,0
4273,631,10004,12,0,78,3,1,0,0
4274,631,10004,12,3,78,3,1,0,0
4275,631,10004,12,6,78,3,1,0,0
4276,631,10004,12,9,78,3,1,0,0
4277,631,10004,16,0,78,3,1,0,0
4278,631,10004,16,3,78,3,1,0,0
4279,631,10004,16,6,78,3,1,0,0
4280,631,10004,16,9,78,3,1,0,0
4281,632,10005,12,0,78,3,1,0,0
4282,632,10005,14,2,78,3,1,0,0
4283,632,10005,16,4,78,3,1,0,0
4284,632,10005,14,6,78,3,1,0,0
4285,632,10005,12,8,78,3,1,0,0
4286,633,10007,10,0,78,2,1,0,0
4287,633,10007,10,3,78,2,1,0,0
4288,633,10007,10,6,78,2,1,0,0
4289,633,10007,10,9,78,2,1,0,0
4290,633,10005,15,0,78,3,1,0,0
4291,633,10005,15,3,78,3,1,0,0
4292,633,10005,15,6,78,3,1,0,0
4293,633,10005,15,9,78,3,1,0,0
4294,634,10005,12,0,78,2,1,0,0
4295,634,10005,10,3,78,2,1,0,0
4296,634,10005,10,6,78,2,1,0,0
4297,634,10005,12,9,78,2,1,0,0
4298,634,10006,16,0,78,3,1,0,0
4299,634,10006,16,3,78,3,1,0,0
4300,634,10006,16,6,78,3,1,0,0
4301,634,10006,16,9,78,3,1,0,0
4302,635,10007,12,0,78,2,1,0,0
4303,635,10007,12,3,78,2,1,0,0
4304,635,10007,12,6,78,2,1,0,0
4305,635,10007,12,9,78,2,1,0,0
4306,635,10005,18,0,78,3,1,0,0
4307,635,10005,16,2,78,3,1,0,0
4308,635,10005,16,4,78,3,1,0,0
4309,635,10005,16,6,78,3,1,0,0
4310,635,10005,18,8,78,3,1,0,0
4311,636,10004,12,0,80,3,1,0,0
4312,636,10004,14,2,80,3,1,0,0
4313,636,10004,14,4,80,3,1,0,0
4314,636,10004,14,6,80,3,1,0,0
4315,636,10004,12,8,80,3,1,0,0
4316,637,10001,12,0,80,5,1,0,0
4317,637,10001,12,2,80,5,1,0,0
4318,637,10001,12,4,80,5,1,0,0
4319,637,10001,12,6,80,5,1,0,0
4320,637,10001,12,8,80,5,1,0,0
4321,637,10005,16,0,80,3,1,0,0
4322,637,10005,16,3,80,3,1,0,0
4323,637,10005,16,6,80,3,1,0,0
4324,637,10005,16,9,80,3,1,0,0
4325,638,10002,12,0,80,3,1,0,0
4326,638,10002,12,3,80,3,1,0,0
4327,638,10002,12,6,80,3,1,0,0
4328,638,10002,12,9,80,3,1,0,0
4329,0,0,0,0,0,0,0,0,0
4330,638,10005,16,0,80,3,1,0,0
4331,638,10005,16,3,80,3,1,0,0
4332,638,10005,16,6,80,3,1,0,0
4333,638,10005,16,9,80,3,1,0,0
4334,639,10007,12,0,80,2,1,0,0
4335,639,10007,12,3,80,2,1,0,0
4336,639,10007,11,6,80,2,1,0,0
4337,639,10007,11,9,80,2,1,0,0
4338,639,10006,16,0,80,3,1,0,0
4339,639,10006,16,3,80,3,1,0,0
4340,639,10006,17,6,80,3,1,0,0
4341,639,10006,17,9,80,3,1,0,0
4342,640,10005,14,0,80,3,1,0,0
4343,640,10005,12,3,80,3,1,0,0
4344,640,10005,12,6,80,3,1,0,0
4345,640,10005,14,9,80,3,1,0,0
4346,640,10006,18,0,80,3,1,0,0
4347,640,10006,18,3,80,3,1,0,0
4348,640,10006,18,6,80,3,1,0,0
4349,640,10006,18,9,80,3,1,0,0
4350,641,10007,12,3,80,3,1,0,0
4351,641,10007,12,6,80,3,1,0,0
4352,641,10007,12,9,80,3,1,0,0
4353,641,900033,20,5,100,1,1,0,0
4354,642,10007,12,2,80,2,1,0,0
4355,642,10007,12,4,80,2,1,0,0
4356,642,10007,12,6,80,2,1,0,0
4357,642,10005,16,0,80,4,1,0,0
4358,642,10005,16,3,80,4,1,0,0
4359,642,10005,16,6,80,4,1,0,0
4360,642,10005,16,9,80,4,1,0,0
4361,643,10004,12,0,80,3,1,0,0
4362,643,10004,12,3,80,3,1,0,0
4363,643,10004,12,6,80,3,1,0,0
4364,643,10004,12,9,80,3,1,0,0
4365,643,10004,16,0,80,3,1,0,0
4366,643,10004,16,3,80,3,1,0,0
4367,643,10004,16,6,80,3,1,0,0
4368,643,10004,16,9,80,3,1,0,0
4369,644,10002,12,0,80,3,1,0,0
4370,644,10002,12,3,80,3,1,0,0
4371,644,10002,12,6,80,3,1,0,0
4372,644,10002,12,9,80,3,1,0,0
4373,644,10005,16,0,80,3,1,0,0
4374,644,10005,16,3,80,3,1,0,0
4375,644,10005,16,6,80,3,1,0,0
4376,644,10005,16,9,80,3,1,0,0
4377,645,10007,12,0,76,2,1,0,0
4378,645,10007,12,3,76,2,1,0,0
4379,645,10007,12,6,76,2,1,0,0
4380,645,10006,16,0,80,3,1,0,0
4381,645,10006,16,3,80,3,1,0,0
4382,645,10006,16,6,80,3,1,0,0
4383,645,10006,16,9,80,3,1,0,0
4384,646,10005,12,0,80,3,1,0,0
4385,646,10005,12,3,80,3,1,0,0
4386,646,10005,12,6,80,3,1,0,0
4387,646,10005,12,9,80,3,1,0,0
4388,646,10006,16,0,80,3,1,0,0
4389,646,10006,16,3,80,3,1,0,0
4390,646,10006,16,6,80,3,1,0,0
4391,646,10006,16,9,80,3,1,0,0
4392,647,10007,12,0,80,2,1,0,0
4393,647,10007,12,3,80,2,1,0,0
4394,647,10007,12,6,80,2,1,0,0
4395,647,10007,12,9,80,2,1,0,0
4396,647,10006,16,0,80,3,1,0,0
4397,647,10006,16,3,80,3,1,0,0
4398,647,10006,16,6,80,3,1,0,0
4399,647,10006,16,9,80,3,1,0,0
4400,648,10001,12,0,82,4,1,0,0
4401,648,10001,12,2,82,4,1,0,0
4402,648,10001,13,4,82,4,1,0,0
4403,648,10001,13,6,82,4,1,0,0
4404,648,10001,13,8,82,4,1,0,0
4405,648,10004,16,0,82,3,1,0,0
4406,648,10004,16,3,82,3,1,0,0
4407,648,10004,16,6,82,3,1,0,0
4408,648,10004,16,9,82,3,1,0,0
4409,649,10002,12,0,82,3,1,0,0
4410,649,10002,14,2,82,3,1,0,0
4411,649,10002,16,4,82,3,1,0,0
4412,649,10002,14,6,82,3,1,0,0
4413,649,10002,12,8,82,3,1,0,0
4414,649,10005,18,0,82,3,1,0,0
4415,649,10005,18,3,82,3,1,0,0
4416,649,10005,18,6,82,3,1,0,0
4417,649,10005,18,9,82,3,1,0,0
4418,650,10007,10,0,82,2,1,0,0
4419,650,10007,12,3,82,2,1,0,0
4420,650,10007,12,6,82,2,1,0,0
4421,650,10007,10,9,82,2,1,0,0
4422,650,10005,16,0,82,3,1,0,0
4423,650,10005,16,3,82,3,1,0,0
4424,650,10005,16,6,82,3,1,0,0
4425,650,10005,16,9,82,3,1,0,0
4426,651,10007,12,3,82,2,1,0,0
4427,651,10007,12,6,82,2,1,0,0
4428,651,10006,12,0,82,3,1,0,0
4429,651,10006,12,9,82,3,1,0,0
4430,651,10007,14,0,82,2,1,0,0
4431,651,10007,14,9,82,2,1,0,0
4432,651,10006,16,3,82,3,1,0,0
4433,651,10006,16,6,82,3,1,0,0
4434,652,10007,12,0,82,2,1,0,0
4435,652,10007,12,3,82,2,1,0,0
4436,652,10007,12,6,82,2,1,0,0
4437,652,10007,12,9,82,2,1,0,0
4438,652,10004,16,0,82,4,1,0,0
4439,652,10004,16,2,82,4,1,0,0
4440,652,10004,16,4,82,4,1,0,0
4441,652,10004,16,6,82,4,1,0,0
4442,652,10004,16,8,82,4,1,0,0
4443,653,10001,14,0,84,3,1,0,0
4444,653,10001,14,2,84,3,1,0,0
4445,653,10001,14,4,84,3,1,0,0
4446,653,10001,14,6,84,3,1,0,0
4447,653,10001,14,8,84,3,1,0,0
4448,653,10002,12,0,84,3,1,0,0
4449,653,10002,12,2,84,3,1,0,0
4450,653,10002,12,4,84,3,1,0,0
4451,653,10002,12,6,84,3,1,0,0
4452,653,10002,12,8,84,3,1,0,0
4453,654,10001,12,0,84,4,1,0,0
4454,654,10001,14,2,84,4,1,0,0
4455,654,10001,14,4,84,4,1,0,0
4456,654,10001,14,6,84,4,1,0,0
