id,type,name,enemy_info,code,maxlife,pow,hit,dodge,range,speed,number,angle,armor_piercing,armor,shield,rate,boss_hp,def,def_break,debuff_resistance,level,character,special_attack,normal_attack,passive_skill,effect_ratio,unable_buff_type,able_buff_id,voice,deployment_scale,recommend_description,hit_point,offset,lifebar_offset,enemy_illustration_id,location_offset,crit,crit_dmg,tenacity,danger
13116,2,enemy_character_type-20013116,靶机四测试,Drone,1000000,0,0,23,0,0,1,0,0,0,0,0,0,99999,0,0,100,enemy_character_type-10013116,0,300301,755000,1.0,,,,1.0,enemy_character_type-30013116,,,,1,,0,0,0,0
13117,3,enemy_character_type-20013117,万圣切割者普通,Ripper_Halloween,794,21,23,15,5,30,1,180,0,0,0,36,0,99999,0,0,30100,enemy_character_type-10013117,0,300317,200304,1.0,,,,1.0,enemy_character_type-30013117,,,,101,,0,0,0,10
13118,3,enemy_character_type-20013118,万圣猎鸥普通,Jaeger_Halloween,397,42,140,15,7,35,1,180,35,0,0,18,0,99999,0,0,30100,enemy_character_type-10013118,0,300301,200304,1.0,,,,1.0,enemy_character_type-30013118,,,,102,,0,0,0,10
13119,3,enemy_character_type-20013119,万圣龙骑兵普通,Dragon_Halloween,1588,42,140,15,4,50,1,180,0,0,0,28,0,99999,0,0,30100,enemy_character_type-10013119,0,300318,200304,1.0,,,,1.0,enemy_character_type-30013119,,,,103,,0,0,0,10
13120,3,enemy_character_type-20013120,万圣切割者困难,Ripper_Halloween,1350,15,46,60,5,40,1,180,0,0,0,36,0,99999,0,0,30100,enemy_character_type-10013120,0,300317,200304,1.0,,,,1.0,enemy_character_type-30013120,,,,101,,0,0,0,10
13121,3,enemy_character_type-20013121,万圣猎鸥困难,Jaeger_Halloween,720,52,140,18,9,30,1,180,35,0,0,18,0,99999,0,0,30100,enemy_character_type-10013121,0,300301,200304,1.0,,,,1.0,enemy_character_type-30013121,,,,102,,0,0,0,10
13122,3,enemy_character_type-20013122,万圣龙骑兵困难,Dragon_Halloween,1750,42,140,18,4,60,1,180,0,0,0,28,0,99999,0,0,30100,enemy_character_type-10013122,0,300318,200304,1.0,,,,1.0,enemy_character_type-30013122,,,,103,,0,0,0,10
13123,2,enemy_character_type-20013123,驯顺兵鹿,Dinergate_chm2,65,84,140,0,3,45,1,180,0,0,0,40,0,99999,0,0,100,enemy_character_type-10013123,0,300316,200304,0.07,,,,1.0,enemy_character_type-30013123,,,,107,,0,0,0,10
13124,3,enemy_character_type-20013124,姜饼护卫者,Guard_chm,2269,11,23,0,3,30,1,180,0,0,0,40,0,99999,0,0,100,enemy_character_type-10013124,0,300316,200304,0.6000000000000001,,,,1.0,enemy_character_type-30013124,,,,108,,0,0,0,10
13201,3,enemy_character_type-20013201,净化者-持盾者,DivMauler,3200,18,140,5,3,30,1,180,0,0,0,50,0,99999,0,0,30100,enemy_character_type-10013201,0,901103,"200304,901101,901102",0.6000000000000001,,,,1.0,enemy_character_type-30013201,,,,100011,,0,0,0,20
13202,3,enemy_character_type-20013202,净化者-掷弹兵,DivGrenadier,1140,22,46,42,7,50,1,180,0,0,0,40,0,99999,0,0,30100,enemy_character_type-10013202,0,900795,"200304,901100",1.0,,,,1.0,enemy_character_type-30013202,,,,100012,,0,0,0,20
13203,3,enemy_character_type-20013203,净化者-清扫者（精英）,DivSweeper,26000,28,140,18,5,30,1,180,0,0,0,50,0,99999,0,0,30100,enemy_character_type-10013203,0,900107,"901104,901105",1.0,,,,1.0,enemy_character_type-30013203,,,,100013,,0,0,0,20
13204,3,enemy_character_type-20013204,赖克斯帮-跑者,DivRunner,960,52,30,12,3,60,1,180,0,0,0,30,0,99999,0,0,30100,enemy_character_type-10013204,0,901106,"20304,901107",1.2,,,,1.0,enemy_character_type-30013204,,,,100014,,0,0,0,20
13205,3,enemy_character_type-20013205,赖克斯帮-警卫（精英）,DivGuard,19200,46,80,18,5,30,1,180,60,0,0,40,0,99999,0,0,30100,enemy_character_type-10013205,0,901109,"901108,901110,,901111,901112,901113",1.0,,,,1.0,enemy_character_type-30013205,,,,100015,,0,0,0,20
13206,3,enemy_character_type-20013206,赖克斯帮-执行者,DivExecutor,1260,36,60,18,7,40,1,180,0,0,0,50,0,99999,0,0,30100,enemy_character_type-10013206,0,300313,200304,1.2,,,,1.0,enemy_character_type-30013206,,,,100016,,0,0,0,20
13207,3,enemy_character_type-20013207,幸存者-步枪手,DivRifleman,720,58,140,26,8,30,1,180,90,0,0,25,0,99999,0,0,30100,enemy_character_type-10013207,0,901114,"200304,901115,901116",1.0,,,,1.0,enemy_character_type-30013207,,,,100017,,0,0,0,20
13208,3,enemy_character_type-20013208,幸存者-侦察兵,DivScout,1460,26,46,60,3,50,1,180,0,0,0,50,0,99999,0,0,30100,enemy_character_type-10013208,0,300313,"200304,900872,901117",1.2,,,,1.0,enemy_character_type-30013208,,,,100018,,0,0,0,20
13209,3,enemy_character_type-20013209,幸存者-工程师（精英）,DivEngineer,22000,42,70,26,5,30,1,180,0,0,0,40,0,99999,0,0,30100,enemy_character_type-10013209,0,300313,"200304,901118,901119,901122",1.0,,,,1.0,enemy_character_type-30013209,,,,100019,,0,0,0,20
13210,3,enemy_character_type-20013210,幸存者-叛变特工（精英）,DivTraitor,27600,58,140,90,7,50,1,180,90,0,0,50,0,99999,0,0,30100,enemy_character_type-10013210,0,300313,"901123,901124",1.2,,,,1.0,enemy_character_type-30013210,,,,100020,,0,0,0,20
13211,5,enemy_character_type-20013211,魔物杂兵近战,Dropkick_MeleeDevil,1550,11,18,0,3,35,1,180,0,345,0,40,0,99999,0,0,100,enemy_character_type-10013211,0,755003,,0.41000000000000003,,,,1.0,enemy_character_type-30013211,,,,100028,,0,0,0,10
13212,4,enemy_character_type-20013212,魔物杂兵远程,Dropkick_RemoteDevil,567,84,60,0,7,30,1,180,0,345,0,15,0,99999,0,0,100,enemy_character_type-10013212,0,755004,,1.03,,,,1.0,enemy_character_type-30013212,,,,100029,,0,0,0,30
13213,3,enemy_character_type-20013213,冰雪魔物,Dropkick_IceGhost,1150,58,70,18,7,50,1,180,40,0,0,36,0,99999,0,0,30100,enemy_character_type-10013213,0,755006,"755007,755008",0.8,,,,1.0,enemy_character_type-30013213,,,,100030,,0,0,0,40
13214,3,enemy_character_type-20013214,怪物3近战独眼,Dropkick_CyclopsChan,960,52,30,60,3,60,1,180,0,0,0,30,0,99999,0,0,30100,enemy_character_type-10013214,0,755005,,0.8,,,,1.0,enemy_character_type-30013214,,,,100031,,0,0,0,10
13215,3,enemy_character_type-20013215,怪物4远程狼牙棒,Dropkick_BeansEmissary,1350,22,46,42,7,50,1,180,0,0,0,40,0,99999,0,0,30100,enemy_character_type-10013215,0,755009,,1.0,,,,1.0,enemy_character_type-30013215,,,,100032,,0,0,0,30
13216,2,enemy_character_type-20013216,怪物5精英狗,Dropkick_Beth,28000,28,140,10,2,100,1,180,30,0,0,45,0,99999,0,0,30100,enemy_character_type-10013216,0,755010,"755011,755012",0.7000000000000001,,,,1.0,enemy_character_type-30013216,,,,100033,,0,0,0,30
13217,2,enemy_character_type-20013217,兵工厂-泳装2021,RecceCentreSwim,25000,10,6,4,15,0,1,180,0,150,0,20,0,99999,0,0,30100,enemy_character_type-10013217,0,900107,"200303,200304,404503,404506,755000",1.4,221,,,1.0,enemy_character_type-30013217,,,,123,,0,0,0,10
13218,2,enemy_character_type-20013218,球-泳装2021,PathfinderSwim,130,10,150,60,3,18,1,180,0,45,0,40,0,99999,0,0,30100,enemy_character_type-10013218,0,300312,200304,0.8200000000000001,,,,1.0,enemy_character_type-30013218,,,,124,,0,0,0,10
13219,3,enemy_character_type-20013219,独眼巨人(步枪型）,CyclopsSwim,1320,22,46,32,5,50,1,180,0,0,0,28,0,99999,0,0,30100,enemy_character_type-10013219,0,300301,"700101,402605",1.0,,,,1.0,enemy_character_type-30013219,,,,125,,0,0,0,20
13220,3,enemy_character_type-20013220,圣诞CAWS,HKCAWS_XmasEnemy,2269,10,18,5,3,30,1,180,0,0,0,18,0,99999,0,0,30100,enemy_character_type-10013220,0,755146,"755145,755147,755148,200304",1.0,,,,1.0,enemy_character_type-30013220,,,,141,,0,0,0,0
13221,3,enemy_character_type-20013221,圣诞VSK94,VSK_XmasEnemy,720,52,90,18,9,20,1,180,35,0,0,26,0,99999,0,0,30100,enemy_character_type-10013221,0,755153,"755154,200304",0.7000000000000001,,,,1.0,enemy_character_type-30013221,,,,142,,0,0,0,0
13222,3,enemy_character_type-20013222,圣诞P7,P7_XmasEnemy,360,12,32,60,5,60,1,180,0,0,0,36,0,99999,0,0,30100,enemy_character_type-10013222,0,755151,"755152,200304",1.4,,,,1.0,enemy_character_type-30013222,,,,143,,0,0,0,0
13223,3,enemy_character_type-20013223,圣诞FP6,FP6_XmasEnemy,3200,18,18,5,3,30,1,180,0,0,0,18,0,99999,0,0,30100,enemy_character_type-10013223,0,755149,"755150,200304",0.8200000000000001,,,,1.0,enemy_character_type-30013223,,,,144,,0,0,0,0
13224,3,enemy_character_type-20013224,圣诞樱花,Type100_XmasEnemy,1320,22,26,90,4,50,1,180,0,0,0,60,0,99999,0,0,30100,enemy_character_type-10013224,0,755155,"755156,755157,755158,200304",1.0,,,,1.0,enemy_character_type-30013224,,,,145,,0,0,0,0
13225,2,enemy_character_type-20013225,侦察犬-白情,Dinergate_WhiteDay,65,84,140,0,3,60,1,180,0,0,0,24,0,99999,0,0,30100,enemy_character_type-10013225,0,300316,200304,0.07,,,,1.0,enemy_character_type-30013225,,,,158,,0,0,0,10
13226,2,enemy_character_type-20013226,歌莉娅-白情1,Dinergate_WhiteDay1,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10013226,0,900107,"310325,119020",0.25,,,,1.0,enemy_character_type-30013226,,,,159,,0,0,0,60
13227,2,enemy_character_type-20013227,歌莉娅-白情2,Dinergate_WhiteDay2,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10013227,0,900107,"310325,119020",0.25,,,,1.0,enemy_character_type-30013227,,,,160,,0,0,0,60
13228,2,enemy_character_type-20013228,歌莉娅-白情3,Dinergate_WhiteDay3,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10013228,0,900107,"310325,119020",0.25,,,,1.0,enemy_character_type-30013228,,,,161,,0,0,0,60
13229,2,enemy_character_type-20013229,歌莉娅-白情1大号,Dinergate_WhiteDay1B,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10013229,0,900107,"310325,119020",0.25,,,,1.0,enemy_character_type-30013229,,,,159,,0,0,0,60
13230,2,enemy_character_type-20013230,歌莉娅-白情2大号,Dinergate_WhiteDay2B,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10013230,0,900107,"310325,119020",0.25,,,,1.0,enemy_character_type-30013230,,,,160,,0,0,0,60
13231,2,enemy_character_type-20013231,歌莉娅-白情3大号,Dinergate_WhiteDay3B,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10013231,0,900107,"310325,119020",0.25,,,,1.0,enemy_character_type-30013231,,,,161,,0,0,0,60
13232,3,enemy_character_type-20013232,泳装角斗士,Roarer_swimsuit,42000,46,46,10,3,30,1,180,0,90,0,24,0,6000,0,0,30100,enemy_character_type-10013232,0,403701,"200303,200304,403702,755214,403704,740089",1.21,221,"133,135,136,137,3918,8034",,1.0,enemy_character_type-30013232,,,,163,,0,0,0,40
13233,3,enemy_character_type-20013233,泳装剑盾士,Rodelero_swimsuit,3500,27,40,15,7,35,1,180,0,40,0,15,0,600,0,0,100,enemy_character_type-10013233,0,755215,"200303,200304",1.04,221,"133,135,136,137,3918,8034",,1.0,enemy_character_type-30013233,,,,164,,0,0,0,30
13234,3,enemy_character_type-20013234,泳装重炮士,StreletPlus_swimsuit,1950,46,72,50,7,25,1,180,0,0,0,40,0,1500,0,0,30100,enemy_character_type-10013234,0,755217,"200304,755216,119019",0.8,,,,1.0,enemy_character_type-30013234,,,,165,,0,0,0,50
13235,4,enemy_character_type-20013235,蜘蛛雷-沙罗蚀相,Pumpkin_Dactyl,800,100,100,0,20,40,1,180,0,20,0,150,0,99999,0,0,100,enemy_character_type-10013235,0,900107,"200303,403101,770043",0.25,221,"133,135,136,137,3918,8034",,1.0,enemy_character_type-30013235,,,,177,,0,0,0,10
13236,5,enemy_character_type-20013236,军方重甲人形-沙罗蚀相,Mop_Aegis,2325,11,18,0,3,35,1,180,0,90,0,40,0,99999,0,0,100,enemy_character_type-10013236,0,300316,"200303,200304,770043",1.17,,,,1.0,enemy_character_type-30013236,,,,178,,0,0,0,20
13237,3,enemy_character_type-20013237,独眼巨人(步枪型）-沙罗蚀相,Chief_Cyclops,1140,22,46,32,5,50,1,180,0,0,0,28,0,99999,0,0,30100,enemy_character_type-10013237,0,300301,"700101,402605,770043",1.0,,,,1.0,enemy_character_type-30013237,,,,179,,0,0,0,20
13238,3,enemy_character_type-20013238,佐贺联动-澡堂客人黄毛,Bathhouse_guest_2,3000,18,50,20,3,35,1,180,0,0,0,30,0,99999,0,0,30100,enemy_character_type-10013238,0,755273,"200304,902269,755274",0.8,,,,1.0,enemy_character_type-30013238,,,,100037,,0,0,0,10
13239,3,enemy_character_type-20013239,佐贺联动-澡堂客人憨憨,Bathhouse_guest_1,42000,46,46,10,3,30,1,180,0,90,0,24,0,6000,0,0,30100,enemy_character_type-10013239,0,403701,"200303,200304,403702,755214,403704",1.21,221,"133,135,136,137,3918,8034",,1.0,enemy_character_type-30013239,,,,100038,,0,0,0,10
13240,4,enemy_character_type-20013240,佐贺联动-轮胎,Tyre_enemy,3000,5,150,50,3,150,1,180,0,50,0,30,0,99999,0,0,30100,enemy_character_type-10013240,0,755270,"755269,200304",1.8399999999999999,,,,1.0,enemy_character_type-30013240,,,,100039,,0,0,0,20
13241,4,enemy_character_type-20013241,佐贺联动-卡车,Truck_enemy,200000,100,250,10,3,200,1,180,0,400,0,20,0,99999,0,0,100,enemy_character_type-10013241,0,900107,"755264,755265,755266,119020",1.0,"221,215,205",,,1.0,enemy_character_type-30013241,,,,100040,,0,0,0,60
13242,4,enemy_character_type-20013242,佐贺联动-泡泡机,Bubble_machine,60000,10,30,10,15,0,1,180,0,30,0,25,0,99999,0,0,30100,enemy_character_type-10013242,0,900107,"200304,755267",1.4100000000000001,221,,,1.0,enemy_character_type-30013242,,,,100041,,0,0,0,10
13243,2,enemy_character_type-20013243,佐贺联动-泡泡,Bubble,2000,30,30,200,1,20,1,180,0,0,0,50,0,99999,0,0,30100,enemy_character_type-10013243,0,900107,"200304,755268",0.84,,,,1.0,enemy_character_type-30013243,,,,100042,,0,0,0,10
13244,2,enemy_character_type-20013244,佐贺联动-僵尸狗,saga_dog_enemy,22000,35,200,100,2,100,1,180,150,0,0,35,0,99999,0,0,30100,enemy_character_type-10013244,0,755271,755272.200304,0.7000000000000001,221,,,1.0,enemy_character_type-30013244,,,,100043,,0,0,0,20
13245,3,enemy_character_type-20013245,佐贺联动-格里芬人形,HK21_SagaEnemy,1000,10,18,5,3,30,1,180,0,0,0,18,0,99999,0,0,30100,enemy_character_type-10013245,0,755146,"755145,755147,755148,200304",1.0,,,,1.0,enemy_character_type-30013245,,,,100044,,0,0,0,0
13246,3,enemy_character_type-20013246,佐贺联动-格里芬人形,JS-127_SagaEnemy,1000,10,18,5,3,30,1,180,0,0,0,18,0,99999,0,0,30100,enemy_character_type-10013246,0,755146,"755145,755147,755148,200304",1.0,,,,1.0,enemy_character_type-30013246,,,,100045,,0,0,0,0
13247,3,enemy_character_type-20013247,佐贺联动-格里芬人形,PM06_SagaEnemy,1000,10,18,5,3,30,1,180,0,0,0,18,0,99999,0,0,30100,enemy_character_type-10013247,0,755146,"755145,755147,755148,200304",1.0,,,,1.0,enemy_character_type-30013247,,,,100046,,0,0,0,0
13248,3,enemy_character_type-20013248,佐贺联动-格里芬人形,MG5_SagaEnemy,1000,10,18,5,3,30,1,180,0,0,0,18,0,99999,0,0,30100,enemy_character_type-10013248,0,755146,"755145,755147,755148,200304",1.0,,,,1.0,enemy_character_type-30013248,,,,100047,,0,0,0,0
13249,3,enemy_character_type-20013249,佐贺联动-格里芬人形,M1887_SagaEnemy,1000,10,18,5,3,30,1,180,0,0,0,18,0,99999,0,0,30100,enemy_character_type-10013249,0,755146,"755145,755147,755148,200304",1.0,,,,1.0,enemy_character_type-30013249,,,,100048,,0,0,0,0
13250,3,enemy_character_type-20013250,佐贺联动-格里芬人形,80type_SagaEnemy,1000,10,18,5,3,30,1,180,0,0,0,18,0,99999,0,0,30100,enemy_character_type-10013250,0,755146,"755145,755147,755148,200304",1.0,,,,1.0,enemy_character_type-30013250,,,,100049,,0,0,0,0
13251,3,enemy_character_type-20013251,佐贺联动-格里芬人形,M1897_SagaEnemy,1000,10,18,5,3,30,1,180,0,0,0,18,0,99999,0,0,30100,enemy_character_type-10013251,0,755146,"755145,755147,755148,200304",1.0,,,,1.0,enemy_character_type-30013251,,,,100050,,0,0,0,0
13252,3,enemy_character_type-20013252,佐贺联动-格里芬人形,G11_SagaEnemy,1000,10,18,5,3,30,1,180,0,0,0,18,0,99999,0,0,30100,enemy_character_type-10013252,0,755146,"755145,755147,755148,200304",1.0,,,,1.0,enemy_character_type-30013252,,,,100051,,0,0,0,0
13253,3,enemy_character_type-20013253,梦魇-灰域探查,unknownbonus,924,21,23,15,2,20,1,180,0,0,0,40,0,99999,0,0,100,enemy_character_type-10013253,0,300316,200304,0.6000000000000001,,,,1.0,enemy_character_type-30013253,,,,36,,0,0,0,10
14001,3,enemy_character_type-20014001,铁血突击白情-灰域探查,Vespid_bride,960,22,70,32,7,40,1,180,0,0,0,24,0,99999,0,0,30100,enemy_character_type-10014001,0,300313,"200304,755257",1.0,,,,1.0,enemy_character_type-30014001,,,,121,,0,0,0,10
14002,3,enemy_character_type-20014002,铁血双刀白情-灰域探查,Brute_Ghost,1150,58,70,18,3,50,1,180,40,0,0,36,0,99999,0,0,30100,enemy_character_type-10014002,0,300316,"200304,755257",1.2,,,,1.0,enemy_character_type-30014002,,,,122,,0,0,0,20
14003,4,enemy_character_type-20014003,沙滩九头蛇-灰域探查,Hydra_beach,9000,280,55,0,4,20,1,180,0,199,0,42,0,99999,0,0,100,enemy_character_type-10014003,0,402601,"200303,200304,402602,755256",1.17,,,,1.0,enemy_character_type-30014003,,,,82,,0,0,0,40
14004,4,enemy_character_type-20014004,沙滩蜘蛛雷-灰域探查,landmine_beach,800,100,100,0,20,40,1,180,0,20,0,150,0,99999,0,0,100,enemy_character_type-10014004,0,900107,"200303,403107,755256",0.25,221,"133,135,136,137,3918,8034",,1.0,enemy_character_type-30014004,,,,83,,0,0,0,10
14005,2,enemy_character_type-20014005,沙滩兵工厂-灰域探查,RecceCentre_beach,35000,10,15,10,15,0,1,180,0,150,0,25,0,99999,0,0,30100,enemy_character_type-10014005,0,900107,"200304,404504,404503,755000,755256",1.4100000000000001,221,,,1.0,enemy_character_type-30014005,,,,84,,0,0,0,10
14006,2,enemy_character_type-20014006,沙滩西瓜-灰域探查,Pathfinder_beach,180,10,150,150,3,18,1,180,0,45,0,50,0,99999,0,0,30100,enemy_character_type-10014006,0,300317,"200304,755256",0.84,,,,1.0,enemy_character_type-30014006,,,,85,,0,0,0,10
14070,2,enemy_character_type-20014070,圣诞兵蚁-灰域探查,Dinergate_chm1,65,84,140,0,3,45,1,180,0,0,0,40,0,99999,0,0,100,enemy_character_type-10014070,0,300316,"200304,755258",0.07,,,,1.0,enemy_character_type-30014070,,,,106,,0,0,0,10
14111,5,enemy_character_type-20014111,万圣圣盾2020,Aegis_Halloween,1550,11,18,0,3,35,1,180,0,90,0,40,0,99999,0,0,100,enemy_character_type-10014111,0,300316,"200303,200304,755257",1.1400000000000001,,,,1.0,enemy_character_type-30014111,,,,104,,0,0,0,10
14112,4,enemy_character_type-20014112,万圣钢狮2020,Nemeum_Halloween,567,84,60,0,7,30,1,180,0,90,0,15,0,99999,0,0,100,enemy_character_type-10014112,0,901053,"200303,200304,755257",1.28,,,,1.0,enemy_character_type-30014112,,,,105,,0,0,0,30
14117,3,enemy_character_type-20014117,万圣切割者普通,Ripper_Halloween,794,21,23,15,5,30,1,180,0,0,0,36,0,99999,0,0,30100,enemy_character_type-10014117,0,300317,"200304,755257",1.0,,,,1.0,enemy_character_type-30014117,,,,101,,0,0,0,10
14118,3,enemy_character_type-20014118,万圣猎鸥普通,Jaeger_Halloween,397,42,140,15,7,35,1,180,35,0,0,18,0,99999,0,0,30100,enemy_character_type-10014118,0,300301,"200304,755257",1.0,,,,1.0,enemy_character_type-30014118,,,,102,,0,0,0,10
14119,3,enemy_character_type-20014119,万圣龙骑兵普通,Dragon_Halloween,1588,42,140,15,4,50,1,180,0,0,0,28,0,99999,0,0,30100,enemy_character_type-10014119,0,300318,"200304,755257",1.0,,,,1.0,enemy_character_type-30014119,,,,103,,0,0,0,10
14123,2,enemy_character_type-20014123,驯顺兵鹿,Dinergate_chm2,65,84,140,0,3,45,1,180,0,0,0,40,0,99999,0,0,100,enemy_character_type-10014123,0,300316,"200304,755258",0.07,,,,1.0,enemy_character_type-30014123,,,,107,,0,0,0,10
14124,3,enemy_character_type-20014124,姜饼护卫者,Guard_chm,2269,11,23,0,3,30,1,180,0,0,0,40,0,99999,0,0,100,enemy_character_type-10014124,0,300316,"200304,755258",0.6000000000000001,,,,1.0,enemy_character_type-30014124,,,,108,,0,0,0,10
14217,2,enemy_character_type-20014217,兵工厂-泳装2021,RecceCentreSwim,25000,10,6,4,15,0,1,180,0,150,0,20,0,99999,0,0,30100,enemy_character_type-10014217,0,900107,"200303,200304,404503,404506,755000,755256",1.4,221,,,1.0,enemy_character_type-30014217,,,,123,,0,0,0,10
14218,2,enemy_character_type-20014218,球-泳装2021,PathfinderSwim,130,10,150,60,3,18,1,180,0,45,0,40,0,99999,0,0,30100,enemy_character_type-10014218,0,300312,"200304,755256",0.8200000000000001,,,,1.0,enemy_character_type-30014218,,,,124,,0,0,0,10
14219,3,enemy_character_type-20014219,独眼巨人(步枪型）,CyclopsSwim,1320,22,46,32,5,50,1,180,0,0,0,28,0,99999,0,0,30100,enemy_character_type-10014219,0,300301,"700101,402605,755256",1.0,,,,1.0,enemy_character_type-30014219,,,,125,,0,0,0,20
14225,2,enemy_character_type-20014225,侦察犬-白情,Dinergate_WhiteDay,65,84,140,0,3,60,1,180,0,0,0,24,0,99999,0,0,30100,enemy_character_type-10014225,0,300316,"200304,755259",0.07,,,,1.0,enemy_character_type-30014225,,,,158,,0,0,0,10
14226,2,enemy_character_type-20014226,歌莉娅-白情1,Dinergate_WhiteDay1,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10014226,0,900107,"310325,119020,755259",0.25,,,,1.0,enemy_character_type-30014226,,,,159,,0,0,0,60
14227,2,enemy_character_type-20014227,歌莉娅-白情2,Dinergate_WhiteDay2,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10014227,0,900107,"310325,119020,755259",0.25,,,,1.0,enemy_character_type-30014227,,,,160,,0,0,0,60
14228,2,enemy_character_type-20014228,歌莉娅-白情3,Dinergate_WhiteDay3,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10014228,0,900107,"310325,119020,755259",0.25,,,,1.0,enemy_character_type-30014228,,,,161,,0,0,0,60
14229,2,enemy_character_type-20014229,歌莉娅-白情1大号,Dinergate_WhiteDay1B,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10014229,0,900107,"310325,119020,755259",0.25,,,,1.0,enemy_character_type-30014229,,,,159,,0,0,0,60
14230,2,enemy_character_type-20014230,歌莉娅-白情2大号,Dinergate_WhiteDay2B,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10014230,0,900107,"310325,119020,755259",0.25,,,,1.0,enemy_character_type-30014230,,,,160,,0,0,0,60
14231,2,enemy_character_type-20014231,歌莉娅-白情3大号,Dinergate_WhiteDay3B,15000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10014231,0,900107,"310325,119020,755259",0.25,,,,1.0,enemy_character_type-30014231,,,,161,,0,0,0,60
14232,3,enemy_character_type-20014232,泳装角斗士,Roarer_swimsuit,42000,46,46,10,3,30,1,180,0,90,0,24,0,6000,0,0,30100,enemy_character_type-10014232,0,403701,"200303,200304,403702,755214,403704,755256",1.21,221,"133,135,136,137,3918,8034",,1.0,enemy_character_type-30014232,,,,163,,0,0,0,40
14233,3,enemy_character_type-20014233,泳装剑盾士,Rodelero_swimsuit,3500,27,40,15,7,35,1,180,0,40,0,15,0,600,0,0,100,enemy_character_type-10014233,0,755215,"200303,200304,755256",1.04,221,"133,135,136,137,3918,8034",,1.0,enemy_character_type-30014233,,,,164,,0,0,0,30
14234,3,enemy_character_type-20014234,泳装重炮士,StreletPlus_swimsuit,1950,46,72,50,7,25,1,180,0,0,0,40,0,1500,0,0,30100,enemy_character_type-10014234,0,755217,"200304,755216,119019,755256",0.8,,,,1.0,enemy_character_type-30014234,,,,165,,0,0,0,50
15001,5,enemy_character_type-20015001,圣盾,Aegis_SWAP,2305,12,28,0,3,30,1,180,35,145,0,28,0,99999,0,0,30100,enemy_character_type-10015001,0,310202,"200304,310201,770044",1.49,,,,1.0,enemy_character_type-30015001,,,,60,,0,0,0,10
15002,4,enemy_character_type-20015002,钢狮,Nemeum,680,42,16,0,5,30,1,180,0,90,0,24,0,99999,0,0,30100,enemy_character_type-10015002,0,310202,"200304,310201,770044",1.23,,,,1.0,enemy_character_type-30015002,,,,14,,0,0,0,20
15003,2,enemy_character_type-20015003,铁血狗,Dinergate,65,84,140,0,3,60,1,180,0,0,0,24,0,99999,0,0,30100,enemy_character_type-10015003,0,300316,"200304,770044",0.07,,,,1.0,enemy_character_type-30015003,,,,6,,0,0,0,10
15004,4,enemy_character_type-20015004,装甲狗1,Tarantula,65,84,140,0,3,60,1,180,0,100,0,24,0,99999,0,0,30100,enemy_character_type-10015004,0,300316,"200303,200304,770044",0.25,,,,1.0,enemy_character_type-30015004,,,,30,,0,0,0,10
15005,4,enemy_character_type-20015005,装甲狗2,Tarantula,65,84,140,0,3,60,1,180,0,100,0,24,0,99999,0,0,30100,enemy_character_type-10015005,0,300316,"200303,200304,770044",0.25,,,,1.0,enemy_character_type-30015005,,,,30,,0,0,0,10
15006,1,enemy_character_type-20015006,法官,Justice,52000,30,100,10,20,45,1,180,0,25,0,150,52000,99999,0,0,100,enemy_character_type-10015006,0,300327,"402301,402302,402303,200303,770044",1.1,,,"1,2,3",1.0,enemy_character_type-30015006,,,,35,,0,0,0,1000
15007,2,enemy_character_type-20015007,孙红雷,GolyatPlus,150000,1000,10000,0,1,40,1,180,0,0,0,150,0,99999,0,0,100,enemy_character_type-10015007,0,900107,"310325,770044",0.25,,,,1.0,enemy_character_type-30015007,,,,32,,0,0,0,60
15008,3,enemy_character_type-20015008,龙骑,Dragoon_SWAP,1500,26,140,18,20,60,1,180,0,0,0,28,0,99999,0,0,30100,enemy_character_type-10015008,0,300318,"200304,310301,310302,770044",1.0,,,,1.0,enemy_character_type-30015008,,,,58,,0,0,0,10
15009,3,enemy_character_type-20015009,切割者,Ripper,1140,12,46,50,5,40,1,180,0,0,0,36,0,99999,0,0,30100,enemy_character_type-10015009,0,300317,"200304,770044",1.0,,,,1.0,enemy_character_type-30015009,,,,4,,0,0,0,10
