id,name,description,conflict_type,max_tier,type,duration_type,duration,delay,probability,boss_available,armor_reduce_number,pow_number,dodge_number,hit_number,rate_number,critical_number,critical_damage_number,damage_reduce_number,damage_return_number,move_number,shield_number,arp_number,trigger_creation_id,trigger_creation_delay,is_form_play,buff_animation,buff_description,available_gun_type,available_gun_type2,def_number,defbreak_number,maxdef_number,cdr_number,forced_skill,fix_damage,night_view_percent,range_number
1304,qte触发buff2,,105,5,400,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1305,qte触发buff3,,106,5,400,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1306,qte触发buff4,,107,5,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1307,M4A1表演2技能,,108,1,400,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1308,ar15表演2技能,,109,1,400,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1309,RO表演2技能,,110,1,400,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1310,sopmodII表演2技能,,111,1,400,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1311,qte成功AN94,,112,1,400,1,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1312,qteRObuff1,,113,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1313,qteRObuff2,,114,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1314,qte位移号令1,位移号令1,115,1,400,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1315,qte位移号令2,位移号令2,116,1,400,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1316,qte位移号令3,位移号令3,117,1,400,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1317,qteM4位移号令4,位移号令4,118,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1318,qte成功指令1,成功指令1,119,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1319,qte成功指令2,成功指令2,120,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1320,qte成功指令3,成功指令3,121,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1321,qteAN94时长,,122,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1322,qteM16减伤恢复1,触发,123,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1323,qteM16减伤恢复2,延迟时长,124,1,400,1,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1324,qte复位时长1,触发,125,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1325,qte复位时长2,延迟时长,126,1,400,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1326,qteAN94触发延时,3次成功后触发AN94的延时,127,1,400,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1327,qte2次移动时长1,触发,128,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1328,qte2次移动时长2,延迟时长,129,1,400,1,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1329,涅托召唤触发,触发,130,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1330,涅托召唤AR,AR数量,131,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1486,0,0,,,4,,0,0,0,0,0,0,0,0
1331,涅托召唤RF,RF数量,132,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1487,0,0,,,3,,0,0,0,0,0,0,0,0
1332,涅托AR反馈buff,反馈计数,133,2,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1333,涅托RF反馈buff,反馈计数,134,2,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1334,ksvk命中下降,命中下降,135,1,203,1,*101,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,207,0,1,,,,,0,0,0,0,0,0,0,0
1335,ksvk射速下降,射速下降,136,1,204,1,*101,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0
1336,机车boss减伤,,137,1,110,1,*101,0,0,1,0,0,0,0,0,0,0,*201,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1337,ksvk目标标记,ksvk触发被动,138,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1338,ksvk召唤物,,139,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134402,0,0,,,,,0,0,0,0,0,0,0,0
1339,涅托大激光触发,涅托激光,140,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1340,机车boss随机触发,随机,141,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1341,机车bossAK12屏蔽,,142,1,400,1,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1342,机车boss护盾1,护盾1,143,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,0,,,,,0,0,0,0,0,0,0,0
1343,涅托标记1,,144,1,400,1,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4202,0,0,,,,,0,0,0,0,0,0,0,0
1344,涅托标记2,,145,1,400,1,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4203,0,0,,,,,0,0,0,0,0,0,0,0
1345,涅托爆炸触发,,146,1,400,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1346,涅托射速下降,射速下降,147,1,204,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0
1347,涅托命中标记,,148,1,400,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4205,0,0,,,,,0,0,0,0,0,0,0,0
1348,涅托召唤物嘲讽,,149,1,301,1,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,,,,,0,0,0,0,0,0,0,0
1349,召唤物小人挂在,,150,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4223,0,0,,,,,0,0,0,0,0,0,0,0
1350,涅托召唤物冻结,,228,1,221,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1351,涅托召唤物禁足,,229,1,205,1,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1352,涅托无敌,无敌,230,2,120,1,*103,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,BlueFlash,ShieldText,,,0,0,0,0,0,0,0,0
1353,涅托银大招索敌标记,,231,1,400,1,240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1354,涅托银自毁指令,召唤物自毁,232,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1355,涅托银大招特效,,233,1,400,1,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4225,0,0,,,,,0,0,0,0,0,0,0,0
1356,涅托爆炸射速下降,射速下降,234,1,204,1,*102,0,0,1,0,0,0,0,*202,0,0,0,0,0,0,0,208,0,1,,,,,0,0,0,0,0,0,0,0
1357,冲锋判定触发,,235,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1358,涅托力场盾防护值,,236,5,122,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*102,0,0,0,0,0,0,0
1359,涅托,,237,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4058,0,0,,,,,0,0,0,0,0,0,0,0
1360,刘易斯特效,,238,1,400,1,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1706,0,0,,,,,0,0,0,0,0,0,0,0
1361,M200触发,,148,5,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1362,M200屏蔽,,149,1,400,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1363,M200火力下降,火力下降,150,1,201,1,*101,0,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,205,0,1,,,,,0,0,0,0,0,0,0,0
1364,M200判定,是否还在技能持续时间内,151,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1365,M200触发-2,,152,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1366,机枪换弹计时,,302,999,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1367,机枪换弹计时动作,非移动标识,303,1,400,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1371,M2命中上升,命中上升,103,3,103,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
1372,M2目标标记,,965,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1373,M2触发,,966,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1374,M2闪避上升,闪避上升,967,3,102,1,*101,0,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,202,0,1,YellowFlash,DodgeBuffText,,,0,0,0,0,0,0,0,0
1375,M2命中上升,命中上升,968,3,103,1,*101,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
1376,M2攻击次数,,969,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1377,隼技能弹链,,970,2,300,1,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1378,隼触发,,971,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1379,隼屏蔽触发,,972,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1380,隼火力上升,火力上升,138,2,101,1,9999,0,0,1,0,*201,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,,,,0,0,0,0,0,0,0,0
1381,隼命中上升,命中上升,138,2,103,1,9999,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,,,,0,0,0,0,0,0,0,0
1382,AT4触发普攻,,973,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1383,AT4随机,,974,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1384,AT4命中buff,,975,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1385,AT4等级标识,,976,10,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1386,AT4命中下降,,977,1,203,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,207,0,1,,,,,0,0,0,0,0,0,0,0
1388,SAT8南瓜,护盾叠�,131,5,109,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,*102,0,1799,0,0,BlueFlash,,,,0,0,0,0,0,0,0,0
1389,MP5改触发,,979,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1390,MP5改人数标记,,981,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1391,MP5改人数计数,,982,10,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1395,小熊必中标识,,986,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1396,小熊攻击触发,,987,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1397,丝巾专属标识,,988,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1398,丝巾火力上升,火力上升,989,5,101,1,*102,0,0,1,0,*202,0,0,0,0,0,0,0,0,0,0,201,0,1,YellowFlash,,,,0,0,0,0,0,0,0,0
1399,丝巾触发蟒蛇,,991,1,400,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1400,MP5闪避上升,闪避上升,103,3,102,1,*101,0,0,1,0,0,*201,0,0,0,0,0,0,0,0,0,202,0,1,YellowFlash,DodgeBuffText,,,0,0,0,0,0,0,0,0
1401,乌兹燃烧标识,,199,5,403,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1866,0,0,,,,,0,0,0,0,0,0,0,0
1402,stg44触发,,200,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1403,stg44等级标识,,201,20,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1404,PM-09命中下降,命中下降,203,5,203,1,*101,0,0,1,0,0,0,*202,0,0,0,0,0,0,0,0,207,0,1,,,,,0,0,0,0,0,0,0,0
1405,PM-09触发,技能开启,202,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1406,绍沙M1915备用弹链,备用弹链,203,4,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1407,绍沙M1915触发,,204,2,401,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1408,绍沙M1915显示更改,,205,5,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1409,88式标记,,206,2,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1410,88式召唤物,,139,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,181101,0,0,,,,,0,0,0,0,0,0,0,0
1411,88式召唤物2,,140,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,181102,0,0,,,,,0,0,0,0,0,0,0,0
1412,MG36-AR,,141,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1827,0,0,,,4,,0,0,0,0,0,0,0,0
1413,MG36-SMG,,142,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1828,0,0,,,2,,0,0,0,0,0,0,0,0
1414,MG36-SG,,143,1,400,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1829,0,0,,,6,,0,0,0,0,0,0,0,0
1415,MG36闪避上升,闪避上升,144,1,110,1,*101,0,0,1,0,0,0,0,0,0,0,*201,0,0,0,0,202,0,1,YellowFlash,DodgeBuffText,,,0,0,0,0,0,0,0,0
1416,MG36-AR标识,,145,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1417,MG36-SMG标识,,146,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1418,MG36-SG标识,,147,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1419,MG36命中增益,命中上升,148,3,103,1,*101,0,0,1,0,0,0,*201,0,0,0,0,0,0,0,0,203,0,1,YellowFlash,HitBuffText,,,0,0,0,0,0,0,0,0
1420,MG36-弹量缩减,,149,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1421,88式标记,,150,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1422,PA15标记,,151,1,400,1,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1832,0,0,,,,,0,0,0,0,0,0,0,0
1423,PA15反馈,,180,10,400,1,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1424,EM-2触发,,181,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1425,PA15主目标标记,,182,1,400,1,300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1426,88式普攻间隔,,183,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1427,绍沙初始,,184,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1428,EM-2标记,,185,1,400,1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1429,MG36-护甲,护甲上升,186,1,108,1,*101,0,0,1,*201,0,0,0,0,0,0,0,0,0,0,0,201,0,0,YellowFlash,,,,0,0,0,0,0,0,0,0
1430,绍沙特效1,,503,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1836,0,0,,,,,0,0,0,0,0,0,0,0
1431,绍沙特效2-1,,504,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1837,0,0,,,,,0,0,0,0,0,0,0,0
1432,起源弹嘲讽新,,432,2,301,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1003,0,0,,,,,0,0,0,0,0,0,0,0
1433,绍沙特效3-1,,506,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1839,0,0,,,,,0,0,0,0,0,0,0,0
1434,绍沙特效3-2,,507,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1840,0,0,,,,,0,0,0,0,0,0,0,0
1435,绍沙特效3-3,,508,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1841,0,0,,,,,0,0,0,0,0,0,0,0
1436,绍沙特效4-1,,509,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1837,0,0,,,,,0,0,0,0,0,0,0,0
1437,绍沙特效4-2,,510,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1838,0,0,,,,,0,0,0,0,0,0,0,0
1438,绍沙特效4-3,,511,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1846,0,0,,,,,0,0,0,0,0,0,0,0
1439,绍沙特效4-4,,512,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1847,0,0,,,,,0,0,0,0,0,0,0,0
1440,内格夫8黑1,,503,5,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1848,0,0,,,,,0,0,0,0,0,0,0,0
1441,内格夫8黑2-1,,504,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1849,0,0,,,,,0,0,0,0,0,0,0,0
1442,内格夫8黑2-2,,505,1,400,1,9999,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1850,5,0,,,,,0,0,0,0,0,0,0,0
1443,内格夫8黑3-1,,506,1,400,1,9999,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1851,5,0,,,,,0,0,0,0,0,0,0,0
1444,内格夫8黑3-2,,507,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1852,0,0,,,,,0,0,0,0,0,0,0,0
1445,内格夫8黑3-3,,508,1,400,1,9999,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1853,10,0,,,,,0,0,0,0,0,0,0,0
1446,PA15束缚,PA15stop,509,1,221,1,*102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859,0,0,,,,,0,0,0,0,0,0,0,0
1447,PA15受击,,510,1,400,1,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1860,0,0,,,,,0,0,0,0,0,0,0,0
1448,R93技能触发,,511,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1449,R93射速上升,射速上升,511,3,104,1,*101,0,0,1,0,0,0,0,*201,0,0,0,0,0,0,0,204,0,1,YellowFlash,RateBuffText,,,0,0,0,0,0,0,0,0
1450,R93目标标记,,512,1,400,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1451,R93攻击间隔,,513,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1452,R93清楚射速增益,,514,1,400,1,*102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1453,stg44旧榴弹触发,,515,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1454,乌兹新燃烧弹触发,,516,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1455,乌兹自毁屏蔽,,517,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1456,乌兹计时,,518,9,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1457,R93索敌用标记,,519,1,400,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1458,乌兹旧榴弹触发,,520,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
1459,R93特效1,,503,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1879,0,0,,,,,0,0,0,0,0,0,0,0
1460,R93特效2-1,,504,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1880,0,0,,,,,0,0,0,0,0,0,0,0
1461,R93特效2-2,,505,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1881,0,0,,,,,0,0,0,0,0,0,0,0
1462,R93特效3-1,,506,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1882,0,0,,,,,0,0,0,0,0,0,0,0
1463,R93特效3-2,,507,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1883,0,0,,,,,0,0,0,0,0,0,0,0
1464,R93特效3-3,,508,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1884,0,0,,,,,0,0,0,0,0,0,0,0
2432,起源弹嘲讽魂,,432,2,301,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1820,0,0,,,,,0,0,0,0,0,0,0,0
3000,Beer,Beer,521,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,6,,0,0,0,0,0,0,0,0
3001,Brantini,Brantini,522,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,,0,0,0,0,0,0,0,0
3002,Piano Woman,Piano Woman,523,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
3003,Moonblast,Moonblast,524,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
3004,BleedingJane,BleedingJane,526,1,106,1,*101,0,0,1,0,0,0,0,0,*201,0,0,0,0,0,0,0,0,0,,,"3,4",,0,0,0,0,0,0,0,0
3005,FringeWeaver,FringeWeaver,527,1,400,1,*101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
3006,SugerRush,SugerRush,528,1,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
3007,Adelhyde,甜味,201,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
3008,Bronson Extract,苦味,202,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
3009,Powdered Delta,酸味,203,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
3010,Flanegide,辣味,204,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
3011,Karmotrine,酒精,205,3,400,1,9999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0
