id,code_a,description_a,description_b,description_c,code_b,is_manual_target,use_fairy_ui
590802,Rouge_590802,manual_ui-10590802,manual_ui-20590802,manual_ui-30590802,Console_Icon,3,0
590901,Rouge_590901,manual_ui-10590901,manual_ui-20590901,manual_ui-30590901,Console_Icon,3,0
590902,Rouge_590902,manual_ui-10590902,manual_ui-20590902,manual_ui-30590902,Console_Icon,3,0
591001,Rouge_591001,manual_ui-10591001,manual_ui-20591001,manual_ui-30591001,Console_Icon,3,0
591002,Rouge_591002,manual_ui-10591002,manual_ui-20591002,manual_ui-30591002,Console_Icon,3,0
591003,Rouge_591003,manual_ui-10591003,manual_ui-20591003,manual_ui-30591003,Console_Icon,3,0
591004,Rouge_591004,manual_ui-10591004,manual_ui-20591004,manual_ui-30591004,Console_Icon,3,0
591101,Rouge_591101,manual_ui-10591101,manual_ui-20591101,manual_ui-30591101,Console_Icon,3,0
591102,Rouge_591102,manual_ui-10591102,manual_ui-20591102,manual_ui-30591102,Console_Icon,3,0
591103,Rouge_591103,manual_ui-10591103,manual_ui-20591103,manual_ui-30591103,Console_Icon,3,0
591104,Rouge_591104,manual_ui-10591104,manual_ui-20591104,manual_ui-30591104,Console_Icon,3,0
591201,Rouge_591201,manual_ui-10591201,manual_ui-20591201,manual_ui-30591201,Console_Icon,3,0
591202,Rouge_591202,manual_ui-10591202,manual_ui-20591202,manual_ui-30591202,Console_Icon,3,0
591203,Rouge_591203,manual_ui-10591203,manual_ui-20591203,manual_ui-30591203,Console_Icon,3,0
591204,Rouge_591204,manual_ui-10591204,manual_ui-20591204,manual_ui-30591204,Console_Icon,3,0
591301,Rouge_591301,manual_ui-10591301,manual_ui-20591301,manual_ui-30591301,Console_Icon,3,0
591302,Rouge_591302,manual_ui-10591302,manual_ui-20591302,manual_ui-30591302,Console_Icon,3,0
591303,Rouge_591303,manual_ui-10591303,manual_ui-20591303,manual_ui-30591303,Console_Icon,3,0
591304,Rouge_591304,manual_ui-10591304,manual_ui-20591304,manual_ui-30591304,Console_Icon,3,0
591401,Rouge_591401,manual_ui-10591401,manual_ui-20591401,manual_ui-30591401,Console_Icon,3,0
591402,Rouge_591402,manual_ui-10591402,manual_ui-20591402,manual_ui-30591402,Console_Icon,3,0
591403,Rouge_591403,manual_ui-10591403,manual_ui-20591403,manual_ui-30591403,Console_Icon,3,0
591404,Rouge_591404,manual_ui-10591404,manual_ui-20591404,manual_ui-30591404,Console_Icon,3,0
591501,Rouge_591501,manual_ui-10591501,manual_ui-20591501,manual_ui-30591501,Console_Icon,3,0
591502,Rouge_591502,manual_ui-10591502,manual_ui-20591502,manual_ui-30591502,Console_Icon,3,0
591503,Rouge_591503,manual_ui-10591503,manual_ui-20591503,manual_ui-30591503,Console_Icon,3,0
591504,Rouge_591504,manual_ui-10591504,manual_ui-20591504,manual_ui-30591504,Console_Icon,3,0
592001,Rouge_592001,manual_ui-10592001,manual_ui-20592001,manual_ui-30592001,Console_Icon,3,0
592002,Rouge_592002,manual_ui-10592002,manual_ui-20592002,manual_ui-30592002,Console_Icon,3,0
592003,Rouge_592003,manual_ui-10592003,manual_ui-20592003,manual_ui-30592003,Console_Icon,3,0
592004,Rouge_592004,manual_ui-10592004,manual_ui-20592004,manual_ui-30592004,Console_Icon,3,0
592101,Rouge_592101,manual_ui-10592101,manual_ui-20592101,manual_ui-30592101,Console_Icon,3,0
592102,Rouge_592102,manual_ui-10592102,manual_ui-20592102,manual_ui-30592102,Console_Icon,3,0
592103,Rouge_592103,manual_ui-10592103,manual_ui-20592103,manual_ui-30592103,Console_Icon,3,0
592104,Rouge_592104,manual_ui-10592104,manual_ui-20592104,manual_ui-30592104,Console_Icon,3,0
592105,Rouge_592105,manual_ui-10592105,manual_ui-20592105,manual_ui-30592105,Console_Icon,3,0
592106,Rouge_592106,manual_ui-10592106,manual_ui-20592106,manual_ui-30592106,Console_Icon,3,0
592107,Console,manual_ui-10592107,manual_ui-20592107,manual_ui-30592107,Console_Icon,3,0
592108,Console,manual_ui-10592108,manual_ui-20592108,manual_ui-30592108,Console_Icon,3,0
592201,Rouge_592201,manual_ui-10592201,manual_ui-20592201,manual_ui-30592201,Console_Icon,3,0
592202,Rouge_592202,manual_ui-10592202,manual_ui-20592202,manual_ui-30592202,Console_Icon,3,0
592203,Rouge_592203,manual_ui-10592203,manual_ui-20592203,manual_ui-30592203,Console_Icon,3,0
592204,Rouge_592204,manual_ui-10592204,manual_ui-20592204,manual_ui-30592204,Console_Icon,3,0
592205,Rouge_592205,manual_ui-10592205,manual_ui-20592205,manual_ui-30592205,Console_Icon,3,0
592206,Rouge_592206,manual_ui-10592206,manual_ui-20592206,manual_ui-30592206,Console_Icon,3,0
593001,Rouge_593001,manual_ui-10593001,manual_ui-20593001,manual_ui-30593001,Console_Icon,3,0
593002,Rouge_593002,manual_ui-10593002,manual_ui-20593002,manual_ui-30593002,Console_Icon,3,0
593011,Rouge_593001,manual_ui-10593011,manual_ui-20593011,manual_ui-30593011,Console_Icon,0,0
593012,Rouge_593002,manual_ui-10593012,manual_ui-20593012,manual_ui-30593012,Console_Icon,0,0
593103,Rouge_593103,manual_ui-10593103,manual_ui-20593103,manual_ui-30593103,Console_Icon,3,0
593104,Rouge_593104,manual_ui-10593104,manual_ui-20593104,manual_ui-30593104,Console_Icon,3,0
593105,Rouge_593105,manual_ui-10593105,manual_ui-20593105,manual_ui-30593105,Console_Icon,3,0
593106,Rouge_593106,manual_ui-10593106,manual_ui-20593106,manual_ui-30593106,Console_Icon,3,0
593113,Rouge_593103,manual_ui-10593113,manual_ui-20593113,manual_ui-30593113,Console_Icon,0,0
593114,Rouge_593104,manual_ui-10593114,manual_ui-20593114,manual_ui-30593114,Console_Icon,0,0
593115,Rouge_593105,manual_ui-10593115,manual_ui-20593115,manual_ui-30593115,Console_Icon,0,0
593116,Rouge_593106,manual_ui-10593116,manual_ui-20593116,manual_ui-30593116,Console_Icon,0,0
593201,Rouge_593201,manual_ui-10593201,manual_ui-20593201,manual_ui-30593201,Console_Icon,3,0
593202,Rouge_593202,manual_ui-10593202,manual_ui-20593202,manual_ui-30593202,Console_Icon,3,0
593203,Rouge_593203,manual_ui-10593203,manual_ui-20593203,manual_ui-30593203,Console_Icon,3,0
593211,Rouge_593201,manual_ui-10593211,manual_ui-20593211,manual_ui-30593211,Console_Icon,0,0
593212,Rouge_593202,manual_ui-10593212,manual_ui-20593212,manual_ui-30593212,Console_Icon,0,0
593213,Rouge_593203,manual_ui-10593213,manual_ui-20593213,manual_ui-30593213,Console_Icon,0,0
593301,Rouge_593301,manual_ui-10593301,manual_ui-20593301,manual_ui-30593301,Console_Icon,3,0
593302,Rouge_593302,manual_ui-10593302,manual_ui-20593302,manual_ui-30593302,Console_Icon,3,0
593303,Rouge_593303,manual_ui-10593303,manual_ui-20593303,manual_ui-30593303,Console_Icon,3,0
593311,Rouge_593301,manual_ui-10593311,manual_ui-20593311,manual_ui-30593311,Console_Icon,0,0
593312,Rouge_593302,manual_ui-10593312,manual_ui-20593312,manual_ui-30593312,Console_Icon,0,0
593313,Rouge_593303,manual_ui-10593313,manual_ui-20593313,manual_ui-30593313,Console_Icon,0,0
595101,PortalRed,manual_ui-10595101,manual_ui-20595101,manual_ui-30595101,Console_Icon,0,0
597021,Rouge_597021,manual_ui-10597021,manual_ui-20597021,manual_ui-30597021,Console_Icon,0,0
597022,Rouge_590601,manual_ui-10597022,manual_ui-20597022,manual_ui-30597022,Console_Icon,0,0
597023,Rouge_590801,manual_ui-10597023,manual_ui-20597023,manual_ui-30597023,Console_Icon,0,0
599010,PortalRed,manual_ui-10599010,manual_ui-20599010,manual_ui-30599010,Console_Icon,2,0
599111,PortalRed,manual_ui-10599111,manual_ui-20599111,manual_ui-30599111,Console_Icon,2,0
610001,2023RougeSummer_Mixer,manual_ui-10610001,manual_ui-20610001,manual_ui-30610001,Console_Icon,0,0
610002,2307RGM1,manual_ui-10610002,manual_ui-20610002,manual_ui-30610002,Console_Icon,0,0
610003,2307RGM2,manual_ui-10610003,manual_ui-20610003,manual_ui-30610003,Console_Icon,0,0
610011,2307RG01,manual_ui-10610011,manual_ui-20610011,manual_ui-30610011,Console_Icon,0,0
610012,2307RG02,manual_ui-10610012,manual_ui-20610012,manual_ui-30610012,Console_Icon,0,0
610013,2307RG03,manual_ui-10610013,manual_ui-20610013,manual_ui-30610013,Console_Icon,0,0
610014,2307RG04,manual_ui-10610014,manual_ui-20610014,manual_ui-30610014,Console_Icon,0,0
610015,2307RG05,manual_ui-10610015,manual_ui-20610015,manual_ui-30610015,Console_Icon,0,0
610021,2307RG01,manual_ui-10610021,manual_ui-20610021,manual_ui-30610021,Console_Icon,2,0
610022,2307RG02,manual_ui-10610022,manual_ui-20610022,manual_ui-30610022,Console_Icon,2,0
610023,2307RG03,manual_ui-10610023,manual_ui-20610023,manual_ui-30610023,Console_Icon,2,0
610024,2307RG04,manual_ui-10610024,manual_ui-20610024,manual_ui-30610024,Console_Icon,2,0
610025,2307RG05,manual_ui-10610025,manual_ui-20610025,manual_ui-30610025,Console_Icon,2,0
611009,2023RougeSummer_Mixer,manual_ui-10611009,manual_ui-20611009,manual_ui-30611009,Console_Icon,0,0
640104,Rouge_591004,manual_ui-10640104,manual_ui-20640104,manual_ui-30640104,Console_Icon,0,0
670104,Dandelion_Gri,manual_ui-10670104,manual_ui-20670104,manual_ui-30670104,Console_Icon,2,0
680301,202404book,manual_ui-10680301,manual_ui-20680301,manual_ui-30680301,Console_Icon,0,0
680521,Door_Left,manual_ui-10680521,manual_ui-20680521,manual_ui-30680521,Console_Icon,0,0
680531,Door_Left,manual_ui-10680531,manual_ui-20680531,manual_ui-30680531,Console_Icon,0,0
690012,Tarot02,manual_ui-10690012,manual_ui-20690012,manual_ui-30690012,Console_Icon,4,0
690022,Tarot04,manual_ui-10690022,manual_ui-20690022,manual_ui-30690022,Console_Icon,4,0
690032,Tarot01,manual_ui-10690032,manual_ui-20690032,manual_ui-30690032,Console_Icon,4,0
690042,Tarot03,manual_ui-10690042,manual_ui-20690042,manual_ui-30690042,Console_Icon,4,0
690311,Console,manual_ui-10690311,manual_ui-20690311,manual_ui-30690311,Console_Icon,0,0
690504,Boomer,manual_ui-10690504,manual_ui-20690504,manual_ui-30690504,Console_Icon,0,0
690512,Griffin,manual_ui-10690512,manual_ui-20690512,manual_ui-30690512,Console_Icon,0,0
690513,Griffin,manual_ui-10690513,manual_ui-20690513,manual_ui-30690513,Console_Icon,0,0
690514,Golyat,manual_ui-10690514,manual_ui-20690514,manual_ui-30690514,Console_Icon,2,0
690601,Door_Left,manual_ui-10690601,manual_ui-20690601,manual_ui-30690601,Console_Icon,2,0
690711,Griffin,manual_ui-10690711,manual_ui-20690711,manual_ui-30690711,Console_Icon,2,0
690721,Griffin,manual_ui-10690721,manual_ui-20690721,manual_ui-30690721,Console_Icon,2,0
690731,Griffin,manual_ui-10690731,manual_ui-20690731,manual_ui-30690731,Console_Icon,2,0
690804,Build_PortableEMP,manual_ui-10690804,manual_ui-20690804,manual_ui-30690804,Console_Icon,0,0
690812,Substation,manual_ui-10690812,manual_ui-20690812,manual_ui-30690812,Console_Icon,2,0
690813,EMP,manual_ui-10690813,manual_ui-20690813,manual_ui-30690813,Console_Icon,0,0
690814,PortableEMP_Nobase,manual_ui-10690814,manual_ui-20690814,manual_ui-30690814,Console_Icon,2,0
1000101,Rock,manual_ui-11000101,manual_ui-21000101,manual_ui-31000101,Squad_Icon,0,0
1000102,Rock,manual_ui-11000102,manual_ui-21000102,manual_ui-31000102,Squad_Icon,0,0
1000105,Rock,manual_ui-11000105,manual_ui-21000105,manual_ui-31000105,Squad_Icon,0,0
1000108,Birdge_Left,manual_ui-11000108,manual_ui-21000108,manual_ui-31000108,Squad_Icon,0,0
1000112,Birdge_Left,manual_ui-11000112,manual_ui-21000112,manual_ui-31000112,Squad_Icon,0,0
1000115,Birdge_Left,manual_ui-11000115,manual_ui-21000115,manual_ui-31000115,Squad_Icon,0,0
1000201,Rock,manual_ui-11000201,manual_ui-21000201,manual_ui-31000201,Squad_Icon,0,0
1000301,Rock,manual_ui-11000301,manual_ui-21000301,manual_ui-31000301,Squad_Icon,0,0
1000401,Rock,manual_ui-11000401,manual_ui-21000401,manual_ui-31000401,Squad_Icon,0,0
1000501,Rock,manual_ui-11000501,manual_ui-21000501,manual_ui-31000501,Squad_Icon,0,0
1000601,Rock,manual_ui-11000601,manual_ui-21000601,manual_ui-31000601,Squad_Icon,0,0
1010104,Console,manual_ui-11010104,manual_ui-21010104,manual_ui-31010104,Squad_Icon,0,0
1010105,Console,manual_ui-11010105,manual_ui-21010105,manual_ui-31010105,Squad_Icon,0,0
1010106,Console,manual_ui-11010106,manual_ui-21010106,manual_ui-31010106,Squad_Icon,0,0
1010107,Console,manual_ui-11010107,manual_ui-21010107,manual_ui-31010107,Squad_Icon,0,0
1010110,Console,manual_ui-11010110,manual_ui-21010110,manual_ui-31010110,Squad_Icon,0,0
1010111,Console,manual_ui-11010111,manual_ui-21010111,manual_ui-31010111,Squad_Icon,0,0
1010112,Console,manual_ui-11010112,manual_ui-21010112,manual_ui-31010112,Squad_Icon,0,0
1010113,Console,manual_ui-11010113,manual_ui-21010113,manual_ui-31010113,Squad_Icon,0,0
1010114,Console,manual_ui-11010114,manual_ui-21010114,manual_ui-31010114,Squad_Icon,0,0
1010204,Console,manual_ui-11010204,manual_ui-21010204,manual_ui-31010204,Squad_Icon,0,0
1010205,Console,manual_ui-11010205,manual_ui-21010205,manual_ui-31010205,Squad_Icon,0,0
1010206,Console,manual_ui-11010206,manual_ui-21010206,manual_ui-31010206,Squad_Icon,0,0
1010207,Console,manual_ui-11010207,manual_ui-21010207,manual_ui-31010207,Squad_Icon,0,0
1010208,Console,manual_ui-11010208,manual_ui-21010208,manual_ui-31010208,Squad_Icon,0,0
1010209,Console,manual_ui-11010209,manual_ui-21010209,manual_ui-31010209,Squad_Icon,0,0
1010210,Console,manual_ui-11010210,manual_ui-21010210,manual_ui-31010210,Squad_Icon,0,0
1010212,Console,manual_ui-11010212,manual_ui-21010212,manual_ui-31010212,Squad_Icon,0,0
1010213,Console,manual_ui-11010213,manual_ui-21010213,manual_ui-31010213,Squad_Icon,0,0
1010304,Console,manual_ui-11010304,manual_ui-21010304,manual_ui-31010304,Squad_Icon,0,0
1010305,Console,manual_ui-11010305,manual_ui-21010305,manual_ui-31010305,Squad_Icon,0,0
1010306,Console,manual_ui-11010306,manual_ui-21010306,manual_ui-31010306,Squad_Icon,0,0
1010307,Console,manual_ui-11010307,manual_ui-21010307,manual_ui-31010307,Squad_Icon,0,0
1010308,Console,manual_ui-11010308,manual_ui-21010308,manual_ui-31010308,Squad_Icon,0,0
1010309,Console,manual_ui-11010309,manual_ui-21010309,manual_ui-31010309,Squad_Icon,0,0
1010404,Console,manual_ui-11010404,manual_ui-21010404,manual_ui-31010404,Squad_Icon,0,0
1010405,Console,manual_ui-11010405,manual_ui-21010405,manual_ui-31010405,Squad_Icon,0,0
1010406,Console,manual_ui-11010406,manual_ui-21010406,manual_ui-31010406,Squad_Icon,0,0
1010407,Console,manual_ui-11010407,manual_ui-21010407,manual_ui-31010407,Squad_Icon,0,0
1010410,Console,manual_ui-11010410,manual_ui-21010410,manual_ui-31010410,Squad_Icon,0,0
1010411,Console,manual_ui-11010411,manual_ui-21010411,manual_ui-31010411,Squad_Icon,0,0
1010412,Console,manual_ui-11010412,manual_ui-21010412,manual_ui-31010412,Squad_Icon,0,0
1010413,Console,manual_ui-11010413,manual_ui-21010413,manual_ui-31010413,Squad_Icon,0,0
1010414,Console,manual_ui-11010414,manual_ui-21010414,manual_ui-31010414,Squad_Icon,0,0
1010415,Console,manual_ui-11010415,manual_ui-21010415,manual_ui-31010415,Squad_Icon,0,0
1010504,Console,manual_ui-11010504,manual_ui-21010504,manual_ui-31010504,Squad_Icon,0,0
1010505,Console,manual_ui-11010505,manual_ui-21010505,manual_ui-31010505,Squad_Icon,0,0
1010506,Console,manual_ui-11010506,manual_ui-21010506,manual_ui-31010506,Squad_Icon,0,0
1010507,Console,manual_ui-11010507,manual_ui-21010507,manual_ui-31010507,Squad_Icon,0,0
1010508,Console,manual_ui-11010508,manual_ui-21010508,manual_ui-31010508,Squad_Icon,0,0
1010509,Console,manual_ui-11010509,manual_ui-21010509,manual_ui-31010509,Squad_Icon,0,0
1010604,Console,manual_ui-11010604,manual_ui-21010604,manual_ui-31010604,Squad_Icon,0,0
1010605,Console,manual_ui-11010605,manual_ui-21010605,manual_ui-31010605,Squad_Icon,0,0
1010606,Console,manual_ui-11010606,manual_ui-21010606,manual_ui-31010606,Squad_Icon,0,0
1010607,Console,manual_ui-11010607,manual_ui-21010607,manual_ui-31010607,Squad_Icon,0,0
1010608,Console,manual_ui-11010608,manual_ui-21010608,manual_ui-31010608,Squad_Icon,0,0
1010609,Console,manual_ui-11010609,manual_ui-21010609,manual_ui-31010609,Squad_Icon,0,0
1010704,Console,manual_ui-11010704,manual_ui-21010704,manual_ui-31010704,Squad_Icon,0,0
1010705,Console,manual_ui-11010705,manual_ui-21010705,manual_ui-31010705,Squad_Icon,0,0
1010706,Console,manual_ui-11010706,manual_ui-21010706,manual_ui-31010706,Squad_Icon,0,0
1010707,Console,manual_ui-11010707,manual_ui-21010707,manual_ui-31010707,Squad_Icon,0,0
1010804,Console,manual_ui-11010804,manual_ui-21010804,manual_ui-31010804,Squad_Icon,0,0
1010805,Console,manual_ui-11010805,manual_ui-21010805,manual_ui-31010805,Squad_Icon,0,0
1010806,Console,manual_ui-11010806,manual_ui-21010806,manual_ui-31010806,Squad_Icon,0,0
1010807,Console,manual_ui-11010807,manual_ui-21010807,manual_ui-31010807,Squad_Icon,0,0
1020106,Door_Left,manual_ui-11020106,manual_ui-21020106,manual_ui-31020106,Console_Icon,0,0
1020107,Door_Left,manual_ui-11020107,manual_ui-21020107,manual_ui-31020107,Console_Icon,0,0
1020108,Door_Left,manual_ui-11020108,manual_ui-21020108,manual_ui-31020108,Console_Icon,0,0
1020109,Door_Left,manual_ui-11020109,manual_ui-21020109,manual_ui-31020109,Console_Icon,0,0
1020110,Door_Left,manual_ui-11020110,manual_ui-21020110,manual_ui-31020110,Console_Icon,0,0
1020111,Door_Left,manual_ui-11020111,manual_ui-21020111,manual_ui-31020111,Console_Icon,0,0
1020112,Door_Left,manual_ui-11020112,manual_ui-21020112,manual_ui-31020112,Console_Icon,0,0
1020113,Door_Left,manual_ui-11020113,manual_ui-21020113,manual_ui-31020113,Console_Icon,0,0
1020114,Door_Left,manual_ui-11020114,manual_ui-21020114,manual_ui-31020114,Console_Icon,0,0
1020115,Door_Left,manual_ui-11020115,manual_ui-21020115,manual_ui-31020115,Console_Icon,0,0
1020116,Door_Left,manual_ui-11020116,manual_ui-21020116,manual_ui-31020116,Console_Icon,0,0
1020117,Door_Left,manual_ui-11020117,manual_ui-21020117,manual_ui-31020117,Console_Icon,0,0
1020118,Door_Left,manual_ui-11020118,manual_ui-21020118,manual_ui-31020118,Console_Icon,0,0
1020119,Door_Left,manual_ui-11020119,manual_ui-21020119,manual_ui-31020119,Console_Icon,0,0
1020120,Door_Left,manual_ui-11020120,manual_ui-21020120,manual_ui-31020120,Console_Icon,0,0
1020121,Door_Left,manual_ui-11020121,manual_ui-21020121,manual_ui-31020121,Console_Icon,0,0
1020122,Door_Left,manual_ui-11020122,manual_ui-21020122,manual_ui-31020122,Console_Icon,0,0
1020123,Door_Left,manual_ui-11020123,manual_ui-21020123,manual_ui-31020123,Console_Icon,0,0
1020126,Door_Left,manual_ui-11020126,manual_ui-21020126,manual_ui-31020126,Console_Icon,0,0
1020127,Door_Left,manual_ui-11020127,manual_ui-21020127,manual_ui-31020127,Console_Icon,0,0
1020206,Door_Left,manual_ui-11020206,manual_ui-21020206,manual_ui-31020206,Console_Icon,0,0
1020207,Door_Left,manual_ui-11020207,manual_ui-21020207,manual_ui-31020207,Console_Icon,0,0
1020208,Door_Left,manual_ui-11020208,manual_ui-21020208,manual_ui-31020208,Console_Icon,0,0
1020209,Door_Left,manual_ui-11020209,manual_ui-21020209,manual_ui-31020209,Console_Icon,0,0
1020210,Door_Left,manual_ui-11020210,manual_ui-21020210,manual_ui-31020210,Console_Icon,0,0
1020211,Door_Left,manual_ui-11020211,manual_ui-21020211,manual_ui-31020211,Console_Icon,0,0
1020212,Door_Left,manual_ui-11020212,manual_ui-21020212,manual_ui-31020212,Console_Icon,0,0
1020213,Door_Left,manual_ui-11020213,manual_ui-21020213,manual_ui-31020213,Console_Icon,0,0
1020214,Door_Left,manual_ui-11020214,manual_ui-21020214,manual_ui-31020214,Console_Icon,0,0
1020215,Door_Left,manual_ui-11020215,manual_ui-21020215,manual_ui-31020215,Console_Icon,0,0
1020216,Door_Left,manual_ui-11020216,manual_ui-21020216,manual_ui-31020216,Console_Icon,0,0
1020217,Door_Left,manual_ui-11020217,manual_ui-21020217,manual_ui-31020217,Console_Icon,0,0
1020218,Door_Left,manual_ui-11020218,manual_ui-21020218,manual_ui-31020218,Console_Icon,0,0
1020219,Door_Left,manual_ui-11020219,manual_ui-21020219,manual_ui-31020219,Console_Icon,0,0
1020306,Door_Left,manual_ui-11020306,manual_ui-21020306,manual_ui-31020306,Console_Icon,0,0
1020307,Door_Left,manual_ui-11020307,manual_ui-21020307,manual_ui-31020307,Console_Icon,0,0
1020308,Door_Left,manual_ui-11020308,manual_ui-21020308,manual_ui-31020308,Console_Icon,0,0
1020309,Door_Left,manual_ui-11020309,manual_ui-21020309,manual_ui-31020309,Console_Icon,0,0
1020310,Door_Left,manual_ui-11020310,manual_ui-21020310,manual_ui-31020310,Console_Icon,0,0
1020311,Door_Left,manual_ui-11020311,manual_ui-21020311,manual_ui-31020311,Console_Icon,0,0
1020312,Door_Left,manual_ui-11020312,manual_ui-21020312,manual_ui-31020312,Console_Icon,0,0
1020313,Door_Left,manual_ui-11020313,manual_ui-21020313,manual_ui-31020313,Console_Icon,0,0
1020314,Door_Left,manual_ui-11020314,manual_ui-21020314,manual_ui-31020314,Console_Icon,0,0
1020406,Door_Left,manual_ui-11020406,manual_ui-21020406,manual_ui-31020406,Console_Icon,0,0
1020407,Door_Left,manual_ui-11020407,manual_ui-21020407,manual_ui-31020407,Console_Icon,0,0
1020408,Door_Left,manual_ui-11020408,manual_ui-21020408,manual_ui-31020408,Console_Icon,0,0
1020409,Door_Left,manual_ui-11020409,manual_ui-21020409,manual_ui-31020409,Console_Icon,0,0
1020410,Door_Left,manual_ui-11020410,manual_ui-21020410,manual_ui-31020410,Console_Icon,0,0
1020411,Door_Left,manual_ui-11020411,manual_ui-21020411,manual_ui-31020411,Console_Icon,0,0
1020506,Door_Left,manual_ui-11020506,manual_ui-21020506,manual_ui-31020506,Console_Icon,0,0
1020507,Door_Left,manual_ui-11020507,manual_ui-21020507,manual_ui-31020507,Console_Icon,0,0
1020508,Door_Left,manual_ui-11020508,manual_ui-21020508,manual_ui-31020508,Console_Icon,0,0
1020509,Door_Left,manual_ui-11020509,manual_ui-21020509,manual_ui-31020509,Console_Icon,0,0
1020606,Door_Left,manual_ui-11020606,manual_ui-21020606,manual_ui-31020606,Console_Icon,0,0
1020607,Door_Left,manual_ui-11020607,manual_ui-21020607,manual_ui-31020607,Console_Icon,0,0
1020608,Door_Left,manual_ui-11020608,manual_ui-21020608,manual_ui-31020608,Console_Icon,0,0
1020609,Door_Left,manual_ui-11020609,manual_ui-21020609,manual_ui-31020609,Console_Icon,0,0
1020706,Door_Left,manual_ui-11020706,manual_ui-21020706,manual_ui-31020706,Console_Icon,0,0
1020707,Door_Left,manual_ui-11020707,manual_ui-21020707,manual_ui-31020707,Console_Icon,0,0
1020708,Door_Left,manual_ui-11020708,manual_ui-21020708,manual_ui-31020708,Console_Icon,0,0
1020709,Door_Left,manual_ui-11020709,manual_ui-21020709,manual_ui-31020709,Console_Icon,0,0
1020806,Door_Left,manual_ui-11020806,manual_ui-21020806,manual_ui-31020806,Console_Icon,0,0
1020807,Door_Left,manual_ui-11020807,manual_ui-21020807,manual_ui-31020807,Console_Icon,0,0
1020906,Door_Left,manual_ui-11020906,manual_ui-21020906,manual_ui-31020906,Console_Icon,0,0
1020907,Door_Left,manual_ui-11020907,manual_ui-21020907,manual_ui-31020907,Console_Icon,0,0
1021006,Door_Left,manual_ui-11021006,manual_ui-21021006,manual_ui-31021006,Console_Icon,0,0
1021007,Door_Left,manual_ui-11021007,manual_ui-21021007,manual_ui-31021007,Console_Icon,0,0
1021106,Door_Left,manual_ui-11021106,manual_ui-21021106,manual_ui-31021106,Console_Icon,0,0
1021107,Door_Left,manual_ui-11021107,manual_ui-21021107,manual_ui-31021107,Console_Icon,0,0
1021206,Door_Left,manual_ui-11021206,manual_ui-21021206,manual_ui-31021206,Console_Icon,0,0
1021207,Door_Left,manual_ui-11021207,manual_ui-21021207,manual_ui-31021207,Console_Icon,0,0
1021306,Door_Left,manual_ui-11021306,manual_ui-21021306,manual_ui-31021306,Console_Icon,0,0
1021307,Door_Left,manual_ui-11021307,manual_ui-21021307,manual_ui-31021307,Console_Icon,0,0
1030101,Boomer,manual_ui-11030101,manual_ui-21030101,manual_ui-31030101,Squad_Icon,0,0
1030201,Boomer,manual_ui-11030201,manual_ui-21030201,manual_ui-31030201,Squad_Icon,0,0
1030301,Boomer,manual_ui-11030301,manual_ui-21030301,manual_ui-31030301,Squad_Icon,0,0
1030401,Boomer,manual_ui-11030401,manual_ui-21030401,manual_ui-31030401,Squad_Icon,0,0
1030501,Boomer,manual_ui-11030501,manual_ui-21030501,manual_ui-31030501,Squad_Icon,0,0
1030601,Boomer,manual_ui-11030601,manual_ui-21030601,manual_ui-31030601,Squad_Icon,0,0
1060105,MissileLauncher,manual_ui-11060105,manual_ui-21060105,manual_ui-31060105,Console_Icon,0,0
1060106,MissileLauncher,manual_ui-11060106,manual_ui-21060106,manual_ui-31060106,Console_Icon,0,0
1060107,MissileLauncher,manual_ui-11060107,manual_ui-21060107,manual_ui-31060107,Console_Icon,0,0
1060108,MissileLauncher,manual_ui-11060108,manual_ui-21060108,manual_ui-31060108,Console_Icon,0,0
1060109,MissileLauncher,manual_ui-11060109,manual_ui-21060109,manual_ui-31060109,Console_Icon,0,0
1060110,MissileLauncher,manual_ui-11060110,manual_ui-21060110,manual_ui-31060110,Console_Icon,0,0
1060111,MissileLauncher,manual_ui-11060111,manual_ui-21060111,manual_ui-31060111,Console_Icon,0,0
1060112,MissileLauncher,manual_ui-11060112,manual_ui-21060112,manual_ui-31060112,Console_Icon,0,0
1060205,MissileLauncher,manual_ui-11060205,manual_ui-21060205,manual_ui-31060205,Console_Icon,0,0
1060206,MissileLauncher,manual_ui-11060206,manual_ui-21060206,manual_ui-31060206,Console_Icon,0,0
1060207,MissileLauncher,manual_ui-11060207,manual_ui-21060207,manual_ui-31060207,Console_Icon,0,0
1060208,MissileLauncher,manual_ui-11060208,manual_ui-21060208,manual_ui-31060208,Console_Icon,0,0
1060209,MissileLauncher,manual_ui-11060209,manual_ui-21060209,manual_ui-31060209,Console_Icon,0,0
1060210,MissileLauncher,manual_ui-11060210,manual_ui-21060210,manual_ui-31060210,Console_Icon,0,0
1060211,MissileLauncher,manual_ui-11060211,manual_ui-21060211,manual_ui-31060211,Console_Icon,0,0
1060213,MissileLauncher,manual_ui-11060213,manual_ui-21060213,manual_ui-31060213,Console_Icon,0,0
1060214,MissileLauncher,manual_ui-11060214,manual_ui-21060214,manual_ui-31060214,Console_Icon,0,0
1060215,MissileLauncher,manual_ui-11060215,manual_ui-21060215,manual_ui-31060215,Console_Icon,0,0
1060305,MissileLauncher,manual_ui-11060305,manual_ui-21060305,manual_ui-31060305,Console_Icon,0,0
