id,sangvis_id,reward_type,single_num_weight
791001,1017,1,
793002,2018,3,
793003,2003,3,
793004,2004,3,
793005,2006,3,
793006,2005,3,
793007,2008,3,
793008,2017,3,
795009,3001,5,
795010,3002,5,
795011,3003,5,
795012,3004,5,
795013,3005,5,
795014,3007,5,
795015,3008,5,
795016,3006,5,
795017,3009,5,
795018,3010,5,
801001,1013,1,
803002,2009,3,
803003,2010,3,
803004,2011,3,
803005,2012,3,
803006,2013,3,
803007,2014,3,
803008,2015,3,
805009,3001,5,
805010,3002,5,
805011,3003,5,
805012,3004,5,
805013,3005,5,
805014,3007,5,
805015,3008,5,
805016,3006,5,
805017,3009,5,
805018,3010,5,
811001,1023,1,
813002,2009,3,
813003,2010,3,
813004,2011,3,
813005,2012,3,
813006,2013,3,
813007,2014,3,
813008,2015,3,
815009,3001,5,
815010,3002,5,
815011,3003,5,
815012,3004,5,
815013,3005,5,
815014,3007,5,
815015,3008,5,
815016,3006,5,
815017,3009,5,
815018,3010,5,
