id,name,type,rank,favor,fit_gun,skin,poster,code,normal_description,bonus_description,description,is_hidden,exp,profile_pic,item_access,detail_introduction,sort,type_sort
1104,gift_item-10001104,2,6,50000,146,1104,31104,gift_bundle_swimsuit_G28,gift_item-20001104,gift_item-30001104,gift_item-50001104,0,0,0,,gift_item-40001104,2000,6
1105,gift_item-10001105,2,6,50000,153,1105,31105,gift_bundle_swimsuit_Ithaca37,gift_item-20001105,gift_item-30001105,gift_item-50001105,0,0,0,,gift_item-40001105,2000,6
1106,gift_item-10001106,2,6,50000,34,1106,31106,gift_bundle_swimsuit_M1,gift_item-20001106,gift_item-30001106,gift_item-50001106,0,0,0,,gift_item-40001106,2000,6
1107,gift_item-10001107,2,6,50000,36,1107,31107,gift_bundle_swimsuit_M1903,gift_item-20001107,gift_item-30001107,gift_item-50001107,0,0,0,,gift_item-40001107,2000,6
1108,gift_item-10001108,2,6,50000,48,1108,31108,gift_bundle_swimsuit_WA2000,gift_item-20001108,gift_item-30001108,gift_item-50001108,0,0,0,,gift_item-40001108,2000,6
1109,gift_item-10001109,2,6,50000,142,1109,31109,gift_bundle_swimsuit_FN57,gift_item-20001109,gift_item-30001109,gift_item-50001109,0,0,0,,gift_item-40001109,2000,6
1201,gift_item-10001201,2,6,50000,173,1201,31201,gift_bundle_yukata_pkp,gift_item-20001201,gift_item-30001201,gift_item-50001201,0,0,0,,gift_item-40001201,2000,6
1202,gift_item-10001202,2,6,50000,104,1202,31202,gift_bundle_yukata_G36C,gift_item-20001202,gift_item-30001202,gift_item-50001202,0,0,0,,gift_item-40001202,2000,6
1203,gift_item-10001203,2,6,50000,119,1203,31203,gift_bundle_yukata_OTs14,gift_item-20001203,gift_item-30001203,gift_item-50001203,0,0,0,,gift_item-40001203,2000,6
1204,gift_item-10001204,2,6,50000,177,1204,31204,gift_bundle_yukata_KLIN,gift_item-20001204,gift_item-30001204,gift_item-50001204,0,0,0,,gift_item-40001204,2000,6
1205,gift_item-10001205,2,6,50000,26,1205,31205,gift_bundle_yukata_MP5,gift_item-20001205,gift_item-30001205,gift_item-50001205,0,0,0,,gift_item-40001205,2000,6
1301,gift_item-10001301,2,6,50000,79,1301,31301,gift_bundle_leisurewear_M249SAW,gift_item-20001301,gift_item-30001301,gift_item-50001301,0,0,0,,gift_item-40001301,2000,6
1302,gift_item-10001302,2,6,50000,118,1302,31302,gift_bundle_leisurewear_9A91,gift_item-20001302,gift_item-30001302,gift_item-50001302,0,0,0,,gift_item-40001302,2000,6
1303,gift_item-10001303,2,6,50000,63,1303,31303,gift_bundle_leisurewear_G3,gift_item-20001303,gift_item-30001303,gift_item-50001303,0,0,0,,gift_item-40001303,2000,6
1304,gift_item-10001304,2,6,50000,88,1304,31304,gift_bundle_leisurewear_MG3,gift_item-20001304,gift_item-30001304,gift_item-50001304,0,0,0,,gift_item-40001304,2000,6
1305,gift_item-10001305,2,6,50000,72,1305,31305,gift_bundle_leisurewear_TAR21,gift_item-20001305,gift_item-30001305,gift_item-50001305,0,0,0,,gift_item-40001305,2000,6
1401,gift_item-10001401,2,6,50000,114,1401,31401,gift_bundle_halloween2_Welrod,gift_item-20001401,gift_item-30001401,gift_item-50001401,0,0,0,,gift_item-40001401,2000,6
1402,gift_item-10001402,2,6,50000,127,1402,31402,gift_bundle_halloween2_79type,gift_item-20001402,gift_item-30001402,gift_item-50001402,0,0,0,,gift_item-40001402,2000,6
1403,gift_item-10001403,2,6,50000,148,1403,31403,gift_bundle_halloween2_IWS2000,gift_item-20001403,gift_item-30001403,gift_item-50001403,0,0,0,,gift_item-40001403,2000,6
1404,gift_item-10001404,2,6,50000,100,1404,31404,gift_bundle_halloween2_P7,gift_item-20001404,gift_item-30001404,gift_item-50001404,0,0,0,,gift_item-40001404,2000,6
1405,gift_item-10001405,2,6,50000,168,1405,31405,gift_bundle_halloween2_Spitfire,gift_item-20001405,gift_item-30001405,gift_item-50001405,0,0,0,,gift_item-40001405,2000,6
1406,gift_item-10001406,2,6,50000,70,1406,31406,gift_bundle_halloween2_FNFNC,gift_item-20001406,gift_item-30001406,gift_item-50001406,0,0,0,,gift_item-40001406,2000,6
1407,gift_item-10001407,2,6,50000,124,1407,31407,gift_bundle_halloween2_SuperSASS,gift_item-20001407,gift_item-30001407,gift_item-50001407,0,0,0,,gift_item-40001407,2000,6
1501,gift_item-10001501,2,6,50000,16,1501,31501,gift_bundle_manwear_M1928A1,gift_item-20001501,gift_item-30001501,gift_item-50001501,0,0,0,,gift_item-40001501,2000,6
1502,gift_item-10001502,2,6,50000,183,1502,31502,gift_bundle_manwear_Contender,gift_item-20001502,gift_item-30001502,gift_item-50001502,0,0,0,,gift_item-40001502,2000,6
1503,gift_item-10001503,2,6,50000,173,1503,31503,gift_bundle_manwear_PKP,gift_item-20001503,gift_item-30001503,gift_item-50001503,0,0,0,,gift_item-40001503,2000,6
1504,gift_item-10001504,2,6,50000,109,1504,31504,gift_bundle_manwear_MG5,gift_item-20001504,gift_item-30001504,gift_item-50001504,0,0,0,,gift_item-40001504,2000,6
1505,gift_item-10001505,2,6,50000,149,1505,31505,gift_bundle_manwear_AEK999,gift_item-20001505,gift_item-30001505,gift_item-50001505,0,0,0,,gift_item-40001505,2000,6
1506,gift_item-10001506,2,6,50000,180,1506,31506,gift_bundle_manwear_PzB39,gift_item-20001506,gift_item-30001506,gift_item-50001506,0,0,0,,gift_item-40001506,2000,6
1507,gift_item-10001507,2,6,50000,64,1507,31507,gift_bundle_manwear_G36,gift_item-20001507,gift_item-30001507,gift_item-50001507,0,0,0,,gift_item-40001507,2000,6
1601,gift_item-10001601,2,6,50000,172,1601,31601,gift_bundle_xmas2_RFB,gift_item-20001601,gift_item-30001601,gift_item-50001601,0,0,0,,gift_item-40001601,2000,6
1602,gift_item-10001602,2,6,50000,122,1602,31602,gift_bundle_xmas2_G11,gift_item-20001602,gift_item-30001602,gift_item-50001602,0,0,0,,gift_item-40001602,2000,6
1603,gift_item-10001603,2,6,50000,196,1603,31603,gift_bundle_xmas2_ZastavaM21,gift_item-20001603,gift_item-30001603,gift_item-50001603,0,0,0,,gift_item-40001603,2000,6
1604,gift_item-10001604,2,6,50000,166,1604,31604,gift_bundle_xmas2_CZ75,gift_item-20001604,gift_item-30001604,gift_item-50001604,0,0,0,,gift_item-40001604,2000,6
1605,gift_item-10001605,2,6,50000,185,1605,31605,gift_bundle_xmas2_Ameli,gift_item-20001605,gift_item-30001605,gift_item-50001605,0,0,0,,gift_item-40001605,2000,6
1606,gift_item-10001606,2,6,50000,75,1606,31606,gift_bundle_xmas2_M1918,gift_item-20001606,gift_item-30001606,gift_item-50001606,0,0,0,,gift_item-40001606,2000,6
1608,gift_item-10001608,2,6,50000,145,1608,31608,gift_bundle_xmas2_OC44,gift_item-20001608,gift_item-30001608,gift_item-50001608,0,0,0,,gift_item-40001608,2000,6
1701,gift_item-10001701,2,6,50000,128,1701,31701,gift_bundle_leisurewear2_M99,gift_item-20001701,gift_item-30001701,gift_item-50001701,0,0,0,,gift_item-40001701,2000,6
1702,gift_item-10001702,2,6,50000,126,1702,31702,gift_bundle_leisurewear2_NZ75,gift_item-20001702,gift_item-30001702,gift_item-50001702,0,0,0,,gift_item-40001702,2000,6
1703,gift_item-10001703,2,6,50000,98,1703,31703,gift_bundle_leisurewear2_SPP1,gift_item-20001703,gift_item-30001703,gift_item-50001703,0,0,0,,gift_item-40001703,2000,6
1704,gift_item-10001704,2,6,50000,156,1704,31704,gift_bundle_leisurewear2_SUPERSHORTY,gift_item-20001704,gift_item-30001704,gift_item-50001704,0,0,0,,gift_item-40001704,2000,6
1705,gift_item-10001705,2,6,50000,159,1705,31705,gift_bundle_leisurewear2_RMB93,gift_item-20001705,gift_item-30001705,gift_item-50001705,0,0,0,,gift_item-40001705,2000,6
1801,gift_item-10001801,2,6,50000,179,1801,31801,gift_bundle_newyear2_DSR50,gift_item-20001801,gift_item-30001801,gift_item-50001801,0,0,0,,gift_item-40001801,2000,6
1802,gift_item-10001802,2,6,50000,188,1802,31802,gift_bundle_newyear2_SAT8,gift_item-20001802,gift_item-30001802,gift_item-50001802,0,0,0,,gift_item-40001802,2000,6
1803,gift_item-10001803,2,6,50000,175,1803,31803,gift_bundle_newyear2_ART556,gift_item-20001803,gift_item-30001803,gift_item-50001803,0,0,0,,gift_item-40001803,2000,6
1804,gift_item-10001804,2,6,50000,192,1804,31804,gift_bundle_newyear2_JS05,gift_item-20001804,gift_item-30001804,gift_item-50001804,0,0,0,,gift_item-40001804,2000,6
1805,gift_item-10001805,2,6,50000,99,1805,31805,gift_bundle_newyear2_MK23,gift_item-20001805,gift_item-30001805,gift_item-50001805,0,0,0,,gift_item-40001805,2000,6
1806,gift_item-10001806,2,6,50000,155,1806,31806,gift_bundle_newyear2_M590,gift_item-20001806,gift_item-30001806,gift_item-50001806,0,0,0,,gift_item-40001806,2000,6
1807,gift_item-10001807,2,6,50000,174,1807,31807,gift_bundle_newyear2_81typeR,gift_item-20001807,gift_item-30001807,gift_item-50001807,0,0,0,,gift_item-40001807,2000,6
1808,gift_item-10001808,2,6,50000,81,1808,31808,gift_bundle_newyear2_LWMMG,gift_item-20001808,gift_item-30001808,gift_item-50001808,0,0,0,,gift_item-40001808,2000,6
1809,gift_item-10001809,2,6,50000,95,1809,31809,gift_bundle_newyear2_88type,gift_item-20001809,gift_item-30001809,gift_item-50001809,0,0,0,,gift_item-40001809,2000,6
1901,gift_item-10001901,2,6,50000,20,1901,31901,gift_bundle_wedding2_Vector,gift_item-20001901,gift_item-30001901,gift_item-50001901,0,0,0,,gift_item-40001901,2000,6
1902,gift_item-10001902,2,6,50000,142,1902,31902,gift_bundle_wedding2_FN57,gift_item-20001902,gift_item-30001902,gift_item-50001902,0,0,0,,gift_item-40001902,2000,6
1903,gift_item-10001903,2,6,50000,26,1903,31903,gift_bundle_wedding2_MP5,gift_item-20001903,gift_item-30001903,gift_item-50001903,0,0,0,,gift_item-40001903,2000,6
1904,gift_item-10001904,2,6,50000,64,1904,31904,gift_bundle_wedding2_G36,gift_item-20001904,gift_item-30001904,gift_item-50001904,0,0,0,,gift_item-40001904,2000,6
1905,gift_item-10001905,2,6,50000,66,1905,31905,gift_bundle_wedding2_56-1type,gift_item-20001905,gift_item-30001905,gift_item-50001905,0,0,0,,gift_item-40001905,2000,6
1906,gift_item-10001906,2,6,50000,44,1906,31906,gift_bundle_wedding2_SV98,gift_item-20001906,gift_item-30001906,gift_item-50001906,0,0,0,,gift_item-40001906,2000,6
2001,gift_item-10002001,2,6,50000,194,2001,32001,gift_bundle_mzf_k2,gift_item-20002001,gift_item-30002001,gift_item-50002001,0,0,0,,gift_item-40002001,2000,6
2002,gift_item-10002002,2,6,50000,212,2002,32002,gift_bundle_mzf_k5,gift_item-20002002,gift_item-30002002,gift_item-50002002,0,0,0,,gift_item-40002002,2000,6
2003,gift_item-10002003,2,6,50000,177,2003,32003,gift_bundle_mzf_klin,gift_item-20002003,gift_item-30002003,gift_item-50002003,0,0,0,,gift_item-40002003,2000,6
2004,gift_item-10002004,2,6,50000,133,2004,32004,gift_bundle_mzf_63type,gift_item-20002004,gift_item-30002004,gift_item-50002004,0,0,0,,gift_item-40002004,2000,6
2101,gift_item-10002101,2,6,50000,179,2101,32101,gift_bundle_znq_DSR50,gift_item-20002101,gift_item-30002101,gift_item-50002101,0,0,0,,gift_item-40002101,2000,6
2102,gift_item-10002102,2,6,50000,96,2102,32102,gift_bundle_znq_Grizzly,gift_item-20002102,gift_item-30002102,gift_item-50002102,0,0,0,,gift_item-40002102,2000,6
2103,gift_item-10002103,2,6,50000,114,2103,32103,gift_bundle_znq_Welrod,gift_item-20002103,gift_item-30002103,gift_item-50002103,0,0,0,,gift_item-40002103,2000,6
2104,gift_item-10002104,2,6,50000,196,2104,32104,gift_bundle_znq_ZastavaM21,gift_item-20002104,gift_item-30002104,gift_item-50002104,0,0,0,,gift_item-40002104,2000,6
2105,gift_item-10002105,2,6,50000,1,2105,32105,gift_bundle_znq_M1873,gift_item-20002105,gift_item-30002105,gift_item-50002105,0,0,0,,gift_item-40002105,2000,6
2106,gift_item-10002106,2,6,50000,101,2106,32106,gift_bundle_znq_UMP9,gift_item-20002106,gift_item-30002106,gift_item-50002106,0,0,0,,gift_item-40002106,2000,6
2107,gift_item-10002107,2,6,50000,103,2107,32107,gift_bundle_znq_UMP45,gift_item-20002107,gift_item-30002107,gift_item-50002107,0,0,0,,gift_item-40002107,2000,6
2108,gift_item-10002108,2,6,50000,93,2108,32108,gift_bundle_znq_IDW,gift_item-20002108,gift_item-30002108,gift_item-50002108,0,0,0,,gift_item-40002108,2000,6
2109,gift_item-10002109,2,6,50000,131,2109,32109,gift_bundle_znq_EVO3,gift_item-20002109,gift_item-30002109,gift_item-50002109,0,0,0,,gift_item-40002109,2000,6
2201,gift_item-10002201,2,6,50000,197,2201,32201,gift_bundle_childrensday18_Carcano1891,gift_item-20002201,gift_item-30002201,gift_item-50002201,0,0,0,,gift_item-40002201,2000,6
2202,gift_item-10002202,2,6,50000,198,2202,32202,gift_bundle_childrensday18_Carcano1938,gift_item-20002202,gift_item-30002202,gift_item-50002202,0,0,0,,gift_item-40002202,2000,6
2203,gift_item-10002203,2,6,50000,142,2203,32203,gift_bundle_childrensday18_FN57,gift_item-20002203,gift_item-30002203,gift_item-50002203,0,0,0,,gift_item-40002203,2000,6
2204,gift_item-10002204,2,6,50000,136,2204,32204,gift_bundle_childrensday18_PP19,gift_item-20002204,gift_item-30002204,gift_item-50002204,0,0,0,,gift_item-40002204,2000,6
2205,gift_item-10002205,2,6,50000,213,2205,32205,gift_bundle_childrensday18_CBJMS,gift_item-20002205,gift_item-30002205,gift_item-50002205,0,0,0,,gift_item-40002205,2000,6
2206,gift_item-10002206,2,6,50000,202,2206,32206,gift_bundle_childrensday18_Thunder50,gift_item-20002206,gift_item-30002206,gift_item-50002206,0,0,0,,gift_item-40002206,2000,6
2301,gift_item-10002301,2,6,50000,53,2301,32301,gift_bundle_jxnpr18_NTW20,gift_item-20002301,gift_item-30002301,gift_item-50002301,0,0,0,,gift_item-40002301,2000,6
2302,gift_item-10002302,2,6,50000,183,2302,32302,gift_bundle_jxnpr18_Contender,gift_item-20002302,gift_item-30002302,gift_item-50002302,0,0,0,,gift_item-40002302,2000,6
2303,gift_item-10002303,2,6,50000,97,2303,32303,gift_bundle_jxnpr18_M950A,gift_item-20002303,gift_item-30002303,gift_item-50002303,0,0,0,,gift_item-40002303,2000,6
2304,gift_item-10002304,2,6,50000,146,2304,32304,gift_bundle_jxnpr18_G28,gift_item-20002304,gift_item-30002304,gift_item-50002304,0,0,0,,gift_item-40002304,2000,6
2305,gift_item-10002305,2,6,50000,201,2305,32305,gift_bundle_jxnpr18_GepardM1,gift_item-20002305,gift_item-30002305,gift_item-50002305,0,0,0,,gift_item-40002305,2000,6
2401,gift_item-10002401,2,6,50000,62,2401,32401,gift_bundle_swimsuit18_G41,gift_item-20002401,gift_item-30002401,gift_item-50002401,0,0,0,,gift_item-40002401,2000,6
2402,gift_item-10002402,2,6,50000,206,2402,32402,gift_bundle_swimsuit18_AK12,gift_item-20002402,gift_item-30002402,gift_item-50002402,0,0,0,,gift_item-40002402,2000,6
2403,gift_item-10002403,2,6,50000,163,2403,32403,gift_bundle_swimsuit18_AA12,gift_item-20002403,gift_item-30002403,gift_item-50002403,0,0,0,,gift_item-40002403,2000,6
2404,gift_item-10002404,2,6,50000,205,2404,32404,gift_bundle_swimsuit18_AN94,gift_item-20002404,gift_item-30002404,gift_item-50002404,0,0,0,,gift_item-40002404,2000,6
2405,gift_item-10002405,2,6,50000,28,2405,32405,gift_bundle_swimsuit18_MP7,gift_item-20002405,gift_item-30002405,gift_item-50002405,0,0,0,,gift_item-40002405,2000,6
2406,gift_item-10002406,2,6,50000,106,2406,32406,gift_bundle_swimsuit18_FNFAL,gift_item-20002406,gift_item-30002406,gift_item-50002406,0,0,0,,gift_item-40002406,2000,6
2407,gift_item-10002407,2,6,50000,64,2407,32407,gift_bundle_swimsuit18_G36,gift_item-20002407,gift_item-30002407,gift_item-50002407,0,0,0,,gift_item-40002407,2000,6
2408,gift_item-10002408,2,6,50000,162,2408,32408,gift_bundle_swimsuit18_SPAS12,gift_item-20002408,gift_item-30002408,gift_item-50002408,0,0,0,,gift_item-40002408,2000,6
2409,gift_item-10002409,2,6,50000,185,2409,32409,gift_bundle_swimsuit18_Ameli,gift_item-20002409,gift_item-30002409,gift_item-50002409,0,0,0,,gift_item-40002409,2000,6
2410,gift_item-10002410,2,6,50000,9,2410,32410,gift_bundle_swimsuit18_P38,gift_item-20002410,gift_item-30002410,gift_item-50002410,0,0,0,,gift_item-40002410,2000,6
2501,gift_item-10002501,2,6,50000,109,2501,32501,gift_bundle_rockroll18_MG5,gift_item-20002501,gift_item-30002501,gift_item-50002501,0,0,0,,gift_item-40002501,2000,6
2502,gift_item-10002502,2,6,50000,122,2502,32502,gift_bundle_rockroll18_G11,gift_item-20002502,gift_item-30002502,gift_item-50002502,0,0,0,,gift_item-40002502,2000,6
2503,gift_item-10002503,2,6,50000,151,2503,32503,gift_bundle_rockroll18_M1887,gift_item-20002503,gift_item-30002503,gift_item-50002503,0,0,0,,gift_item-40002503,2000,6
2504,gift_item-10002504,2,6,50000,199,2504,32504,gift_bundle_rockroll18_80type,gift_item-20002504,gift_item-30002504,gift_item-50002504,0,0,0,,gift_item-40002504,2000,6
2505,gift_item-10002505,2,6,50000,152,2505,32505,gift_bundle_rockroll18_M1897,gift_item-20002505,gift_item-30002505,gift_item-50002505,0,0,0,,gift_item-40002505,2000,6
2601,gift_item-10002601,2,6,50000,188,2601,32601,gift_bundle_halloween18_SAT8,gift_item-20002601,gift_item-30002601,gift_item-50002601,0,0,0,,gift_item-40002601,2000,6
2602,gift_item-10002602,2,6,50000,222,2602,32602,gift_bundle_halloween18_TAC50,gift_item-20002602,gift_item-30002602,gift_item-50002602,0,0,0,,gift_item-40002602,2000,6
2603,gift_item-10002603,2,6,50000,215,2603,32603,gift_bundle_halloween18_MDR,gift_item-20002603,gift_item-30002603,gift_item-50002603,0,0,0,,gift_item-40002603,2000,6
2604,gift_item-10002604,2,6,50000,69,2604,32604,gift_bundle_halloween18_FAMAS,gift_item-20002604,gift_item-30002604,gift_item-50002604,0,0,0,,gift_item-40002604,2000,6
2605,gift_item-10002605,2,6,50000,89,2605,32605,gift_bundle_halloween18_BrenMK,gift_item-20002605,gift_item-30002605,gift_item-50002605,0,0,0,,gift_item-40002605,2000,6
2606,gift_item-10002606,2,6,50000,178,2606,32606,gift_bundle_halloween18_F1,gift_item-20002606,gift_item-30002606,gift_item-50002606,0,0,0,,gift_item-40002606,2000,6
2701,gift_item-10002701,2,6,50000,208,2701,32701,gift_bundle_idol18_HK21,gift_item-20002701,gift_item-30002701,gift_item-50002701,0,0,0,,gift_item-40002701,2000,6
2702,gift_item-10002702,2,6,50000,192,2702,32702,gift_bundle_idol18_JS-127,gift_item-20002702,gift_item-30002702,gift_item-50002702,0,0,0,,gift_item-40002702,2000,6
2703,gift_item-10002703,2,6,50000,224,2703,32703,gift_bundle_idol18_PM06,gift_item-20002703,gift_item-30002703,gift_item-50002703,0,0,0,,gift_item-40002703,2000,6
2704,gift_item-10002704,2,6,50000,189,2704,32704,gift_bundle_idol18_USAS12,gift_item-20002704,gift_item-30002704,gift_item-50002704,0,0,0,,gift_item-40002704,2000,6
2705,gift_item-10002705,2,6,50000,167,2705,32705,gift_bundle_idol18_HK45,gift_item-20002705,gift_item-30002705,gift_item-50002705,0,0,0,,gift_item-40002705,2000,6
2706,gift_item-10002706,2,6,50000,5,2706,32706,gift_bundle_idol18_M1895,gift_item-20002706,gift_item-30002706,gift_item-50002706,0,0,0,,gift_item-40002706,2000,6
2801,gift_item-10002801,2,6,50000,233,2801,32801,gift_bundle_Xmas18_Px4Storm,gift_item-20002801,gift_item-30002801,gift_item-50002801,0,0,0,,gift_item-40002801,2000,6
2802,gift_item-10002802,2,6,50000,245,2802,32802,gift_bundle_Xmas18_P90,gift_item-20002802,gift_item-30002802,gift_item-50002802,0,0,0,,gift_item-40002802,2000,6
2803,gift_item-10002803,2,6,50000,175,2803,32803,gift_bundle_Xmas18_ART556,gift_item-20002803,gift_item-30002803,gift_item-50002803,0,0,0,,gift_item-40002803,2000,6
2804,gift_item-10002804,2,6,50000,164,2804,32804,gift_bundle_Xmas18_FP6,gift_item-20002804,gift_item-30002804,gift_item-50002804,0,0,0,,gift_item-40002804,2000,6
2805,gift_item-10002805,2,6,50000,142,2805,32805,gift_bundle_Xmas18_FN57,gift_item-20002805,gift_item-30002805,gift_item-50002805,0,0,0,,gift_item-40002805,2000,6
2806,gift_item-10002806,2,6,50000,64,2806,32806,gift_bundle_Xmas18_G36,gift_item-20002806,gift_item-30002806,gift_item-50002806,0,0,0,,gift_item-40002806,2000,6
2807,gift_item-10002807,2,6,50000,176,2807,32807,gift_bundle_Xmas18_TMP,gift_item-20002807,gift_item-30002807,gift_item-50002807,0,0,0,,gift_item-40002807,2000,6
2901,gift_item-10002901,2,6,50000,243,2901,32901,gift_bundle_newyear18_Type64-AR,gift_item-20002901,gift_item-30002901,gift_item-50002901,0,0,0,,gift_item-40002901,2000,6
2902,gift_item-10002902,2,6,50000,172,2902,32902,gift_bundle_newyear18_RFB,gift_item-20002902,gift_item-30002902,gift_item-50002902,0,0,0,,gift_item-40002902,2000,6
2903,gift_item-10002903,2,6,50000,228,2903,32903,gift_bundle_newyear18_Type100,gift_item-20002903,gift_item-30002903,gift_item-50002903,0,0,0,,gift_item-40002903,2000,6
2904,gift_item-10002904,2,6,50000,198,2904,32904,gift_bundle_newyear18_Carcano1938,gift_item-20002904,gift_item-30002904,gift_item-50002904,0,0,0,,gift_item-40002904,2000,6
2905,gift_item-10002905,2,6,50000,197,2905,32905,gift_bundle_newyear18_Carcano1891,gift_item-20002905,gift_item-30002905,gift_item-50002905,0,0,0,,gift_item-40002905,2000,6
2906,gift_item-10002906,2,6,50000,165,2906,32906,gift_bundle_newyear18_M1014,gift_item-20002906,gift_item-30002906,gift_item-50002906,0,0,0,,gift_item-40002906,2000,6
2907,gift_item-10002907,2,6,50000,60,2907,32907,gift_bundle_newyear18_ASVAL,gift_item-20002907,gift_item-30002907,gift_item-50002907,0,0,0,,gift_item-40002907,2000,6
2908,gift_item-10002908,2,6,50000,249,2908,32908,gift_bundle_newyear18_Type62,gift_item-20002908,gift_item-30002908,gift_item-50002908,0,0,0,,gift_item-40002908,2000,6
3001,gift_item-10003001,2,6,50000,119,3001,33001,gift_bundle_springfestival19_OTs14,gift_item-20003001,gift_item-30003001,gift_item-50003001,0,0,0,,gift_item-40003001,2000,6
3002,gift_item-10003002,2,6,50000,59,3002,33002,gift_bundle_springfestival19_AK74U,gift_item-20003002,gift_item-30003002,gift_item-50003002,0,0,0,,gift_item-40003002,2000,6
3003,gift_item-10003003,2,6,50000,238,3003,33003,gift_bundle_springfestival19_Type88,gift_item-20003003,gift_item-30003003,gift_item-50003003,0,0,0,,gift_item-40003003,2000,6
3004,gift_item-10003004,2,6,50000,148,3004,33004,gift_bundle_springfestival19_IWS2000,gift_item-20003004,gift_item-30003004,gift_item-50003004,0,0,0,,gift_item-40003004,2000,6
3005,gift_item-10003005,2,6,50000,166,3005,33005,gift_bundle_springfestival19_CZ75,gift_item-20003005,gift_item-30003005,gift_item-50003005,0,0,0,,gift_item-40003005,2000,6
3006,gift_item-10003006,2,6,50000,26,3006,33006,gift_bundle_springfestival19_MP5,gift_item-20003006,gift_item-30003006,gift_item-50003006,0,0,0,,gift_item-40003006,2000,6
3007,gift_item-10003007,2,6,50000,210,3007,33007,gift_bundle_springfestival19_CZ52,gift_item-20003007,gift_item-30003007,gift_item-50003007,0,0,0,,gift_item-40003007,2000,6
3101,gift_item-10003101,2,6,50000,115,3101,33101,gift_bundle_wv19_KP31,gift_item-20003101,gift_item-30003101,gift_item-50003101,0,0,0,,gift_item-40003101,2000,6
3102,gift_item-10003102,2,6,50000,173,3102,33102,gift_bundle_wv19_PKP,gift_item-20003102,gift_item-30003102,gift_item-50003102,0,0,0,,gift_item-40003102,2000,6
3103,gift_item-10003103,2,6,50000,104,3103,33103,gift_bundle_wv19_G36C,gift_item-20003103,gift_item-30003103,gift_item-50003103,0,0,0,,gift_item-40003103,2000,6
3105,gift_item-10003105,2,6,50000,99,3105,33105,gift_bundle_wv19_MK23,gift_item-20003105,gift_item-30003105,gift_item-50003105,0,0,0,,gift_item-40003105,2000,6
3106,gift_item-10003106,2,6,50000,184,3106,33106,gift_bundle_wv19_T5000,gift_item-20003106,gift_item-30003106,gift_item-50003106,0,0,0,,gift_item-40003106,2000,6
3107,gift_item-10003107,2,6,50000,201,3107,33107,gift_bundle_wv19_GepardM1,gift_item-20003107,gift_item-30003107,gift_item-50003107,0,0,0,,gift_item-40003107,2000,6
3201,gift_item-10003201,2,6,50000,183,3201,33201,gift_bundle_hh19_Contender,gift_item-20003201,gift_item-30003201,gift_item-50003201,0,0,0,,gift_item-40003201,2000,6
3202,gift_item-10003202,2,6,50000,112,3202,33202,gift_bundle_hh19_NEGEV,gift_item-20003202,gift_item-30003202,gift_item-50003202,0,0,0,,gift_item-40003202,2000,6
3203,gift_item-10003203,2,6,50000,162,3203,33203,gift_bundle_hh19_SPAS12,gift_item-20003203,gift_item-30003203,gift_item-50003203,0,0,0,,gift_item-40003203,2000,6
3204,gift_item-10003204,2,6,50000,6,3204,33204,gift_bundle_hh19_TT33,gift_item-20003204,gift_item-30003204,gift_item-50003204,0,0,0,,gift_item-40003204,2000,6
3205,gift_item-10003205,2,6,50000,93,3205,33205,gift_bundle_hh19_IDW,gift_item-20003205,gift_item-30003205,gift_item-50003205,0,0,0,,gift_item-40003205,2000,6
3301,gift_item-10003301,2,6,50000,194,3301,33301,gift_bundle_3znq19_K2,gift_item-20003301,gift_item-30003301,gift_item-50003301,0,0,0,,gift_item-40003301,2000,6
3302,gift_item-10003302,2,6,50000,206,3302,33302,gift_bundle_3znq19_AK12,gift_item-20003302,gift_item-30003302,gift_item-50003302,0,0,0,,gift_item-40003302,2000,6
3303,gift_item-10003303,2,6,50000,205,3303,33303,gift_bundle_3znq19_AN94,gift_item-20003303,gift_item-30003303,gift_item-50003303,0,0,0,,gift_item-40003303,2000,6
3304,gift_item-10003304,2,6,50000,128,3304,33304,gift_bundle_3znq19_M99,gift_item-20003304,gift_item-30003304,gift_item-50003304,0,0,0,,gift_item-40003304,2000,6
3305,gift_item-10003305,2,6,50000,215,3305,33305,gift_bundle_3znq19_MDR,gift_item-20003305,gift_item-30003305,gift_item-50003305,0,0,0,,gift_item-40003305,2000,6
3306,gift_item-10003306,2,6,50000,127,3306,33306,gift_bundle_3znq19_79type,gift_item-20003306,gift_item-30003306,gift_item-50003306,0,0,0,,gift_item-40003306,2000,6
3307,gift_item-10003307,2,6,50000,146,3307,33307,gift_bundle_3znq19_G28,gift_item-20003307,gift_item-30003307,gift_item-50003307,0,0,0,,gift_item-40003307,2000,6
3308,gift_item-10003308,2,6,50000,212,3308,33308,gift_bundle_3znq19_K5,gift_item-20003308,gift_item-30003308,gift_item-50003308,0,0,0,,gift_item-40003308,2000,6
3309,gift_item-10003309,2,6,50000,202,3309,33309,gift_bundle_3znq19_Thunder50,gift_item-20003309,gift_item-30003309,gift_item-50003309,0,0,0,,gift_item-40003309,2000,6
3401,gift_item-10003401,2,6,50000,65,3401,33401,gift_bundle_etj19_HK416,gift_item-20003401,gift_item-30003401,gift_item-50003401,0,0,0,,gift_item-40003401,2000,6
