id,name,description,code,icon,type,gender,uniform_class,color_normal,color_0,color_1,color_2,color_3,color_4,skill_id,bone_name,rotation,scale,position,color_icon_id
3952,commander_uniform-10003952,commander_uniform-20003952,Foot2,commander_3952_icon,5,2,39,Commander_3952_N,Commander_3952_0,Commander_3952_1,Commander_3952_2,Commander_3952_3,Commander_3952_4,0,,0,0.0,,594|595|596|597|598|599
4011,commander_uniform-10004011,commander_uniform-20004011,Head1,commander_4011_icon,1,1,40,Commander_4011_N,Commander_4011_0,Commander_4011_1,Commander_4011_2,Commander_4011_3,Commander_4011_4,0,,0,0.0,,600|601|602|603|604|605
4012,commander_uniform-10004012,commander_uniform-20004012,Head2,commander_4012_icon,1,2,40,Commander_4012_N,Commander_4012_0,Commander_4012_1,Commander_4012_2,Commander_4012_3,Commander_4012_4,0,,0,0.0,,606|607|608|609|610|611
4020,commander_uniform-10004020,commander_uniform-20004020,HeadAcco,commander_4020_icon,2,0,40,Commander_4020_N,Commander_4020_0,Commander_4020_1,Commander_4020_2,Commander_4020_3,Commander_4020_4,0,HairBinder2,0,0.2,-0.099|0.218,612|613|614|615|616|617
4031,commander_uniform-10004031,commander_uniform-20004031,Body1,commander_4031_icon,3,1,40,Commander_4031_N,Commander_4031_0,Commander_4031_1,Commander_4031_2,Commander_4031_3,Commander_4031_4,0,,0,0.0,,618|619|620|621|622|623
4032,commander_uniform-10004032,commander_uniform-20004032,Body2,commander_4032_icon,3,2,40,Commander_4032_N,Commander_4032_0,Commander_4032_1,Commander_4032_2,Commander_4032_3,Commander_4032_4,0,,0,0.0,,624|625|626|627|628|629
4040,commander_uniform-10004040,commander_uniform-20004040,BodyAcco,commander_4040_icon,4,0,40,Commander_4040_N,Commander_4040_0,Commander_4040_1,Commander_4040_2,Commander_4040_3,Commander_4040_4,0,BodyBinder1,0,0.2,-0.078|-0.026,630|631|632|633|634|635
4051,commander_uniform-10004051,commander_uniform-20004051,Foot1,commander_4051_icon,5,1,40,Commander_4051_N,Commander_4051_0,Commander_4051_1,Commander_4051_2,Commander_4051_3,Commander_4051_4,0,,0,0.0,,636|637|638|639|640|641
4052,commander_uniform-10004052,commander_uniform-20004052,Foot2,commander_4052_icon,5,2,40,Commander_4052_N,Commander_4052_0,Commander_4052_1,Commander_4052_2,Commander_4052_3,Commander_4052_4,0,,0,0.0,,642|643|644|645|646|647
4120,commander_uniform-10004120,commander_uniform-20004120,HeadAcco,commander_4120_icon,2,0,41,Commander_4120_N,,,,,,0,HairBinder2,0,0.2,0.017|-0.021,648
4211,commander_uniform-10004211,commander_uniform-20004211,Head1,commander_4211_icon,1,1,42,Commander_4211_N,Commander_4211_0,Commander_4211_1,Commander_4211_2,Commander_4211_3,Commander_4211_4,0,,0,0.0,,649|650|651|652|653|654
4212,commander_uniform-10004212,commander_uniform-20004212,Head2,commander_4212_icon,1,2,42,Commander_4212_N,Commander_4212_0,Commander_4212_1,Commander_4212_2,Commander_4212_3,Commander_4212_4,0,,0,0.0,,655|656|657|658|659|660
4220,commander_uniform-10004220,commander_uniform-20004220,HeadAcco,commander_4220_icon,2,0,42,Commander_4220_N,Commander_4220_0,Commander_4220_1,Commander_4220_2,Commander_4220_3,Commander_4220_4,0,HairBinder2,0,0.2,-0.062|0.312,661|662|663|664|665|666
4231,commander_uniform-10004231,commander_uniform-20004231,Body1,commander_4231_icon,3,1,42,Commander_4231_N,Commander_4231_0,Commander_4231_1,Commander_4231_2,Commander_4231_3,Commander_4231_4,0,,0,0.0,,667|668|669|670|671|672
4232,commander_uniform-10004232,commander_uniform-20004232,Body2,commander_4232_icon,3,2,42,Commander_4232_N,Commander_4232_0,Commander_4232_1,Commander_4232_2,Commander_4232_3,Commander_4232_4,0,,0,0.0,,673|674|675|676|677|678
4240,commander_uniform-10004240,commander_uniform-20004240,BodyAcco,commander_4240_icon,4,0,42,Commander_4240_N,Commander_4240_0,Commander_4240_1,Commander_4240_2,Commander_4240_3,Commander_4240_4,0,BodyBinder1,0,0.2,-0.200|0.183,679|680|681|682|683|684
4251,commander_uniform-10004251,commander_uniform-20004251,Foot1,commander_4251_icon,5,1,42,Commander_4251_N,Commander_4251_0,Commander_4251_1,Commander_4251_2,Commander_4251_3,Commander_4251_4,0,,0,0.0,,685|686|687|688|689|690
4252,commander_uniform-10004252,commander_uniform-20004252,Foot2,commander_4252_icon,5,2,42,Commander_4252_N,Commander_4252_0,Commander_4252_1,Commander_4252_2,Commander_4252_3,Commander_4252_4,0,,0,0.0,,691|692|693|694|695|696
4310,commander_uniform-10004310,commander_uniform-20004310,Head,commander_4310_icon,1,0,43,Commander_4310_N,,,,,,0,,0,0.0,,697
4411,commander_uniform-10004411,commander_uniform-20004411,Head1,commander_4411_icon,1,1,44,Commander_4411_N,,,,,,0,,0,0.0,,698
4412,commander_uniform-10004412,commander_uniform-20004412,Head2,commander_4412_icon,1,2,44,Commander_4412_N,,,,,,0,,0,0.0,,699
4420,commander_uniform-10004420,commander_uniform-20004420,HeadAcco,commander_4420_icon,2,0,44,Commander_4420_N,,,,,,0,HairBinder2,0,0.2,-0.018|0.036,700
4431,commander_uniform-10004431,commander_uniform-20004431,Body1,commander_4431_icon,3,1,44,Commander_4431_N,,,,,,0,,0,0.0,,701
4432,commander_uniform-10004432,commander_uniform-20004432,Body2,commander_4432_icon,3,2,44,Commander_4432_N,,,,,,0,,0,0.0,,702
4440,commander_uniform-10004440,commander_uniform-20004440,BodyAcco,commander_4440_icon,4,0,44,Commander_4440_N,,,,,,0,BodyBinder1,0,0.2,-0.09|-0.06,703
4451,commander_uniform-10004451,commander_uniform-20004451,Foot1,commander_4451_icon,5,1,44,Commander_4451_N,,,,,,0,,0,0.0,,704
4452,commander_uniform-10004452,commander_uniform-20004452,Foot2,commander_4452_icon,5,2,44,Commander_4452_N,,,,,,0,,0,0.0,,705
4511,commander_uniform-10004511,commander_uniform-20004511,Head1,commander_4511_icon,1,1,45,Commander_4511_N,Commander_4511_0,Commander_4511_1,Commander_4511_2,Commander_4511_3,Commander_4511_4,0,,0,0.0,,706|707|708|709|710|711
4512,commander_uniform-10004512,commander_uniform-20004512,Head2,commander_4512_icon,1,2,45,Commander_4512_N,Commander_4512_0,Commander_4512_1,Commander_4512_2,Commander_4512_3,Commander_4512_4,0,,0,0.0,,712|713|714|715|716|717
4520,commander_uniform-10004520,commander_uniform-20004520,HeadAcco,commander_4520_icon,2,0,45,Commander_4520_N,Commander_4520_0,Commander_4520_1,Commander_4520_2,Commander_4520_3,Commander_4520_4,0,HairBinder2,0,0.2,-0.049|0.136,718|719|720|721|722|723
4531,commander_uniform-10004531,commander_uniform-20004531,Body1,commander_4531_icon,3,1,45,Commander_4531_N,Commander_4531_0,Commander_4531_1,Commander_4531_2,Commander_4531_3,Commander_4531_4,0,,0,0.0,,724|725|726|727|728|729
4532,commander_uniform-10004532,commander_uniform-20004532,Body2,commander_4532_icon,3,2,45,Commander_4532_N,Commander_4532_0,Commander_4532_1,Commander_4532_2,Commander_4532_3,Commander_4532_4,0,,0,0.0,,730|731|732|733|734|735
4540,commander_uniform-10004540,commander_uniform-20004540,BodyAcco,commander_4540_icon,4,0,45,Commander_4540_N,Commander_4540_0,Commander_4540_1,Commander_4540_2,Commander_4540_3,Commander_4540_4,0,BodyBinder1,0,0.2,-0.182|0.281,736|737|738|739|740|741
4551,commander_uniform-10004551,commander_uniform-20004551,Foot1,commander_4551_icon,5,1,45,Commander_4551_N,Commander_4551_0,Commander_4551_1,Commander_4551_2,Commander_4551_3,Commander_4551_4,0,,0,0.0,,742|743|744|745|746|747
4552,commander_uniform-10004552,commander_uniform-20004552,Foot2,commander_4552_icon,5,2,45,Commander_4552_N,Commander_4552_0,Commander_4552_1,Commander_4552_2,Commander_4552_3,Commander_4552_4,0,,0,0.0,,748|749|750|751|752|753
4640,commander_uniform-10004640,commander_uniform-20004640,BodyAcco,commander_4640_icon,4,0,46,Commander_4640_N,,,,,,0,BodyBinder1,0,0.2,-0.234|0.270,754
4711,commander_uniform-10004711,commander_uniform-20004711,Head1,commander_4711_icon,1,1,47,Commander_4711_N,Commander_4711_0,Commander_4711_1,Commander_4711_2,Commander_4711_3,Commander_4711_4,0,,0,0.0,,755|756|757|758|759|760
4712,commander_uniform-10004712,commander_uniform-20004712,Head2,commander_4712_icon,1,2,47,Commander_4712_N,Commander_4712_0,Commander_4712_1,Commander_4712_2,Commander_4712_3,Commander_4712_4,0,,0,0.0,,761|762|763|764|765|766
4720,commander_uniform-10004720,commander_uniform-20004720,HeadAcco,commander_4720_icon,2,0,47,Commander_4720_N,Commander_4720_0,Commander_4720_1,Commander_4720_2,Commander_4720_3,Commander_4720_4,0,HairBinder2,0,0.2,-0.073|0.653,767|768|769|770|771|772
4731,commander_uniform-10004731,commander_uniform-20004731,Body1,commander_4731_icon,3,1,47,Commander_4731_N,Commander_4731_0,Commander_4731_1,Commander_4731_2,Commander_4731_3,Commander_4731_4,0,,0,0.0,,773|774|775|776|777|778
4732,commander_uniform-10004732,commander_uniform-20004732,Body2,commander_4732_icon,3,2,47,Commander_4732_N,Commander_4732_0,Commander_4732_1,Commander_4732_2,Commander_4732_3,Commander_4732_4,0,,0,0.0,,779|780|781|782|783|784
4740,commander_uniform-10004740,commander_uniform-20004740,BodyAcco,commander_4740_icon,4,0,47,Commander_4740_N,Commander_4740_0,Commander_4740_1,Commander_4740_2,Commander_4740_3,Commander_4740_4,0,BodyBinder1,0,0.2,-0.199|0.214,785|786|787|788|789|790
4751,commander_uniform-10004751,commander_uniform-20004751,Foot1,commander_4751_icon,5,1,47,Commander_4751_N,Commander_4751_0,Commander_4751_1,Commander_4751_2,Commander_4751_3,Commander_4751_4,0,,0,0.0,,791|792|793|794|795|796
4752,commander_uniform-10004752,commander_uniform-20004752,Foot2,commander_4752_icon,5,2,47,Commander_4752_N,Commander_4752_0,Commander_4752_1,Commander_4752_2,Commander_4752_3,Commander_4752_4,0,,0,0.0,,797|798|799|800|801|802
4810,commander_uniform-10004810,commander_uniform-20004810,Head,commander_4810_icon,1,0,48,Commander_4810_N,,,,,,0,,0,0.0,,803
4911,commander_uniform-10004911,commander_uniform-20004911,Head1,commander_4911_icon,1,1,49,Commander_4911_N,Commander_4911_0,Commander_4911_1,Commander_4911_2,Commander_4911_3,Commander_4911_4,0,,0,0.0,,804|805|806|807|808|809
4912,commander_uniform-10004912,commander_uniform-20004912,Head2,commander_4912_icon,1,2,49,Commander_4912_N,Commander_4912_0,Commander_4912_1,Commander_4912_2,Commander_4912_3,Commander_4912_4,0,,0,0.0,,810|811|812|813|814|815
4920,commander_uniform-10004920,commander_uniform-20004920,HeadAcco,commander_4920_icon,2,0,49,Commander_4920_N,Commander_4920_0,Commander_4920_1,Commander_4920_2,Commander_4920_3,Commander_4920_4,0,HairBinder2,0,0.2,0.046|0.293,816|817|818|819|820|821
4931,commander_uniform-10004931,commander_uniform-20004931,Body1,commander_4931_icon,3,1,49,Commander_4931_N,Commander_4931_0,Commander_4931_1,Commander_4931_2,Commander_4931_3,Commander_4931_4,0,,0,0.0,,822|823|824|825|826|827
4932,commander_uniform-10004932,commander_uniform-20004932,Body2,commander_4932_icon,3,2,49,Commander_4932_N,Commander_4932_0,Commander_4932_1,Commander_4932_2,Commander_4932_3,Commander_4932_4,0,,0,0.0,,828|829|830|831|832|833
4940,commander_uniform-10004940,commander_uniform-20004940,BodyAcco,commander_4940_icon,4,0,49,Commander_4940_N,Commander_4940_0,Commander_4940_1,Commander_4940_2,Commander_4940_3,Commander_4940_4,0,BodyBinder1,0,0.2,-0.090|0.065,834|835|836|837|838|839
4951,commander_uniform-10004951,commander_uniform-20004951,Foot1,commander_4951_icon,5,1,49,Commander_4951_N,Commander_4951_0,Commander_4951_1,Commander_4951_2,Commander_4951_3,Commander_4951_4,0,,0,0.0,,840|841|842|843|844|845
4952,commander_uniform-10004952,commander_uniform-20004952,Foot2,commander_4952_icon,5,2,49,Commander_4952_N,Commander_4952_0,Commander_4952_1,Commander_4952_2,Commander_4952_3,Commander_4952_4,0,,0,0.0,,846|847|848|849|850|851
5011,commander_uniform-10005011,commander_uniform-20005011,Head1,commander_5011_icon,1,1,50,Commander_5011_N,Commander_5011_0,Commander_5011_1,Commander_5011_2,Commander_5011_3,Commander_5011_4,0,,0,0.0,,852|853|854|855|856|857
5012,commander_uniform-10005012,commander_uniform-20005012,Head2,commander_5012_icon,1,2,50,Commander_5012_N,Commander_5012_0,Commander_5012_1,Commander_5012_2,Commander_5012_3,Commander_5012_4,0,,0,0.0,,858|859|860|861|862|863
5020,commander_uniform-10005020,commander_uniform-20005020,HeadAcco,commander_5020_icon,2,0,50,Commander_5020_N,Commander_5020_0,Commander_5020_1,Commander_5020_2,Commander_5020_3,Commander_5020_4,0,HairBinder2,0,0.2,0.046|0.316,864|865|866|867|868|869
5031,commander_uniform-10005031,commander_uniform-20005031,Body1,commander_5031_icon,3,1,50,Commander_5031_N,Commander_5031_0,Commander_5031_1,Commander_5031_2,Commander_5031_3,Commander_5031_4,0,,0,0.0,,870|871|872|873|874|875
5032,commander_uniform-10005032,commander_uniform-20005032,Body2,commander_5032_icon,3,2,50,Commander_5032_N,Commander_5032_0,Commander_5032_1,Commander_5032_2,Commander_5032_3,Commander_5032_4,0,,0,0.0,,876|877|878|879|880|881
5040,commander_uniform-10005040,commander_uniform-20005040,BodyAcco,commander_5040_icon,4,0,50,Commander_5040_N,Commander_5040_0,Commander_5040_1,Commander_5040_2,Commander_5040_3,Commander_5040_4,0,BodyBinder1,0,0.2,0.006|0.000,882|883|884|885|886|887
5051,commander_uniform-10005051,commander_uniform-20005051,Foot1,commander_5051_icon,5,1,50,Commander_5051_N,Commander_5051_0,Commander_5051_1,Commander_5051_2,Commander_5051_3,Commander_5051_4,0,,0,0.0,,888|889|890|891|892|893
5052,commander_uniform-10005052,commander_uniform-20005052,Foot2,commander_5052_icon,5,2,50,Commander_5052_N,Commander_5052_0,Commander_5052_1,Commander_5052_2,Commander_5052_3,Commander_5052_4,0,,0,0.0,,894|895|896|897|898|899
5111,commander_uniform-10005111,commander_uniform-20005111,Head1,commander_5111_icon,1,1,51,Commander_5111_N,Commander_5111_0,Commander_5111_1,Commander_5111_2,Commander_5111_3,Commander_5111_4,0,,0,0.0,,900|901|902|903|904|905
5112,commander_uniform-10005112,commander_uniform-20005112,Head2,commander_5112_icon,1,2,51,Commander_5112_N,Commander_5112_0,Commander_5112_1,Commander_5112_2,Commander_5112_3,Commander_5112_4,0,,0,0.0,,906|907|908|909|910|911
5120,commander_uniform-10005120,commander_uniform-20005120,HeadAcco,commander_5120_icon,2,0,51,Commander_5120_N,Commander_5120_0,Commander_5120_1,Commander_5120_2,Commander_5120_3,Commander_5120_4,0,HairBinder1,0,0.2,-0.044|0.146,912|913|914|915|916|917
5131,commander_uniform-10005131,commander_uniform-20005131,Body1,commander_5131_icon,3,1,51,Commander_5131_N,Commander_5131_0,Commander_5131_1,Commander_5131_2,Commander_5131_3,Commander_5131_4,0,,0,0.0,,918|919|920|921|922|923
5132,commander_uniform-10005132,commander_uniform-20005132,Body2,commander_5132_icon,3,2,51,Commander_5132_N,Commander_5132_0,Commander_5132_1,Commander_5132_2,Commander_5132_3,Commander_5132_4,0,,0,0.0,,924|925|926|927|928|929
5140,commander_uniform-10005140,commander_uniform-20005140,BodyAcco,commander_5140_icon,4,0,51,Commander_5140_N,Commander_5140_0,Commander_5140_1,Commander_5140_2,Commander_5140_3,Commander_5140_4,0,BodyBinder1,0,0.2,-0.120|0.068,930|931|932|933|934|935
5151,commander_uniform-10005151,commander_uniform-20005151,Foot1,commander_5151_icon,5,1,51,Commander_5151_N,Commander_5151_0,Commander_5151_1,Commander_5151_2,Commander_5151_3,Commander_5151_4,0,,0,0.0,,936|937|938|939|940|941
5152,commander_uniform-10005152,commander_uniform-20005152,Foot2,commander_5152_icon,5,2,51,Commander_5152_N,Commander_5152_0,Commander_5152_1,Commander_5152_2,Commander_5152_3,Commander_5152_4,0,,0,0.0,,942|943|944|945|946|947
5210,commander_uniform-10005210,commander_uniform-20005210,Head,commander_5210_icon,1,0,52,Commander_5210_N,,,,,,0,,0,0.0,,948
5320,commander_uniform-10005320,commander_uniform-20005320,HeadAcco,commander_5320_icon,2,0,53,Commander_5320_N,,,,,,0,HairBinder2,0,0.2,-0.134|0.852,949
5411,commander_uniform-10005411,commander_uniform-20005411,Head1,commander_5411_icon,1,1,54,Commander_5411_N,,,,,,0,,0,0.0,,950
5412,commander_uniform-10005412,commander_uniform-20005412,Head2,commander_5412_icon,1,2,54,Commander_5412_N,,,,,,0,,0,0.0,,951
5420,commander_uniform-10005420,commander_uniform-20005420,HeadAcco,commander_5420_icon,2,0,54,Commander_5420_N,,,,,,0,HairBinder2,0,0.2,-0.009|0.575,952
5431,commander_uniform-10005431,commander_uniform-20005431,Body1,commander_5431_icon,3,1,54,Commander_5431_N,,,,,,0,,0,0.0,,953
5432,commander_uniform-10005432,commander_uniform-20005432,Body2,commander_5432_icon,3,2,54,Commander_5432_N,,,,,,0,,0,0.0,,954
5440,commander_uniform-10005440,commander_uniform-20005440,BodyAcco,commander_5440_icon,4,0,54,Commander_5440_N,,,,,,0,BodyBinder1,0,0.2,-0.065|0.068,955
5451,commander_uniform-10005451,commander_uniform-20005451,Foot1,commander_5451_icon,5,1,54,Commander_5451_N,,,,,,0,,0,0.0,,956
5452,commander_uniform-10005452,commander_uniform-20005452,Foot2,commander_5452_icon,5,2,54,Commander_5452_N,,,,,,0,,0,0.0,,957
5640,commander_uniform-10005640,commander_uniform-20005640,BodyAcco,commander_5640_icon,4,0,56,Commander_5640_N,,,,,,0,BodyBinder1,0,0.2,-0.126|0.332,956
5643,commander_uniform-10005643,commander_uniform-20005643,BodyAcco,commander_5643_icon,4,0,56,Commander_5643_N,,,,,,0,BodyBinder1,0,0.2,-0.126|0.332,957
