"id","name","fight_type","type_coef","success_type_condition","basic_score","fight_environment_group","is_enemy_random","theater_spare_gun_num","theater_spare_fairy_num","theater_spare_sangvis_cost","assist_npc","assist_squad","assist_fairy","boss_score_coef","boss_score_display","start_score","end_score","type","construction","enemy_group","enemy_lv","enemy_score","occupied_enemy_lv","occupied_enemy_score","boss","occupied_boss_score","score_limit","advantage_gun","material_item","battle_background","theater_id","display_length","description","difficulty","area_mission_id","advantage_sangvis","advantage_skill","advantage_desc"
"527","theater_area-10000527","4","1006,2;1008,1","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","320000000","350000000","1","","807-1-4,810-0-4,743-0-4,804-1-4,334954-1-3,333901-1-2","-5,-5,-5,-4,-4,-4,-4,-3,-3,-3","270,272,274,276,278,280,282,284,287,290","-22,-22,-22,-22,-22,-22,-22,-21,-21,-21","270,272,274,276,278,280,282,284,287,290","","60","0","208,189,179,171,252","47","abandonedvillage","52","300","theater_area-20000527","13000","900422","","","theater_area-30000527"
"528","theater_area-10000528","5","0","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","350000000","465000000","2","","1120-0-4,1123-1-4,1105-1-4,804-1-4,745-0-4,333901-1-2","-2,-2,-2,-1,-1,-1,-1,0,0,0","290,292,294,296,298,300,302,304,307,310","-20,-20,-20,-19,-19,-19,-19,-18,-18,-18","290,292,294,296,298,300,302,304,307,310","700005-0","60","3975","208,189,179,171,252","47","abandonedvillage","52","300","theater_area-20000528","14500","900422","","","theater_area-30000528"
"531","theater_area-10000531","1","0","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","0","82000000","1","531","317967-0-4,1390-1-4,1393-0-4,1429-0-4,334609-1-2","-10,-9,-8,-7,-6,-5,-4,-3,-2,-1","300,302,304,306,308,310,312,314,317,320","-39,-39,-38,-38,-37,-36,-36,-35,-34,-34","300,302,304,306,308,310,312,314,317,320","","60","0","127,197,162,214,156","47","iron","53","300","theater_area-20000531","13000","900431","","","theater_area-30000531"
"532","theater_area-10000532","2","0","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","82000000","170000000","1","","317976-0-3,1473-0-3,1475-1-3,1474-0-3,337252-1-2,337210-1-2","-10,-10,-9,-9,-8,-8,-7,-7,-6,-6","320,322,324,326,328,330,332,334,337,340","-28,-28,-28,-28,-27,-27,-26,-26,-25,-25","320,322,324,326,328,330,332,334,337,340","","60","0","127,197,162,214,156","47","iron","53","300","theater_area-20000532","16000","900431","","","theater_area-30000532"
"533","theater_area-10000533","3","0","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","170000000","545000000","2","","317984-0-3,749-0-3,1194-0-3,1381-1-3,1385-0-3,337212-1-3","-5,-5,-4,-4,-3,-3,-2,-2,-1,-1","340,342,344,346,348,350,352,354,357,360","-24,-24,-24,-24,-23,-23,-22,-22,-21,-21","340,342,344,346,348,350,352,354,357,360","700001-0","60","3493","127,197,162,214,156","47","iron","53","300","theater_area-20000533","20000","900431","","","theater_area-30000533"
"534","theater_area-10000534","3","180","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","545000000","627000000","1","534","317975-0-3,1563-0-3,1564-1-3,2387-0-3,335203-1-3","-10,-10,-9,-9,-8,-8,-7,-7,-6,-6","360,362,364,366,368,370,372,374,377,380","-30,-30,-30,-30,-29,-29,-28,-28,-27,-27","360,362,364,366,368,370,372,374,377,380","","60","0","127,197,162,214,156","47","iron","53","300","theater_area-20000534","22000","900431","","","theater_area-30000534"
"535","theater_area-10000535","4","0","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","627000000","702000000","1","","2677-0-3,1791-0-3,1792-0-3,335204-1-3","-5,-5,-4,-4,-4,-3,-3,-3,-2,-2","380,382,384,386,388,390,392,394,397,400","-26,-26,-26,-26,-26,-25,-25,-25,-24,-24","380,382,384,386,388,390,392,394,397,400","","60","0","194,115,46,53,261","47","iron","53","300","theater_area-20000535","26000","900432","","","theater_area-30000535"
"536","theater_area-10000536","4","1006,1","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","702000000","1002000000","2","536","2227-0-2,1823-0-2,1990-1-2,2002-0-2,2671-0-2,334707-1-3,335302-1-3","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","400,402,404,406,408,410,412,414,417,420","-33,-33,-32,-32,-32,-32,-32,-32,-31,-31","400,402,404,406,408,410,412,414,417,420","700004-1","60","5329","194,115,46,53,261","47","iron","53","300","theater_area-20000536","27500","900432","","","theater_area-30000536"
"537","theater_area-10000537","4","1006,2;1008,1","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","1002000000","1130000000","1","","2227-0-2,2222-0-2,1738-0-2,1768-0-2,1795-0-3,334707-1-3","-7,-7,-6,-6,-6,-5,-5,-5,-4,-4","420,422,424,426,428,430,432,434,437,440","-30,-30,-29,-29,-29,-28,-28,-28,-28,-28","420,422,424,426,428,430,432,434,437,440","","60","0","194,115,46,53,261","47","iron","53","300","theater_area-20000537","29000","900432","","","theater_area-30000537"
"538","theater_area-10000538","5","0","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","1130000000","1640000000","2","","2667-0-2,1999-1-3,1985-0-3,1795-0-2,1999-0-3,335904-0-1,337250-1-2","-3,-3,-2,-2,-2,-1,-1,-1,0,0","440,442,444,446,448,450,452,454,457,460","-27,-27,-26,-26,-26,-25,-25,-25,-24,-24","440,442,444,446,448,450,452,454,457,460","700005-0","60","7322","194,115,46,53,261","47","iron","53","300","theater_area-20000538","31000","900432","","","theater_area-30000538"
"541","theater_area-10000541","1","0","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","0","170000000","1","541","490-1-4,565-0-4,1843-0-4","-30,-28,-26,-24,-22,-20,-18,-16,-14,-12","410,420,430,440,450,460,470,480,490,500","-34,-33,-32,-31,-29,-28,-27,-25,-24,-23","410,420,430,440,450,460,470,480,490,500","","60","0","161,129,130,126,118","47","snowland","54","300","theater_area-20000541","2400","900441","","","theater_area-30000541"
"542","theater_area-10000542","2","0","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","170000000","360000000","1","542","1004-1-4,1043-0-4,1041-0-4,1044-1-4,568-0-4,2506-0-3","-20,-18,-16,-14,-12,-10,-8,-6,-4,-2","510,520,530,540,550,560,570,580,590,600","-26,-25,-23,-22,-20,-18,-17,-15,-14,-12","510,520,530,540,550,560,570,580,590,600","","60","0","161,129,130,126,118","47","snowland","54","300","theater_area-20000542","4800","900441","","","theater_area-30000542"
"543","theater_area-10000543","3","0","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","360000000","1090000000","2","543","939-1-4,938-1-4,669-0-4,672-0-4,637-0-4,334910-1-2","-20,-18,-16,-14,-12,-10,-8,-6,-4,-2","610,620,630,640,650,660,670,680,690,700","-30,-29,-27,-26,-24,-22,-21,-19,-18,-16","610,620,630,640,650,660,670,680,690,700","700002-0","60","6550","161,129,130,126,118","47","snowland","54","300","theater_area-20000543","6400","900441","","","theater_area-30000543"
"544","theater_area-10000544","3","180","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","1090000000","1300000000","1","","745-1-3,747-0-3,748-1-3,808-0-3,804-0-3,334954-1-2,333804-1-2,334606-1-2","-20,-18,-16,-14,-12,-10,-8,-6,-4,-2","710,720,730,740,750,760,770,780,790,800","-34,-33,-31,-30,-28,-26,-25,-23,-22,-20","710,720,730,740,750,760,770,780,790,800","","60","0","208,189,179,171,252","47","snowland","54","300","theater_area-20000544","14000","900442","","","theater_area-30000544"
"545","theater_area-10000545","4","0","1;4;7","300","1;4;7","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","1300000000","1450000000","1","","317968-0-2,1791-0-3,1792-1-3,1981-0-3,1823-1-3,2414-0-3,334707-1-3,337211-1-3","-20,-18,-16,-14,-12,-10,-9,-8,-7,-6","810,820,830,840,850,860,870,880,890,900","-38,-37,-35,-34,-32,-30,-30,-29,-28,-27","810,820,830,840,850,860,870,880,890,900","","60","0","208,189,179,171,252","47","snowland","54","300","theater_area-20000545","25000","900442","","","theater_area-30000545"
"546","theater_area-10000546","4","1006,1","1;2;3","300","1;2;3","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","1450000000","1880000000","2","","2624-0-2,2740-1-2,2720-1-3,2778-0-3,2701-0-2,2727-1-4,336410-1-3,336406-1-3,337255-1-2","-15,-9,-8,-7,-6,-5,-4,-3,-2,-1","910,920,930,940,950,960,970,980,990,1000","-36,-32,-31,-30,-29,-28,-28,-27,-26,-25","910,920,930,940,950,960,970,980,990,1000","700003-1","60","11380","208,189,179,171,252","47","snowland","54","300","theater_area-20000546","28000","900442","","","theater_area-30000546"
"547","theater_area-10000547","4","1006,2;1008,1","1;2;5","300","1;2;5","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","1880000000","2080000000","1","","2730-1-3,2691-0-2,2740-1-3,2723-0-2,2778-0-3,2701-0-2,336605-1-2,336410-1-2,336813-1-2,336304-0-2","-5,-4,-3,-2,-1,0,1,2,3,4","1010,1020,1030,1040,1050,1060,1070,1080,1090,1100","-29,-29,-28,-27,-26,-25,-25,-24,-23,-22","1010,1020,1030,1040,1050,1060,1070,1080,1090,1100","","60","0","194,115,46,53,261","47","snowland","54","300","theater_area-20000547","30000","900443","","","theater_area-30000547"
"548","theater_area-10000548","5","0","1;3;6","300","1;3;6","0","10","0","10","","","","100;0;50;0;200;50;100;00;100;50;00;100;100","-2;0;0;0;2;0;1;0;1;0;0;-1;0","2080000000","2180000000","2","","2691-0-2,2730-1-2,317972-1-2,2740-1-3,2720-0-3,336609-1-2,336613-1-2,336707-1-2,336304-1-3,334999-0-2","5,6,7,8,9,10,11,12,13,14","1110,1120,1130,1140,1150,1160,1170,1180,1190,1200","5,6,7,8,9,10,11,12,13,14","1110,1120,1130,1140,1150,1160,1170,1180,1190,1200","700006-0","100","16142","194,115,46,53,261","47","snowland","54","300","theater_area-20000548","34000","900443","","","theater_area-30000548"
"611","theater_area-10000611","1","0","1","1000","737","0","5","0","36","","","","7;4;4;5;2;3;1;3;2;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","0","7450000","1","611","1051101-0-1-1,1051102-0-1-1,1051103-0-1-1","-7,-7,-7,-6,-6,-6,-6,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","330,27,10,13,328,115","47","wasteland","61","300","theater_area-20000611","1000","901411","","","theater_area-30000611"
"612","theater_area-10000612","2","0","1","1000","736","0","5","0","36","","","","7;4;4;5;2;3;1;3;2;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","7450000","11690000","1","","1051201-0-1-1,1051202-0-1-1,1051203-0-1-1,1051204-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","330,27,10,13,328,115","47","network","61","300","theater_area-20000612","2600","901411","","","theater_area-30000612"
"613","theater_area-10000613","1","0","1","1000","738","0","5","0","36","","","","7;4;4;5;2;3;1;3;2;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","11690000","15130000","1","","1051301-0-1-1,1051302-0-1-1,1051303-0-1-1,1051304-0-1-1","-7,-7,-7,-6,-6,-6,-6,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","330,27,10,13,328,115","47","wasteland","61","300","theater_area-20000613","4200","901411","","","theater_area-30000613"
"614","theater_area-10000614","2","0","1","1000","703","0","5","0","36","","","","11;6;4;7;2;3;1;3;2;1;1;1;1","1;1;0;1;0;0;0;0;0;0;0;0;0","15130000","35370000","2","","1051401-0-1-1,1051402-0-1-1,1051403-0-1-1,1051404-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","700002-0","60","1046","330,27,10,13,328,115","47","network","61","300","theater_area-20000614","4800","901411","","","theater_area-30000614"
"615","theater_area-10000615","3","40","1","2000","720","0","5","0","36","","","","11;6;6;7;3;5;1;5;3;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","35370000","47030000","1","","1051501-0-1-1,1051502-0-1-1,1051503-0-1-1,1051504-0-1-1,1051505-0-1-1","-12,-12,-12,-11,-11,-11,-11,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","298,171,73,106,70,6","47","wasteland","61","300","theater_area-20000615","5200","901412","","","theater_area-30000615"
"616","theater_area-10000616","2","0","1","2000","719","0","5","0","36","","","","11;6;6;7;3;5;1;5;3;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","47030000","60640000","1","","1051601-0-1-1,1051602-0-1-1,1051603-0-1-1,1051604-0-1-1,1051605-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","298,171,73,106,70,6","47","network","61","300","theater_area-20000616","5800","901412","","","theater_area-30000616"
"617","theater_area-10000617","1","0","1","3000","713","0","5","0","36","","","","11;6;6;7;3;5;1;5;3;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","60640000","117160000","1","","1051701-0-1-1,1051702-0-1-1,1051703-0-1-1,1051704-0-1-1,1051705-0-1-1,1051706-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","298,171,73,106,70,6","47","wasteland","61","300","theater_area-20000617","6400","901412","","","theater_area-30000617"
"618","theater_area-10000618","2","0","1","3000","710","0","5","0","36","","","","11;6;3;11;5;5;1;5;3;1;1;1;1","0;0;-1;1;1;0;0;0;0;0;0;0;0","117160000","190660000","2","","1051801-0-1-1,1051802-0-1-1,1051803-0-1-1,1051804-0-1-1,1051805-0-1-1,1051806-0-1-1","-7,-7,-7,-6,-6,-6,-6,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","700001-0","60","2205","298,171,73,106,70,6","47","network","61","300","theater_area-20000618","7500","901412","","","theater_area-30000618"
"621","theater_area-10000621","1","0","1;712","1000","704;722","0","5","0","36","","","","11;6;6;7;3;5;1;5;3;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","0","18000000","1","621","1052101-0-1-1,1052102-0-1-1,1052103-0-1-1,1052104-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","176,203,315,223,61,338,20061","47","abandonedvillage","62","300","theater_area-20000621","7800","901421","","","theater_area-30000621"
"622","theater_area-10000622","2","0","1;6","1000","710;731","0","5","0","36","","","","11;6;6;7;3;5;1;5;3;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","18000000","50980000","1","","1052201-0-1-1,1052202-0-1-1,1052203-0-1-1,1052204-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","176,203,315,223,61,338,20061","47","network","62","300","theater_area-20000622","8000","901421","","","theater_area-30000622"
"623","theater_area-10000623","1","0","1;3","1000","701;736","0","5","0","36","","","","11;6;6;7;3;5;1;5;3;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","50980000","77110000","1","","1052301-1-1-1,1052302-1-1-1,1052303-1-1-1,1052304-1-1-1,1052305-1-1-1","-7,-7,-7,-6,-6,-6,-6,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","176,203,315,223,61,338,20061","47","abandonedvillage","62","300","theater_area-20000623","8500","901421","","","theater_area-30000623"
"624","theater_area-10000624","2","0","1;704","1000","704;728","0","5","0","36","","","","11;10;6;11;3;5;1;5;3;1;1;1;1","0;1;0;1;0;0;0;0;0;0;0;0;0","77110000","105920000","2","","1052401-0-1-1,1052402-0-1-1,1052403-0-1-1,1052404-0-1-1,1052405-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","700001-0","60","2193","176,203,315,223,61,338,20061","47","network","62","300","theater_area-20000624","8800","901421","","","theater_area-30000624"
"625","theater_area-10000625","3","40","1;709","2000","729;703","0","5","0","36","","","","11;6;6;7;3;5;1;5;3;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","105920000","187750000","1","625","1052501-0-1-1,1052502-0-1-1,1052503-0-1-1,1052504-0-1-1,1052505-0-1-1","-12,-12,-12,-11,-11,-11,-11,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","232,202,162,164,209,286","47","abandonedvillage","62","300","theater_area-20000625","9200","901422","","","theater_area-30000625"
"626","theater_area-10000626","2","0","1;706","2000","716;707","0","5","0","36","","","","11;6;6;7;3;5;1;5;3;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","187750000","248950000","1","","1052601-1-1-1,1052602-1-1-1,1052603-1-1-1,1052604-1-1-1,1052605-1-1-1,1052606-1-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","232,202,162,164,209,286","47","network","62","300","theater_area-20000626","9600","901422","","","theater_area-30000626"
"627","theater_area-10000627","1","0","1;716","3000","731;733","0","5","0","36","","","","11;6;6;7;3;5;1;5;3;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","248950000","321200000","1","","1052701-0-1-1,1052702-0-1-1,1052703-0-1-1,1052704-0-1-1,1052705-0-1-1,1052706-0-1-1","-7,-7,-7,-6,-6,-6,-6,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","232,202,162,164,209,286","47","abandonedvillage","62","300","theater_area-20000627","13000","901422","","","theater_area-30000627"
"628","theater_area-10000628","2","0","1;724","3000","705;722","0","5","0","36","","","","16;10;6;7;3;8;1;5;3;1;1;1;1","1;1;0;0;0;1;0;0;0;0;0;0;0","321200000","468370000","2","","1052801-0-1-1,1052802-0-1-1,1052803-0-1-1,1052804-0-1-1,1052805-0-1-1,1052806-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","700006-0","60","3975","232,202,162,164,209,286","47","network","62","300","theater_area-20000628","14500","901422","","","theater_area-30000628"
"631","theater_area-10000631","2","0","1;712;713","1000","720;713;739","0","5","0","36","","","","11;6;6;7;3;5;1;5;3;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","0","180000000","1","631","1053101-0-1-1,1053102-0-1-1,1053103-0-1-1,1053104-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","113,168,260,284,317,329","47","network","63","300","theater_area-20000631","13000","901431","","","theater_area-30000631"
"632","theater_area-10000632","4","800001,1","1;714;725","1000","722;710;723","0","5","0","36","","","","11;6;6;7;3;5;1;5;3;1;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","180000000","304440000","1","","1053201-0-1-1,1053202-0-1-1,1053203-0-1-1,1053204-0-1-1","-12,-12,-12,-11,-11,-11,-11,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","113,168,260,284,317,329","47","iron","63","300","theater_area-20000632","16000","901431","","","theater_area-30000632"
"633","theater_area-10000633","2","0","1;716;717","1000","716;719;739","0","5","0","36","","","","16;6;9;7;3;8;1;5;3;1;1;1;1","1;0;1;0;0;1;0;0;0;0;0;0;0","304440000","437880000","2","","1053301-0-1-1,1053302-0-1-1,1053303-0-1-1,1053304-0-1-1,1053305-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","700007-0","60","3493","113,168,260,284,317,329","47","network","63","300","theater_area-20000633","20000","901431","","","theater_area-30000633"
"634","theater_area-10000634","3","60","1;726;722","2000","718;717;734","0","5","0","36","","","","14;9;8;10;4;7;1;6;4;2;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","437880000","713750000","1","634","1053401-0-1-1,1053402-0-1-1,1053403-0-1-1,1053404-0-1-1,1053405-0-1-1","-12,-12,-12,-11,-11,-11,-11,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","327,27,176,61,330,171,20061","47","iron","63","300","theater_area-20000634","22000","901432","","","theater_area-30000634"
"635","theater_area-10000635","1","0","1;726;721","2000","715;716;726","0","5","0","36","","","","14;9;8;10;4;7;1;6;4;2;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","713750000","891960000","1","","1053501-0-1-1,1053502-0-1-1,1053503-0-1-1,1053504-0-1-1,1053505-0-1-1","-7,-7,-7,-6,-6,-6,-6,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","327,27,176,61,330,171,20061","47","iron","63","300","theater_area-20000635","26000","901432","","","theater_area-30000635"
"636","theater_area-10000636","2","0","1;703;704","2000","701;710;702","0","5","0","36","","","","14;13;4;15;4;7;1;6;4;2;1;1;1","0;1;-1;1;0;0;0;0;0;0;0;0;0","891960000","1109820000","2","636","1053601-1-1-1,1053602-1-1-1,1053603-1-1-1,1053604-1-1-1,1053605-1-1-1,1053606-1-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","700003-1","60","5329","327,27,176,61,330,171,20061","47","network","63","300","theater_area-20000636","27500","901432","","","theater_area-30000636"
"637","theater_area-10000637","1","0","1;14;722","3000","722;729;723","0","5","0","36","","","","14;9;8;10;4;7;1;6;4;2;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","1109820000","1415580000","1","","1053701-0-1-1,1053702-0-1-1,1053703-0-1-1,1053704-0-1-1,1053705-0-1-1,1053706-0-1-1","-7,-7,-7,-6,-6,-6,-6,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","","60","0","325,326,162,319,85,264","47","iron","63","300","theater_area-20000637","29000","901433","","","theater_area-30000637"
"638","theater_area-10000638","2","0","1;718;723","3000","727;718;729","0","5","0","36","","","","14;9;8;15;6;10;1;6;4;2;1;1;1","0;0;0;1;1;1;0;0;0;0;0;0;0","1415580000","1730130000","2","","1053801-0-1-1,1053802-0-1-1,1053803-0-1-1,1053804-0-1-1,1053805-0-1-1,1053806-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-11,-11,-10,-10,-10,-9,-9,-9,-8,-8","0,0,0,0,0,0,0,0,0,0","700005-0","60","7322","325,326,162,319,85,264","47","network","63","300","theater_area-20000638","31000","901433","","","theater_area-30000638"
"641","theater_area-10000641","2","0","1;704;712","1500","730;720;710","0","5","0","36","","","","14;9;8;10;4;7;1;6;4;2;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","0","372600000","1","641","1054101-0-1-1,1054102-0-1-1,1054103-0-1-1,1054104-0-1-1,1054105-0-1-1,1054106-0-1-1","-2,-2,-2,-1,-1,-1,-1,0,0,0","0,0,0,0,0,0,0,0,0,0","-22,-22,-22,-21,-21,-21,-21,0,0,0","0,0,0,0,0,0,0,0,0,0","","60","0","157,324,164,173,238,263","47","network","64","300","theater_area-20000641","2400","901441","","","theater_area-30000641"
"642","theater_area-10000642","1","0","1;710;714","1500","740;716;714","0","5","0","36","","","","14;9;8;10;4;7;1;6;4;2;1;1;1","0;0;0;0;0;0;0;0;0;0;0;0;0","372600000","535890000","1","642","1054201-0-1-1,1054202-0-1-1,1054203-0-1-1,1054204-0-1-1,1054205-0-1-1,1054206-0-1-1","-7,-7,-7,-6,-6,-6,-6,0,0,0","0,0,0,0,0,0,0,0,0,0","-27,-27,-27,-26,-26,-26,-26,0,0,0","0,0,0,0,0,0,0,0,0,0","","60","0","157,324,164,173,238,263","47","snowland","64","300","theater_area-20000642","4800","901441","","","theater_area-30000642"
