id,name,code,description,lvup_description,skill_group_id,level,train_coin_type,train_coin_number,skill_up_time,spot_type,spot_belong,spot_echelon,cd_time,cd_time_type,consumption,start_range,is_night,data_pool,is_airborne,airborne_mission_buff_config_id,effect_cast,effect_self,effect_target,trigger_id,target_id,special_spot_add,special_spot_minus,mission_buff_add,mission_buff_minus,subsidiary_mission_skill,is_manual,allyteam_summoner,ap_cost,consumption_item,drop_item,fun_game_type,fun_game_name,fun_game_result_sub
482202,mission_skill_config-10482202,1,mission_skill_config-20482202,mission_skill_config-30482202,482202,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482202:1,,,,,0,,0,,,0,,
482203,mission_skill_config-10482203,1,mission_skill_config-20482203,mission_skill_config-30482203,482203,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,100007201,1,,,,,1000073,482203,,0,,,0,,
482204,mission_skill_config-10482204,1,mission_skill_config-20482204,mission_skill_config-30482204,482204,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482204:1,,,,,0,,0,,,0,,
482205,mission_skill_config-10482205,1,mission_skill_config-20482205,mission_skill_config-30482205,482205,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482205:1,,,,,0,,0,,,0,,
482206,mission_skill_config-10482206,1,mission_skill_config-20482206,mission_skill_config-30482206,482206,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482206:1,,,,,0,,0,,,0,,
482207,mission_skill_config-10482207,1,mission_skill_config-20482207,mission_skill_config-30482207,482207,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482207:1,,,,,0,,0,,,0,,
482208,mission_skill_config-10482208,1,mission_skill_config-20482208,mission_skill_config-30482208,482208,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,100007201,1,482208:1,,,,"482229,1000073",482208,,0,,,0,,
482209,mission_skill_config-10482209,1,mission_skill_config-20482209,mission_skill_config-30482209,482209,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,"482209:1,481400:1",,481400:1,,,0,,0,,,0,,
482210,mission_skill_config-10482210,1,mission_skill_config-20482210,mission_skill_config-30482210,482210,1,0,0,0,-1,-1,-1,0,1,0,100,0,0,0,0,0,0,0,48221501&&48221601&&48221701,48220401,482210:1,482204:1,,,,0,,0,,,0,,
482215,mission_skill_config-10482215,1,mission_skill_config-20482215,mission_skill_config-30482215,482215,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48221500,1,,,,,482235,482215,,0,,,0,,
482216,mission_skill_config-10482216,1,mission_skill_config-20482216,mission_skill_config-30482216,482216,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48221600,1,,,,,482236,482215,,0,,,0,,
482217,mission_skill_config-10482217,1,mission_skill_config-20482217,mission_skill_config-30482217,482217,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48221700,1,,,,,482237,482215,,0,,,0,,
482219,mission_skill_config-10482219,1,mission_skill_config-20482219,mission_skill_config-30482219,482219,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,1000017,48221810&&100007201,48220801&&48220900,482219:1,,,,1000073,482219,,0,,,0,,
482225,mission_skill_config-10482225,1,mission_skill_config-20482225,mission_skill_config-30482225,482225,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48221501,1,,,,,482245,482215,,0,,,0,,
482226,mission_skill_config-10482226,1,mission_skill_config-20482226,mission_skill_config-30482226,482226,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48221601,1,,,,,482246,482215,,0,,,0,,
482227,mission_skill_config-10482227,1,mission_skill_config-20482227,mission_skill_config-30482227,482227,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48221701,1,,,,,482247,482215,,0,,,0,,
482229,mission_skill_config-10482229,1,mission_skill_config-20482229,mission_skill_config-30482229,482229,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48220901,482218:1,,,,482230,0,,0,,,0,,
482230,mission_skill_config-10482230,1,mission_skill_config-20482230,mission_skill_config-30482230,482230,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48221810,482230:1,,,,,0,,0,,,0,,
482235,mission_skill_config-10482235,1,mission_skill_config-20482235,mission_skill_config-30482235,482235,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48220501||48220601||48220701,482215:1,,,,482210,0,,0,,,0,,
482236,mission_skill_config-10482236,1,mission_skill_config-20482236,mission_skill_config-30482236,482236,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48220501||48220601||48220701,482216:1,,,,482210,0,,0,,,0,,
482237,mission_skill_config-10482237,1,mission_skill_config-20482237,mission_skill_config-30482237,482237,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48220501||48220601||48220701,482217:1,,,,482210,0,,0,,,0,,
482245,mission_skill_config-10482245,1,mission_skill_config-20482245,mission_skill_config-30482245,482245,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48220501||48220601||48220701,,482215:1,,,482210,0,,0,,,0,,
482246,mission_skill_config-10482246,1,mission_skill_config-20482246,mission_skill_config-30482246,482246,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48220501||48220601||48220701,,482216:1,,,482210,0,,0,,,0,,
482247,mission_skill_config-10482247,1,mission_skill_config-20482247,mission_skill_config-30482247,482247,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48220501||48220601||48220701,,482217:1,,,482210,0,,0,,,0,,
482300,mission_skill_config-10482300,1,mission_skill_config-20482300,mission_skill_config-30482300,482300,1,0,0,0,-1,-1,0,0,1,0,1,0,0,0,0,0,0,0,48230100,,,,,,482398,482300,482300,0,,,0,,
482301,mission_skill_config-10482301,1,mission_skill_config-20482301,mission_skill_config-30482301,482301,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482301:1,,,,,0,,0,,,0,,
482302,mission_skill_config-10482302,1,mission_skill_config-20482302,mission_skill_config-30482302,482302,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482302:1,,,,,0,,0,,,0,,
482303,mission_skill_config-10482303,1,mission_skill_config-20482303,mission_skill_config-30482303,482303,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482303:1,,,,,0,,0,,,0,,
482304,mission_skill_config-10482304,1,mission_skill_config-20482304,mission_skill_config-30482304,482304,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482304:1,,,,,0,,0,,,0,,
482305,mission_skill_config-10482305,1,mission_skill_config-20482305,mission_skill_config-30482305,482305,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482305:1,,,,,0,,0,,,0,,
482311,mission_skill_config-10482311,1,mission_skill_config-20482311,mission_skill_config-30482311,482311,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48230101&&48231101,,482311:1,,,,482201,,0,,,0,,
482312,mission_skill_config-10482312,1,mission_skill_config-20482312,mission_skill_config-30482312,482312,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48230201&&48231201,,482312:1,,,,482201,,0,,,0,,
482313,mission_skill_config-10482313,1,mission_skill_config-20482313,mission_skill_config-30482313,482313,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48230301&&48231301,,482313:1,,,,482201,,0,,,0,,
482314,mission_skill_config-10482314,1,mission_skill_config-20482314,mission_skill_config-30482314,482314,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48230401&&48231401,,482314:1,,,,482201,,0,,,0,,
482321,mission_skill_config-10482321,1,mission_skill_config-20482321,mission_skill_config-30482321,482321,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48230101&&48231100,482311:1,,,,482331,482002,,0,,,0,,
482322,mission_skill_config-10482322,1,mission_skill_config-20482322,mission_skill_config-30482322,482322,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48230201&&48231200,482312:1,,,,482332,482002,,0,,,0,,
482323,mission_skill_config-10482323,1,mission_skill_config-20482323,mission_skill_config-30482323,482323,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48230301&&48231300,482313:1,,,,482333,482002,,0,,,0,,
482324,mission_skill_config-10482324,1,mission_skill_config-20482324,mission_skill_config-30482324,482324,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48230401&&48231400,482314:1,,,,482334,482002,,0,,,0,,
482331,mission_skill_config-10482331,1,mission_skill_config-20482331,mission_skill_config-30482331,482331,1,0,0,0,-1,-1,"1,7,8,301,303,4,5,6",0,1,0,99,0,35,0,0,0,0,0,,48230101,482315:1,482301:1,,,,0,,0,,,0,,
482332,mission_skill_config-10482332,1,mission_skill_config-20482332,mission_skill_config-30482332,482332,1,0,0,0,-1,-1,"1,7,8,301,303,4,5,6",0,1,0,99,0,35,0,0,0,0,0,,48230201,482315:1,482302:1,,,,0,,0,,,0,,
482333,mission_skill_config-10482333,1,mission_skill_config-20482333,mission_skill_config-30482333,482333,1,0,0,0,-1,-1,"1,7,8,301,303,4,5,6",0,1,0,99,0,35,0,0,0,0,0,,48230301,482315:1,482303:1,,,,0,,0,,,0,,
482334,mission_skill_config-10482334,1,mission_skill_config-20482334,mission_skill_config-30482334,482334,1,0,0,0,-1,-1,"1,7,8,301,303,4,5,6",0,1,0,99,0,35,0,0,0,0,0,,48230401,482315:1,482304:1,,,,0,,0,,,0,,
482398,mission_skill_config-10482398,1,mission_skill_config-20482398,mission_skill_config-30482398,482398,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,482301:1,,,0,,0,,,0,,
482399,mission_skill_config-10482399,1,mission_skill_config-20482399,mission_skill_config-30482399,482399,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,482300:1,,,0,,0,,,0,,
482401,mission_skill_config-10482401,1,mission_skill_config-20482401,mission_skill_config-30482401,482401,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,"482401:1,482411:1",,,,,0,,0,,,0,,
482402,mission_skill_config-10482402,1,mission_skill_config-20482402,mission_skill_config-30482402,482402,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,"482402:1,482422:1",,,,,0,,0,,,0,,
482403,mission_skill_config-10482403,1,mission_skill_config-20482403,mission_skill_config-30482403,482403,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,"482403:1,482422:1",,,,,0,,0,,,0,,
482407,mission_skill_config-10482407,1,mission_skill_config-20482407,mission_skill_config-30482407,482407,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482407:1,,,,,0,,0,,,0,,
482411,mission_skill_config-10482411,1,mission_skill_config-20482411,mission_skill_config-30482411,482411,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48240101&&48242101,482411:1,482421:1,,,482421,482411,,0,,,0,,
482412,mission_skill_config-10482412,1,mission_skill_config-20482412,mission_skill_config-30482412,482412,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48240201&&48242201,482412:1,482422:1,,,482422,482411,,0,,,0,,
482421,mission_skill_config-10482421,1,mission_skill_config-20482421,mission_skill_config-30482421,482421,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48240301||48240201,482422:1,"482421:1,482412:1",,,,0,,0,,,0,,
482422,mission_skill_config-10482422,1,mission_skill_config-20482422,mission_skill_config-30482422,482422,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48240301||48240101,482421:1,"482422:1,482411:1",,,,0,,0,,,0,,
482430,mission_skill_config-10482430,1,mission_skill_config-20482430,mission_skill_config-30482430,482430,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,482430:3,,,0,,0,,,0,,
482431,mission_skill_config-10482431,1,mission_skill_config-20482431,mission_skill_config-30482431,482431,1,0,0,0,-1,1,0,0,1,0,99,0,101,0,0,0,0,0,48243002,100007200,"482431:1,482430:2",,,,482447,482431,482431,0,,,0,,
482432,mission_skill_config-10482432,1,mission_skill_config-20482432,mission_skill_config-30482432,482432,1,0,0,0,-1,1,0,0,1,0,99,0,4,0,0,0,0,0,48243001,100007200,"482432:1,482430:1",,,,482446,482432,482432,0,,,0,,
482433,mission_skill_config-10482433,1,mission_skill_config-20482433,mission_skill_config-30482433,482433,1,0,0,0,-1,1,0,0,1,0,99,0,15,0,0,0,0,0,48243002,100007200,"482433:1,482430:2",,,,482447,482433,482433,0,,,0,,
482434,mission_skill_config-10482434,1,mission_skill_config-20482434,mission_skill_config-30482434,482434,1,0,0,0,-1,1,0,0,1,0,99,0,27,0,0,0,0,0,48243002,100007200,"482434:1,482430:2",,,,482447,482434,482434,0,,,0,,
482435,mission_skill_config-10482435,1,mission_skill_config-20482435,mission_skill_config-30482435,482435,1,0,0,0,-1,1,0,0,1,0,99,0,7,0,0,0,0,0,48243001,100007200,"482435:1,482430:1",,,,482446,482435,482435,0,,,0,,
482439,mission_skill_config-10482439,1,mission_skill_config-20482439,mission_skill_config-30482439,482439,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,"482441,482442,482443,482444,482445",0,,0,,,0,,
482440,mission_skill_config-10482440,1,mission_skill_config-20482440,mission_skill_config-30482440,482440,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482440:1,,,,,0,,0,,,0,,
482441,mission_skill_config-10482441,1,mission_skill_config-20482441,mission_skill_config-30482441,482441,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,48244101,48200101,,,482430:1,,,0,,0,,,0,,
482442,mission_skill_config-10482442,1,mission_skill_config-20482442,mission_skill_config-30482442,482442,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,48244201,48200101,,,482430:2,,,0,,0,,,0,,
482443,mission_skill_config-10482443,1,mission_skill_config-20482443,mission_skill_config-30482443,482443,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,48244301,48200101,,,482430:3,,,0,,0,,,0,,
482444,mission_skill_config-10482444,1,mission_skill_config-20482444,mission_skill_config-30482444,482444,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,48244401,48200101,,,482430:4,,,0,,0,,,0,,
482445,mission_skill_config-10482445,1,mission_skill_config-20482445,mission_skill_config-30482445,482445,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,48244501,48200101,,,482430:5,,,0,,0,,,0,,
482446,mission_skill_config-10482446,1,mission_skill_config-20482446,mission_skill_config-30482446,482446,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,482430:1,,0,,0,,,0,,
482447,mission_skill_config-10482447,1,mission_skill_config-20482447,mission_skill_config-30482447,482447,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,482430:2,,0,,0,,,0,,
482501,mission_skill_config-10482501,1,mission_skill_config-20482501,mission_skill_config-30482501,482501,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,1007,100007201,48000001&&48250201,482501:1,,,,1000073,482501,,0,,,0,,
482502,mission_skill_config-10482502,1,mission_skill_config-20482502,mission_skill_config-30482502,482502,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482502:1,,,,,0,,0,,,0,,
482503,mission_skill_config-10482503,1,mission_skill_config-20482503,mission_skill_config-30482503,482503,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482503:1,,,,,0,,0,,,0,,
482504,mission_skill_config-10482504,1,mission_skill_config-20482504,mission_skill_config-30482504,482504,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482504:1,,,,,0,,0,,,0,,
482505,mission_skill_config-10482505,1,mission_skill_config-20482505,mission_skill_config-30482505,482505,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48250801,,,482505:1,,,0,,0,,,0,,
482506,mission_skill_config-10482506,1,mission_skill_config-20482506,mission_skill_config-30482506,482506,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48250801,,,482506:1,,,0,,0,,,0,,
482507,mission_skill_config-10482507,1,mission_skill_config-20482507,mission_skill_config-30482507,482507,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,48250801,,,482507:1,,,0,,0,,,0,,
482508,mission_skill_config-10482508,1,mission_skill_config-20482508,mission_skill_config-30482508,482508,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482508:1,,,,,0,,0,,,0,,
482509,mission_skill_config-10482509,1,mission_skill_config-20482509,mission_skill_config-30482509,482509,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482509:1,,,,,482509,,0,,,0,,
482512,mission_skill_config-10482512,1,mission_skill_config-20482512,mission_skill_config-30482512,482512,1,0,0,0,-1,-1,-1,0,1,0,2,0,0,0,0,0,0,1000016,48000001&&48250102,48250401,,482504:1,,,,482512,,0,,,0,,
482513,mission_skill_config-10482513,1,mission_skill_config-20482513,mission_skill_config-30482513,482513,1,0,0,0,-1,-1,0,0,1,0,100,0,0,2,0,0,0,0,,48250301,482513:1,,,,,482513,,0,,,0,,
482518,mission_skill_config-10482518,1,mission_skill_config-20482518,mission_skill_config-30482518,482518,1,0,0,0,-1,-1,0,0,1,0,100,0,0,2,0,0,0,0,,48250801,482518:1,,,,,482513,,0,,,0,,
482519,mission_skill_config-10482519,1,mission_skill_config-20482519,mission_skill_config-30482519,482519,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,482519:1,,,,,0,,0,,,0,,
483401,mission_skill_config-10483401,1,mission_skill_config-20483401,mission_skill_config-30483401,483401,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,,1,483401:1,,,,,0,,0,,,0,,
483500,mission_skill_config-10483500,1,mission_skill_config-20483500,mission_skill_config-30483500,483500,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,483500:1,,,,,0,,0,,,0,,
483501,mission_skill_config-10483501,1,mission_skill_config-20483501,mission_skill_config-30483501,483501,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,100007201&&48350100&&48190600,1,,,483501:1,,1000073,483501,,0,,,0,,
483502,mission_skill_config-10483502,1,mission_skill_config-20483502,mission_skill_config-30483502,483502,1,0,0,0,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,1000017,48350101||48190602,48350301,,483503:1,,,483512,483502,,0,,,0,,
483503,mission_skill_config-10483503,1,mission_skill_config-20483503,mission_skill_config-30483503,483503,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,483503:1,,,,,0,,0,,,0,,
483511,mission_skill_config-10483511,1,mission_skill_config-20483511,mission_skill_config-30483511,483511,1,0,0,0,-1,-1,"4,5,6",0,1,0,1,0,100,0,0,0,0,0,,,483511:1,,,,483512,483511,,0,,,0,,
483512,mission_skill_config-10483512,1,mission_skill_config-20483512,mission_skill_config-30483512,483512,1,0,0,0,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,,2,,,,483501:1,,0,,0,,,0,,
483600,mission_skill_config-10483600,1,mission_skill_config-20483600,mission_skill_config-30483600,483600,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,483600:1,,483600:1,,,0,,0,,,0,,
483601,mission_skill_config-10483601,1,mission_skill_config-20483601,mission_skill_config-30483601,483601,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,,,"483601:2,480102:1",,,0,,0,,,0,,
483611,mission_skill_config-10483611,1,mission_skill_config-20483611,mission_skill_config-30483611,483611,1,0,0,0,-1,-1,-1,0,1,0,0,0,100,0,0,0,0,0,48361100,1,483611:1,,,483601:1,,483611,,0,,,0,,
483701,mission_skill_config-10483701,1,mission_skill_config-20483701,mission_skill_config-30483701,483701,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,483701:1,,,,,0,,0,,,0,,
483801,mission_skill_config-10483801,1,mission_skill_config-20483801,mission_skill_config-30483801,483801,1,0,0,0,-1,-1,-1,0,1,0,0,0,100,0,0,0,0,0,,1,483801:1,,,,,0,,0,,,0,,
483901,mission_skill_config-10483901,1,mission_skill_config-20483901,mission_skill_config-30483901,483901,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,"482000:1,483901:1",,"482000:1,483901:1",,,0,,0,,,0,,
483902,mission_skill_config-10483902,1,mission_skill_config-20483902,mission_skill_config-30483902,483902,1,0,0,0,-1,-1,-1,0,1,0,1,0,100,0,0,0,0,0,48390301,1&&100007201,483902:1,,,,"483904,1000073",483902,,0,,,0,,
483903,mission_skill_config-10483903,1,mission_skill_config-20483903,mission_skill_config-30483903,483903,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,100007201&&48390300,1,,,483903:1,,1000073,483903,,0,,,0,,
483904,mission_skill_config-10483904,1,mission_skill_config-20483904,mission_skill_config-30483904,483904,1,0,0,0,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,,2,,,,483903:1,,0,,0,,,0,,
484001,mission_skill_config-10484001,1,mission_skill_config-20484001,mission_skill_config-30484001,484001,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,484001:1,,,,,0,,0,,,0,,
484002,mission_skill_config-10484002,1,mission_skill_config-20484002,mission_skill_config-30484002,484002,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,484002:1,,,,,0,,0,,,0,,
484003,mission_skill_config-10484003,1,mission_skill_config-20484003,mission_skill_config-30484003,484003,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,484003:1,,,,,0,,0,,,0,,
484011,mission_skill_config-10484011,1,mission_skill_config-20484011,mission_skill_config-30484011,484011,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48390301,48400101,483902:1,,,483903:1,,483902,,0,,,0,,
484012,mission_skill_config-10484012,1,mission_skill_config-20484012,mission_skill_config-30484012,484012,1,0,0,0,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,48390301,1&&100007201,"483902:1,483904:1",,,,"484013,483904,1000073",483902,,0,,,0,,
484013,mission_skill_config-10484013,1,mission_skill_config-20484013,mission_skill_config-30484013,484013,1,0,0,0,-1,-1,-1,0,1,0,1,0,0,0,0,0,0,0,,48400301,"483903:1,483904:1",,,,,0,,0,,,0,,
484101,mission_skill_config-10484101,1,mission_skill_config-20484101,mission_skill_config-30484101,484101,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,"484101:1,484112:1",,,,,0,,0,,,0,,
484102,mission_skill_config-10484102,1,mission_skill_config-20484102,mission_skill_config-30484102,484102,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,"484102:1,484112:1",,,,,0,,0,,,0,,
484103,mission_skill_config-10484103,1,mission_skill_config-20484103,mission_skill_config-30484103,484103,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,484103:1,,,,,0,,0,,,0,,
484104,mission_skill_config-10484104,1,mission_skill_config-20484104,mission_skill_config-30484104,484104,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,484104:1,,,,,0,,0,,,0,,
484105,mission_skill_config-10484105,1,mission_skill_config-20484105,mission_skill_config-30484105,484105,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48410701&&100007201,1,,,,,1000073,482203,,0,,,0,,
484106,mission_skill_config-10484106,1,mission_skill_config-20484106,mission_skill_config-30484106,484106,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,484106:1,,,,,0,,0,,,0,,
484107,mission_skill_config-10484107,1,mission_skill_config-20484107,mission_skill_config-30484107,484107,1,0,0,0,-1,-1,-1,0,1,0,99,0,0,0,0,0,0,0,100007201,48410501||1,484107:1,,,,1000073,481813,,0,,,0,,
484110,mission_skill_config-10484110,1,mission_skill_config-20484110,mission_skill_config-30484110,484110,1,0,0,0,-1,-1,-1,0,1,0,100,0,0,0,0,0,0,0,48411101&&48411201,48410601,484110:1,484106:1,,,,0,,0,,,0,,
484111,mission_skill_config-10484111,1,mission_skill_config-20484111,mission_skill_config-30484111,484111,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48411100&&48411200,1,,,,,"484151,484152,484110",482215,,0,,,0,,
484112,mission_skill_config-10484112,1,mission_skill_config-20484112,mission_skill_config-30484112,484112,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48411100,1,,,,,"484151,484110",482215,,0,,,0,,
484113,mission_skill_config-10484113,1,mission_skill_config-20484113,mission_skill_config-30484113,484113,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48410301,1,484113:1,484103:1,,,,482215,,0,,,0,,
484114,mission_skill_config-10484114,1,mission_skill_config-20484114,mission_skill_config-30484114,484114,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48410401,1,484114:1,484104:1,,,,482215,,0,,,0,,
484115,mission_skill_config-10484115,1,mission_skill_config-20484115,mission_skill_config-30484115,484115,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,,1,"484105:1,1000072:1",,,,,0,,0,,,0,,
484121,mission_skill_config-10484121,1,mission_skill_config-20484121,mission_skill_config-30484121,484121,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48411100&&48411201,1,,,,,"484151,484162,484110",482215,,0,,,0,,
484122,mission_skill_config-10484122,1,mission_skill_config-20484122,mission_skill_config-30484122,484122,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48411101,1,,,,,"484151,484110",482215,,0,,,0,,
484123,mission_skill_config-10484123,1,mission_skill_config-20484123,mission_skill_config-30484123,484123,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48411301,1,484123:1,484113:1,,,,482215,,0,,,0,,
484124,mission_skill_config-10484124,1,mission_skill_config-20484124,mission_skill_config-30484124,484124,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48411401,1,484124:1,484114:1,,,,482215,,0,,,0,,
484131,mission_skill_config-10484131,1,mission_skill_config-20484131,mission_skill_config-30484131,484131,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48411101&&48411200,1,,,,,"484161,484152,484110",482215,,0,,,0,,
484133,mission_skill_config-10484133,1,mission_skill_config-20484133,mission_skill_config-30484133,484133,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48412301,1,484133:1,484123:1,,,,482215,,0,,,0,,
484134,mission_skill_config-10484134,1,mission_skill_config-20484134,mission_skill_config-30484134,484134,1,0,0,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,48412401,1,484134:1,484124:1,,,,482215,,0,,,0,,
