id,name,user_exp,mp,ammo,mre,part,core,gem,gem_pay,gun_id,sangvis,item_ids,furniture,gift,equip_ids,coins,skin,content,send_limit,icon,bp_pay,fairy_ids,chip,commander_uniform
776,prize-10000776,0,0,0,0,0,15,0,0,0,,45-150,,,,,0,prize-20000776,0,,0,,,
777,prize-10000777,0,0,0,0,0,0,0,0,0,,,,,,1-100,0,prize-20000777,0,,0,,,
778,prize-10000778,0,100,100,100,100,0,0,0,0,,,,,,,0,prize-20000778,0,,0,,,
779,prize-10000779,0,100,100,100,100,0,0,0,0,,,,,,,0,prize-20000779,0,,0,,,
780,prize-10000780,0,0,0,0,0,0,0,0,0,,14-10,,,,,0,prize-20000780,0,,0,,,
781,prize-10000781,0,0,0,0,0,0,0,0,0,,15-10,,,,,0,prize-20000781,0,,0,,,
782,prize-10000782,0,0,0,0,0,0,0,0,0,,14-10,,,,,0,prize-20000782,0,,0,,,
783,prize-10000783,0,0,0,0,0,0,0,0,0,,15-10,,,,,0,prize-20000783,0,,0,,,
784,prize-10000784,0,0,0,0,0,0,0,0,0,,46-10,,,,,0,prize-20000784,0,,0,,,
785,prize-10000785,0,0,0,0,0,0,0,0,0,,"14-20,15-20",,,,,0,prize-20000785,0,,0,,,
786,prize-10000786,0,0,0,0,0,0,0,0,0,,17-2,,,,,0,prize-20000786,0,,0,,,
787,prize-10000787,0,0,0,0,0,0,0,0,0,,17-2,,,,,0,prize-20000787,0,,0,,,
788,prize-10000788,0,0,0,0,0,0,0,0,0,,46-10,,,,,0,prize-20000788,0,,0,,,
789,prize-10000789,0,0,0,0,0,0,0,0,0,,16-1,,,,,0,prize-20000789,0,,0,,,
790,prize-10000790,0,0,0,0,0,0,0,0,0,,17-2,,,,,0,prize-20000790,0,,0,,,
791,prize-10000791,0,0,0,0,0,0,0,0,0,,15-20,,,,,0,prize-20000791,0,,0,,,
792,prize-10000792,0,0,0,0,0,0,0,0,0,,14-10,,,,,0,prize-20000792,0,,0,,,
793,prize-10000793,0,0,0,0,0,0,0,0,0,,14-10,,,,,0,prize-20000793,0,,0,,,
794,prize-10000794,0,0,0,0,0,0,0,0,0,,6003-1,,,,,0,prize-20000794,0,,0,,,
795,prize-10000795,0,0,0,0,0,0,0,0,0,,6006-1,,,,,0,prize-20000795,0,,0,,,
796,prize-10000796,0,0,0,0,0,0,0,0,0,,6009-1,,,,,0,prize-20000796,0,,0,,,
797,prize-10000797,0,0,0,0,0,0,0,0,0,,"6010-1,6011-1",,,,,0,prize-20000797,0,,0,,,
798,prize-10000798,0,0,0,0,0,0,0,0,0,,6012-1,,,,,0,prize-20000798,0,,0,,,
799,prize-10000799,0,0,0,0,0,0,0,0,0,,601-1,,,,,0,prize-20000799,0,,0,,,
800,prize-10000800,0,0,0,0,0,0,0,0,0,,602-1,,,,,0,prize-20000800,0,,0,,,
801,prize-10000801,0,100,0,0,0,0,0,0,0,,,,,,,0,prize-20000801,0,,0,,,
802,prize-10000802,0,200,0,0,0,0,0,0,0,,,,,,,0,prize-20000802,0,,0,,,
803,prize-10000803,0,300,0,0,0,0,0,0,0,,,,,,,0,prize-20000803,0,,0,,,
804,prize-10000804,0,0,100,0,0,0,0,0,0,,,,,,,0,prize-20000804,0,,0,,,
805,prize-10000805,0,0,200,0,0,0,0,0,0,,,,,,,0,prize-20000805,0,,0,,,
806,prize-10000806,0,0,300,0,0,0,0,0,0,,,,,,,0,prize-20000806,0,,0,,,
807,prize-10000807,0,0,0,100,0,0,0,0,0,,,,,,,0,prize-20000807,0,,0,,,
808,prize-10000808,0,0,0,200,0,0,0,0,0,,,,,,,0,prize-20000808,0,,0,,,
809,prize-10000809,0,0,0,300,0,0,0,0,0,,,,,,,0,prize-20000809,0,,0,,,
810,prize-10000810,0,0,0,0,100,0,0,0,0,,,,,,,0,prize-20000810,0,,0,,,
811,prize-10000811,0,0,0,0,200,0,0,0,0,,,,,,,0,prize-20000811,0,,0,,,
812,prize-10000812,0,0,0,0,300,0,0,0,0,,,,,,,0,prize-20000812,0,,0,,,
813,prize-10000813,0,0,0,0,0,0,0,0,0,,41-2,,,,,0,prize-20000813,0,,0,,,
814,prize-10000814,0,0,0,0,0,0,0,0,0,,41-3,,,,,0,prize-20000814,0,,0,,,
815,prize-10000815,0,0,0,0,0,0,0,0,0,,41-4,,,,,0,prize-20000815,0,,0,,,
816,prize-10000816,0,0,0,0,0,0,0,0,0,,9-2,,,,,0,prize-20000816,0,,0,,,
817,prize-10000817,0,0,0,0,0,0,0,0,0,,9-3,,,,,0,prize-20000817,0,,0,,,
818,prize-10000818,0,0,0,0,0,0,0,0,0,,9-4,,,,,0,prize-20000818,0,,0,,,
819,prize-10000819,0,0,0,0,0,1,0,0,0,,,,,,,0,prize-20000819,0,,0,,,
820,prize-10000820,0,0,0,0,0,2,0,0,0,,,,,,,0,prize-20000820,0,,0,,,
821,prize-10000821,0,0,0,0,0,3,0,0,0,,,,,,,0,prize-20000821,0,,0,,,
822,prize-10000822,0,0,0,0,0,0,0,0,0,,1-1,,,,,0,prize-20000822,0,,0,,,
823,prize-10000823,0,0,0,0,0,0,0,0,0,,2-1,,,,,0,prize-20000823,0,,0,,,
824,prize-10000824,0,0,0,0,0,0,0,0,0,,3-1,,,,,0,prize-20000824,0,,0,,,
825,prize-10000825,0,0,0,0,0,0,0,0,0,,4-1,,,,,0,prize-20000825,0,,0,,,
826,prize-10000826,0,0,0,0,0,0,0,0,0,,8-1,,,,,0,prize-20000826,0,,0,,,
827,prize-10000827,0,0,0,0,0,0,0,0,0,,,,,,1-20,0,prize-20000827,0,,0,,,
828,prize-10000828,0,0,0,0,0,0,0,0,0,,,,,,1-30,0,prize-20000828,0,,0,,,
829,prize-10000829,0,0,0,0,0,0,0,0,0,,,,,,1-40,0,prize-20000829,0,,0,,,
830,prize-10000830,0,0,0,0,0,0,0,0,0,,,,,,2-20,0,prize-20000830,0,,0,,,
831,prize-10000831,0,0,0,0,0,0,0,0,0,,,,,,2-30,0,prize-20000831,0,,0,,,
832,prize-10000832,0,0,0,0,0,0,0,0,0,,,,,,2-40,0,prize-20000832,0,,0,,,
833,prize-10000833,0,0,0,0,0,0,0,0,0,,,,,,3-20,0,prize-20000833,0,,0,,,
834,prize-10000834,0,0,0,0,0,0,0,0,0,,,,,,3-30,0,prize-20000834,0,,0,,,
835,prize-10000835,0,0,0,0,0,0,0,0,0,,,,,,3-40,0,prize-20000835,0,,0,,,
836,prize-10000836,0,0,0,0,0,0,0,0,0,,44-10,,,,,0,prize-20000836,0,,0,,,
837,prize-10000837,0,0,0,0,0,0,0,0,0,,44-20,,,,,0,prize-20000837,0,,0,,,
838,prize-10000838,0,0,0,0,0,0,0,0,0,,44-30,,,,,0,prize-20000838,0,,0,,,
839,prize-10000839,0,0,0,0,0,0,0,0,0,,506-20,,,,,0,prize-20000839,0,,0,,,
840,prize-10000840,0,0,0,0,0,0,0,0,0,,506-30,,,,,0,prize-20000840,0,,0,,,
841,prize-10000841,0,0,0,0,0,0,0,0,0,,506-40,,,,,0,prize-20000841,0,,0,,,
842,prize-10000842,0,0,0,0,0,0,0,0,0,,,1911,,,,0,prize-20000842,0,,0,,,
843,prize-10000843,0,0,0,0,0,0,0,0,0,,,1912,,,,0,prize-20000843,0,,0,,,
844,prize-10000844,0,0,0,0,0,0,0,0,0,,,1913,,,,0,prize-20000844,0,,0,,,
845,prize-10000845,0,0,0,0,0,0,0,0,0,,,1914,,,,0,prize-20000845,0,,0,,,
846,prize-10000846,0,0,0,0,0,0,0,0,102,,,,,,,0,prize-20000846,0,,0,,,
847,prize-10000847,0,0,0,0,0,0,0,0,114,,,,,,,0,prize-20000847,0,,0,,,
848,prize-10000848,0,0,0,0,0,0,0,0,104,,,,,,,0,prize-20000848,0,,0,,,
849,prize-10000849,0,0,0,0,0,0,0,0,128,,,,,,,0,prize-20000849,0,,0,,,
850,prize-10000850,0,0,0,0,0,0,0,0,129,,,,,,,0,prize-20000850,0,,0,,,
851,prize-10000851,0,0,0,0,0,0,0,0,173,,,,,,,0,prize-20000851,0,,0,,,
852,prize-10000852,0,0,0,0,0,0,0,0,0,,100004-1,,,,,0,prize-20000852,0,,0,,,
853,prize-10000853,0,30000,30000,30000,30000,0,2019,0,0,,,,,93,,0,prize-20000853,0,,0,"18-910118,18-0,18-0",,
854,prize-10000854,0,28000,28000,28000,28000,0,1800,0,0,,,,,93,,0,prize-20000854,0,,0,"18-910118,18-0,18-0",,
855,prize-10000855,0,26000,26000,26000,26000,0,1600,0,0,,,,,93,,0,prize-20000855,0,,0,"18-910118,18-0,18-0",,
856,prize-10000856,0,24000,24000,24000,24000,0,1400,0,0,,,,,93,,0,prize-20000856,0,,0,"18-910118,18-0,18-0",,
857,prize-10000857,0,22000,22000,22000,22000,0,1200,0,0,,,,,93,,0,prize-20000857,0,,0,"18-910118,18-0,18-0",,
858,prize-10000858,0,20000,20000,20000,20000,0,1000,0,0,,,,,93,,0,prize-20000858,0,,0,"18-910118,18-0,18-0",,
859,prize-10000859,0,18000,18000,18000,18000,0,900,0,0,,,,,93,,0,prize-20000859,0,,0,"18-910118,18-0,18-0",,
860,prize-10000860,0,16000,16000,16000,16000,0,800,0,0,,,,,93,,0,prize-20000860,0,,0,"18-910118,18-0,18-0",,
861,prize-10000861,0,14000,14000,14000,14000,0,700,0,0,,,,,93,,0,prize-20000861,0,,0,"18-910118,18-0,18-0",,
862,prize-10000862,0,12000,12000,12000,12000,0,600,0,0,,,,,93,,0,prize-20000862,0,,0,"18-910118,18-0,18-0",,
863,prize-10000863,0,10000,10000,10000,10000,0,500,0,0,,,,,93,,0,prize-20000863,0,,0,"18-910118,18-0,18-0",,
864,prize-10000864,0,9000,9000,9000,9000,0,400,0,0,,,,,93,,0,prize-20000864,0,,0,"18-910118,18-0,18-0",,
865,prize-10000865,0,8000,8000,8000,8000,0,300,0,0,,,,,93,,0,prize-20000865,0,,0,"18-910118,18-0,18-0",,
866,prize-10000866,0,7000,7000,7000,7000,0,200,0,0,,,,,93,,0,prize-20000866,0,,0,"18-0,18-0",,
867,prize-10000867,0,6000,6000,6000,6000,0,150,0,0,,,,,93,,0,prize-20000867,0,,0,"18-0,18-0",,
868,prize-10000868,0,5000,5000,5000,5000,0,100,0,0,,,,,93,,0,prize-20000868,0,,0,18-0,,
869,prize-10000869,0,4000,4000,4000,4000,0,80,0,0,,,,,93,,0,prize-20000869,0,,0,18-0,,
870,prize-10000870,0,3000,3000,3000,3000,0,50,0,0,,,,,,,0,prize-20000870,0,,0,18-0,,
871,prize-10000871,0,2000,2000,2000,2000,0,50,0,0,,,,,,,0,prize-20000871,0,,0,,,
872,prize-10000872,30,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000872,0,,0,15-910101,,
873,prize-10000873,50,150,150,150,150,0,0,0,0,,"2-1,3-1",,,,,0,prize-20000873,1,,0,,,
874,prize-10000874,0,0,0,0,0,0,0,0,0,,100004-20,,,,,0,prize-20000874,0,,0,,,
875,prize-10000875,0,0,0,0,0,0,0,0,0,,100004-30,,,,,0,prize-20000875,0,,0,,,
876,prize-10000876,0,0,0,0,0,0,0,0,0,,100004-50,,,,,0,prize-20000876,0,,0,,,
877,prize-10000877,0,0,0,0,0,0,0,0,0,,100004-100,,,,,0,prize-20000877,0,,0,,,
878,prize-10000878,0,0,0,0,0,0,0,0,0,,45-10,,,,,0,prize-20000878,0,,0,,,
879,prize-10000879,0,0,0,0,0,0,0,0,0,,45-20,,,,,0,prize-20000879,0,,0,,,
880,prize-10000880,0,0,0,0,0,0,0,0,0,,45-30,,,,,0,prize-20000880,0,,0,,,
881,prize-10000881,0,0,0,0,0,0,0,0,0,,,1915,,,,0,prize-20000881,0,,0,,,
882,prize-10000882,0,0,0,0,0,0,0,0,0,,,1916,,,,0,prize-20000882,0,,0,,,
883,prize-10000883,0,0,0,0,0,0,0,0,0,,,1917,,,,0,prize-20000883,0,,0,,,
884,prize-10000884,0,0,0,0,0,0,0,0,0,,,1918,,,,0,prize-20000884,0,,0,,,
885,prize-10000885,0,0,0,0,0,0,0,0,204,,,,,,,0,prize-20000885,0,,0,,,
886,prize-10000886,0,0,0,0,0,0,0,0,183,,,,,,,0,prize-20000886,0,,0,,,
887,prize-10000887,0,0,0,0,0,0,0,0,148,,,,,,,0,prize-20000887,0,,0,,,
888,prize-10000888,0,0,0,0,0,0,0,0,172,,,,,,,0,prize-20000888,0,,0,,,
889,prize-10000889,0,0,0,0,0,0,0,0,188,,,,,,,0,prize-20000889,0,,0,,,
890,prize-10000890,0,0,0,0,0,0,0,0,0,,100007-3,,,,,0,prize-20000890,0,,0,,,
891,prize-10000891,0,0,0,0,0,0,0,0,0,,100007-6,,,,,0,prize-20000891,0,,0,,,
892,prize-10000892,0,0,0,0,0,0,0,0,0,,100007-10,,,,,0,prize-20000892,0,,0,,,
893,prize-10000893,0,0,0,0,0,0,0,0,0,,100007-12,,,,,0,prize-20000893,0,,0,,,
894,prize-10000894,0,0,0,0,0,0,0,0,0,,100007-15,,,,,0,prize-20000894,0,,0,,,
895,prize-10000895,0,0,0,0,0,0,0,0,0,,100007-20,,,,,0,prize-20000895,0,,0,,,
896,prize-10000896,0,30000,30000,30000,30000,0,2020,0,0,,,,,105,,0,prize-20000896,0,,0,"19-910119,19-0",,
897,prize-10000897,0,28000,28000,28000,28000,0,1800,0,0,,,,,105,,0,prize-20000897,0,,0,"19-910119,19-0",,
898,prize-10000898,0,26000,26000,26000,26000,0,1600,0,0,,,,,105,,0,prize-20000898,0,,0,"19-910119,19-0",,
899,prize-10000899,0,24000,24000,24000,24000,0,1400,0,0,,,,,105,,0,prize-20000899,0,,0,"19-910119,19-0",,
900,prize-10000900,0,22000,22000,22000,22000,0,1200,0,0,,,,,105,,0,prize-20000900,0,,0,"19-910119,19-0",,
901,prize-10000901,0,20000,20000,20000,20000,0,1000,0,0,,,,,105,,0,prize-20000901,0,,0,"19-910119,19-0",,
902,prize-10000902,0,18000,18000,18000,18000,0,900,0,0,,,,,105,,0,prize-20000902,0,,0,"19-910119,19-0",,
903,prize-10000903,0,16000,16000,16000,16000,0,800,0,0,,,,,105,,0,prize-20000903,0,,0,"19-910119,19-0",,
904,prize-10000904,0,14000,14000,14000,14000,0,700,0,0,,,,,105,,0,prize-20000904,0,,0,"19-910119,19-0",,
905,prize-10000905,0,12000,12000,12000,12000,0,600,0,0,,,,,105,,0,prize-20000905,0,,0,"19-910119,19-0",,
906,prize-10000906,0,10000,10000,10000,10000,0,500,0,0,,,,,105,,0,prize-20000906,0,,0,"19-910119,19-0",,
907,prize-10000907,0,9000,9000,9000,9000,0,400,0,0,,,,,105,,0,prize-20000907,0,,0,"19-910119,19-0",,
908,prize-10000908,0,8000,8000,8000,8000,0,300,0,0,,,,,105,,0,prize-20000908,0,,0,"19-910119,19-0",,
909,prize-10000909,0,7000,7000,7000,7000,0,200,0,0,,,,,105,,0,prize-20000909,0,,0,19-0,,
910,prize-10000910,0,6000,6000,6000,6000,0,150,0,0,,,,,105,,0,prize-20000910,0,,0,19-0,,
911,prize-10000911,0,5000,5000,5000,5000,0,100,0,0,,,,,105,,0,prize-20000911,0,,0,19-0,,
912,prize-10000912,0,4000,4000,4000,4000,0,80,0,0,,,,,105,,0,prize-20000912,0,,0,,,
913,prize-10000913,0,3000,3000,3000,3000,0,50,0,0,,,,,105,,0,prize-20000913,0,,0,,,
914,prize-10000914,0,2000,2000,2000,2000,0,50,0,0,,,,,,,0,prize-20000914,0,,0,,,
915,prize-10000915,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000915,0,,0,19-0,,
916,prize-10000916,0,0,0,0,0,0,0,0,0,,100007-5,,,,,0,prize-20000916,0,,0,,,
917,prize-10000917,0,0,0,0,0,0,0,0,55,,,,,,,0,prize-20000917,0,,0,,,
918,prize-10000918,0,0,0,0,0,0,0,0,57,,,,,,,0,prize-20000918,0,,0,,,
919,prize-10000919,0,0,0,0,0,0,0,0,0,,14-10,,,,,0,prize-20000919,0,,0,,,
920,prize-10000920,0,0,0,0,0,0,0,0,0,,15-5,,,,,0,prize-20000920,0,,0,,,
921,prize-10000921,0,0,0,0,0,0,0,0,0,,16-1,,,,,0,prize-20000921,0,,0,,,
922,prize-10000922,0,0,0,0,0,0,0,0,0,,,2019,,,,0,prize-20000922,0,,0,,,
923,prize-10000923,0,0,0,0,0,0,0,0,0,,,2020,,,,0,prize-20000923,0,,0,,,
924,prize-10000924,0,0,0,0,0,0,0,0,0,,,2021,,,,0,prize-20000924,0,,0,,,
925,prize-10000925,0,0,0,0,0,0,0,0,0,,,2022,,,,0,prize-20000925,0,,0,,,
926,prize-10000926,0,0,0,0,0,0,0,0,231,,,,,,,0,prize-20000926,0,,0,,,
927,prize-10000927,0,0,0,0,0,0,0,0,97,,,,,,,0,prize-20000927,0,,0,,,
928,prize-10000928,0,0,0,0,0,0,0,0,115,,,,,,,0,prize-20000928,0,,0,,,
929,prize-10000929,0,0,0,0,0,0,0,0,119,,,,,,,0,prize-20000929,0,,0,,,
930,prize-10000930,0,0,0,0,0,0,0,0,160,,,,,,,0,prize-20000930,0,,0,,,
931,prize-10000931,0,30000,30000,30000,30000,0,2020,0,0,,,,,127,,0,prize-20000931,0,,0,"20-910120,20-0",,
932,prize-10000932,0,28000,28000,28000,28000,0,1800,0,0,,,,,127,,0,prize-20000932,0,,0,"20-910120,20-0",,
933,prize-10000933,0,26000,26000,26000,26000,0,1600,0,0,,,,,127,,0,prize-20000933,0,,0,"20-910120,20-0",,
934,prize-10000934,0,24000,24000,24000,24000,0,1400,0,0,,,,,127,,0,prize-20000934,0,,0,"20-910120,20-0",,
935,prize-10000935,0,22000,22000,22000,22000,0,1200,0,0,,,,,127,,0,prize-20000935,0,,0,"20-910120,20-0",,
936,prize-10000936,0,20000,20000,20000,20000,0,1000,0,0,,,,,127,,0,prize-20000936,0,,0,"20-910120,20-0",,
937,prize-10000937,0,18000,18000,18000,18000,0,900,0,0,,,,,127,,0,prize-20000937,0,,0,"20-910120,20-0",,
938,prize-10000938,0,16000,16000,16000,16000,0,800,0,0,,,,,127,,0,prize-20000938,0,,0,"20-910120,20-0",,
939,prize-10000939,0,14000,14000,14000,14000,0,700,0,0,,,,,127,,0,prize-20000939,0,,0,"20-910120,20-0",,
940,prize-10000940,0,12000,12000,12000,12000,0,600,0,0,,,,,127,,0,prize-20000940,0,,0,"20-910120,20-0",,
941,prize-10000941,0,10000,10000,10000,10000,0,500,0,0,,,,,127,,0,prize-20000941,0,,0,"20-910120,20-0",,
942,prize-10000942,0,9000,9000,9000,9000,0,400,0,0,,,,,127,,0,prize-20000942,0,,0,"20-910120,20-0",,
943,prize-10000943,0,8000,8000,8000,8000,0,300,0,0,,,,,127,,0,prize-20000943,0,,0,"20-910120,20-0",,
944,prize-10000944,0,7000,7000,7000,7000,0,200,0,0,,,,,127,,0,prize-20000944,0,,0,20-0,,
945,prize-10000945,0,6000,6000,6000,6000,0,150,0,0,,,,,127,,0,prize-20000945,0,,0,20-0,,
946,prize-10000946,0,5000,5000,5000,5000,0,100,0,0,,,,,127,,0,prize-20000946,0,,0,20-0,,
947,prize-10000947,0,4000,4000,4000,4000,0,80,0,0,,,,,127,,0,prize-20000947,0,,0,,,
948,prize-10000948,0,3000,3000,3000,3000,0,50,0,0,,,,,127,,0,prize-20000948,0,,0,,,
949,prize-10000949,0,2000,2000,2000,2000,0,50,0,0,,,,,,,0,prize-20000949,0,,0,,,
950,prize-10000950,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000950,0,,0,20-0,,
951,prize-10000951,0,0,0,0,0,0,0,0,0,,,1921,,,,0,prize-20000951,0,,0,,,
952,prize-10000952,0,0,0,0,0,0,0,0,0,,,1922,,,,0,prize-20000952,0,,0,,,
953,prize-10000953,0,0,0,0,0,0,0,0,0,,,1923,,,,0,prize-20000953,0,,0,,,
954,prize-10000954,0,0,0,0,0,0,0,0,0,,,1924,,,,0,prize-20000954,0,,0,,,
955,prize-10000955,0,0,0,0,0,0,0,0,250,,,,,,,0,prize-20000955,0,,0,,,
956,prize-10000956,0,0,0,0,0,0,0,0,233,,,,,,,0,prize-20000956,0,,0,,,
957,prize-10000957,0,0,0,0,0,0,0,0,213,,,,,,,0,prize-20000957,0,,0,,,
958,prize-10000958,0,0,0,0,0,0,0,0,194,,,,,,,0,prize-20000958,0,,0,,,
959,prize-10000959,0,0,0,0,0,0,0,0,163,,,,,,,0,prize-20000959,0,,0,,,
960,prize-10000960,0,0,0,0,0,0,0,0,148,,,,,,,0,prize-20000960,0,,0,,,
961,prize-10000961,0,0,0,0,0,0,0,0,0,,,3108,,,,0,prize-20000961,0,,0,,,
962,prize-10000962,0,0,0,0,0,0,0,0,0,,,3109,,,,0,prize-20000962,0,,0,,,
963,prize-10000963,0,0,0,0,0,0,0,0,0,,506-100,,,,"1-600,2-300,3-150",0,prize-20000963,0,,0,,,
967,prize-10000967,0,0,0,0,0,0,0,0,0,,,,,,1-50,0,prize-20000967,0,,0,,,
968,prize-10000968,0,0,0,0,0,0,0,0,0,,,,,,2-50,0,prize-20000968,0,,0,,,
969,prize-10000969,0,0,0,0,0,0,0,0,0,,,,,,3-50,0,prize-20000969,0,,0,,,
980,prize-10000980,0,0,0,0,0,0,0,0,1019,,,,,,,0,prize-20000980,0,,0,,,
981,prize-10000981,0,0,0,0,0,0,0,0,1021,,,,,,,0,prize-20000981,0,,0,,,
982,prize-10000982,0,0,0,0,0,0,0,0,0,,,,,145,,0,prize-20000982,0,,0,,,
983,prize-10000983,0,0,0,0,0,0,0,0,0,,,,,146,,0,prize-20000983,0,,0,,,
984,prize-10000984,0,0,0,0,0,0,0,0,0,,,,,147,,0,prize-20000984,0,,0,,,
985,prize-10000985,0,0,0,0,0,0,0,0,0,,,,,148,,0,prize-20000985,0,,0,,,
986,prize-10000986,0,0,0,0,0,0,0,0,0,,,,,149,,0,prize-20000986,0,,0,,,
987,prize-10000987,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000987,0,,0,1007-0,,
988,prize-10000988,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000988,0,,0,,,
989,prize-10000989,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000989,0,,0,,,
990,prize-10000990,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000990,0,,0,,,
991,prize-10000991,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000991,0,,0,,,
992,prize-10000992,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000992,0,,0,,,
993,prize-10000993,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000993,0,,0,,,
994,prize-10000994,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000994,0,,0,,,
995,prize-10000995,0,0,0,0,0,0,0,0,0,,,,,,,0,prize-20000995,0,,0,,,
996,prize-10000996,0,0,0,0,0,0,0,0,0,,,2039,,,,0,prize-20000996,0,,0,,,
1000,prize-10001000,0,300,300,300,100,0,5,0,0,,44-5,,,,,0,prize-20001000,0,Bumdle_black,0,,,
1001,prize-10001001,0,600,600,600,200,0,5,0,0,,44-10,,,,,0,prize-20001001,0,Bumdle_blue,0,,,
1002,prize-10001002,0,900,900,900,300,0,10,0,0,,44-15,,,,,0,prize-20001002,0,Bumdle_brown,0,,,
1003,prize-10001003,0,1200,1200,1200,400,0,10,0,0,,44-20,,,,,0,prize-20001003,0,Bumdle_indigo,0,,,
1004,prize-10001004,0,1500,1500,1500,500,0,15,0,0,,44-25,,,,,0,prize-20001004,0,Bumdle_navy,0,,,
1005,prize-10001005,0,1800,1800,1800,600,0,15,0,0,,44-30,,,,,0,prize-20001005,0,Bumdle_orange,0,,,
1006,prize-10001006,0,2100,2100,2100,700,0,20,0,0,,44-35,,,,,0,prize-20001006,0,Bumdle_purple,0,,,
1007,prize-10001007,0,2400,2400,2400,800,0,20,0,0,,44-40,,,,,0,prize-20001007,0,Bumdle_red,0,,,
1008,prize-10001008,0,2700,2700,2700,900,0,25,0,0,,44-45,,,,,0,prize-20001008,0,Bumdle_ruby,0,,,
1009,prize-10001009,0,3000,3000,3000,1000,0,25,0,0,,44-50,,,,,0,prize-20001009,0,Bumdle_white,0,,,
1011,prize-10001011,0,0,0,0,0,0,0,0,,,606-9,,,,,0,prize-20001011,0,,0,,,
1012,prize-10001012,0,0,0,0,0,0,0,0,,,606-8,,,,,0,prize-20001012,0,,0,,,
1013,prize-10001013,0,0,0,0,0,0,0,0,,,606-30,,,,,0,prize-20001013,0,,0,,,
1014,prize-10001014,0,0,0,0,0,0,0,0,,,606-28,,,,,0,prize-20001014,0,,0,,,
1015,prize-10001015,0,0,0,0,0,0,0,0,,,606-25,,,,,0,prize-20001015,0,,0,,,
1016,prize-10001016,0,0,0,0,0,0,0,0,,,606-22,,,,,0,prize-20001016,0,,0,,,
1017,prize-10001017,0,0,0,0,0,0,0,0,,,606-20,,,,,0,prize-20001017,0,,0,,,
1018,prize-10001018,0,0,0,0,0,0,0,0,,,606-18,,,,,0,prize-20001018,0,,0,,,
1019,prize-10001019,0,0,0,0,0,0,0,0,,,606-16,,,,,0,prize-20001019,0,,0,,,
1020,prize-10001020,0,0,0,0,0,0,0,0,,,606-15,,,,,0,prize-20001020,0,,0,,,
1021,prize-10001021,0,0,0,0,0,0,0,0,,,606-14,,,,,0,prize-20001021,0,,0,,,
1022,prize-10001022,0,0,0,0,0,0,0,0,,,606-13,,,,,0,prize-20001022,0,,0,,,
1023,prize-10001023,0,0,0,0,0,0,0,0,,,606-12,,,,,0,prize-20001023,0,,0,,,
1024,prize-10001024,0,0,0,0,0,0,0,0,,,606-11,,,,,0,prize-20001024,0,,0,,,
1025,prize-10001025,0,0,0,0,0,0,0,0,,,606-10,,,,,0,prize-20001025,0,,0,,,
1026,prize-10001026,0,0,0,0,0,0,0,0,,,514-65,,,,,0,prize-20001026,0,,0,,,
1027,prize-10001027,0,0,0,0,0,0,0,0,,,514-60,,,,,0,prize-20001027,0,,0,,,
1028,prize-10001028,0,0,0,0,0,0,0,0,,,514-55,,,,,0,prize-20001028,0,,0,,,
1029,prize-10001029,0,0,0,0,0,0,0,0,,,514-50,,,,,0,prize-20001029,0,,0,,,
1030,prize-10001030,0,0,0,0,0,0,0,0,,,514-45,,,,,0,prize-20001030,0,,0,,,
1031,prize-10001031,0,0,0,0,0,0,0,0,,,514-40,,,,,0,prize-20001031,0,,0,,,
1032,prize-10001032,0,0,0,0,0,0,0,0,,,514-35,,,,,0,prize-20001032,0,,0,,,
1033,prize-10001033,0,0,0,0,0,0,0,0,,,514-30,,,,,0,prize-20001033,0,,0,,,
1034,prize-10001034,0,0,0,0,0,0,0,0,,,514-25,,,,,0,prize-20001034,0,,0,,,
1035,prize-10001035,0,0,0,0,0,0,0,0,,,514-20,,,,,0,prize-20001035,0,,0,,,
1036,prize-10001036,0,0,0,0,0,0,0,0,,,514-15,,,,,0,prize-20001036,0,,0,,,
1037,prize-10001037,0,0,0,0,0,0,0,0,,,514-10,,,,,0,prize-20001037,0,,0,,,
1038,prize-10001038,0,0,0,0,0,0,0,0,,,515-80,,,,,0,prize-20001038,0,,0,,,
1039,prize-10001039,0,0,0,0,0,0,0,0,,,515-70,,,,,0,prize-20001039,0,,0,,,
1040,prize-10001040,0,0,0,0,0,0,0,0,,,515-60,,,,,0,prize-20001040,0,,0,,,
1041,prize-10001041,0,0,0,0,0,0,0,0,,,515-450,,,,,0,prize-20001041,0,,0,,,
1042,prize-10001042,0,0,0,0,0,0,0,0,,,515-420,,,,,0,prize-20001042,0,,0,,,
1043,prize-10001043,0,0,0,0,0,0,0,0,,,515-400,,,,,0,prize-20001043,0,,0,,,
