id,reward_gun_pool,equip_s_probability,draw_event_s_id,enemy_leader,if_stay,correction_belong,correction_turn,limit_guns,limit_equips,ai,ai_content,enemy_type_display,use_building,use_building_skill,team_confrontfun_pic,team_confrontfun_des,effect_ext,targettrain_cancollect,fight_type,type_coef
748,,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,222,232,306,312",0,10015,0,,,,,0,,,,,,enemy_team-10000748,0,1,0,
749,,"1,5,9,13,17,29,37,55,2,6,10,14,18,30,38,56,3,7,11,15,19,31,39,57,62,222,232,306,312,223,226,228,230,233,307,310,313",0,900036,1,,,,62,0,,,,,,enemy_team-10000749,0,1,0,
750,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,87,82,0",,0,10001,0,,,,,0,,,,,,enemy_team-10000750,0,1,0,
751,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,87,82,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000751,0,1,0,
752,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,87,82,3,12,27,22,70,61,34,37,89,80,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000752,0,1,0,
753,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,87,82,3,12,27,22,70,61,34,37,89,80,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000753,0,1,0,
754,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,87,82,3,12,27,22,70,61,34,37,89,80,1,69",,0,10008,0,,,,,0,,,,,,enemy_team-10000754,0,1,0,
755,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,0",,0,10001,0,,,,,0,,,,,,enemy_team-10000755,0,1,0,
756,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000756,0,1,0,
757,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,3,6,29,32,58,61,34,44,86,77,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000757,0,1,0,
758,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,3,6,29,32,58,61,34,44,86,77,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000758,0,1,0,
759,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,3,6,29,32,58,61,34,44,86,77,26,36",,0,10007,0,,,,,0,,,,,,enemy_team-10000759,0,1,0,
760,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,0",,0,10001,0,,,,,0,,,,,,enemy_team-10000760,0,1,0,
761,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000761,0,1,0,
762,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,11,14,18,29,58,70,37,44,80,77,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000762,0,1,0,
763,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,11,14,18,29,58,70,37,44,80,77,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000763,0,1,0,
764,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,11,14,18,29,58,70,37,44,80,77,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000764,0,1,0,
765,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,11,14,18,29,58,70,37,44,80,77,75,66,99",,0,10006,0,,,,,0,,,,,,enemy_team-10000765,0,1,0,
766,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000766,0,1,0,
767,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,0",,0,10001,0,,,,,0,,,,,,enemy_team-10000767,0,1,0,
768,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000768,0,1,0,
769,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,8,12,22,32,105,70,61,44,34,37,86,89,0",,0,10006,0,,,,,0,,,,,,enemy_team-10000769,0,1,0,
770,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,8,12,22,32,105,70,61,44,34,37,86,89,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000770,0,1,0,
771,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,8,12,22,32,105,70,61,44,34,37,86,89,60,100,26",,0,10008,0,,,,,0,,,,,,enemy_team-10000771,0,1,0,
772,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000772,0,1,0,
773,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,0",,0,10002,0,,,,,0,,,,,,enemy_team-10000773,0,1,0,
774,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,3,14,11,12,29,27,18,32,58,61,70,44,37,34,77,80,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000774,0,1,0,
775,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,3,14,11,12,29,27,18,32,58,61,70,44,37,34,77,80,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000775,0,1,0,
776,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,3,14,11,12,29,27,18,32,58,61,70,44,37,34,77,80,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000776,0,1,0,
777,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,3,14,11,12,29,27,18,32,58,61,70,44,37,34,77,80,101,39,88,1",,0,10006,0,,,,,0,,,,,,enemy_team-10000777,0,1,0,
778,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10001,0,,,,,0,,,,,,enemy_team-10000778,0,1,0,
779,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000779,0,1,0,
780,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10002,0,,,,,0,,,,,,enemy_team-10000780,0,1,0,
781,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,14,3,12,29,27,18,32,58,61,70,44,37,34,80,89,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000781,0,1,0,
782,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,14,3,12,29,27,18,32,58,61,70,44,37,34,80,89,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000782,0,1,0,
783,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,14,3,12,29,27,18,32,58,61,70,44,37,34,80,89,0",,0,10008,1,,,,,0,,,,,,enemy_team-10000783,0,1,0,
784,"139,141,5,10,90,91,92,17,25,93,24,31,33,94,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,14,3,12,29,27,18,32,58,61,70,44,37,34,80,89,85,101,36,118,140",,0,900039,0,,,140,,0,,,,,,enemy_team-10000784,0,1,0,
785,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000785,0,1,0,
786,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000786,0,1,0,
787,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,3,12,27,18,58,70,34,37,89,80,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000787,0,1,0,
788,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,3,12,27,18,58,70,34,37,89,80,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000788,0,1,0,
789,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,3,12,27,18,58,70,34,37,89,80,0",,0,10002,0,,,,,0,,,,,,enemy_team-10000789,0,1,0,
790,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,3,12,27,18,58,70,34,37,89,80,99,101,39",,0,10008,0,,,,,0,,,,,,enemy_team-10000790,0,1,0,
791,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000791,0,1,0,
792,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000792,0,1,0,
793,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000793,0,1,0,
794,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,22,6,29,32,58,61,44,37,86,77,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000794,0,1,0,
795,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,22,6,29,32,58,61,44,37,86,77,0",,0,10006,0,,,,,0,,,,,,enemy_team-10000795,0,1,0,
796,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,22,6,29,32,58,61,44,37,86,77,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000796,0,1,0,
797,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,22,6,29,32,58,61,44,37,86,77,1,66,78",,0,10008,0,,,,,0,,,,,,enemy_team-10000797,0,1,0,
798,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000798,0,1,0,
799,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000799,0,1,0,
800,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10002,0,,,,,0,,,,,,enemy_team-10000800,0,1,0,
801,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,8,22,27,70,61,44,34,77,80,0",,0,10002,0,,,,,0,,,,,,enemy_team-10000801,0,1,0,
802,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,8,22,27,70,61,44,34,77,80,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000802,0,1,0,
803,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,8,22,27,70,61,44,34,77,80,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000803,0,1,0,
804,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,8,22,27,70,61,44,34,77,80,0",,0,10008,0,,,,,0,,,,,,enemy_team-10000804,0,1,0,
805,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,8,22,27,70,61,44,34,77,80,26,42,118,88",,0,10006,0,,,,,0,,,,,,enemy_team-10000805,0,1,0,
806,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000806,0,1,0,
807,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10002,0,,,,,0,,,,,,enemy_team-10000807,0,1,0,
808,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,0",,0,10002,0,,,,,0,,,,,,enemy_team-10000808,0,1,0,
809,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,14,3,12,29,27,18,32,58,61,70,44,37,34,80,89,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000809,0,1,0,
810,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,14,3,12,29,27,18,32,58,61,70,44,37,34,80,89,0",,0,10007,0,,,,,0,,,,,,enemy_team-10000810,0,1,0,
811,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,14,3,12,29,27,18,32,58,61,70,44,37,34,80,89,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000811,0,1,0,
812,"139,141,5,10,90,91,92,17,25,93,24,31,33,133,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,14,3,12,29,27,18,32,58,61,70,44,37,34,80,89,0",,0,10005,1,,,,,0,,,,,,enemy_team-10000812,0,1,0,
813,"139,141,5,10,90,91,92,17,25,93,24,31,33,94,71,68,74,63,107,51,47,40,41,52,87,82,110,81,111,11,14,3,12,29,27,18,32,58,61,70,44,37,34,80,89,36,69,75,140,109",,0,900050,0,,,140,,0,,,,,,enemy_team-10000813,0,1,0,
878,"9,2,5,10,90,91,92,17,25,93,24,71,68,74,0",,0,10001,0,,,,,0,,,,,,enemy_team-10000878,0,1,0,
879,"9,2,5,10,90,91,92,17,25,93,24,71,68,74,0",,0,10002,0,,,,,0,,,,,,enemy_team-10000879,0,1,0,
880,"9,2,5,10,90,91,92,17,25,93,24,71,68,74,11,14,3,12,29,27,18,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000880,0,1,0,
881,"9,2,5,10,90,91,92,17,25,93,24,71,68,74,11,14,3,12,29,27,18,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000881,0,1,0,
882,"9,2,5,10,90,91,92,17,25,93,24,71,68,74,11,14,3,12,29,27,18,0",,0,10004,1,,,,,0,,,,,,enemy_team-10000882,0,1,0,
883,"9,2,5,10,90,91,92,17,25,93,24,71,68,74,11,14,3,12,29,27,18",,0,10005,1,,,,,0,,,,,,enemy_team-10000883,0,1,0,
884,"9,2,5,10,90,91,92,17,25,93,24,31,71,68,74,63,51,47,0",,0,10004,1,,,,,0,,,,,,enemy_team-10000884,0,1,0,
885,"9,2,5,10,90,91,92,17,25,93,24,31,71,68,74,63,51,47,0",,0,10001,1,,,,,0,,,,,,enemy_team-10000885,0,1,0,
886,"9,2,5,10,90,91,92,17,25,93,24,31,71,68,74,63,51,47,0",,0,10005,1,,,,,0,,,,,,enemy_team-10000886,0,1,0,
887,"9,2,5,10,90,91,92,17,25,93,24,31,71,68,74,63,51,47,41,11,14,3,12,32,18,58,61,176,124,249,134,0",,0,10007,1,,,"176,124,249,134",,0,,,,,,enemy_team-10000887,0,1,0,
888,"9,2,5,10,90,91,92,17,25,93,24,31,71,68,74,63,51,47,41,11,14,3,12,32,18,58,61,176,124,249,134,0",,0,10005,1,,,"176,124,249,134",,0,,,,,,enemy_team-10000888,0,1,0,
889,"9,2,5,10,90,91,92,17,25,93,24,31,71,68,74,63,51,47,41,11,14,3,12,13,29,27,18,32,58,61,70,1,26,60,176,124,249,134",,0,10008,1,,,"176,124,249,134",,0,,,,,,enemy_team-10000889,0,1,0,
890,"9,2,5,10,90,91,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,0",,0,10001,0,,,,,0,,,,,,enemy_team-10000890,0,1,0,
891,"9,2,5,10,90,91,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,0",,0,10002,0,,,,,0,,,,,,enemy_team-10000891,0,1,0,
892,"9,2,5,10,90,91,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,0",,0,10005,0,,,,,0,,,,,,enemy_team-10000892,0,1,0,
893,"9,2,5,10,90,91,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,11,12,18,32,58,61,44,37,34,124,176,147,145,0",,0,10007,0,,,"176,124,147,145",,0,,,,,,enemy_team-10000893,0,1,0,
894,"9,2,5,10,90,91,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,11,12,18,32,58,61,44,37,34,124,176,147,145,0",,0,10002,0,,,"176,124,147,145",,0,,,,,,enemy_team-10000894,0,1,0,
895,"9,2,5,10,90,91,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,11,12,18,32,58,61,44,37,34,124,176,147,145,0",,0,10007,0,,,"176,124,147,145",,0,,,,,,enemy_team-10000895,0,1,0,
896,"9,2,5,10,90,91,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,11,12,18,32,58,61,44,37,34,124,176,147,145,0",,0,10008,0,,,"176,124,147,145",,0,,,,,,enemy_team-10000896,0,1,0,
897,"9,2,5,10,90,91,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,11,14,3,12,29,27,18,32,58,61,70,44,37,34,99,66,39,124,176,147,145",,0,10007,0,,,"176,124,147,145",,0,,,,,,enemy_team-10000897,0,1,0,
898,"9,10,90,91,21,93,24,33,94,71,68,74,63,51,47,41,40,87,82,0",,0,10004,0,,,,,0,,,,,,enemy_team-10000898,0,1,0,
899,"9,10,90,91,21,93,24,33,94,71,68,74,63,51,47,41,40,87,82,0",,0,10001,0,,,,,0,,,,,,enemy_team-10000899,0,1,0,
900,"9,10,90,91,21,93,24,33,94,71,68,74,63,51,47,41,40,87,82,0",,0,10002,0,,,,,0,,,,,,enemy_team-10000900,0,1,0,
901,"9,10,90,91,21,93,24,33,94,71,68,74,63,51,47,41,40,87,82,12,14,27,32,58,61,37,34,77,80,249,132,145,146,191,0",,0,10007,0,,,"146,249,132,145,191",,0,,,,,,enemy_team-10000901,0,1,0,
902,"9,2,5,10,90,91,92,17,25,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,12,14,27,32,58,61,37,34,77,80,100,69,36,88,249,132,145,146,191",,0,10002,0,,,"146,249,132,145,191",,0,,,,,,enemy_team-10000902,0,1,0,
903,"9,10,90,91,21,93,24,33,94,71,68,74,63,51,47,41,40,87,82,12,14,27,32,58,61,37,34,77,80,249,132,145,146,191,0",,0,10006,0,,,"146,249,132,145,191",,0,,,,,,enemy_team-10000903,0,1,0,
904,"9,2,5,10,90,91,92,17,25,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,12,14,27,32,58,61,37,34,77,80,100,69,36,88,249,132,145,146,191",,0,10008,1,,,"146,249,132,145,191",,0,,,,,,enemy_team-10000904,0,1,0,
905,"9,2,5,10,90,91,92,17,25,93,24,31,33,94,71,68,74,63,51,47,40,41,87,82,12,14,27,32,58,61,37,34,77,80,100,69,36,88,249,132,145,146,191",,0,900052,1,,,"146,249,132,145,191",,0,,,,,,enemy_team-10000905,0,1,0,
906,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10015,0,,,,,0,,,,,,enemy_team-10000906,0,1,0,
907,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10015,0,,,,,0,,,,,,enemy_team-10000907,0,1,0,
908,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10015,0,,,,,0,,,,,,enemy_team-10000908,0,1,0,
909,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10015,0,,,,,0,,,,,,enemy_team-10000909,0,1,0,
910,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10018,0,,,,,0,,,,,,enemy_team-10000910,0,1,0,
911,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57",0,10015,0,,,,,0,,,,,,enemy_team-10000911,0,1,0,
912,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10015,0,,,,,0,,,,,,enemy_team-10000912,0,1,0,
913,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10016,0,,,,,0,,,,,,enemy_team-10000913,0,1,0,
914,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10016,0,,,,,0,,,,,,enemy_team-10000914,0,1,0,
915,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10015,0,,,,,0,,,,,,enemy_team-10000915,0,1,0,
916,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10005,0,,,,,0,,,,,,enemy_team-10000916,0,1,0,
917,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10006,0,,,,,0,,,,,,enemy_team-10000917,0,1,0,
918,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",0,10015,0,,,,,0,,,,,,enemy_team-10000918,0,1,0,
919,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10015,0,,,,,0,,,,,,enemy_team-10000919,0,1,0,
920,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10016,0,,,,,0,,,,,,enemy_team-10000920,0,1,0,
921,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10005,0,,,,,0,,,,,,enemy_team-10000921,0,1,0,
922,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10004,0,,,,,0,,,,,,enemy_team-10000922,0,1,0,
923,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10015,0,,,,,0,,,,,,enemy_team-10000923,0,1,0,
924,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10005,0,,,,,0,,,,,,enemy_team-10000924,0,1,0,
925,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10007,0,,,,,0,,,,,,enemy_team-10000925,0,1,0,
926,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,3,7,11,15,19,31,39,57,43,65,67,71,75,79",0,10016,0,,,,,0,,,,,,enemy_team-10000926,0,1,0,
927,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10004,0,,,,,0,,,,,,enemy_team-10000927,0,1,0,
928,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10005,0,,,,,0,,,,,,enemy_team-10000928,0,1,0,
929,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10006,0,,,,,0,,,,,,enemy_team-10000929,0,1,0,
930,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10005,0,,,,,0,,,,,,enemy_team-10000930,0,1,0,
931,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10004,0,,,,,0,,,,,,enemy_team-10000931,0,1,0,
932,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10002,0,,,,,0,,,,,,enemy_team-10000932,0,1,0,
933,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10005,0,,,,,0,,,,,,enemy_team-10000933,0,1,0,
934,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78",0,10008,0,,,,,0,,,,,,enemy_team-10000934,0,1,0,
935,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10001,0,,,,,0,,,,,,enemy_team-10000935,0,1,0,
936,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10004,0,,,,,0,,,,,,enemy_team-10000936,0,1,0,
937,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10005,0,,,,,0,,,,,,enemy_team-10000937,0,1,0,
938,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10015,0,,,,,0,,,,,,enemy_team-10000938,0,1,0,
939,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10002,0,,,,,0,,,,,,enemy_team-10000939,0,1,0,
940,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10007,0,,,,,0,,,,,,enemy_team-10000940,0,1,0,
941,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,10016,0,,,,,0,,,,,,enemy_team-10000941,0,1,0,
942,,"1,5,9,13,17,29,37,55,63,69,73,77,2,6,10,14,18,30,38,56,42,64,70,74,78,222,232,306,312",0,900053,0,,,,,0,,,,,,enemy_team-10000942,0,1,0,
