id,formula
2163,@pow
2164,@rate
2165,@hit
2166,sbuffidtier(4903)*0.3
2167,sbuffidtier(4902)*0.05
2168,sbuffidtier(4902)*0.06
2169,sbuffidtier(4902)*0.07
2170,sbuffidtier(4902)*0.08
2171,sbuffidtier(4902)*0.09
2172,sbuffidtier(4902)*0.11
2173,sbuffidtier(4902)*0.12
2174,sbuffidtier(4902)*0.13
2175,sbuffidtier(4902)*0.14
2176,sbuffidtier(4902)*0.15
2177,sbuffidtier(4904)*0.3
2178,sbuffidtier(4904)*0.32
2179,sbuffidtier(4904)*0.34
2180,sbuffidtier(4904)*0.37
2181,sbuffidtier(4904)*0.39
2182,sbuffidtier(4904)*0.41
2183,sbuffidtier(4904)*0.43
2184,sbuffidtier(4904)*0.46
2185,sbuffidtier(4904)*0.48
2186,sbuffidtier(4904)*0.5
2187,#shield>0?40:400
2188,@Maxlife*0.01
2189,@life*0.01
2190,$1*(1+tbuffidtier(5046)*0.15)
2191,100+(sbufftype(201)>0?20:0)+(sbufftype(202)>0?20:0)+(sbufftype(203)>0?20:0)+(sbufftype(204)>0?20:0)+(sbufftype(206)>0?20:0)+(sbufftype(208)>0?20:0)+(sbufftype(205)>0?20:0)
2192,#life*(1-#def/#maxdef)*0.05>10000?10000:#life*(1-#def/#maxdef)*0.05
2193,#life*0.05>10000?10000:#life*0.05
2194,#life*0.06>10000?10000:#life*0.06
2195,#life*0.06>10000?10000:#life*0.06
2196,#life*0.07>10000?10000:#life*0.07
2197,#life*0.07>10000?10000:#life*0.07
2198,#life*0.08>10000?10000:#life*0.08
2199,#life*0.08>10000?10000:#life*0.08
2200,#life*0.09>10000?10000:#life*0.09
2201,#life*0.09>10000?10000:#life*0.09
2202,#life*0.1>10000?10000:#life*0.1
2203,@uncappedRate<100?1:0
2204,(@uncappedRate>=100)&(@uncappedRate<150)?1:0
2205,@uncappedRate>=150?1:0
2206,((sbufftypetier(201)>0?1:0)+(sbufftypetier(202)>0?1:0)+(sbufftypetier(203)>0?1:0)+(sbufftypetier(204)>0?1:0)+(sbufftypetier(205)>0?1:0)+(sbufftypetier(206)>0?1:0)+(sbufftypetier(208)>0?1:0)+(sbufftypetier(403)>0?1:0)+(sbufftypetier(221)>0?1:0)+(sbufftypetier(451)>0?1:0))*30*(1-@def/@maxdef)+$1
2207,((sbufftypetier(201)>0?1:0)+(sbufftypetier(202)>0?1:0)+(sbufftypetier(203)>0?1:0)+(sbufftypetier(204)>0?1:0)+(sbufftypetier(205)>0?1:0)+(sbufftypetier(206)>0?1:0)+(sbufftypetier(208)>0?1:0)+(sbufftypetier(403)>0?1:0)+(sbufftypetier(221)>0?1:0)+(sbufftypetier(451)>0?1:0))*32*(1-@def/@maxdef)+$1
2208,((sbufftypetier(201)>0?1:0)+(sbufftypetier(202)>0?1:0)+(sbufftypetier(203)>0?1:0)+(sbufftypetier(204)>0?1:0)+(sbufftypetier(205)>0?1:0)+(sbufftypetier(206)>0?1:0)+(sbufftypetier(208)>0?1:0)+(sbufftypetier(403)>0?1:0)+(sbufftypetier(221)>0?1:0)+(sbufftypetier(451)>0?1:0))*34*(1-@def/@maxdef)+$1
2209,((sbufftypetier(201)>0?1:0)+(sbufftypetier(202)>0?1:0)+(sbufftypetier(203)>0?1:0)+(sbufftypetier(204)>0?1:0)+(sbufftypetier(205)>0?1:0)+(sbufftypetier(206)>0?1:0)+(sbufftypetier(208)>0?1:0)+(sbufftypetier(403)>0?1:0)+(sbufftypetier(221)>0?1:0)+(sbufftypetier(451)>0?1:0))*37*(1-@def/@maxdef)+$1
2210,((sbufftypetier(201)>0?1:0)+(sbufftypetier(202)>0?1:0)+(sbufftypetier(203)>0?1:0)+(sbufftypetier(204)>0?1:0)+(sbufftypetier(205)>0?1:0)+(sbufftypetier(206)>0?1:0)+(sbufftypetier(208)>0?1:0)+(sbufftypetier(403)>0?1:0)+(sbufftypetier(221)>0?1:0)+(sbufftypetier(451)>0?1:0))*39*(1-@def/@maxdef)+$1
2211,((sbufftypetier(201)>0?1:0)+(sbufftypetier(202)>0?1:0)+(sbufftypetier(203)>0?1:0)+(sbufftypetier(204)>0?1:0)+(sbufftypetier(205)>0?1:0)+(sbufftypetier(206)>0?1:0)+(sbufftypetier(208)>0?1:0)+(sbufftypetier(403)>0?1:0)+(sbufftypetier(221)>0?1:0)+(sbufftypetier(451)>0?1:0))*41*(1-@def/@maxdef)+$1
2212,((sbufftypetier(201)>0?1:0)+(sbufftypetier(202)>0?1:0)+(sbufftypetier(203)>0?1:0)+(sbufftypetier(204)>0?1:0)+(sbufftypetier(205)>0?1:0)+(sbufftypetier(206)>0?1:0)+(sbufftypetier(208)>0?1:0)+(sbufftypetier(403)>0?1:0)+(sbufftypetier(221)>0?1:0)+(sbufftypetier(451)>0?1:0))*43*(1-@def/@maxdef)+$1
2213,((sbufftypetier(201)>0?1:0)+(sbufftypetier(202)>0?1:0)+(sbufftypetier(203)>0?1:0)+(sbufftypetier(204)>0?1:0)+(sbufftypetier(205)>0?1:0)+(sbufftypetier(206)>0?1:0)+(sbufftypetier(208)>0?1:0)+(sbufftypetier(403)>0?1:0)+(sbufftypetier(221)>0?1:0)+(sbufftypetier(451)>0?1:0))*46*(1-@def/@maxdef)+$1
2214,((sbufftypetier(201)>0?1:0)+(sbufftypetier(202)>0?1:0)+(sbufftypetier(203)>0?1:0)+(sbufftypetier(204)>0?1:0)+(sbufftypetier(205)>0?1:0)+(sbufftypetier(206)>0?1:0)+(sbufftypetier(208)>0?1:0)+(sbufftypetier(403)>0?1:0)+(sbufftypetier(221)>0?1:0)+(sbufftypetier(451)>0?1:0))*48*(1-@def/@maxdef)+$1
2215,((sbufftypetier(201)>0?1:0)+(sbufftypetier(202)>0?1:0)+(sbufftypetier(203)>0?1:0)+(sbufftypetier(204)>0?1:0)+(sbufftypetier(205)>0?1:0)+(sbufftypetier(206)>0?1:0)+(sbufftypetier(208)>0?1:0)+(sbufftypetier(403)>0?1:0)+(sbufftypetier(221)>0?1:0)+(sbufftypetier(451)>0?1:0))*50*(1-@def/@maxdef)+$1
2216,sbufftypetier(201)
2217,sbufftypetier(204)
2218,sbufftypetier(202)
2219,sbufftypetier(203)
2220,sbufftypetier(201)>$1?1:0
2221,sbufftypetier(204)>$1?1:0
2222,sbufftypetier(202)>$1?1:0
2223,sbufftypetier(203)>$1?1:0
2224,GetChance(25)?5073:(GetChance(33)?5074:(GetChance(50)?5075:5076))
2225,@Maxlife*0.05
2226,@pow*0.5
2227,@hit
2228,@rate
2229,@dodge*2
2230,@speed*2
2231,@formation
2232,#enemytype=2?1:#enemytype=4?1:tbuffidtier(8417)=1?1:tbuffidtier(5095)=1?1:0
2233,(#Maxlife-#life)*0.1
2234,@Maxlife*0.05
2235,@Maxlife*0.06*5
2236,@hit*1.5
2237,@rate*1.5
2238,sbuffidtier(5093)>5?sbuffidtier(5093)-5:0
2239,(((4+200/@Rate)*30)*(1-@buff1407*0.1)-sbuffidtier(8585)*15)*(sbuffidtier(5244)>0?0.5:1)
2240,(((4+200/@Rate)*30)*(1-@buff1407*0.11)-sbuffidtier(8585)*15)*(sbuffidtier(5244)>0?0.5:1)
2241,(((4+200/@Rate)*30)*(1-@buff1407*0.12)-sbuffidtier(8585)*15)*(sbuffidtier(5244)>0?0.5:1)
2242,(((4+200/@Rate)*30)*(1-@buff1407*0.13)-sbuffidtier(8585)*15)*(sbuffidtier(5244)>0?0.5:1)
2243,(((4+200/@Rate)*30)*(1-@buff1407*0.14)-sbuffidtier(8585)*15)*(sbuffidtier(5244)>0?0.5:1)
2244,(((4+200/@Rate)*30)*(1-@buff1407*0.16)-sbuffidtier(8585)*15)*(sbuffidtier(5244)>0?0.5:1)
2245,(((4+200/@Rate)*30)*(1-@buff1407*0.17)-sbuffidtier(8585)*15)*(sbuffidtier(5244)>0?0.5:1)
2246,(((4+200/@Rate)*30)*(1-@buff1407*0.18)-sbuffidtier(8585)*15)*(sbuffidtier(5244)>0?0.5:1)
2247,(((4+200/@Rate)*30)*(1-@buff1407*0.19)-sbuffidtier(8585)*15)*(sbuffidtier(5244)>0?0.5:1)
2248,(((4+200/@Rate)*30)*(1-@buff1407*0.2)-sbuffidtier(8585)*15)*(sbuffidtier(5244)>0?0.5:1)
2249,(((4+200/@Rate)*30)*(1-@buff1407*0.1)-sbuffidtier(8585)*15-2)*(sbuffidtier(5244)>0?0.5:1)
2250,(((4+200/@Rate)*30)*(1-@buff1407*0.11)-sbuffidtier(8585)*15-2)*(sbuffidtier(5244)>0?0.5:1)
2251,(((4+200/@Rate)*30)*(1-@buff1407*0.12)-sbuffidtier(8585)*15-2)*(sbuffidtier(5244)>0?0.5:1)
2252,(((4+200/@Rate)*30)*(1-@buff1407*0.13)-sbuffidtier(8585)*15-2)*(sbuffidtier(5244)>0?0.5:1)
2253,(((4+200/@Rate)*30)*(1-@buff1407*0.14)-sbuffidtier(8585)*15-2)*(sbuffidtier(5244)>0?0.5:1)
2254,(((4+200/@Rate)*30)*(1-@buff1407*0.16)-sbuffidtier(8585)*15-2)*(sbuffidtier(5244)>0?0.5:1)
2255,(((4+200/@Rate)*30)*(1-@buff1407*0.17)-sbuffidtier(8585)*15-2)*(sbuffidtier(5244)>0?0.5:1)
2256,(((4+200/@Rate)*30)*(1-@buff1407*0.18)-sbuffidtier(8585)*15-2)*(sbuffidtier(5244)>0?0.5:1)
2257,(((4+200/@Rate)*30)*(1-@buff1407*0.19)-sbuffidtier(8585)*15-2)*(sbuffidtier(5244)>0?0.5:1)
2258,(((4+200/@Rate)*30)*(1-@buff1407*0.2)-sbuffidtier(8585)*15-2)*(sbuffidtier(5244)>0?0.5:1)
2259,tbufftypetier(101)+tbufftypetier(102)+tbufftypetier(103)+tbufftypetier(104)+tbufftypetier(105)+tbufftypetier(106)+tbufftypetier(109)
2260,tbuffidtier(4683)<29?1:0
2261,sbufftypetier(101)>0?@pow:0
2262,sbufftypetier(102)>0?@dodge:0
2263,sbufftypetier(103)>0?@hit:0
2264,sbufftypetier(104)>0?@rate:0
2265,sbufftypetier(105)>0?@speed:0
2266,sbufftypetier(106)>0?@critical:0
2267,sbufftypetier(109)>0?@shield:0
2268,#gunid=394?1:0
2269,sbuffidtier(5097)/@pow*100
2270,sbuffidtier(5098)/@dodge*100
2271,sbuffidtier(5099)/@hit*100
2272,sbuffidtier(5100)/@rate*100
2273,sbuffidtier(5101)/@speed*100
2274,sbuffidtier(5102)/@1*100
2275,sbuffidtier(5103)
2276,(tbufftypetier(101)+tbufftypetier(102)+tbufftypetier(103)+tbufftypetier(104)+tbufftypetier(105)+tbufftypetier(106)+tbufftypetier(109)<=0)|(#enemytype=1)?0:1
2277,sbuffidtier(5111)*3
2278,#armor>0?1:0
2279,tbuffidtier(5116)*10
2280,tbuffidtier(5116)>0?$1:0
2281,tbuffidtier(4683)>=29?$1+#life*0.05:$1
2282,tbuffidtier(459)<=0?1:0
2283,tbuffidtier(459)>0?1:0
2284,sbuffidtier(5120)>0?1:0
2285,1500/@rate
2286,$1*(1+0.25*(8-#distancex))*(1+0.5*sbuffidtier(5127))
2287,130*(1+0.01*~armor)
2288,(#enemytype=2)|(#enemytype=4)?1:0
2289,(#enemytype=2)|(#enemytype=4)?1:0
2290,#armor
2291,$1*@armor/(@armor+75)
2292,$1*(1+tbuffidtier(5133)/3*0.2)
2293,(#enemytype=2)|(#enemytype=4)?80:50
2294,@Maxlife*0.1
2295,(#enemytype=2)|(#enemytype=4)?0:1
2296,enemyinfront(4.5)?1:0
2297,@pow
2298,0.3*sbuffidtier(5142)*sbuffidtier(5145)
2299,15*sbuffidtier(5142)
2300,sbuffidtier(5191)/2*30-1
2301,sbuffidtier(15094)>0?1:0
2302,sbuffidtier(5155)>0&#armor>0?$1*1.2:$1
2303,sbuffidtier(5156)>0&tbuffidtier(459)<=0?$1*1.2:$1
2304,sbuffidtier(5157)>0&(#enemytype=2|#enemytype=4)?$1*1.2:$1
2305,sbuffidtier(5158)>0&tbuffidtier(15046)>0?$1*1.1:$1
2306,sbuffidtier(5159)>0&tbuffidtier(15047)>0?$1*1.1:$1
2307,sbuffidtier(5160)>0&tbuffidtier(15048)>0?$1*1.1:$1
2308,sbuffidtier(5161)>0&#formation<2?$1*1.2:$1
2309,sbuffidtier(5163)>0&#formation>1?$1*1.2:$1
2310,sbuffidtier(15059)>0?(sbuffidtier(15055)>0?15054:15053):0
2311,sbuffidtier(5162)>0?5172:0
2312,sbuffidtier(5166)>0&tbufftypetier(201)+tbufftypetier(202)+tbufftypetier(203)+tbufftypetier(204)+tbufftypetier(205)+tbufftypetier(206)+tbufftypetier(208)+tbufftypetier(451)+tbufftypetier(403)+tbufftypetier(221)>0?$1*1.2:$1
2313,sbuffidtier(5165)>0&tbuffidtier(5174)<=0?(getchance(10)?5174:0):0
2314,sbuffidtier(5168)>0?$1*(1+customtypecount(1001)*0.05):$1
2315,sbuffidtier(15082)>0?1:0
2316,tbuffidtier(5170)>0?$1+(#life*0.01>10000?10000:#life*0.01)*(1-#def/#maxdef):$1
2317,$1*(1+0.1*sbuffidtier(5171))
2318,sbuffidtier(5164)>0?1:0
2319,@formation<$1?(tcustomtype(1001)?1:0):0
2320,tcustomtype(1001)?1:0
2321,sbuffidtier(5167)>0&scustomtype(1001)?5182:0
2322,sbuffidtier(5167)>0&scustomtype(1001)?5183:0
2323,tbuffidtier(5182)>0&(#life/#maxlife<0.1)?$1:0
2324,sbuffidtier(15082)>0?2:0
2325,100+sbuffidtier(5187)*10
2326,(1-@life/@maxlife)*40*sbuffidtier(5140)+100
2327,sbuffidtier(15096)>0?(getchance(15)?5209:(getchance(15)?5210:(getchance(15)?5211:(getchance(15)?5212:(getchance(15)?5213:(getchance(15)?5215:5215))))):0)
2328,0
2329,0
2330,@maxlife*0.03
2331,@pow*0.5
2332,@rate*0.5
2333,@hit*0.5
2334,@dodge*0.5
2335,@armor*0.5
2336,#distance>10?0:1
2337,tvisualdebuffcount(105)>0?$1*1.2:$1
2338,(sbufftypetier(201)+sbufftypetier(202)+sbufftypetier(203)+sbufftypetier(204)+sbufftypetier(205)+sbufftypetier(206)+sbufftypetier(403)+sbufftypetier(221)+sbufftypetier(451)>0)?1:0
2339,(#maxlife-#life)*0.05>50000?50000:((#maxlife-#life)*0.05)
2340,1500/@rate
2341,#armor<=0?1:0
2342,(sbuffidtier(5191)>0)&(sbuffidtier(5191)%2=0)?(200/sbuffidtier(5191)):(200/(sbuffidtier(5191)+1))
2343,sbuffidtier(5191)/2*30+1
2344,@characterstatus=1?1:0
2345,#gunid=398?5227:5226
2346,#gunid=398?5229:5228
2347,(tbuffidtier(5226)>0)|(tbuffidtier(5227)>0)?1:0
2348,tbuffidtier(5246)>0?1:0
2349,tbuffidtier(5246)>0?@maxlife*0.1:0
2350,getchance(50)?5249:5250
2351,getchance(50)?5251:5252
2352,getchance(50)?5253:5254
2353,getchance(50)?5255:5256
2354,getchance(50)?5257:5258
2355,sbuffidtier(5261)
2356,@maxlife*0.1
2357,@pow
2358,@rate
2359,@hit
2360,@dodge*0.5
2361,@maxlife*0.05
2362,getchance(tbuffidtier(5263)*10)?1:0
2363,tbuffidtier(5266)>0?0:-99
2364,@Maxlife*0.05
2365,0
2366,#Life*0.99
2367,(sbuffidtier(9505)+sbuffidtier(9506))=2?0:1
2368,$1*(1+0.5*(#formation-1))
2369,#Life*0.9
2370,(#maxlife-#life)*0.1>#life?0:(#maxlife-#life)*0.1*(1-#def/#maxdef)>9999?9999:(#maxlife-#life)*0.1*(1-#def/#maxdef)
2371,@maxlife-@life
2372,@gunnumber>0?@Maxlife/@gunnumber*sbuffidtier(2446)*0.01:@Maxlife/@formation*sbuffidtier(2446)*0.01
2373,@shield*@formation/@Maxlife>sbuffidtier(2446)*0.01?(100+sbuffidtier(2446)):(100*(1+@shield*@formation/@Maxlife))
2374,(#maxlife-#life)*0.1>#life?0:(#maxlife-#life)*0.1>9999?9999:(#maxlife-#life)*0.1
2375,@life>@maxlife*0.8?$1>999?999:$1:0
2376,@life>@maxlife*0.6?$1>999?999:$1:0
2377,@life>@maxlife*0.3?$1>999?999:$1:0
2378,sbuffidtier(2501)=1?2525:(sbuffidtier(2501)=2?2526:(sbuffidtier(2501)=3?2527:(sbuffidtier(2501)=4?2528:(sbuffidtier(2501)=5?2529:(sbuffidtier(2501)=6?2530:2525)))))
2379,sbuffidtier(2501)=0?0:1
2380,tbuffidtier(4683)<29?1:0
2381,tbuffidtier(4683)<29?0:1
2401,$1>999?999:$1
2402,(@maxlife-@life)*(0.3+sbuffidtier(2501)*0.05)
2403,@Maxlife*0.1
2404,@pow
2405,@hit
2406,@dodge
2407,@ap
2408,@armor
2409,@rate
2410,GetChance(33)?2506:GetChance(50)?2507:2508
2411,GetChance(33)?2510:GetChance(50)?2511:2513
2412,GetChance(33)?2514:GetChance(50)?2515:2517
2413,(@maxlife-@life)*0.2
2414,@maxlife*0.15
2415,@shield=0?2539:2540
2416,@maxlife*0.15
2417,@maxlife*0.2
2418,@maxlife*0.025
2419,@maxlife*0.0025
2420,@maxlife*0.035
2421,@maxlife*0.03
2422,@maxlife*0.06
2423,@maxlife*0.015
2424,@maxlife*0.015
2425,@maxlife*0.03
2426,(#maxlife*0.1)>9999?9999:(#maxlife*0.1)
2427,sbuffidtier(2549)=1?0:sbuffidtier(2548)>1?1:0
2428,sbuffidtier(2549)=1?0:sbuffidtier(2550)>1?1:0
2429,sbuffidtier(2551)>0?1:0
2430,sbuffidtier(2552)>0?1:0
2431,@pow*0.25
2432,@pow*0.25
2433,@pow*1.6
2434,@pow*0.4
2435,@pow*0.7
2436,@pow*0.7
2437,@pow*0.3
2438,@pow*1
2439,@hit*0.25
2440,@hit*0.25
2441,@hit*0.8
2442,@hit*0.5
2443,@hit*0.25
2444,@hit*0.4
2445,@hit*0.5
2446,@hit*0.4
2447,@dodge*0.15
2448,@dodge*0.15
2449,@dodge*0.2
2450,@dodge*0.4
2451,@dodge*0.1
2452,@dodge*0.4
2453,@dodge*0.4
2454,@dodge*0.25
2455,0
2456,@formation
2457,@formation<$1?1:0
2458,sbuffidtier(2560)>0?1:sbuffidtier(2559)>0?1:0
2459,sbuffidtier(2564)>0?sbuffidtier(2558)>0?-99:0:0
2460,tbuffidtier(2558)>0?1:0
2461,tbuffidtier(2565)>0?100:0
2462,tbuffidtier(2565)>0?99999:$1
2463,tbuffidtier(2558)>0?2565:2564
2464,@life/@maxlife*100
2465,@maxlife*0.1
2466,sbuffidtier(2573)
2467,sbuffidtier(257301)=1?$1:sbuffidtier(257301)=2?$1*0.7:sbuffidtier(257301)=3?$1*0.7*0.7:sbuffidtier(257301)=4?$1*0.7*0.7*0.7:$1*0.7*0.7*0.7*0.7
2470,@life/@maxlife>0.5?1:0
2471,@formation
2472,@formation<$1?1:0
2473,@maxlife*0.05
2474,$1+@shield*0.01
2475,tbuffidtier(2601)=5?999:$1
2476,tbuffidtier(2601)=5?-5:0
2477,tbuffidtier(2601)=5?1:0
2478,sbuffidtier(2607)=0?1:0
2479,sbuffidtier(2607)=1?1:0
2480,sbuffidtier(2607)=2?1:0
2481,sbuffidtier(2607)=3?1:0
2482,#maxlife
3001,170+sbuffidtier(3300)*22
3002,180+sbuffidtier(3300)*26
3003,190+sbuffidtier(3300)*30
3004,200+sbuffidtier(3300)*34
3005,210+sbuffidtier(3300)*38
3006,220+sbuffidtier(3300)*42
3007,230+sbuffidtier(3300)*46
3008,240+sbuffidtier(3300)*50
3009,250+sbuffidtier(3300)*54
3010,260+sbuffidtier(3300)*58
3011,180+sbuffidtier(3300)*24
3012,191+sbuffidtier(3300)*((330-191)/5)
3013,202+sbuffidtier(3300)*((367-202)/5)
3014,213+sbuffidtier(3300)*((400-213)/5)
3015,224+sbuffidtier(3300)*((433-224)/5)
3016,236+sbuffidtier(3300)*((467-236)/5)
3017,247+sbuffidtier(3300)*((500-247)/5)
3018,258+sbuffidtier(3300)*((533-258)/5)
3019,269+sbuffidtier(3300)*((567-269)/5)
3020,280+sbuffidtier(3300)*64
3021,160+sbuffidtier(3300)*18
3022,171+sbuffidtier(3300)*((283-171)/5)
3023,182+sbuffidtier(3300)*((317-182)/5)
3024,193+sbuffidtier(3300)*((350-193)/5)
3025,204+sbuffidtier(3300)*((383-204)/5)
3026,216+sbuffidtier(3300)*((417-216)/5)
3027,227+sbuffidtier(3300)*((450-227)/5)
3028,238+sbuffidtier(3300)*((483-238)/5)
3029,249+sbuffidtier(3300)*((517-249)/5)
3030,260+sbuffidtier(3300)*58
3031,160+sbuffidtier(3300)*18
3032,169+sbuffidtier(3300)*((278-169)/5)
3033,178+sbuffidtier(3300)*((306-178)/5)
3034,187+sbuffidtier(3300)*((333-187)/5)
3035,196+sbuffidtier(3300)*((361-196)/5)
3036,204+sbuffidtier(3300)*((389-204)/5)
3037,213+sbuffidtier(3300)*((417-213)/5)
3038,222+sbuffidtier(3300)*((444-222)/5)
3039,231+sbuffidtier(3300)*((472-231)/5)
3040,240+sbuffidtier(3300)*52
3041,210+sbuffidtier(3400)*((320-210)/7)
3042,221+sbuffidtier(3400)*((362-221)/7)
3043,232+sbuffidtier(3400)*((404-232)/7)
3044,243+sbuffidtier(3400)*((447-243)/7)
3045,254+sbuffidtier(3400)*((489-254)/7)
3046,266+sbuffidtier(3400)*((531-266)/7)
3047,277+sbuffidtier(3400)*((573-277)/7)
3048,288+sbuffidtier(3400)*((616-288)/7)
3049,299+sbuffidtier(3400)*((658-299)/7)
3050,310+sbuffidtier(3400)*((700-310)/7)
3051,170+sbuffidtier(3401)*22
3052,180+sbuffidtier(3401)*26
3053,190+sbuffidtier(3401)*30
3054,200+sbuffidtier(3401)*34
3055,210+sbuffidtier(3401)*38
3056,220+sbuffidtier(3401)*42
3057,230+sbuffidtier(3401)*46
3058,240+sbuffidtier(3401)*50
3059,250+sbuffidtier(3401)*54
3060,260+sbuffidtier(3401)*58
3061,220+sbuffidtier(3400)*((350-220)/7)
3062,233+sbuffidtier(3400)*((400-233)/7)
3063,247+sbuffidtier(3400)*29
3064,260+sbuffidtier(3400)*((500-260)/7)
3065,273+sbuffidtier(3400)*((550-273)/7)
3066,287+sbuffidtier(3400)*((600-287)/7)
3067,300+sbuffidtier(3400)*50
3068,313+sbuffidtier(3400)*((700-313)/7)
3069,327+sbuffidtier(3400)*((750-327)/7)
3070,340+sbuffidtier(3400)*((800-340)/7)
3071,220+sbuffidtier(3400)*((350-220)/7)
3072,233+sbuffidtier(3400)*((400-233)/7)
3073,247+sbuffidtier(3400)*29
3074,260+sbuffidtier(3400)*((500-260)/7)
3075,273+sbuffidtier(3400)*((550-273)/7)
3076,287+sbuffidtier(3400)*((600-287)/7)
3077,300+sbuffidtier(3400)*50
3078,313+sbuffidtier(3400)*((700-313)/7)
3079,327+sbuffidtier(3400)*((750-327)/7)
3080,340+sbuffidtier(3400)*((800-340)/7)
3081,200+sbuffidtier(3400)*((300-200)/7)
3082,211+sbuffidtier(3400)*((339-211)/7)
3083,222+sbuffidtier(3400)*((378-222)/7)
3084,233+sbuffidtier(3400)*((417-233)/7)
3085,244+sbuffidtier(3400)*((456-244)/7)
3086,256+sbuffidtier(3400)*34
3087,267+sbuffidtier(3400)*38
3088,278+sbuffidtier(3400)*42
3089,289+sbuffidtier(3400)*46
3090,300+sbuffidtier(3400)*50
3091,200+sbuffidtier(3400)*((300-200)/7)
3092,211+sbuffidtier(3400)*((339-211)/7)
3093,222+sbuffidtier(3400)*((378-222)/7)
3094,233+sbuffidtier(3400)*((417-233)/7)
3095,244+sbuffidtier(3400)*((456-244)/7)
3096,256+sbuffidtier(3400)*34
3097,267+sbuffidtier(3400)*38
3098,278+sbuffidtier(3400)*42
3099,289+sbuffidtier(3400)*46
3100,300+sbuffidtier(3400)*50
3101,150+sbuffidtier(3300)*50
3102,170+sbuffidtier(3300)*50
3103,190+sbuffidtier(3300)*50
3104,220+sbuffidtier(3300)*50
3105,240+sbuffidtier(3300)*50
3106,260+sbuffidtier(3300)*50
3107,280+sbuffidtier(3300)*50
3108,310+sbuffidtier(3300)*50
3109,330+sbuffidtier(3300)*50
3110,350+sbuffidtier(3300)*50
3111,200+sbuffidtier(3402)*24
3112,211+sbuffidtier(3402)*((339-211)/5)
3113,222+sbuffidtier(3402)*((378-222)/5)
3114,233+sbuffidtier(3402)*((417-233)/5)
3115,244+sbuffidtier(3402)*((456-244)/5)
3116,256+sbuffidtier(3402)*((494-256)/5)
3117,267+sbuffidtier(3402)*((533-267)/5)
3118,278+sbuffidtier(3402)*((572-278)/5)
3119,289+sbuffidtier(3402)*((611-289)/5)
3120,300+sbuffidtier(3402)*70
3121,180+sbuffidtier(3401)*24
3122,191+sbuffidtier(3401)*((330-191)/5)
3123,202+sbuffidtier(3401)*((367-202)/5)
3124,213+sbuffidtier(3401)*((400-213)/5)
3125,224+sbuffidtier(3401)*((433-224)/5)
3126,236+sbuffidtier(3401)*((467-236)/5)
3127,247+sbuffidtier(3401)*((500-247)/5)
3128,258+sbuffidtier(3401)*((533-258)/5)
3129,269+sbuffidtier(3401)*((567-269)/5)
3130,280+sbuffidtier(3401)*64
3131,180+sbuffidtier(3400)*10
3132,191+sbuffidtier(3400)*14
3133,202+sbuffidtier(3400)*18
3134,213+sbuffidtier(3400)*22
3135,224+sbuffidtier(3400)*26
3136,236+sbuffidtier(3400)*((444-236)/7)
3137,247+sbuffidtier(3400)*((483-247)/7)
3138,258+sbuffidtier(3400)*((522-258)/7)
3139,269+sbuffidtier(3400)*((561-269)/7)
3140,280+sbuffidtier(3400)*((600-280)/7)
3141,250+sbuffidtier(3400)*(200/7)
3142,267+sbuffidtier(3400)*((511-267)/7)
3143,283+sbuffidtier(3400)*((572-283)/7)
3144,300+sbuffidtier(3400)*((633-300)/7)
3145,317+sbuffidtier(3400)*((694-317)/7)
3146,333+sbuffidtier(3400)*((756-333)/7)
3147,350+sbuffidtier(3400)*((817-350)/7)
3148,367+sbuffidtier(3400)*73
3149,383+sbuffidtier(3400)*((939-383)/7)
3150,400+sbuffidtier(3400)*(600/7)
3151,180+sbuffidtier(3402)*24
3152,191+sbuffidtier(3402)*((330-191)/5)
3153,202+sbuffidtier(3402)*((367-202)/5)
3154,213+sbuffidtier(3402)*((400-213)/5)
3155,224+sbuffidtier(3402)*((433-224)/5)
3156,236+sbuffidtier(3402)*((467-236)/5)
3157,247+sbuffidtier(3402)*((500-247)/5)
3158,258+sbuffidtier(3402)*((533-258)/5)
3159,269+sbuffidtier(3402)*((567-269)/5)
3160,280+sbuffidtier(3402)*64
3161,#armor*0.6
3162,(#armor>0)&(tbuffidtier(3425)=1)?3424:1
3163,#armor*0.7
3164,#armor*0.8
3165,#armor*0.9
3166,#armor*1
3167,#armor*1.1
3168,#armor*1.2
3169,#armor*1.3
3170,#armor*1.4
3171,#armor*1.5
3172,(SAliveCount()-1)*(#Maxlife*0.3)
3173,(SAliveCount()-1)*(#Maxlife*0.004)
3174,(SAliveCount()-2)*(#Maxlife*0.3)
3175,(SAliveCount()-1)*(#Maxlife*0.8)
3176,70+sbuffidtier(3403)*20
3177,90+sbuffidtier(3403)*20
3178,120+sbuffidtier(3403)*17.5
3179,140+sbuffidtier(3403)*20
3180,160+sbuffidtier(3403)*20
3181,190+sbuffidtier(3403)*17.5
3182,210+sbuffidtier(3403)*17.5
3183,230+sbuffidtier(3403)*20
3184,260+sbuffidtier(3403)*17.5
3185,280+sbuffidtier(3403)*17.5
3186,50+sbuffidtier(3403)*7.5
3187,50+sbuffidtier(3403)*10
3188,60+sbuffidtier(3403)*10
3189,60+sbuffidtier(3403)*12.5
3190,70+sbuffidtier(3403)*12.5
3191,70+sbuffidtier(3403)*17.5
3192,80+sbuffidtier(3403)*17.5
