id,duplicate_type,integration_switch,coin_type,campaign,sub,if_emergency,endless_mode,special_type,name,difficulty,exp_parameter,type,enemy_ai_type,win_turn,win_spot_id,special_spot_id,expect_enemy_die_num,expect_gun_die_num,expect_turn,boss_team_id,turn_duration,costbp,getcoin,getcoin_parameter,coin_ap,turn_limit,limit_gun_pool,limit_team,map_res_name,map_information,is_hide,is_snow,adaptive_gun,fog_length,fog_color,limit_equip_pool,draw_event_s_id,support_available,enemy_quickmove,expect_defend_line_turn,expect_hostage_num,title_logo,random_line_spot,order,reinforce_ally_team,reinforce_ally_turn,reinforce_ally_spot,ally_boss_team_id,ally_code,supply_parameter,drop_mission_key,close_missions,mission_group_id,mission_group_draw_event,open_mission_keys,mission_describe,force_type,round_config,color_change_type,color_change_number,color_change_result,spot_reset,draw_code,reset_drop_key_once,close_mission_control,limit_squad,open_mission_items,drop_mission_item,mapped_mission_id,branch_next_mission_id,win_type,medal_type_silver,drop_item_count,difficulty_recommend,difficulty_recommend_addendum,limit_sangvis,mission_tip,win_step,event_score,score_prize,drop_key_info,lose_type,fight_environment_group,environment_transform_config,"recommended_team_ids,","restart_hide,","auto_battle,",daily_demand
10269,0,1-1,0,-31,76,-1,0,0,mission-10010269,39000,58,2,3,0,0,,15,0,6,2724,360000000,0,,,0,0,244|265,0,OPS13_Y,20000|17500|5400|4400|500|1050,0,0,57|205,0|500,#000000FF,0,6050,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1023800:1,,7,,1023700:1,mission-20010269,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,31016,0,,,,39000|99;0|0;0|0;0|0,mission-30010269,4,mission-40010269,,,,,,,,2|1,0,0,
10270,0,1-1,0,-31,77,-1,0,0,mission-10010270,40000,58,1,3,0,11982,,10,0,4,2735,360000000,0,,,0,0,113|258,0,OPS16_Y,20000|17500|6000|6000|2000|-2500,0,0,57|205|54,0|500,#000000FF,0,6050,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1023900:1,,7,,1023800:1,mission-20010270,1,1:1|2:2|3:6,0,0,0,0,0,0,0,2,,,31017,0,,,,40000|99;0|0;0|0;0|0,mission-30010270,4,mission-40010270,,,,,,,,2|4|1,0,0,
10271,0,1-1,0,-31,78,-1,0,0,mission-10010271,40000,59,4,3,0,0,,12,0,5,2782,360000000,0,,,0,7,242|144|268,0,OPS13_Y,20000|17500|6000|5000|0|700,0,0,143|56|57|205|55|206,0|500,#000000FF,0,6050,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1024500:1,,7,,1024400:1,mission-20010271,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,31018,0,,,,40000|99;0|0;0|0;0|0,mission-30010271,4,mission-40010271,,,,,,,,5|6|2,0,0,
10272,0,1-1,0,-31,79,-1,0,0,mission-10010272,42000,60,4,4,0,0,,12,0,6,2791,360000000,0,,,0,0,251|271|244,0,OPS13_Y,20000|17500|6200|4100|6900|-3800,0,0,143|56|57|205|55|206,0|500,#000000FF,0,6050,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1024900:1,,7,,1024800:1,mission-20010272,1,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,31019,0,,,,42000|99;0|0;0|0;0|0,mission-30010272,4,mission-40010272,,,,,,,,6|2|5,0,0,
10273,0,1-1,0,-31,80,-1,1,1,mission-10010273,42000,60,6,-1,0,0,0,0,0,9,1,360000000,0,,,0,9,,0,OPS15_Y,13824|12096|11500|9300|-1300|0,0,0,143|56|57|205|55|206,0|500,#000000FF,0,0,0,0,0,0,,12254,0,0,0,0,0,ArmyLOGO,,0|0|1025300:1,,7,,1019400:1;1019500:1;1019600:1;1019700:1;1019800:1;1019900:1;1020000:1;1020100:1;1020200:1;1020300:1;1020400:1;1020500:1;1020600:1;1020700:1;1020800:1;1020900:1;1021000:1;1021100:1;1021200:1;1021300:1;1021400:1;1021500:1;1021600:1;1021700:1;1021800:1;1021900:1;1022000:1;1022100:1;1022200:1;1022300:1;1022400:1;1022500:1;1022600:1;1022700:1;1022800:1;1022900:1;1023000:1;1023100:1;1023200:1;1023300:1;1023400:1;1023500:1;1023600:1;1023700:1;1023800:1;1023900:1;1024000:1;1024100:1;1024200:1;1024300:1;1024400:1;1024500:1;1024600:1;1024700:1;1024800:1;1024900:1;1025000:1;1025100:1;1025200:1;1027400:1,mission-20010273,1,1:1|2:4|3:3,0,0,0,0,0,0,0,3,8001:100,,31020,0,,,,42000|99;0|0;0|0;0|0,mission-30010273,4,mission-40010273,,1|10|2000|1500|1000|200|10000|5000|10000|4000|5000|2000|10000|1:10000;2:500;3:2000;5:10000;6:10000;7:2500|15000|0|0,,,,,,2|1|3,0,0,
10274,0,1-1,0,-31,81,-1,0,9,mission-10010274,1000,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1027400:1,,7,,1020200:1,mission-20010274,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:10,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010274,4,mission-40010274,,,,,,,,,0,0,
10275,0,1-1,0,-31,82,-1,0,0,mission-10010275,1000,0,8,4,0,0,,0,0,0,2601,360000000,0,,,0,0,,0,OPS13_Y,16000|14000|4000|2250|3500|-2000,0,0,57|205|55|206,0|500,#000000FF,0,0,0,0,0,0,,0,0,0,0,0,318201,ArmyLOGO,,0|0|1024700:1,,7,,1024500:1,mission-20010275,1,1:1|2:1|3:2,0,0,0,0,0,0,0,2,,,31021,0,,,,1000|10;0|0;0|0;0|0,mission-30010275,-1,mission-40010275,,,,,,,,,0,0,
10276,0,1-1,0,-31,83,-1,0,0,mission-10010276,1000,0,8,4,0,0,,0,0,0,2601,360000000,0,,,0,0,,0,OPS13_Y,16000|14000|4000|2250|3500|-2000,0,0,55,0|500,#000000FF,0,0,0,0,0,0,,0,0,0,0,0,318301,ArmyLOGO,,0|0|1024800:1,,7,,1024700:1,mission-20010276,1,1:1|2:1|3:2,0,0,0,0,0,0,0,2,,,31022,0,,,,1000|10;0|0;0|0;0|0,mission-30010276,-1,mission-40010276,,,,,,,,,0,0,
10277,0,1-1,0,-32,1,-1,0,0,mission-10010277,25000,50,2,4,0,0,,0,0,0,9130101,360000000,0,,,0,2,,-1,OPS19_Y,8000|8000|5000|3000|1650|-1500,0,0,,0|500,#000000FF,,496,0,0,0,,,,0,,0,,,,,0|0|1027700:1,,8,,,mission-20010277,1,1:1|2:4|3:8,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,-1,,,32001,0,1,,,25000|100;0|0;0|0;0|0,mission-30010277,-1,mission-40010277,,,,,,,,,0,0,
10278,0,1-1,0,-32,2,-1,0,0,mission-10010278,25000,50,3,4,0,0,,0,0,0,9130205,360000000,0,,,0,3,,-1,OPS17_Y,8000|8000|2500|2500|0|1700,0,0,,0|500,#000000FF,,496,0,0,0,,,,0,,0,,,,,0|0|1027800:1;0|0|1027800:1,,8,,1027700:1,mission-20010278,1,1:1|2:4|3:6,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,-1,8002:100,,32002,0,1098101,,,25000|100;0|0;0|0;0|0,mission-30010278,-1,mission-40010278,,,,,,,,,0,0,
10279,0,1-1,0,-32,3,-1,0,0,mission-10010279,25000,50,3,4,0,0,,0,0,0,9130317,360000000,0,,,0,3,,-1,OPS17_Y,8000|8000|4000|2500|0|1700,0,0,,0|500,#000000FF,,496,0,0,0,,,,0,,0,,,,,0|0|1027900:1,,8,,1027800:1,mission-20010279,0,1:1|2:4|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,-1,8002:100,,32003,0,1098201,,,25000|100;0|0;0|0;0|0,mission-30010279,-1,mission-40010279,,,,,,,,1,0,0,
10280,0,1-1,0,-32,4,-1,0,0,mission-10010280,25000,50,3,4,0,0,,0,0,0,9130417,360000000,0,,,0,3,,-1,OPS17_Y,8000|8000|4000|2500|-1800|1700,0,0,,0|500,#000000FF,,496,0,0,0,,,,0,,0,,,,,0|0|1028000:1,,8,,1027900:1,mission-20010280,0,1:1|2:4|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,-1,8002:100,,32004,0,,,,25000|100;0|0;0|0;0|0,mission-30010280,-1,mission-40010280,,,,,,,,1|8,0,0,
10281,0,1-1,0,-32,5,-1,0,0,mission-10010281,25000,50,2,4,0,0,,0,0,0,9130501,360000000,0,,,0,4,,-1,OPS18_Y,5000|5000|5000|5000|0|0,0,0,,0|500,#000000FF,,496,0,0,0,,,,0,,0,,,,,0|0|1028100:1,,8,,1028000:1,mission-20010281,0,1:1|2:2|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,-1,8002:100,,32005,0,,,,25000|100;0|0;0|0;0|0,mission-30010281,-1,mission-40010281,,,,,,,,2,0,0,
10282,0,1-1,0,-32,6,-1,0,0,mission-10010282,25000,50,3,4,0,0,,0,0,0,9130601,360000000,0,,,0,2,,-1,OPS17_Y,8000|8000|4500|2700|0|400,0,0,,0|500,#000000FF,,496,0,0,0,,,,0,,0,,,,,0|0|1028200:1,,8,,1028100:1,mission-20010282,0,1:1|2:4|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,-1,8002:100,,32006,0,1098501,,,25000|100;0|0;0|0;0|0,mission-30010282,-1,mission-40010282,,,,,,,,8|1,0,0,
10283,0,1-1,0,-32,7,-1,0,0,mission-10010283,25000,50,3,4,0,0,,0,0,0,9130701,360000000,0,,,0,2,,-1,OPS18_Y,6000|6000|6000|6000|0|0,0,0,,0|500,#000000FF,,496,0,0,0,,,,0,,0,,,,,0|0|1028300:1,,8,,1028200:1,mission-20010283,0,1:1|2:2|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,-1,8002:100,,32007,0,1|3,,,25000|100;0|0;0|0;0|0,mission-30010283,-1,mission-40010283,,,,,,,,8|1,0,0,
10284,0,1-1,0,-32,8,-1,0,0,mission-10010284,25000,50,3,4,0,0,,0,0,0,9130801,360000000,0,,,0,3,,-1,OPS17_Y,8000|8000|5500|3800|600|2000,0,0,,0|500,#000000FF,,496,0,0,0,,,,0,,0,,,,,0|0|1028400:1,,8,,1028300:1,mission-20010284,0,1:1|2:4|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,-1,8002:100,,32008,0,,,,25000|100;0|0;0|0;0|0,mission-30010284,-1,mission-40010284,1098701,,,,,,,8,0,0,
10285,0,1-1,0,-32,9,-1,0,0,mission-10010285,26000,50,2,4,0,0,,7,0,3,1,360000000,0,,,0,0,,0,OPS19_Y,6000|5250|4200|3120|1160|-1200,0,0,1022|26|91|156,0|500,#000000FF,,496,0,0,0,,,,0,,0,0,0,,,0|0|1027700:1;0|0|1027700:1,,8,,,mission-20010285,0,1:1|2:2|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,2,,,32001,0,,,,26000|99;0|0;0|0;0|0,mission-30010285,4,mission-40010285,,,,,,,,5|6|1,0,0,
10286,0,1-1,0,-32,10,-1,0,1,mission-10010286,28000,51,2,-1,0,0,,3,0,3,1,360000000,0,,,0,0,,0,OPS20_Y,8000|7000|3300|4720|2200|0,0,0,1018|1017|248,0|500,#000000FF,,496,0,0,0,,,,0,,0,0,0,,,0|0|1027800:1;0|0|1027800:1,,8,,1027700:1,mission-20010286,0,1:1|2:2|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,2,8002:100,,32002,0,,,,28000|99;0|0;0|0;0|0,mission-30010286,4,mission-40010286,,,,,,,,5|1|6,0,0,
10287,0,1-1,0,-32,11,-1,0,1,mission-10010287,32000,52,6,-1,0,0,,9,0,6,1,360000000,0,,,0,0,202,0,OPS17_Y,8000|7502|4500|4000|-1800|1800,0,0,1020|1019|26|91|48|146,0|500,#000000FF,,495,0,0,2,,,,0,,0,0,0,,,0|0|1027900:1;0|0|1027900:1,,8,,1027800:1,mission-20010287,0,1:1|2:4|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,2,8002:100,,32003,0,,,,32000|99;0|0;0|0;0|0,mission-30010287,4,mission-40010287,,,,,,,,2|6|4,0,0,
10288,0,1-1,0,-32,12,-1,0,0,mission-10010288,34000,53,7,4,0,0,,8,0,4,1,360000000,0,,,0,0,273,0,OPS18_Y,6000|5627|5000|5200|0|0,0,0,1022|156,0|500,#000000FF,,497,0,0,0,1|1,,,0,,0,0,0,,,0|0|1028000:1;0|0|1028000:1,,8,,1027900:1,mission-20010288,0,1:1|2:4|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,2,8002:100,,32004,0,,,,34000|99;0|0;0|0;0|0,mission-30010288,4,mission-40010288,,,,,,,,2|6|1,0,0,
10289,0,1-1,0,-32,13,-1,0,0,mission-10010289,36000,54,7,4,0,0,,5,0,7,1,360000000,0,,,0,0,1018,0,OPS5_Y,11520|10080|5300|4800|2200|300,0,0,1021|1022|156|93,0|500,#000000FF,,498,0,0,0,2|2,,,0,,0,0,0,,,0|0|1028100:1;0|0|1028100:1,,8,,1028000:1,mission-20010289,0,1:1|2:2|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,2,8002:100,,32005,0,,,,36000|99;0|0;0|0;0|0,mission-30010289,4,mission-40010289,,,,,,,,5|6|1,0,0,
10290,0,1-1,0,-32,14,-1,0,1,mission-10010290,37000,56,2,-1,0,0,,6,0,7,1,360000000,0,,,0,0,294,0,OPS17_Y,8000|7502|5000|4400|1150|1800,0,0,1019|1020|1018|48|26|91,0|500,#000000FF,,498,0,0,0,,,,0,,0,0,0,,,0|0|1028200:1;0|0|1028200:1,,8,,1028100:1,mission-20010290,0,1:1|2:4|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,2,8002:100,,32006,0,,,,37000|99;0|0;0|0;0|0,mission-30010290,4,mission-40010290,,,,,,,,2|6|8,0,0,
10291,0,1-1,0,-32,15,-1,0,0,mission-10010291,38000,58,2,4,0,0,,9,0,5,1,360000000,0,,,0,15,272,0,OPS19_Y,8000|7502|5600|3150|1000|-650,0,0,1022|248|156,0|500,#000000FF,,500,0,0,0,,,,0,,0,0,0,,,0|0|1028300:1;0|0|1028300:1,,8,,1028200:1,mission-20010291,0,1:1|2:2|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,2,8002:100,,32007,0,,,,38000|99;0|0;0|0;0|0,mission-30010291,4,mission-40010291,,,,,,,,6|1|9,0,0,
10292,0,1-1,0,-32,16,-1,0,1,mission-10010292,40000,60,4,-1,0,0,,6,0,7,321601,360000000,0,,,0,0,1020,3,OPS17_Y,8000|7502|6300|4600|-950|1500,0,0,1017|1019|146|93|1018,0|500,#000000FF,,500,0,0,0,1|1,,,0,,0,0,0,,,0|0|1028400:1;0|0|1028400:1,,8,,1028300:1,mission-20010292,0,1:1|2:4|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,2,8002:100,,32008,0,,,,40000|99;0|0;0|0;0|0,mission-30010292,3,mission-40010292,,,,,,,,8|6|1,0,0,
10293,0,1-1,0,-32,17,-1,0,1,mission-10010293,14000,50,8,-1,0,0,,5,0,2,1,360000000,0,,,0,0,,0,OPS17_Y,8000|7502|5000|2800|1300|200,0,0,,0|500,#000000FF,,496,0,0,0,,,,0,,0,0,321701,,,0|0|1029300:1,,8,,1027901:1;1028201:1;1028401:1,mission-20010293,0,1:1|2:2|3:3,0,0,0,0,0;100114|80|VA11_MissionPanelTip,0,0,2,8002:100,,32017,0,,,,14000|90;0|0;0|0;0|0,mission-30010293,4,mission-40010293,,,,,,,,1,0,0,
10294,0,1-1,0,-33,1,-1,0,9,mission-10010294,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1029400:1,,9,,,mission-20010294,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010294,4,mission-40010294,,,,,,,,,0,0,
10295,0,1-1,0,-33,2,-1,0,0,mission-10010295,1000,21,3,4,0,0,,0,0,6,1,360000000,0,,,0,0,,0,OPS22_Y,6000|6000|3300|3300|-1800|-600,0,0,103|101|65|122,0|500,#000000FF,0,6075;6075,1,0,0,,,,0,,0,0,0,,,0|0|1029500:1;0|0|1029500:1,,9,,1029400:1,mission-20010295,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,0|0|8003:1;0|0|8003:2,33001,0,1|3,,1|1,1000|15;0|0;0|0;0|0,mission-30010295,4,mission-40010295,,,,,,,,1,0,0,
10296,0,1-1,0,-33,3,-1,0,9,mission-10010296,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1029600:1,,9,,1029500:1,mission-20010296,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010296,4,mission-40010296,,,,,,,,,0,0,
10297,0,1-1,0,-33,4,-1,0,9,mission-10010297,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1029700:1,,9,,1029600:1,mission-20010297,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010297,4,mission-40010297,,,,,,,,,0,0,
10298,0,1-1,0,-33,5,-1,0,9,mission-10010298,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1029800:1,,9,,1029700:1,mission-20010298,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010298,4,mission-40010298,,,,,,,,,0,0,
10299,0,1-1,0,-33,6,-1,0,0,mission-10010299,1500,23,3,4,0,0,,0,0,6,1,360000000,0,,,0,0,,0,OPS5_Y,11520|10080|3600|3000|-550|1800,0,0,103|56|143|273|57|55|122,0|500,#000000FF,0,6075;6075,1,0,0,,,,0,,0,0,0,,,0|0|1029900:1;0|0|1029900:1,,9,,1029800:1,mission-20010299,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,0|0|8003:1;0|0|8003:1,33002,0,1|3,,1|1,1500|20;0|0;0|0;0|0,mission-30010299,4,mission-40010299,,,,,,,,1,0,0,
10300,0,1-1,0,-33,7,-1,0,9,mission-10010300,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1030000:1,,9,,1029900:1,mission-20010300,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010300,4,mission-40010300,,,,,,,,,0,0,
10301,0,1-1,0,-33,8,-1,0,0,mission-10010301,2000,25,3,4,0,0,,0,0,6,1,360000000,0,,,0,0,218|255,0,OPS22_Y,6000|6000|3000|2500|-200|1400,0,0,103|101|65|122|55|57,0|500,#000000FF,0,6059;6059,1,0,0,,,,0,,0,0,0,,,0|0|1030100:1;0|0|1030100:1,,9,,1030000:1,mission-20010301,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,0|0|8003:1;0|0|8003:3,33003,0,1|330800,,1|1,2000|25;0|0;0|0;0|0,mission-30010301,4,mission-40010301,,,,,,,,1|2,0,0,
10302,0,1-1,0,-33,9,-1,0,9,mission-10010302,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1030200:1,,9,,1030100:1,mission-20010302,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010302,4,mission-40010302,,,,,,,,,0,0,
10303,0,1-1,0,-33,10,-1,0,0,mission-10010303,2500,26,3,4,0,0,,0,0,6,1,360000000,0,,,0,0,223|230|273,0,OPS23_Y,8000|8000|4800|4000|-200|600,0,0,276|55|143|56|57,0|500,#000000FF,0,6062;6062,1,0,0,,,,0,,0,0,0,,,0|0|1030300:1;0|0|1030300:1,,9,,1030200:1,mission-20010303,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,0|0|8003:1;0|0|8003:4,33004,0,2|331000|331010,,1|1,2500|30;0|0;0|0;0|0,mission-30010303,4,mission-40010303,,,,,,,,5,0,0,
10304,0,1-1,0,-33,11,-1,0,9,mission-10010304,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1030400:1,,9,,1030300:1,mission-20010304,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010304,4,mission-40010304,,,,,,,,,0,0,
10305,0,1-1,0,-33,12,-1,0,0,mission-10010305,3500,28,3,4,0,0,,0,0,7,1,360000000,0,,,0,0,322|298,0,OPS23_Y,8000|8000|4500|3000|-1700|2550,0,0,103|101|65|122,0|500,#000000FF,0,6062;6062,1,0,0,,,,0,,0,0,0,,,0|0|1030500:1;0|0|1030500:1,,9,,1030400:1,mission-20010305,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,0|0|8003:1;0|0|8003:2,33005,0,1|331200|1|331210,,1|1,3500|35;0|0;0|0;0|0,mission-30010305,4,mission-40010305,,,,,,,,8|1,0,0,
10306,0,1-1,0,-33,13,-1,0,9,mission-10010306,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1030600:1,,9,,1030500:1,mission-20010306,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010306,4,mission-40010306,,,,,,,,,0,0,
10307,0,1-1,0,-33,14,-1,0,0,mission-10010307,4000,29,3,3,0,0,,0,0,7,1,360000000,0,,,0,0,49|255,0,OPS23_Y,12000|12000|4500|3000|1800|4200,0,0,273|272|274|275,0|500,#000000FF,0,6062;6062,1,0,0,,,,0,,0,0,0,,,0|0|1030700:1;0|0|1030700:1,,9,,1030600:1,mission-20010307,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,0|0|8003:1;0|0|8003:3,33006,0,331400|331401|331410|331411,,1|1,4000|40;0|0;0|0;0|0,mission-30010307,4,mission-40010307,,,,,,,,8|1,0,0,
10308,0,1-1,0,-33,15,-1,0,9,mission-10010308,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1030800:1,,9,,1030700:1,mission-20010308,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010308,4,mission-40010308,,,,,,,,,0,0,
10309,0,1-1,0,-33,16,-1,0,0,mission-10010309,4500,30,7,4,0,0,,0,0,7,1,360000000,0,,,0,0,223|230|276,0,OPS23_Y,12000|12000|4100|3100|1750|4050,0,0,55|57|56|143,0|500,#000000FF,0,6062;6062,1,0,0,1|1,,,0,,0,0,0,,,0|0|1030900:1;0|0|1030900:1,,9,,1030800:1,mission-20010309,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,0|0|8003:1;0|0|8003:1,33007,0,331600|331601|331600|4,,1|1,4500|45;0|0;0|0;0|0,mission-30010309,4,mission-40010309,,,,,,,,8|1,0,0,
10310,0,1-1,0,-33,17,-1,0,9,mission-10010310,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1031000:1,,9,,1030900:1,mission-20010310,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010310,4,mission-40010310,,,,,,,,,0,0,
10311,0,1-1,0,-33,18,-1,0,9,mission-10010311,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1031100:1,,9,,1031400:1,mission-20010311,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010311,4,mission-40010311,,,,,,,,,0,0,
10312,0,1-1,0,-33,19,-1,0,0,mission-10010312,5000,32,3,4,0,0,,0,0,9,1,360000000,0,,,0,0,322|49,0,BloodNetwork_Y,11520|10080|4500|3000|-2000|-3100,0,0,55,0|500,#000000FF,0,6061;6061,1,0,0,,,,0,,0,0,0,,,0|0|1031200:1;0|0|1031200:1,,9,,1031100:1,mission-20010312,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,0|0|8003:1;0|0|8003:1,33008,0,1|331900|331901,,1|1,5000|50;0|0;0|0;0|0,mission-30010312,4,mission-40010312,,,,,,,,5|1,0,0,
10313,0,1-1,0,-33,20,-1,0,9,mission-10010313,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1031300:1,,9,,1031200:1,mission-20010313,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010313,4,mission-40010313,,,,,,,,,0,0,
10314,0,1-1,0,-33,21,-1,0,0,mission-10010314,5500,33,3,4,0,0,,0,0,9,1,360000000,0,,,0,0,218|255|273,0,OPS23_Y,7000|7000|3200|2500|1900|1350,0,0,272|274|275,0|500,#000000FF,0,6061,1,0,0,,,,0,,0,0,0,,,0|0|1031400:1,,9,,1033600:1,mission-20010314,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,0|0|8003:1,33009,0,332100|332101,,1,5500|55;0|0;0|0;0|0,mission-30010314,4,mission-40010314,,,,,,,,1,0,0,
10315,0,1-1,0,-33,22,-1,0,9,mission-10010315,1000,0,3,4,0,0,,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,,0|500,#000000FF,0,0,0,0,0,,,,0,,0,0,0,,,0|0|1031500:1,,9,,1031300:1,mission-20010315,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,,0,0,,,,1000|10;0|0;0|0;0|0,mission-30010315,4,mission-40010315,,,,,,,,,0,0,
