id,name,type,code,introduce,forces,if_capture,pow_rank,life_rank,hit_rank,dodge_rank,rate_rank,armor_rank,speed_rank,range_rank,counter,character,enemy_skill,launch_time,extra,spine_scale,org_id,related_story_id
133,enemy_illustration-10000133,5,Executioner,enemy_illustration-20000133,3,0,4,6,3,0,3,2,3,3,enemy_illustration-30000133,"302,310,433","119,120,121",2016-05-20,enemy_illustration-40000133,"80,80,1",0,0
134,enemy_illustration-10000134,3,Grenadier,enemy_illustration-20000134,3,0,5,5,4,4,3,0,3,4,enemy_illustration-30000134,"1003,434,435","122,123",2016-05-20,enemy_illustration-40000134,"100,100,1",0,0
135,enemy_illustration-10000135,5,Mastersergeant,enemy_illustration-20000135,3,0,6,5,5,3,5,2,3,3,enemy_illustration-30000135,"1001,1003,436,437","124,125,139",2016-05-20,enemy_illustration-40000135,"85,85,1",0,0
136,enemy_illustration-10000136,1,Rogue_M,enemy_illustration-20000136,3,0,1,1,1,1,1,0,1,1,enemy_illustration-30000136,1001,,2016-05-20,enemy_illustration-40000136,"100,100,1",0,0
137,enemy_illustration-10000137,1,Obelisk,enemy_illustration-20000137,3,0,5,5,5,5,5,0,5,5,enemy_illustration-30000137,"1001,335,320,309","126,127,128",2016-05-20,enemy_illustration-40000137,"50,50,1",0,0
138,enemy_illustration-10000138,1,Teal,enemy_illustration-20000138,3,0,5,5,5,5,5,0,5,5,enemy_illustration-30000138,"1001,216,440","131,132,133,134",2016-05-20,enemy_illustration-40000138,"70,70,1",0,0
139,enemy_illustration-10000139,1,Bramede,enemy_illustration-20000139,3,0,5,5,5,5,5,0,5,5,enemy_illustration-30000139,"1001,438,439","135,136,137,138",2016-05-20,enemy_illustration-40000139,"60,60,1",0,0
140,enemy_illustration-10000140,1,Intruder_Halloween,enemy_illustration-20000140,1,1,4,4,3,4,5,0,3,3,enemy_illustration-30000140,"1001,204",,2035-05-20,enemy_illustration-40000140,"75,75,1",10602,0
141,enemy_illustration-10000141,3,HKCAWS_XmasEnemy,enemy_illustration-20000141,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000141,"100,441",141,2035-12-31,enemy_illustration-40000141,,0,0
142,enemy_illustration-10000142,3,VSK_XmasEnemy,enemy_illustration-20000142,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000142,"100,442",142,2035-12-31,enemy_illustration-40000142,,0,0
143,enemy_illustration-10000143,3,P7_XmasEnemy,enemy_illustration-20000143,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000143,"100,443",143,2035-12-31,enemy_illustration-40000143,,0,0
144,enemy_illustration-10000144,3,FP6_XmasEnemy,enemy_illustration-20000144,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000144,"100,444",144,2035-12-31,enemy_illustration-40000144,,0,0
145,enemy_illustration-10000145,3,Type100_XmasEnemy,enemy_illustration-20000145,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000145,"100,445",145,2035-12-31,enemy_illustration-40000145,,0,0
146,enemy_illustration-10000146,1,Px4Storm_XmasBoss,enemy_illustration-20000146,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30000146,"1002,446,447","146,147,148,149,150",2035-12-31,enemy_illustration-40000146,,0,0
147,enemy_illustration-10000147,1,Destroyer_Christmas,enemy_illustration-20000147,1,1,5,5,4,3,3,0,4,5,enemy_illustration-30000147,"1001,206",,2035-05-20,enemy_illustration-40000147,"85,85,1",10603,0
148,enemy_illustration-10000148,3,Nyto_Black_SMG,enemy_illustration-20000148,3,0,2,3,3,5,3,0,3,3,enemy_illustration-30000148,"1001,308",153,2016-05-20,enemy_illustration-40000148,,0,0
149,enemy_illustration-10000149,5,Nyto_Black_Hammer,enemy_illustration-20000149,3,0,4,3,3,4,2,2,6,3,enemy_illustration-30000149,"1001,303,309","154,155",2016-05-20,enemy_illustration-40000149,,0,0
150,enemy_illustration-10000150,3,Nyto_Black_RF,enemy_illustration-20000150,3,0,4,1,5,3,2,0,3,4,enemy_illustration-30000150,"1001,1003,307,320",156,2016-05-20,enemy_illustration-40000150,,0,0
151,enemy_illustration-10000151,3,Nyto_White_Commander,enemy_illustration-20000151,3,0,3,4,3,3,4,0,2,4,enemy_illustration-30000151,"1001,1003,437","157,158,159",2016-05-20,enemy_illustration-40000151,,0,0
152,enemy_illustration-10000152,2,Cerberus_White,enemy_illustration-20000152,3,0,4,4,5,2,4,0,6,2,enemy_illustration-30000152,"304,316","151,152",2016-05-20,enemy_illustration-40000152,,0,0
153,enemy_illustration-10000153,3,USSR_Agent,enemy_illustration-20000153,2,0,1,3,2,3,5,0,3,3,enemy_illustration-30000153,1001,,2035-05-20,enemy_illustration-40000153,,0,0
154,enemy_illustration-10000154,1,morridow_boss,enemy_illustration-20000154,3,0,5,3,5,3,1,0,6,2,enemy_illustration-30000154,"1001,316,329,438","111,112,160",2016-05-20,enemy_illustration-40000154,,0,0
155,enemy_illustration-10000155,1,Nimeylan,enemy_illustration-20000155,3,0,5,5,5,5,5,0,5,5,enemy_illustration-30000155,1001,"161,162,163,164",2016-05-20,enemy_illustration-40000155,,0,0
156,enemy_illustration-10000156,1,RPK16_Nyto,enemy_illustration-20000156,3,0,5,5,5,5,5,5,5,5,enemy_illustration-30000156,1004,165,2035-05-20,enemy_illustration-40000156,,0,0
157,enemy_illustration-10000157,1,Hunter_WhiteDay,enemy_illustration-20000157,1,1,4,4,5,5,5,4,5,4,enemy_illustration-30000157,"1001,203,309",,2035-05-20,enemy_illustration-40000157,"85,85,1",10602,0
158,enemy_illustration-10000158,2,Dinergate_WhiteDay,enemy_illustration-20000158,0,0,5,1,5,0,2,0,5,2,enemy_illustration-30000158,303,,2016-05-20,enemy_illustration-40000158,"100,100,1",0,0
159,enemy_illustration-10000159,2,Dinergate_WhiteDay1,enemy_illustration-20000159,0,0,7,5,7,0,0,0,3,1,enemy_illustration-30000159,"1001,1003,323,908",11,2016-05-20,enemy_illustration-40000159,"100,100,1",0,0
160,enemy_illustration-10000160,2,Dinergate_WhiteDay2,enemy_illustration-20000160,0,0,7,5,7,0,0,0,3,1,enemy_illustration-30000160,"1001,1003,323,908",11,2016-05-20,enemy_illustration-40000160,"100,100,1",0,0
161,enemy_illustration-10000161,2,Dinergate_WhiteDay3,enemy_illustration-20000161,0,0,7,5,7,0,0,0,3,1,enemy_illustration-30000161,"1001,1003,323,908",11,2016-05-20,enemy_illustration-40000161,"100,100,1",0,0
162,enemy_illustration-10000162,1,Cerberus_WhiteDay,enemy_illustration-20000162,0,0,5,5,5,3,2,4,5,2,enemy_illustration-30000162,"1001,214,309","79,80",2016-05-20,enemy_illustration-40000162,"70,70,1",0,0
163,enemy_illustration-10000163,3,Roarer_swimsuit,enemy_illustration-20000163,0,0,4,5,3,2,2,3,2,2,enemy_illustration-30000163,"309,312,316","34,35,140",2016-05-20,enemy_illustration-40000163,"80,80,1",0,0
164,enemy_illustration-10000164,3,Rodelero_swimsuit,enemy_illustration-20000164,0,0,3,4,3,3,1,2,3,4,enemy_illustration-30000164,"309,312,320",166,2016-05-20,enemy_illustration-40000164,"90,90,1",0,0
165,enemy_illustration-10000165,3,StreletPlus_swimsuit,enemy_illustration-20000165,0,0,4,3,3,5,3,0,1,4,enemy_illustration-30000165,"1003,312,316",39,2016-05-20,enemy_illustration-40000165,"100,100,1",0,0
166,enemy_illustration-10000166,1,Nyto_White_Summer,enemy_illustration-20000166,3,1,6,6,5,4,4,3,4,5,enemy_illustration-30000166,"1001,216,309,312",,2035-05-20,enemy_illustration-40000166,"70,70,1",10603,0
170,enemy_illustration-10000170,3,Cyclops_MG,enemy_illustration-20000170,2,0,4,3,2,2,5,0,4,4,enemy_illustration-30000170,"1001,308,315",171,2016-05-20,enemy_illustration-40000170,"90,90,1",0,0
171,enemy_illustration-10000171,4,Cerynitis_SWAP,enemy_illustration-20000171,2,0,5,3,5,0,1,3,3,4,enemy_illustration-30000171,"1003,309",172,2016-05-20,enemy_illustration-40000171,,0,0
172,enemy_illustration-10000172,5,Aegis_GA_SWAP,enemy_illustration-20000172,2,0,2,3,2,0,3,5,3,2,enemy_illustration-30000172,"303,309,310","9,173",2016-05-20,enemy_illustration-40000172,,0,0
176,enemy_illustration-10000176,1,Nyto_tareus,enemy_illustration-20000176,3,1,5,5,5,5,5,5,5,5,enemy_illustration-30000176,"1001,320","174,175,176",2035-05-20,enemy_illustration-40000176,"50,50,1",0,0
177,enemy_illustration-10000177,4,Pumpkin_Dactyl,enemy_illustration-20000177,2,0,5,2,4,0,0,2,3,5,enemy_illustration-30000177,"1001,309,322",19,2016-05-20,enemy_illustration-40000177,"100,100,1",0,0
178,enemy_illustration-10000178,5,Mop_Aegis,enemy_illustration-20000178,2,0,2,3,2,0,3,5,3,2,enemy_illustration-30000178,"303,309,310",9,2016-05-20,enemy_illustration-40000178,"100,100,1",0,0
179,enemy_illustration-10000179,3,Chief_Cyclops,enemy_illustration-20000179,2,0,4,4,4,3,3,0,4,4,enemy_illustration-30000179,"1001,319",16,2016-05-20,enemy_illustration-40000179,"85,85,1",0,0
180,enemy_illustration-10000180,1,spSCARL,enemy_illustration-20000180,0,0,5,5,5,5,5,0,5,5,enemy_illustration-30000180,1001,,2035-05-20,enemy_illustration-40000180,,0,0
100001,enemy_illustration-10100001,1,Gebbennu,enemy_illustration-20100001,3,0,6,7,5,5,4,4,4,5,enemy_illustration-30100001,"1001,309",,2035-12-31,enemy_illustration-40100001,,0,0
100011,enemy_illustration-10100011,3,DivMauler,enemy_illustration-20100011,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100011,"401,402",,2035-12-31,enemy_illustration-40100011,,0,0
100012,enemy_illustration-10100012,3,DivGrenadier,enemy_illustration-20100012,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100012,403,,2035-12-31,enemy_illustration-40100012,,0,0
100013,enemy_illustration-10100013,3,DivSweeper,enemy_illustration-20100013,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100013,"1001,404,415",,2035-12-31,enemy_illustration-40100013,,0,0
100014,enemy_illustration-10100014,3,DivRunner,enemy_illustration-20100014,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100014,"1001,405",,2035-12-31,enemy_illustration-40100014,,0,0
100015,enemy_illustration-10100015,3,DivGuard,enemy_illustration-20100015,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100015,"1001,406,407",,2035-12-31,enemy_illustration-40100015,,0,0
100016,enemy_illustration-10100016,3,DivExecutor,enemy_illustration-20100016,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100016,300,,2035-12-31,enemy_illustration-40100016,,0,0
100017,enemy_illustration-10100017,3,DivRifleman,enemy_illustration-20100017,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100017,408,,2035-12-31,enemy_illustration-40100017,,0,0
100018,enemy_illustration-10100018,3,DivScout,enemy_illustration-20100018,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100018,"409,410",,2035-12-31,enemy_illustration-40100018,,0,0
100019,enemy_illustration-10100019,3,DivEngineer,enemy_illustration-20100019,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100019,"411,412,413",,2035-12-31,enemy_illustration-40100019,,0,0
100020,enemy_illustration-10100020,3,DivTraitor,enemy_illustration-20100020,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100020,"1001,414,415",,2035-12-31,enemy_illustration-40100020,,0,0
100021,enemy_illustration-10100021,1,AK47_enemy,enemy_illustration-20100021,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100021,"1001,423",,2035-12-31,enemy_illustration-40100021,,0,0
100022,enemy_illustration-10100022,1,DivBurn,enemy_illustration-20100022,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100022,"1001,417,404,416",,2035-12-31,enemy_illustration-40100022,,0,0
100023,enemy_illustration-10100023,1,HK416Boss,enemy_illustration-20100023,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100023,"1001,420,421,422",,2035-12-31,enemy_illustration-40100023,,0,0
100024,enemy_illustration-10100024,1,VectorBoss,enemy_illustration-20100024,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100024,"1001,419,418,416",,2035-12-31,enemy_illustration-40100024,,0,0
100025,enemy_illustration-10100025,1,HK416Boss,enemy_illustration-20100025,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100025,"1001,424,425",,2035-12-31,enemy_illustration-40100025,,0,0
100026,enemy_illustration-10100026,1,VectorBoss,enemy_illustration-20100026,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100026,"1001,424,425",,2035-12-31,enemy_illustration-40100026,,0,0
100027,enemy_illustration-10100027,1,Vector_enemy,enemy_illustration-20100027,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100027,"1001,300",,2035-12-31,enemy_illustration-40100027,,0,0
100028,enemy_illustration-10100028,3,Dropkick_MeleeDevil,enemy_illustration-20100028,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100028,"1001,303,309",,2035-12-31,enemy_illustration-40100028,,0,0
100029,enemy_illustration-10100029,3,Dropkick_RemoteDevil,enemy_illustration-20100029,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100029,"1001,309",,2035-12-31,enemy_illustration-40100029,,0,0
100030,enemy_illustration-10100030,3,Dropkick_IceGhost,enemy_illustration-20100030,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100030,"1001,315,324,329",,2035-12-31,enemy_illustration-40100030,,0,0
100031,enemy_illustration-10100031,3,Dropkick_CyclopsChan,enemy_illustration-20100031,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100031,"1001,303",,2035-12-31,enemy_illustration-40100031,,0,0
100032,enemy_illustration-10100032,3,Dropkick_BeansEmissary,enemy_illustration-20100032,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100032,"1001,324",,2035-12-31,enemy_illustration-40100032,,0,0
100033,enemy_illustration-10100033,3,Dropkick_Beth,enemy_illustration-20100033,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100033,"1001,304,333",,2035-12-31,enemy_illustration-40100033,,0,0
100034,enemy_illustration-10100034,1,Dropkick_YurineBoss,enemy_illustration-20100034,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100034,"1001,321,329",,2035-12-31,enemy_illustration-40100034,,0,0
100035,enemy_illustration-10100035,1,Dropkick_MinosBoss,enemy_illustration-20100035,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100035,"1001,329",,2035-12-31,enemy_illustration-40100035,,0,0
100036,enemy_illustration-10100036,2,Pathfinder_Small,enemy_illustration-20100036,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100036,903,,2035-12-31,enemy_illustration-40100036,,0,0
100037,enemy_illustration-10100037,3,Bathhouse_guest_2,enemy_illustration-20100037,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100037,"303,313",10037,2035-12-31,enemy_illustration-40100037,,0,0
100038,enemy_illustration-10100038,3,Bathhouse_guest_1,enemy_illustration-20100038,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100038,"309,312,316","10038,140",2035-12-31,enemy_illustration-40100038,,0,0
100039,enemy_illustration-10100039,4,Tyre_enemy,enemy_illustration-20100039,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100039,"304,319",10039,2035-12-31,enemy_illustration-40100039,,0,0
100040,enemy_illustration-10100040,4,Truck_enemy,enemy_illustration-20100040,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100040,"1001,1003,304,902",10040,2035-12-31,enemy_illustration-40100040,,0,0
100041,enemy_illustration-10100041,4,Bubble_machine,enemy_illustration-20100041,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100041,321,10041,2035-12-31,enemy_illustration-40100041,,0,0
100042,enemy_illustration-10100042,2,Bubble,enemy_illustration-20100042,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100042,319,10042,2035-12-31,enemy_illustration-40100042,,0,0
100043,enemy_illustration-10100043,2,saga_dog_enemy,enemy_illustration-20100043,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100043,"304,315",10043,2035-12-31,enemy_illustration-40100043,,0,0
100044,enemy_illustration-10100044,3,HK21_SagaEnemy,enemy_illustration-20100044,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100044,100,10044,2035-12-31,enemy_illustration-40100044,,0,0
100045,enemy_illustration-10100045,3,JS-127_SagaEnemy,enemy_illustration-20100045,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100045,100,10045,2035-12-31,enemy_illustration-40100045,,0,0
100046,enemy_illustration-10100046,3,PM06_SagaEnemy,enemy_illustration-20100046,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100046,100,10046,2035-12-31,enemy_illustration-40100046,,0,0
100047,enemy_illustration-10100047,3,MG5_SagaEnemy,enemy_illustration-20100047,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100047,100,10047,2035-12-31,enemy_illustration-40100047,,0,0
100048,enemy_illustration-10100048,3,M1887_SagaEnemy,enemy_illustration-20100048,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100048,100,10048,2035-12-31,enemy_illustration-40100048,,0,0
100049,enemy_illustration-10100049,3,80type_SagaEnemy,enemy_illustration-20100049,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100049,100,10049,2035-12-31,enemy_illustration-40100049,,0,0
100050,enemy_illustration-10100050,3,M1897_SagaEnemy,enemy_illustration-20100050,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100050,100,10050,2035-12-31,enemy_illustration-40100050,,0,0
100051,enemy_illustration-10100051,3,G11_SagaEnemy,enemy_illustration-20100051,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100051,100,10051,2035-12-31,enemy_illustration-40100051,,0,0
100082,enemy_illustration-10100082,3,Brute_SWAP,enemy_illustration-20100082,1,0,5,3,4,3,2,0,4,2,enemy_illustration-30100082,"1003,303,315","54,55",2035-12-31,enemy_illustration-40100082,,0,0
100083,enemy_illustration-10100083,4,Nemeum_SWAP2,enemy_illustration-20100083,1,0,4,5,6,0,3,4,4,4,enemy_illustration-30100083,"1003,309,307",56,2035-12-31,enemy_illustration-40100083,,0,0
