id	type	arguments	extra_language	is_hidden	is_show_count
1082301	1402	7	mission_win_type_config-11082301	0	1
1082302	1406	482430:15	mission_win_type_config-11082302	0	0
1082303	1402	4	mission_win_type_config-11082303	0	1
1082401	1407	482513:1	mission_win_type_config-11082401	0	1
1082402	1407	482518:1	mission_win_type_config-11082402	0	1
1082403	1407	482509:1	mission_win_type_config-11082403	0	1
1082404	1407	482519:1	mission_win_type_config-11082404	0	1
1082501	1407	6480011:3	mission_win_type_config-11082501	0	1,1
1082601	1101	64490|64487	mission_win_type_config-11082601	0	0
1082701	1309	6480205,64550	mission_win_type_config-11082701	0	1
1082702	1306	6480251:1,6480252:1,6480253:1,6480254:1,6480255:1	mission_win_type_config-11082702	0	0
1082791	1407	6480067:1	mission_win_type_config-11082791	0	0
1082801	1407	6480025:1	mission_win_type_config-11082801	0	0,0
1082802	1407	6480026:2	mission_win_type_config-11082802	0	1,1
1082891	1407	6480068:1	mission_win_type_config-11082891	0	0
1082901	1407	6480049:4	mission_win_type_config-11082901	0	1,1
1082902	1303	6485801:1	mission_win_type_config-11082902	1	0
1083001	1306	6485301:1,6485302:1,6485304:1,6485305:1	mission_win_type_config-11083001	0	0
1083091	1306	6485306:1	mission_win_type_config-11083091	0	0
1083101	1406	6480043:0	mission_win_type_config-11083101	0	0,0
1083201	1305	0	mission_win_type_config-11083201	0	1
1083301	1407	481404:3	mission_win_type_config-11083301	0	1
1083501	1309	483600,74167	mission_win_type_config-11083501	0	1
1083601	1402	7	mission_win_type_config-11083601	0	1
1083701	1309	481903,74414	mission_win_type_config-11083701	0	1
1083803	1309	481904,74532	mission_win_type_config-11083803	0	1
1083804	1309	481903,74533	mission_win_type_config-11083804	0	1
1083807	1407	483912:2	mission_win_type_config-11083807	0	0
1084001	1303	484102:1	mission_win_type_config-11084001	0	
1084101	1303	484201:3	mission_win_type_config-11084101	0	1
1084701	1101	65136|65137|65138	mission_win_type_config-11084701	0	1
1084801	1101	65151|65150|65149	mission_win_type_config-11084801	0	1
1084901	1101	65164|65162|65166|65168|65170	mission_win_type_config-11084901	0	1
1085001	1101	65177|65193|65185|65189|65181	mission_win_type_config-11085001	0	1
1092101	1303	6003001:1	mission_win_type_config-11092101	0	
1093301	1303	6003101:1	mission_win_type_config-11093301	0	
1093401	1101	63567	mission_win_type_config-11093401	0	1
1093501	1101	63578	mission_win_type_config-11093501	0	1
1093601	1101	63590	mission_win_type_config-11093601	0	1
1093701	1101	63604	mission_win_type_config-11093701	0	1
1093801	1404	4	mission_win_type_config-11093801	0	1
1093901	1305	0	mission_win_type_config-11093901	0	1
1094001	1305	0	mission_win_type_config-11094001	0	1
1094101	1305	0	mission_win_type_config-11094101	0	1
1094201	1101	63734	mission_win_type_config-11094201	0	1
1094301	1101	63747	mission_win_type_config-11094301	0	1
1094401	1303	6011101:3	mission_win_type_config-11094401	0	1
1094501	1101	63803	mission_win_type_config-11094501	0	1
1094601	1305	0	mission_win_type_config-11094601	0	1
1094701	1101	63854	mission_win_type_config-11094701	0	1
1094801	1405	2	mission_win_type_config-11094801	0	1
1094901	1102	3	mission_win_type_config-11094901	0	1
1098101	1101	94526	mission_win_type_config-11098101	0	1
1098201	1402	2	mission_win_type_config-11098201	0	1
1098501	1101	94556	mission_win_type_config-11098501	0	1
1098701	1303	322505:1,322506:1,322507:1,322508:1	mission_win_type_config-11098701	0	1
1098702	1303	322509:1	mission_win_type_config-11098702	0	1
1100001	1305	0	mission_win_type_config-11100001	0	1
1100101	1305	0	mission_win_type_config-11100101	0	1
1100201	1407	6510019:1	mission_win_type_config-11100201	0	1
1100202	1407	6510020:1	mission_win_type_config-11100202	0	1
1100301	1407	6510063:1	mission_win_type_config-11100301	0	1
1100302	1407	6510066:1	mission_win_type_config-11100302	0	1
1100303	1407	6510067:1	mission_win_type_config-11100303	0	1
1100304	1303	6510202:3	mission_win_type_config-11100304	0	1
1100401	1404	3	mission_win_type_config-11100401	0	1
1100402	1402	4	mission_win_type_config-11100402	0	1
1101200	1407	510299:1	mission_win_type_config-11101200	0	0
1101201	1407	510202:1	mission_win_type_config-11101201	0	0
1101301	1303	510301:1	mission_win_type_config-11101301	0	1
1101401	1309	510400,75659	mission_win_type_config-11101401	0	0
1101402	1407	510400:1	mission_win_type_config-11101402	0	0
1101501	1309	510500,75714	mission_win_type_config-11101501	0	0
1101502	1407	510500:1	mission_win_type_config-11101502	0	0
1101503	1406	510501:0	mission_win_type_config-11101503	0	0
1101701	1303	510701:1	mission_win_type_config-11101701	0	0
1101801	1407	510841:6	mission_win_type_config-11101801	0	0
1101802	1305	0	mission_win_type_config-11101802	0	0
1102001	1303	511001:1	mission_win_type_config-11102001	0	0
1102101	1303	511102:2	mission_win_type_config-11102101	0	1
1102102	1402	6	mission_win_type_config-11102102	0	0
1102201	1407	6510107:1	mission_win_type_config-11102201	0	1
1102291	1407	6510137:1	mission_win_type_config-11102291	0	
1102301	1402	2	mission_win_type_config-11102301	0	1
1102302	1305	0	mission_win_type_config-11102302	0	1
1102303	1101	66109	mission_win_type_config-11102303	0	1
1102391	1407	6510138:1	mission_win_type_config-11102391	0	
1102401	1407	6510116:1	mission_win_type_config-11102401	0	1
1102402	1306	6511301:1	mission_win_type_config-11102402	0	1
1102403	1407	6510122:2	mission_win_type_config-11102403	0	1
1102491	1407	6510149:1	mission_win_type_config-11102491	0	
1102501	1407	6510117:3	mission_win_type_config-11102501	0	1
1102502	1101	66281	mission_win_type_config-11102502	0	1
1102591	1407	6510139:1	mission_win_type_config-11102591	0	
1102601	1303	6511501:1	mission_win_type_config-11102601	0	1
1102602	1407	6510124:1	mission_win_type_config-11102602	0	0,0
1102691	1407	6510138:1	mission_win_type_config-11102691	0	
1102801	1303	511801:1	mission_win_type_config-11102801	0	0
1103101	1306	512101:1	mission_win_type_config-11103101	0	0
1103201	1303	512202:2	mission_win_type_config-11103201	0	1
1103301	1407	6510107:1	mission_win_type_config-11103301	0	1
1103391	1407	6510137:1	mission_win_type_config-11103391	0	
1103401	1402	3	mission_win_type_config-11103401	0	1
1103402	1305	0	mission_win_type_config-11103402	0	1
1103403	1101	66065	mission_win_type_config-11103403	0	1
1103491	1407	6510138:1	mission_win_type_config-11103491	0	
1103501	1407	6510116:1	mission_win_type_config-11103501	0	1
1103502	1306	6512301:1	mission_win_type_config-11103502	0	1
1103503	1407	6510122:4	mission_win_type_config-11103503	0	1
1103591	1407	6510149:1	mission_win_type_config-11103591	0	
1103601	1303	6512501:1	mission_win_type_config-11103601	0	1
1103602	1407	6510124:1	mission_win_type_config-11103602	0	0,0
1103691	1407	6510138:1	mission_win_type_config-11103691	0	
1103801	1303	512801:1	mission_win_type_config-11103801	0	0
1104101	1306	513101:1	mission_win_type_config-11104101	0	0
1104201	1303	513202:2	mission_win_type_config-11104201	0	1
1104301	1407	6510107:1	mission_win_type_config-11104301	0	1
1104391	1407	6510137:1	mission_win_type_config-11104391	0	
1104401	1402	3	mission_win_type_config-11104401	0	1
1104402	1305	0	mission_win_type_config-11104402	0	1
1104403	1101	66467	mission_win_type_config-11104403	0	1
1104491	1407	6510138:1	mission_win_type_config-11104491	0	
1104501	1407	6510116:1	mission_win_type_config-11104501	0	1
1104502	1306	6513301:1	mission_win_type_config-11104502	0	1
1104503	1407	6510122:4	mission_win_type_config-11104503	0	1
1104591	1407	6510149:1	mission_win_type_config-11104591	0	
1104601	1303	6513501:1	mission_win_type_config-11104601	0	1
1104602	1407	6510124:1	mission_win_type_config-11104602	0	0,0
1104691	1407	6510138:1	mission_win_type_config-11104691	0	
1104701	1407	513700:1	mission_win_type_config-11104701	0	0
1104801	1301	5	mission_win_type_config-11104801	0	1
1108301	1309	500100,76675	mission_win_type_config-11108301	0	
1108302	1407	500101:1	mission_win_type_config-11108302	0	
1108401	1407	500020:1	mission_win_type_config-11108401	0	
1108402	1407	500022:1	mission_win_type_config-11108402	0	
1108403	1407	500026:1	mission_win_type_config-11108403	0	
1108404	1407	500027:1	mission_win_type_config-11108404	0	
1108405	1407	500028:1	mission_win_type_config-11108405	0	
1108406	1407	500000:1	mission_win_type_config-11108406	0	
1108407	1407	500006:1	mission_win_type_config-11108407	0	0
1108501	1407	500001:1	mission_win_type_config-11108501	0	0
1108502	1407	500002:1	mission_win_type_config-11108502	0	0
1108503	1407	500003:1	mission_win_type_config-11108503	0	0
1108504	1407	500004:1	mission_win_type_config-11108504	0	0
1108505	1407	500005:1	mission_win_type_config-11108505	0	0
1108601	1407	500411:1	mission_win_type_config-11108601	0	0
1108602	1407	500412:1	mission_win_type_config-11108602	0	0
1108603	1407	500413:1	mission_win_type_config-11108603	0	0
1108604	1407	500414:1	mission_win_type_config-11108604	0	0
1108605	1407	500415:1	mission_win_type_config-11108605	0	0
1108606	1407	500416:1	mission_win_type_config-11108606	0	0
1108607	1407	500417:1	mission_win_type_config-11108607	0	0
1108608	1407	500418:1	mission_win_type_config-11108608	0	0
1108609	1407	500419:1	mission_win_type_config-11108609	0	0
1108610	1407	500420:1	mission_win_type_config-11108610	0	0
1108611	1407	500410:1	mission_win_type_config-11108611	1	0
1108701	1301	5	mission_win_type_config-11108701	0	1
1109901	1407	6520026:22	mission_win_type_config-11109901	0	
1110001	1407	6520026:32	mission_win_type_config-11110001	0	
1110101	1303	6520201:1	mission_win_type_config-11110101	0	
1110102	1303	6520202:1	mission_win_type_config-11110102	0	
1110103	1303	6520203:1	mission_win_type_config-11110103	0	
1110104	1303	6520204:1	mission_win_type_config-11110104	0	
1110105	1303	6520205:1	mission_win_type_config-11110105	0	
1110201	1303	6520101:1	mission_win_type_config-11110201	0	
1110202	1303	6520102:1	mission_win_type_config-11110202	0	
1110203	1303	6520103:1	mission_win_type_config-11110203	0	
1110204	1303	6520104:1	mission_win_type_config-11110204	0	
1110205	1303	6520105:1	mission_win_type_config-11110205	0	
1110301	1407	520655:22	mission_win_type_config-11110301	0	0
1110401	1407	520655:37	mission_win_type_config-11110401	0	0
1110501	1402	4	mission_win_type_config-11110501	0	
1110601	1402	6	mission_win_type_config-11110601	0	
1111301	1303	6520601:1	mission_win_type_config-11111301	0	
1111302	1303	6520602:1	mission_win_type_config-11111302	0	
1111303	1303	6520603:1	mission_win_type_config-11111303	0	
1111304	1303	6520604:1	mission_win_type_config-11111304	0	
1111305	1303	6520605:1	mission_win_type_config-11111305	0	
1111306	1303	6520611:1	mission_win_type_config-11111306	0	
1111307	1303	6520612:1	mission_win_type_config-11111307	0	
1111308	1303	6520613:1	mission_win_type_config-11111308	0	
1111309	1303	6520614:1	mission_win_type_config-11111309	0	
1111310	1303	6520615:1	mission_win_type_config-11111310	0	
1111401	1303	6520501:1	mission_win_type_config-11111401	0	
1111402	1303	6520502:1	mission_win_type_config-11111402	0	
1111403	1303	6520503:1	mission_win_type_config-11111403	0	
1111404	1303	6520504:1	mission_win_type_config-11111404	0	
1111405	1303	6520505:1	mission_win_type_config-11111405	0	
1111406	1303	6520511:1	mission_win_type_config-11111406	0	
1111407	1303	6520512:1	mission_win_type_config-11111407	0	
1111408	1303	6520513:1	mission_win_type_config-11111408	0	
1111409	1303	6520514:1	mission_win_type_config-11111409	0	
1111410	1303	6520515:1	mission_win_type_config-11111410	0	
1111501	1303	513705:1	mission_win_type_config-11111501	0	
1111701	1402	5	mission_win_type_config-11111701	0	1
1111702	1407	6540104:1	mission_win_type_config-11111702	0	
1111703	1407	6540105:1	mission_win_type_config-11111703	0	
1111704	1407	6540106:1	mission_win_type_config-11111704	0	
1111705	1407	6540107:1	mission_win_type_config-11111705	0	
1111706	1303	6549105:1	mission_win_type_config-11111706	0	
1111707	1404	1	mission_win_type_config-11111707	0	
1111708	1407	6540110:1	mission_win_type_config-11111708	0	
1111709	1407	6540111:4	mission_win_type_config-11111709	0	
1111710	1407	6540112:3	mission_win_type_config-11111710	0	
1111711	1407	6540112:3	mission_win_type_config-11111711	0	
1111801	1402	6	mission_win_type_config-11111801	0	1
1111910	1407	540400:1	mission_win_type_config-11111910	0	
1112001	1407	6540171:1	mission_win_type_config-11112001	0	
1112101	1101	77372	mission_win_type_config-11112101	0	
1112201	1407	541300:3	mission_win_type_config-11112201	0	0
1112301	1407	6540171:1	mission_win_type_config-11112301	0	
1112401	1101	77405	mission_win_type_config-11112401	0	
1112601	1407	6540171:1	mission_win_type_config-11112601	0	
1112602	1407	6540173:1	mission_win_type_config-11112602	0	
1112701	1101	77063	mission_win_type_config-11112701	0	
1112801	1407	541300:4	mission_win_type_config-11112801	0	0
1112802	1406	541302:0	mission_win_type_config-11112802	0	0
1112901	1309	541400,77007	mission_win_type_config-11112901	0	
1112910	1407	540400:1	mission_win_type_config-11112910	0	
1113001	1407	6540166:1	mission_win_type_config-11113001	0	
1113002	1402	5	mission_win_type_config-11113002	0	
1113201	1407	6540170:1	mission_win_type_config-11113201	0	
1113202	1404	2	mission_win_type_config-11113202	0	
1113301	1305	0	mission_win_type_config-11113301	0	
1113302	1103	2:15	mission_win_type_config-11113302	0	
1113401	1407	6540166:1	mission_win_type_config-11113401	0	
1113402	1402	5	mission_win_type_config-11113402	0	
1113601	1407	6540170:1	mission_win_type_config-11113601	0	
1113602	1404	2	mission_win_type_config-11113602	0	
1113701	1305	0	mission_win_type_config-11113701	0	
1113702	1103	2:15	mission_win_type_config-11113702	0	
1113801	1407	6540166:1	mission_win_type_config-11113801	0	
1113802	1407	6540172:2	mission_win_type_config-11113802	0	
1113803	1402	6	mission_win_type_config-11113803	0	
1113899	1407	6540184:3	mission_win_type_config-11113899	0	
1113901	1407	542410:4	mission_win_type_config-11113901	0	
1114001	1407	6540170:1	mission_win_type_config-11114001	0	
1114002	1407	6540175:1	mission_win_type_config-11114002	0	
1114003	1404	3	mission_win_type_config-11114003	0	
1114101	1305	0	mission_win_type_config-11114101	0	
1114102	1103	2:25	mission_win_type_config-11114102	0	
1114201	1407	542711:3	mission_win_type_config-11114201	0	
1114210	1407	540400:1	mission_win_type_config-11114210	0	
1114301	1407	6540183:1	mission_win_type_config-11114301	0	
1114401	1101	77563	mission_win_type_config-11114401	0	
1114501	1402	5	mission_win_type_config-11114501	0	
1114502	1303	6541401:1	mission_win_type_config-11114502	1	
1114601	1303	543101:1	mission_win_type_config-11114601	0	
1114801	1407	6540183:1	mission_win_type_config-11114801	0	
1114901	1101	77610	mission_win_type_config-11114901	0	
1115001	1402	5	mission_win_type_config-11115001	0	
1115002	1303	6542401:1	mission_win_type_config-11115002	1	
1115101	1303	543601:1	mission_win_type_config-11115101	0	
1115301	1407	6540183:1	mission_win_type_config-11115301	0	
1115302	1407	6540174:1	mission_win_type_config-11115302	0	
1115401	1101	77166	mission_win_type_config-11115401	0	
1115501	1402	6	mission_win_type_config-11115501	0	
1115502	1303	6543401:1	mission_win_type_config-11115502	1	
1115601	1303	544101:1	mission_win_type_config-11115601	0	
1115701	1407	544221:1	mission_win_type_config-11115701	0	
1115801	1301	5	mission_win_type_config-11115801	0	
1123301	1407	6560020:2	mission_win_type_config-11123301	0	
1123302	1407	6560039:1	mission_win_type_config-11123302	0	
1123303	1407	6560040:1	mission_win_type_config-11123303	0	
1123391	1407	6560034:1	mission_win_type_config-11123391	0	
1123392	1407	6560035:1	mission_win_type_config-11123392	0	
1123393	1407	6560035:1	mission_win_type_config-11123393	0	
1123401	1407	6560042:1	mission_win_type_config-11123401	0	
1123491	1407	6560034:1	mission_win_type_config-11123491	0	
1123501	1407	6560025:1	mission_win_type_config-11123501	0	
1123601	1407	6560028:3	mission_win_type_config-11123601	0	
1123602	1306	6560008:1	mission_win_type_config-11123602	0	
1123701	1407	6560020:2	mission_win_type_config-11123701	0	
1123702	1407	6560039:1	mission_win_type_config-11123702	0	
1123703	1407	6560040:1	mission_win_type_config-11123703	0	
1123801	1407	6560042:1	mission_win_type_config-11123801	0	
1123901	1407	6560025:1	mission_win_type_config-11123901	0	
1124001	1407	6560028:3	mission_win_type_config-11124001	0	
1124002	1306	6560009:1	mission_win_type_config-11124002	0	
1124101	1301	5	mission_win_type_config-11124101	0	
1124201	1301	5	mission_win_type_config-11124201	0	
1126201	1407	575002:1	mission_win_type_config-11126201	0	0
1126202	1407	575003:1	mission_win_type_config-11126202	0	0
1126301	1407	575002:1	mission_win_type_config-11126301	0	0
1126302	1407	575003:1	mission_win_type_config-11126302	0	0
1126401	1407	575002:1	mission_win_type_config-11126401	0	0
1126402	1407	575003:1	mission_win_type_config-11126402	0	0
1126501	1406	570501:0	mission_win_type_config-11126501	0	1
1126502	1407	570505:1	mission_win_type_config-11126502	0	0
1126601	1406	570602:0	mission_win_type_config-11126601	0	0
1126602	1407	570612:1	mission_win_type_config-11126602	0	0
1126603	1407	570612:1	mission_win_type_config-11126603	0	0
1126604	1406	570604:0	mission_win_type_config-11126604	0	0
1126605	1407	570613:1	mission_win_type_config-11126605	0	0
1126701	1402	4	mission_win_type_config-11126701	0	0
1126801	1402	5	mission_win_type_config-11126801	0	0
1126901	1402	8	mission_win_type_config-11126901	0	0
1126902	1407	570191:21	mission_win_type_config-11126902	0	0
1126903	1406	570191:20	mission_win_type_config-11126903	0	0
1131801	1301	5	mission_win_type_config-11131801	0	
1131901	1301	5	mission_win_type_config-11131901	0	
1132101	1407	599920:1	mission_win_type_config-11132101	0	0
1132201	1303	590242:1	mission_win_type_config-11132201	0	0
1132301	1303	590363:1	mission_win_type_config-11132301	0	0
1132401	1303	811001:1	mission_win_type_config-11132401	0	0
1132501	1303	811003:1	mission_win_type_config-11132501	0	0
1132601	1303	811006:1	mission_win_type_config-11132601	0	0
1132701	1303	811007:1	mission_win_type_config-11132701	0	0
1132801	1303	811009:1	mission_win_type_config-11132801	0	0
1132901	1303	811012:1	mission_win_type_config-11132901	0	0
1133001	1303	590000:1	mission_win_type_config-11133001	0	0
1133101	1301	5	mission_win_type_config-11133101	0	0
1133201	1301	5	mission_win_type_config-11133201	0	0
1134701	1101	78630	mission_win_type_config-11134701	0	
1134702	1407	581500:1	mission_win_type_config-11134702	0	
1134901	1303	581701:1	mission_win_type_config-11134901	0	
1135301	1306	6580109:1	mission_win_type_config-11135301	0	1
1135501	1407	6580113:1	mission_win_type_config-11135501	0	1
1135502	1404	2	mission_win_type_config-11135502	0	1
1135503	1306	6580116:1	mission_win_type_config-11135503	0	1
1135504	1407	6580139:1	mission_win_type_config-11135504	0	1
1135505	1407	6580138:1	mission_win_type_config-11135505	0	1
1135591	1407	6580136:1	mission_win_type_config-11135591	0	
1135901	1405	1	mission_win_type_config-11135901	0	1
1136801	1303	583601:1	mission_win_type_config-11136801	0	
1136802	1407	583602:1	mission_win_type_config-11136802	0	
1138101	1101	78655	mission_win_type_config-11138101	0	
1138201	1303	585001:1	mission_win_type_config-11138201	0	
1138202	1406	581701:0	mission_win_type_config-11138202	0	
1138301	1306	6580110:1	mission_win_type_config-11138301	0	1
1138302	1306	6580111:1	mission_win_type_config-11138302	0	1
1138401	1407	6580113:1	mission_win_type_config-11138401	0	1
1138402	1404	3	mission_win_type_config-11138402	0	1
1138403	1306	6580117:1	mission_win_type_config-11138403	0	1
1138404	1407	6580139:1	mission_win_type_config-11138404	0	1
1138405	1407	6580138:1	mission_win_type_config-11138405	0	1
1138491	1407	6580136:1	mission_win_type_config-11138491	0	
1138501	1405	1	mission_win_type_config-11138501	0	1
1138591	1407	6580107:1	mission_win_type_config-11138591	0	
1138801	1303	585601:1	mission_win_type_config-11138801	0	
1139401	1303	587101:1	mission_win_type_config-11139401	0	
1139801	1301	5	mission_win_type_config-11139801	0	
1139901	1301	4	mission_win_type_config-11139901	0	
1140201	1402	6	mission_win_type_config-11140201	0	
1140301	1402	6	mission_win_type_config-11140301	0	
1143601	1402	3	mission_win_type_config-11143601	0	
1143602	1102	201	mission_win_type_config-11143602	0	
1143901	1405	2	mission_win_type_config-11143901	0	
1144001	1102	1	mission_win_type_config-11144001	0	1
1144201	1407	610003:6	mission_win_type_config-11144201	0	
1144301	1402	6	mission_win_type_config-11144301	0	1
1144302	1406	541302:0	mission_win_type_config-11144302	0	0
1144401	1406	1144411:0	mission_win_type_config-11144401	0	0
1144501	1407	610001:12	mission_win_type_config-11144501	0	
1144502	1407	610001:18	mission_win_type_config-11144502	0	
1144503	1407	610001:21	mission_win_type_config-11144503	0	
1144504	1407	611005:1	mission_win_type_config-11144504	0	0
1144601	1301	5	mission_win_type_config-11144601	0	
1145501	1407	610003:8	mission_win_type_config-11145501	0	
3610301	1305	0	mission_win_type_config-13610301	0	1
3610311	1401	3	mission_win_type_config-13610311	0	1
3611001	1405	2	mission_win_type_config-13611001	0	1
3611301	1205	363401:0	mission_win_type_config-13611301	0	1
3611311	1101	84237	mission_win_type_config-13611311	0	1
3612001	1405	2	mission_win_type_config-13612001	0	1
6000001	1303	6001901:1	mission_win_type_config-16000001	0	1
6000002	1303	6002101:1	mission_win_type_config-16000002	0	1
6000003	1406	6000001:0	mission_win_type_config-16000003	0	1
6000004	1101	62154	mission_win_type_config-16000004	0	1
6000005	1303	6002401:1	mission_win_type_config-16000005	0	1
6000006	1405	1	mission_win_type_config-16000006	0	1
6000007	1303	6002701:1	mission_win_type_config-16000007	0	1
6000008	1102	3	mission_win_type_config-16000008	0	1
6380101	1405	3	mission_win_type_config-16380101	0	1
6380501	1101	60780	mission_win_type_config-16380501	0	1
6380601	1301	6	mission_win_type_config-16380601	0	1
6380602	1101	61273	mission_win_type_config-16380602	0	1
6380701	1305	0	mission_win_type_config-16380701	0	1
6380801	1305	0	mission_win_type_config-16380801	0	1
6400101	1305	0	mission_win_type_config-16400101	0	1
6400201	1101	61032|61037	mission_win_type_config-16400201	0	1
6400301	1205	6390102:0	mission_win_type_config-16400301	0	1
6400401	1404	2	mission_win_type_config-16400401	0	1
6430101	1309	6430101,62244	mission_win_type_config-16430101	0	1
6430102	1101	62241	mission_win_type_config-16430102	0	1
6430201	1309	6430201,62247;6430202,62249	mission_win_type_config-16430201	0	1
6430202	1309	6430203,62269	mission_win_type_config-16430202	0	1
6430203	1101	62255|62254	mission_win_type_config-16430203	0	1
6430204	1407	6430203:1	mission_win_type_config-16430204	0	1
6430301	1101	62346	mission_win_type_config-16430301	0	1
6430302	1303	6430301:1	mission_win_type_config-16430302	0	1
6430401	1101	62285	mission_win_type_config-16430401	0	1
6430402	1303	6430401:1	mission_win_type_config-16430402	0	1
6430403	1309	6430401,62292	mission_win_type_config-16430403	0	1
6430404	1309	6430401,62293	mission_win_type_config-16430404	0	1
6430501	1303	6430501:1	mission_win_type_config-16430501	0	1
6430502	1303	6430502:1	mission_win_type_config-16430502	0	1
6430503	1101	62329	mission_win_type_config-16430503	0	1
6430601	1101	62398	mission_win_type_config-16430601	0	1
6430701	1101	62407|62409	mission_win_type_config-16430701	0	1
6430801	1101	62420	mission_win_type_config-16430801	0	1
6430901	1402	1	mission_win_type_config-16430901	0	1
6431001	1303	6431001:1	mission_win_type_config-16431001	0	1
6431002	1303	6431007:1	mission_win_type_config-16431002	0	1
6431003	1303	6431002:1	mission_win_type_config-16431003	0	1
6431004	1303	6431008:1	mission_win_type_config-16431004	0	1
6431005	1408	9006:1	mission_win_type_config-16431005	0	1
6431006	1408	9007:1	mission_win_type_config-16431006	0	1
6431101	1303	6431101:1	mission_win_type_config-16431101	0	1
6431102	1303	6431201:1	mission_win_type_config-16431102	0	1
9120100	1101	90000,90001,90006	mission_win_type_config-19120100	0	1
9120200	1404	1	mission_win_type_config-19120200	0	1
9120210	1405	1	mission_win_type_config-19120210	0	1
9120211	1101	90077,90078	mission_win_type_config-19120211	0	1
9120300	1404	2	mission_win_type_config-19120300	0	1
9120310	1303	9120301:1	mission_win_type_config-19120310	0	1
9120400	1101	90198	mission_win_type_config-19120400	0	1
9120410	1303	9120402:1	mission_win_type_config-19120410	0	1
9120500	1101	90213	mission_win_type_config-19120500	0	1
9120510	1303	9120504:1	mission_win_type_config-19120510	0	1
9120600	1305	0	mission_win_type_config-19120600	0	1
9120610	1101	90242,90252	mission_win_type_config-19120610	0	1
9120700	1101	90329	mission_win_type_config-19120700	0	1
9120710	1101	90284,90276	mission_win_type_config-19120710	0	1
9120810	2302	2	mission_win_type_config-19120810	0	1
9120900	1402	9	mission_win_type_config-19120900	0	1
9120910	2302	4	mission_win_type_config-19120910	0	1
9130110	1402	6	mission_win_type_config-19130110	0	1
9130200	1404	1	mission_win_type_config-19130200	0	1
9130210	1205	9130201:0,9130202:0	mission_win_type_config-19130210	0	1
9130300	1101	91256	mission_win_type_config-19130300	0	1
9130310	2403	0	mission_win_type_config-19130310	0	1
9130500	1309	9130501,91330	mission_win_type_config-19130500	0	1
9130510	1207	9130503:2,9130504:2,9130506:2	mission_win_type_config-19130510	0	1
9130511	1207	9130501:2,9130505:2	mission_win_type_config-19130511	0	1
9130600	1303	9130601:1	mission_win_type_config-19130600	0	1
9130601	1101	91346	mission_win_type_config-19130601	0	1
9130610	2204	0:2:11	mission_win_type_config-19130610	0	1
9130611	1309	9130601,91344	mission_win_type_config-19130611	0	1
9130700	1404	1	mission_win_type_config-19130700	0	1
9130710	2302	0	mission_win_type_config-19130710	0	1
9130800	1207	9130801:2,9130802:2,9130803:2	mission_win_type_config-19130800	0	1
9130810	2302	7	mission_win_type_config-19130810	0	1
9130910	1304	9130901,91443	mission_win_type_config-19130910	0	1
9131010	2403	0	mission_win_type_config-19131010	0	1
9521001	1406	9521001:0	mission_win_type_config-19521001	0	0
9521301	1406	9521001:0	mission_win_type_config-19521301	0	0
9521401	1303	9521412:1	mission_win_type_config-19521401	0	0
9583801	1407	9583802:1	mission_win_type_config-19583801	0	
9583802	1402	5	mission_win_type_config-19583802	0	
9583803	1303	9583801:1	mission_win_type_config-19583803	0	
9584001	1101	95496	mission_win_type_config-19584001	0	
9584002	1303	9584008:1	mission_win_type_config-19584002	0	
9584003	1402	14	mission_win_type_config-19584003	0	
9584004	1402	2	mission_win_type_config-19584004	0	
9584005	1306	9584006:1	mission_win_type_config-19584005	0	
9584201	1402	6	mission_win_type_config-19584201	0	
9584202	1402	5	mission_win_type_config-19584202	0	
9584203	1303	9584203:1	mission_win_type_config-19584203	0	
9585701	1407	9583802:1	mission_win_type_config-19585701	0	
9585702	1402	5	mission_win_type_config-19585702	0	
9585703	1303	9585701:1	mission_win_type_config-19585703	0	
9585801	1101	95737	mission_win_type_config-19585801	0	
9585802	1303	9585810:1	mission_win_type_config-19585802	0	
9585803	1402	14	mission_win_type_config-19585803	0	
9585804	1306	9585806:1	mission_win_type_config-19585804	0	
9585901	1402	6	mission_win_type_config-19585901	0	
9585902	1402	5	mission_win_type_config-19585902	0	
9585903	1303	9585903:1	mission_win_type_config-19585903	0	
9587201	1407	9583802:1	mission_win_type_config-19587201	0	
9587202	1402	5	mission_win_type_config-19587202	0	
9587203	1303	9587201:1	mission_win_type_config-19587203	0	
9587301	1101	95529	mission_win_type_config-19587301	0	
9587302	1303	9587312:1	mission_win_type_config-19587302	0	
9587303	1402	14	mission_win_type_config-19587303	0	
9587304	1306	9587307:1	mission_win_type_config-19587304	0	
9587401	1402	6	mission_win_type_config-19587401	0	
9587402	1402	5	mission_win_type_config-19587402	0	
9587403	1303	9587403:1	mission_win_type_config-19587403	0	
58000101	1407	78003:1	mission_win_type_config-68000101	0	
58000501	1407	78005:1	mission_win_type_config-68000501	0	
58000502	1402	1	mission_win_type_config-68000502	0	
58000601	1303	6520101:1	mission_win_type_config-68000601	0	
58000602	1303	6520102:1	mission_win_type_config-68000602	0	
58000603	1303	6520103:1	mission_win_type_config-68000603	0	
58000604	1303	6520104:1	mission_win_type_config-68000604	0	
58000605	1303	6520105:1	mission_win_type_config-68000605	0	
64101011	1305	0	mission_win_type_config-74101011	0	1
64101021	1101	61075	mission_win_type_config-74101021	0	1
64101031	1102	1	mission_win_type_config-74101031	0	1
