id,description,damage_ratio,extra_damage,buff_id,harm_delay,target_move,is_critical_hit,critical_hit_rate,float_wide,trigger_creation_id,trigger_creation_delay,is_form_hurt,is_miss,is_armor,beat_back_percent,buff_id_target,buff_id_self,hurt_buff_trigger_type,buff_rate,target_move_percent,target_skill,trigger_summoner,defbreak_rate,extra_defbreak,hit_type,is_ricochet,is_shield,fix_damage,ui_control
452,ADS额外层数,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"3122:2,3123:2,3125:2",576:1,0,100,0,0,0,0,0,1,0,0,0,0
453,弹幕测试,*202,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
454,ACR伤害,*202,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
455,电磁重甲,*201,0,0,0,0,0,100,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
456,装甲狗,100,0,0,0,0,1,100,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
457,兵工厂减速,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"1000001211:1,3153:1",0,0,100,0,0,0,0,0,1,0,0,0,0
458,沙漠之鹰,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50,1000001216,0
459,沙漠之鹰判定,0,0,0,0,0,1,100,15,0,0,0,0,0,0,1000001219:1,0,0,100,0,0,0,0,0,1,0,0,0,0
460,hk416,*201,0,0,0,0,0,100,15,0,0,0,0,0,0,"1000001220:1,1000009220:1",0,0,100,0,0,0,0,0,1,0,0,1000001221,0
461,M1895技能攻击,*202,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462,沙漠之鹰2,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50,1000001223,0
463,沙漠之鹰3,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50,1000001224,0
464,沙漠之鹰4,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50,1000001225,0
465,沙漠之鹰5,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50,1000001226,0
466,沙漠之鹰6,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50,1000001227,0
467,沙漠之鹰7,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50,1000001228,0
468,沙漠之鹰8,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50,1000001229,0
469,沙漠之鹰9,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50,1000001230,0
470,沙漠之鹰10,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,50,1000001231,0
471,汉阳造手榴弹,*201,0,0,0,0,0,100,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001249,0
472,汉阳造导弹范围,*202,0,0,0,0,0,100,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
473,ump9目标,0,0,0,0,0,0,100,0,0,0,0,0,0,0,3178:1,"576:1,1001:1",0,100,0,0,0,0,0,1,0,0,0,0
474,炮狙伤害,*201,0,0,0,0,0,100,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0
476,军方狗自伤,0,*101,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
478,涅托击杀,0,0,0,0,0,0,100,0,0,0,1,0,0,0,"1000001301:1,1000001302:1",0,0,100,0,0,0,0,0,1,0,0,0,0
479,侧炮伤害,*201,0,0,0,0,0,100,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
480,普通攻击,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
481,军方狗自伤,0,*102,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
482,弹幕测试,*203,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
483,QLZ04主技能buff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4022:1,4023:1",0,0,100,0,0,0,0,0,1,0,0,0,0
484,QLZ04二技能1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001405:1,0,0,100,0,0,0,0,0,1,0,0,0,0
485,QLZ04二技能2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001406:1,0,0,100,0,0,0,0,0,1,0,0,0,0
486,QLZ04二技能3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001407:1,0,0,100,0,0,0,0,0,1,0,0,0,0
487,QLZ04二技能4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001408:1,0,0,100,0,0,0,0,0,1,0,0,0,0
488,QLZ04二技能5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001409:1,0,0,100,0,0,0,0,0,1,0,0,0,0
489,QLZ04二技能6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001410:1,0,0,100,0,0,0,0,0,1,0,0,0,0
490,QLZ04二技能7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001411:1,0,0,100,0,0,0,0,0,1,0,0,0,0
491,QLZ04二技能8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001412:1,0,0,100,0,0,0,0,0,1,0,0,0,0
492,QLZ04二技能9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001413:1,0,0,100,0,0,0,0,0,1,0,0,0,0
493,QLZ04二技能10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001414:1,0,0,100,0,0,0,0,0,1,0,0,0,0
494,霰弹枪普通攻击,*201,0,0,0,2,1,100,15,0,0,0,1,1,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
495,DP12护盾,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4047:1,4050:1",0,100,0,0,0,0,0,1,0,0,0,0
496,ntw上buff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4064:1,0,100,0,0,0,0,0,1,0,0,0,0
497,ntw目标buff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4063:1,,0,100,0,0,0,0,0,1,0,0,0,0
498,ntw连斩,*201,0,0,0,0,0,100,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,1000001460,1
499,ntw普攻,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001460,0
500,ntw狙击,*201,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,1000001460,0
501,ntw被动buff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4067:1,0,0,100,0,0,0,0,0,1,0,0,0,0
502,逆向坍塌,0,0,0,0,0,1,100,0,0,0,0,0,0,100,0,0,0,0,100,406220,0,0,0,1,0,0,0,0
503,aa12专属+技能普攻,100,0,0,0,2,1,100,15,0,0,1,1,1,*201,0,0,0,0,0,500104,0,0,0,1,0,0,0,0
504,aa12专属普攻,100,0,0,0,2,1,100,15,0,0,1,1,1,5,0,0,0,0,0,500104,0,0,0,1,0,0,0,0
505,耶格尔自伤,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
506,岸防炮伤害,0,*101,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,岸防炮伤害中心,0,*102,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
508,伊莱莎全体伤害,*201,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001488,0
509,伊莱莎普攻,60,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
510,伊莱莎血量技能,0,*102,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001488,0
511,GSH判定,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4128:1,0,*201,0,0,0,0,0,1,0,0,1000001488,0
512,绿毛判定,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1000001496:1,0,0,100,0,0,0,0,0,1,0,0,1000001488,0
513,绿毛射速判定,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"4134:1,4132:-1",0,0,100,0,0,0,0,0,1,0,0,1000001488,0
514,神枪-射击,0,1,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
515,SAF位移中,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,100,115606,0,0,0,1,0,0,0,0
516,SAF位移中2,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,100,115607,0,0,0,1,0,0,0,0
517,SAF位移上,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,100,115608,0,0,0,1,0,0,0,0
518,SAF位移下,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,100,115609,0,0,0,1,0,0,0,0
519,Alfa普通攻击,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
520,柯尔特防卫者击退,*201,0,0,0,2,1,100,15,0,0,0,1,1,5,0,0,0,0,100,500101,0,0,0,1,0,0,0,0
521,柯尔特防卫者2,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
522,贯通射击穿刺,*201,0,0,0,0,1,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
523,贯通射击追伤,*202,0,0,0,0,1,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
524,灰熊找人,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1000001544:1,0,0,100,0,0,0,0,0,1,0,0,0,0
525,计量官普攻,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,4241:1,0,100,0,0,0,0,0,1,0,0,0,0
526,衔尾蛇普攻,50,0,0,0,0,1,100,15,0,0,0,1,1,0,"4246:1,201:1",0,1,100,0,0,0,0,0,1,0,0,0,0
527,计量官普攻,*201,0,0,0,0,1,100,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
528,恶毒绽放,*201,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
529,衔尾蛇SP攻击,*201,0,0,0,0,1,100,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
530,煤气罐炸了,0,*101,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
531,g36找人,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1000001611:1,0,0,100,0,0,0,0,0,1,0,0,0,0
532,震荡打击,*201,0,0,0,*101,1,100,15,0,0,0,0,0,99,4334:1,0,0,100,100,500104,0,0,0,1,0,0,0,0
533,普通攻击,100,*101,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
534,马卡洛夫find(),0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
535,XM3攻击,100,0,0,0,0,1,100,15,0,0,0,0,1,0,4337:1,0,0,100,0,0,0,0,0,1,0,0,0,0
536,铁血芯片增援强化,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001661:1,0,0,100,0,0,0,0,0,1,0,0,0,0
537,RMB93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001663:1,0,0,100,0,0,0,0,0,1,0,0,0,0
538,马卡洛夫find(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001675:1,0,0,100,0,0,0,0,0,1,0,0,0,0
539,马卡洛夫find(),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001676:1,0,0,100,0,0,0,0,0,1,0,0,0,0
540,mg4弹射2,10,0,0,0,0,1,100,15,0,0,0,1,1,0,"1000001687:1,1000001703:1,1000001705:1",0,0,100,0,0,0,0,0,1,0,0,1000001693,0
541,mg4弹射3,10,0,0,0,0,1,100,15,0,0,0,1,1,0,"1000001694:1,1000001704:1,1000001706:1",0,0,100,0,0,0,0,0,1,0,0,1000001695,0
542,弹射攻击,100,*101,0,0,0,1,100,15,0,0,0,1,1,0,"4358:1,4367:1",0,0,100,0,0,0,0,0,1,0,0,0,0
543,马卡洛夫find()增益触发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001691:1,0,0,100,0,0,0,0,0,1,0,0,0,0
544,马卡洛夫find()增益触发,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000001692:1,0,0,100,0,0,0,0,0,1,0,0,0,0
545,mg4弹射4,10,0,0,0,0,1,100,15,0,0,0,1,1,0,"4367:1,1000001707",0,0,100,0,0,0,0,0,1,0,0,1000001696,0
546,mg4弹射普通2,10,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,1000001693,0
547,mg4弹射普通3,10,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,1000001695,0
548,mg4弹射普通4,10,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,100,0,0,0,0,0,1,0,0,1000001696,0
560,夹心酱外圈,*202,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001772,0
561,夹心酱普攻,*201,0,0,0,0,1,100,15,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
562,百合铃,*201,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
563,铁处女判定,*202,0,0,0,0,0,100,0,0,0,0,0,0,0,1000001756:1,0,0,100,0,0,0,0,0,1,0,0,1000001757,0
564,电锯额外伤害,*201,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0
565,石化判定,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"1000001758:1,1000001794:1,1000001795:1,1000001796:-5,1000001797:-5,1000001776:1,4383:-5",0,0,100,0,0,0,0,0,1,0,0,0,0
566,佩克拉判定,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4410:1,0,*201,0,0,0,0,0,1,0,0,0,0
567,佩克拉攻击,100,*101,0,0,0,1,100,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0
568,米诺斯,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
569,铁处女判定,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"1000001774:-5,1000001775:-5",0,0,100,0,0,0,0,0,1,0,0,0,0
570,米诺斯撞1,500,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001761,0
571,米诺斯撞2,530,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001762,0
572,米诺斯撞3,570,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001763,0
573,米诺斯撞4,600,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001764,0
574,米诺斯撞5,630,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001765,0
575,米诺斯撞6,670,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001766,0
576,米诺斯撞7,700,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001767,0
577,米诺斯撞8,730,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001768,0
578,米诺斯撞9,770,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001769,0
579,米诺斯撞10,800,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001770,0
580,狙击,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
581,燃烧持续伤害,0,100,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
582,铁处女加buff,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"4400:1,4401:1",0,0,100,0,0,0,0,0,1,0,0,0,0
583,大招伤害,*201,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
584,布拉梅德判定,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"1000001930:1,1000001931:1,1000001932:1,1000001933:1,1000001934:1,1000001935:1,1000001936:1,1000001940:1",0,0,100,0,0,0,0,0,1,0,0,0,0
585,布拉梅德无敌,0,0,0,0,0,0,100,0,0,0,0,0,0,0,4541:1,0,0,100,0,0,0,0,0,1,0,0,0,0
586,布拉梅德自损,0,*101,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
587,YaMi,0,10,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
588,普通攻击,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
589,PP93距离测量,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4617:1,0,100,0,0,0,0,0,1,0,0,0,0
590,Alfa普通攻击,*201,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
591,PP93距离测量普攻用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4625:1,0,100,0,0,0,0,0,1,0,0,0,0
592,PP93主技能攻击,*201,0,0,0,0,0,100,15,0,0,1,1,1,0,0,0,0,100,0,0,0,100,0,2,100,0,1000001960,0
593,PP93普通攻击,*201,0,0,0,0,0,100,15,0,0,1,1,1,0,0,0,0,100,0,0,0,100,0,2,100,0,0,0
594,迎击普攻,*201,0,0,0,0,1000002076,100,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
595,范围伤害,*201,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001968,0
596,vsk普攻,*201,0,0,0,0,1,100,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
597,黑涅托Hammer眩晕,0,0,0,0,0,0,100,0,0,0,0,1,0,0,"4665:1,4690:1",0,0,30,0,0,0,0,0,1,0,0,0,0
598,黑涅托SMG攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,4664:1,0,0,100,0,0,0,0,0,1,0,0,0,0
599,黑涅托RF贯穿,200,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
600,白涅托找人,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4670:1,0,100,0,0,0,0,0,1,0,0,0,0
601,白涅托找人,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,4674:1,0,100,0,0,0,0,0,1,0,0,0,0
602,QBZ191普攻,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"4680:1000001976,4679:1000001975",0,0,100,0,0,0,0,0,1,0,0,0,0
603,QBZ191范围伤害,*201,0,0,0,0,0,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001989,0
604,QBZ191上buff,0,0,0,0,0,0,100,0,0,0,0,0,0,0,4679:1,0,0,100,0,0,0,0,0,1,0,0,0,0
605,斯特林,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"576:1,4688:1",0,100,0,0,0,0,0,1,0,0,0,0
606,狗伤害,100,0,0,0,0,1,100,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
607,白色跳跳兵激光,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
608,黑涅托hammer伤害,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000002074,0
609,黑涅托RF彩蛋,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
610,vsk技能,*201,0,0,0,0,1,100,5,0,0,0,0,0,0,4712:1,0,0,100,0,0,0,0,0,1,0,0,1000001968,1
611,重装伤害,0,*103,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000001968,0
612,MG4贯穿,*201,0,0,0,0,0,100,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0
613,QBZ191技能普攻,0,0,0,0,0,0,100,0,0,0,0,0,0,0,"4680:1000001976,4679:1000001975,4733:1000002078",4732:-1,0,100,0,0,0,0,0,1,0,0,0,0
900,白色跳跳兵激光,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,0,0
993,断连惩罚,0,5,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
994,断连判定,0,0,0,0,0,0,100,15,0,0,0,0,0,0,609:2,0,0,*201,0,0,0,0,0,1,0,0,0,0
995,BD判定-,0,0,0,0,0,0,100,15,0,0,0,0,0,0,609:2,0,0,*202,0,0,0,0,0,1,0,0,0,0
996,COMBO显示,0,0,0,0,0,0,100,15,0,0,0,0,0,0,610:1,0,0,*201,0,0,0,0,0,1,0,0,0,0
999,即死,999999,0,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1200,蟒蛇射击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1201,蟒蛇BUFF触发,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1216:1,0,*202,0,0,0,0,0,1,0,0,0,0
1330,起源弹新,*202,0,432,0,0,0,100,15,0,0,0,0,0,0,1432:1,0,0,100,0,0,0,0,0,1,0,0,0,0
2001,英雄本色,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2002,隐蔽狙击,*201,0,0,0,0,0,100,15,0,0,0,0,0,0,0,"725:1,726:1",0,*202,0,0,0,0,0,1,0,0,0,0
2004,噩梦标记法球添�,100,0,0,0,0,1,100,15,0,0,0,1,1,0,713:1,0,0,*201,0,0,0,0,0,1,0,0,0,0
2005,专注射击法球添�,0,0,0,0,0,1,100,15,0,0,0,0,0,0,0,718:1,0,*201,0,0,0,0,0,1,0,0,0,0
2006,专注射击,*201,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2010,狼牙棒普攻伤害,100,0,0,0,0,1,100,15,0,0,0,1,1,0,750201:1,0,0,20,0,0,0,0,0,1,0,0,0,0
2011,冰冻印记,20,0,0,0,0,1,100,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,精英犬撕裂攻击,100,0,0,0,0,2,100,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,冰雪魔物普攻,100,0,0,0,0,1,100,10,0,0,0,1000004003,1000004003,0,0,0,0,0,0,0,0,0,0,1,0,1000004004,0,0
2014,魔物杂兵远程,*201,0,0,0,0,1,100,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1000004005,0,0
2015,SVD专属装备技能,*201,0,0,0,0,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,百合铃二技能伤害,*101,0,0,0,0,1,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0
2017,召唤物狼牙棒普攻伤害,100,0,0,0,0,1,100,10,0,0,0,1,0,0,750201:1,0,0,20,0,0,0,0,0,1,0,100,0,0
2018,狙击妖精-改,0,*101,0,0,0,0,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004017,0
2019,诅咒妖精,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,100,1000004038,0
2020,泳装建筑师核范围伤害,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,100,0,0,0,0,0,1,0,0,1000003551,0
2021,建筑师子弹攻击,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,建筑ex爆额外,*102,0,0,0,0,0,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000003551,0
2023,泳装建筑师海浪,0,0,0,0,2,0,0,0,0,0,0,0,0,99,0,0,0,100,0,900166,0,0,0,1,0,0,0,0
2024,战区编制伤害,0,*101,0,0,0,0,100,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2025,战区队长buff-5个,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1000004071:1,1000004072:1,1000004073:1,1000004074:1,1000004075:1",0,0,100,0,0,0,0,0,1,0,0,0,0
2026,小狗普攻伤害,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2027,kh2002普攻伤害,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004116,0
2028,白教机甲-警备-掷弹普攻,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2029,白教机甲士蓄力,150,0,0,0,0,1,100,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2030,白教掷弹兵手榴弹,*201,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2031,白教掷弹兵火箭筒,0,0,0,0,0,0,100,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004128,0
2032,kh2002普攻伤害1,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004130,0
2033,kh2002普攻伤害2,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004131,0
2034,kh2002普攻伤害3,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004132,0
2035,kh2002普攻伤害4,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004133,0
2036,kh2002普攻伤害5,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004134,0
2037,kh2002普攻伤害6,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004135,0
2038,kh2002普攻伤害7,100,0,0,0,0,1,100,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1000004136,0
