id,duplicate_type,integration_switch,coin_type,campaign,sub,if_emergency,endless_mode,special_type,name,difficulty,recommend_gun_level,exp_parameter,type,enemy_ai_type,win_turn,win_spot_id,special_spot_id,expect_enemy_die_num,expect_gun_die_num,expect_turn,boss_team_id,turn_duration,costbp,getcoin,getcoin_parameter,coin_ap,turn_limit,limit_gun_pool,limit_team,map_res_name,map_information,is_hide,is_snow,adaptive_gun,fog_length,fog_color,limit_equip_pool,draw_event_s_id,support_available,enemy_quickmove,expect_defend_line_turn,expect_hostage_num,title_logo,random_line_spot,order,reinforce_ally_team,reinforce_ally_turn,reinforce_ally_spot,ally_boss_team_id,ally_code,supply_parameter,drop_mission_key,close_missions,mission_group_id,mission_group_draw_event,open_mission_keys,mission_describe,force_type,round_config,color_change_type,color_change_number,color_change_result,spot_reset,draw_code,reset_drop_key_once,close_mission_control,limit_squad,open_mission_items,drop_mission_item,mapped_mission_id,branch_next_mission_id,win_type,medal_type_silver,drop_item_count,difficulty_recommend,difficulty_recommend_addendum,limit_sangvis,mission_tip,win_step,event_score,score_prize,drop_key_info,lose_type,fight_environment_group,environment_transform_config,recommended_team_ids,restart_hide,auto_battle,daily_demand,limit_vehicle,limit_component_pool,guide_cdn,mission_intensify_item_config,mission_item
10157,0,1-1;4-40:80:160,0,-28,1,-1,0,0,mission-10010157,1000,120,0,11,1,1,0,0,0,0,0,2155,360000000,0,0,0,0,0,,0,OPS7_Y,6000|7875|2478|1890|313|1551,0,0,0,0|500,#000000FF,0,0,1,0,4,0,,0,0,0,0,0,0,,,0|0|10157,,6,,10107:1;10112:1;10145:1;10146:1;10147:1;1012401:1;1012601:1;10125:1;10127:1;10148:1;10149:1;10150:1;1015101:1;1014201:1;1014301:1;1015401:1;1014401:3;10135:1;10136:1;10133:1;10134:1,mission-20010157,2,1:1|2:2|3:3,0,0,0,0,0,1,0;0,2,,,0,0,,,,1000|99;0|0;0|0;0|0;0|0,mission-30010157,4,mission-40010157,,,,,,,,,0,0,,0,,mission-50010157,,
10158,0,1-1;4-40:80:160,0,-29,1,-1,1,0,mission-10010158,40000,120,60,6,4,0,0,0,0,0,13,2372,360000000,0,0,0,0,13,,0,OPS4_Y,8640|7650|5600|4640|-500|-200,0,0,,0|500,#000000FF,0,0,0,0,0,0,,9414|9405|9408|9411,0,0,0,0,0,ArmyLOGO,,0,,0,,,mission-20010158,0,1:1|2:2|3:3,0,0,0,0,0,0,0,-1,,,0,,,,,40000|99;0|0;0|0;0|0;0|0,mission-30010158,4,mission-40010158,,1|10|2000|1500|1000|200|50000|5000|50000|4000|5000|2000|10000|1:0;2:0;3:0;5:0;6:0;7:0|0|0|0|0|0|0|0|0|0|8000|20000|10000|5000,,,,,,4|5|9,0,0,,-1,,mission-50010158,,
10194,0,1-1;4-40:80:160,0,-31,1,-1,0,0,mission-10010194,1000,20,20,2,4,0,0,0,4,0,1,310101,360000000,0,,,0,0,,0,OPS14_Y,8000|7000|3300|3500|2100|-1900,0,0,57|205|55|206,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1019400:1,,7,,,mission-20010194,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,,0|0|8001:3000,0,0,,,,1000|20;0|0;0|0;0|0;0|0,mission-30010194,4,mission-40010194,,,,,,,,2|1,0,0,,0,,mission-50010194,,
10195,0,1-1;4-40:80:160,0,-31,2,-1,0,9,mission-10010195,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1019500:1,,7,,1019400:1,mission-20010195,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:10,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010195,4,mission-40010195,,,,,,,,,0,0,,0,,mission-50010195,,
10196,0,1-1;4-40:80:160,0,-31,3,-1,0,0,mission-10010196,2200,30,25,3,4,0,0,,9,0,2,2431,360000000,0,,,0,0,,0,OPS13_Y,16000|14000|4400|3400|2100|-1700,0,0,143|56,0|500,#000000FF,0,192,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1019600:1,,7,,1019500:1,mission-20010196,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31001,0,,,,2200|30;0|0;0|0;0|0;0|0,mission-30010196,4,mission-40010196,,,,,,,,1,0,0,,0,,mission-50010196,,
10197,0,1-1;4-40:80:160,0,-31,4,-1,0,9,mission-10010197,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1019700:1,,7,,1019600:1,mission-20010197,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:5,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010197,4,mission-40010197,,,,,,,,,0,0,,0,,mission-50010197,,
10198,0,1-1;4-40:80:160,0,-31,5,-1,0,9,mission-10010198,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1019800:1,,7,,1019700:1,mission-20010198,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:10,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010198,4,mission-40010198,,,,,,,,,0,0,,0,,mission-50010198,,
10199,0,1-1;4-40:80:160,0,-31,6,-1,0,0,mission-10010199,2200,40,30,7,4,0,0,0,5,0,6,2418,360000000,0,,,0,0,223|230,0,OPS13_Y,20000|17500|6500|4100|1700|-4400,0,0,143|56,0|500,#000000FF,0,192,1,0,0,1|1,,0,0,0,0,0,0,ArmyLOGO,,0|0|1019900:1,,7,,1019700:1,mission-20010199,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31002,0,,,,2200|40;0|0;0|0;0|0;0|0,mission-30010199,4,mission-40010199,,,,,,,,,0,0,,0,,mission-50010199,,
10200,0,1-1;4-40:80:160,0,-31,7,-1,0,9,mission-10010200,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1020000:1,,7,,1019900:1,mission-20010200,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:5,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010200,4,mission-40010200,,,,,,,,,0,0,,0,,mission-50010200,,
10201,0,1-1;4-40:80:160,0,-31,8,-1,0,9,mission-10010201,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1020100:1,,7,,1019500:1,mission-20010201,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:5,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010201,4,mission-40010201,,,,,,,,,0,0,,0,,mission-50010201,,
10202,0,1-1;4-40:80:160,0,-31,9,-1,0,9,mission-10010202,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1020200:1,,7,,1020000:1,mission-20010202,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:10,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010202,4,mission-40010202,,,,,,,,,0,0,,0,,mission-50010202,,
10203,0,1-1;4-40:80:160,0,-31,10,-1,0,9,mission-10010203,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,57|205,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1020300:1,,7,,1019400:1,mission-20010203,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:40,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010203,4,mission-40010203,,,,,,,,,0,0,,0,,mission-50010203,,
10204,0,1-1;4-40:80:160,0,-31,11,-1,0,9,mission-10010204,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,57|205,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1020400:1,,7,,1020300:1,mission-20010204,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:10,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010204,4,mission-40010204,,,,,,,,,0,0,,0,,mission-50010204,,
10205,0,1-1;4-40:80:160,0,-31,12,-1,0,9,mission-10010205,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,57|205,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1020500:1,,7,,1020400:1,mission-20010205,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:10,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010205,4,mission-40010205,,,,,,,,,0,0,,0,,mission-50010205,,
10206,0,1-1;4-40:80:160,0,-31,13,-1,0,0,mission-10010206,2500,30,25,2,4,0,0,,5,0,3,2462,360000000,0,,,0,0,232|239,0,OPS16_Y,20000|17500|6000|4200|5000|-300,0,0,57|205,0|500,#000000FF,0,192,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1020600:1,,7,,1020500:1,mission-20010206,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31003,0,,,,2500|30;0|0;0|0;0|0;0|0,mission-30010206,4,mission-40010206,,,,,,,,2|5|1,0,0,,0,,mission-50010206,,
10207,0,1-1;4-40:80:160,0,-31,14,-1,0,9,mission-10010207,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,57|205,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1020700:1,,7,,1020500:1,mission-20010207,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:30,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010207,4,mission-40010207,,,,,,,,,0,0,,0,,mission-50010207,,
10208,0,1-1;4-40:80:160,0,-31,15,-1,0,0,mission-10010208,3500,40,30,1,4,0,11092,,6,0,4,2471,360000000,0,,,0,0,241|249,0,OPS16_Y,20000|17500|5300|4500|1850|-2850,0,0,57|205,0|500,#000000FF,0,192,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1020800:1,,7,,1020600:1,mission-20010208,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31004,0,,,,3500|40;0|0;0|0;0|0;0|0,mission-30010208,4,mission-40010208,,,,,,,,2|1,0,0,,0,,mission-50010208,,
10209,0,1-1;4-40:80:160,0,-31,16,-1,0,9,mission-10010209,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,55|206,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1020900:1,,7,,1019400:1,mission-20010209,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:40,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010209,4,mission-40010209,,,,,,,,,0,0,,0,,mission-50010209,,
10210,0,1-1;4-40:80:160,0,-31,17,-1,0,0,mission-10010210,3400,50,35,2,3,0,0,,10,0,5,2545,360000000,0,,,0,0,254|223|230,0,OPS11_Y,16000|14000|5100|3400|-100|-5100,0,0,55|206,0|500,#000000FF,0,192,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1021000:1,,7,,1020900:1,mission-20010210,0,1:1|2:5|3:3,0,0,0,0,0,0,0,2,,,31005,0,,,,3400|50;0|0;0|0;0|0;0|0,mission-30010210,4,mission-40010210,,,,,,,,1|4|5,0,0,,0,,mission-50010210,,
10211,0,1-1;4-40:80:160,0,-31,18,-1,0,0,mission-10010211,4500,70,40,6,3,5,0,,0,0,5,2566,360000000,0,,,0,0,232|239,0,OPS11_Y,20000|17500|6000|5000|2850|-5850,0,0,55|206,0|500,#000000FF,0,192,1,0,3,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1021100:1,,7,,1021000:1,mission-20010211,0,1:1|2:5|3:3,0,0,0,0,0,0,0,2,,,31006,0,,,,4500|70;0|0;0|0;0|0;0|0,mission-30010211,4,mission-40010211,,,,,,,,2|9|5,0,0,,0,,mission-50010211,,
10212,0,1-1;4-40:80:160,0,-31,19,-1,0,9,mission-10010212,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,55|206,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1021200:1,,7,,1021100:1,mission-20010212,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:30,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010212,4,mission-40010212,,,,,,,,,0,0,,0,,mission-50010212,,
10213,0,1-1;4-40:80:160,0,-31,20,-1,0,9,mission-10010213,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1021300:1,,7,,1027400:1;1020800:1;1021200:1,mission-20010213,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:60,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010213,4,mission-40010213,,,,,,,,,0,0,,0,,mission-50010213,,
10214,0,1-1;4-40:80:160,0,-31,21,-1,0,0,mission-10010214,3500,60,40,1,4,0,10889,,10,0,3,2419,360000000,0,,,0,0,241|249,0,OPS13_Y,20000|17500|6500|3800|6000|-3500,0,0,143|56,0|500,#000000FF,0,193,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1021400:1,,7,,1021300:1,mission-20010214,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31007,0,,,,3500|60;0|0;0|0;0|0;0|0,mission-30010214,4,mission-40010214,,,,,,,,2|1,0,0,,0,,mission-50010214,,
10215,0,1-1;4-40:80:160,0,-31,22,-1,0,9,mission-10010215,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1021500:1,,7,,1021300:1,mission-20010215,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:20,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010215,4,mission-40010215,,,,,,,,,0,0,,0,,mission-50010215,,
10216,0,1-1;4-40:80:160,0,-31,23,-1,0,9,mission-10010216,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1021600:1,,7,,1021500:1,mission-20010216,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:20,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010216,4,mission-40010216,,,,,,,,,0,0,,0,,mission-50010216,,
10217,0,1-1;4-40:80:160,0,-31,24,-1,0,0,mission-10010217,5000,75,45,7,4,0,0,,9,0,4,2439,360000000,0,,,0,0,242|223|230,0,OPS13_Y,16000|14000|6000|5000|800|700,0,0,143|56,0|500,#000000FF,0,193,1,0,0,2|2,,0,0,0,0,0,0,ArmyLOGO,,0|0|1021700:1,,7,,1021400:1,mission-20010217,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31008,0,,,,5000|75;0|0;0|0;0|0;0|0,mission-30010217,4,mission-40010217,,,,,,,,1,0,0,,0,,mission-50010217,,
10218,0,1-1;4-40:80:160,0,-31,25,-1,0,9,mission-10010218,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1021800:1,,7,,1021700:1,mission-20010218,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:20,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010218,4,mission-40010218,,,,,,,,,0,0,,0,,mission-50010218,,
10219,0,1-1;4-40:80:160,0,-31,26,-1,0,9,mission-10010219,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1021900:1,,7,,1021700:1,mission-20010219,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:20,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010219,4,mission-40010219,,,,,,,,,0,0,,0,,mission-50010219,,
10220,0,1-1;4-40:80:160,0,-31,27,-1,0,9,mission-10010220,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,57|205,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1022000:1,,7,,1027400:1;1020800:1;1021200:1,mission-20010220,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:60,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010220,4,mission-40010220,,,,,,,,,0,0,,0,,mission-50010220,,
10221,0,1-1;4-40:80:160,0,-31,28,-1,0,0,mission-10010221,4600,60,40,2,4,0,0,,8,0,5,2485,360000000,0,,,0,0,232|239,0,OPS16_Y,16000|14000|6000|5000|-3000|-1500,0,0,57|205,0|500,#000000FF,0,193,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1022100:1,,7,,1022000:1,mission-20010221,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31009,0,,,,4600|60;0|0;0|0;0|0;0|0,mission-30010221,4,mission-40010221,,,,,,,,1,0,0,,0,,mission-50010221,,
10222,0,1-1;4-40:80:160,0,-31,29,-1,0,9,mission-10010222,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,57|205,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1022200:1,,7,,1022100:1,mission-20010222,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:20,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010222,4,mission-40010222,,,,,,,,,0,0,,0,,mission-50010222,,
10223,0,1-1;4-40:80:160,0,-31,30,-1,0,0,mission-10010223,5500,70,42,1,4,0,11178,,3,0,5,2493,360000000,0,,,0,0,251|241|249,0,OPS16_Y,12000|10500|7000|4000|1100|1400,0,0,57|205|54,0|500,#000000FF,0,193,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1022300:1,,7,,1022100:1,mission-20010223,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31010,0,,,,5500|70;0|0;0|0;0|0;0|0,mission-30010223,4,mission-40010223,,,,,,,,1,0,0,,0,,mission-50010223,,
10224,0,1-1;4-40:80:160,0,-31,31,-1,0,9,mission-10010224,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,57|205,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1022400:1,,7,,1022300:1,mission-20010224,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:20,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010224,4,mission-40010224,,,,,,,,,0,0,,0,,mission-50010224,,
10225,0,1-1;4-40:80:160,0,-31,32,-1,0,0,mission-10010225,8000,80,44,2,3,0,0,,13,0,6,2501,360000000,0,,,0,0,223|230,0,OPS13_Y,20000|17500|6200|3800|-1150|3200,0,0,57|205,0|500,#000000FF,0,193,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1022500:1,,7,,1022400:1,mission-20010225,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31011,0,,,,8000|80;0|0;0|0;0|0;0|0,mission-30010225,4,mission-40010225,,,,,,,,8|6|1,0,0,,0,,mission-50010225,,
10226,0,1-1;4-40:80:160,0,-31,33,-1,0,9,mission-10010226,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,57|205,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1022600:1,,7,,1022500:1,mission-20010226,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:35,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010226,4,mission-40010226,,,,,,,,,0,0,,0,,mission-50010226,,
10227,0,1-1;4-40:80:160,0,-31,34,-1,0,9,mission-10010227,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,55|206,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1022700:1,,7,,1027400:1;1020800:1;1021200:1,mission-20010227,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:60,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010227,4,mission-40010227,,,,,,,,,0,0,,0,,mission-50010227,,
10228,0,1-1;4-40:80:160,0,-31,35,-1,0,0,mission-10010228,18000,90,46,7,4,0,0,,10,0,7,2579,360000000,0,,,0,0,232|239,0,OPS15_Y,16000|14000|6000|4000|3700|-3500,0,0,55|206,0|500,#000000FF,0,193,1,0,0,2|2,,0,0,0,0,0,0,ArmyLOGO,,0|0|1022800:1,,7,,1022700:1,mission-20010228,1,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31012,0,,,,18000|90;0|0;0|0;0|0;0|0,mission-30010228,4,mission-40010228,,,,,,,,6|1,0,0,,0,,mission-50010228,,
10229,0,1-1;4-40:80:160,0,-31,36,-1,0,9,mission-10010229,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,55|206,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1022900:1,,7,,1022800:1,mission-20010229,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:35,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010229,4,mission-40010229,,,,,,,,,0,0,,0,,mission-50010229,,
10230,0,1-1;4-40:80:160,0,-31,37,-1,0,9,mission-10010230,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1023000:1,,7,,1021900:1;1022600:1;1022900:1,mission-20010230,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:100,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010230,4,mission-40010230,,,,,,,,,0,0,,0,,mission-50010230,,
10231,0,1-1;4-40:80:160,0,-31,38,-1,0,0,mission-10010231,15000,90,47,6,3,0,0,,0,0,6,2444,360000000,0,,,0,0,241|249,0,OPS13_Y,16000|14000|6300|4000|950|1900,0,0,143|56,0|500,#000000FF,0,194,1,0,4,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1023100:1,,7,,1023000:1,mission-20010231,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31013,0,,,,15000|90;0|0;0|0;0|0;0|0,mission-30010231,4,mission-40010231,,,,,,,,2|1,0,0,,0,,mission-50010231,,
10232,0,1-1;4-40:80:160,0,-31,39,-1,0,9,mission-10010232,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1023200:1,,7,,1023100:1,mission-20010232,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:30,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010232,4,mission-40010232,,,,,,,,,0,0,,0,,mission-50010232,,
10233,0,1-1;4-40:80:160,0,-31,40,-1,0,0,mission-10010233,18000,100,50,7,3,0,0,,7,0,4,2450,360000000,0,,,0,0,223|230,0,OPS13_Y,24000|21000|6700|4000|2200|4400,0,0,143|56,0|500,#000000FF,0,194,1,0,0,1|1,,0,0,0,0,0,0,ArmyLOGO,,0|0|1023300:1,,7,,1023200:1,mission-20010233,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31014,0,,,,18000|99;0|0;0|0;0|0;0|0,mission-30010233,4,mission-40010233,,,,,,,,8|1,0,0,,0,,mission-50010233,,
10234,0,1-1;4-40:80:160,0,-31,41,-1,0,9,mission-10010234,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,143|56,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1023400:1,,7,,1023300:1,mission-20010234,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:45,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010234,4,mission-40010234,,,,,,,,,0,0,,0,,mission-50010234,,
10235,0,1-1;4-40:80:160,0,-31,42,-1,0,9,mission-10010235,1000,10,0,3,4,0,0,0,0,0,0,1,360000000,0,,,0,0,,0,Chapter1_Y,3000|2625|2000|1600|0|0,0,0,57|205,0|500,#000000FF,0,0,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1023500:1,,7,,1021900:1;1022600:1;1022900:1,mission-20010235,0,1:1|2:2|3:3,0,0,0,0,0,0,0,2,8001:100,,0,0,,,,1000|10;0|0;0|0;0|0;0|0,mission-30010235,4,mission-40010235,,,,,,,,,0,0,,0,,mission-50010235,,
10236,0,1-1;4-40:80:160,0,-31,43,-1,0,0,mission-10010236,14000,90,46,2,3,0,0,,11,0,3,2511,360000000,0,,,0,0,254|232|239,0,OPS13_Y,12000|10500|4300|4500|2200|-1850,0,0,57|205|54,0|500,#000000FF,0,194,1,0,0,0,,0,0,0,0,0,0,ArmyLOGO,,0|0|1023600:1,,7,,1023500:1,mission-20010236,0,1:1|2:4|3:3,0,0,0,0,0,0,0,2,,,31015,0,,,,14000|90;0|0;0|0;0|0;0|0,mission-30010236,4,mission-40010236,,,,,,,,2|6|1,0,0,,0,,mission-50010236,,
