id,mission_id,description,scripts,campaign,bgm,title,is_util,start,round,point,first,mid,end,fail,step_start_story,step_end_story
206,10051,story_util-10000206,-16-2-1,-16,BGM_Frontline,story_util-20000206,1,-16-2-1,,,,,,,,
207,10052,story_util-10000207,-16-3-1,-16,BGM_Frontline,story_util-20000207,1,-16-3-1,,,,,,,,
208,10053,story_util-10000208,-16-4-1|-16-4-4-Point5546|-16-4-2First,-16,BGM_Frontline,story_util-20000208,1,-16-4-1,,5546:-16-4-4-Point5546,-16-4-2First,,-16-4-2First,,,
209,10054,story_util-10000209,-16-5-2First,-16,BGM_Frontline,story_util-20000209,1,,,,-16-5-2First,,-16-5-2First,,,
210,10055,story_util-10000210,-16-6-2First,-16,BGM_Frontline,story_util-20000210,1,,,,-16-6-2First,,-16-6-2First,,,
211,10056,story_util-10000211,-16-7-2First,-16,BGM_Frontline,story_util-20000211,1,,,,-16-7-2First,,-16-7-2First,,,
212,10057,story_util-10000212,-16-8-4-Point5627|-16-8-2First,-16,BGM_Frontline,story_util-20000212,1,,,5627:-16-8-4-Point5627,-16-8-2First,,-16-8-2First,,,
213,10058,story_util-10000213,-16-9-2First,-16,BGM_Frontline,story_util-20000213,1,,,,-16-9-2First,,-16-9-2First,,,
214,10059,story_util-10000214,-16-10-1,-16,BGM_Frontline,story_util-20000214,1,-16-10-1,,,,,,,,
215,10060,story_util-10000215,-16-11-2First,-16,BGM_Frontline,story_util-20000215,1,,,,-16-11-2First,,-16-11-2First,,,
216,10061,story_util-10000216,-16-12-2First,-16,BGM_Frontline,story_util-20000216,1,,,,-16-12-2First,,-16-12-2First,,,
217,10062,story_util-10000217,-16-13-2First,-16,BGM_Frontline,story_util-20000217,1,,,,-16-13-2First,,-16-13-2First,,,
218,10063,story_util-10000218,-16-14-2First,-16,BGM_Frontline,story_util-20000218,1,,,,-16-14-2First,,-16-14-2First,,,
219,10064,story_util-10000219,-16-15-2First,-16,BGM_Frontline,story_util-20000219,1,,,,-16-15-2First,,-16-15-2First,,,
220,10065,story_util-10000220,-17-1-1|-17-1-2First,-17,BGM_Frontline,story_util-20000220,1,-17-1-1,,,-17-1-2First,,-17-1-2First,,,
221,10066,story_util-10000221,-17-2-1|-17-2-2First,-17,BGM_Frontline,story_util-20000221,1,-17-2-1,,,-17-2-2First,,-17-2-2First,,,
222,10067,story_util-10000222,-17-3-1|-17-3-2First,-17,BGM_Frontline,story_util-20000222,1,-17-3-1,,,-17-3-2First,,-17-3-2First,,,
223,10068,story_util-10000223,-17-4-1|-17-4-2First,-17,BGM_Frontline,story_util-20000223,1,-17-4-1,,,-17-4-2First,,-17-4-2First,,,
224,10069,story_util-10000224,-17-5-2First,-17,BGM_Frontline,story_util-20000224,1,,,,-17-5-2First,,-17-5-2First,,,
225,10070,story_util-10000225,-17-6-2First,-17,BGM_Frontline,story_util-20000225,1,,,,-17-6-2First,,-17-6-2First,,,
226,10071,story_util-10000226,-17-7-2First,-17,BGM_Frontline,story_util-20000226,1,,,,-17-7-2First,,-17-7-2First,,,
227,10072,story_util-10000227,-17-8-2First,-17,BGM_Frontline,story_util-20000227,1,,,,-17-8-2First,,-17-8-2First,,,
228,10073,story_util-10000228,-17-9-2First,-17,BGM_Frontline,story_util-20000228,1,,,,-17-9-2First,,-17-9-2First,,,
229,10074,story_util-10000229,-17-10-1,-17,BGM_Frontline,story_util-20000229,1,-17-10-1,,,,,,,,
230,10075,story_util-10000230,-17-11-1|-17-11-2First,-17,BGM_Frontline,story_util-20000230,1,-17-11-1,,,-17-11-2First,,-17-11-2First,,,
231,10076,story_util-10000231,-17-12-2First,-17,BGM_Frontline,story_util-20000231,1,,,,-17-12-2First,,-17-12-2First,,,
232,10077,story_util-10000232,-17-13-1|-17-13-2First,-17,BGM_Frontline,story_util-20000232,1,-17-13-1,,,-17-13-2First,,-17-13-2First,,,
233,10078,story_util-10000233,-17-14-1|-17-14-2First,-17,BGM_Frontline,story_util-20000233,1,-17-14-1,,,-17-14-2First,,-17-14-2First,,,
234,10079,story_util-10000234,-17-15-1|-17-15-2First,-17,BGM_Frontline,story_util-20000234,1,-17-15-1,,,-17-15-2First,,-17-15-2First,,,
235,10080,story_util-10000235,-17-16-1|-17-16-2First,-17,BGM_Frontline,story_util-20000235,1,-17-16-1,,,-17-16-2First,,-17-16-2First,,,
236,10081,story_util-10000236,-17-17-1|-17-17-2First,-17,BGM_Frontline,story_util-20000236,1,-17-17-1,,,-17-17-2First,,-17-17-2First,,,
237,10082,story_util-10000237,-18-1-1|-18-1-2First,-18,BGM_Frontline,story_util-20000237,1,-18-1-1,,,-18-1-2First,,-18-1-2First,,,
238,10083,story_util-10000238,-18-2-1|-18-2-4-Point6188|-18-2-2First,-18,BGM_Frontline,story_util-20000238,1,-18-2-1,,6188:-18-2-4-Point6188,-18-2-2First,,-18-2-2First,,,
239,10084,story_util-10000239,-18-3-1|-18-3-2First,-18,BGM_Frontline,story_util-20000239,1,-18-3-1,,,-18-3-2First,,-18-3-2First,,,
240,10085,story_util-10000240,-18-4-1|-18-4-2First,-18,BGM_Frontline,story_util-20000240,1,-18-4-1,,,-18-4-2First,,-18-4-2First,,,
241,10086,story_util-10000241,-18-5-1|-18-5-4-Point6303|-18-5-2First,-18,BGM_Frontline,story_util-20000241,1,-18-5-1,,6303:-18-5-4-Point6303,-18-5-2First,,-18-5-2First,,,
242,10087,story_util-10000242,-18-6-1|-18-6-2First,-18,BGM_Frontline,story_util-20000242,1,-18-6-1,,,-18-6-2First,,-18-6-2First,,,
243,10088,story_util-10000243,-16-16-1,-16,BGM_Frontline,story_util-20000243,1,-16-16-1,,,,,,,,
244,10089,story_util-10000244,-17-18-1,-17,BGM_Frontline,story_util-20000244,1,-17-18-1,,,,,,,,
245,10090,story_util-10000245,-18-7-1,-18,BGM_Frontline,story_util-20000245,1,-18-7-1,,,,,,,,
246,10091,story_util-10000246,-18-8-1,-18,BGM_Frontline,story_util-20000246,1,-18-8-1,,,,,,,,
247,10092,story_util-10000247,BattleAvg/-18-Day3-6B|BattleAvg/-18-Day3-6C,-16,BGM_Frontline,story_util-20000247,1,,,,,,,,,
248,10093,story_util-10000248,,-19,BGM_Frontline,story_util-20000248,0,-19-1-1,,,-19-1-2,,-19-1-2First,,,
249,10094,story_util-10000249,,-19,BGM_Frontline,story_util-20000249,0,-19-2-1,,6737:-19-2-4-Point6737|6738:-19-2-4-Point6738,-19-2-2,,-19-2-2First,,,
250,10095,story_util-10000250,,-19,BGM_Frontline,story_util-20000250,0,-19-3-1,,6750:-19-3-4-Point6750|7023:-19-3-4-Point7023,-19-3-2,,-19-3-2First,,,
251,10096,story_util-10000251,,-20,BGM_Frontline,story_util-20000251,0,-20-1-1,,6780:-20-1-4-Point6780|7026:-20-1-4-Point7026,-20-1-2First,,-20-1-2First,,,
252,10097,story_util-10000252,,-20,BGM_Frontline,story_util-20000252,0,-20-2-1,,6819:-20-2-4-Point6819|7029:-20-2-4-Point7029,-20-2-2First,,-20-2-2First,,,
253,10098,story_util-10000253,,-20,BGM_Frontline,story_util-20000253,0,-20-3-1,,6845:-20-3-4-Point6845|6846:-20-3-4-Point6846,-20-3-2First,,-20-3-2End,,,
254,10099,story_util-10000254,,-22,BGM_Frontline,story_util-20000254,0,,,,,,,,,
255,10100,story_util-10000255,,-22,BGM_Frontline,story_util-20000255,0,,,,,,,,,
256,10101,story_util-10000256,,-22,BGM_Frontline,story_util-20000256,0,,,,,,,,,
257,10102,story_util-10000257,,-22,BGM_Frontline,story_util-20000257,0,,,,,,,,,
258,10103,story_util-10000258,,-22,BGM_Frontline,story_util-20000258,0,,,,,,,,,
259,10104,story_util-10000259,,-22,BGM_Frontline,story_util-20000259,0,,,,,,,,,
261,10106,story_util-10000261,-24-2-1,-24,BGM_Frontline,story_util-20000261,1,-24-2-1,,,,,,,,
262,10107,story_util-10000262,-24-3-2First,-24,BGM_Frontline,story_util-20000262,1,,,,-24-3-2First,,-24-3-2First,,,
263,10108,story_util-10000263,-24-4-1|-24-4-2First,-24,BGM_Frontline,story_util-20000263,1,-24-4-1,,,-24-4-2First,,-24-4-2First,,,
264,10109,story_util-10000264,-24-5-1|-24-5-2First,-24,BGM_Frontline,story_util-20000264,1,-24-5-1,,,-24-5-2First,,-24-5-2First,,,
265,10110,story_util-10000265,-24-6-1,-24,BGM_Frontline,story_util-20000265,1,-24-6-1,,,,,,,,
266,10111,story_util-10000266,-24-7-1|-24-7-2First,-24,BGM_Frontline,story_util-20000266,1,-24-7-1,,,-24-7-2First,,-24-7-2First,,,
267,10113,story_util-10000267,-24-8-1|-24-8-2First,-24,BGM_Frontline,story_util-20000267,1,-24-8-1,,,-24-8-2First,,-24-8-2First,,,
268,10112,story_util-10000268,-24-9-2First,-24,BGM_Frontline,story_util-20000268,1,,,,-24-9-2First,,-24-9-2First,,,
269,10114,story_util-10000269,-24-10-1|-24-10-2First,-24,BGM_Frontline,story_util-20000269,1,-24-10-1,,,-24-10-2First,,-24-10-2First,,,
270,10115,story_util-10000270,-24-11-1|-24-11-2First,-24,BGM_Frontline,story_util-20000270,1,-24-11-1,,,-24-11-2First,,-24-11-2First,,,
271,10116,story_util-10000271,-24-12-1|-24-12-2First,-24,BGM_Frontline,story_util-20000271,1,-24-12-1,,,-24-12-2First,,-24-12-2First,,,
272,10117,story_util-10000272,-24-13-1|-24-13-2First,-24,BGM_Frontline,story_util-20000272,1,-24-13-1,,,-24-13-2First,,-24-13-2First,,,
273,10118,story_util-10000273,-24-14-1|-24-14-2First,-24,BGM_Frontline,story_util-20000273,1,-24-14-1,,,-24-14-2First,,-24-14-2First,,,
274,10120,story_util-10000274,-25-1-1|-25-1-2First,-25,BGM_Frontline,story_util-20000274,1,-25-1-1,,,-25-1-2First,,-25-1-2First,,,
275,10121,story_util-10000275,-25-2-1,-25,BGM_Frontline,story_util-20000275,1,-25-2-1,,,,,,,,
276,10122,story_util-10000276,-25-3-1|-25-3-2First,-25,BGM_Frontline,story_util-20000276,1,-25-3-1,,,-25-3-2First,,-25-3-2First,,,
277,10123,story_util-10000277,-25-4-1,-25,BGM_Frontline,story_util-20000277,1,-25-4-1,,,,,,,,
278,10124,story_util-10000278,-25-5-1,-25,BGM_Frontline,story_util-20000278,1,-25-5-1,,,,,,,,
279,10125,story_util-10000279,-25-6-1,-25,BGM_Frontline,story_util-20000279,1,-25-6-1,,,,,,,,
280,10126,story_util-10000280,-25-7-1,-25,BGM_Frontline,story_util-20000280,1,-25-7-1,,,,,,,,
281,10127,story_util-10000281,-25-8-1|-25-8-2First,-25,BGM_Frontline,story_util-20000281,1,-25-8-1,,,-25-8-2First,,-25-8-2First,,,
282,10128,story_util-10000282,-25-9-1|-25-9-2First,-25,BGM_Frontline,story_util-20000282,1,-25-9-1,,,-25-9-2First,,-25-9-2First,,,
283,10129,story_util-10000283,-25-10-1|-25-10-2First,-25,BGM_Frontline,story_util-20000283,1,-25-10-1,,,-25-10-2First,,-25-10-2First,,,
284,10130,story_util-10000284,-25-11-1,-25,BGM_Frontline,story_util-20000284,1,-25-11-1,,,,,,,,
285,10131,story_util-10000285,-26-1-1|-26-1-2First,-26,BGM_Frontline,story_util-20000285,1,-26-1-1,,,-26-1-2First,,-26-1-2First,,,
286,10132,story_util-10000286,-26-2-1,-26,BGM_Frontline,story_util-20000286,1,-26-2-1,,,,,,,,
287,10133,story_util-10000287,-26-3-1,-26,BGM_Frontline,story_util-20000287,1,-26-3-1,,,,,,,,
288,10134,story_util-10000288,-26-4-1,-26,BGM_Frontline,story_util-20000288,1,-26-4-1,,,,,,,,
289,10135,story_util-10000289,-26-5-1|-26-5-2First,-26,BGM_Frontline,story_util-20000289,1,-26-5-1,,,-26-5-2First,,-26-5-2First,,,
290,10136,story_util-10000290,-26-6-1|-26-6-2First,-26,BGM_Frontline,story_util-20000290,1,-26-6-1,,,-26-6-2First,,-26-6-2First,,,
291,10137,story_util-10000291,-26-7-1,-26,BGM_Frontline,story_util-20000291,1,-26-7-1,,,,,,,,
292,10142,story_util-10000292,-26-8-2First,-26,BGM_Frontline,story_util-20000292,1,,,,-26-8-2First,,-26-8-2First,,,
293,10138,story_util-10000293,-26-9-1,-26,BGM_Frontline,story_util-20000293,1,-26-9-1,,,,,,,,
294,10143,story_util-10000294,-26-10-2First,-26,BGM_Frontline,story_util-20000294,1,,,,-26-10-2First,,-26-10-2First,,,
295,10139,story_util-10000295,-26-11-1|-26-11-2First,-26,BGM_Frontline,story_util-20000295,1,-26-11-1,,,-26-11-2First,,-26-11-2First,,,
296,10140,story_util-10000296,-26-12-1,-26,BGM_Frontline,story_util-20000296,1,-26-12-1,,,,,,,,
297,10141,story_util-10000297,-26-13-1|-26-13-2First,-26,BGM_Frontline,story_util-20000297,1,-26-13-1,,,-26-13-2First,,-26-13-2First,,,
298,10144,story_util-10000298,-26-14-1|-26-14-2First|-26-14-2End,-26,BGM_Frontline,story_util-20000298,1,-26-14-1,,,-26-14-2First,,-26-14-2End,,,
299,10146,story_util-10000299,-25-12-2First,-25,BGM_Frontline,story_util-20000299,1,,,,-25-12-2First,,-25-12-2First,,,
300,10147,story_util-10000300,-25-13-2First,-25,BGM_Frontline,story_util-20000300,1,,,,-25-13-2First,,-25-13-2First,,,
301,10148,story_util-10000301,-25-14-2First,-25,BGM_Frontline,story_util-20000301,1,,,,-25-14-2First,,-25-14-2First,,,
302,10149,story_util-10000302,-25-15-2First,-25,BGM_Frontline,story_util-20000302,1,,,,-25-15-2First,,-25-15-2First,,,
303,10150,story_util-10000303,-25-16-2First,-25,BGM_Frontline,story_util-20000303,1,,,,-25-16-2First,,-25-16-2First,,,
304,10155,story_util-10000304,-27-1-1|-27-1-3Round6,-27,BGM_Frontline,story_util-20000304,1,-27-1-1,6:-27-1-3Round6,,,,,,,
305,10145,story_util-10000305,-24-15-1,-24,BGM_Frontline,story_util-20000305,1,-24-15-1,,,,,,,,
306,10151,story_util-10000306,-26-15-2First,-26,BGM_Frontline,story_util-20000306,1,,,,-26-15-2First,,-26-15-2First,,,
307,10154,story_util-10000307,-26-18-2First,-26,BGM_Frontline,story_util-20000307,1,,,,-26-18-2First,,-26-18-2First,,,
308,10156,story_util-10000308,-24-1-1|-24-1-2First,-24,BGM_Frontline,story_util-20000308,1,-24-1-1,,,-24-1-2First,,-24-1-2First,,,
309,10157,story_util-10000309,-28-1-1,-28,BGM_Frontline,story_util-20000309,1,-28-1-1,,,,,,,,
310,10158,story_util-10000310,,-29,BGM_Frontline,story_util-20000310,0,,,,,,,,,
311,10194,story_util-10000311,-31-0-1,-31,BGM_Frontline,story_util-20000311,1,-31-0-1,,,,,,,,
312,10195,story_util-10000312,-31-1A1-1,-31,BGM_Frontline,story_util-20000312,1,-31-1A1-1,,,,,,,,
313,10197,story_util-10000313,-31-1A2-1,-31,BGM_Frontline,story_util-20000313,1,-31-1A2-1,,,,,,,,
314,10198,story_util-10000314,-31-1A21-1,-31,BGM_Frontline,story_util-20000314,1,-31-1A21-1,,,,,,,,
315,10200,story_util-10000315,-31-1A3-1,-31,BGM_Frontline,story_util-20000315,1,-31-1A3-1,,,,,,,,
316,10201,story_util-10000316,-31-1A11-1,-31,BGM_Frontline,story_util-20000316,1,-31-1A11-1,,,,,,,,
317,10202,story_util-10000317,-31-1A4-1,-31,BGM_Frontline,story_util-20000317,1,-31-1A4-1,,,,,,,,
318,10274,story_util-10000318,-31-1A5-1,-31,BGM_Frontline,story_util-20000318,1,-31-1A5-1,,,,,,,,
319,10203,story_util-10000319,-31-1B1-1,-31,BGM_Frontline,story_util-20000319,1,-31-1B1-1,,,,,,,,
320,10204,story_util-10000320,-31-1B2-1,-31,BGM_Frontline,story_util-20000320,1,-31-1B2-1,,,,,,,,
321,10205,story_util-10000321,-31-1B3-1,-31,BGM_Frontline,story_util-20000321,1,-31-1B3-1,,,,,,,,
322,10207,story_util-10000322,-31-1B31-1,-31,BGM_Frontline,story_util-20000322,1,-31-1B31-1,,,,,,,,
323,10208|10257,story_util-10000323,-31-1B4-1,-31,BGM_Frontline,story_util-20000323,1,-31-1B4-1,,,,,,,,
324,10209,story_util-10000324,-31-1C1-1,-31,BGM_Frontline,story_util-20000324,1,-31-1C1-1,,,,,,,,
325,10210|10258,story_util-10000325,-31-1C2-1,-31,BGM_Frontline,story_util-20000325,1,-31-1C2-1,,,,,,,,
326,10211|10259,story_util-10000326,-31-1C3-1,-31,BGM_Frontline,story_util-20000326,1,-31-1C3-1,,,,,,,,
327,10212,story_util-10000327,-31-1C4-1,-31,BGM_Frontline,story_util-20000327,1,-31-1C4-1,,,,,,,,
328,10213,story_util-10000328,-31-2A1-1,-31,BGM_Frontline,story_util-20000328,1,-31-2A1-1,,,,,,,,
329,10215,story_util-10000329,-31-2A11-1,-31,BGM_Frontline,story_util-20000329,1,-31-2A11-1,,,,,,,,
330,10216,story_util-10000330,-31-2A12-1,-31,BGM_Frontline,story_util-20000330,1,-31-2A12-1,,,,,,,,
331,10217|10261,story_util-10000331,-31-2A2-1,-31,BGM_Frontline,story_util-20000331,1,-31-2A2-1,,,,,,,,
332,10218,story_util-10000332,-31-2A21-1,-31,BGM_Frontline,story_util-20000332,1,-31-2A21-1,,,,,,,,
333,10219,story_util-10000333,-31-2A3-1,-31,BGM_Frontline,story_util-20000333,1,-31-2A3-1,,,,,,,,
334,10220,story_util-10000334,-31-2B1-1,-31,BGM_Frontline,story_util-20000334,1,-31-2B1-1,,,,,,,,
335,10222,story_util-10000335,-31-2B11-1,-31,BGM_Frontline,story_util-20000335,1,-31-2B11-1,,,,,,,,
336,10224,story_util-10000336,-31-2B2-1,-31,BGM_Frontline,story_util-20000336,1,-31-2B2-1,,,,,,,,
337,10225|10264,story_util-10000337,-31-2B3-1,-31,BGM_Frontline,story_util-20000337,1,-31-2B3-1,,,,,,,,
338,10226,story_util-10000338,-31-2B4-1,-31,BGM_Frontline,story_util-20000338,1,-31-2B4-1,,,,,,,,
339,10227,story_util-10000339,-31-2C1-1,-31,BGM_Frontline,story_util-20000339,1,-31-2C1-1,,,,,,,,
340,10229,story_util-10000340,-31-2C2-1,-31,BGM_Frontline,story_util-20000340,1,-31-2C2-1,,,,,,,,
341,10230,story_util-10000341,-31-3A1-1,-31,BGM_Frontline,story_util-20000341,1,-31-3A1-1,,,,,,,,
342,10232,story_util-10000342,-31-3A2-1,-31,BGM_Frontline,story_util-20000342,1,-31-3A2-1,,,,,,,,
343,10234,story_util-10000343,-31-3A3-1,-31,BGM_Frontline,story_util-20000343,1,-31-3A3-1,,,,,,,,
344,10235,story_util-10000344,-31-3B1-1,-31,BGM_Frontline,story_util-20000344,1,-31-3B1-1,,,,,,,,
345,10237,story_util-10000345,-31-3B2-1,-31,BGM_Frontline,story_util-20000345,1,-31-3B2-1,,,,,,,,
346,10238|10269,story_util-10000346,-31-3B3-1,-31,BGM_Frontline,story_util-20000346,1,-31-3B3-1,,,,,,,,
347,10240,story_util-10000347,-31-3B4-1,-31,BGM_Frontline,story_util-20000347,1,-31-3B4-1,,,,,,,,
348,10241,story_util-10000348,-31-3B5-1,-31,BGM_Frontline,story_util-20000348,1,-31-3B5-1,,,,,,,,
349,10242,story_util-10000349,-31-3B6-1,-31,BGM_Frontline,story_util-20000349,1,-31-3B6-1,,,,,,,,
350,10243,story_util-10000350,-31-3B7-1,-31,BGM_Frontline,story_util-20000350,1,-31-3B7-1,,,,,,,,
351,10244,story_util-10000351,-31-3C1-1,-31,BGM_Frontline,story_util-20000351,1,-31-3C1-1,,,,,,,,
352,10245|10271,story_util-10000352,-31-3C2-1,-31,BGM_Frontline,story_util-20000352,1,-31-3C2-1,,,,,,,,
353,10246,story_util-10000353,-31-3C21-1,-31,BGM_Frontline,story_util-20000353,1,-31-3C21-1,,,,,,,,
354,10247|10275,story_util-10000354,-31-3C3-1,-31,BGM_Frontline,story_util-20000354,1,-31-3C3-1,,,,,,,,
355,10248|10276,story_util-10000355,-31-3C4-1,-31,BGM_Frontline,story_util-20000355,1,-31-3C4-1,,,,,,,,
356,10249|10272,story_util-10000356,-31-3C5-1,-31,BGM_Frontline,story_util-20000356,1,-31-3C5-1,,,,,,,,
357,10250,story_util-10000357,-31-3C6-1,-31,BGM_Frontline,story_util-20000357,1,-31-3C6-1,,,,,,,,
358,10251,story_util-10000358,-31-3C61-1,-31,BGM_Frontline,story_util-20000358,1,-31-3C61-1,,,,,,,,
359,10252,story_util-10000359,-31-3C62-1,-31,BGM_Frontline,story_util-20000359,1,-31-3C62-1,,,,,,,,
360,10253|10273,story_util-10000360,-31-4-1,-31,BGM_Frontline,story_util-20000360,1,-31-4-1,,,,,,,,
361,90033,story_util-10000361,9-1-1N|9-1-2N,9,BGM_Frontline,story_util-20000361,1,9-1-1N,,,9-1-2N,,9-1-2N,,,
362,90034,story_util-10000362,9-2-1N|9-2-2N,9,BGM_Frontline,story_util-20000362,1,9-2-1N,,12571:9-2-4N-Point12571,9-2-2N,,9-2-2N,,,
363,90035,story_util-10000363,9-3-1N|9-3-2N,9,BGM_Frontline,story_util-20000363,1,9-3-1N,,,9-3-2N,,9-3-2N,,,
364,90036,story_util-10000364,9-4-1N|9-4-2N,9,BGM_Frontline,story_util-20000364,1,9-4-1N,,,9-4-2N,,9-4-2N,,,
365,10277,story_util-10000365,-32-1-1|-32-1-2First,-32,BGM_Frontline,story_util-20000365,0,-32-1-1,,,-32-1-2First,,-32-1-2First,,,
366,10278,story_util-10000366,-32-2-1|-32-2-2First,-32,BGM_Frontline,story_util-20000366,0,-32-2-1,,94524:-32-EXT-2-1-Point94524,-32-2-2First,,-32-2-2First,,,
367,10279,story_util-10000367,-32-3-1|-32-3-2First,-32,BGM_Frontline,story_util-20000367,0,-32-3-1,,,-32-3-2First,,-32-3-2First,,,
368,10280,story_util-10000368,-32-4-1|-32-4-2First,-32,BGM_Frontline,story_util-20000368,0,-32-4-1,,94604:-32-EXT-4-1,-32-4-2First,,-32-4-2First,,,
369,10281,story_util-10000369,-32-5-1|-32-5-2First,-32,BGM_Frontline,story_util-20000369,0,-32-5-1,,,-32-5-2First,,-32-5-2First,,,
370,10282,story_util-10000370,-32-6-1|-32-6-2First,-32,BGM_Frontline,story_util-20000370,0,-32-6-1,,94566:-32-EXT-6-1,-32-6-2First,,-32-6-2First,,,
371,10283,story_util-10000371,-32-7-1|-32-7-2First,-32,BGM_Frontline,story_util-20000371,0,-32-7-1,,,-32-7-2First,,-32-7-2First,,,
372,10284,story_util-10000372,-32-8-1|-32-8-2First|-32-8-2End,-32,BGM_Frontline,story_util-20000372,0,-32-8-1,,,-32-8-2First,,-32-8-2End,,,
373,10285,story_util-10000373,-32-1-1|-32-1-2First,-32,BGM_Frontline,story_util-20000373,0,-32-1-1,,,-32-1-2First,,-32-1-2First,,,
374,10286,story_util-10000374,-32-2-1|-32-2-2First|-32-10-4-Point12875,-32,BGM_Frontline,story_util-20000374,0,-32-2-1,,12875:-32-10-4-Point12875,-32-2-2First,,-32-2-2First,,,
375,10287,story_util-10000375,-32-3-1|-32-3-2First,-32,BGM_Frontline,story_util-20000375,0,-32-3-1,,,-32-3-2First,,-32-3-2First,,,
376,10288,story_util-10000376,-32-4-1|-32-4-2First|-32-12-4-Point12932,-32,BGM_Frontline,story_util-20000376,0,-32-4-1,,12932:-32-12-4-Point12932,-32-4-2First,,-32-4-2First,,,
377,10289,story_util-10000377,-32-5-1|-32-5-2First|-32-13-4-Point12945,-32,BGM_Frontline,story_util-20000377,0,-32-5-1,,12945:-32-13-4-Point12945,-32-5-2First,,-32-5-2First,,,
378,10290,story_util-10000378,-32-6-1|-32-6-2First,-32,BGM_Frontline,story_util-20000378,0,-32-6-1,,,-32-6-2First,,-32-6-2First,,,
379,10291,story_util-10000379,-32-7-1|-32-7-2First|-32-15-4-Point13027,-32,BGM_Frontline,story_util-20000379,0,-32-7-1,,13027:-32-15-4-Point13027,-32-7-2First,,-32-7-2First,,,
380,10292,story_util-10000380,-32-8-1|-32-8-2First|-32-8-2End|-32-16-4-Point13052,-32,BGM_Frontline,story_util-20000380,0,-32-8-1,,13052:-32-16-4-Point13052,-32-8-2First,,-32-8-2End,,,
381,10294,story_util-10000381,-33-1-1First,-33,BGM_Frontline,story_util-20000381,1,-33-1-1First,,,,,,,,
382,10295|10343,story_util-10000382,,-33,BGM_Frontline,story_util-20000382,1,,,,,,,,,
383,10296,story_util-10000383,-33-3-1First,-33,BGM_Frontline,story_util-20000383,1,-33-3-1First,,,,,,,,
384,10297,story_util-10000384,-33-4-1First,-33,BGM_Frontline,story_util-20000384,1,-33-4-1First,,,,,,,,
385,10298,story_util-10000385,-33-5-1First,-33,BGM_Frontline,story_util-20000385,1,-33-5-1First,,,,,,,,
386,10299|10344,story_util-10000386,,-33,BGM_Frontline,story_util-20000386,1,,,13117:-33-51-4-Point13117,,,,,,
387,10300,story_util-10000387,-33-7-1First,-33,BGM_Frontline,story_util-20000387,1,-33-7-1First,,,,,,,,
388,10301|10345,story_util-10000388,,-33,BGM_Frontline,story_util-20000388,1,,,13142:-33-52-4-Point13142,,,,,,
389,10366,story_util-10000389,-33-73-1First,-33,BGM_Frontline,story_util-20000389,1,-33-73-1First,,,,,,,,
390,10367,story_util-10000390,-33-74-1First,-33,BGM_Frontline,story_util-20000390,1,-33-74-1First,,,,,,,,
391,10368,story_util-10000391,-33-75-1First,-33,BGM_Frontline,story_util-20000391,1,-33-75-1First,,,,,,,,
392,10302,story_util-10000392,-33-9-1First,-33,BGM_Frontline,story_util-20000392,1,-33-9-1First,,,,,,,,
393,10303|10346,story_util-10000393,,-33,BGM_Frontline,story_util-20000393,1,,,,,,,,,
394,10304,story_util-10000394,-33-11-1First,-33,BGM_Frontline,story_util-20000394,1,-33-11-1First,,,,,,,,
395,10305|10347,story_util-10000395,,-33,BGM_Frontline,story_util-20000395,1,,,,,,,,,
396,10306,story_util-10000396,-33-13-1First,-33,BGM_Frontline,story_util-20000396,1,-33-13-1First,,,,,,,,
397,10307|10348,story_util-10000397,,-33,BGM_Frontline,story_util-20000397,1,,,,,,,,,
398,10308,story_util-10000398,-33-15-1First,-33,BGM_Frontline,story_util-20000398,1,-33-15-1First,,,,,,,,
399,10309|10349,story_util-10000399,,-33,BGM_Frontline,story_util-20000399,1,,,,,,,,,
400,10310,story_util-10000400,-33-17-1First,-33,BGM_Frontline,story_util-20000400,1,-33-17-1First,,,,,,,,
401,10369,story_util-10000401,-33-76-1First,-33,BGM_Frontline,story_util-20000401,1,-33-76-1First,,,,,,,,
402,10370,story_util-10000402,-33-77-1First,-33,BGM_Frontline,story_util-20000402,1,-33-77-1First,,,,,,,,
403,10371,story_util-10000403,-33-78-1First,-33,BGM_Frontline,story_util-20000403,1,-33-78-1First,,,,,,,,
404,10311,story_util-10000404,-33-43-1First,-33,BGM_Frontline,story_util-20000404,1,-33-43-1First,,,,,,,,
405,10312|10350,story_util-10000405,,-33,BGM_Frontline,story_util-20000405,1,,,,,,,,,
406,10313,story_util-10000406,-33-20-1First,-33,BGM_Frontline,story_util-20000406,1,-33-20-1First,,,,,,,,
407,10314|10351,story_util-10000407,,-33,BGM_Frontline,story_util-20000407,1,,,,,,,,,
408,10315,story_util-10000408,-33-22-1First,-33,BGM_Frontline,story_util-20000408,1,-33-22-1First,,,,,,,,
409,10316,story_util-10000409,-33-23-1First,-33,BGM_Frontline,story_util-20000409,1,-33-23-1First,,,,,,,,
410,10317|10352,story_util-10000410,,-33,BGM_Frontline,story_util-20000410,1,,,13290:-33-59-4-Point13290,,,,,,
411,10318,story_util-10000411,-33-25-1First,-33,BGM_Frontline,story_util-20000411,1,-33-25-1First,,,,,,,,
412,10372,story_util-10000412,-33-79-1First,-33,BGM_Frontline,story_util-20000412,1,-33-79-1First,,,,,,,,
