id,name,type,code,introduce,forces,if_capture,pow_rank,life_rank,hit_rank,dodge_rank,rate_rank,armor_rank,speed_rank,range_rank,counter,character,enemy_skill,launch_time,extra,spine_scale
100026,enemy_illustration-10100026,1,VectorBoss,enemy_illustration-20100026,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100026,"424,425",,2035-12-31 00:00:00,enemy_illustration-40100026,
100027,enemy_illustration-10100027,1,Vector_enemy,enemy_illustration-20100027,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100027,300,,2035-12-31 00:00:00,enemy_illustration-40100027,
100028,enemy_illustration-10100028,3,Dropkick_MeleeDevil,enemy_illustration-20100028,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100028,"303,309",,2035-12-31 00:00:00,enemy_illustration-40100028,
100029,enemy_illustration-10100029,3,Dropkick_RemoteDevil,enemy_illustration-20100029,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100029,309,,2035-12-31 00:00:00,enemy_illustration-40100029,
100030,enemy_illustration-10100030,3,Dropkick_IceGhost,enemy_illustration-20100030,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100030,"315,324,329",,2035-12-31 00:00:00,enemy_illustration-40100030,
100031,enemy_illustration-10100031,3,Dropkick_CyclopsChan,enemy_illustration-20100031,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100031,303,,2035-12-31 00:00:00,enemy_illustration-40100031,
100032,enemy_illustration-10100032,3,Dropkick_BeansEmissary,enemy_illustration-20100032,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100032,324,,2035-12-31 00:00:00,enemy_illustration-40100032,
100033,enemy_illustration-10100033,3,Dropkick_Beth,enemy_illustration-20100033,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100033,"304,333",,2035-12-31 00:00:00,enemy_illustration-40100033,
100034,enemy_illustration-10100034,1,Dropkick_YurineBoss,enemy_illustration-20100034,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100034,"321,329",,2035-12-31 00:00:00,enemy_illustration-40100034,
100035,enemy_illustration-10100035,1,Dropkick_MinosBoss,enemy_illustration-20100035,0,0,5,5,5,5,5,5,5,5,enemy_illustration-30100035,329,,2035-12-31 00:00:00,enemy_illustration-40100035,
100082,enemy_illustration-10100082,3,Brute_SWAP,enemy_illustration-20100082,1,0,5,3,4,3,2,0,4,2,enemy_illustration-30100082,"303,315","54,55",2035-12-31 00:00:00,enemy_illustration-40100082,
100083,enemy_illustration-10100083,4,Nemeum_SWAP2,enemy_illustration-20100083,1,0,4,5,6,0,3,4,4,4,enemy_illustration-30100083,"309,307",56,2035-12-31 00:00:00,enemy_illustration-40100083,
