id,name,description,code,type,duration_type,duration_time,limit_buff,exp_buff,is_resource_buff,vision_buff,cannot_move,battle_skill_config_id,property_type,property_data_pool,special_spot_config_id,conditions_type,conditions_time,birth_effect,effect_process_star,effect_process_end,effect_process_duration,manual_ui_code,ammo_mre_reduce,free_ap_move,extra_ammo_mre,conflict_type,priority,carry_mission_skill,sangvis_chip_id,ext_move,is_still_alive,ext_ap_cost,effect_birth,effect_death,effect_duration
500403,mission_buff_config-10500403,mission_buff_config-20500403,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV23#1E90FF,,0,,500403,0,,,0,0,0,0,0,0
500404,mission_buff_config-10500404,mission_buff_config-20500404,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV24#1E90FF,,0,,500404,0,,,0,0,0,0,0,0
500405,mission_buff_config-10500405,mission_buff_config-20500405,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV25#1E90FF,,0,,500405,0,,,0,0,0,0,0,0
500406,mission_buff_config-10500406,mission_buff_config-20500406,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV11#EC4702,,0,,500406,0,"500491,500492,500493,500494,500495",,0,0,0,0,0,0
500407,mission_buff_config-10500407,mission_buff_config-20500407,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV12#EC4702,,0,,500407,0,500496,,0,0,0,0,0,0
500499,mission_buff_config-10500499,mission_buff_config-20500499,,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,500499,0,,,0,0,0,0,0,0
510201,mission_buff_config-10510201,mission_buff_config-20510201,,1,1,99,0,1,0,0,,0,0,0,510201,1,0-1,0,0,0,0,,,0,,510201,1,,,0,0,0,0,0,0
510701,mission_buff_config-10510701,mission_buff_config-20510701,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,510701,1,,,0,0,0,0,0,0
510703,mission_buff_config-10510703,mission_buff_config-20510703,,2,1,99,0,1,0,0,,0,0,0,510713,5,0-3,0,0,0,0,,,0,,510703,-2,,,0,0,0,0,0,0
510704,mission_buff_config-10510704,mission_buff_config-20510704,,1,1,99,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,510704,1,510705,,0,0,0,0,0,0
510705,mission_buff_config-10510705,mission_buff_config-20510705,SpeedUp,1,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,510705,2,,,0,0,0,0,0,0
510713,mission_buff_config-10510713,mission_buff_config-20510713,Theresa_Back,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,510705,1,,,0,0,0,0,0,0
510904,mission_buff_config-10510904,mission_buff_config-20510904,Theresa_Back,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,510904,1,,,0,0,0,0,0,0
510914,mission_buff_config-10510914,mission_buff_config-20510914,Theresa_Back,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,510914,1,,,0,0,0,0,0,0
511012,mission_buff_config-10511012,mission_buff_config-20511012,powBuff,1,4,1,0,1,0,0,,759020,0,0,0,0,0,0,0,0,0,,,0,,511012,-1,,,0,0,0,0,0,0
511013,mission_buff_config-10511013,mission_buff_config-20511013,shield,1,4,1,0,1,0,0,,759028,0,0,0,0,0,0,0,0,0,,,0,,511013,-1,,,0,0,0,0,0,0
511022,mission_buff_config-10511022,mission_buff_config-20511022,powBuff,1,4,1,0,1,0,0,,759020,0,0,0,0,0,0,0,0,0,,,0,,511012,-1,,,0,0,0,0,0,0
511023,mission_buff_config-10511023,mission_buff_config-20511023,shield,1,4,1,0,1,0,0,,759021,0,0,0,0,0,0,0,0,0,,,0,,511013,-1,,,0,0,0,0,0,0
520600,mission_buff_config-10520600,mission_buff_config-20520600,SpeedUp,1,1,99,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,1,,520600,1,,,0,0,0,0,0,0
520800,mission_buff_config-10520800,mission_buff_config-20520800,,1,1,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,CarryEMPIcon#1E90FF,,0,,520800,-1,,,0,0,0,0,0,0
520801,mission_buff_config-10520801,mission_buff_config-20520801,,1,1,99,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,,520801,-1,,,0,0,0,0,0,0
541201,mission_buff_config-10541201,mission_buff_config-20541201,Chloe,1,1,999,0,1,0,,,0,0,0,541205,4,0-1,0,0,0,0,,,0,,541201,0,,,0,0,0,0,0,0
541212,mission_buff_config-10541212,mission_buff_config-20541212,,1,1,999,0,1,0,,,0,0,0,541200,51,0-1,0,0,0,0,2022WV25#1E90FF,,0,,541212,0,,,0,0,0,0,0,0
541301,mission_buff_config-10541301,mission_buff_config-20541301,,1,1,999,0,1,0,3,,759008,0,0,0,0,0,0,0,0,0,,,0,,541301,0,541311,,0,0,0,0,0,0
541311,mission_buff_config-10541311,mission_buff_config-20541311,,1,1,1,0,1,0,,1,0,0,0,541311,51,0-1,0,0,0,0,,,0,,541311,0,,,0,0,0,0,0,0
541314,mission_buff_config-10541314,mission_buff_config-20541314,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,541314,-1,541313,,0,0,0,0,0,0
541401,mission_buff_config-10541401,mission_buff_config-20541401,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,541401,0,541411,,0,0,0,0,0,0
542401,mission_buff_config-10542401,mission_buff_config-20542401,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,542401,0,542411,,0,0,0,0,0,0
543114,mission_buff_config-10543114,mission_buff_config-20543114,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,CarryEMPIcon#1E90FF,,0,,543114,-1,"543124,543134",,0,0,0,0,0,0
544101,mission_buff_config-10544101,mission_buff_config-20544101,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,544101,0,"544111,544121,544112",,0,0,0,0,0,0
544112,mission_buff_config-10544112,mission_buff_config-20544112,shield,2,1,999,0,1,0,,,755252,0,0,0,0,0,0,0,0,0,,,0,,544112,0,,,0,0,0,0,0,0
544114,mission_buff_config-10544114,mission_buff_config-20544114,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,CarryEMPIcon#1E90FF,,0,,544114,-1,544124,,0,0,0,0,0,0
544124,mission_buff_config-10544124,mission_buff_config-20544124,,1,1,2,0,1,0,,,0,0,0,544124,1,0-1,0,0,0,0,,,0,,544124,0,,,0,0,0,0,0,0
544201,mission_buff_config-10544201,mission_buff_config-20544201,,1,1,999,0,1,0,,,0,0,0,544211,1,0-1,0,0,0,0,,,0,,544201,0,,,0,0,0,0,0,0
544211,mission_buff_config-10544211,mission_buff_config-20544211,,1,1,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,544211,0,544211,,0,0,0,0,0,0
544212,mission_buff_config-10544212,mission_buff_config-20544212,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,CarryBoomerIcon#EC4702,,0,,544212,0,544213,,0,0,0,0,0,0
570000,mission_buff_config-10570000,mission_buff_config-20570000,wota,1,1,999,0,1,0,,,0,0,0,0,0,0,1000123,0,0,0,,,0,,0,0,,,0,0,0,0,0,0
570001,mission_buff_config-10570001,mission_buff_config-20570001,ZLSR_happy,1,1,999,0,1,0,,,0,0,0,0,0,0,1000118,0,0,0,,,0,,570001,1,,,0,0,0,0,0,0
570002,mission_buff_config-10570002,mission_buff_config-20570002,ZLSR_sad,2,1,999,0,1,0,,,0,0,0,0,0,0,1000117,0,0,0,,,0,,570001,1,,,0,0,0,0,0,0
570003,mission_buff_config-10570003,mission_buff_config-20570003,Angelica,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,570003,0,,,0,0,0,0,0,0
570004,mission_buff_config-10570004,mission_buff_config-20570004,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,570004,-1,,,0,0,0,0,0,0
570010,mission_buff_config-10570010,mission_buff_config-20570010,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,570010,0,"570011,570012,570013,570111,570112,570113",,0,0,0,0,0,0
570020,mission_buff_config-10570020,mission_buff_config-20570020,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,570020,0,"570021,570022,570023,570121,570122,570123",,0,0,0,0,0,0
570030,mission_buff_config-10570030,mission_buff_config-20570030,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,570030,0,"570031,570032,570033,570131,570132,570133",,0,0,0,0,0,0
570040,mission_buff_config-10570040,mission_buff_config-20570040,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,570040,0,"570041,570042,570043,570141,570142,570143",,0,0,0,0,0,0
570050,mission_buff_config-10570050,mission_buff_config-20570050,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,570050,0,"570051,570052,570053,570151,570152,570153",,0,0,0,0,0,0
570060,mission_buff_config-10570060,mission_buff_config-20570060,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,570060,0,"570061,570062,570063,570161,570162,570163",,0,0,0,0,0,0
570070,mission_buff_config-10570070,mission_buff_config-20570070,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,570070,0,"570071,570072,570073,570171,570172,570173",,0,0,0,0,0,0
570501,mission_buff_config-10570501,mission_buff_config-20570501,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,1,,570501,0,,,0,0,0,0,0,0
570601,mission_buff_config-10570601,mission_buff_config-20570601,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV11#EC4702,,0,,-1,0,570605,,0,0,0,0,0,0
570602,mission_buff_config-10570602,mission_buff_config-20570602,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,2022WV21#1E90FF,,0,,-1,0,570606,,0,0,0,0,0,0
571000,mission_buff_config-10571000,mission_buff_config-20571000,SpeedUp,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,571000,0,,,0,0,0,0,0,0
571001,mission_buff_config-10571001,mission_buff_config-20571001,QBZ191,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,571000,1,,,0,0,0,0,0,0
580001,mission_buff_config-10580001,mission_buff_config-20580001,,1,1,999,0,1,0,,0,0,0,0,0,0,0-0,0,0,0,0,,,0,,580001,0,,,0,0,0,0,0,0
580002,mission_buff_config-10580002,mission_buff_config-20580002,Weak,2,1,999,0,1,0,,0,759110,0,0,0,0,0-0,0,0,0,0,,,0,,580002,0,,,0,0,0,0,0,0
580003,mission_buff_config-10580003,mission_buff_config-20580003,,1,1,999,0,1,0,,0,0,0,0,0,0,0-0,0,0,0,0,,,0,,580003,0,,,0,0,0,0,0,0
580004,mission_buff_config-10580004,mission_buff_config-20580004,561mod,1,1,999,0,1,0,,0,759109,0,0,0,0,0-0,0,0,0,0,,,0,,580004,0,,,1,0,0,0,0,0
580005,mission_buff_config-10580005,mission_buff_config-20580005,Rouge_593303,2,1,999,0,1,0,,1,759111,0,0,0,0,0-0,0,0,0,0,,,0,,580005,0,,,0,0,0,0,0,0
580099,mission_buff_config-10580099,mission_buff_config-20580099,,1,1,999,0,1,0,,0,0,0,0,0,0,0-0,0,0,0,0,,,0,,580099,0,,,0,0,0,0,0,0
580101,mission_buff_config-10580101,mission_buff_config-20580101,LBLLMOD,1,1,999,0,1,0,,1,759115,0,0,0,0,0,0,0,0,0,,,0,,580101,0,,,0,0,0,0,0,0
580102,mission_buff_config-10580102,mission_buff_config-20580102,Vpm5,1,1,999,0,1,0,,,759113,0,0,0,0,0,0,0,0,0,,,0,,580102,0,,,0,0,1,0,0,0
580103,mission_buff_config-10580103,mission_buff_config-20580103,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,580103,0,,,0,0,0,0,0,0
580104,mission_buff_config-10580104,mission_buff_config-20580104,UTS15,1,1,999,0,1,0,,,759112,0,0,0,0,0,0,0,0,0,,,0,,580104,0,,,0,0,0,0,0,0
580105,mission_buff_config-10580105,mission_buff_config-20580105,medusa,2,1,999,0,1,0,,,759114,0,0,0,0,0,0,0,0,0,,,0,,580105,0,,,0,0,0,0,0,0
580120,mission_buff_config-10580120,mission_buff_config-20580120,Energytowerdebuff,2,1,1,0,1,0,,,0,0,0,580121,5,0-3,0,0,0,0,,,0,,580120,-2,,,0,0,0,0,0,0
580121,mission_buff_config-10580121,mission_buff_config-20580121,combo,2,1,1,0,1,0,,1,759115,0,0,0,0,0,0,0,0,0,,,0,,580121,1,,,0,0,0,0,0,1000143
580122,mission_buff_config-10580122,mission_buff_config-20580122,AK74M,1,1,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,580120,2,,,0,0,0,0,0,0
580123,mission_buff_config-10580123,mission_buff_config-20580123,Energytowerdebuff,2,1,1,0,1,0,,,0,0,0,580121,5,0-2,0,0,0,0,,,0,,580120,1,,,0,0,0,0,0,0
580124,mission_buff_config-10580124,mission_buff_config-20580124,,1,1,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,580124,0,,,0,0,0,0,0,0
580125,mission_buff_config-10580125,mission_buff_config-20580125,,1,1,1,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,580125,0,,,0,0,0,0,0,0
580205,mission_buff_config-10580205,mission_buff_config-20580205,medusa,2,1,999,0,1,0,,,759125,0,0,0,0,0,0,0,0,0,,,0,,580205,0,,,0,0,0,0,0,0
580302,mission_buff_config-10580302,mission_buff_config-20580302,ExtraMove,1,1,999,0,1,0,,0,0,0,0,0,0,0-0,0,0,0,0,,,0,,580302,0,,,1,0,0,0,0,0
580303,mission_buff_config-10580303,mission_buff_config-20580303,ExtraMove2,1,1,999,0,1,0,,0,0,0,0,0,0,0-0,0,0,0,0,,,0,,580303,0,,,2,0,0,0,0,0
580401,mission_buff_config-10580401,mission_buff_config-20580401,,1,1,999,0,1,0,,0,0,0,0,0,0,0-0,0,0,0,0,,,0,,580401,0,"580119,580118,580122",,0,0,0,0,0,0
580411,mission_buff_config-10580411,mission_buff_config-20580411,,1,1,999,0,1,0,,0,0,0,0,0,0,0-0,0,0,0,0,,,0,,580411,0,"580119,580118,580122",,0,0,0,0,0,0
581700,mission_buff_config-10581700,mission_buff_config-20581700,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,581700,0,581702,,0,0,0,0,0,0
583600,mission_buff_config-10583600,mission_buff_config-20583600,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,583600,0,"583601,580118,580119",,0,0,0,0,0,0
583601,mission_buff_config-10583601,mission_buff_config-20583601,debuff,2,1,1,0,1,0,,,900112,0,0,0,0,0,0,0,0,0,,,0,,583601,0,,,0,0,0,0,0,0
583602,mission_buff_config-10583602,mission_buff_config-20583602,,1,1,1,0,1,0,,,0,0,0,583602,4,0-1,0,0,0,0,,,0,,583602,0,,,0,0,0,0,0,0
584900,mission_buff_config-10584900,mission_buff_config-20584900,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,584900,0,"584901,584903",,0,0,0,0,0,0
584905,mission_buff_config-10584905,mission_buff_config-20584905,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,584905,0,"584902,584904",,0,0,0,0,0,0
590000,mission_buff_config-10590000,mission_buff_config-20590000,Theresa_Back,1,1,999,0,1,0,,1,0,0,0,0,0,0,0,0,0,0,,,0,,590000,0,,,0,0,0,0,0,0
590001,mission_buff_config-10590001,mission_buff_config-20590001,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590001,0,,,0,0,0,0,0,0
590002,mission_buff_config-10590002,mission_buff_config-20590002,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590002,0,,,0,0,0,0,0,0
590003,mission_buff_config-10590003,mission_buff_config-20590003,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590003,0,,,0,0,0,0,0,0
590004,mission_buff_config-10590004,mission_buff_config-20590004,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590004,0,,,0,0,0,0,0,0
590005,mission_buff_config-10590005,mission_buff_config-20590005,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590005,0,,,0,0,0,0,0,0
590006,mission_buff_config-10590006,mission_buff_config-20590006,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590006,0,,,0,0,0,0,0,0
590101,mission_buff_config-10590101,mission_buff_config-20590101,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590101,0,,,0,0,0,0,0,0
590102,mission_buff_config-10590102,mission_buff_config-20590102,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590102,0,,,0,0,0,0,0,0
590103,mission_buff_config-10590103,mission_buff_config-20590103,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590103,0,,,0,0,0,0,0,0
590104,mission_buff_config-10590104,mission_buff_config-20590104,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590104,0,,,0,0,0,0,0,0
590105,mission_buff_config-10590105,mission_buff_config-20590105,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590105,0,,,0,0,0,0,0,0
590106,mission_buff_config-10590106,mission_buff_config-20590106,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590106,0,,,0,0,0,0,0,0
590201,mission_buff_config-10590201,mission_buff_config-20590201,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590201,0,,,0,0,0,0,0,0
590202,mission_buff_config-10590202,mission_buff_config-20590202,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590202,0,,,0,0,0,0,0,0
590203,mission_buff_config-10590203,mission_buff_config-20590203,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590203,0,,,0,0,0,0,0,0
590204,mission_buff_config-10590204,mission_buff_config-20590204,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590204,0,,,0,0,0,0,0,0
590205,mission_buff_config-10590205,mission_buff_config-20590205,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590205,0,,,0,0,0,0,0,0
590206,mission_buff_config-10590206,mission_buff_config-20590206,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590206,0,,,0,0,0,0,0,0
590301,mission_buff_config-10590301,mission_buff_config-20590301,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590301,0,,,0,0,0,0,0,0
590302,mission_buff_config-10590302,mission_buff_config-20590302,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590302,0,,,0,0,0,0,0,0
590303,mission_buff_config-10590303,mission_buff_config-20590303,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590303,0,,,0,0,0,0,0,0
590401,mission_buff_config-10590401,mission_buff_config-20590401,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590401,0,,,0,0,0,0,0,0
590402,mission_buff_config-10590402,mission_buff_config-20590402,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590402,0,,,0,0,0,0,0,0
590403,mission_buff_config-10590403,mission_buff_config-20590403,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590403,0,,,0,0,0,0,0,0
590501,mission_buff_config-10590501,mission_buff_config-20590501,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590501,0,,,0,0,0,0,0,0
590502,mission_buff_config-10590502,mission_buff_config-20590502,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590502,0,,,0,0,0,0,0,0
590503,mission_buff_config-10590503,mission_buff_config-20590503,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590503,0,,,0,0,0,0,0,0
590601,mission_buff_config-10590601,mission_buff_config-20590601,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590601,0,,,0,0,0,0,0,0
590602,mission_buff_config-10590602,mission_buff_config-20590602,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590602,0,,,0,0,0,0,0,0
590603,mission_buff_config-10590603,mission_buff_config-20590603,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590603,0,,,0,0,0,0,0,0
590604,mission_buff_config-10590604,mission_buff_config-20590604,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590604,0,,,0,0,0,0,0,0
590605,mission_buff_config-10590605,mission_buff_config-20590605,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590605,0,,,0,0,0,0,0,0
590606,mission_buff_config-10590606,mission_buff_config-20590606,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590606,0,,,0,0,0,0,0,0
590701,mission_buff_config-10590701,mission_buff_config-20590701,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590701,0,,,0,0,0,0,0,0
590702,mission_buff_config-10590702,mission_buff_config-20590702,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590702,0,,,0,0,0,0,0,0
590703,mission_buff_config-10590703,mission_buff_config-20590703,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590703,0,,,0,0,0,0,0,0
590704,mission_buff_config-10590704,mission_buff_config-20590704,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590704,0,,,0,0,0,0,0,0
590705,mission_buff_config-10590705,mission_buff_config-20590705,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590705,0,,,0,0,0,0,0,0
590706,mission_buff_config-10590706,mission_buff_config-20590706,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590706,0,,,0,0,0,0,0,0
590801,mission_buff_config-10590801,mission_buff_config-20590801,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590801,0,,,0,0,0,0,0,0
590802,mission_buff_config-10590802,mission_buff_config-20590802,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590802,0,,,0,0,0,0,0,0
590901,mission_buff_config-10590901,mission_buff_config-20590901,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590901,0,,,0,0,0,0,0,0
590902,mission_buff_config-10590902,mission_buff_config-20590902,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,590902,0,,,0,0,0,0,0,0
591001,mission_buff_config-10591001,mission_buff_config-20591001,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591001,0,,,0,0,0,0,0,0
591002,mission_buff_config-10591002,mission_buff_config-20591002,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591002,0,,,0,0,0,0,0,0
591003,mission_buff_config-10591003,mission_buff_config-20591003,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591003,0,,,0,0,0,0,0,0
591004,mission_buff_config-10591004,mission_buff_config-20591004,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591004,0,,,0,0,0,0,0,0
591101,mission_buff_config-10591101,mission_buff_config-20591101,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591101,0,,,0,0,0,0,0,0
591102,mission_buff_config-10591102,mission_buff_config-20591102,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591102,0,,,0,0,0,0,0,0
591103,mission_buff_config-10591103,mission_buff_config-20591103,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591103,0,,,0,0,0,0,0,0
591104,mission_buff_config-10591104,mission_buff_config-20591104,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591104,0,,,0,0,0,0,0,0
591201,mission_buff_config-10591201,mission_buff_config-20591201,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591201,0,,,0,0,0,0,0,0
591202,mission_buff_config-10591202,mission_buff_config-20591202,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591202,0,,,0,0,0,0,0,0
591203,mission_buff_config-10591203,mission_buff_config-20591203,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591203,0,,,0,0,0,0,0,0
591204,mission_buff_config-10591204,mission_buff_config-20591204,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591204,0,,,0,0,0,0,0,0
591301,mission_buff_config-10591301,mission_buff_config-20591301,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591301,0,,,0,0,0,0,0,0
591302,mission_buff_config-10591302,mission_buff_config-20591302,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591302,0,,,0,0,0,0,0,0
591303,mission_buff_config-10591303,mission_buff_config-20591303,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591303,0,,,0,0,0,0,0,0
591304,mission_buff_config-10591304,mission_buff_config-20591304,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591304,0,,,0,0,0,0,0,0
591401,mission_buff_config-10591401,mission_buff_config-20591401,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591401,0,,,0,0,0,0,0,0
591402,mission_buff_config-10591402,mission_buff_config-20591402,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591402,0,,,0,0,0,0,0,0
591403,mission_buff_config-10591403,mission_buff_config-20591403,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591403,0,,,0,0,0,0,0,0
591404,mission_buff_config-10591404,mission_buff_config-20591404,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591404,0,,,0,0,0,0,0,0
591501,mission_buff_config-10591501,mission_buff_config-20591501,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591501,0,,,0,0,0,0,0,0
591502,mission_buff_config-10591502,mission_buff_config-20591502,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591502,0,,,0,0,0,0,0,0
591503,mission_buff_config-10591503,mission_buff_config-20591503,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591503,0,,,0,0,0,0,0,0
591504,mission_buff_config-10591504,mission_buff_config-20591504,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,591504,0,,,0,0,0,0,0,0
592001,mission_buff_config-10592001,mission_buff_config-20592001,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,592001,0,,,0,0,0,0,0,0
592002,mission_buff_config-10592002,mission_buff_config-20592002,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,592002,0,,,0,0,0,0,0,0
592003,mission_buff_config-10592003,mission_buff_config-20592003,,1,1,999,0,1,0,,,0,0,0,0,0,0,0,0,0,0,,,0,,592003,0,,,0,0,0,0,0,0
