id,group_id,lv,unlock_num,if_skill_up,resolution_number,resolution_hp,resolution_rec,resolution_pow,resolution_rate,resolution_hit,resolution_dodge,resolution_armor,resolution_armor_piercing,resolution_crit,resolution_crit_dmg,resolution_speed,resolution_effect,effect_grid_effect,ap_add,cost_reduce,skill1,skill2,skill3,skill_advance
21604,216,4,1,0,5,123,17,19,31,49,23,0,0,0,0,0,0,,0,0,0,0,0,0
21700,217,0,0,0,1,68,8,13,45,36,53,0,0,0,0,0,0,,0,0,0,0,0,0
21701,217,1,1,0,2,68,8,13,45,36,53,0,0,0,0,0,0,,0,0,0,0,0,0
21702,217,2,1,0,3,68,8,13,45,36,53,0,0,0,0,0,0,,0,0,0,0,0,0
21703,217,3,1,0,4,68,8,13,45,36,53,0,0,0,0,0,0,,0,0,0,0,0,0
21704,217,4,1,0,5,68,8,13,45,36,53,0,0,0,0,0,0,,0,0,0,0,0,0
21800,218,0,0,0,1,43,51,195,24,9,0,5,0,0,0,0,0,,0,0,0,0,0,0
21801,218,1,1,0,1,143,51,195,34,9,0,8,0,0,0,0,0,,0,0,0,0,0,0
21802,218,2,1,0,1,243,51,369,34,54,0,8,0,0,0,0,0,,0,0,0,0,0,0
21803,218,3,1,0,1,343,51,369,34,134,0,13,0,0,0,0,0,,0,0,0,0,0,0
21804,218,4,1,0,1,443,51,619,49,134,0,13,0,0,0,0,0,,0,0,0,0,0,0
30100,301,0,0,0,1,58,8,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
30101,301,1,1,0,2,58,8,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
30102,301,2,1,0,3,58,8,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
30103,301,3,1,0,4,58,8,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
30104,301,4,1,0,5,58,8,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
30200,302,0,0,0,1,53,7,14,41,35,47,0,0,0,0,0,0,,0,0,0,0,0,0
30201,302,1,1,0,2,53,7,14,41,35,47,0,0,0,0,0,0,,0,0,0,0,0,0
30202,302,2,1,0,3,53,7,14,41,35,47,0,0,0,0,0,0,,0,0,0,0,0,0
30203,302,3,1,0,4,53,7,14,41,35,47,0,0,0,0,0,0,,0,0,0,0,0,0
30204,302,4,1,0,5,53,7,14,41,35,47,0,0,0,0,0,0,,0,0,0,0,0,0
30300,303,0,0,0,1,78,11,12,31,38,40,0,0,0,0,0,0,,0,0,0,0,0,0
30301,303,1,1,0,2,78,11,12,31,38,40,0,0,0,0,0,0,,0,0,0,0,0,0
30302,303,2,1,0,3,78,11,12,31,38,40,0,0,0,0,0,0,,0,0,0,0,0,0
30303,303,3,1,0,4,78,11,12,31,38,40,0,0,0,0,0,0,,0,0,0,0,0,0
30304,303,4,1,0,5,78,11,12,31,38,40,0,0,0,0,0,0,,0,0,0,0,0,0
30400,304,0,0,0,1,38,4,17,28,35,31,0,0,0,0,0,0,,0,0,0,0,0,0
30401,304,1,1,0,2,38,4,17,28,35,31,0,0,0,0,0,0,,0,0,0,0,0,0
30402,304,2,1,0,3,38,4,17,28,35,31,0,0,0,0,0,0,,0,0,0,0,0,0
30403,304,3,1,0,4,38,4,17,28,35,31,0,0,0,0,0,0,,0,0,0,0,0,0
30404,304,4,1,0,5,38,4,17,28,35,31,0,0,0,0,0,0,,0,0,0,0,0,0
30500,305,0,0,0,1,46,5,12,46,18,25,0,0,0,0,0,0,,0,0,0,0,0,0
30501,305,1,1,0,2,46,5,12,46,18,25,0,0,0,0,0,0,,0,0,0,0,0,0
30502,305,2,1,0,3,46,5,12,46,18,25,0,0,0,0,0,0,,0,0,0,0,0,0
30503,305,3,1,0,4,46,5,12,46,18,25,0,0,0,0,0,0,,0,0,0,0,0,0
30504,305,4,1,0,5,46,5,12,46,18,25,0,0,0,0,0,0,,0,0,0,0,0,0
30600,306,0,0,0,1,23,4,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
30601,306,1,1,0,2,23,4,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
30602,306,2,1,0,3,23,4,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
30603,306,3,1,0,4,23,4,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
30604,306,4,1,0,5,23,4,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
30700,307,0,0,0,1,44,7,11,41,31,74,0,0,0,0,0,0,,0,0,0,0,0,0
30701,307,1,1,0,2,44,7,11,41,31,74,0,0,0,0,0,0,,0,0,0,0,0,0
30702,307,2,1,0,3,44,7,11,41,31,74,0,0,0,0,0,0,,0,0,0,0,0,0
30703,307,3,1,0,4,44,7,11,41,31,74,0,0,0,0,0,0,,0,0,0,0,0,0
30704,307,4,1,0,5,44,7,11,41,31,74,0,0,0,0,0,0,,0,0,0,0,0,0
30800,308,0,0,0,1,53,8,11,48,35,52,0,0,0,0,0,0,,0,0,0,0,0,0
30801,308,1,1,0,2,53,8,11,48,35,52,0,0,0,0,0,0,,0,0,0,0,0,0
30802,308,2,1,0,3,53,8,11,48,35,52,0,0,0,0,0,0,,0,0,0,0,0,0
30803,308,3,1,0,4,53,8,11,48,35,52,0,0,0,0,0,0,,0,0,0,0,0,0
30804,308,4,1,0,5,53,8,11,48,35,52,0,0,0,0,0,0,,0,0,0,0,0,0
30900,309,0,0,0,1,34,3,14,24,41,51,0,0,0,0,0,0,,0,0,0,0,0,0
30901,309,1,1,0,2,34,3,14,24,41,51,0,0,0,0,0,0,,0,0,0,0,0,0
30902,309,2,1,0,3,34,3,14,24,41,51,0,0,0,0,0,0,,0,0,0,0,0,0
30903,309,3,1,0,4,34,3,14,24,41,51,0,0,0,0,0,0,,0,0,0,0,0,0
30904,309,4,1,0,5,34,3,14,24,41,51,0,0,0,0,0,0,,0,0,0,0,0,0
31000,310,0,0,0,1,483,80,197,22,35,0,5,0,0,0,0,0,,0,0,0,0,0,0
31001,310,1,1,0,1,533,80,197,32,35,0,8,0,0,0,0,0,,0,0,0,0,0,0
31002,310,2,1,0,1,583,80,367,32,77,0,8,0,0,0,0,0,,0,0,0,0,0,0
31003,310,3,1,0,1,633,80,367,32,155,0,13,0,0,0,0,0,,0,0,0,0,0,0
31004,310,4,1,0,1,683,80,592,47,155,0,13,0,0,0,0,0,,0,0,0,0,0,0
80100,801,0,0,0,1,331,0,42,36,19,58,0,0,0,0,0,0,4:2|6;4|9,0,0,0,0,0,0
80101,801,1,1,0,1,331,0,42,36,19,58,0,0,0,0,0,200,4:2|15;4|20,0,0,0,0,0,0
80102,801,2,1,0,1,331,0,72,36,29,58,0,0,0,0,0,200,4:2|15;4|20,3,0,0,0,0,0
80103,801,3,1,0,1,331,0,72,42,29,73,0,0,0,0,0,200,4:2|15;4|20,3,0,0,0,0,0
80104,801,4,1,2,1,331,0,72,42,29,73,0,0,0,0,0,200,4:2|15;4|20,3,0,0,30007,0,0
80200,802,0,0,0,1,319,0,42,32,31,42,0,0,0,0,0,0,0:1|6;5|6|5:3|10;4|10,0,0,0,0,0,0
80201,802,1,1,0,1,319,0,42,32,31,42,0,0,0,0,0,200,0:1|10;5|10|5:3|18;4|18,0,0,0,0,0,0
80202,802,2,1,0,1,319,0,82,32,31,42,0,0,0,0,0,200,0:1|10;5|10|5:3|18;4|18,0,2,0,0,0,0
80203,802,3,1,0,1,439,0,82,32,31,57,0,0,0,0,0,200,0:1|10;5|10|5:3|18;4|18,0,2,0,0,0,0
80204,802,4,1,3,1,439,0,82,32,31,57,0,0,0,0,0,200,0:1|10;5|10|5:3|18;4|18,0,2,0,0,600308,0
80300,803,0,0,0,1,348,0,57,39,17,32,0,0,0,0,0,0,0:2|3;3|3|5:3|8;4|8|6:1|6;3|8,0,0,0,0,0,0
80301,803,1,1,0,1,348,0,57,39,17,32,0,0,0,0,0,200,0:2|6;3|6|5:3|12;4|12|6:1|10;3|12,0,0,0,0,0,0
80302,803,2,1,0,1,348,0,77,39,17,47,0,0,0,0,0,200,0:2|6;3|6|5:3|12;4|12|6:1|10;3|12,0,0,0,0,0,0
80303,803,3,1,0,1,348,0,77,39,33,63,0,0,0,0,0,200,0:2|6;3|6|5:3|12;4|12|6:1|10;3|12,0,0,0,0,0,0
80304,803,4,1,4,1,348,0,77,39,33,63,0,0,0,0,0,200,0:2|6;3|6|5:3|12;4|12|6:1|10;3|12,0,0,0,0,0,900598
80400,804,0,0,0,1,44,0,8,32,31,46,0,0,0,0,0,0,,0,0,0,0,0,0
80401,804,1,1,0,2,44,0,8,32,31,46,0,0,0,0,0,0,,0,0,0,0,0,0
80402,804,2,1,0,3,44,0,8,32,31,46,0,0,0,0,0,0,,0,1,0,0,0,0
80403,804,3,1,3,4,44,0,8,32,31,46,0,0,0,0,0,0,,0,1,0,0,900526,0
80404,804,4,1,4,5,44,0,8,32,31,46,0,0,0,0,0,0,,0,1,0,0,900526,900598
80500,805,0,0,0,1,58,0,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
80501,805,1,1,0,2,58,0,10,41,18,68,0,0,0,0,0,0,,0,0,0,0,0,0
80502,805,2,1,0,3,58,0,10,41,18,68,0,0,0,0,0,0,,0,1,0,0,0,0
80503,805,3,1,0,4,58,0,10,41,18,68,0,0,0,0,0,0,,0,1,0,0,0,0
80504,805,4,1,4,5,58,0,10,41,18,68,0,0,0,0,0,0,,0,1,0,0,0,600308
80600,806,0,0,0,1,23,0,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80601,806,1,1,0,2,23,0,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80602,806,2,1,0,3,23,0,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80603,806,3,1,0,4,23,0,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80604,806,4,1,0,5,23,0,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80700,807,0,0,0,1,23,0,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80701,807,1,1,0,2,23,0,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80702,807,2,1,0,3,23,0,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80703,807,3,1,0,4,23,0,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80704,807,4,1,0,5,23,0,17,44,34,57,0,0,0,0,0,0,,0,0,0,0,0,0
80800,808,0,0,0,1,23,0,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
80801,808,1,1,0,2,23,0,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
80802,808,2,1,0,3,23,0,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
80803,808,3,1,0,4,23,0,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
80804,808,4,1,0,5,23,0,18,44,36,30,10,0,0,0,0,0,,0,0,0,0,0,0
