"id","type","unlock_lv","unlock_ids","unlock_label","count","prize_id","title","content","unlock_course","new_type","grade_id","sort","condition","new_unlock_ids"
"406","sangvis_daily_retrieval","","","","20","11212","career_quest-10000406","career_quest-20000406","134","1","37","297","",""
"407","sangvis_exercise_exp","","","","5","11213","career_quest-10000407","career_quest-20000407","134","1","36","285","",""
"408","sangvis_getexp","","","","3","11214","career_quest-10000408","career_quest-20000408","134","1","36","286","",""
"409","c_sangvis_level","","","","1","11215","career_quest-10000409","career_quest-20000409","134","1","35","279","30",""
"410","c_sangvis_level","","","","1","11216","career_quest-10000410","career_quest-20000410","134","1","36","287","70",""
"411","c_sangvis_level","","","","1","11217","career_quest-10000411","career_quest-20000411","134","1","37","298","90",""
"412","c_sangvis_level","","","","2","11218","career_quest-10000412","career_quest-20000412","134","1","38","307","90",""
"413","c_sangvis_level","","","","4","11219","career_quest-10000413","career_quest-20000413","134","1","36","288","30",""
"414","c_sangvis_level","","","","4","11220","career_quest-10000414","career_quest-20000414","134","1","37","299","50",""
"415","c_sangvis_level","","","","6","11221","career_quest-10000415","career_quest-20000415","134","1","38","308","70",""
"416","c_sangvis_level","","","","6","11222","career_quest-10000416","career_quest-20000416","134","1","39","314","100",""
"417","sangvis_exercise_star","","","","5","11223","career_quest-10000417","career_quest-20000417","134","1","36","289","",""
"418","c_sangvis_advance","","","","1","11224","career_quest-10000418","career_quest-20000418","134","1","36","290","4",""
"419","c_sangvis_advance","","","","1","11225","career_quest-10000419","career_quest-20000419","134","1","37","300","5",""
"420","c_sangvis_advance","","","","2","11226","career_quest-10000420","career_quest-20000420","134","1","38","309","5",""
"421","c_sangvis_advance","","","","6","11227","career_quest-10000421","career_quest-20000421","134","1","39","315","5",""
"422","sangvis_resolution","","","","4","11228","career_quest-10000422","career_quest-20000422","134","1","37","301","",""
"423","sangvis_resolution","","","","8","11229","career_quest-10000423","career_quest-20000423","134","1","38","310","",""
"424","sangvis_exercise_analysis","","","","5","11230","career_quest-10000424","career_quest-20000424","134","1","36","291","",""
"425","sangvis_skillpractic","","","","3","11231","career_quest-10000425","career_quest-20000425","134","1","36","292","",""
"426","sangvis_skillpractic","","","","10","11232","career_quest-10000426","career_quest-20000426","134","1","37","302","",""
"427","sangvis_skillpractic","","","","20","11233","career_quest-10000427","career_quest-20000427","134","1","38","311","",""
"428","sangvis_skillpractic","","","","40","11234","career_quest-10000428","career_quest-20000428","134","1","39","316","",""
"429","c_establish_up","","","","1","11235","career_quest-10000429","career_quest-20000429","","1","36","293","902",""
"430","c_establish_up","","","","3","11236","career_quest-10000430","career_quest-20000430","","1","38","312","902",""
"431","c_establish_up","","","","5","11237","career_quest-10000431","career_quest-20000431","","1","39","317","902",""
"432","different_sangvis_chip","","","","1","11238","career_quest-10000432","career_quest-20000432","","1","36","294","",""
"433","different_sangvis_chip","","","","3","11239","career_quest-10000433","career_quest-20000433","","1","37","303","",""
"434","different_sangvis_chip","","","","5","11240","career_quest-10000434","career_quest-20000434","","1","38","313","",""
"435","different_sangvis_chip","","","","9","11241","career_quest-10000435","career_quest-20000435","","1","39","318","",""
"436","complete_normal_mission","","","","6","11242","career_quest-10000436","career_quest-20000436","","1","41","321","",""
"437","complete_normal_mission","","","","18","11243","career_quest-10000437","career_quest-20000437","","1","42","327","",""
"438","complete_normal_mission","","","","30","11244","career_quest-10000438","career_quest-20000438","","1","43","333","",""
"439","complete_normal_mission","","","","42","11245","career_quest-10000439","career_quest-20000439","","1","44","341","",""
"440","complete_normal_mission","","","","60","11246","career_quest-10000440","career_quest-20000440","","1","45","350","",""
"441","complete_emergency_mission","","","","4","11247","career_quest-10000441","career_quest-20000441","","1","41","322","",""
"442","complete_emergency_mission","","","","12","11248","career_quest-10000442","career_quest-20000442","","1","42","328","",""
"443","complete_emergency_mission","","","","20","11249","career_quest-10000443","career_quest-20000443","","1","43","334","",""
"444","complete_emergency_mission","","","","28","11250","career_quest-10000444","career_quest-20000444","","1","44","342","",""
"445","complete_emergency_mission","","","","40","11251","career_quest-10000445","career_quest-20000445","","1","45","351","",""
"446","complete_night_mission","","","","4","11252","career_quest-10000446","career_quest-20000446","","1","42","329","",""
"447","complete_night_mission","","","","12","11253","career_quest-10000447","career_quest-20000447","","1","43","335","",""
"448","complete_night_mission","","","","20","11254","career_quest-10000448","career_quest-20000448","","1","44","343","",""
"449","complete_night_mission","","","","28","11255","career_quest-10000449","career_quest-20000449","","1","45","352","",""
"450","participate_theater","","","","1","11256","career_quest-10000450","career_quest-20000450","","1","45","353","",""
"451","complete_campaign","","","","1","11257","career_quest-10000451","career_quest-20000451","","1","43","336","",""
"452","complete_campaign","","","","5","11258","career_quest-10000452","career_quest-20000452","","1","44","344","",""
"453","elite_medal","","","","1","11259","career_quest-10000453","career_quest-20000453","","1","45","354","",""
"454","operation","","","","10","11260","career_quest-10000454","career_quest-20000454","","1","49","361","",""
"455","operation","","","","50","11261","career_quest-10000455","career_quest-20000455","","1","51","368","",""
"459","auto_mission","","","","4","11262","career_quest-10000459","career_quest-20000459","","1","49","362","",""
"460","auto_mission","","","","20","11263","career_quest-10000460","career_quest-20000460","","1","51","369","",""
"464","explore_has_time","","","","30","11264","career_quest-10000464","career_quest-20000464","","1","50","374","",""
"465","explore_has_time","","","","100","11265","career_quest-10000465","career_quest-20000465","","1","51","379","",""
"467","c_establish_up","","","","2","11266","career_quest-10000467","career_quest-20000467","","1","48","370","201",""
"468","c_establish_up","","","","5","11267","career_quest-10000468","career_quest-20000468","","1","50","375","201",""
"470","c_establish_up","","","","10","11268","career_quest-10000470","career_quest-20000470","","1","51","385","201",""
"471","write_report","","","","1","11269","career_quest-10000471","career_quest-20000471","","1","48","371","",""
"472","write_report","","","","10","11270","career_quest-10000472","career_quest-20000472","","1","50","376","",""
"473","write_report","","","","20","11271","career_quest-10000473","career_quest-20000473","","1","51","381","",""
"475","friend_visit","","","","20","11272","career_quest-10000475","career_quest-20000475","","1","55","397","",""
"476","friend_visit","","","","50","11273","career_quest-10000476","career_quest-20000476","","1","57","402","",""
"479","from_friend_build_coin","","","","1","11274","career_quest-10000479","career_quest-20000479","","1","53","394","",""
"480","from_friend_build_coin","","","","10","11275","career_quest-10000480","career_quest-20000480","","1","55","398","",""
"481","from_friend_build_coin","","","","30","11276","career_quest-10000481","career_quest-20000481","","1","57","403","",""
"484","friend_praise","","","","20","11277","career_quest-10000484","career_quest-20000484","","1","55","399","",""
"485","friend_praise","","","","50","11278","career_quest-10000485","career_quest-20000485","","1","57","404","",""
"489","friend_apply","","","","10","11279","career_quest-10000489","career_quest-20000489","","1","56","405","",""
"490","minigame_count","","","","1","11280","career_quest-10000490","career_quest-20000490","","1","54","401","",""
"491","minigame_count","","","","5","11281","career_quest-10000491","career_quest-20000491","","1","56","406","",""
"492","gasha_count","","","","10","11282","career_quest-10000492","career_quest-20000492","","1","60","419","",""
"493","gasha_count","","","","20","11283","career_quest-10000493","career_quest-20000493","","1","62","422","",""
"495","dorm_comfort","","","","2500","11284","career_quest-10000495","career_quest-20000495","","1","60","423","",""
"497","dorm_comfort","","","","10000","11285","career_quest-10000497","career_quest-20000497","","1","63","436","",""
"503","coffeeshop_comic","","","","1","11286","career_quest-10000503","career_quest-20000503","","1","61","432","",""
"504","coffeeshop_pv","","","","1","11287","career_quest-10000504","career_quest-20000504","","1","61","433","",""
"505","costume_memoris","","","","1","11288","career_quest-10000505","career_quest-20000505","","1","63","438","",""
"506","adopt_pet","","","","1","11289","career_quest-10000506","career_quest-20000506","","1","60","418","",""
"507","adopt_pet","","","","4","11290","career_quest-10000507","career_quest-20000507","","1","61","425","",""
"508","open_gift","","","","1","11291","career_quest-10000508","career_quest-20000508","","1","62","426","",""
"509","favor100_gun","","","","1","11292","career_quest-10000509","career_quest-20000509","","1","62","427","",""
"510","soul_bond_gun","","","","1","11293","career_quest-10000510","career_quest-20000510","","1","62","428","",""
"511","different_skin","","","","1","11294","career_quest-10000511","career_quest-20000511","","1","63","439","",""
"512","c_tutorial_mission","","","","1","11295","career_quest-10000512","career_quest-20000512","","1","2","14","10934","-1"
"513","c_tutorial_mission","","","","1","11296","career_quest-10000513","career_quest-20000513","","1","5","55","10935","-1"
"514","c_tutorial_mission","","","","1","11297","career_quest-10000514","career_quest-20000514","","1","8","92","10936","-1"
"515","c_tutorial_mission","","","","1","11298","career_quest-10000515","career_quest-20000515","","1","11","104","10937","-1"
"516","c_tutorial_mission","","","","1","11299","career_quest-10000516","career_quest-20000516","","1","14","120","10938","-1"
"517","c_tutorial_mission","","","","1","11300","career_quest-10000517","career_quest-20000517","","1","5","56","11000",""
"518","c_tutorial_mission","","","","1","11301","career_quest-10000518","career_quest-20000518","","1","8","93","10909",""
"519","c_tutorial_mission","","","","1","11302","career_quest-10000519","career_quest-20000519","","1","17","136","10939","-1"
"520","c_tutorial_mission","","","","1","11303","career_quest-10000520","career_quest-20000520","","1","19","156","10940","-1"
"521","c_tutorial_mission","","","","1","11304","career_quest-10000521","career_quest-20000521","","1","21","167","10941","-1"
"522","c_tutorial_mission","","","","1","11305","career_quest-10000522","career_quest-20000522","","1","17","137","10913",""
"523","c_tutorial_mission","","","","1","11306","career_quest-10000523","career_quest-20000523","","1","17","138","10914","522"
"524","c_tutorial_mission","","","","1","11307","career_quest-10000524","career_quest-20000524","","1","23","175","10942","-1"
"525","c_tutorial_mission","","","","1","11308","career_quest-10000525","career_quest-20000525","","1","25","189","10943","-1"
"526","c_tutorial_mission","","","","1","11309","career_quest-10000526","career_quest-20000526","","1","27","205","10944","-1"
"527","c_tutorial_mission","","","","1","11310","career_quest-10000527","career_quest-20000527","","1","23","176","10925",""
"528","c_tutorial_mission","","","","1","11311","career_quest-10000528","career_quest-20000528","","1","25","190","10926",""
"529","c_tutorial_mission","","","","1","11312","career_quest-10000529","career_quest-20000529","","1","29","220","10945","-1"
"530","c_tutorial_mission","","","","1","11313","career_quest-10000530","career_quest-20000530","","1","31","252","10946","-1"
"531","c_tutorial_mission","","","","1","11314","career_quest-10000531","career_quest-20000531","","1","33","269","10947","-1"
"532","c_tutorial_mission","","","","1","11315","career_quest-10000532","career_quest-20000532","","1","29","221","10928",""
"533","c_tutorial_mission","","","","1","11316","career_quest-10000533","career_quest-20000533","","1","30","240","10923",""
"534","c_tutorial_mission","","","","1","11317","career_quest-10000534","career_quest-20000534","","1","35","280","11001",""
"535","c_tutorial_mission","","","","1","11318","career_quest-10000535","career_quest-20000535","","1","37","304","10948","-1"
"536","c_tutorial_mission","","","","1","11319","career_quest-10000536","career_quest-20000536","","1","39","319","10949","-1"
"537","c_tutorial_mission","","","","1","11320","career_quest-10000537","career_quest-20000537","","1","41","323","10915",""
"538","c_tutorial_mission","","","","1","11321","career_quest-10000538","career_quest-20000538","","1","41","324","10911","537"
"539","c_tutorial_mission","","","","1","11322","career_quest-10000539","career_quest-20000539","","1","41","325","10910","537"
"540","c_tutorial_mission","","","","1","11323","career_quest-10000540","career_quest-20000540","","1","42","330","10907",""
"541","c_tutorial_mission","","","","1","11324","career_quest-10000541","career_quest-20000541","","1","42","331","10922",""
"542","c_tutorial_mission","","","","1","11325","career_quest-10000542","career_quest-20000542","","1","43","337","10912",""
"543","c_tutorial_mission","","","","1","11326","career_quest-10000543","career_quest-20000543","","1","43","338","10908",""
"544","c_tutorial_mission","","","","1","11327","career_quest-10000544","career_quest-20000544","","1","43","339","10920",""
"545","c_tutorial_mission","","","","1","11328","career_quest-10000545","career_quest-20000545","","1","44","345","10918",""
"546","c_tutorial_mission","","","","1","11329","career_quest-10000546","career_quest-20000546","","1","44","346","10919",""
"547","c_tutorial_mission","","","","1","11330","career_quest-10000547","career_quest-20000547","","1","44","347","10927",""
"548","c_tutorial_mission","","","","1","11331","career_quest-10000548","career_quest-20000548","","1","44","348","10929",""
"549","c_tutorial_mission","","","","1","11332","career_quest-10000549","career_quest-20000549","","1","45","355","10924",""
"550","c_tutorial_mission","","","","1","11333","career_quest-10000550","career_quest-20000550","","1","45","356","10930",""
"551","c_tutorial_mission","","","","1","11334","career_quest-10000551","career_quest-20000551","","1","45","357","10931",""
"552","c_tutorial_mission","","","","1","11335","career_quest-10000552","career_quest-20000552","","1","45","358","10932",""
"553","c_gun_level","","","","5","11336","career_quest-10000553","career_quest-20000553","","1","12","100","100",""
"554","special_develop_fairy","","","","1","11137","career_quest-10000554","career_quest-20000554","","1","23","173","",""
"555","special_develop_fairy","","","","5","11138","career_quest-10000555","career_quest-20000555","","1","24","177","",""
"556","special_develop_fairy","","","","10","11139","career_quest-10000556","career_quest-20000556","","1","25","182","",""
"557","special_develop_fairy_notexp","","","","1","765","career_quest-10000557","career_quest-20000557","170","1","23","168","",""
"558","map_capture","","","","1","765","career_quest-10000558","career_quest-20000558","","1","45","359","",""
"559","map_refresh","","","","1","765","career_quest-10000559","career_quest-20000559","","1","45","360","",""
"560","daily_game_boss_win","","","","1","765","career_quest-10000560","career_quest-20000560","","1","45","361","",""
"561","daily_game_reward","","","","1","765","career_quest-10000561","career_quest-20000561","","1","45","362","",""
"562","c_tutorial_mission","","","","1","11337","career_quest-10000562","career_quest-20000562","","1","45","359","10933",""
"563","c_tutorial_mission","","","","1","11338","career_quest-10000563","career_quest-20000563","","1","45","360","10921",""
