id,type,arguments,extra_language,is_hidden,is_show_count
1082404,1407,482519:1,mission_win_type_config-11082404,0,1
1082501,1407,6480011:3,mission_win_type_config-11082501,0,"1,1"
1082601,1101,64490|64487,mission_win_type_config-11082601,0,0
1082701,1309,"6480205,64550",mission_win_type_config-11082701,0,1
1082702,1306,"6480251:1,6480252:1,6480253:1,6480254:1,6480255:1",mission_win_type_config-11082702,0,0
1082791,1407,6480067:1,mission_win_type_config-11082791,0,0
1082801,1407,6480025:1,mission_win_type_config-11082801,0,"0,0"
1082802,1407,6480026:2,mission_win_type_config-11082802,0,"1,1"
1082891,1407,6480068:1,mission_win_type_config-11082891,0,0
1082901,1407,6480049:4,mission_win_type_config-11082901,0,"1,1"
1082902,1303,6485801:1,mission_win_type_config-11082902,1,0
1083001,1306,"6485301:1,6485302:1,6485304:1,6485305:1",mission_win_type_config-11083001,0,0
1083091,1306,6485306:1,mission_win_type_config-11083091,0,0
1083101,1406,6480043:0,mission_win_type_config-11083101,0,"0,0"
1083201,1305,0,mission_win_type_config-11083201,0,1
1083301,1407,481404:3,mission_win_type_config-11083301,0,1
1083501,1309,"483600,74167",mission_win_type_config-11083501,0,1
1083601,1402,7,mission_win_type_config-11083601,0,1
1083701,1309,"481903,74414",mission_win_type_config-11083701,0,1
1083803,1309,"481904,74532",mission_win_type_config-11083803,0,1
1083804,1309,"481903,74533",mission_win_type_config-11083804,0,1
1083807,1407,483912:2,mission_win_type_config-11083807,0,0
1084001,1303,484102:1,mission_win_type_config-11084001,0,
1084101,1303,484201:3,mission_win_type_config-11084101,0,1
1084701,1101,65136|65137|65138,mission_win_type_config-11084701,0,1
1084801,1101,65151|65150|65149,mission_win_type_config-11084801,0,1
1084901,1101,65164|65162|65166|65168|65170,mission_win_type_config-11084901,0,1
1085001,1101,65177|65193|65185|65189|65181,mission_win_type_config-11085001,0,1
1098101,1101,94526,mission_win_type_config-11098101,0,1
1098201,1402,2,mission_win_type_config-11098201,0,1
1098501,1101,94556,mission_win_type_config-11098501,0,1
1098701,1303,"322505:1,322506:1,322507:1,322508:1",mission_win_type_config-11098701,0,1
1098702,1303,322509:1,mission_win_type_config-11098702,0,1
3610301,1305,0,mission_win_type_config-13610301,0,1
3610311,1401,3,mission_win_type_config-13610311,0,1
3611001,1405,2,mission_win_type_config-13611001,0,1
3611301,1205,363401:0,mission_win_type_config-13611301,0,1
3611311,1101,84237,mission_win_type_config-13611311,0,1
3612001,1405,2,mission_win_type_config-13612001,0,1
6380101,1405,3,mission_win_type_config-16380101,0,1
6380501,1101,60780,mission_win_type_config-16380501,0,1
6380601,1301,6,mission_win_type_config-16380601,0,1
6380602,1101,61273,mission_win_type_config-16380602,0,1
6380701,1305,0,mission_win_type_config-16380701,0,1
6380801,1305,0,mission_win_type_config-16380801,0,1
6400101,1305,0,mission_win_type_config-16400101,0,1
6400201,1101,61032|61037,mission_win_type_config-16400201,0,1
6400301,1205,6390102:0,mission_win_type_config-16400301,0,1
6400401,1404,2,mission_win_type_config-16400401,0,1
6430101,1309,"6430101,62244",mission_win_type_config-16430101,0,1
6430102,1101,62241,mission_win_type_config-16430102,0,1
6430201,1309,"6430201,62247;6430202,62249",mission_win_type_config-16430201,0,1
6430202,1309,"6430203,62269",mission_win_type_config-16430202,0,1
6430203,1101,62255|62254,mission_win_type_config-16430203,0,1
6430204,1407,6430203:1,mission_win_type_config-16430204,0,1
6430301,1101,62346,mission_win_type_config-16430301,0,1
6430302,1303,6430301:1,mission_win_type_config-16430302,0,1
6430401,1101,62285,mission_win_type_config-16430401,0,1
6430402,1303,6430401:1,mission_win_type_config-16430402,0,1
6430403,1309,"6430401,62292",mission_win_type_config-16430403,0,1
6430404,1309,"6430401,62293",mission_win_type_config-16430404,0,1
6430501,1303,6430501:1,mission_win_type_config-16430501,0,1
6430502,1303,6430502:1,mission_win_type_config-16430502,0,1
6430503,1101,62329,mission_win_type_config-16430503,0,1
6430601,1101,62398,mission_win_type_config-16430601,0,1
6430701,1101,62407|62409,mission_win_type_config-16430701,0,1
6430801,1101,62420,mission_win_type_config-16430801,0,1
6430901,1402,1,mission_win_type_config-16430901,0,1
6431001,1303,6431001:1,mission_win_type_config-16431001,0,1
6431002,1303,6431007:1,mission_win_type_config-16431002,0,1
6431003,1303,6431002:1,mission_win_type_config-16431003,0,1
6431004,1303,6431008:1,mission_win_type_config-16431004,0,1
6431005,1408,9006:1,mission_win_type_config-16431005,0,1
6431006,1408,9007:1,mission_win_type_config-16431006,0,1
6431101,1303,6431101:1,mission_win_type_config-16431101,0,1
6431102,1303,6431201:1,mission_win_type_config-16431102,0,1
9120100,1101,"90000,90001,90006",mission_win_type_config-19120100,0,1
9120200,1404,1,mission_win_type_config-19120200,0,1
9120210,1405,1,mission_win_type_config-19120210,0,1
9120211,1101,"90077,90078",mission_win_type_config-19120211,0,1
9120300,1404,2,mission_win_type_config-19120300,0,1
9120310,1303,9120301:1,mission_win_type_config-19120310,0,1
9120400,1101,90198,mission_win_type_config-19120400,0,1
9120410,1303,9120402:1,mission_win_type_config-19120410,0,1
9120500,1101,90213,mission_win_type_config-19120500,0,1
9120510,1303,9120504:1,mission_win_type_config-19120510,0,1
9120600,1305,0,mission_win_type_config-19120600,0,1
9120610,1101,"90242,90252",mission_win_type_config-19120610,0,1
9120700,1101,90329,mission_win_type_config-19120700,0,1
9120710,1101,"90284,90276",mission_win_type_config-19120710,0,1
9120810,2302,2,mission_win_type_config-19120810,0,1
9120900,1402,9,mission_win_type_config-19120900,0,1
9120910,2302,4,mission_win_type_config-19120910,0,1
9130110,1402,6,mission_win_type_config-19130110,0,1
9130200,1404,1,mission_win_type_config-19130200,0,1
9130210,1205,"9130201:0,9130202:0",mission_win_type_config-19130210,0,1
9130300,1101,91256,mission_win_type_config-19130300,0,1
9130310,2403,0,mission_win_type_config-19130310,0,1
9130500,1309,"9130501,91330",mission_win_type_config-19130500,0,1
9130510,1207,"9130503:2,9130504:2,9130506:2",mission_win_type_config-19130510,0,1
9130511,1207,"9130501:2,9130505:2",mission_win_type_config-19130511,0,1
9130600,1303,9130601:1,mission_win_type_config-19130600,0,1
9130601,1101,91346,mission_win_type_config-19130601,0,1
9130610,2204,0:2:11,mission_win_type_config-19130610,0,1
9130611,1309,"9130601,91344",mission_win_type_config-19130611,0,1
9130700,1404,1,mission_win_type_config-19130700,0,1
9130710,2302,0,mission_win_type_config-19130710,0,1
9130800,1207,"9130801:2,9130802:2,9130803:2",mission_win_type_config-19130800,0,1
9130810,2302,7,mission_win_type_config-19130810,0,1
9130910,1304,"9130901,91443",mission_win_type_config-19130910,0,1
9131010,2403,0,mission_win_type_config-19131010,0,1
64101011,1305,0,mission_win_type_config-74101011,0,1
64101021,1101,61075,mission_win_type_config-74101021,0,1
64101031,1102,1,mission_win_type_config-74101031,0,1
64102011,1305,0,mission_win_type_config-74102011,0,1
64102021,1101,61132,mission_win_type_config-74102021,0,1
64102031,1404,1,mission_win_type_config-74102031,0,1
64102041,1101,61166,mission_win_type_config-74102041,0,1
64102051,1102,3,mission_win_type_config-74102051,0,1
64102061,1407,6410702:1,mission_win_type_config-74102061,0,1
64102062,1303,"6410803:1,6410804:1,6410805:1",mission_win_type_config-74102062,0,1
64102071,1406,6410802:0,mission_win_type_config-74102071,0,1
64102081,1101,61202,mission_win_type_config-74102081,0,1
64102091,1101,61222,mission_win_type_config-74102091,0,1
64102101,1404,1,mission_win_type_config-74102101,0,1
64102111,1305,0,mission_win_type_config-74102111,0,1
64103111,1101,61801|61805,mission_win_type_config-74103111,0,1
64104011,1101,61333,mission_win_type_config-74104011,0,1
64104021,1407,6410906:1,mission_win_type_config-74104021,0,1
64104031,1101,61432,mission_win_type_config-74104031,0,1
64104041,1303,4140400:1,mission_win_type_config-74104041,0,1
64104042,1404,1,mission_win_type_config-74104042,0,1
64104051,1407,6410906:5,mission_win_type_config-74104051,0,1
64104061,1305,0,mission_win_type_config-74104061,0,1
64104071,1101,61570,mission_win_type_config-74104071,0,1
64104081,1303,4140800:1,mission_win_type_config-74104081,0,1
64104091,1303,4140900:1,mission_win_type_config-74104091,0,1
64104101,1101,61750,mission_win_type_config-74104101,0,1
