id,name,extra,fit_gun,ai,voice,is_hidden,substitute_voice,dialog,note,explore_tag,gift_position,illustrator_cv,order,class_id
2908,skin-10002908,0,249,0,15,0,,skin-20002908,skin-30002908,,,skin-40002908,32,29
3001,skin-10003001,0,119,0,15,0,,skin-20003001,skin-30003001,,,skin-40003001,34,30
3002,skin-10003002,0,59,0,15,0,,skin-20003002,skin-30003002,,,skin-40003002,34,30
3003,skin-10003003,0,238,0,15,0,,skin-20003003,skin-30003003,,,skin-40003003,34,30
3004,skin-10003004,0,148,0,15,0,,skin-20003004,skin-30003004,,"-1.8,-88",skin-40003004,34,30
3005,skin-10003005,0,166,0,15,0,,skin-20003005,skin-30003005,,,skin-40003005,34,30
3006,skin-10003006,0,26,0,15,0,,skin-20003006,skin-30003006,,,skin-40003006,34,30
3007,skin-10003007,0,210,0,15,0,,skin-20003007,skin-30003007,,,skin-40003007,34,30
3101,skin-10003101,0,115,43101,16,0,,skin-20003101,skin-30003101,,,skin-40003101,35,31
3102,skin-10003102,0,173,43102,16,0,,skin-20003102,skin-30003102,,,skin-40003102,35,31
3103,skin-10003103,0,104,43103,16,0,,skin-20003103,skin-30003103,,"-20.4,-142.1",skin-40003103,35,31
3105,skin-10003105,0,99,43105,16,0,,skin-20003105,skin-30003105,,,skin-40003105,35,31
3106,skin-10003106,0,184,43106,16,0,,skin-20003106,skin-30003106,,,skin-40003106,35,31
3107,skin-10003107,0,201,43107,16,0,,skin-20003107,skin-30003107,,,skin-40003107,35,31
3201,skin-10003201,0,183,43201,4,0,,skin-20003201,skin-30003201,,,skin-40003201,38,32
3202,skin-10003202,0,112,43202,4,0,,skin-20003202,skin-30003202,,"16.6,-128.4",skin-40003202,38,32
3203,skin-10003203,0,162,43203,4,0,,skin-20003203,skin-30003203,,,skin-40003203,38,32
3204,skin-10003204,0,6,43204,4,0,,skin-20003204,skin-30003204,,,skin-40003204,38,32
3205,skin-10003205,0,93,43205,4,0,,skin-20003205,skin-30003205,,,skin-40003205,38,32
3301,skin-10003301,0,194,43301,4,0,,skin-20003301,skin-30003301,,,skin-40003301,39,33
3302,skin-10003302,0,206,43302,4,0,,skin-20003302,skin-30003302,,"-27.1,-67.8",skin-40003302,39,33
3303,skin-10003303,0,205,43303,4,0,,skin-20003303,skin-30003303,,,skin-40003303,39,33
3304,skin-10003304,0,128,43304,4,0,,skin-20003304,skin-30003304,,,skin-40003304,39,33
3305,skin-10003305,0,215,43305,4,0,,skin-20003305,skin-30003305,,,skin-40003305,39,33
3306,skin-10003306,0,127,43306,4,0,,skin-20003306,skin-30003306,,"-85.7,-175.1",skin-40003306,39,33
3307,skin-10003307,0,146,43307,4,0,,skin-20003307,skin-30003307,,"-48.6,-180",skin-40003307,39,33
3308,skin-10003308,0,212,43308,4,0,,skin-20003308,skin-30003308,,,skin-40003308,39,33
3309,skin-10003309,0,202,43309,4,0,,skin-20003309,skin-30003309,,"-19,-202.9",skin-40003309,39,33
3401,skin-10003401,0,65,43401,4,0,HK416_0,skin-20003401,skin-30003401,,,skin-40003401,41,34
3402,skin-10003402,0,236,43402,4,0,K11_0,skin-20003402,skin-30003402,,"53.7,17.6",skin-40003402,41,34
3403,skin-10003403,0,103,43403,4,0,UMP45_0,skin-20003403,skin-30003403,,,skin-40003403,41,34
3404,skin-10003404,0,101,43404,4,0,UMP9_0,skin-20003404,skin-30003404,,,skin-40003404,41,34
3405,skin-10003405,0,252,43405,4,0,KSVK_0,skin-20003405,skin-30003405,,,skin-40003405,41,34
3406,skin-10003406,0,145,43406,4,0,OC44_0,skin-20003406,skin-30003406,,,skin-40003406,41,34
3501,skin-10003501,0,266,43501,4,0,,skin-20003501,skin-30003501,,,skin-40003501,42,35
3502,skin-10003502,0,253,43502,4,0,,skin-20003502,skin-30003502,,"-124.7,-31.2",skin-40003502,42,35
3503,skin-10003503,0,213,43503,4,0,,skin-20003503,skin-30003503,,,skin-40003503,42,35
3504,skin-10003504,0,238,43504,4,0,,skin-20003504,skin-30003504,,,skin-40003504,42,35
3505,skin-10003505,0,270,43505,4,0,,skin-20003505,skin-30003505,,,skin-40003505,42,35
3506,skin-10003506,0,113,43506,4,0,,skin-20003506,skin-30003506,,"41.5,-83.5",skin-40003506,42,35
3507,skin-10003507,0,116,43507,4,0,,skin-20003507,skin-30003507,,,skin-40003507,42,35
3601,skin-10003601,0,214,43601,4,0,,skin-20003601,skin-30003601,,,skin-40003601,43,36
3602,skin-10003602,0,188,43602,4,0,,skin-20003602,skin-30003602,,,skin-40003602,43,36
3603,skin-10003603,0,64,43603,4,0,,skin-20003603,skin-30003603,,,skin-40003603,43,36
3604,skin-10003604,0,79,43604,4,0,,skin-20003604,skin-30003604,,,skin-40003604,43,36
3605,skin-10003605,0,105,43605,4,0,,skin-20003605,skin-30003605,,,skin-40003605,43,36
3701,skin-10003701,0,260,0,4,0,,skin-20003701,skin-30003701,,,skin-40003701,44,37
3702,skin-10003702,0,129,0,4,0,,skin-20003702,skin-30003702,,"30,-174",skin-40003702,44,37
3703,skin-10003703,0,130,0,4,0,,skin-20003703,skin-30003703,,,skin-40003703,44,37
3704,skin-10003704,0,135,0,4,0,,skin-20003704,skin-30003704,,,skin-40003704,44,37
3705,skin-10003705,0,99,0,4,0,,skin-20003705,skin-30003705,,"17,-180",skin-40003705,44,37
3706,skin-10003706,0,155,0,4,0,,skin-20003706,skin-30003706,,,skin-40003706,44,37
3707,skin-10003707,0,154,0,4,0,,skin-20003707,skin-30003707,,,skin-40003707,44,37
3708,skin-10003708,0,176,0,4,0,,skin-20003708,skin-30003708,,"44,-136",skin-40003708,44,37
3801,skin-10003801,0,261,43801,18,0,,skin-20003801,skin-30003801,3001,,skin-40003801,45,38
3802,skin-10003802,0,104,43802,18,0,,skin-20003802,skin-30003802,3001,,skin-40003802,45,38
3803,skin-10003803,0,229,43803,18,0,,skin-20003803,skin-30003803,3001,,skin-40003803,45,38
3805,skin-10003805,0,252,43805,18,0,,skin-20003805,skin-30003805,3001,"19.7,-121.6",skin-40003805,45,38
3806,skin-10003806,0,88,43806,18,0,,skin-20003806,skin-30003806,3001,,skin-40003806,45,38
3807,skin-10003807,0,161,43807,18,0,,skin-20003807,skin-30003807,3001,"11.3,-55.7",skin-40003807,45,38
3808,skin-10003808,0,117,43808,18,0,,skin-20003808,skin-30003808,3001,,skin-40003808,45,38
3809,skin-10003809,0,223,43809,18,0,,skin-20003809,skin-30003809,3001,,skin-40003809,45,38
3901,skin-10003901,0,160,0,4,0,,skin-20003901,skin-30003901,,,skin-40003901,46,39
3902,skin-10003902,0,242,0,4,0,,skin-20003902,skin-30003902,,,skin-40003902,46,39
3903,skin-10003903,0,254,0,4,0,,skin-20003903,skin-30003903,,,skin-40003903,46,39
3904,skin-10003904,0,77,0,4,0,,skin-20003904,skin-30003904,,,skin-40003904,46,39
3905,skin-10003905,0,10,0,4,0,,skin-20003905,skin-30003905,,,skin-40003905,46,39
4001,skin-10004001,0,253,0,19,0,,skin-20004001,skin-30004001,3002,,skin-40004001,47,40
4002,skin-10004002,0,208,0,19,0,,skin-20004002,skin-30004002,3002,"-42.2,-131.5",skin-40004002,47,40
4003,skin-10004003,0,281,0,19,0,,skin-20004003,skin-30004003,3002,,skin-40004003,47,40
4004,skin-10004004,0,228,0,19,0,,skin-20004004,skin-30004004,3002,,skin-40004004,47,40
4005,skin-10004005,0,203,0,19,0,,skin-20004005,skin-30004005,3002,"-50.4,-116.1",skin-40004005,47,40
4006,skin-10004006,0,201,0,19,0,,skin-20004006,skin-30004006,3002,,skin-40004006,47,40
4007,skin-10004007,0,81,0,19,0,,skin-20004007,skin-30004007,3002,,skin-40004007,47,40
4101,skin-10004101,0,135,0,15,0,,skin-20004101,skin-30004101,,,skin-40004101,48,41
4102,skin-10004102,0,122,0,15,0,,skin-20004102,skin-30004102,,"-102.5,-139.5",skin-40004102,48,41
4103,skin-10004103,0,270,0,15,0,,skin-20004103,skin-30004103,,"-102.7,-188.7",skin-40004103,48,41
4104,skin-10004104,0,118,0,15,0,,skin-20004104,skin-30004104,,,skin-40004104,48,41
4105,skin-10004105,0,88,0,15,0,,skin-20004105,skin-30004105,,,skin-40004105,48,41
4106,skin-10004106,0,35,0,15,0,,skin-20004106,skin-30004106,,,skin-40004106,48,41
4107,skin-10004107,0,256,0,15,0,,skin-20004107,skin-30004107,,,skin-40004107,48,41
4201,skin-10004201,0,282,0,15,0,,skin-20004201,skin-30004201,,,skin-40004201,49,42
4202,skin-10004202,0,260,0,15,0,,skin-20004202,skin-30004202,,,skin-40004202,49,42
4203,skin-10004203,0,173,0,15,0,,skin-20004203,skin-30004203,,,skin-40004203,49,42
4204,skin-10004204,0,234,0,15,0,,skin-20004204,skin-30004204,,"-91.9,-164.9",skin-40004204,49,42
4205,skin-10004205,0,263,0,15,0,,skin-20004205,skin-30004205,,"-144.9,-113.2",skin-40004205,49,42
4206,skin-10004206,0,181,0,15,0,,skin-20004206,skin-30004206,,,skin-40004206,49,42
4207,skin-10004207,0,98,0,15,0,,skin-20004207,skin-30004207,,,skin-40004207,49,42
4209,skin-10004209,0,262,0,15,0,,skin-20004209,skin-30004209,,,skin-40004209,49,42
4210,skin-10004210,0,87,0,15,0,,skin-20004210,skin-30004210,,,skin-40004210,49,42
4301,skin-10004301,0,46,44301,16,0,,skin-20004301,skin-30004301,,,skin-40004301,50,43
4302,skin-10004302,0,97,44302,16,0,,skin-20004302,skin-30004302,,,skin-40004302,50,43
4303,skin-10004303,0,96,44303,16,0,,skin-20004303,skin-30004303,,"-133,-195.2",skin-40004303,50,43
4304,skin-10004304,0,196,44304,16,0,,skin-20004304,skin-30004304,,,skin-40004304,50,43
4305,skin-10004305,0,165,44305,16,0,,skin-20004305,skin-30004305,,,skin-40004305,50,43
4306,skin-10004306,0,7,44306,16,0,,skin-20004306,skin-30004306,,"-177.5,-178.2",skin-40004306,50,43
4308,skin-10004308,0,70,44308,16,0,,skin-20004308,skin-30004308,,"-171.5,-204.6",skin-40004308,50,43
4309,skin-10004309,0,159,44309,16,0,,skin-20004309,skin-30004309,,,skin-40004309,50,43
4310,skin-10004310,0,8,44310,16,0,,skin-20004310,skin-30004310,,,skin-40004310,50,43
4401,skin-10004401,0,163,0,4,0,,skin-20004401,skin-30004401,,"-193,-102.7",skin-40004401,51,44
4402,skin-10004402,0,260,0,4,0,,skin-20004402,skin-30004402,,,skin-40004402,51,44
4403,skin-10004403,0,227,0,4,0,,skin-20004403,skin-30004403,,,skin-40004403,51,44
4404,skin-10004404,0,269,0,4,0,,skin-20004404,skin-30004404,,,skin-40004404,51,44
4405,skin-10004405,0,137,0,4,0,,skin-20004405,skin-30004405,,,skin-40004405,51,44
4406,skin-10004406,0,190,0,4,0,,skin-20004406,skin-30004406,,,skin-40004406,51,44
4501,skin-10004501,0,119,0,4,0,,skin-20004501,skin-30004501,,,skin-40004501,53,45
4502,skin-10004502,0,257,0,4,0,,skin-20004502,skin-30004502,,"-49.4,-58.3",skin-40004502,53,45
4503,skin-10004503,0,261,0,4,0,,skin-20004503,skin-30004503,,,skin-40004503,53,45
4504,skin-10004504,0,143,0,4,0,,skin-20004504,skin-30004504,,"-100.5,-110.5",skin-40004504,53,45
4505,skin-10004505,0,55,0,4,0,,skin-20004505,skin-30004505,,"-144.6,-96.2",skin-40004505,53,45
4506,skin-10004506,0,54,0,4,0,,skin-20004506,skin-30004506,,"-381.6,-8.7",skin-40004506,53,45
4507,skin-10004507,0,56,0,4,0,,skin-20004507,skin-30004507,,"-108.6,32.9",skin-40004507,53,45
4508,skin-10004508,0,57,0,4,0,,skin-20004508,skin-30004508,,"-107.9,95.7",skin-40004508,53,45
4509,skin-10004509,0,252,0,4,0,,skin-20004509,skin-30004509,,,skin-40004509,53,45
4510,skin-10004510,0,160,0,4,0,,skin-20004510,skin-30004510,,,skin-40004510,53,45
4511,skin-10004511,0,284,0,4,0,,skin-20004511,skin-30004511,,,skin-40004511,53,45
4514,skin-10004514,0,2,0,4,0,,skin-20004514,skin-30004514,,,skin-40004514,53,45
4601,skin-10004601,0,306,44601,4,0,AKAlfa_0,skin-20004601,skin-30004601,,,skin-40004601,53,46
4602,skin-10004602,0,303,44602,4,0,BrowningHP_0,skin-20004602,skin-30004602,,,skin-40004602,53,46
4603,skin-10004603,0,251,44603,4,0,X95_0,skin-20004603,skin-30004603,,"-109.55,-189.1",skin-40004603,53,46
4604,skin-10004604,0,69,44604,4,0,FAMAS_0,skin-20004604,skin-30004604,,"-365.2,150.2",skin-40004604,53,46
4605,skin-10004605,0,184,44605,4,0,T5000_0,skin-20004605,skin-30004605,,,skin-40004605,53,46
4606,skin-10004606,0,176,44606,4,0,TMP_0,skin-20004606,skin-30004606,,,skin-40004606,53,46
4607,skin-10004607,0,131,44607,4,0,EVO3_0,skin-20004607,skin-30004607,,,skin-40004607,53,46
4702,skin-10004702,0,234,44702,4,0,,skin-20004702,skin-30004702,,,skin-40004702,55,47
4703,skin-10004703,0,307,44703,4,0,,skin-20004703,skin-30004703,,,skin-40004703,55,47
4704,skin-10004704,0,296,44704,4,0,,skin-20004704,skin-30004704,,"-272.8,-122.3",skin-40004704,55,47
4705,skin-10004705,0,136,44705,4,0,,skin-20004705,skin-30004705,,,skin-40004705,55,47
4706,skin-10004706,0,286,44706,4,0,,skin-20004706,skin-30004706,,"-99.7,25.2",skin-40004706,55,47
4707,skin-10004707,0,187,44707,4,0,,skin-20004707,skin-30004707,,,skin-40004707,55,47
4708,skin-10004708,0,14,44708,4,0,,skin-20004708,skin-30004708,,"-116.9,-42",skin-40004708,55,47
4709,skin-10004709,0,51,44709,4,0,,skin-20004709,skin-30004709,,,skin-40004709,55,47
4801,skin-10004801,0,53,0,4,0,,skin-20004801,skin-30004801,,,skin-40004801,57,48
4802,skin-10004802,0,73,0,4,0,,skin-20004802,skin-30004802,,,skin-40004802,57,48
4803,skin-10004803,0,39,0,4,0,,skin-20004803,skin-30004803,,,skin-40004803,57,48
4804,skin-10004804,0,121,0,4,0,,skin-20004804,skin-30004804,,,skin-40004804,57,48
4805,skin-10004805,0,152,0,4,0,,skin-20004805,skin-30004805,,,skin-40004805,57,48
4901,skin-10004901,0,282,0,4,0,,skin-20004901,skin-30004901,,,skin-40004901,58,49
4902,skin-10004902,0,109,0,4,0,,skin-20004902,skin-30004902,,,skin-40004902,58,49
4903,skin-10004903,0,263,0,4,0,,skin-20004903,skin-30004903,,"-96.1,196.61",skin-40004903,58,49
4904,skin-10004904,0,266,0,4,0,,skin-20004904,skin-30004904,,,skin-40004904,58,49
4905,skin-10004905,0,228,0,4,0,,skin-20004905,skin-30004905,,,skin-40004905,58,49
4906,skin-10004906,0,305,0,4,0,,skin-20004906,skin-30004906,,"-176.3,-59",skin-40004906,58,49
4907,skin-10004907,0,182,0,4,0,,skin-20004907,skin-30004907,,,skin-40004907,58,49
4908,skin-10004908,0,93,0,4,0,,skin-20004908,skin-30004908,,,skin-40004908,58,49
5000,skin-10005000,0,20002,0,4,2,,skin-20005000,skin-30005000,,,skin-40005000,0,0
5001,skin-10005001,0,20051,0,4,2,,skin-20005001,skin-30005001,,,skin-40005001,0,0
5002,skin-10005002,0,20094,0,4,2,,skin-20005002,skin-30005002,,,skin-40005002,0,0
5003,skin-10005003,0,20057,0,4,2,,skin-20005003,skin-30005003,,,skin-40005003,0,0
5004,skin-10005004,0,20093,0,4,2,,skin-20005004,skin-30005004,,,skin-40005004,0,0
5005,skin-10005005,0,20055,0,4,2,,skin-20005005,skin-30005005,,,skin-40005005,0,0
5006,skin-10005006,0,20005,0,4,2,,skin-20005006,skin-30005006,,,skin-40005006,0,0
5007,skin-10005007,0,20039,0,4,2,,skin-20005007,skin-30005007,,,skin-40005007,0,0
5008,skin-10005008,0,20075,0,4,2,,skin-20005008,skin-30005008,,,skin-40005008,0,0
5009,skin-10005009,0,20091,0,4,2,,skin-20005009,skin-30005009,,,skin-40005009,0,0
5010,skin-10005010,0,20001,0,4,2,,skin-20005010,skin-30005010,,,skin-40005010,0,0
5011,skin-10005011,0,20044,0,4,2,,skin-20005011,skin-30005011,,,skin-40005011,0,0
5012,skin-10005012,0,20063,0,4,2,,skin-20005012,skin-30005012,,,skin-40005012,0,0
5013,skin-10005013,0,20089,0,4,2,,skin-20005013,skin-30005013,,,skin-40005013,0,0
5014,skin-10005014,0,20056,0,4,2,,skin-20005014,skin-30005014,,,skin-40005014,0,0
5015,skin-10005015,0,20103,0,4,2,,skin-20005015,skin-30005015,,,skin-40005015,0,0
5016,skin-10005016,0,20029,0,4,2,,skin-20005016,skin-30005016,,,skin-40005016,0,0
5017,skin-10005017,0,20037,0,4,2,,skin-20005017,skin-30005017,,,skin-40005017,0,0
5018,skin-10005018,0,20064,0,4,2,,skin-20005018,skin-30005018,,,skin-40005018,0,0
5019,skin-10005019,0,20081,0,4,2,,skin-20005019,skin-30005019,,,skin-40005019,0,0
5020,skin-10005020,0,20032,0,4,2,,skin-20005020,skin-30005020,,,skin-40005020,0,0
5021,skin-10005021,0,20060,0,4,2,,skin-20005021,skin-30005021,,,skin-40005021,0,0
5022,skin-10005022,0,20061,0,4,2,,skin-20005022,skin-30005022,,,skin-40005022,0,0
5023,skin-10005023,0,20026,0,4,2,,skin-20005023,skin-30005023,,,skin-40005023,0,0
5024,skin-10005024,0,20065,0,4,2,,skin-20005024,skin-30005024,,,skin-40005024,0,0
5025,skin-10005025,0,20095,0,4,2,,skin-20005025,skin-30005025,,,skin-40005025,0,0
5026,skin-10005026,0,20101,0,4,2,,skin-20005026,skin-30005026,,,skin-40005026,0,0
5027,skin-10005027,0,20007,0,4,2,,skin-20005027,skin-30005027,,,skin-40005027,0,0
5028,skin-10005028,0,20012,0,4,2,,skin-20005028,skin-30005028,,,skin-40005028,0,0
5029,skin-10005029,0,20031,0,4,2,,skin-20005029,skin-30005029,,,skin-40005029,0,0
5030,skin-10005030,0,20053,0,4,2,,skin-20005030,skin-30005030,,,skin-40005030,0,0
5031,skin-10005031,0,20097,0,4,2,,skin-20005031,skin-30005031,,,skin-40005031,0,0
5032,skin-10005032,0,20154,0,4,2,,skin-20005032,skin-30005032,,,skin-40005032,0,0
5033,skin-10005033,0,20221,0,4,2,,skin-20005033,skin-30005033,,,skin-40005033,0,0
5034,skin-10005034,0,20252,0,4,2,,skin-20005034,skin-30005034,,,skin-40005034,0,0
5035,skin-10005035,0,20122,0,4,2,,skin-20005035,skin-30005035,,,skin-40005035,0,0
5036,skin-10005036,0,20124,0,4,2,,skin-20005036,skin-30005036,,,skin-40005036,0,0
5037,skin-10005037,0,20143,0,4,2,,skin-20005037,skin-30005037,,,skin-40005037,0,0
5038,skin-10005038,0,20161,0,4,2,,skin-20005038,skin-30005038,,,skin-40005038,0,0
5039,skin-10005039,0,20071,0,4,2,,skin-20005039,skin-30005039,,,skin-40005039,0,0
5040,skin-10005040,0,20136,0,4,2,,skin-20005040,skin-30005040,,,skin-40005040,0,0
5041,skin-10005041,0,20152,0,4,2,,skin-20005041,skin-30005041,,,skin-40005041,0,0
5042,skin-10005042,0,20049,0,4,2,,skin-20005042,skin-30005042,,,skin-40005042,0,0
5043,skin-10005043,0,20114,0,4,2,,skin-20005043,skin-30005043,,,skin-40005043,0,0
5044,skin-10005044,0,20178,0,4,2,,skin-20005044,skin-30005044,,,skin-40005044,0,0
5045,skin-10005045,0,20199,0,4,2,,skin-20005045,skin-30005045,,,skin-40005045,0,0
5046,skin-10005046,0,20008,0,4,2,,skin-20005046,skin-30005046,,,skin-40005046,0,0
5047,skin-10005047,0,20125,0,4,2,,skin-20005047,skin-30005047,,,skin-40005047,0,0
5048,skin-10005048,0,20159,0,4,2,,skin-20005048,skin-30005048,,,skin-40005048,0,0
5049,skin-10005049,0,20200,0,4,2,,skin-20005049,skin-30005049,,,skin-40005049,0,0
5050,skin-10005050,0,20104,0,4,2,,skin-20005050,skin-30005050,,,skin-40005050,0,0
5051,skin-10005051,0,20171,0,4,2,,skin-20005051,skin-30005051,,,skin-40005051,0,0
5052,skin-10005052,0,20201,0,4,2,,skin-20005052,skin-30005052,,,skin-40005052,0,0
5053,skin-10005053,0,20220,0,4,2,,skin-20005053,skin-30005053,,,skin-40005053,0,0
5054,skin-10005054,0,20021,0,4,2,,skin-20005054,skin-30005054,,,skin-40005054,0,0
5055,skin-10005055,0,20205,0,4,2,,skin-20005055,skin-30005055,,,skin-40005055,0,0
5056,skin-10005056,0,20216,0,4,2,,skin-20005056,skin-30005056,,,skin-40005056,0,0
5057,skin-10005057,0,20293,0,4,2,,skin-20005057,skin-30005057,,,skin-40005057,0,0
5058,skin-10005058,0,20010,0,4,2,,skin-20005058,skin-30005058,,,skin-40005058,0,0
5059,skin-10005059,0,20088,0,4,2,,skin-20005059,skin-30005059,,,skin-40005059,0,0
5060,skin-10005060,0,20115,0,4,2,,skin-20005060,skin-30005060,,,skin-40005060,0,0
5061,skin-10005061,0,20230,0,4,2,,skin-20005061,skin-30005061,,,skin-40005061,0,0
5062,skin-10005062,0,20013,0,4,2,,skin-20005062,skin-30005062,,,skin-40005062,0,0
5063,skin-10005063,0,20046,0,4,2,,skin-20005063,skin-30005063,,,skin-40005063,0,0
5064,skin-10005064,0,20050,0,4,2,,skin-20005064,skin-30005064,,,skin-40005064,0,0
5065,skin-10005065,0,20066,0,4,2,,skin-20005065,skin-30005065,,,skin-40005065,0,0
5101,skin-10005101,0,316,0,18,0,,skin-20005101,skin-30005101,,,skin-40005101,59,50
5102,skin-10005102,0,276,0,18,0,,skin-20005102,skin-30005102,,,skin-40005102,59,50
5103,skin-10005103,0,130,0,18,0,,skin-20005103,skin-30005103,,"-228.13,102.3",skin-40005103,59,50
5104,skin-10005104,0,295,0,18,0,,skin-20005104,skin-30005104,,,skin-40005104,59,50
5105,skin-10005105,0,297,0,18,0,,skin-20005105,skin-30005105,,,skin-40005105,59,50
5106,skin-10005106,0,6,0,18,0,,skin-20005106,skin-30005106,,"-154.45,-47.3",skin-40005106,59,50
5107,skin-10005107,0,38,0,18,0,,skin-20005107,skin-30005107,,,skin-40005107,59,50
5201,skin-10005201,0,104,0,4,0,,skin-20005201,skin-30005201,,,skin-40005201,61,51
5202,skin-10005202,0,296,0,4,0,,skin-20005202,skin-30005202,,,skin-40005202,61,51
5203,skin-10005203,0,318,0,4,0,,skin-20005203,skin-30005203,,"-138.5,-87.5",skin-40005203,61,51
5204,skin-10005204,0,156,0,4,0,,skin-20005204,skin-30005204,,,skin-40005204,61,51
5205,skin-10005205,0,304,0,4,0,,skin-20005205,skin-30005205,,,skin-40005205,61,51
5206,skin-10005206,0,244,0,4,0,,skin-20005206,skin-30005206,,,skin-40005206,61,51
5301,skin-10005301,0,312,0,19,0,,skin-20005301,skin-30005301,,,skin-40005301,62,54
5302,skin-10005302,0,289,0,19,0,,skin-20005302,skin-30005302,,,skin-40005302,62,54
5303,skin-10005303,0,313,0,19,0,,skin-20005303,skin-30005303,,,skin-40005303,62,54
5304,skin-10005304,0,250,0,19,0,,skin-20005304,skin-30005304,,"-67.7,68.8",skin-40005304,62,54
5305,skin-10005305,0,270,0,19,0,,skin-20005305,skin-30005305,,,skin-40005305,62,54
5306,skin-10005306,0,212,0,19,0,,skin-20005306,skin-30005306,,"-84.61,-120.2",skin-40005306,62,54
5307,skin-10005307,0,319,0,19,0,,skin-20005307,skin-30005307,,"22.3,51",skin-40005307,62,54
5308,skin-10005308,0,95,0,19,0,,skin-20005308,skin-30005308,,,skin-40005308,62,54
5309,skin-10005309,0,5,0,19,0,,skin-20005309,skin-30005309,,,skin-40005309,62,54
5401,skin-10005401,0,274,0,15,0,,skin-20005401,skin-30005401,,"-123.0,124.5",skin-40005401,63,55
5402,skin-10005402,0,160,0,15,0,,skin-20005402,skin-30005402,,,skin-40005402,63,55
5403,skin-10005403,0,97,0,15,0,,skin-20005403,skin-30005403,,,skin-40005403,63,55
5404,skin-10005404,0,150,0,15,0,,skin-20005404,skin-30005404,,"-99,-106",skin-40005404,63,55
5405,skin-10005405,0,103,0,15,0,,skin-20005405,skin-30005405,,,skin-40005405,63,55
5406,skin-10005406,0,254,0,15,0,,skin-20005406,skin-30005406,,"-108,-116",skin-40005406,63,55
5407,skin-10005407,0,230,0,15,0,,skin-20005407,skin-30005407,,,skin-40005407,63,55
5408,skin-10005408,0,131,0,15,0,,skin-20005408,skin-30005408,,,skin-40005408,63,55
5501,skin-10005501,0,253,0,15,0,,skin-20005501,skin-30005501,,,skin-40005501,64,56
5502,skin-10005502,0,261,0,15,0,,skin-20005502,skin-30005502,,,skin-40005502,64,56
5503,skin-10005503,0,315,0,15,0,,skin-20005503,skin-30005503,,"-1.6,-144.7",skin-40005503,64,56
5504,skin-10005504,0,252,0,15,0,,skin-20005504,skin-30005504,,,skin-40005504,64,56
5505,skin-10005505,0,302,0,15,0,,skin-20005505,skin-30005505,,,skin-40005505,64,56
5506,skin-10005506,0,43,0,15,0,,skin-20005506,skin-30005506,,"-97,14.86",skin-40005506,64,56
5507,skin-10005507,0,13,0,15,0,,skin-20005507,skin-30005507,,,skin-40005507,64,56
5508,skin-10005508,0,49,0,15,0,,skin-20005508,skin-30005508,,,skin-40005508,64,56
5601,skin-10005601,0,294,45601,16,0,,skin-20005601,skin-30005601,,"-237.8,61.9",skin-40005601,65,57
5602,skin-10005602,0,119,45602,16,0,,skin-20005602,skin-30005602,,,skin-40005602,65,57
5603,skin-10005603,0,307,45603,16,0,,skin-20005603,skin-30005603,,,skin-40005603,65,57
5604,skin-10005604,0,129,45604,16,0,,skin-20005604,skin-30005604,,"-46.7,-140.8",skin-40005604,65,57
5605,skin-10005605,0,153,45605,16,0,,skin-20005605,skin-30005605,,,skin-40005605,65,57
5606,skin-10005606,0,216,45606,16,0,,skin-20005606,skin-30005606,,,skin-40005606,65,57
5607,skin-10005607,0,174,45607,16,0,,skin-20005607,skin-30005607,,,skin-40005607,65,57
5608,skin-10005608,0,94,45608,16,0,,skin-20005608,skin-30005608,,,skin-40005608,65,57
5701,skin-10005701,0,245,0,4,0,,skin-20005701,skin-30005701,,,skin-40005701,67,58
5702,skin-10005702,0,243,0,4,0,,skin-20005702,skin-30005702,,,skin-40005702,67,58
5703,skin-10005703,0,16,0,4,0,,skin-20005703,skin-30005703,,,skin-40005703,67,58
5704,skin-10005704,0,317,0,4,0,,skin-20005704,skin-30005704,,"-22.11,-167.2",skin-40005704,67,58
5706,skin-10005706,0,262,0,4,0,,skin-20005706,skin-30005706,,,skin-40005706,67,58
5707,skin-10005707,0,258,0,4,0,,skin-20005707,skin-30005707,,,skin-40005707,67,58
5801,skin-10005801,0,285,0,4,0,,skin-20005801,skin-30005801,,,skin-40005801,69,61
5802,skin-10005802,0,260,0,4,0,,skin-20005802,skin-30005802,,,skin-40005802,69,61
5803,skin-10005803,0,231,0,4,0,,skin-20005803,skin-30005803,,"-183,101.6",skin-40005803,69,61
5804,skin-10005804,0,312,0,4,0,,skin-20005804,skin-30005804,,"-100.7,-115.2",skin-40005804,69,61
5805,skin-10005805,0,161,0,4,0,,skin-20005805,skin-30005805,,,skin-40005805,69,61
5806,skin-10005806,0,330,0,4,0,,skin-20005806,skin-30005806,,,skin-40005806,69,61
5807,skin-10005807,0,108,0,4,0,,skin-20005807,skin-30005807,,,skin-40005807,69,61
5808,skin-10005808,0,21,0,4,0,,skin-20005808,skin-30005808,,,skin-40005808,69,61
5901,skin-10005901,0,339,45901,4,0,RPK203_0,skin-20005901,skin-30005901,,,skin-40005901,70,62
5902,skin-10005902,0,311,45902,4,0,Lusa_0,skin-20005902,skin-30005902,,"-122.55,-129.8",skin-40005902,70,62
5903,skin-10005903,0,313,45903,4,0,SACR_0,skin-20005903,skin-30005903,,,skin-40005903,70,62
