id,name,description,rank,category,type,pow,hit,dodge,speed,rate,critical_harm_rate,critical_percent,armor_piercing,armor,shield,damage_amplify,damage_reduction,night_view_percent,bullet_number_up,skill_effect_per,skill_effect,slow_down_percent,slow_down_rate,slow_down_time,dot_percent,dot_damage,dot_time,retire_mp,retire_ammo,retire_mre,retire_part,code,develop_duration,company,skill_level_up,fit_guns,equip_introduction,powerup_mp,powerup_ammo,powerup_mre,powerup_part,exclusive_rate,bonus_type,skill,passive_skill,max_level,auto_select_id,equip_group_id
105,equip-10000105,equip-20000105,5,1,18,,,,,,"10,10","24,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_Kar98k,3600,S&B,0,46,equip-30000105,0.45,0.15,0.3,0.15,3,"critical_harm_rate:1000,critical_percent:1000",0,0,10,18008,0
106,equip-10000106,equip-20000106,5,1,18,"4,6","6,10",,,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_全息瞄准镜_HK416,3600,16Lab,0,"20065,65",equip-30000106,0.45,0.15,0.3,0.15,3,"pow:400,hit:400,critical_percent:700",0,0,10,18009,0
107,equip-10000107,equip-20000107,5,3,20,"-25,-25","-10,-10","-2,-2",,,,,,,,,,,"20,20",0,0,0,0,0,0,0,0,1,1,1,5,人形装备_弹链箱_MG3,3600,16Lab,0,88,equip-30000107,0.1,0.1,0.1,0.55,3,bullet_number_up:500,0,0,10,20010,0
108,equip-10000108,equip-20000108,5,3,20,,,,"-3,-3","1,2","11,15",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形装备_伪装披风_PTRD,3600,16Lab,0,42,equip-30000108,0.55,0.16,0.6,0.16,3,"critical_harm_rate:700,rate:1000",0,0,10,20011,0
109,equip-10000109,equip-20000109,5,1,1,,,,,,,"24,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_S,3600,16Lab,0,,equip-30000109,0.45,0.15,0.3,0.15,1,critical_percent:1000,0,0,10,1001,0
110,equip-10000110,equip-20000110,5,2,8,"12,12",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_高速弹_S,3600,16Lab,0,,equip-30000110,0.15,0.6,0.38,0.23,1,pow:700,0,0,10,8001,0
111,equip-10000111,equip-20000111,5,1,18,,"2,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_莫辛纳甘,3600,KSH,0,"20039,39",equip-30000111,0.45,0.15,0.3,0.15,3,"critical_percent:1000,hit:1000",0,0,10,18010,0
112,equip-10000112,equip-20000112,5,1,18,,"11,15",,,"-4,-1",,"15,15",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_ACOG瞄准镜_M1918,3600,CT,0,"20075,75",equip-30000112,0.45,0.15,0.3,0.15,3,"hit:1000,critical_percent:1000",0,0,10,18011,0
113,equip-10000113,equip-20000113,5,1,18,,"1,2","7,10",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_纳甘左轮,3600,NS,0,"20005,5",equip-30000113,0.55,0.23,0.23,0.23,3,"dodge:400,hit:1000,critical_percent:350",0,0,10,18012,0
114,equip-10000114,equip-20000114,5,1,18,,"3,4","6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_MP446,3600,IMP,0,"20091,91",equip-30000114,0.55,0.23,0.23,0.23,3,"dodge:300,hit:1000,critical_percent:350",0,0,10,18013,0
115,equip-10000115,equip-20000115,5,3,20,"2,3",,,"-3,-3",,"11,15",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形装备_伪装披风_SV98,3600,FSB,0,"20044,44",equip-30000115,0.55,0.16,0.6,0.16,3,"critical_harm_rate:700,pow:1000",0,0,10,20012,0
117,equip-10000117,equip-20000117,5,1,18,,,,,,,,,,,,,"100,100",,30,0,0,0,0,0,0,0,3,0,4,2,配件_特殊_clear,3600,DJMAX,0,1009,equip-30000117,0,0,0,0,3,,109406,0,0,18014,0
118,equip-10000118,equip-20000118,5,1,18,,,,,,,,,,,,,"100,100",,30,0,0,0,0,0,0,0,3,0,4,2,配件_特殊_fail,3600,DJMAX,0,1010,equip-30000118,0,0,0,0,3,,109504,0,0,18015,0
119,equip-10000119,equip-20000119,5,1,18,"3,4","1,2",,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_FAMAS,3600,SED,0,69,equip-30000119,0.45,0.15,0.3,0.15,3,"critical_percent:1000,hit:1000,pow:1000",0,0,10,18016,0
120,equip-10000120,equip-20000120,5,1,3,,"15,15",,,"-1,-1",,,,,,,,,,0,0,0,0,0,0,0,0,3,0,4,2,配件_ACOG瞄准镜_S,3600,16Lab,0,,equip-30000120,0.45,0.15,0.3,0.15,1,hit:1000,0,0,10,3001,0
121,equip-10000121,equip-20000121,5,3,10,"-6,-6",,"25,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_外骨骼_S,3600,16Lab,0,,equip-30000121,0.3,0.23,0.15,0.38,1,dodge:400,0,0,10,10001,0
122,equip-10000122,equip-20000122,5,1,18,"1,2",,"6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_柯尔特左轮,2820,CT,0,"20001,1",equip-30000122,0.55,0.23,0.23,0.23,3,"pow:500,dodge:300,critical_percent:350",0,0,10,18017,0
123,equip-10000123,equip-20000123,5,1,18,"2,3","11,15",,,,,"15,15",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_布伦,3600,LA,0,"20089,89",equip-30000123,0.45,0.15,0.3,0.15,3,"hit:1000,pow:700,critical_percent:1000",0,0,10,18018,0
124,equip-10000124,equip-20000124,5,1,18,"3,4",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_G3,3600,PTR,0,"20063,63",equip-30000124,0.45,0.15,0.3,0.15,3,"critical_percent:1000,pow:1000",0,0,10,18019,0
125,equip-10000125,equip-20000125,5,1,18,,,"7,10",,,,"15,18",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_UMP45,3600,???,0,"20103,103",equip-30000125,0.55,0.23,0.23,0.23,3,"dodge:500,critical_percent:400",0,0,10,18020,0
126,equip-10000126,equip-20000126,5,1,18,"6,9","6,10",,,"-4,-2",,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_M4SOPMODII,3600,???,0,"20056,56",equip-30000126,0.45,0.15,0.3,0.15,3,"pow:350,hit:400",0,0,10,18021,0
127,equip-10000127,equip-20000127,5,3,20,"10,10","5,5","12,12",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_G41,3600,MS,0,62,equip-30000127,0.3,0.25,0.12,0.38,3,"pow:1500,hit:1000,dodge:700",0,0,10,20013,0
128,equip-10000128,equip-20000128,5,1,18,,,"8,11",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_司登,3600,RSAF,0,"20029,29",equip-30000128,0.55,0.25,0.25,0.23,3,"dodge:400,critical_percent:350",0,0,10,18022,0
129,equip-10000129,equip-20000129,5,1,18,,"3,5",,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_M14,3600,SFA,0,"20037,37",equip-30000129,0.45,0.15,0.3,0.15,3,"critical_percent:1000,hit:1000",0,0,10,18023,0
130,equip-10000130,equip-20000130,5,1,18,,"3,4",,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_G36,3600,ZF,0,"20064,64",equip-30000130,0.45,0.15,0.3,0.15,3,"critical_percent:1000,hit:1000",0,0,10,18024,0
131,equip-10000131,equip-20000131,5,1,18,"1,1","13,17",,,,,"15,15",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_ACOG瞄准镜_LWMMG,3600,TJC,0,"20081,81",equip-30000131,0.45,0.15,0.3,0.15,3,"hit:1000,pow:1000,critical_percent:1000",0,0,10,18025,0
132,equip-10000132,equip-20000132,5,1,18,,"18,18",,,"-1,-1",,"20,20",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_ACOG瞄准镜_MG4,3600,TJC,0,"125,20125",equip-30000132,0.45,0.15,0.3,0.15,3,"hit:1000,critical_percent:750",0,0,10,18026,0
133,equip-10000133,equip-20000133,5,1,18,,"1,2","6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_斯捷奇金,3600,USR,0,"20007,7",equip-30000133,0.55,0.23,0.23,0.23,3,"dodge:300,critical_percent:350,hit:1000",300119,300120,10,18027,0
134,equip-10000134,equip-20000134,5,1,18,"5,5","14,18",,,"-4,-1",,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_ACOG瞄准镜_乌兹,3600,MPL,0,"20032,32",equip-30000134,0.45,0.15,0.3,0.15,3,"pow:1000,hit:1000",0,0,10,18028,0
135,equip-10000135,equip-20000135,5,2,19,"10,14",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_高速弹_ASVal,3600,TTM,0,"20060,60",equip-30000135,0.15,0.6,0.38,0.23,3,pow:750,0,0,10,19005,0
136,equip-10000136,equip-20000136,5,2,19,"10,14",,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_高速弹_StG44,3600,PAW,0,"20061,61",equip-30000136,0.15,0.6,0.38,0.23,3,pow:750,0,0,10,19006,0
137,equip-10000137,equip-20000137,5,1,18,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊1_吉尔,3600,BTC,0,1017,equip-30000137,0,0,0,0,3,,0,710102,0,18029,0
138,equip-10000138,equip-20000138,5,1,18,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊2_吉尔,3600,BTC,0,1017,equip-30000138,0,0,0,0,3,,0,710105,0,18030,0
139,equip-10000139,equip-20000139,5,2,19,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_特殊1_吉尔,3600,BTC,0,1017,equip-30000139,0,0,0,0,3,,0,710122,0,19007,0
140,equip-10000140,equip-20000140,5,2,19,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_特殊2_吉尔,3600,BTC,0,1017,equip-30000140,0,0,0,0,3,,0,710103,0,19008,0
141,equip-10000141,equip-20000141,5,3,20,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形_特殊1_吉尔,3600,BTC,0,1017,equip-30000141,0,0,0,0,3,,0,710104,0,20014,0
142,equip-10000142,equip-20000142,5,1,18,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊3_吉尔,3600,BTC,0,1017,equip-30000142,0,0,0,0,3,,0,710106,0,18031,0
143,equip-10000143,equip-20000143,5,2,19,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_特殊3_吉尔,3600,BTC,0,1017,equip-30000143,0,0,0,0,3,,0,710120,0,19009,0
144,equip-10000144,equip-20000144,5,3,20,,,"15,15",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形_特殊2_吉尔,3600,BTC,0,1017,equip-30000144,0,0,0,0,3,,0,710121,0,20015,0
145,equip-10000145,equip-20000145,5,3,20,"2,4",,"-3,-2",,,,,,"6,8",,,,,,0,0,0,0,0,0,0,0,2,2,3,3,人形_特殊_达娜,3600,Zaibatsu Corp.,0,1022,equip-30000145,0.23,0.23,0.33,0.33,3,"pow:500,armor:400",0,0,10,20016,0
146,equip-10000146,equip-20000146,5,2,19,"12,15",,,,,,,"-10,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_状态弹_多萝西,3600,Zaibatsu Corp.,0,1019,equip-30000146,0.48,0.48,0.08,0.25,3,pow:500,0,0,10,19010,0
147,equip-10000147,equip-20000147,5,3,20,,,"15,20",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形_外骨骼_赛伊,3600,Zaibatsu Corp.,0,1018,equip-30000147,0.3,0.23,0.15,0.38,3,dodge:700,0,0,10,20017,0
148,equip-10000148,equip-20000148,5,3,20,,,,"-3,-3","1,2","15,20",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形_特殊_史黛拉,3600,Zaibatsu Corp.,0,1020,equip-30000148,0.55,0.16,0.6,0.16,3,"rate:500,critical_harm_rate:500",0,0,10,20018,0
149,equip-10000149,equip-20000149,5,3,20,"2,4",,"-3,-2",,,,,,,,,,,"3,4",0,0,0,0,0,0,0,0,4,0,5,0,人形_特殊_阿尔玛,3600,Zaibatsu Corp.,0,1021,equip-30000149,0.55,0.16,0.6,0.16,3,"pow:500,bullet_number_up:500",0,0,10,20019,0
150,equip-10000150,equip-20000150,5,1,18,,"13,17",,,"-4,-1",,"20,20",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光学瞄准镜_FG42,3600,ZF,0,110,equip-30000150,0.45,0.15,0.3,0.15,3,"hit:900,critical_percent:500",0,0,10,18032,0
151,equip-10000151,equip-20000151,5,2,19,"8,12","1,2",,,,"14,18",,,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,弹匣_霰弹_鹿弹_KS23,3600,FD,0,158,equip-30000151,0.08,0.53,0.08,0.45,3,"pow:500,hit:1000,critical_harm_rate:500",0,0,10,19011,0
152,equip-10000152,equip-20000152,5,1,18,"3,5","1,2",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_SIG510,3600,SIG,0,74,equip-30000152,0.45,0.15,0.3,0.15,3,"pow:800,hit:1000,critical_percent:1000",0,0,10,18033,0
153,equip-10000153,equip-20000153,5,1,18,,"4,6",,,"2,4",,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_BM59,3600,BRT,0,52,equip-30000153,0.45,0.15,0.3,0.15,3,"hit:450,rate:500,critical_percent:1000",0,0,10,18034,0
154,equip-10000154,equip-20000154,5,1,18,"3,4",,"12,14",,,,"15,20",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_M3,3600,OSS,0,17,equip-30000154,0.55,0.23,0.23,0.23,3,"pow:1000,dodge:500,critical_percent:400",0,0,10,18035,0
155,equip-10000155,equip-20000155,5,1,18,,,"11,13",,,,"15,20",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_PPK,3600,WTR,0,10,equip-30000155,0.55,0.23,0.23,0.23,3,"dodge:400,critical_percent:500",0,0,10,18036,0
156,equip-10000156,equip-20000156,5,1,18,"5,7","6,10","10,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_ACOG_UMP9,3600,AMP,0,"20101,101",equip-30000156,0.45,0.15,0.3,0.15,3,"pow:450,hit:500,dodge:500",0,0,10,18037,0
157,equip-10000157,equip-20000157,5,1,18,"5,7","7,11","10,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_其它_MP5,3600,SF,0,"20026,26",equip-30000157,0.45,0.15,0.3,0.15,3,"pow:450,hit:400,dodge:500",0,0,10,18038,0
158,equip-10000158,equip-20000158,5,1,18,"1,3",,,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_其它_汉阳�,3600,KXY,0,"20095,95",equip-30000158,0.45,0.15,0.3,0.15,3,"pow:800,critical_percent:1000",0,0,10,18039,0
159,equip-10000159,equip-20000159,5,3,20,"10,10",,"10,12",,,"6,8",,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,配件_人形_hk416,3600,HK,0,"20065,65",equip-30000159,0.3,0.23,0.15,0.38,3,"pow:1500,dodge:700,critical_harm_rate:250",0,0,10,20020,0
160,equip-10000160,equip-20000160,5,1,18,,,,,"2,2",,"24,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_lee,3600,VKS,0,50,equip-30000160,0.45,0.15,0.3,0.15,3,"rate:1000,critical_percent:1000",0,0,10,18040,0
161,equip-10000161,equip-20000161,5,1,18,"2,3",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_9597,3600,208,0,"129,130",equip-30000161,0.45,0.15,0.3,0.15,3,"pow:700,critical_percent:1000",0,0,10,18041,0
162,equip-10000162,equip-20000162,5,3,20,"2,3",,"-3,-2",,,,,,,,,,,"2,3",0,0,0,0,0,0,0,0,1,1,1,5,配件_特殊_RPD,3420,GDR,0,84,equip-30000162,0.1,0.1,0.1,0.55,3,"bullet_number_up:700,pow:1000",0,0,10,20021,0
163,equip-10000163,equip-20000163,5,1,18,,,"10,12",,"-6,-4",,"15,20",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_上机匣_MAC10,2820,LGE,0,18,equip-30000163,0.55,0.23,0.23,0.23,3,"dodge:700,critical_percent:750",0,0,10,18042,0
164,equip-10000164,equip-20000164,5,1,18,,"3,3","10,12",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_聚合物握把_M9,2820,RT,0,3,equip-30000164,0.55,0.23,0.23,0.23,3,"dodge:700,critical_percent:350",0,0,10,18043,0
165,equip-10000165,equip-20000165,5,3,20,"5,5",,"10,12",,"5,5",,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_其它_Tar21,3600,IRI,0,72,equip-30000165,0.3,0.25,0.12,0.38,3,"pow:2000,rate:1000,dodge:700",0,0,10,20022,0
166,equip-10000166,equip-20000166,5,1,18,"4,6","6,10",,,"-6,-4",,,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_全息_伯莱塔38,2880,DO,0,"31,20031",equip-30000166,0.45,0.15,0.3,0.15,3,"pow:900,hit:500",0,0,10,18044,0
167,equip-10000167,equip-20000167,5,1,18,,,"8,10",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_C96,2820,MS,0,"12,20012",equip-30000167,0.55,0.23,0.23,0.23,3,"dodge:1000,critical_percent:700",0,0,10,18045,0
168,equip-10000168,equip-20000168,5,1,18,,,"12,15",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_樱花,2820,IJ,0,228,equip-30000168,0.55,0.23,0.23,0.23,3,"dodge:700,critical_percent:350",0,0,10,18046,0
169,equip-10000169,equip-20000169,5,1,18,,,,,,"6,10","17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_导轨_RFB,3600,KTC,0,172,equip-30000169,0.45,0.15,0.3,0.15,3,"critical_percent:1000,critical_harm_rate:800",0,0,10,18047,0
170,equip-10000170,equip-20000170,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_NTW20,3300,DD,0,"53,20053",equip-30000170,0.08,0.5,0.3,0.3,3,"armor_piercing:500,pow:1000",0,0,10,19012,0
171,equip-10000171,equip-20000171,5,3,20,,,"8,12",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_呆毛_斯捷奇金,3120,WTF,0,"7,20007",equip-30000171,0.3,0.25,0.12,0.38,3,"dodge:700,critical_percent:350",0,0,10,20023,0
172,equip-10000172,equip-20000172,5,1,18,"3,5",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_光瞄_M21,2700,Redfield,0,38,equip-30000172,0.45,0.15,0.3,0.15,3,"critical_percent:1000,pow:800",0,0,10,18048,0
173,equip-10000173,equip-20000173,5,2,19,"8,12",,,,,"6,10",,,,,,,,,0,0,0,0,0,0,0,0,0,5,3,2,弹匣_子弹_ots12,3480,TCP,0,105,equip-30000173,0.15,0.6,0.38,0.23,3,"pow:700,critical_harm_rate:500",0,0,10,19013,0
174,equip-10000174,equip-20000174,5,2,19,"8,8","12,12",,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,3,1,4,弹匣_高爆弹_AA12,3240,CS,0,163,equip-30000174,0.08,0.39,0.08,0.48,3,"hit:700,pow:900",0,114001,10,19014,0
175,equip-10000175,equip-20000175,5,1,18,"2,3",,"6,8",,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音_MDR,2820,MDR,0,215,equip-30000175,0.55,0.23,0.23,0.23,3,"dodge:300,critical_percent:1000,pow:1000",0,0,10,18049,0
176,equip-10000176,equip-20000176,5,2,19,"7,10",,,,"1,2",,,"16,20",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_子弹_Gsh18,3180,IOP,0,"221,20221",equip-30000176,0.48,0.48,0.08,0.25,3,"pow:500,rate:500,armor_piercing:750",0,0,10,19015,0
177,equip-10000177,equip-20000177,5,1,18,,"11,15",,,"-4,-1","12,15",,,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_M500,3000,MGP,0,"154,20154",equip-30000177,0.45,0.15,0.3,0.15,3,"hit:1000,critical_harm_rate:650",0,0,10,18050,0
178,equip-10000178,equip-20000178,5,2,19,"3,5",,,,,,,"110,120",,,,,,,0,0,0,0,0,0,0,0,0,4,2,3,弹匣_子弹_KSVK,3300,IOP,0,"252,20252",equip-30000178,0.08,0.5,0.3,0.3,3,"armor_piercing:500,pow:1000",0,0,10,19016,0
179,equip-10000179,equip-20000179,5,1,18,,,"9,12",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_M950A,2820,IOP,0,"97,20097",equip-30000179,0.55,0.23,0.23,0.23,3,"dodge:700,critical_percent:350",0,0,10,18051,0
180,equip-10000180,equip-20000180,5,1,18,,,"8,11",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_枪托_马卡洛夫,2820,FAB,0,"8,20008",equip-30000180,0.55,0.23,0.23,0.23,3,"dodge:1000,critical_percent:350",0,0,10,18052,0
181,equip-10000181,equip-20000181,5,2,19,"7,10",,,,"-4,-4",,,"-10,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹闸_子弹_蝎式,3180,G2R,0,27,equip-30000181,0.48,0.48,0.08,0.25,3,pow:1000,0,0,10,19017,0
182,equip-10000182,equip-20000182,5,2,19,"12,15",,,,"-4,-4",,,,,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹闸_子弹_79式,3180,S&B,0,127,equip-30000182,0.48,0.48,0.08,0.25,3,pow:700,0,0,10,19018,0
183,equip-10000183,equip-20000183,5,3,20,,,,"-3,-3",,"20,25",,,,,,,,,0,0,0,0,0,0,0,0,4,0,5,0,人形_特殊_莉可,3360,IOP,0,1024,equip-30000183,0.55,0.16,0.6,0.16,3,critical_harm_rate:800,0,0,10,20024,0
184,equip-10000184,equip-20000184,5,3,20,"8,8",,"8,12",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形_特殊_安洁莉卡,3120,IOP,0,1027,equip-30000184,0.3,0.25,0.12,0.38,3,"dodge:700,pow:900",0,0,10,20025,0
185,equip-10000185,equip-20000185,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_特殊_库拉耶丝,2700,IOP,0,1026,equip-30000185,0.45,0.15,0.3,0.15,3,"critical_percent:1000,hit:700,pow:1000",0,900716,10,18053,0
186,equip-10000186,equip-20000186,5,2,19,"7,10",,,,,"10,15","11,14",,,,,,,,0,0,0,0,0,0,0,0,1,4,1,3,配件_特殊_崔耶拉,3240,IOP,0,1025,equip-30000186,0.08,0.53,0.08,0.45,3,"pow:500,critical_harm_rate:500,critical_percent:800",0,0,10,19019,0
187,equip-10000187,equip-20000187,5,1,18,,"1,3","6,8",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_海莉艾塔,2820,IOP,0,1023,equip-30000187,0.55,0.23,0.23,0.23,3,"dodge:300,critical_percent:700,hit:700",0,0,10,18054,0
188,equip-10000188,equip-20000188,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_陨石_库拉耶丝,2700,IOP,0,1026,equip-30000188,0.45,0.15,0.3,0.15,3,"critical_percent:1000,hit:700,pow:1000",0,900717,10,18055,0
189,equip-10000189,equip-20000189,5,1,18,"3,5","1,3",,,,,"18,25",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_手表_库拉耶丝,2700,IOP,0,1026,equip-30000189,0.45,0.15,0.3,0.15,3,"critical_percent:1000,hit:700,pow:1000",0,900718,10,18056,0
190,equip-10000190,equip-20000190,5,3,20,"10,10","3,5",,,,"10,10",,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_Gbox_G11,3120,404后勤部,0,"122,20122",equip-30000190,0.3,0.25,0.12,0.38,3,"pow:1000,hit:1000,critical_harm_rate:1500",0,0,10,20026,0
191,equip-10000191,equip-20000191,5,1,18,"3,5",,,,,,"17,24",,,,,,,,0,0,0,0,0,0,0,0,4,0,3,2,配件_枪托_Super SASS,2700,MGP,0,"124,20124",equip-30000191,0.45,0.15,0.3,0.15,3,"critical_percent:1000,pow:1000",0,0,10,18057,0
192,equip-10000192,equip-20000192,5,3,20,"-8,-6",,"20,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_RO635,3120,IOP,0,"143,20143",equip-30000192,0.3,0.25,0.12,0.38,3,dodge:800,0,0,10,20027,0
193,equip-10000193,equip-20000193,5,3,20,,,"1,2",,,,,,"6,8",,,,,,0,0,0,0,0,0,0,0,2,2,3,3,人形装备_插板_97霰,3060,IOP,0,"161,20161",equip-30000193,0.23,0.23,0.33,0.38,3,armor:400,0,0,10,20028,0
194,equip-10000194,equip-20000194,5,1,18,,,"8,11",,,,"12,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_谢尔久科夫,2820,IOP,0,113,equip-30000194,0.55,0.23,0.23,0.23,3,"dodge:1000,critical_percent:350",0,0,10,18058,0
195,equip-10000195,equip-20000195,5,2,19,"8,10",,,,,,,"-10,-7",,,,,,,0,0,0,0,0,0,0,0,4,4,0,2,弹匣_子弹_阿斯特拉,3600,ILM,0,14,equip-30000195,0.48,0.48,0.08,0.25,3,pow:1000,0,0,10,19020,0
196,equip-10000196,equip-20000196,5,1,18,"1,2",,"7,10",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_特殊_幽灵,2820,IOP,0,92,equip-30000196,0.55,0.23,0.23,0.23,3,"dodge:1000,pow:1000",0,0,10,18059,0
197,equip-10000197,equip-20000197,5,3,20,"-6,-6",,"25,25",,,,,,,,,,,,0,0,0,0,0,0,0,0,4,2,0,4,人形装备_特殊_索米,3120,IOP,0,115,equip-30000197,0.3,0.25,0.12,0.38,3,dodge:900,0,0,10,20029,0
198,equip-10000198,equip-20000198,5,1,18,,,"7,10",,,,"16,20",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_枪托_NZ75,2820,IOP,0,126,equip-30000198,0.55,0.23,0.23,0.23,3,"dodge:1000,critical_percent:500",0,0,10,18060,0
199,equip-10000199,equip-20000199,5,1,18,,,"8,8",,,,"15,15",,,,,,,,0,0,0,0,0,0,0,0,4,2,2,2,配件_消音器_特工Vector,2820,SC,0,1028,equip-30000199,0.55,0.23,0.23,0.23,1,"dodge:300,critical_percent:350",0,900992,10,18061,1
