id,map_id,spot_id,spot_type,sub_type,difficulty_group,mission,model_code,model_height
1513,22,26,2,0,2,,SpriteHouse_01,4.65
1514,22,34,3,0,2,,HeavyEquipment_01,5.54
1515,22,35,1,0,2,,Fighthouse_02,4.21
1516,22,36,1,0,2,,Fighthouse_02,4.59
1517,22,15,1,0,3,,Fighthouse_03,4.58
1518,22,30,1,0,3,,Fighthouse_01,5.5
1519,22,37,1,0,3,,Fighthouse_03,4.97
1520,22,41,1,0,3,,Fighthouse_03,4.98
1521,22,42,1,0,3,,Fighthouse_03,4.66
1522,22,44,2,0,3,,SpriteHouse_01,5.39
1523,22,7,1,0,3,,Fighthouse_01,4.87
1524,22,16,1,0,3,,Fighthouse_03,4.91
1525,22,50,1,0,4,,Fighthouse_01,5.24
1526,22,8,1,0,4,,Fighthouse_03,5.1
1527,22,51,1,0,4,,Fighthouse_02,5.34
1528,22,53,3,0,4,,HeavyEquipment_01,6.22
1529,22,58,1,0,4,,Fighthouse_01,5.44
1530,22,61,1,0,4,,Fighthouse_01,4.21
1531,22,57,1,0,4,,Fighthouse_03,5.01
1532,22,60,2,0,4,,SpriteHouse_01,6.04
1533,22,62,1,0,5,,Fighthouse_03,6.23
1534,22,65,3,0,5,,Othercastle_01,6.01
1535,22,67,1,2,6,,Bosstower_01,7.02
1536,22,69,1,0,5,,Fighthouse_01,6.46
1537,22,56,1,0,5,,Fighthouse_04,6.08
1538,22,64,1,0,5,,Fighthouse_04,6.12
1539,22,70,1,0,5,,Fighthouse_04,6.5
1540,22,63,1,0,5,,Fighthouse_01,6.36
1541,23,6,5,0,0,,Block02,4.77
1542,23,9,5,0,0,,Block03,4.52
1543,23,14,5,0,0,,Block03,4.79
1544,23,17,5,0,0,,Block02,4.76
1545,23,18,5,0,0,,Block02,4.7
1546,23,19,5,0,0,,Block01,4.78
1547,23,22,4,0,0,,Dialoguetower_03,5.67
1548,23,23,5,0,0,,Block02,4.59
1549,23,24,5,0,0,,Block02,4.94
1550,23,25,5,0,0,,Block03,4.65
1551,23,29,5,0,0,,Block01,4.81
1552,23,31,5,0,0,,Block01,4.76
1553,23,32,5,0,0,,Block02,4.98
1554,23,33,5,0,0,,Block03,4.92
1555,23,38,5,0,0,,Block01,4.6
1556,23,39,5,0,0,,Block03,4.59
1557,23,40,5,0,0,,Block01,4.77
1558,23,43,5,0,0,,Block03,4.5
1559,23,45,5,0,0,,Block03,4.59
1560,23,46,5,0,0,,Block01,4.62
1561,23,47,5,0,0,,Block01,4.79
1562,23,48,5,0,0,,Block03,4.86
1563,23,49,5,0,0,,Block02,4.93
1564,23,52,4,0,0,,Dialoguetower_02,5.88
1565,23,54,5,0,0,,Block01,4.52
1566,23,55,5,0,0,,Block01,4.66
1567,23,59,5,0,0,,Block01,4.95
1568,23,66,5,0,0,,Block03,4.66
1569,23,68,5,0,0,,Block02,4.55
1570,23,1,1,1,1,,Fighthouse_01,4.46
1571,23,2,1,0,1,,Fighthouse_01,4.62
1572,23,10,1,0,1,,Fighthouse_01,4.98
1573,23,3,1,0,1,,Fighthouse_01,4.1
1574,23,11,1,0,1,,Fighthouse_01,5.2
1575,23,4,2,0,1,,SpriteHouse_01,5.48
1576,23,12,1,0,1,,Fighthouse_01,4.24
1577,23,5,2,0,1,,SpriteHouse_01,5.01
1578,23,13,1,0,2,,Fighthouse_03,4.55
1579,23,20,1,0,2,,Fighthouse_01,5.04
1580,23,21,3,0,2,,HeavyEquipment_01,5.13
1581,23,27,1,0,2,,Fighthouse_03,4.65
1582,23,28,1,0,2,,Fighthouse_02,4.32
1583,23,26,3,0,2,,HeavyEquipment_01,4.83
1584,23,34,3,0,2,,HeavyEquipment_01,4.57
1585,23,35,1,0,2,,Fighthouse_02,4.78
1586,23,36,1,0,3,,Fighthouse_03,4.95
1587,23,15,1,0,3,,Fighthouse_01,4.06
1588,23,30,1,0,3,,Fighthouse_03,4.85
1589,23,37,1,0,3,,Fighthouse_01,4.91
1590,23,41,1,0,3,,Fighthouse_03,4.56
1591,23,42,1,0,3,,Fighthouse_03,4.57
1592,23,44,2,0,3,,SpriteHouse_01,4.63
1593,23,7,1,0,3,,Fighthouse_03,4.52
1594,23,16,1,0,4,,Fighthouse_02,5.41
1595,23,50,1,0,4,,Fighthouse_02,5.21
1596,23,8,1,0,4,,Fighthouse_03,5.3
1597,23,51,1,0,4,,Fighthouse_04,5.44
1598,23,53,2,0,4,,SpriteHouse_01,6.38
1599,23,61,1,0,4,,Fighthouse_04,5.31
1600,23,57,1,0,4,,Fighthouse_04,5.18
1601,23,58,1,2,6,,Bosstower_01,7.26
1602,23,60,3,0,4,,Othercastle_01,6.18
1603,23,62,1,0,5,,Fighthouse_04,6.19
1604,23,65,3,0,5,,Othercastle_01,6.16
1605,23,69,1,0,5,,Fighthouse_01,6.06
1606,23,56,1,0,5,,Fighthouse_01,6.08
1607,23,64,1,0,5,,Fighthouse_01,6.16
1608,23,67,2,0,5,,SpriteHouse_01,6.28
1609,23,70,1,0,5,,Fighthouse_01,6.27
1610,23,63,1,0,5,,Fighthouse_02,6.2
1611,24,6,5,0,0,,Block01,4.71
1612,24,9,5,0,0,,Block03,5.0
1613,24,12,4,0,0,,Dialoguetower_03,5.65
1614,24,14,5,0,0,,Block02,4.83
1615,24,17,5,0,0,,Block01,4.76
1616,24,18,5,0,0,,Block02,4.83
1617,24,19,5,0,0,,Block01,4.52
1618,24,22,4,0,0,,Dialoguetower_02,5.96
1619,24,23,5,0,0,,Block03,4.59
1620,24,24,5,0,0,,Block03,4.59
1621,24,25,5,0,0,,Block01,4.78
1622,24,29,5,0,0,,Block01,4.56
1623,24,31,5,0,0,,Block03,4.93
1624,24,32,5,0,0,,Block01,4.64
1625,24,33,5,0,0,,Block01,4.88
1626,24,38,5,0,0,,Block03,4.79
1627,24,39,5,0,0,,Block03,4.77
1628,24,40,5,0,0,,Block02,4.88
1629,24,43,5,0,0,,Block02,4.51
1630,24,45,5,0,0,,Block02,4.63
1631,24,46,5,0,0,,Block01,4.56
1632,24,47,5,0,0,,Block01,4.61
1633,24,48,5,0,0,,Block03,4.81
1634,24,49,5,0,0,,Block01,4.86
1635,24,52,4,0,0,,Dialoguetower_03,5.85
1636,24,54,5,0,0,,Block01,4.55
1637,24,55,5,0,0,,Block01,4.88
1638,24,59,5,0,0,,Block01,4.93
1639,24,66,5,0,0,,Block03,4.91
1640,24,68,5,0,0,,Block03,4.63
1641,24,62,1,0,1,,Fighthouse_02,4.16
1642,24,69,1,0,1,,Fighthouse_02,4.73
1643,24,70,1,1,1,,Fighthouse_02,4.86
1644,24,53,3,0,1,,HeavyEquipment_01,5.69
1645,24,61,1,0,1,,Fighthouse_01,4.35
1646,24,60,3,0,1,,HeavyEquipment_01,5.03
1647,24,44,2,0,1,,SpriteHouse_01,4.83
1648,24,51,1,0,1,,Fighthouse_02,4.39
1649,24,67,3,0,2,,HeavyEquipment_01,5.01
1650,24,36,1,0,2,,Fighthouse_02,4.73
1651,24,37,1,0,2,,Fighthouse_02,4.17
1652,24,50,1,0,2,,Fighthouse_03,4.5
1653,24,28,1,0,2,,Fighthouse_03,4.71
1654,24,30,1,0,2,,Fighthouse_02,4.15
1655,24,42,1,0,2,,Fighthouse_02,4.08
1656,24,58,1,0,2,,Fighthouse_03,4.92
1657,24,20,1,0,3,,Fighthouse_03,4.88
1658,24,21,2,0,3,,SpriteHouse_01,5.05
1659,24,34,2,0,3,,SpriteHouse_01,5.3
1660,24,35,1,0,3,,Fighthouse_01,4.75
1661,24,41,1,0,3,,Fighthouse_01,5.15
1662,24,57,1,0,3,,Fighthouse_03,4.51
1663,24,65,3,0,3,,HeavyEquipment_01,5.07
1664,24,13,1,0,3,,Fighthouse_01,4.05
1665,24,15,1,0,4,,Fighthouse_03,5.07
1666,24,26,2,0,4,,SpriteHouse_01,6.38
1667,24,27,1,0,4,,Fighthouse_02,5.41
1668,24,64,1,0,4,,Fighthouse_01,5.01
1669,24,3,1,0,4,,Fighthouse_01,5.08
1670,24,4,2,0,4,,SpriteHouse_01,6.37
1671,24,5,3,0,4,,Othercastle_01,6.36
1672,24,7,1,0,4,,Fighthouse_01,5.33
1673,24,11,1,0,5,,Fighthouse_02,6.5
1674,24,16,1,0,5,,Fighthouse_02,6.31
1675,24,56,1,0,5,,Fighthouse_04,6.14
1676,24,63,1,0,5,,Fighthouse_04,6.01
1677,24,2,1,2,6,,Bosstower_01,7.5
1678,24,8,1,0,5,,Fighthouse_01,6.31
1679,24,10,1,0,5,,Fighthouse_04,6.12
1680,24,1,1,0,5,,Fighthouse_04,6.28
1681,25,6,5,0,0,,Block03,4.73
1682,25,9,5,0,0,,Block01,4.66
1683,25,12,4,0,0,,Dialoguetower_02,5.62
1684,25,14,5,0,0,,Block03,4.7
1685,25,17,5,0,0,,Block03,4.93
1686,25,18,5,0,0,,Block03,4.69
1687,25,19,5,0,0,,Block01,4.89
1688,25,22,4,0,0,,Dialoguetower_03,5.99
1689,25,23,5,0,0,,Block03,4.69
1690,25,24,5,0,0,,Block03,4.87
1691,25,25,5,0,0,,Block02,4.81
1692,25,29,5,0,0,,Block03,4.65
1693,25,31,5,0,0,,Block01,4.54
1694,25,32,5,0,0,,Block02,4.63
1695,25,33,5,0,0,,Block01,4.92
1696,25,38,5,0,0,,Block03,4.6
1697,25,39,5,0,0,,Block02,4.79
1698,25,40,5,0,0,,Block01,4.57
1699,25,43,5,0,0,,Block01,4.9
1700,25,45,5,0,0,,Block01,4.64
1701,25,46,5,0,0,,Block03,4.53
1702,25,47,5,0,0,,Block03,4.64
1703,25,48,5,0,0,,Block02,4.65
1704,25,49,5,0,0,,Block02,4.74
1705,25,52,4,0,0,,Dialoguetower_02,5.7
1706,25,54,5,0,0,,Block01,5.0
1707,25,55,5,0,0,,Block01,4.79
1708,25,59,5,0,0,,Block03,4.81
1709,25,66,5,0,0,,Block02,4.6
1710,25,68,5,0,0,,Block02,4.77
1711,25,7,1,0,1,,Fighthouse_01,4.53
1712,25,8,1,1,1,,Fighthouse_01,5.47
1713,25,16,1,0,1,,Fighthouse_01,5.25
1714,25,15,1,0,1,,Fighthouse_01,4.91
1715,25,21,2,0,1,,SpriteHouse_01,5.41
1716,25,30,1,0,1,,Fighthouse_01,5.3
1717,25,13,1,0,1,,Fighthouse_02,4.51
1718,25,20,1,0,1,,Fighthouse_02,5.0
1719,25,28,1,0,2,,Fighthouse_01,4.26
1720,25,37,1,0,2,,Fighthouse_02,4.16
1721,25,4,2,0,2,,SpriteHouse_01,4.89
1722,25,5,3,0,2,,HeavyEquipment_01,4.63
1723,25,27,1,0,2,,Fighthouse_02,4.78
1724,25,35,1,0,2,,Fighthouse_02,4.93
1725,25,36,1,0,2,,Fighthouse_03,4.79
1726,25,44,2,0,2,,SpriteHouse_01,4.99
1727,25,3,1,0,3,,Fighthouse_03,4.54
1728,25,11,1,0,3,,Fighthouse_01,5.33
1729,25,26,2,0,3,,SpriteHouse_01,4.74
1730,25,34,2,0,3,,SpriteHouse_01,4.97
1731,25,42,1,0,3,,Fighthouse_03,4.65
1732,25,51,1,0,3,,Fighthouse_01,4.09
1733,25,2,1,0,3,,Fighthouse_03,4.81
1734,25,10,1,0,3,,Fighthouse_03,4.83
1735,25,41,1,0,4,,Fighthouse_01,5.24
1736,25,50,1,0,4,,Fighthouse_01,5.15
1737,25,53,3,0,4,,Othercastle_01,6.06
1738,25,60,3,0,4,,HeavyEquipment_01,6.27
1739,25,61,1,0,4,,Fighthouse_04,5.34
1740,25,1,1,0,4,,Fighthouse_04,5.45
1741,25,58,1,0,4,,Fighthouse_02,5.2
1742,25,62,1,0,4,,Fighthouse_04,5.0
1743,25,67,3,0,5,,HeavyEquipment_01,6.44
1744,25,69,1,0,5,,Fighthouse_02,6.5
1745,25,57,1,0,5,,Fighthouse_04,6.18
1746,25,65,3,0,5,,HeavyEquipment_01,6.5
1747,25,70,1,2,6,,Bosstower_01,7.09
1748,25,56,1,0,5,,Fighthouse_04,6.16
1749,25,64,1,0,5,,Fighthouse_04,6.15
1750,25,63,1,0,5,,Fighthouse_02,6.45
1751,26,6,5,0,0,,Block01,4.59
1752,26,9,5,0,0,,Block03,4.52
1753,26,12,4,0,0,,Dialoguetower_02,6.0
1754,26,14,5,0,0,,Block01,4.93
1755,26,17,5,0,0,,Block03,4.88
1756,26,18,5,0,0,,Block03,4.88
1757,26,19,5,0,0,,Block03,4.8
1758,26,22,4,0,0,,Dialoguetower_01,5.62
1759,26,23,5,0,0,,Block03,4.65
1760,26,24,5,0,0,,Block02,4.91
1761,26,25,5,0,0,,Block02,4.87
1762,26,29,5,0,0,,Block01,4.6
1763,26,31,5,0,0,,Block02,4.7
1764,26,32,5,0,0,,Block01,4.62
1765,26,33,5,0,0,,Block03,4.66
1766,26,38,5,0,0,,Block02,4.5
1767,26,39,5,0,0,,Block02,4.54
1768,26,40,5,0,0,,Block02,4.83
1769,26,43,5,0,0,,Block02,4.99
1770,26,45,5,0,0,,Block01,4.72
1771,26,46,5,0,0,,Block03,4.83
1772,26,47,5,0,0,,Block01,4.79
1773,26,48,5,0,0,,Block02,4.85
1774,26,49,5,0,0,,Block02,4.57
1775,26,52,4,0,0,,Dialoguetower_02,5.8
1776,26,54,5,0,0,,Block03,4.92
1777,26,55,5,0,0,,Block03,4.91
1778,26,59,5,0,0,,Block03,4.94
1779,26,66,5,0,0,,Block01,4.62
1780,26,68,5,0,0,,Block02,4.88
1781,26,1,1,1,1,,Fighthouse_02,4.67
1782,26,2,1,0,1,,Fighthouse_02,4.93
1783,26,10,1,0,1,,Fighthouse_02,4.68
1784,26,3,1,0,1,,Fighthouse_01,4.86
1785,26,11,1,0,1,,Fighthouse_01,4.82
1786,26,4,2,0,1,,SpriteHouse_01,4.81
1787,26,5,2,0,1,,SpriteHouse_01,5.07
1788,26,13,1,0,1,,Fighthouse_02,4.73
1789,26,20,1,0,2,,Fighthouse_01,4.61
1790,26,21,3,0,2,,HeavyEquipment_01,4.7
1791,26,27,1,0,2,,Fighthouse_01,5.33
1792,26,28,1,0,2,,Fighthouse_03,4.55
1793,26,26,3,0,2,,HeavyEquipment_01,5.44
1794,26,34,3,0,2,,HeavyEquipment_01,5.79
1795,26,35,1,0,2,,Fighthouse_03,4.9
1796,26,36,1,0,2,,Fighthouse_03,4.73
1797,26,15,1,0,3,,Fighthouse_01,4.46
1798,26,30,1,0,3,,Fighthouse_03,4.53
1799,26,37,1,0,3,,Fighthouse_01,4.68
1800,26,41,1,0,3,,Fighthouse_03,4.81
1801,26,42,1,0,3,,Fighthouse_01,4.13
1802,26,44,2,0,3,,SpriteHouse_01,5.17
1803,26,7,1,0,3,,Fighthouse_01,5.2
1804,26,16,1,0,3,,Fighthouse_01,5.3
1805,26,50,1,0,4,,Fighthouse_04,5.49
1806,26,8,1,0,4,,Fighthouse_04,5.2
1807,26,51,1,0,4,,Fighthouse_03,5.19
1808,26,53,3,0,4,,Othercastle_01,6.11
1809,26,58,1,0,4,,Fighthouse_01,4.94
1810,26,61,1,0,4,,Fighthouse_02,5.27
1811,26,57,1,0,4,,Fighthouse_03,5.08
1812,26,60,2,0,4,,SpriteHouse_01,6.41
1813,26,62,1,0,5,,Fighthouse_03,6.13
1814,26,65,2,0,5,,SpriteHouse_01,6.16
1815,26,69,1,2,6,,Bosstower_01,7.18
1816,26,56,1,0,5,,Fighthouse_02,6.03
1817,26,64,1,0,5,,Fighthouse_04,6.25
1818,26,67,3,0,5,,Othercastle_01,6.13
1819,26,70,1,0,5,,Fighthouse_02,6.1
1820,26,63,1,0,5,,Fighthouse_02,6.08
1821,27,9,5,0,0,,Block01,4.69
1822,27,12,4,0,0,,Dialoguetower_01,5.58
1823,27,14,5,0,0,,Block03,4.96
1824,27,17,5,0,0,,Block03,4.65
1825,27,18,5,0,0,,Block02,4.58
1826,27,19,5,0,0,,Block03,4.78
1827,27,22,4,0,0,,Dialoguetower_01,5.63
1828,27,23,5,0,0,,Block02,5.0
1829,27,24,5,0,0,,Block03,4.81
1830,27,25,5,0,0,,Block02,4.66
1831,27,29,5,0,0,,Block03,4.59
1832,27,31,5,0,0,,Block03,4.55
1833,27,32,5,0,0,,Block02,4.6
1834,27,33,5,0,0,,Block02,4.95
1835,27,38,5,0,0,,Block02,4.67
1836,27,39,5,0,0,,Block02,4.92
1837,27,40,5,0,0,,Block02,4.68
1838,27,43,5,0,0,,Block03,4.6
1839,27,45,5,0,0,,Block01,4.62
1840,27,46,5,0,0,,Block02,4.75
1841,27,47,5,0,0,,Block02,4.89
1842,27,48,5,0,0,,Block01,4.7
1843,27,49,5,0,0,,Block03,4.79
1844,27,52,4,0,0,,Dialoguetower_02,5.66
1845,27,54,5,0,0,,Block03,4.84
1846,27,55,5,0,0,,Block01,4.88
1847,27,59,5,0,0,,Block03,4.72
1848,27,66,5,0,0,,Block02,4.64
1849,27,68,5,0,0,,Block03,4.57
1850,27,62,1,0,1,,Fighthouse_02,4.39
1851,27,69,1,0,1,,Fighthouse_01,5.13
1852,27,70,1,1,1,,Fighthouse_02,4.89
1853,27,53,2,0,1,,SpriteHouse_01,4.98
1854,27,61,1,0,1,,Fighthouse_01,4.23
1855,27,60,2,0,1,,SpriteHouse_01,5.02
1856,27,44,3,0,1,,HeavyEquipment_01,4.5
1857,27,51,1,0,1,,Fighthouse_01,4.73
1858,27,67,2,0,2,,SpriteHouse_01,4.9
1859,27,36,1,0,2,,Fighthouse_02,4.14
1860,27,37,1,0,2,,Fighthouse_02,4.68
1861,27,50,1,0,2,,Fighthouse_01,5.13
1862,27,28,1,0,2,,Fighthouse_03,4.9
1863,27,30,1,0,2,,Fighthouse_02,4.74
1864,27,42,1,0,2,,Fighthouse_01,5.41
1865,27,58,1,0,2,,Fighthouse_03,4.5
1866,27,20,1,0,3,,Fighthouse_01,4.26
1867,27,21,3,0,3,,HeavyEquipment_01,5.12
1868,27,34,2,0,3,,SpriteHouse_01,5.08
1869,27,35,1,0,3,,Fighthouse_03,4.7
1870,27,41,1,0,3,,Fighthouse_01,4.43
1871,27,57,1,0,3,,Fighthouse_01,5.24
1872,27,65,3,0,3,,HeavyEquipment_01,4.55
1873,27,13,1,0,3,,Fighthouse_03,4.92
1874,27,15,1,0,4,,Fighthouse_02,5.35
1875,27,26,3,0,4,,Othercastle_01,6.48
1876,27,27,1,0,4,,Fighthouse_01,5.08
1877,27,64,1,0,4,,Fighthouse_02,5.14
1878,27,3,1,0,4,,Fighthouse_04,5.23
1879,27,4,2,0,4,,SpriteHouse_01,6.48
1880,27,5,3,0,4,,HeavyEquipment_01,6.01
1881,27,7,1,0,4,,Fighthouse_01,5.05
1882,27,11,1,0,5,,Fighthouse_01,6.06
1883,27,16,1,0,5,,Fighthouse_01,6.12
1884,27,56,1,0,5,,Fighthouse_02,6.38
1885,27,63,1,0,5,,Fighthouse_03,6.14
1886,27,2,1,0,5,,Fighthouse_02,6.19
1887,27,6,1,2,6,,Bosstower_01,7.4
1888,27,8,1,0,5,,Fighthouse_04,6.15
1889,27,10,1,0,5,,Fighthouse_01,6.45
1890,27,1,1,0,5,,Fighthouse_04,6.46
1891,28,6,5,0,0,,Block01,4.56
1892,28,9,5,0,0,,Block03,4.86
1893,28,12,4,0,0,,Dialoguetower_03,5.96
1894,28,14,5,0,0,,Block02,4.64
1895,28,17,5,0,0,,Block01,4.85
1896,28,18,5,0,0,,Block02,4.83
1897,28,19,5,0,0,,Block02,4.59
1898,28,23,5,0,0,,Block03,4.51
1899,28,24,5,0,0,,Block02,4.82
1900,28,25,5,0,0,,Block03,4.84
1901,28,29,5,0,0,,Block01,4.97
1902,28,31,5,0,0,,Block03,4.62
1903,28,32,5,0,0,,Block02,4.51
1904,28,33,5,0,0,,Block02,4.82
1905,28,38,5,0,0,,Block01,4.85
1906,28,39,5,0,0,,Block01,4.8
1907,28,40,5,0,0,,Block02,4.88
1908,28,43,5,0,0,,Block02,4.88
1909,28,45,5,0,0,,Block01,4.68
1910,28,46,5,0,0,,Block03,4.69
1911,28,47,5,0,0,,Block01,4.51
1912,28,48,5,0,0,,Block03,4.84
1913,28,49,5,0,0,,Block03,4.83
1914,28,52,4,0,0,,Dialoguetower_03,5.81
1915,28,54,5,0,0,,Block01,4.53
1916,28,55,5,0,0,,Block01,4.78
1917,28,58,4,0,0,,Dialoguetower_02,5.92
1918,28,59,5,0,0,,Block01,4.56
1919,28,66,5,0,0,,Block02,4.76
1920,28,68,5,0,0,,Block01,4.57
1921,28,7,1,0,1,,Fighthouse_01,4.18
1922,28,8,1,1,1,,Fighthouse_02,4.6
1923,28,16,1,0,1,,Fighthouse_01,4.12
1924,28,15,1,0,1,,Fighthouse_02,4.79
1925,28,22,1,0,1,,Fighthouse_01,4.53
1926,28,21,2,0,1,,SpriteHouse_01,5.08
1927,28,30,1,0,1,,Fighthouse_01,4.16
1928,28,13,1,0,1,,Fighthouse_01,4.85
1929,28,20,1,0,2,,Fighthouse_03,4.75
1930,28,28,1,0,2,,Fighthouse_02,4.64
1931,28,37,1,0,2,,Fighthouse_01,4.14
1932,28,4,3,0,2,,HeavyEquipment_01,4.86
1933,28,5,3,0,2,,HeavyEquipment_01,4.84
1934,28,27,1,0,2,,Fighthouse_02,4.35
1935,28,35,1,0,2,,Fighthouse_01,4.45
1936,28,36,1,0,2,,Fighthouse_03,4.78
1937,28,44,2,0,3,,SpriteHouse_01,5.08
1938,28,3,1,0,3,,Fighthouse_03,4.71
1939,28,11,1,0,3,,Fighthouse_03,4.63
1940,28,26,2,0,3,,SpriteHouse_01,5.43
1941,28,34,2,0,3,,SpriteHouse_01,4.73
1942,28,42,1,0,3,,Fighthouse_03,4.85
1943,28,51,1,0,3,,Fighthouse_01,4.64
1944,28,2,1,0,3,,Fighthouse_03,4.92
1945,28,10,1,0,4,,Fighthouse_01,4.64
1946,28,41,1,0,4,,Fighthouse_04,5.12
1947,28,50,1,0,4,,Fighthouse_01,5.3
1948,28,53,3,0,4,,Othercastle_01,6.36
1949,28,60,3,0,4,,HeavyEquipment_01,6.15
1950,28,61,1,0,4,,Fighthouse_04,5.21
1951,28,1,1,0,4,,Fighthouse_01,4.97
1952,28,62,1,0,4,,Fighthouse_03,5.07
1953,28,67,2,0,5,,SpriteHouse_01,6.25
1954,28,69,1,0,5,,Fighthouse_01,6.49
1955,28,57,1,0,5,,Fighthouse_04,6.48
1956,28,65,3,0,5,,Othercastle_01,6.38
1957,28,70,1,2,6,,Bosstower_01,7.41
1958,28,56,1,0,5,,Fighthouse_02,6.5
1959,28,64,1,0,5,,Fighthouse_04,6.5
1960,28,63,1,0,5,,Fighthouse_02,6.2
1961,29,6,5,0,0,,Block01,4.84
1962,29,9,5,0,0,,Block02,4.62
1963,29,12,4,0,0,,Dialoguetower_01,5.85
1964,29,14,5,0,0,,Block03,4.95
1965,29,17,5,0,0,,Block03,5.0
1966,29,18,5,0,0,,Block03,4.95
1967,29,19,5,0,0,,Block03,4.63
1968,29,22,4,0,0,,Dialoguetower_03,5.76
1969,29,23,5,0,0,,Block03,4.98
1970,29,24,5,0,0,,Block03,4.79
1971,29,25,5,0,0,,Block03,4.81
1972,29,29,5,0,0,,Block02,4.52
1973,29,31,5,0,0,,Block01,4.89
1974,29,32,5,0,0,,Block03,4.66
1975,29,33,5,0,0,,Block03,4.83
1976,29,38,5,0,0,,Block03,4.72
1977,29,39,5,0,0,,Block03,4.56
1978,29,40,5,0,0,,Block01,4.96
1979,29,43,5,0,0,,Block03,4.8
1980,29,45,5,0,0,,Block02,4.92
1981,29,46,5,0,0,,Block02,4.59
1982,29,47,5,0,0,,Block01,4.66
1983,29,48,5,0,0,,Block02,4.95
1984,29,49,5,0,0,,Block02,4.6
1985,29,52,4,0,0,,Dialoguetower_03,5.89
1986,29,54,5,0,0,,Block03,4.66
1987,29,55,5,0,0,,Block03,4.71
1988,29,59,5,0,0,,Block02,4.91
1989,29,66,5,0,0,,Block03,4.67
1990,29,68,5,0,0,,Block01,4.53
1991,29,1,1,1,1,,Fighthouse_01,4.77
1992,29,2,1,0,1,,Fighthouse_02,4.83
1993,29,10,1,0,1,,Fighthouse_02,4.07
1994,29,3,1,0,1,,Fighthouse_02,4.67
1995,29,11,1,0,1,,Fighthouse_01,5.47
1996,29,4,2,0,1,,SpriteHouse_01,5.37
1997,29,5,3,0,1,,HeavyEquipment_01,5.72
1998,29,13,1,0,1,,Fighthouse_01,4.98
1999,29,20,1,0,2,,Fighthouse_03,4.6
2000,29,21,3,0,2,,HeavyEquipment_01,5.28
2001,29,27,1,0,2,,Fighthouse_02,4.75
2002,29,28,1,0,2,,Fighthouse_03,4.83
2003,29,26,2,0,2,,SpriteHouse_01,4.71
2004,29,34,3,0,2,,HeavyEquipment_01,4.82
2005,29,35,1,0,2,,Fighthouse_03,4.63
2006,29,36,1,0,2,,Fighthouse_02,4.93
2007,29,15,1,0,3,,Fighthouse_01,5.09
2008,29,30,1,0,3,,Fighthouse_03,4.6
2009,29,37,1,0,3,,Fighthouse_03,4.58
2010,29,41,1,0,3,,Fighthouse_01,5.31
2011,29,42,1,0,3,,Fighthouse_03,4.6
2012,29,44,3,0,3,,HeavyEquipment_01,5.2
2013,29,7,1,0,3,,Fighthouse_01,4.34
2014,29,16,1,0,3,,Fighthouse_01,4.97
2015,29,50,1,0,4,,Fighthouse_01,5.47
2016,29,8,1,0,4,,Fighthouse_01,5.32
2017,29,51,1,0,4,,Fighthouse_01,5.13
2018,29,53,2,0,4,,SpriteHouse_01,6.35
2019,29,58,1,0,4,,Fighthouse_01,5.04
2020,29,61,1,0,4,,Fighthouse_01,5.34
2021,29,57,1,0,4,,Fighthouse_01,4.47
2022,29,60,3,0,4,,HeavyEquipment_01,6.19
2023,29,62,1,2,6,,Bosstower_01,7.4
2024,29,65,2,0,5,,SpriteHouse_01,6.12
2025,29,69,1,0,5,,Fighthouse_03,6.29
2026,29,56,1,0,5,,Fighthouse_04,6.21
2027,29,64,1,0,5,,Fighthouse_03,6.06
2028,29,67,2,0,5,,SpriteHouse_01,6.46
2029,29,70,1,0,5,,Fighthouse_04,6.31
2030,29,63,1,0,5,,Fighthouse_04,6.28
2031,30,6,5,0,0,,Block01,4.72
2032,30,9,5,0,0,,Block01,4.76
2033,30,14,5,0,0,,Block02,4.92
2034,30,17,5,0,0,,Block01,4.74
2035,30,18,5,0,0,,Block02,4.66
2036,30,19,5,0,0,,Block03,4.67
2037,30,22,4,0,0,,Dialoguetower_02,5.91
2038,30,23,5,0,0,,Block03,4.82
2039,30,24,5,0,0,,Block01,4.78
2040,30,25,5,0,0,,Block02,4.53
2041,30,29,5,0,0,,Block01,4.7
2042,30,31,5,0,0,,Block01,4.59
2043,30,32,5,0,0,,Block01,4.89
2044,30,33,5,0,0,,Block03,4.87
2045,30,38,5,0,0,,Block02,4.86
2046,30,39,5,0,0,,Block01,4.75
2047,30,40,5,0,0,,Block02,4.76
2048,30,43,5,0,0,,Block03,4.94
2049,30,45,5,0,0,,Block01,4.7
2050,30,46,5,0,0,,Block01,4.9
2051,30,47,5,0,0,,Block02,4.92
2052,30,48,5,0,0,,Block03,4.79
2053,30,49,5,0,0,,Block03,4.51
2054,30,52,4,0,0,,Dialoguetower_03,5.54
2055,30,54,5,0,0,,Block03,4.91
2056,30,55,5,0,0,,Block03,4.81
2057,30,58,4,0,0,,Dialoguetower_02,5.92
2058,30,59,5,0,0,,Block01,4.67
2059,30,66,5,0,0,,Block02,4.58
2060,30,68,5,0,0,,Block01,4.7
2061,30,7,1,0,1,,Fighthouse_01,4.22
2062,30,8,1,1,1,,Fighthouse_01,4.73
2063,30,16,1,0,1,,Fighthouse_02,4.76
2064,30,15,1,0,1,,Fighthouse_02,4.14
2065,30,21,2,0,1,,SpriteHouse_01,4.54
