id,name,type,rank,favor,fit_gun,skin,poster,code,bonus_description,description,is_hidden,exp,profile_pic,item_access,detail_introduction,sort
2301,gift_item-10002301,2,6,50000,53,2301,32301,gift_bundle_jxnpr18_NTW20,gift_item-20002301,gift_item-30002301,0,0,0,,,0
2302,gift_item-10002302,2,6,50000,183,2302,32302,gift_bundle_jxnpr18_Contender,gift_item-20002302,gift_item-30002302,0,0,0,,,0
2303,gift_item-10002303,2,6,50000,97,2303,32303,gift_bundle_jxnpr18_M950A,gift_item-20002303,gift_item-30002303,0,0,0,,,0
2304,gift_item-10002304,2,6,50000,146,2304,32304,gift_bundle_jxnpr18_G28,gift_item-20002304,gift_item-30002304,0,0,0,,,0
2305,gift_item-10002305,2,6,50000,201,2305,32305,gift_bundle_jxnpr18_GepardM1,gift_item-20002305,gift_item-30002305,0,0,0,,,0
2401,gift_item-10002401,2,6,50000,62,2401,32401,gift_bundle_swimsuit18_G41,gift_item-20002401,gift_item-30002401,0,0,0,,,0
2402,gift_item-10002402,2,6,50000,206,2402,32402,gift_bundle_swimsuit18_AK12,gift_item-20002402,gift_item-30002402,0,0,0,,,0
2403,gift_item-10002403,2,6,50000,163,2403,32403,gift_bundle_swimsuit18_AA12,gift_item-20002403,gift_item-30002403,0,0,0,,,0
2404,gift_item-10002404,2,6,50000,205,2404,32404,gift_bundle_swimsuit18_AN94,gift_item-20002404,gift_item-30002404,0,0,0,,,0
2405,gift_item-10002405,2,6,50000,28,2405,32405,gift_bundle_swimsuit18_MP7,gift_item-20002405,gift_item-30002405,0,0,0,,,0
2406,gift_item-10002406,2,6,50000,106,2406,32406,gift_bundle_swimsuit18_FNFAL,gift_item-20002406,gift_item-30002406,0,0,0,,,0
2407,gift_item-10002407,2,6,50000,64,2407,32407,gift_bundle_swimsuit18_G36,gift_item-20002407,gift_item-30002407,0,0,0,,,0
2408,gift_item-10002408,2,6,50000,162,2408,32408,gift_bundle_swimsuit18_SPAS12,gift_item-20002408,gift_item-30002408,0,0,0,,,0
2409,gift_item-10002409,2,6,50000,185,2409,32409,gift_bundle_swimsuit18_Ameli,gift_item-20002409,gift_item-30002409,0,0,0,,,0
2410,gift_item-10002410,2,6,50000,9,2410,32410,gift_bundle_swimsuit18_P38,gift_item-20002410,gift_item-30002410,0,0,0,,,0
2501,gift_item-10002501,2,6,50000,109,2501,32501,gift_bundle_rockroll18_MG5,gift_item-20002501,gift_item-30002501,0,0,0,,,0
2502,gift_item-10002502,2,6,50000,122,2502,32502,gift_bundle_rockroll18_G11,gift_item-20002502,gift_item-30002502,0,0,0,,,0
2503,gift_item-10002503,2,6,50000,151,2503,32503,gift_bundle_rockroll18_M1887,gift_item-20002503,gift_item-30002503,0,0,0,,,0
2504,gift_item-10002504,2,6,50000,199,2504,32504,gift_bundle_rockroll18_80type,gift_item-20002504,gift_item-30002504,0,0,0,,,0
2505,gift_item-10002505,2,6,50000,152,2505,32505,gift_bundle_rockroll18_M1897,gift_item-20002505,gift_item-30002505,0,0,0,,,0
2601,gift_item-10002601,2,6,50000,188,2601,32601,gift_bundle_halloween18_SAT8,gift_item-20002601,gift_item-30002601,0,0,0,,,0
2602,gift_item-10002602,2,6,50000,222,2602,32602,gift_bundle_halloween18_TAC50,gift_item-20002602,gift_item-30002602,0,0,0,,,0
2603,gift_item-10002603,2,6,50000,215,2603,32603,gift_bundle_halloween18_MDR,gift_item-20002603,gift_item-30002603,0,0,0,,,0
2604,gift_item-10002604,2,6,50000,69,2604,32604,gift_bundle_halloween18_FAMAS,gift_item-20002604,gift_item-30002604,0,0,0,,,0
2605,gift_item-10002605,2,6,50000,89,2605,32605,gift_bundle_halloween18_BrenMK,gift_item-20002605,gift_item-30002605,0,0,0,,,0
2606,gift_item-10002606,2,6,50000,178,2606,32606,gift_bundle_halloween18_F1,gift_item-20002606,gift_item-30002606,0,0,0,,,0
2701,gift_item-10002701,2,6,50000,208,2701,32701,gift_bundle_idol18_HK21,gift_item-20002701,gift_item-30002701,0,0,0,,,0
2702,gift_item-10002702,2,6,50000,192,2702,32702,gift_bundle_idol18_JS-127,gift_item-20002702,gift_item-30002702,0,0,0,,,0
2703,gift_item-10002703,2,6,50000,224,2703,32703,gift_bundle_idol18_PM06,gift_item-20002703,gift_item-30002703,0,0,0,,,0
2704,gift_item-10002704,2,6,50000,189,2704,32704,gift_bundle_idol18_USAS12,gift_item-20002704,gift_item-30002704,0,0,0,,,0
2705,gift_item-10002705,2,6,50000,167,2705,32705,gift_bundle_idol18_HK45,gift_item-20002705,gift_item-30002705,0,0,0,,,0
2706,gift_item-10002706,2,6,50000,5,2706,32706,gift_bundle_idol18_M1895,gift_item-20002706,gift_item-30002706,0,0,0,,,0
2801,gift_item-10002801,2,6,50000,233,2801,32801,gift_bundle_Xmas18_Px4Storm,gift_item-20002801,gift_item-30002801,0,0,0,,,0
2802,gift_item-10002802,2,6,50000,245,2802,32802,gift_bundle_Xmas18_P90,gift_item-20002802,gift_item-30002802,0,0,0,,,0
2803,gift_item-10002803,2,6,50000,175,2803,32803,gift_bundle_Xmas18_ART556,gift_item-20002803,gift_item-30002803,0,0,0,,,0
2804,gift_item-10002804,2,6,50000,164,2804,32804,gift_bundle_Xmas18_FP6,gift_item-20002804,gift_item-30002804,0,0,0,,,0
2805,gift_item-10002805,2,6,50000,142,2805,32805,gift_bundle_Xmas18_FN57,gift_item-20002805,gift_item-30002805,0,0,0,,,0
2806,gift_item-10002806,2,6,50000,64,2806,32806,gift_bundle_Xmas18_G36,gift_item-20002806,gift_item-30002806,0,0,0,,,0
2807,gift_item-10002807,2,6,50000,176,2807,32807,gift_bundle_Xmas18_TMP,gift_item-20002807,gift_item-30002807,0,0,0,,,0
2901,gift_item-10002901,2,6,50000,243,2901,32901,gift_bundle_newyear18_Type64-AR,gift_item-20002901,gift_item-30002901,0,0,0,,,0
2902,gift_item-10002902,2,6,50000,172,2902,32902,gift_bundle_newyear18_RFB,gift_item-20002902,gift_item-30002902,0,0,0,,,0
2903,gift_item-10002903,2,6,50000,228,2903,32903,gift_bundle_newyear18_Type100,gift_item-20002903,gift_item-30002903,0,0,0,,,0
2904,gift_item-10002904,2,6,50000,198,2904,32904,gift_bundle_newyear18_Carcano1938,gift_item-20002904,gift_item-30002904,0,0,0,,,0
2905,gift_item-10002905,2,6,50000,197,2905,32905,gift_bundle_newyear18_Carcano1891,gift_item-20002905,gift_item-30002905,0,0,0,,,0
2906,gift_item-10002906,2,6,50000,165,2906,32906,gift_bundle_newyear18_M1014,gift_item-20002906,gift_item-30002906,0,0,0,,,0
2907,gift_item-10002907,2,6,50000,60,2907,32907,gift_bundle_newyear18_ASVAL,gift_item-20002907,gift_item-30002907,0,0,0,,,0
2908,gift_item-10002908,2,6,50000,249,2908,32908,gift_bundle_newyear18_Type62,gift_item-20002908,gift_item-30002908,0,0,0,,,0
3001,gift_item-10003001,2,6,50000,119,3001,33001,gift_bundle_springfestival19_OTs14,gift_item-20003001,gift_item-30003001,0,0,0,,,0
3002,gift_item-10003002,2,6,50000,59,3002,33002,gift_bundle_springfestival19_AK74U,gift_item-20003002,gift_item-30003002,0,0,0,,,0
3003,gift_item-10003003,2,6,50000,238,3003,33003,gift_bundle_springfestival19_Type88,gift_item-20003003,gift_item-30003003,0,0,0,,,0
3004,gift_item-10003004,2,6,50000,148,3004,33004,gift_bundle_springfestival19_IWS2000,gift_item-20003004,gift_item-30003004,0,0,0,,,0
3005,gift_item-10003005,2,6,50000,166,3005,33005,gift_bundle_springfestival19_CZ75,gift_item-20003005,gift_item-30003005,0,0,0,,,0
3006,gift_item-10003006,2,6,50000,26,3006,33006,gift_bundle_springfestival19_MP5,gift_item-20003006,gift_item-30003006,0,0,0,,,0
3007,gift_item-10003007,2,6,50000,210,3007,33007,gift_bundle_springfestival19_CZ52,gift_item-20003007,gift_item-30003007,0,0,0,,,0
3101,gift_item-10003101,2,6,50000,115,3101,33101,gift_bundle_wv19_KP31,gift_item-20003101,gift_item-30003101,0,0,0,,,0
3102,gift_item-10003102,2,6,50000,173,3102,33102,gift_bundle_wv19_PKP,gift_item-20003102,gift_item-30003102,0,0,0,,,0
3103,gift_item-10003103,2,6,50000,104,3103,33103,gift_bundle_wv19_G36C,gift_item-20003103,gift_item-30003103,0,0,0,,,0
3105,gift_item-10003105,2,6,50000,99,3105,33105,gift_bundle_wv19_MK23,gift_item-20003105,gift_item-30003105,0,0,0,,,0
3106,gift_item-10003106,2,6,50000,184,3106,33106,gift_bundle_wv19_T5000,gift_item-20003106,gift_item-30003106,0,0,0,,,0
3107,gift_item-10003107,2,6,50000,201,3107,33107,gift_bundle_wv19_GepardM1,gift_item-20003107,gift_item-30003107,0,0,0,,,0
3201,gift_item-10003201,2,6,50000,183,3201,33201,gift_bundle_hh19_Contender,gift_item-20003201,gift_item-30003201,0,0,0,,,0
3202,gift_item-10003202,2,6,50000,112,3202,33202,gift_bundle_hh19_NEGEV,gift_item-20003202,gift_item-30003202,0,0,0,,,0
3203,gift_item-10003203,2,6,50000,162,3203,33203,gift_bundle_hh19_SPAS12,gift_item-20003203,gift_item-30003203,0,0,0,,,0
3204,gift_item-10003204,2,6,50000,6,3204,33204,gift_bundle_hh19_TT33,gift_item-20003204,gift_item-30003204,0,0,0,,,0
3205,gift_item-10003205,2,6,50000,93,3205,33205,gift_bundle_hh19_IDW,gift_item-20003205,gift_item-30003205,0,0,0,,,0
3301,gift_item-10003301,2,6,50000,194,3301,33301,gift_bundle_3znq19_K2,gift_item-20003301,gift_item-30003301,0,0,0,,,0
3302,gift_item-10003302,2,6,50000,206,3302,33302,gift_bundle_3znq19_AK12,gift_item-20003302,gift_item-30003302,0,0,0,,,0
3303,gift_item-10003303,2,6,50000,205,3303,33303,gift_bundle_3znq19_AN94,gift_item-20003303,gift_item-30003303,0,0,0,,,0
3304,gift_item-10003304,2,6,50000,128,3304,33304,gift_bundle_3znq19_M99,gift_item-20003304,gift_item-30003304,0,0,0,,,0
3305,gift_item-10003305,2,6,50000,215,3305,33305,gift_bundle_3znq19_MDR,gift_item-20003305,gift_item-30003305,0,0,0,,,0
3306,gift_item-10003306,2,6,50000,127,3306,33306,gift_bundle_3znq19_79type,gift_item-20003306,gift_item-30003306,0,0,0,,,0
3307,gift_item-10003307,2,6,50000,146,3307,33307,gift_bundle_3znq19_G28,gift_item-20003307,gift_item-30003307,0,0,0,,,0
3308,gift_item-10003308,2,6,50000,212,3308,33308,gift_bundle_3znq19_K5,gift_item-20003308,gift_item-30003308,0,0,0,,,0
3309,gift_item-10003309,2,6,50000,202,3309,33309,gift_bundle_3znq19_Thunder50,gift_item-20003309,gift_item-30003309,0,0,0,,,0
3401,gift_item-10003401,2,6,50000,65,3401,33401,gift_bundle_etj19_HK416,gift_item-20003401,gift_item-30003401,0,0,0,,,0
3402,gift_item-10003402,2,6,50000,236,3402,33402,gift_bundle_etj19_K11,gift_item-20003402,gift_item-30003402,0,0,0,,,0
3403,gift_item-10003403,2,6,50000,103,3403,33403,gift_bundle_etj19_UMP45,gift_item-20003403,gift_item-30003403,0,0,0,,,0
3404,gift_item-10003404,2,6,50000,101,3404,33404,gift_bundle_etj19_UMP9,gift_item-20003404,gift_item-30003404,0,0,0,,,0
3405,gift_item-10003405,2,6,50000,252,3405,33405,gift_bundle_etj19_KSVK,gift_item-20003405,gift_item-30003405,0,0,0,,,0
3406,gift_item-10003406,2,6,50000,145,3406,33406,gift_bundle_etj19_OC44,gift_item-20003406,gift_item-30003406,0,0,0,,,0
3501,gift_item-10003501,2,6,50000,266,3501,33501,gift_bundle_summer19_R93,gift_item-20003501,gift_item-30003501,0,0,0,,,0
3502,gift_item-10003502,2,6,50000,253,3502,33502,gift_bundle_summer19_Lewis,gift_item-20003502,gift_item-30003502,0,0,0,,,0
3503,gift_item-10003503,2,6,50000,213,3503,33503,gift_bundle_summer19_CBJMS,gift_item-20003503,gift_item-30003503,0,0,0,,,0
3504,gift_item-10003504,2,6,50000,238,3504,33504,gift_bundle_summer19_Type88,gift_item-20003504,gift_item-30003504,0,0,0,,,0
3505,gift_item-10003505,2,6,50000,270,3505,33505,gift_bundle_summer19_4type,gift_item-20003505,gift_item-30003505,0,0,0,,,0
3506,gift_item-10003506,2,6,50000,113,3506,33506,gift_bundle_summer19_SPS,gift_item-20003506,gift_item-30003506,0,0,0,,,0
3507,gift_item-10003507,2,6,50000,116,3507,33507,gift_bundle_summer19_Z62,gift_item-20003507,gift_item-30003507,0,0,0,,,0
3601,gift_item-10003601,2,6,50000,214,3601,33601,gift_bundle_yukata19_ADS,gift_item-20003601,gift_item-30003601,0,0,0,,,0
3602,gift_item-10003602,2,6,50000,188,3602,33602,gift_bundle_yukata19_SAT8,gift_item-20003602,gift_item-30003602,0,0,0,,,0
3603,gift_item-10003603,2,6,50000,64,3603,33603,gift_bundle_yukata19_G36,gift_item-20003603,gift_item-30003603,0,0,0,,,0
3604,gift_item-10003604,2,6,50000,79,3604,33604,gift_bundle_yukata19_M249SAW,gift_item-20003604,gift_item-30003604,0,0,0,,,0
3605,gift_item-10003605,2,6,50000,105,3605,33605,gift_bundle_yukata19_OTs12,gift_item-20003605,gift_item-30003605,0,0,0,,,0
3701,gift_item-10003701,2,6,50000,260,3701,33701,gift_bundle_dwxy19_PA15,gift_item-20003701,gift_item-30003701,0,0,0,,,0
3702,gift_item-10003702,2,6,50000,129,3702,33702,gift_bundle_dwxy19_95type,gift_item-20003702,gift_item-30003702,0,0,0,,,0
3703,gift_item-10003703,2,6,50000,130,3703,33703,gift_bundle_dwxy19_97type,gift_item-20003703,gift_item-30003703,0,0,0,,,0
3704,gift_item-10003704,2,6,50000,135,3704,33704,gift_bundle_dwxy19_SR3MP,gift_item-20003704,gift_item-30003704,0,0,0,,,0
3705,gift_item-10003705,2,6,50000,99,3705,33705,gift_bundle_dwxy19_Mk23,gift_item-20003705,gift_item-30003705,0,0,0,,,0
3706,gift_item-10003706,2,6,50000,155,3706,33706,gift_bundle_dwxy19_M590,gift_item-20003706,gift_item-30003706,0,0,0,,,0
3707,gift_item-10003707,2,6,50000,154,3707,33707,gift_bundle_dwxy19_M500,gift_item-20003707,gift_item-30003707,0,0,0,,,0
3708,gift_item-10003708,2,6,50000,176,3708,33708,gift_bundle_dwxy19_TMP,gift_item-20003708,gift_item-30003708,0,0,0,,,0
3801,gift_item-10003801,2,6,50000,261,3801,33801,gift_bundle_Halloween19_QBU88,gift_item-20003801,gift_item-30003801,0,0,0,,,0
3802,gift_item-10003802,2,6,50000,104,3802,33802,gift_bundle_Halloween19_G36C,gift_item-20003802,gift_item-30003802,0,0,0,,,0
3803,gift_item-10003803,2,6,50000,229,3803,33803,gift_bundle_Halloween19_M870P,gift_item-20003803,gift_item-30003803,0,0,0,,,0
3805,gift_item-10003805,2,6,50000,252,3805,33805,gift_bundle_Halloween19_KSVK,gift_item-20003805,gift_item-30003805,0,0,0,,,0
3806,gift_item-10003806,2,6,50000,88,3806,33806,gift_bundle_Halloween19_MG3,gift_item-20003806,gift_item-30003806,0,0,0,,,0
3807,gift_item-10003807,2,6,50000,161,3807,33807,gift_bundle_Halloween19_97typeS,gift_item-20003807,gift_item-30003807,0,0,0,,,0
3808,gift_item-10003808,2,6,50000,117,3808,33808,gift_bundle_Halloween19_PSG1,gift_item-20003808,gift_item-30003808,0,0,0,,,0
3809,gift_item-10003809,2,6,50000,223,3809,33809,gift_bundle_Halloween19_CETME556,gift_item-20003809,gift_item-30003809,0,0,0,,,0
3901,gift_item-10003901,2,6,50000,160,3901,33901,gift_bundle_racing19_Saiga12,gift_item-20003901,gift_item-30003901,0,0,0,,,0
3902,gift_item-10003902,2,6,50000,242,3902,33902,gift_bundle_racing19_P22,gift_item-20003902,gift_item-30003902,0,0,0,,,0
3903,gift_item-10003903,2,6,50000,254,3903,33903,gift_bundle_racing19_UKM2000,gift_item-20003903,gift_item-30003903,0,0,0,,,0
3904,gift_item-10003904,2,6,50000,77,3904,33904,gift_bundle_racing19_M2HB,gift_item-20003904,gift_item-30003904,0,0,0,,,0
3905,gift_item-10003905,2,6,50000,10,3905,33905,gift_bundle_racing19_PPK,gift_item-20003905,gift_item-30003905,0,0,0,,,0
4001,gift_item-10004001,2,6,50000,253,4001,34001,gift_bundle_Xms19_Lewis,gift_item-20004001,gift_item-30004001,0,0,0,,,0
4002,gift_item-10004002,2,6,50000,208,4002,34002,gift_bundle_Xms19_HK21,gift_item-20004002,gift_item-30004002,0,0,0,,,0
4003,gift_item-10004003,2,6,50000,281,4003,34003,gift_bundle_Xms19_HKCAWS,gift_item-20004003,gift_item-30004003,0,0,0,,,0
4004,gift_item-10004004,2,6,50000,228,4004,34004,gift_bundle_Xms19_Type100,gift_item-20004004,gift_item-30004004,0,0,0,,,0
4005,gift_item-10004005,2,6,50000,203,4005,34005,gift_bundle_Xms19_PDW,gift_item-20004005,gift_item-30004005,0,0,0,,,0
4006,gift_item-10004006,2,6,50000,201,4006,34006,gift_bundle_Xms19_GepardM1,gift_item-20004006,gift_item-30004006,0,0,0,,,0
4007,gift_item-10004007,2,6,50000,81,4007,34007,gift_bundle_Xms19_LWMMG,gift_item-20004007,gift_item-30004007,0,0,0,,,0
4101,gift_item-10004101,2,6,50000,135,4101,34101,gift_bundle_zy2020_SR3MP,gift_item-20004101,gift_item-30004101,0,0,0,,,0
4102,gift_item-10004102,2,6,50000,122,4102,34102,gift_bundle_zy2020_G11,gift_item-20004102,gift_item-30004102,0,0,0,,,0
4103,gift_item-10004103,2,6,50000,270,4103,34103,gift_bundle_zy2020_4type,gift_item-20004103,gift_item-30004103,0,0,0,,,0
4104,gift_item-10004104,2,6,50000,118,4104,34104,gift_bundle_zy2020_9A91,gift_item-20004104,gift_item-30004104,0,0,0,,,0
4105,gift_item-10004105,2,6,50000,88,4105,34105,gift_bundle_zy2020_MG3,gift_item-20004105,gift_item-30004105,0,0,0,,,0
4106,gift_item-10004106,2,6,50000,35,4106,34106,gift_bundle_zy2020_M1A1,gift_item-20004106,gift_item-30004106,0,0,0,,,0
4107,gift_item-10004107,2,6,50000,256,4107,34107,gift_bundle_zy2020_Falcon,gift_item-20004107,gift_item-30004107,0,0,0,,,0
4201,gift_item-10004201,2,6,50000,282,4201,34201,gift_bundle_spring2020_DP12,gift_item-20004201,gift_item-30004201,0,0,0,,,0
4202,gift_item-10004202,2,6,50000,260,4202,34202,gift_bundle_spring2020_PA15,gift_item-20004202,gift_item-30004202,0,0,0,,,0
4203,gift_item-10004203,2,6,50000,173,4203,34203,gift_bundle_spring2020_PKP,gift_item-20004203,gift_item-30004203,0,0,0,,,0
4204,gift_item-10004204,2,6,50000,234,4204,34204,gift_bundle_spring2020_JS9mm,gift_item-20004204,gift_item-30004204,0,0,0,,,0
4205,gift_item-10004205,2,6,50000,263,4205,34205,gift_bundle_spring2020_MG36,gift_item-20004205,gift_item-30004205,0,0,0,,,0
4206,gift_item-10004206,2,6,50000,181,4206,34206,gift_bundle_spring2020_T91,gift_item-20004206,gift_item-30004206,0,0,0,,,0
4207,gift_item-10004207,2,6,50000,98,4207,34207,gift_bundle_spring2020_SPP1,gift_item-20004207,gift_item-30004207,0,0,0,,,0
4209,gift_item-10004209,2,6,50000,262,4209,34209,gift_bundle_spring2020_EM2,gift_item-20004209,gift_item-30004209,0,0,0,,,0
4210,gift_item-10004210,2,6,50000,87,4210,34210,gift_bundle_spring2020_MG34,gift_item-20004210,gift_item-30004210,0,0,0,,,0
4301,gift_item-10004301,2,6,50000,46,4301,34301,gift_bundle_WhiteV2020_98K,gift_item-20004301,gift_item-30004301,0,0,0,,,0
4302,gift_item-10004302,2,6,50000,97,4302,34302,gift_bundle_WhiteV2020_M950A,gift_item-20004302,gift_item-30004302,0,0,0,,,0
4303,gift_item-10004303,2,6,50000,96,4303,34303,gift_bundle_WhiteV2020_Grizzly,gift_item-20004303,gift_item-30004303,0,0,0,,,0
4304,gift_item-10004304,2,6,50000,196,4304,34304,gift_bundle_WhiteV2020_ZastavaM21,gift_item-20004304,gift_item-30004304,0,0,0,,,0
4305,gift_item-10004305,2,6,50000,165,4305,34305,gift_bundle_WhiteV2020_M1014,gift_item-20004305,gift_item-30004305,0,0,0,,,0
4306,gift_item-10004306,2,6,50000,7,4306,34306,gift_bundle_WhiteV2020_APS,gift_item-20004306,gift_item-30004306,0,0,0,,,0
4308,gift_item-10004308,2,6,50000,70,4308,34308,gift_bundle_WhiteV2020_FNFNC,gift_item-20004308,gift_item-30004308,0,0,0,,,0
4309,gift_item-10004309,2,6,50000,159,4309,34309,gift_bundle_WhiteV2020_RMB93,gift_item-20004309,gift_item-30004309,0,0,0,,,0
4310,gift_item-10004310,2,6,50000,8,4310,34310,gift_bundle_WhiteV2020_PM,gift_item-20004310,gift_item-30004310,0,0,0,,,0
4401,gift_item-10004401,2,6,50000,163,4401,34401,gift_bundle_Pajamas2020_AA12,gift_item-20004401,gift_item-30004401,0,0,0,,,0
4402,gift_item-10004402,2,6,50000,260,4402,34402,gift_bundle_Pajamas2020_PA15,gift_item-20004402,gift_item-30004402,0,0,0,,,0
4403,gift_item-10004403,2,6,50000,227,4403,34403,gift_bundle_Pajamas2020_A91,gift_item-20004403,gift_item-30004403,0,0,0,,,0
4404,gift_item-10004404,2,6,50000,269,4404,34404,gift_bundle_Pajamas2020_P30,gift_item-20004404,gift_item-30004404,0,0,0,,,0
4405,gift_item-10004405,2,6,50000,137,4405,34405,gift_bundle_Pajamas2020_PP1901,gift_item-20004405,gift_item-30004405,0,0,0,,,0
4406,gift_item-10004406,2,6,50000,190,4406,34406,gift_bundle_Pajamas2020_NS2000,gift_item-20004406,gift_item-30004406,0,0,0,,,0
4501,gift_item-10004501,2,6,50000,119,4501,34501,gift_bundle_Anniversary2020_OTs14,gift_item-20004501,gift_item-30004501,0,0,0,,,0
4502,gift_item-10004502,2,6,50000,257,4502,34502,gift_bundle_Anniversary2020_M200,gift_item-20004502,gift_item-30004502,0,0,0,,,0
4503,gift_item-10004503,2,6,50000,261,4503,34503,gift_bundle_Anniversary2020_QBU88,gift_item-20004503,gift_item-30004503,0,0,0,,,0
4504,gift_item-10004504,2,6,50000,143,4504,34504,gift_bundle_Anniversary2020_RO635,gift_item-20004504,gift_item-30004504,0,0,0,,,0
4505,gift_item-10004505,2,6,50000,55,4505,34505,gift_bundle_Anniversary2020_M4A1,gift_item-20004505,gift_item-30004505,0,0,0,,,0
4506,gift_item-10004506,2,6,50000,54,4506,34506,gift_bundle_Anniversary2020_M16A1,gift_item-20004506,gift_item-30004506,0,0,0,,,0
4507,gift_item-10004507,2,6,50000,56,4507,34507,gift_bundle_Anniversary2020_M4 SOPMOD II,gift_item-20004507,gift_item-30004507,0,0,0,,,0
4508,gift_item-10004508,2,6,50000,57,4508,34508,gift_bundle_Anniversary2020_AR15,gift_item-20004508,gift_item-30004508,0,0,0,,,0
4509,gift_item-10004509,2,6,50000,252,4509,34509,gift_bundle_Anniversary2020_KSVK,gift_item-20004509,gift_item-30004509,0,0,0,,,0
4510,gift_item-10004510,2,6,50000,160,4510,34510,gift_bundle_Anniversary2020_Saiga12,gift_item-20004510,gift_item-30004510,0,0,0,,,0
4511,gift_item-10004511,2,6,50000,284,4511,34511,gift_bundle_Anniversary2020_ZasM76,gift_item-20004511,gift_item-30004511,0,0,0,,,0
4514,gift_item-10004514,2,6,50000,2,4514,34514,gift_bundle_Anniversary2020_M1911,gift_item-20004514,gift_item-30004514,0,0,0,,,0
4601,gift_item-10004601,2,6,50000,306,4601,34601,gift_bundle_Children2020_AKAlfa,gift_item-20004601,gift_item-30004601,0,0,0,,,0
4602,gift_item-10004602,2,6,50000,303,4602,34602,gift_bundle_Children2020_BrowningHP,gift_item-20004602,gift_item-30004602,0,0,0,,,0
4603,gift_item-10004603,2,6,50000,251,4603,34603,gift_bundle_Children2020_X95,gift_item-20004603,gift_item-30004603,0,0,0,,,0
4604,gift_item-10004604,2,6,50000,69,4604,34604,gift_bundle_Children2020_FAMAS,gift_item-20004604,gift_item-30004604,0,0,0,,,0
4605,gift_item-10004605,2,6,50000,184,4605,34605,gift_bundle_Children2020_T5000,gift_item-20004605,gift_item-30004605,0,0,0,,,0
4606,gift_item-10004606,2,6,50000,176,4606,34606,gift_bundle_Children2020_TMP,gift_item-20004606,gift_item-30004606,0,0,0,,,0
4607,gift_item-10004607,2,6,50000,131,4607,34607,gift_bundle_Children2020_EVO3,gift_item-20004607,gift_item-30004607,0,0,0,,,0
4702,gift_item-10004702,2,6,50000,234,4702,34702,gift_bundle_YZ2020_JS9mm,gift_item-20004702,gift_item-30004702,0,0,0,,,0
4703,gift_item-10004703,2,6,50000,307,4703,34703,gift_bundle_YZ2020_ZB26,gift_item-20004703,gift_item-30004703,0,0,0,,,0
4704,gift_item-10004704,2,6,50000,296,4704,34704,gift_bundle_YZ2020_SL8,gift_item-20004704,gift_item-30004704,0,0,0,,,0
4705,gift_item-10004705,2,6,50000,136,4705,34705,gift_bundle_YZ2020_PP19,gift_item-20004705,gift_item-30004705,0,0,0,,,0
4706,gift_item-10004706,2,6,50000,286,4706,34706,gift_bundle_YZ2020_KAC,gift_item-20004706,gift_item-30004706,0,0,0,,,0
4707,gift_item-10004707,2,6,50000,187,4707,34707,gift_bundle_YZ2020_Ak5,gift_item-20004707,gift_item-30004707,0,0,0,,,0
4708,gift_item-10004708,2,6,50000,14,4708,34708,gift_bundle_YZ2020_357,gift_item-20004708,gift_item-30004708,0,0,0,,,0
4709,gift_item-10004709,2,6,50000,51,4709,34709,gift_bundle_YZ2020_FN49,gift_item-20004709,gift_item-30004709,0,0,0,,,0
4801,gift_item-10004801,2,6,50000,53,4801,34801,gift_bundle_Armor2020_NTW20,gift_item-20004801,gift_item-30004801,0,0,0,,,0
4802,gift_item-10004802,2,6,50000,73,4802,34802,gift_bundle_Armor2020_AUG,gift_item-20004802,gift_item-30004802,0,0,0,,,0
4803,gift_item-10004803,2,6,50000,39,4803,34803,gift_bundle_Armor2020_M1891,gift_item-20004803,gift_item-30004803,0,0,0,,,0
4804,gift_item-10004804,2,6,50000,121,4804,34804,gift_bundle_Armor2020_Mk48,gift_item-20004804,gift_item-30004804,0,0,0,,,0
4805,gift_item-10004805,2,6,50000,152,4805,34805,gift_bundle_Armor2020_M1897,gift_item-20004805,gift_item-30004805,0,0,0,,,0
4901,gift_item-10004901,2,6,50000,282,4901,34901,gift_bundle_Edo2020_DP12,gift_item-20004901,gift_item-30004901,0,0,0,,,0
4902,gift_item-10004902,2,6,50000,109,4902,34902,gift_bundle_Edo2020_MG5,gift_item-20004902,gift_item-30004902,0,0,0,,,0
4903,gift_item-10004903,2,6,50000,263,4903,34903,gift_bundle_Edo2020_MG36,gift_item-20004903,gift_item-30004903,0,0,0,,,0
4904,gift_item-10004904,2,6,50000,266,4904,34904,gift_bundle_Edo2020_R93,gift_item-20004904,gift_item-30004904,0,0,0,,,0
4905,gift_item-10004905,2,6,50000,228,4905,34905,gift_bundle_Edo2020_Type100,gift_item-20004905,gift_item-30004905,0,0,0,,,0
4906,gift_item-10004906,2,6,50000,305,4906,34906,gift_bundle_Edo2020_Tabuk,gift_item-20004906,gift_item-30004906,0,0,0,,,0
4907,gift_item-10004907,2,6,50000,182,4907,34907,gift_bundle_Edo2020_wz29,gift_item-20004907,gift_item-30004907,0,0,0,,,0
4908,gift_item-10004908,2,6,50000,93,4908,34908,gift_bundle_Edo2020_IDW,gift_item-20004908,gift_item-30004908,0,0,0,,,0
5106,gift_item-10005106,2,6,50000,6,5106,35106,gift_bundle_Halloween2020_TT33,gift_item-20005106,gift_item-30005106,0,0,0,,,0
5201,gift_item-10005201,2,6,50000,104,5201,35201,gift_bundle_Agent2020_G36C,gift_item-20005201,gift_item-30005201,0,0,0,,,0
